tipo_elem,distrito,id,id_cruce,fecha_inst,longitud,latitud
SEMAFORO 2/200 PEATON - BICI,11,39204,1817,2004-07-29T00:00:00Z,-3.74779009107505,40.3625985111218
SEMAFORO 2/200 PEATON - BICI,11,39205,1817,2004-07-29T00:00:00Z,-3.74783298813498,40.3625903170836
SEMAFORO 2/200 PEATON - BICI,11,39206,1817,2004-07-29T00:00:00Z,-3.74815318181115,40.3625890778399
SEMAFORO 2/200 PEATON - BICI,11,39194,1815,2004-07-29T00:00:00Z,-3.75169089166456,40.361877338501
SEMAFORO 2/200 PEATON - BICI,11,39188,1815,2004-07-29T00:00:00Z,-3.7516541088629,40.3622957055529
SEMAFORO 2/200 PEATON - BICI,11,39195,1815,2004-07-29T00:00:00Z,-3.75164885422059,40.3618751392705
SEMAFORO 2/200 PEATON - BICI,11,39189,1815,2004-07-29T00:00:00Z,-3.75161247695522,40.3622938115008
SEMAFORO 2/200 PEATON - BICI,11,39158,1807,2004-07-29T00:00:00Z,-3.75427168230836,40.3620821795165
SEMAFORO 2/200 PEATON - BICI,11,39160,1807,2004-07-29T00:00:00Z,-3.75425748405825,40.3623055145747
SEMAFORO 2/200 PEATON - BICI,11,39161,1807,2004-07-29T00:00:00Z,-3.75425105880705,40.3623756902249
SEMAFORO 2/200 PEATON - BICI,11,39165,1807,2004-07-29T00:00:00Z,-3.75364715565451,40.3624693915469
SEMAFORO 2/200 PEATON - BICI,11,39162,1807,2004-07-29T00:00:00Z,-3.75389823373576,40.3624806452926
SEMAFORO 2/200 PEATON - BICI,11,39163,1807,2004-07-29T00:00:00Z,-3.75385670992418,40.3624790359304
SEMAFORO 2/200 PEATON - BICI,11,39164,1807,2004-07-29T00:00:00Z,-3.7536931450851,40.3624715247175
SEMAFORO 2/200 PEATON - BICI,11,39170,1807,2004-07-29T00:00:00Z,-3.75375537632572,40.3618454919776
SEMAFORO 2/200 PEATON - BICI,11,39171,1807,2004-07-29T00:00:00Z,-3.753946529471,40.3618643079551
SEMAFORO 2/200 PEATON - BICI,11,39151,1786,2004-05-14T00:00:00Z,-3.75604504777692,40.3625365203645
SEMAFORO 2/200 PEATON - BICI,11,39150,1786,2004-05-14T00:00:00Z,-3.75610341479854,40.362539278089
SEMAFORO 2/200 PEATON - BICI,11,39157,1786,2004-05-14T00:00:00Z,-3.75608495093128,40.3621140874619
SEMAFORO 2/200 PEATON - BICI,11,39156,1786,2004-05-14T00:00:00Z,-3.75614103128241,40.3621176317324
SEMAFORO 2/200 PEATON - BICI,11,39149,1790,2004-05-14T00:00:00Z,-3.7578743016316,40.3622071991916
SEMAFORO 2/200 PEATON - BICI,11,39148,1790,2004-05-14T00:00:00Z,-3.75776842167075,40.3622017510245
SEMAFORO 2/200 PEATON - BICI,11,39147,1790,2004-05-14T00:00:00Z,-3.75748100947698,40.3622609920961
SEMAFORO 2/200 PEATON - BICI,11,39146,1790,2004-05-14T00:00:00Z,-3.75747161654132,40.3623319605003
SEMAFORO 2/200 PEATON - BICI,11,39145,1790,2004-05-14T00:00:00Z,-3.75744898000036,40.3624782616876
SEMAFORO 2/200 PEATON - BICI,11,39144,1790,2004-05-14T00:00:00Z,-3.75744281127923,40.3625463451282
SEMAFORO 2/200 PEATON - BICI,11,39143,1790,2004-05-14T00:00:00Z,-3.75773069685097,40.3626312929575
SEMAFORO 2/200 PEATON - BICI,11,39142,1790,2004-05-14T00:00:00Z,-3.75784735284152,40.3626344523707
SEMAFORO 2/200 PEATON - BICI,11,39136,1787,2004-05-17T00:00:00Z,-3.75998489885189,40.3623360505885
SEMAFORO 2/200 PEATON - BICI,11,39130,1787,2004-05-17T00:00:00Z,-3.75994335659196,40.3627511957729
SEMAFORO 2/200 PEATON - BICI,11,39137,1787,2004-05-17T00:00:00Z,-3.75993303086886,40.3623338243847
SEMAFORO 2/200 PEATON - BICI,11,39131,1787,2004-05-17T00:00:00Z,-3.75989013408592,40.362749151351
SEMAFORO 2/200 PEATON - BICI,11,39120,1788,2004-05-17T00:00:00Z,-3.76231730583057,40.3638161194864
SEMAFORO 2/200 PEATON - BICI,11,39119,1788,2004-05-17T00:00:00Z,-3.76236043986551,40.3640496131475
SEMAFORO 2/200 PEATON - BICI,11,39118,1788,2004-05-17T00:00:00Z,-3.76241065035243,40.364131274991
SEMAFORO 2/200 PEATON - BICI,11,39125,1788,2004-05-17T00:00:00Z,-3.76290632875623,40.3639567607074
SEMAFORO 2/200 PEATON - BICI,11,39124,1788,2004-05-17T00:00:00Z,-3.76286120833909,40.3638786836281
SEMAFORO 2/200 PEATON - BICI,11,39123,1788,2004-05-17T00:00:00Z,-3.76266493718691,40.3636942141955
SEMAFORO 2/200 PEATON - BICI,11,39122,1788,2004-05-17T00:00:00Z,-3.76257685730086,40.3637236713299
SEMAFORO 2/200 PEATON - BICI,11,39121,1788,2004-05-17T00:00:00Z,-3.76239753188531,40.3637872042083
SEMAFORO 2/200 PEATON - BICI,11,38780,1789,2004-05-17T00:00:00Z,-3.76366253031873,40.3663325262264
SEMAFORO 2/200 PEATON - BICI,11,38779,1789,2020-02-19T00:00:00Z,-3.76363956527069,40.3662919614484
SEMAFORO 2/200 PEATON - BICI,11,38874,1841,2004-09-09T00:00:00Z,-3.73363989860176,40.387163948769
SEMAFORO 2/200 PEATON - BICI,11,30780,1841,2004-09-09T00:00:00Z,-3.733650834393,40.3873864327546
SEMAFORO 2/200 BICI,11,50588,1913,2005-11-11T00:00:00Z,-3.74327570145657,40.3824188946788
SEMAFORO 2/200 PEATON - BICI,11,38726,1969,2006-09-20T00:00:00Z,-3.76250944342435,40.3725742282852
SEMAFORO 2/200 PEATON - BICI,11,38725,1969,2006-09-20T00:00:00Z,-3.76247992605302,40.3726849214574
SEMAFORO 2/200 PEATON - BICI,11,39337,1947,2006-06-04T00:00:00Z,-3.73120059509832,40.3732783432589
SEMAFORO 2/200 PEATON - BICI,11,39336,1947,2006-06-04T00:00:00Z,-3.73141353773072,40.3732936432934
SEMAFORO 2/200 PEATON - BICI,11,39113,2056,2008-08-22T00:00:00Z,-3.76427976916644,40.3634930984529
SEMAFORO 2/200 PEATON - BICI,11,39112,2056,2008-08-22T00:00:00Z,-3.76422886481547,40.3634068152304
SEMAFORO 2/200 PEATON - BICI,11,39126,2072,2009-03-26T00:00:00Z,-3.76067526173917,40.3647257191976
SEMAFORO 2/200 PEATON - BICI,11,39127,2072,2009-03-26T00:00:00Z,-3.76062778810146,40.36464728227
SEMAFORO 3/200 BICI,11,22096,2272,2017-09-08T00:00:00Z,-3.71900580846459,40.3852609526047
SEMAFORO 3/200 BICI,11,53705,2272,2017-09-08T00:00:00Z,-3.72013553943736,40.3852642442081
SEMAFORO 3/200 BICI,11,53698,2272,2017-09-08T00:00:00Z,-3.72005147851411,40.3852628227331
SEMAFORO 3/200 BICI,11,53697,2272,2017-09-08T00:00:00Z,-3.71908710158679,40.3852637183393
SEMAFORO 2/200 BICI,11,50587,1913,2005-11-11T00:00:00Z,-3.74333137974935,40.3823814759761
SEMAFORO 2/200 PEATON - BICI,11,39159,1807,2004-07-29T00:00:00Z,-3.75426522332719,40.3621548826632
SEMAFORO 2/200 PEATON - BICI,11,30788,287,1968-07-03T00:00:00Z,-3.7318459501281,40.388388436773
SEMAFORO 2/200 PEATON - BICI,11,30787,287,2015-03-25T00:00:00Z,-3.73201564809297,40.3884101231414
SEMAFORO 3/200 BICI,11,21671,598,2014-12-21T00:00:00Z,-3.72960188371789,40.3872148685753
SEMAFORO 3/200 BICI,11,53828,598,1973-09-28T00:00:00Z,-3.72966281793707,40.3872677226658
SEMAFORO 3/200 BICI,11,53830,598,1973-09-28T00:00:00Z,-3.72923518020497,40.3869889118547
SEMAFORO 2/200 PEATON - BICI,11,38867,345,2019-06-06T00:00:00Z,-3.7349694141252,40.3865128511884
SEMAFORO 2/200 PEATON - BICI,11,38871,345,2019-06-06T00:00:00Z,-3.73478461815724,40.3863978353351
SEMAFORO 3/200 BICI,11,53834,320,1968-09-16T00:00:00Z,-3.72775543370107,40.3863392868872
SEMAFORO 3/200 BICI,11,53833,320,1968-09-16T00:00:00Z,-3.72782837873054,40.3863728100413
SEMAFORO 3/200 BICI,11,21698,320,1968-09-16T00:00:00Z,-3.72749443002957,40.386224683504
SEMAFORO 3/200 BICI,11,53841,128,1964-11-23T00:00:00Z,-3.72579585587225,40.3857915970944
SEMAFORO 3/200 BICI,11,53838,128,1964-11-23T00:00:00Z,-3.72607703832572,40.3858305955427
SEMAFORO 3/200 BICI,11,53839,128,1964-11-23T00:00:00Z,-3.72615567088574,40.3858473026674
SEMAFORO 2/200 PEATON - BICI,11,38810,443,1971-04-22T00:00:00Z,-3.73717781703932,40.3853490415583
SEMAFORO 2/200 PEATON - BICI,11,38812,443,1971-04-22T00:00:00Z,-3.73720045090572,40.3851577315137
SEMAFORO 3/200 BICI,11,21733,346,2015-03-01T00:00:00Z,-3.72337364115489,40.385437299122
SEMAFORO 3/200 BICI,11,21729,346,1969-12-04T00:00:00Z,-3.72370093236008,40.385484211606
SEMAFORO 3/200 BICI,11,53826,346,1969-12-04T00:00:00Z,-3.72378032079423,40.3854950290366
SEMAFORO 3/200 BICI,11,21738,647,1975-01-29T00:00:00Z,-3.72160992415326,40.3852781567085
SEMAFORO 3/200 BICI,11,49403,647,1975-01-29T00:00:00Z,-3.72192948017414,40.3852851307037
SEMAFORO 3/200 BICI,11,53825,647,1975-01-29T00:00:00Z,-3.72200826214207,40.3852892027467
SEMAFORO 3/200 BICI,11,53824,253,1967-10-26T00:00:00Z,-3.7182309894295,40.385257641515
SEMAFORO 2/200 PEATON - BICI,11,39346,797,1993-05-15T00:00:00Z,-3.72635782436359,40.373194026378
SEMAFORO 2/200 PEATON - BICI,11,39347,797,1993-05-15T00:00:00Z,-3.72615684025871,40.3731956107043
SEMAFORO 3/200 BICI,11,21643,927,1979-11-10T00:00:00Z,-3.73059620417595,40.3880295246504
SEMAFORO 2/200 PEATON - BICI,11,38813,1013,1981-07-24T00:00:00Z,-3.74080837106151,40.3836550084974
SEMAFORO 2/200 PEATON - BICI,11,38814,1013,1981-07-24T00:00:00Z,-3.7408859912386,40.3837188366872
SEMAFORO 2/200 PEATON - BICI,11,38815,1013,1981-07-24T00:00:00Z,-3.74098874482792,40.3836912931869
SEMAFORO 2/200 PEATON - BICI,11,38816,1013,1981-07-24T00:00:00Z,-3.74104254889988,40.3836533527203
SEMAFORO 2/200 PEATON - BICI,11,39331,1010,1981-02-07T00:00:00Z,-3.73454944024897,40.3733256235034
SEMAFORO 2/200 PEATON - BICI,11,39328,1010,1981-02-07T00:00:00Z,-3.73433539153923,40.3732223524364
SEMAFORO 2/200 PEATON - BICI,11,39329,1010,1981-02-07T00:00:00Z,-3.7343605071729,40.3732941713585
SEMAFORO 2/200 PEATON - BICI,11,39330,1010,1981-02-07T00:00:00Z,-3.73446377897395,40.3733017747117
SEMAFORO 2/200 PEATON - BICI,11,38863,1069,1983-09-02T00:00:00Z,-3.74234716203363,40.3828819576891
SEMAFORO 2/200 PEATON - BICI,11,38864,1069,1983-09-02T00:00:00Z,-3.74235438937594,40.3828650237599
SEMAFORO 2/200 PEATON - BICI,11,39061,1086,1983-09-12T00:00:00Z,-3.75055768466638,40.3759065046144
SEMAFORO 2/200 PEATON - BICI,11,39060,1086,1983-09-12T00:00:00Z,-3.75067779867406,40.3759397561352
SEMAFORO 2/200 PEATON - BICI,11,39355,1328,1992-07-23T00:00:00Z,-3.72274600385304,40.373424943185
SEMAFORO 2/200 PEATON - BICI,11,39359,1328,1992-07-23T00:00:00Z,-3.72175882904103,40.3734783157424
SEMAFORO 2/200 PEATON - BICI,11,50555,1328,1992-07-23T00:00:00Z,-3.72185316002226,40.3734856781151
SEMAFORO 2/200 PEATON - BICI,11,50556,1328,1992-07-23T00:00:00Z,-3.72189198676641,40.373467360873
SEMAFORO 2/200 PEATON - BICI,11,39354,1328,1992-07-23T00:00:00Z,-3.7228121055093,40.3734252178471
SEMAFORO 2/200 PEATON - BICI,11,39358,1328,1992-07-23T00:00:00Z,-3.72181123238083,40.3734898893791
SEMAFORO 2/200 PEATON - BICI,11,39306,1332,1992-08-13T00:00:00Z,-3.738617776641,40.3736060960068
SEMAFORO 2/200 PEATON - BICI,11,39307,1332,1992-08-13T00:00:00Z,-3.73873405745368,40.3735921928431
SEMAFORO 2/200 PEATON - BICI,12,55542,4568,,-3.70262695593361,40.3732861842554
SEMAFORO 2/200 PEATON - BICI,12,31436,1746,2021-07-07T00:00:00Z,-3.69460761001107,40.3754223994864
SEMAFORO 2/200 PEATON - BICI,12,31434,1746,2021-07-07T00:00:00Z,-3.69517989731659,40.375359234358
SEMAFORO 2/200 PEATON - BICI,12,31433,1746,2003-02-24T00:00:00Z,-3.69526255034052,40.3753239586581
SEMAFORO 2/200 PEATON - BICI,12,31435,1746,2003-02-24T00:00:00Z,-3.69467761283092,40.375463632162
SEMAFORO 2/200 PEATON - BICI,12,29088,1219,2018-09-26T00:00:00Z,-3.7106690713576,40.3727100842135
SEMAFORO 2/200 PEATON - BICI,12,29089,1219,2018-09-26T00:00:00Z,-3.71057026799956,40.3726974872141
SEMAFORO 2/200 PEATON - BICI,12,29096,1031,2021-04-28T00:00:00Z,-3.7050026213453,40.3714323170575
SEMAFORO 2/200 PEATON - BICI,12,29097,1031,1981-06-10T00:00:00Z,-3.70505510831786,40.3713284738595
SEMAFORO 2/200 PEATON - BICI,12,29070,231,1967-06-17T00:00:00Z,-3.71949135916599,40.3734235191317
SEMAFORO 2/200 PEATON - BICI,12,29073,231,1967-06-17T00:00:00Z,-3.72002666641699,40.3734035360141
SEMAFORO 2/200 PEATON - BICI,12,55541,4568,,-3.7027685652782,40.3733066434349
SEMAFORO 2/200 PEATON - BICI,12,29084,821,2018-09-28T00:00:00Z,-3.71236721403144,40.3728918470932
SEMAFORO 2/200 PEATON - BICI,12,29085,821,2018-09-28T00:00:00Z,-3.71226192312924,40.3728930491453
SEMAFORO 2/200 PEATON - BICI,12,29072,231,1967-06-17T00:00:00Z,-3.71994216203145,40.3733975633376
SEMAFORO 2/200 PEATON - BICI,12,29071,231,1967-06-17T00:00:00Z,-3.71958489437626,40.3734284032872
SEMAFORO 2/200 PEATON - BICI,13,48291,716,1976-12-28T00:00:00Z,-3.6633365765781,40.3685623881173
SEMAFORO 2/200 PEATON - BICI,13,48292,716,1976-12-28T00:00:00Z,-3.66338485605473,40.3685702732757
SEMAFORO 2/200 PEATON - BICI,13,54660,4531,2018-10-23T00:00:00Z,-3.65573081745973,40.3752614798181
SEMAFORO 2/200 PEATON - BICI,13,32325,1174,1989-04-05T00:00:00Z,-3.64960771555568,40.3946012839222
SEMAFORO 2/200 PEATON - BICI,13,32324,1174,1989-04-05T00:00:00Z,-3.64965692535616,40.3946214115353
SEMAFORO 2/200 PEATON - BICI,13,54659,4531,2018-10-23T00:00:00Z,-3.65568524671954,40.3753425858704
SEMAFORO 2/200 PEATON - BICI,13,54658,4531,2018-10-23T00:00:00Z,-3.65571165665087,40.3752960481232
SEMAFORO 2/200 PEATON - BICI,13,54657,4531,2018-10-23T00:00:00Z,-3.6557534086642,40.3752232472861
SEMAFORO 2/200 PEATON - BICI,13,31714,2078,2009-06-16T00:00:00Z,-3.66865215243979,40.3826038710806
SEMAFORO 2/200 PEATON - BICI,13,31715,2078,2009-06-16T00:00:00Z,-3.66867728979573,40.3826348835054
SEMAFORO 2/200 PEATON - BICI,13,47806,1654,2000-05-12T00:00:00Z,-3.65964717274393,40.3763689949006
SEMAFORO 2/200 PEATON - BICI,13,47804,1654,2000-05-12T00:00:00Z,-3.65961436167741,40.3764437576513
SEMAFORO 2/200 PEATON - BICI,13,47803,1654,2000-05-12T00:00:00Z,-3.6595946374118,40.376487967891
SEMAFORO 2/200 PEATON - BICI,13,47805,1654,2000-05-12T00:00:00Z,-3.65962651158094,40.3764092978593
SEMAFORO 2/200 PEATON - BICI,13,32314,1144,1987-05-18T00:00:00Z,-3.64018808672483,40.394124190895
SEMAFORO 2/200 PEATON - BICI,13,32313,1144,1987-05-18T00:00:00Z,-3.64029258818045,40.3941036048577
SEMAFORO 2/200 PEATON - BICI,13,32315,1144,1987-05-18T00:00:00Z,-3.64006180789268,40.3941103215346
SEMAFORO 2/200 PEATON - BICI,13,32312,1144,1987-05-18T00:00:00Z,-3.64040247612583,40.3941494040486
SEMAFORO 1/200 BICI,13,55264,1137,,-3.64028992475739,40.3872478787058
SEMAFORO 1/200 BICI,13,55263,1137,,-3.64002165163597,40.387499385787
SEMAFORO 3/200 BICI,14,6006,599,1973-10-26T00:00:00Z,-3.65509948565063,40.4105904105408
SEMAFORO 3/200 BICI,14,55446,675,,-3.64780167400621,40.4090610525255
SEMAFORO 2/200 PEATON - BICI,14,35310,635,1974-11-11T00:00:00Z,-3.65793158621489,40.4105291616763
SEMAFORO 3/200 BICI,14,34685,635,1974-11-11T00:00:00Z,-3.6578907075262,40.4107772698657
SEMAFORO 2/200 PEATON - BICI,14,35308,635,1974-11-11T00:00:00Z,-3.65793313927554,40.4106621911128
SEMAFORO 2/200 PEATON - BICI,14,35307,635,1974-11-11T00:00:00Z,-3.65793350419719,40.4107596839653
SEMAFORO 3/200 BICI,14,55407,635,1974-11-11T00:00:00Z,-3.65797406801575,40.4105120770524
SEMAFORO 3/200 BICI,14,6000,599,1973-10-26T00:00:00Z,-3.65585853542562,40.4108161657961
SEMAFORO 3/200 BICI,14,6004,599,1973-10-26T00:00:00Z,-3.65501203665723,40.4108148613105
SEMAFORO 3/200 BICI,14,6010,599,1973-10-26T00:00:00Z,-3.65585324935311,40.4105524795556
SEMAFORO 2/200 PEATON - BICI,14,35292,599,1973-10-26T00:00:00Z,-3.6557169714838,40.4104100239756
SEMAFORO 2/200 PEATON - BICI,14,35285,642,1974-02-12T00:00:00Z,-3.65246703789385,40.410194387251
SEMAFORO 3/200 BICI,14,6017,642,1974-02-12T00:00:00Z,-3.65225289709081,40.4104202980579
SEMAFORO 3/200 BICI,14,55400,642,,-3.65260245449479,40.4105106176885
SEMAFORO 2/200 PEATON - BICI,14,35279,570,1973-05-23T00:00:00Z,-3.64971453336895,40.40974979102
SEMAFORO 3/200 BICI,14,55425,570,,-3.64967855888205,40.4094586357032
SEMAFORO 3/200 BICI,14,6068,570,1973-05-23T00:00:00Z,-3.64991982354434,40.4097602435978
SEMAFORO 3/200 BICI,14,55423,570,,-3.64956789853626,40.4096623647648
SEMAFORO 3/200 BICI,14,55420,570,,-3.65001733325537,40.4095553988079
SEMAFORO 3/200 BICI,14,6060,675,1975-10-20T00:00:00Z,-3.64735368927767,40.4088710143371
SEMAFORO 3/200 BICI,14,6065,675,1975-10-20T00:00:00Z,-3.64793390846464,40.40886480984
SEMAFORO 3/200 BICI,14,55438,675,,-3.64757931400754,40.4087209632863
SEMAFORO 2/200 PEATON - BICI,14,35274,675,1975-10-20T00:00:00Z,-3.64776208877151,40.4087304370995
SEMAFORO 2/200 PEATON - BICI,14,35270,675,1975-10-20T00:00:00Z,-3.64759290585212,40.409032919551
SEMAFORO 3/200 BICI,14,6093,676,1975-10-20T00:00:00Z,-3.64529594891034,40.4083564374916
SEMAFORO 2/200 PEATON - BICI,14,35263,676,1975-10-20T00:00:00Z,-3.64609252986716,40.4081203723739
SEMAFORO 3/200 BICI,14,35261,676,1975-10-20T00:00:00Z,-3.64601526356605,40.4083588416659
SEMAFORO 2/200 PEATON - BICI,14,55470,676,,-3.6461164462104,40.4080961503694
SEMAFORO 2/200 PEATON - BICI,14,55468,676,,-3.64597657688086,40.4083373713202
SEMAFORO 2/200 PEATON - BICI,14,55469,676,,-3.64598781398045,40.4082733591203
SEMAFORO 3/200 BICI,14,55457,676,,-3.6453732436655,40.4083022095102
SEMAFORO 3/100 BICI,14,52391,2082,2009-12-09T00:00:00Z,-3.64898846773408,40.4123861716364
SEMAFORO 2/200 PEATON - BICI,14,1249,1040,1981-12-18T00:00:00Z,-3.64168107460241,40.4096198974483
SEMAFORO 3/100 BICI,14,52394,1123,1986-03-06T00:00:00Z,-3.64754467810123,40.4120985277715
SEMAFORO 3/200 BICI,14,55450,1344,,-3.6432628539551,40.409048844589
SEMAFORO 2/200 PEATON - BICI,14,38443,1578,1999-07-05T00:00:00Z,-3.65273327021651,40.4137315145656
SEMAFORO 2/200 PEATON - BICI,14,38447,1578,1999-07-05T00:00:00Z,-3.65299448905801,40.4133351155412
SEMAFORO 2/200 PEATON - BICI,14,38444,1578,1999-07-05T00:00:00Z,-3.65273480460421,40.4136985390157
SEMAFORO 2/200 PEATON - BICI,14,38448,1578,1999-07-05T00:00:00Z,-3.65283487746856,40.4132893865539
SEMAFORO 2/200 PEATON - BICI,14,38446,1578,1999-07-05T00:00:00Z,-3.65290521214389,40.4134473020427
SEMAFORO 2/200 PEATON - BICI,14,38445,1578,1999-07-05T00:00:00Z,-3.65284802331366,40.4135043517987
SEMAFORO 2/200 PEATON - BICI,14,44448,1742,2003-01-30T00:00:00Z,-3.62950063600665,40.4104688073445
SEMAFORO 2/200 PEATON - BICI,14,44449,1742,2003-01-30T00:00:00Z,-3.62945482600106,40.4104006519914
SEMAFORO 2/200 PEATON - BICI,14,1190,1742,2003-01-30T00:00:00Z,-3.62965940520173,40.4103762444402
SEMAFORO 2/200 PEATON - BICI,14,1191,1742,2003-01-30T00:00:00Z,-3.62971683164061,40.4103929649494
SEMAFORO 2/200 PEATON - BICI,14,1192,1742,2003-01-30T00:00:00Z,-3.62978624094494,40.4104159635173
SEMAFORO 2/200 PEATON - BICI,14,1193,1742,2003-01-30T00:00:00Z,-3.62984139753381,40.4104322346387
SEMAFORO 2/200 PEATON - BICI,14,1194,1742,2003-01-30T00:00:00Z,-3.62996974528718,40.4106366837898
SEMAFORO 2/200 PEATON - BICI,14,1195,1742,2003-01-30T00:00:00Z,-3.62994981873697,40.4105662732042
SEMAFORO 2/200 PEATON - BICI,14,48258,1748,2003-04-30T00:00:00Z,-3.62789206652233,40.3987735970793
SEMAFORO 2/200 PEATON - BICI,14,48259,1748,2003-04-30T00:00:00Z,-3.62785685739721,40.3988818873491
SEMAFORO 2/200 PEATON - BICI,14,48281,1747,2003-04-30T00:00:00Z,-3.62544245756298,40.4064937936719
SEMAFORO 2/200 PEATON - BICI,14,48280,1747,2003-04-30T00:00:00Z,-3.62545068804462,40.4062247524844
SEMAFORO 2/200 PEATON - BICI,14,37639,1747,2003-04-30T00:00:00Z,-3.62545020294139,40.4064429838538
SEMAFORO 2/200 PEATON - BICI,14,37640,1747,2003-04-30T00:00:00Z,-3.62543821314994,40.4062712693261
SEMAFORO 3/200 BICI,14,55379,4552,,-3.65377336849896,40.4107211468475
SEMAFORO 3/200 BICI,14,55391,4552,,-3.65385627380046,40.4105026687688
SEMAFORO 3/200 BICI,14,55417,4551,,-3.65118502018284,40.4099018980453
SEMAFORO 3/200 BICI,14,55409,4551,,-3.65106405067937,40.4101005573326
SEMAFORO 3/200 BICI,14,1129,1344,1992-10-29T00:00:00Z,-3.64332277816271,40.4089834101547
SEMAFORO 2/200 PEATON - BICI,14,1246,1040,1981-12-18T00:00:00Z,-3.64135520483763,40.4100874963868
SEMAFORO 2/200 PEATON - BICI,14,1247,1040,1981-12-18T00:00:00Z,-3.64149148196022,40.4100915767854
SEMAFORO 2/200 PEATON - BICI,14,1248,1040,1981-12-18T00:00:00Z,-3.64164279717111,40.4095661914143
SEMAFORO 3/200 BICI,14,6019,642,1974-02-12T00:00:00Z,-3.65234692919383,40.4102117240681
SEMAFORO 3/200 BICI,14,6024,642,1974-02-12T00:00:00Z,-3.6527053193077,40.4102941036647
SEMAFORO 3/100 BICI,15,52388,1028,1981-09-27T00:00:00Z,-3.6537617171647,40.4242388151774
SEMAFORO 3/100 BICI,15,51445,1104,1985-06-14T00:00:00Z,-3.63536272813503,40.42306078611
SEMAFORO 3/100 BICI,15,53656,1104,1985-06-14T00:00:00Z,-3.63297893143354,40.4231543994019
SEMAFORO 2/200 PEATON - BICI,15,45129,665,1975-09-06T00:00:00Z,-3.65002354739307,40.4266328673116
SEMAFORO 3/100 BICI,15,52380,665,1975-09-06T00:00:00Z,-3.6497724253649,40.4268263724083
SEMAFORO 3/100 BICI,15,52379,665,1975-09-06T00:00:00Z,-3.65039028396047,40.4266157812521
SEMAFORO 2/200 PEATON - BICI,15,45130,665,1975-09-06T00:00:00Z,-3.65005366423287,40.4265717550483
SEMAFORO 2/200 PEATON - BICI,15,47399,620,1974-05-13T00:00:00Z,-3.64735872394566,40.4268327762831
SEMAFORO 3/100 BICI,15,52378,1446,1996-01-26T00:00:00Z,-3.65242777019984,40.4252187070815
SEMAFORO 3/100 BICI,15,52381,620,1974-05-13T00:00:00Z,-3.64786704663856,40.4271187004101
SEMAFORO 2/200 PEATON - BICI,15,45156,881,1978-06-21T00:00:00Z,-3.63903601077724,40.4230580812882
SEMAFORO 2/200 PEATON - BICI,15,29972,620,1974-05-13T00:00:00Z,-3.64710396100849,40.4268382319508
SEMAFORO 2/200 PEATON - BICI,15,29980,620,1974-05-13T00:00:00Z,-3.64770357477686,40.4269550753535
SEMAFORO 2/200 PEATON - BICI,15,29979,620,1974-05-13T00:00:00Z,-3.64765726699263,40.4269455792909
SEMAFORO 2/200 PEATON - BICI,15,29978,620,1974-05-13T00:00:00Z,-3.64740794942098,40.4268720076701
SEMAFORO 3/100 BICI,15,54490,2057,2008-08-27T00:00:00Z,-3.64841662988299,40.437203353018
SEMAFORO 3/100 BICI,15,45158,881,1978-06-21T00:00:00Z,-3.63871750255946,40.4231347494793
SEMAFORO 3/100 BICI,15,52382,722,1977-10-03T00:00:00Z,-3.65642198724331,40.4222861713319
SEMAFORO 2/200 PEATON - BICI,15,38402,722,1977-10-03T00:00:00Z,-3.6559390752893,40.4223159569029
SEMAFORO 2/200 PEATON - BICI,15,38401,722,1977-10-03T00:00:00Z,-3.65589004678295,40.4223490917792
SEMAFORO 2/200 PEATON - BICI,15,47357,2098,2010-01-20T00:00:00Z,-3.64589124237365,40.4394408191218
SEMAFORO 2/200 PEATON - BICI,15,47358,2098,2010-01-20T00:00:00Z,-3.64580688039944,40.4394014659923
SEMAFORO 2/200 PEATON - BICI,15,48320,2098,2010-01-20T00:00:00Z,-3.64605991562922,40.4391815056164
SEMAFORO 2/200 PEATON - BICI,15,48319,2098,2010-01-20T00:00:00Z,-3.64612639026541,40.4391896078535
SEMAFORO 2/200 PEATON - BICI,15,47360,2098,2010-01-20T00:00:00Z,-3.64586586672842,40.4392934770498
SEMAFORO 2/200 PEATON - BICI,15,47359,2098,2010-01-20T00:00:00Z,-3.64583866406715,40.4393289434176
SEMAFORO 3/100 BICI,15,52384,1445,1996-01-26T00:00:00Z,-3.65500990403346,40.4233494228381
SEMAFORO 2/200 PEATON - BICI,15,38375,1019,1981-07-09T00:00:00Z,-3.65563440650219,40.4208874777647
SEMAFORO 2/200 PEATON - BICI,15,38376,1019,1981-07-09T00:00:00Z,-3.65566474196873,40.4207965930554
SEMAFORO 2/200 PEATON - BICI,15,45155,881,1978-06-21T00:00:00Z,-3.63917948175868,40.4230070483455
SEMAFORO 2/200 PEATON - BICI,15,45154,881,1978-06-21T00:00:00Z,-3.63921541377361,40.4229841891357
SEMAFORO 2/200 PEATON - BICI,15,45157,881,1978-06-21T00:00:00Z,-3.63896446980575,40.4230287822141
SEMAFORO 3/100 BICI,15,52389,629,1974-08-21T00:00:00Z,-3.65144645934233,40.4258808197789
SEMAFORO 2/200 PEATON - BICI,15,30148,629,1974-08-21T00:00:00Z,-3.65133204484665,40.4258799250506
SEMAFORO 2/200 PEATON - BICI,15,30147,629,1974-08-21T00:00:00Z,-3.6513897790945,40.4258381693368
