num_expediente;fecha;hora;localizacion;numero;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;victima;tipo_persona;rango_edad;sexo;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2021S004063;16/03/2021;14:20:00;CALL. GRAN VIA / CALL. ISABEL LA CATOLICA;70;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;10114;Conductor;De 35 a 39 años;Hombre;7;439814,58;4474920,04;N;NULL
2021S004066;16/03/2021;16:40:00;PASEO. EMBARCADERO / PASEO. AZUL;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10115;Conductor;De 50 a 54 años;Hombre;6;438498,11;4474461,12;N;NULL
2021S004147;17/03/2021;16:05:00;PASEO. PRADO, 11;11;RETIRO;Alcance;Despejado;Bicicleta;10116;Conductor;De 55 a 59 años;Hombre;7;441245,57;4473910,99;N;NULL
2021S004190;17/03/2021;22:15:00;PASEO. ESPERANZA / CALL. CAOBA;11;ARGANZUELA;Caída;Despejado;Bicicleta;10117;Conductor;De 21 a 24 años;Hombre;1;440137,97;4472692,26;N;NULL
2021S004219;18/03/2021;15:00:00;CALL. CLAUDIO COELLO / CALL. PADILLA;90;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;10118;Conductor;De 25 a 29 años;Mujer;7;441845,97;4475871,51;N;NULL
2021S004294;19/03/2021;16:20:00;CALL. VIA DE DUBLIN / AUTOV. M-11;3;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;10119;Conductor;De 50 a 54 años;Hombre;7;447864,39;4479159,67;N;NULL
2021S004316;19/03/2021;22:00:00;CALL. DOCTOR ESQUERDO / CALL. ASTROS;96;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;10120;Conductor;De 25 a 29 años;Hombre;2;443145,12;4473599,58;N;NULL
2021S004356;14/03/2021;12:38:00;PASEO. AZUL / PASEO. EMBARCADERO;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;10121;Conductor;Desconocido;Desconocido;NULL;438182,49;4474613,47;N;NULL
2021S004356;14/03/2021;12:38:00;PASEO. AZUL / PASEO. EMBARCADERO;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;10122;Conductor;De 45 a 49 años;Hombre;1;438182,49;4474613,47;N;NULL
2021S004358;18/03/2021;10:30:00;CALL. JOSE DE CADALSO / CALL. MAESTRA JUSTA FREIRE;130;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10123;Conductor;De 40 a 44 años;Mujer;1;434766,82;4469572,55;N;NULL
2021S004358;18/03/2021;10:30:00;CALL. JOSE DE CADALSO / CALL. MAESTRA JUSTA FREIRE;130;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10124;Peatón;De 18 a 20 años;Hombre;14;434766,82;4469572,55;N;NULL
2021S004370;20/03/2021;12:10:00;AVDA. LA GAVIA, 42;42;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;10125;Conductor;De 6  a  9 años;Hombre;14;447926,82;4469230,06;N;NULL
2021S004370;20/03/2021;12:10:00;AVDA. LA GAVIA, 42;42;VILLA DE VALLECAS;Atropello a persona;Despejado;Bicicleta;10126;Peatón;De 70 a 74 años;Mujer;7;447926,82;4469230,06;N;NULL
2021S004374;20/03/2021;13:10:00;AVDA. GUADALAJARA, 69;69;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;10127;Conductor;De 40 a 44 años;Hombre;1;447663,01;4474654;N;NULL
2021S004392;17/03/2021;18:35:00;CTRA. SOMONTES AL PALACIO DE LA REAL QUINTA, 1;1;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10128;Conductor;De 35 a 39 años;Hombre;6;436070,31;4482455,62;N;NULL
2021S004468;21/03/2021;18:25:00;CALL. CLAVEL, 5;5;CENTRO;Colisión lateral;Despejado;Bicicleta;10129;Conductor;De 25 a 29 años;Hombre;7;440656,71;4474643,38;N;NULL
2021S004469;21/03/2021;19:30:00;AVDA. ALBUFERA, 23;23;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10130;Conductor;De 21 a 24 años;Hombre;1;443382,96;4472076,12;N;NULL
2021S004507;21/03/2021;18:10:00;PASEO. YESERIAS / CALL. NAVES;43;ARGANZUELA;Caída;Despejado;Bicicleta;10131;Conductor;De 15 a 17 años;Hombre;1;440030,41;4472145,02;N;NULL
2021S004513;22/03/2021;18:10:00;CALL. HUESCA / CALL. HERMANO GARATE;20;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;10132;Conductor;De 40 a 44 años;Mujer;NULL;440873,01;4478808,03;N;NULL
2021S004521;18/03/2021;14:40:00;CALL. EVANGELIOS, 1;1;USERA;Colisión frontal;Despejado;Bicicleta;10133;Conductor;De 25 a 29 años;Hombre;6;440593,51;4470507,91;N;NULL
2021S004548;22/03/2021;11:16:00;AVDA. CARONDELET, 37;37;HORTALEZA;Caída;Despejado;Bicicleta;10134;Conductor;De 10 a 14 años;Hombre;7;445883,78;4477878,36;N;NULL
2021S004559;20/03/2021;10:30:00;AUTOV. M-500, 0;0;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10135;Conductor;De 50 a 54 años;Hombre;2;436146,24;4477414,35;N;NULL
2021S004604;23/03/2021;16:50:00;FCO. PI Y MARGALL / AVDA. NICETO ALCALA ZAMORA;5;HORTALEZA;Colisión lateral;Despejado;Bicicleta;10136;Conductor;De 45 a 49 años;Hombre;7;445258,5;4481750,53;N;NULL
2021S004655;23/03/2021;19:00:00;CALL. PUERTO RICO, 15;15;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Bicicleta;10137;Conductor;De 21 a 24 años;Hombre;7;442821,02;4478378,79;N;NULL
2021S004692;24/03/2021;9:50:00;CALL. CAMPAÑA / CTRA. COLMENAR VIEJO;1;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Bicicleta;10138;Conductor;De 30 a 34 años;Hombre;7;433924,85;4486924,78;N;NULL
2021S004736;23/03/2021;19:00:00;CALL. PALAS DE REY, 4;4;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10139;Conductor;De 30 a 34 años;Mujer;2;444014,88;4483897,13;N;NULL
2021S004736;23/03/2021;19:00:00;CALL. PALAS DE REY, 4;4;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10140;Peatón;De 6  a  9 años;Hombre;14;444014,88;4483897,13;N;NULL
2021S004752;25/03/2021;19:00:00;IDB. PARQUE LINEAL DEL MANZANARES, 0;0;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10141;Conductor;De 18 a 20 años;Hombre;1;441934,95;4469551,42;N;NULL
2021S004775;25/03/2021;14:05:00;AVDA. CERRO MILANO / CALL. CAÑADA DEL SANTISIMO;631;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10142;Conductor;De 50 a 54 años;Hombre;7;450346,04;4468209,11;N;NULL
2021S004777;25/03/2021;8:18:00;PASEO. CASTELLANA, 156;156;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;10143;Conductor;De 55 a 59 años;Hombre;7;441528,91;4478647,92;N;NULL
2021S004837;26/03/2021;21:00:00;C/ CAPITAN BLANCO ARGIBAY, 192 (farola 77 parque );192;TETUÁN;Caída;Despejado;Bicicleta;10144;Conductor;De 25 a 29 años;Hombre;1;440006,27;4479953,93;N;NULL
2021S004858;26/03/2021;23:00:00;AVENIDA DE LOS POBLADOS CON AVENIDA DEL EURO;0;LATINA;Caída;Despejado;Bicicleta;10145;Conductor;De 30 a 34 años;Hombre;7;434739,49;4471242,16;N;NULL
2021S004896;27/03/2021;10:40:00;CALL. ALFONSO XII / PASEO. INFANTA ISABEL;66;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;10146;Conductor;De 21 a 24 años;Hombre;NULL;441550,46;4473272,11;N;NULL
2021S005003;28/03/2021;15:20:00;LUGAR. CAÑADA REAL / CTRA. VALDEMINGOMEZ;0;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;10147;Conductor;De 10 a 14 años;Hombre;6;448734,07;4465324,99;N;NULL
2021S005034;29/03/2021;8:30:00;AVDA. ENTREVIAS / CALL. MEJORANA;34;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10148;Conductor;De 55 a 59 años;Mujer;6;443043,08;4470759,87;N;NULL
2021S005038;28/03/2021;10:45:00;RONDA. ATOCHA, 27;27;ARGANZUELA;Colisión lateral;Despejado;Bicicleta;10149;Conductor;De 35 a 39 años;Hombre;7;440822,3;4473086,67;N;NULL
2021S005113;30/03/2021;20:30:00;CALL. COMUNEROS DE CASTILLA, 4;4;CARABANCHEL;Colisión frontal;NULL;Bicicleta;10150;Conductor;De 50 a 54 años;Hombre;NULL;438851,62;4471938,59;N;NULL
2021S005122;30/03/2021;22:38:00;PASEO. EDUARDO DATO / CALL. ZURBANO;17;CHAMBERÍ;Alcance;Despejado;Bicicleta;10151;Conductor;De 30 a 34 años;Hombre;6;441214,62;4476052,54;N;NULL
2021S005131;25/03/2021;8:35:00;CALL. SERRANO, 74;74;SALAMANCA;Caída;Despejado;Bicicleta;10152;Conductor;De 40 a 44 años;Mujer;2;441753,81;4475786,69;N;NULL
2021S005170;30/03/2021;22:45:00;CALL. ANTEQUERA, 23;23;USERA;Caída;Despejado;Bicicleta;10153;Conductor;De 50 a 54 años;Hombre;1;441274,64;4468867,85;N;NULL
2021S005174;31/03/2021;17:45:00;CALL. IRUN, 1;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10154;Conductor;De 30 a 34 años;Mujer;1;439321,88;4474923,89;N;NULL
2021S005174;31/03/2021;17:45:00;CALL. IRUN, 1;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10155;Conductor;De 50 a 54 años;Hombre;7;439321,88;4474923,89;N;NULL
2021S005189;31/03/2021;19:20:00;CÑADA. REAL DE MERINAS, 64;64;VICÁLVARO;Colisión fronto-lateral;NULL;Bicicleta;10156;Conductor;Desconocido;Desconocido;NULL;453370,93;4470060,59;N;NULL
2021S005224;28/03/2021;12:47:00;CALL. ALBERTO DE PALACIO / AVDA. NICETO ALCALA ZAMORA;0;HORTALEZA;Colisión lateral;Despejado;Bicicleta;10157;Conductor;De 35 a 39 años;Hombre;NULL;445353,74;4482288,2;N;NULL
2021S005246;31/03/2021;19:05:00;CALL. SEVILLA / CALL. ARLABAN;4;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta;10158;Conductor;De 18 a 20 años;Hombre;7;440617,64;4474288,82;N;NULL
2021S005266;31/03/2021;17:00:00;CALL. SEGOVIA, 49;49;ARGANZUELA;Caída;Despejado;Bicicleta;10159;Conductor;De 55 a 59 años;Mujer;1;439082,98;4473922,53;N;NULL
2021S005274;01/04/2021;22:20:00;CALL. ALCALA / AUTOV. M-30;251;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;10160;Conductor;De 18 a 20 años;Mujer;NULL;444056;4475895,72;N;NULL
2021S005303;27/03/2021;13:25:00;CALL. FRANCISCO Y JACINTO ALCANTARA, 1;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10161;Conductor;De 18 a 20 años;Hombre;7;438647,77;4475420,18;N;NULL
2021S005399;03/04/2021;16:20:00;CALL. GRAN VIA, 80;80;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;10162;Conductor;De 30 a 34 años;Hombre;1;439731,89;4474988,84;N;NULL
2021S005406;03/04/2021;19:55:00;PASEO. ERMITA DEL SANTO, 16;16;LATINA;Caída;Despejado;Bicicleta;10163;Conductor;De 35 a 39 años;Hombre;3;438617,09;4473665,96;N;NULL
2021S005460;03/04/2021;18:35:00;CALL. CASALARREINA / AVDA. DAROCA;29;VICÁLVARO;Caída;Despejado;Bicicleta;10164;Conductor;De 55 a 59 años;Hombre;2;447854,39;4473230,05;N;NULL
2021S005488;04/04/2021;13:25:00;CALL. ATOCHA, 36;36;CENTRO;Colisión lateral;Despejado;Bicicleta;10165;Conductor;De 50 a 54 años;Mujer;7;440537,22;4473843,9;N;NULL
2021S005489;04/04/2021;14:00:00;CALL. ARTURO SORIA / AUTOV. M-11;348;CIUDAD LINEAL;Caída;Despejado;Bicicleta;10166;Conductor;De 50 a 54 años;Hombre;1;443708,26;4481541,4;N;NULL
2021S005496;03/04/2021;12:10:00;GTA. SIETE HERMANAS / PASEO. CASTAÑOS;0;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;10167;Conductor;De 40 a 44 años;Hombre;2;436699,76;4474197,06;N;NULL
2021S005556;03/04/2021;16:45:00;CALL. SAN ANTONIO DE PADUA / CALL. ANTONIO SALVADOR;36;USERA;Colisión frontal;Despejado;Bicicleta;10168;Conductor;De 35 a 39 años;Hombre;7;440486,37;4470806,06;N;NULL
2021S005574;06/04/2021;15:20:00;CALL. PUERTO DE REINOSA, 15;15;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10169;Conductor;De 10 a 14 años;Hombre;7;447662,45;4470035,8;N;NULL
2021S005629;06/04/2021;14:25:00;AVDA. LAS FUERZAS ARMADAS / AVDA. LAS FUERZAS ARMADAS;402;BARAJAS;Caída;Despejado;Bicicleta;10170;Conductor;De 45 a 49 años;Hombre;7;447961,17;4481420,01;N;NULL
2021S005632;06/04/2021;14:50:00;CALL. ARGANDA / PASEO. YESERIAS;50;ARGANZUELA;Caída;Despejado;Bicicleta;10171;Conductor;De 30 a 34 años;Hombre;1;440226,89;4472081,01;N;NULL
2021S005659;06/04/2021;16:35:00;AVDA. PLANETARIO, 15;15;ARGANZUELA;Caída;Despejado;Bicicleta;10172;Conductor;De 50 a 54 años;Mujer;5;441838,08;4471348,15;N;NULL
2021S005675;06/04/2021;17:11:00;AVDA. BURGOS, 109;109;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10173;Conductor;De 50 a 54 años;Hombre;2;443475,15;4483055,77;N;NULL
2021S005729;08/04/2021;17:00:00;CALL. SANTA ENGRACIA / GTA. PINTOR SOROLLA;71;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;10174;Conductor;De 25 a 29 años;Mujer;6;440730,77;4476227,74;N;NULL
2021S005729;08/04/2021;17:00:00;CALL. SANTA ENGRACIA / GTA. PINTOR SOROLLA;71;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;10175;Peatón;De 21 a 24 años;Hombre;14;440730,77;4476227,74;N;NULL
2021S005738;08/04/2021;20:00:00;AVDA. NICETO ALCALA ZAMORA / AVDA. FRANCISCO PI Y MARGALL;6;HORTALEZA;Colisión lateral;Despejado;Bicicleta;10176;Conductor;De 55 a 59 años;Hombre;6;445109,25;4481690,51;N;NULL
2021S005746;09/04/2021;6:45:00;AVDA. RAMON Y CAJAL / PLAZA. VIRGEN GUADALUPANA;1;CHAMARTÍN;Colisión fronto-lateral;Nublado;Bicicleta;10177;Conductor;De 30 a 34 años;Hombre;3;442577,04;4478123,88;N;NULL
2021S005791;08/04/2021;20:15:00;CALL. FERNAN NUÑEZ, 19;19;CHAMARTÍN;Caída;Despejado;Bicicleta;10178;Conductor;De 18 a 20 años;Mujer;7;443234,54;4478685,95;N;NULL
2021S005852;20/03/2021;12:55:00;ANILLO VERDE KM,58-CAMINO DE LA CAÑADA;0;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10179;Conductor;De 10 a 14 años;Mujer;7;440896,71;4484253,24;N;NULL
2021S005852;20/03/2021;12:55:00;ANILLO VERDE KM,58-CAMINO DE LA CAÑADA;0;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10180;Conductor;De 30 a 34 años;Hombre;6;440896,71;4484253,24;N;NULL
2021S005943;10/04/2021;12:30:00;AVDA. MIGUEL DELIBES / CALL. ALTO DEL ESPARRAGAL;30;VICÁLVARO;Caída;Nublado;Bicicleta;10181;Conductor;De 50 a 54 años;Hombre;1;452242,68;4472980,63;N;NULL
2021S005954;10/04/2021;22:15:00;CTRA. GARABITAS, 0;0;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;10182;Conductor;Desconocido;Desconocido;NULL;435535,34;4476086,68;N;NULL
2021S005961;08/04/2021;16:15:00;AVDA. CARDENAL HERRERA ORIA, 76B;76B;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10183;Conductor;De 50 a 54 años;Hombre;2;441640,56;4482508,25;N;NULL
2021S006007;12/04/2021;7:37:00;AVDA. CIUDAD DE BARCELONA / CALL. CATALINA SUAREZ;93;RETIRO;Atropello a persona;Despejado;Bicicleta;10184;Conductor;De 15 a 17 años;Hombre;14;442970,85;4472365,05;N;NULL
2021S006007;12/04/2021;7:37:00;AVDA. CIUDAD DE BARCELONA / CALL. CATALINA SUAREZ;93;RETIRO;Atropello a persona;Despejado;Bicicleta;10185;Peatón;De 45 a 49 años;Mujer;1;442970,85;4472365,05;N;NULL
2021S006010;11/04/2021;17:00:00;CALL. PRINCIPE DE VERGARA, 262;262;CHAMARTÍN;Alcance;Despejado;Bicicleta;10186;Conductor;De 35 a 39 años;Hombre;14;442619,76;4478683,64;N;NULL
2021S006039;12/04/2021;18:35:00;CALL. JACINTO VERDAGUER / CALL. ANTONIO DE LEYVA;8;CARABANCHEL;Colisión frontal;Despejado;Bicicleta;10187;Conductor;De 30 a 34 años;Hombre;2;439323,8;4471979,54;N;NULL
2021S006064;12/04/2021;10:25:00;CALL. PADRE LLANOS / AVDA. ENTREVIAS;24;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10188;Conductor;De 40 a 44 años;Hombre;7;444305,47;4469563,17;N;NULL
2021S006070;13/04/2021;10:25:00;CALL. GRAN VIA, 56;56;CENTRO;Caída;Lluvia débil;Bicicleta;10189;Conductor;De 35 a 39 años;Mujer;NULL;439986,55;4474774,26;N;NULL
2021S006107;13/04/2021;20:20:00;CALL. GUZMAN EL BUENO / CALL. FERNANDEZ DE LOS RIOS;59;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;10190;Conductor;De 25 a 29 años;Hombre;1;439504,02;4476333,44;N;NULL
2021S006140;14/04/2021;16:45:00;CALL. CONVENIO, 41;41;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;10191;Conductor;De 40 a 44 años;Hombre;7;442986,45;4471329,02;N;NULL
2021S006181;12/04/2021;10:40:00;AVDA. LOS ROSALES, 408;408;VILLAVERDE;Caída;Despejado;Bicicleta;10192;Conductor;De 65 a 69 años;Hombre;2;443898,52;4464453,65;N;NULL
2021S006181;12/04/2021;10:40:00;AVDA. LOS ROSALES, 408;408;VILLAVERDE;Caída;Despejado;Bicicleta;10193;Peatón;De 50 a 54 años;Mujer;14;443898,52;4464453,65;N;NULL
2021S006240;15/04/2021;12:30:00;CALL. FINISTERRE, 29;29;FUENCARRAL-EL PARDO;Alcance;Se desconoce;Bicicleta;10194;Conductor;De 21 a 24 años;Hombre;1;440428,15;4481200,65;N;NULL
2021S006259;15/04/2021;20:30:00;PLAZA. DUQUE DE PASTRANA / CALL. SANTA MAGDALENA SOFIA;3;CHAMARTÍN;Caída;Lluvia débil;Bicicleta;10195;Conductor;De 35 a 39 años;Mujer;1;442525,44;4479908,08;N;NULL
2021S006574;21/04/2021;12:00:00;PQUE. MADRID RIO / PNTE. REY;+00200E;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10196;Conductor;De 55 a 59 años;Hombre;1;438714,66;4474615,46;N;NULL
2021S006603;21/04/2021;18:40:00;AVDA. CIUDAD DE BARCELONA, 202;202;RETIRO;Atropello a persona;Nublado;Bicicleta;10197;Conductor;De 55 a 59 años;Hombre;14;442890,47;4472384,2;N;NULL
2021S006603;21/04/2021;18:40:00;AVDA. CIUDAD DE BARCELONA, 202;202;RETIRO;Atropello a persona;Nublado;Bicicleta;10198;Peatón;De 65 a 69 años;Mujer;7;442890,47;4472384,2;N;NULL
2021S006667;22/04/2021;19:50:00;PASEO. ERMITA DEL SANTO, 40;40;LATINA;Caída;Lluvia débil;Bicicleta;10199;Conductor;De 21 a 24 años;Mujer;7;438552,65;4473402,32;N;NULL
2021S006709;23/04/2021;13:30:00;CALL. GAZTAMBIDE, 23;23;CHAMBERÍ;Caída;Despejado;Bicicleta;10200;Conductor;De 21 a 24 años;Hombre;2;439289,35;4476051,55;N;NULL
2021S006724;23/04/2021;17:20:00;CALL. FRANCISCO LARGO CABALLERO / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;10201;Conductor;De 50 a 54 años;Hombre;3;446509,8;4475000,64;N;NULL
2021S006803;24/04/2021;17:40:00;CALL. JOSE PAULETE, 5;5;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10202;Conductor;De 25 a 29 años;Mujer;2;444196,87;4471728,72;N;NULL
2021S006807;22/04/2021;17:12:00;PQUE. MADRID RIO, +00500E;+00500E;CARABANCHEL;Caída;Lluvia débil;Bicicleta;10203;Conductor;De 25 a 29 años;Hombre;NULL;439479,13;4472203,79;N;NULL
2021S006807;22/04/2021;17:12:00;PQUE. MADRID RIO, +00500E;+00500E;CARABANCHEL;Caída;Lluvia débil;Bicicleta;10204;Conductor;De 35 a 39 años;Mujer;NULL;439479,13;4472203,79;N;NULL
2021S006837;24/04/2021;23:30:00;CALL. SERRANO, 44;44;SALAMANCA;Caída;Lluvia débil;Bicicleta;10205;Conductor;De 18 a 20 años;Hombre;7;441691,03;4475350,78;N;NULL
2021S006873;24/04/2021;22:47:00;PASEO. ACACIAS / CALL. NOGALES;41;ARGANZUELA;Colisión múltiple;LLuvia intensa;Bicicleta;10206;Conductor;De 25 a 29 años;Hombre;7;439807,51;4472727,39;N;NULL
2021S006876;24/04/2021;11:15:00;METRO. RONDA DE LA COMUNICACION, 0;0;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10207;Conductor;De 45 a 49 años;Mujer;14;443855,23;4485209,27;N;NULL
2021S006876;24/04/2021;11:15:00;METRO. RONDA DE LA COMUNICACION, 0;0;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10208;Conductor;De 50 a 54 años;Mujer;6;443855,23;4485209,27;N;NULL
2021S006894;25/04/2021;12:35:00;CALL. TINTOREROS -C/ CUCHILLEROS Y PUERTA CERRADA;4;CENTRO;Alcance;Lluvia débil;Bicicleta;10209;Conductor;De 40 a 44 años;Hombre;1;439948,84;4473910,75;N;NULL
2021S006899;24/04/2021;22:00:00;PASEO. MARCELINO CAMACHO / CALL. GENERAL RICARDOS;1;CARABANCHEL;Colisión fronto-lateral;NULL;Bicicleta;10210;Conductor;De 10 a 14 años;Hombre;NULL;437209,7;4470725,26;N;NULL
2021S006899;24/04/2021;22:00:00;PASEO. MARCELINO CAMACHO / CALL. GENERAL RICARDOS;1;CARABANCHEL;Colisión fronto-lateral;NULL;Bicicleta;10211;Pasajero;De 10 a 14 años;Hombre;NULL;437209,7;4470725,26;N;NULL
2021S007017;26/04/2021;18:30:00;CALL. PLAYA DE LA CALETA / CALL. VALHONDO;6;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;10212;Conductor;De 10 a 14 años;Hombre;7;449914,24;4480377,2;N;NULL
2021S007050;27/04/2021;15:05:00;CALL. CERILLERAS / AVDA. POBLADOS;4;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;10213;Conductor;De 50 a 54 años;Hombre;7;438209,68;4469362,38;N;NULL
2021S007058;27/04/2021;15:30:00;AVDA. POBLADOS / CALL. DOBLA;94;CARABANCHEL;Colisión lateral;Despejado;Bicicleta;10214;Conductor;De 15 a 17 años;Hombre;2;437163,92;4469458,59;N;NULL
2021S007119;27/04/2021;23:00:00;CALL. BRAVO MURILLO, 137;137;TETUÁN;Alcance;LLuvia intensa;Bicicleta;10215;Conductor;De 25 a 29 años;Mujer;7;440331,59;4477979,17;N;NULL
2021S007136;28/04/2021;19:10:00;CALL. CARLOS MARTIN ALVAREZ, 2;2;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10216;Conductor;De 25 a 29 años;Mujer;7;443845,23;4471451,25;N;NULL
2021S007177;29/04/2021;11:00:00;CALL. ARTURO SORIA / CUSTA. SAGRADO CORAZON;251;CIUDAD LINEAL;Atropello a persona;Nublado;Bicicleta;10217;Conductor;De 35 a 39 años;Hombre;14;443520,6;4479770,56;N;NULL
2021S007177;29/04/2021;11:00:00;CALL. ARTURO SORIA / CUSTA. SAGRADO CORAZON;251;CIUDAD LINEAL;Atropello a persona;Nublado;Bicicleta;10218;Peatón;De 65 a 69 años;Hombre;3;443520,6;4479770,56;N;NULL
2021S007182;28/04/2021;20:15:00;CMNO. VIEJO DE VICALVARO / AVDA. DAROCA;7;VICÁLVARO;Caída;Nublado;Bicicleta;10219;Conductor;De 55 a 59 años;Hombre;2;447713,84;4472941,73;N;NULL
2021S007197;29/04/2021;17:20:00;CALL. CHIQUINQUIRA, 60;60;HORTALEZA;Caída;Despejado;Bicicleta;10220;Conductor;De 35 a 39 años;Hombre;1;446428,3;4480241,1;N;NULL
2021S007285;30/04/2021;18:35:00;CALL. CONDESA DE VENADITO / CALL. MARTINEZ VILLERGAS;7;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;10221;Conductor;De 40 a 44 años;Mujer;3;444626,87;4477364,97;N;NULL
2021S007365;01/05/2021;18:50:00;AVDA. VALDEMARIN / CMNO. LAVADERO;100E;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10222;Conductor;De 55 a 59 años;Hombre;6;433487,56;4480240,22;N;NULL
2021S007427;02/05/2021;10:40:00;PQUE. MADRID RIO, SENDA CICLABLE  PK 6.400;+00500I;ARGANZUELA;Caída;Despejado;Bicicleta;10223;Conductor;De 55 a 59 años;Hombre;2;439589,58;4472302,87;N;NULL
2021S007427;02/05/2021;10:40:00;PQUE. MADRID RIO, SENDA CICLABLE  PK 6.400;+00500I;ARGANZUELA;Caída;Despejado;Bicicleta;10224;Peatón;De 18 a 20 años;Mujer;14;439589,58;4472302,87;N;NULL
2021S007454;02/05/2021;22:10:00;CALL. DOCTOR ESQUERDO, 47;47;SALAMANCA;Caída;Despejado;Bicicleta;10225;Conductor;De 15 a 17 años;Hombre;1;443283,97;4474937,23;N;NULL
2021S007478;02/05/2021;11:00:00;CALL. AFUERAS A VALVERDE / CALL. ISLA DE RODAS;1;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10226;Conductor;De 30 a 34 años;Hombre;7;441803,32;4483355,41;N;NULL
2021S007563;03/05/2021;17:30:00;PISTA. CRISTO DE EL PARDO, 17;17;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10227;Conductor;De 45 a 49 años;Hombre;2;432731,46;4485855,45;N;NULL
2021S007566;04/05/2021;20:40:00;CALL. AZUCENAS, 2;2;TETUÁN;Alcance;Despejado;Bicicleta;10228;Conductor;De 30 a 34 años;Mujer;NULL;440887,92;4479390,98;N;NULL
2021S007583;04/05/2021;13:20:00;CALL. LOS YEBENES, 6;6;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10229;Conductor;De 45 a 49 años;Hombre;7;435896,14;4472144,92;N;NULL
2021S007593;05/05/2021;12:20:00;CALL. ALHAMBRA / CALL. CUART DE POBLET;2;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10230;Conductor;De 55 a 59 años;Hombre;3;436847,52;4472900,03;N;NULL
