num_expediente;fecha;hora;localizacion;numero;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;victima;tipo_persona;rango_edad;sexo;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2021S007611;05/05/2021;16:40:00;CALL. VICENTE BLASCO IBAÑEZ / CALL. ENRIQUE AZCOAGA;82;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;10231;Conductor;De 15 a 17 años;Hombre;3;444868,09;4483416,93;N;NULL
2021S007645;05/05/2021;13:15:00;CALL. MANUEL AGUILAR MUÑOZ / PASEO. ALAMEDA DE OSUNA;15;BARAJAS;Colisión frontal;Despejado;Bicicleta;10232;Conductor;De 60 a 64 años;Hombre;7;450036,53;4478870,4;N;NULL
2021S007727;07/05/2021;15:55:00;PLAZA. SAN JUAN DE LA CRUZ / CALL. ZURBANO;2;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;10233;Conductor;De 50 a 54 años;Hombre;3;441187,8;4476947,61;N;NULL
2021S007918;09/05/2021;11:00:00;AVDA. MIGUEL HERNANDEZ / CALL. TORREMOLINOS;11;PUENTE DE VALLECAS;Caída;Nublado;Bicicleta;10234;Conductor;De 60 a 64 años;Hombre;2;446149,45;4471074,31;N;NULL
2021S007930;09/05/2021;15:55:00;AVDA. CAMILO JOSE CELA, 29;29;SALAMANCA;Caída;Lluvia débil;Bicicleta;10235;Conductor;De 30 a 34 años;Mujer;7;443317,21;4476614,44;N;NULL
2021S007953;09/05/2021;20:15:00;CALL. ALCALA, 211;211;SALAMANCA;Alcance;Despejado;Bicicleta;10236;Conductor;De 21 a 24 años;Hombre;7;443471,76;4475631,07;N;NULL
2021S007960;09/05/2021;22:52:00;CALL. SANTA ENGRACIA, 80;80;CHAMBERÍ;Alcance;Despejado;Bicicleta;10237;Conductor;De 35 a 39 años;Hombre;7;440664,95;4476540,71;N;NULL
2021S007983;09/05/2021;13:05:00;CALL. MAYORAZGO DE DUARTE, 40;40;VICÁLVARO;Caída;Despejado;Bicicleta;10238;Conductor;De 10 a 14 años;Hombre;2;453615,4;4473068,18;N;NULL
2021S007989;04/05/2021;23:29:00;CALL. JOSE ANTONIO NOVAIS / CALL. RAMIRO DE MAEZTU;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10239;Conductor;De 21 a 24 años;Mujer;14;438468,83;4477537,34;N;NULL
2021S007989;04/05/2021;23:29:00;CALL. JOSE ANTONIO NOVAIS / CALL. RAMIRO DE MAEZTU;1;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10240;Conductor;De 21 a 24 años;Mujer;3;438468,83;4477537,34;N;NULL
2021S008016;10/05/2021;18:10:00;PLAZA. MANUEL BECERRA, 6;6;SALAMANCA;Caída;Despejado;Bicicleta;10241;Conductor;De 18 a 20 años;Hombre;2;443213,02;4475533,1;N;NULL
2021S008025;08/05/2021;12:05:00;AVDA. LOS ROSALES / AUTOV. M-40;19;USERA;Alcance;Despejado;Bicicleta;10242;Conductor;De 30 a 34 años;Hombre;2;441376,17;4468741,16;N;NULL
2021S008075;08/05/2021;21:50:00;CALL. MARCELO USERA, 131;131;USERA;Alcance;Despejado;Bicicleta;10243;Conductor;De 30 a 34 años;Hombre;7;439696,9;4470758,86;N;NULL
2021S008088;11/05/2021;14:30:00;GTA. QUEVEDO / CALL. ARAPILES;2;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;10244;Conductor;De 70 a 74 años;Hombre;2;440224,55;4476089,29;N;NULL
2021S008110;07/05/2021;12:50:00;CMNO. PRINCIPE, 2;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10245;Conductor;De 21 a 24 años;Mujer;2;437584,53;4474797,67;N;NULL
2021S008139;11/05/2021;21:10:00;CALL. GOLONDRINA, 52;52;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10246;Conductor;De 10 a 14 años;Hombre;6;433412,91;4478081,25;N;NULL
2021S008192;12/05/2021;13:50:00;CALL. ALMAGRO, 21;21;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;10247;Conductor;De 50 a 54 años;Hombre;1;441257,4;4475839,11;N;NULL
2021S008264;14/05/2021;10:21:00;"AVDA. MANUEL FRAGA IRIBARNE / GTA. ANTONIO CHENEL ""ANTOÑETE""";35;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;10248;Conductor;De 40 a 44 años;Hombre;2;448406,49;4482135,39;N;NULL
2021S008288;14/05/2021;15:10:00;CALL. MORALZARZAL / CALL. LA MASO;80;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10249;Conductor;De 45 a 49 años;Hombre;3;439727,38;4482775,99;N;NULL
2021S008364;15/05/2021;10:35:00;CALL. CEA BERMUDEZ, 52;52;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;10250;Conductor;De 40 a 44 años;Hombre;7;439493,36;4476755,64;N;NULL
2021S008384;14/05/2021;20:20:00;PASEO. PONTONES / PASEO. MELANCOLICOS;28;ARGANZUELA;Colisión fronto-lateral;NULL;Bicicleta;10251;Conductor;De 40 a 44 años;Hombre;14;438902,55;4472870,06;N;NULL
2021S008396;15/05/2021;20:45:00;CALL. SAN HILARIO, 5;5;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;10252;Conductor;De 15 a 17 años;Hombre;7;448420,28;4477323,69;N;NULL
2021S008408;15/05/2021;23:35:00;CALL. SAN BERNARDO / CALL. PALMA;61;CENTRO;Alcance;Despejado;Bicicleta;10253;Conductor;De 30 a 34 años;Hombre;NULL;440025,24;4475312,49;N;NULL
2021S008458;16/05/2021;15:40:00;AVDA. LAS FUERZAS ARMADAS / CALL. EDUARDO HARO;1;HORTALEZA;Caída;Despejado;Bicicleta;10254;Conductor;De 10 a 14 años;Mujer;6;445636,23;4481782,08;N;NULL
2021S008466;16/05/2021;18:45:00;CALL. VELAZQUEZ / CALL. GOYA;33;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;10255;Conductor;De 30 a 34 años;Hombre;14;441951,71;4475196,33;N;NULL
2021S008496;16/05/2021;8:50:00;AVDA. DOCTOR GARCIA TAPIA / AUTOV. M-40;232;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;10256;Conductor;De 40 a 44 años;Hombre;7;446943,63;4473007,8;N;NULL
2021S008501;30/04/2021;11:06:00;CALL. CONDE DE PEÑALVER, 51;51;SALAMANCA;Colisión lateral;Despejado;Bicicleta;10257;Conductor;De 15 a 17 años;Hombre;NULL;442712,26;4475821,8;N;NULL
2021S008525;17/05/2021;19:33:00;PLAZA. MANUEL BECERRA / CALL. ALCALA;2;SALAMANCA;Alcance;Despejado;Bicicleta;10258;Conductor;De 40 a 44 años;Hombre;5;443197,19;4475473,68;N;NULL
2021S008532;16/05/2021;22:28:00;CALL. SEPULVEDA, 1;1;LATINA;Caída;Despejado;Bicicleta;10259;Conductor;De 40 a 44 años;Hombre;7;438516,03;4473368,3;N;NULL
2021S008569;18/05/2021;16:40:00;CALL. CERRO DE LA PLATA, 6;6;RETIRO;Caída;Despejado;Bicicleta;10260;Conductor;De 50 a 54 años;Hombre;NULL;442666,52;4472321,93;N;NULL
2021S008583;18/05/2021;20:25:00;CALL. BRAVO MURILLO / CALL. LOPE DE HARO;227;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;10261;Conductor;De 30 a 34 años;Mujer;3;440484,4;4478731,44;N;NULL
2021S008604;15/05/2021;9:25:00;CALL. ANTONIO LOPEZ, 195E;195E;USERA;Colisión lateral;NULL;Bicicleta;10262;Conductor;De 50 a 54 años;Hombre;NULL;441004,47;4470674,73;N;NULL
2021S008660;19/05/2021;19:50:00;CTRA. ALCOBENDAS A BARAJAS, 30;30;BARAJAS;Colisión lateral;Despejado;Bicicleta;10263;Conductor;De 15 a 17 años;Hombre;1;450395,34;4483716,83;N;NULL
2021S008670;19/05/2021;23:40:00;AVDA. POBLADOS, 70;70;LATINA;Colisión lateral;Despejado;Bicicleta;10264;Conductor;De 50 a 54 años;Hombre;7;435667,47;4470423,4;N;NULL
2021S008766;20/05/2021;10:45:00;GTA. OLGA RAMOS (FAROLA 84);0;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Se desconoce;Bicicleta;10265;Conductor;De 65 a 69 años;Hombre;1;438695,72;4482572,96;N;NULL
2021S008803;20/05/2021;20:15:00;CMNO. VIEJO DE VICALVARO, FRENTE AL Nº 9;9;VICÁLVARO;Caída;Despejado;Bicicleta;10266;Conductor;De 55 a 59 años;Hombre;7;447727,79;4472936,69;N;NULL
2021S008811;21/05/2021;19:05:00;CTRA. ESTACION DE HORTALEZA, 56;56;HORTALEZA;Colisión frontal;Despejado;Bicicleta;10267;Conductor;De 55 a 59 años;Hombre;14;445041,64;4481485,36;N;NULL
2021S008866;22/05/2021;8:40:00;CALL. ALCALA, 253;253;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;10268;Conductor;De 35 a 39 años;Hombre;6;444103,65;4475886,71;N;NULL
2021S008881;21/05/2021;20:15:00;CTRA. RODAJOS, 2;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10269;Conductor;De 45 a 49 años;Hombre;2;433929,98;4473734,87;N;NULL
2021S008907;22/05/2021;21:40:00;CALL. TOLEDO, 52;52;CENTRO;Alcance;Despejado;Bicicleta;10270;Conductor;De 18 a 20 años;Hombre;NULL;439908,19;4473701,23;N;NULL
2021S008970;23/05/2021;14:55:00;CALL. MINERVA / CALL. TITANIO;3;VICÁLVARO;Alcance;Nublado;Bicicleta;10271;Conductor;De 40 a 44 años;Hombre;NULL;449279,05;4472790,15;N;NULL
2021S008974;23/05/2021;16:45:00;CALL. PUERTO ALTO / CALL. MONTE PERDIDO;3;PUENTE DE VALLECAS;Colisión fronto-lateral;Nublado;Bicicleta;10272;Conductor;De 35 a 39 años;Hombre;NULL;443462,76;4471814,86;S;NULL
2021S008998;20/05/2021;13:27:00;CTRA. CASTILLA, +00300S;+00300S;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10273;Conductor;De 15 a 17 años;Hombre;7;435318,56;4477961,47;N;NULL
2021S009051;25/05/2021;4:45:00;CALL. MESON DE PAREDES / CALL. MIGUEL SERVET;30;CENTRO;Colisión múltiple;Despejado;Bicicleta;10274;Conductor;De 30 a 34 años;Hombre;7;440230,49;4473530;N;NULL
2021S009054;24/05/2021;13:20:00;AVDA. ENTREVIAS / AVDA. BUENOS AIRES;140;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;10275;Conductor;De 55 a 59 años;Hombre;5;443935,73;4469743,74;N;NULL
2021S009087;25/05/2021;17:15:00;AVDA. ARCENTALES, 7;7;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;10276;Conductor;De 25 a 29 años;Mujer;NULL;446901,44;4475280,8;N;NULL
2021S009096;25/05/2021;19:40:00;CALL. VIRGEN DE LOS ROSALES / CALL. VELETA;106;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10277;Conductor;De 55 a 59 años;Hombre;6;433532,4;4478403,62;N;NULL
2021S009101;25/05/2021;20:00:00;CALL. MATEO INURRIA, 5;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;10278;Conductor;De 25 a 29 años;Hombre;7;441708,87;4479769,01;N;NULL
2021S009116;25/05/2021;14:50:00;PASEO. CHOPERA, 10;10;ARGANZUELA;Caída;Despejado;Bicicleta;10279;Conductor;De 40 a 44 años;Hombre;7;440713,9;4471660,46;N;NULL
2021S009147;26/05/2021;17:40:00;AVDA. MONASTERIO DE SILOS, 7B;7B;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10280;Conductor;Desconocido;Desconocido;NULL;439743,35;4483930,72;N;NULL
2021S009147;26/05/2021;17:40:00;AVDA. MONASTERIO DE SILOS, 7B;7B;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;10281;Conductor;De 45 a 49 años;Mujer;3;439743,35;4483930,72;N;NULL
2021S009154;26/05/2021;20:00:00;AVDA. ANDES, 52;52;HORTALEZA;Caída;Despejado;Bicicleta;10282;Conductor;De 30 a 34 años;Hombre;6;447653,24;4478697,18;N;NULL
2021S009168;26/05/2021;22:20:00;PASEO. MELANCOLICOS, 4;4;ARGANZUELA;Caída;Despejado;Bicicleta;10283;Conductor;De 30 a 34 años;Hombre;3;439012,71;4473557,99;N;NULL
2021S009224;27/05/2021;19:30:00;CALL. ANTONIO MACHADO / CALL. VALDERREY;24;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;10284;Conductor;De 25 a 29 años;Hombre;6;439013,64;4479890,7;N;NULL
2021S009241;27/05/2021;23:45:00;CALL. SANTA ENGRACIA, 140;140;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Bicicleta;10285;Conductor;De 30 a 34 años;Hombre;1;440445,59;4477225,84;N;NULL
2021S009258;28/05/2021;3:40:00;PASEO. CASTELLANA, 180;180;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Bicicleta;10286;Conductor;De 30 a 34 años;Mujer;1;441571,44;4479160,76;N;NULL
2021S009261;27/05/2021;14:05:00;CMNO. POZO DEL TIO RAIMUNDO, 37;37;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta;10287;Conductor;De 30 a 34 años;Hombre;1;445181,97;4469077,55;N;NULL
2021S009357;29/05/2021;12:30:00;CALL. SEGOVIA, 21;21;CENTRO;Caída;Despejado;Bicicleta;10288;Conductor;De 50 a 54 años;Hombre;6;439495,22;4473929,89;N;NULL
2021S009421;29/05/2021;10:00:00;AVDA. CARDENAL HERRERA ORIA / AVDA. LLANO CASTELLANO;2;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10289;Conductor;De 50 a 54 años;Hombre;7;441815,97;4482509,41;N;NULL
2021S009421;29/05/2021;10:00:00;AVDA. CARDENAL HERRERA ORIA / AVDA. LLANO CASTELLANO;2;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10290;Conductor;De 60 a 64 años;Hombre;6;441815,97;4482509,41;N;NULL
2021S009423;30/05/2021;11:45:00;CALL. EMBAJADORES / ACCESO CAJA MAGICA;286;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;10291;Conductor;De 45 a 49 años;Mujer;2;441456,09;4470722,31;N;NULL
2021S009484;29/05/2021;11:15:00;PASEO PIÑONEROS KM 46,708 VIA VERDE CASA DE CAMPO;4;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;10292;Conductor;De 35 a 39 años;Hombre;2;437295,89;4476032,47;N;NULL
2021S009484;29/05/2021;11:15:00;PASEO PIÑONEROS KM 46,708 VIA VERDE CASA DE CAMPO;4;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;10293;Conductor;De 45 a 49 años;Hombre;7;437295,89;4476032,47;N;NULL
2021S009492;28/05/2021;7:40:00;CALL. EMBAJADORES, 300;300;ARGANZUELA;Caída;Despejado;Bicicleta;10294;Conductor;De 35 a 39 años;Mujer;7;441434,6;4470712,6;N;NULL
2021S009511;30/05/2021;15:10:00;CALL. PEDRO RICO / CALL. ARTURO DUPERIER;19;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10295;Conductor;De 60 a 64 años;Hombre;2;441085,58;4481703,62;N;NULL
2021S009532;31/05/2021;20:35:00;CALL. VIA CARPETANA, 57;57;CARABANCHEL;Caída;NULL;Bicicleta;10296;Conductor;Desconocido;Desconocido;NULL;437604,51;4472194,78;N;NULL
2021S009537;31/05/2021;22:15:00;PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA;20;SALAMANCA;Caída;Lluvia débil;Bicicleta;10297;Conductor;De 40 a 44 años;Hombre;5;441395,66;4474937,29;N;NULL
2021S009606;01/06/2021;19:30:00;CUSTA. SAN VICENTE / CALL. BAILEN;2;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;10298;Conductor;De 25 a 29 años;Mujer;6;439461,95;4474824,56;N;NULL
2021S009635;01/06/2021;11:05:00;GTA. EMBAJADORES / RONDA. VALENCIA;1;CENTRO;Atropello a persona;Despejado;Bicicleta;10299;Conductor;Desconocido;Desconocido;NULL;440389,33;4473013,5;NULL;NULL
2021S009635;01/06/2021;11:05:00;GTA. EMBAJADORES / RONDA. VALENCIA;1;CENTRO;Atropello a persona;Despejado;Bicicleta;10300;Peatón;De 30 a 34 años;Hombre;5;440389,33;4473013,5;N;NULL
2021S009665;01/06/2021;15:34:00;RONDA. VALENCIA / CALL. ALONSO DEL BARCO;9;ARGANZUELA;Alcance;Despejado;Bicicleta;10301;Conductor;De 35 a 39 años;Hombre;1;440488,14;4472969,3;N;NULL
2021S009673;02/06/2021;16:40:00;CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-23;80;RETIRO;Colisión frontal;Despejado;Bicicleta;10302;Conductor;De 50 a 54 años;Hombre;14;443425,97;4474307,96;N;NULL
2021S009686;01/06/2021;21:35:00;AVDA. BRASILIA / AVDA. BADAJOZ;27;SALAMANCA;Alcance;Despejado;Bicicleta;10303;Conductor;De 55 a 59 años;Hombre;7;443913,96;4476863,07;N;NULL
2021S009724;02/06/2021;13:10:00;CALL. ALEJANDRO SANCHEZ, 72;72;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;10304;Conductor;De 30 a 34 años;Hombre;7;438901,63;4471253,49;N;NULL
2021S009732;02/06/2021;12:30:00;AVDA. MENENDEZ PELAYO / CALL. DOCTOR CASTELO;21;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;10305;Conductor;De 55 a 59 años;Hombre;NULL;442399,22;4474531,07;N;NULL
2021S009753;02/06/2021;14:55:00;PASEO. CASTELLANA, 216;216;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;10306;Conductor;De 40 a 44 años;Hombre;7;441623,47;4479795,89;N;NULL
2021S009776;03/06/2021;19:45:00;GTA. MARQUES DE VADILLO, 1;1;CARABANCHEL;Alcance;Despejado;Bicicleta;10307;Conductor;De 60 a 64 años;Hombre;7;439311,69;4472096,3;N;NULL
2021S009839;04/06/2021;19:05:00;CALL. FUENCARRAL / CALL. JERONIMO DE LA QUINTANA;134;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;10308;Conductor;De 40 a 44 años;Hombre;3;440354,72;4475874,85;N;NULL
2021S009902;05/06/2021;5:30:00;PLAZA. LEGAZPI CON PASEO DE LA CHOPERA;9;ARGANZUELA;Caída;Despejado;Bicicleta;10309;Conductor;De 30 a 34 años;Hombre;6;440984,09;4471460,84;N;NULL
2021S009947;05/06/2021;23:00:00;CALL. ALCALA / AUTOV. M-30;217;SALAMANCA;Colisión lateral;Despejado;Bicicleta;10310;Conductor;De 30 a 34 años;Hombre;3;443525,87;4475664,73;N;NULL
2021S010047;06/06/2021;11:30:00;AVDA. LAS FUERZAS ARMADAS, 136;136;HORTALEZA;Caída;Despejado;Bicicleta;10311;Conductor;De 40 a 44 años;Mujer;1;446496,48;4481801,62;N;NULL
2021S010076;07/06/2021;15:00:00;PLAZA. CORTES, 2;2;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;10312;Conductor;De 25 a 29 años;Mujer;7;440934,83;4474164,16;N;NULL
2021S010099;07/06/2021;19:45:00;PLAZA. ALSACIA / AVDA. INSTITUCION LIBRE DE ENSEÑANZA;1;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;10313;Conductor;De 21 a 24 años;Hombre;NULL;447099,23;4474329,02;N;NULL
2021S010125;06/06/2021;13:35:00;AVDA. MONASTERIO DE SILOS, 96;96;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;10314;Conductor;De 50 a 54 años;Hombre;6;441498,61;4484695,78;N;NULL
2021S010125;06/06/2021;13:35:00;AVDA. MONASTERIO DE SILOS, 96;96;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;10315;Conductor;De 55 a 59 años;Hombre;7;441498,61;4484695,78;N;NULL
2021S010131;08/06/2021;8:50:00;PLAZA CIBELES - CALLE ALCALA;1;RETIRO;Colisión lateral;Despejado;Bicicleta;10316;Conductor;De 50 a 54 años;Mujer;3;441277,53;4474496,31;N;NULL
2021S010149;06/06/2021;11:35:00;CALL. ISABEL COLBRAND / CALL. MARIA TUBAU;1;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10317;Conductor;De 10 a 14 años;Mujer;5;443130,68;4485191,58;N;NULL
2021S010188;07/06/2021;6:47:00;AVDA. PORTUGAL / AVDA. PRINCIPAL;157;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10318;Conductor;De 50 a 54 años;Hombre;1;437323,41;4473596,65;N;NULL
2021S010245;09/06/2021;19:15:00;CALL. PINOS ALTA, 5;5;TETUÁN;Atropello a persona;Despejado;Bicicleta;10319;Conductor;De 21 a 24 años;Hombre;14;441050,74;4479622,14;N;NULL
2021S010245;09/06/2021;19:15:00;CALL. PINOS ALTA, 5;5;TETUÁN;Atropello a persona;Despejado;Bicicleta;10320;Peatón;De 40 a 44 años;Mujer;2;441050,74;4479622,14;N;NULL
2021S010276;10/06/2021;12:39:00;CALL. SAN DALMACIO, 19;19;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;10321;Conductor;De 25 a 29 años;Hombre;NULL;440891,94;4466112,15;N;NULL
2021S010414;10/06/2021;16:05:00;CALL. PLANETA TIERRA / CALL. EROS;1;ARGANZUELA;Caída;Despejado;Bicicleta;10322;Conductor;De 40 a 44 años;Hombre;1;442439,41;4471571,78;N;NULL
2021S010419;10/06/2021;14:20:00;PASEO. SANTA MARIA DE LA CABEZA, 18;18;ARGANZUELA;Caída;Despejado;Bicicleta;10323;Conductor;De 18 a 20 años;Hombre;1;441015,24;4473029,63;N;NULL
2021S010483;12/06/2021;10:15:00;CALL. ALEGRIA DE ORIA / CALL. TESEO;5;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Bicicleta;10324;Conductor;De 55 a 59 años;Hombre;7;446467,32;4476829,21;N;NULL
2021S010514;12/06/2021;21:30:00;CALL. GENOVA, 24;24;CENTRO;Caída;Despejado;Bicicleta;10325;Conductor;De 30 a 34 años;Hombre;2;441254,22;4475256,53;N;NULL
2021S010564;13/06/2021;11:50:00;REAL DE ARGANDA, 74;74;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;10326;Conductor;De 65 a 69 años;Hombre;NULL;448693,92;4469672,14;N;NULL
2021S010567;12/06/2021;9:45:00;CALL. SAMARIA / CALL. DOCTOR ESQUERDO;14;RETIRO;Caída;Despejado;Bicicleta;10327;Conductor;De 50 a 54 años;Hombre;1;443046,93;4473791,7;N;NULL
2021S010572;11/06/2021;19:25:00;CALL. MONASTERIO DE LAS HUELGAS, 5;5;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10328;Conductor;De 15 a 17 años;Hombre;7;439922,12;4483472,4;N;NULL
2021S010587;13/06/2021;21:20:00;CALL. GENOVA, 16;16;CENTRO;Colisión fronto-lateral;Nublado;Bicicleta;10329;Conductor;De 25 a 29 años;Hombre;2;441118,34;4475346,25;N;NULL
2021S010594;13/06/2021;5:05:00;CALL. PRINCESA, 31;31;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;10330;Conductor;De 25 a 29 años;Hombre;2;439381,02;4475513,99;N;NULL
2021S010682;15/06/2021;8:55:00;CALL. LOMBIA / CALL. JORGE JUAN;1;SALAMANCA;Colisión fronto-lateral;NULL;Bicicleta;10331;Conductor;De 40 a 44 años;Hombre;14;442962,67;4475257,83;N;NULL
2021S010698;15/06/2021;15:00:00;PASEO. ERMITA DEL SANTO, 16;16;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10332;Conductor;De 25 a 29 años;Hombre;14;438617,09;4473665,96;N;NULL
2021S010698;15/06/2021;15:00:00;PASEO. ERMITA DEL SANTO, 16;16;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;10333;Conductor;De 55 a 59 años;Hombre;7;438617,09;4473665,96;N;NULL
2021S010709;14/06/2021;21:41:00;CALL. MONASTERIO DE EL PAULAR / AVDA. MONASTERIO DE SILOS;2;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;10334;Conductor;De 50 a 54 años;Hombre;7;439562,51;4483504,86;N;NULL
2021S010725;15/06/2021;23:02:00;AVDA. MARQUES DE CORBERA, 22;22;CIUDAD LINEAL;Colisión lateral;Despejado;Bicicleta;10335;Conductor;De 25 a 29 años;Hombre;1;444457,39;4474953,28;N;NULL
2021S010739;15/06/2021;11:30:00;PASEO. CAMOENS Y VALERO / PASEO. RUPERTO CHAPI;2;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;10336;Conductor;De 40 a 44 años;Hombre;1;438331,65;4475996,53;N;NULL
2021S010803;17/06/2021;8:25:00;CALL. VELAZQUEZ, 6;6;SALAMANCA;Alcance;Lluvia débil;Bicicleta;10337;Conductor;De 35 a 39 años;Mujer;2;441956,52;4474802,36;N;NULL
2021S010810;09/06/2021;7:00:00;PASEO. PRADO, 1;1;RETIRO;Caída;Despejado;Bicicleta;10338;Conductor;De 30 a 34 años;Hombre;1;441243,61;4474443,53;N;NULL
2021S010831;15/06/2021;10:20:00;AVDA. FRANCISCO PI Y MARGALL / CALL. MARIA DE PORTUGAL;98;HORTALEZA;Colisión frontal;Despejado;Bicicleta;10339;Conductor;De 35 a 39 años;Hombre;NULL;443919,34;4482646,89;N;NULL
2021S010916;16/06/2021;20:00:00;CALL. RICARDO BELTRAN Y ROZPIDE / CALL. ALBARDIN;1;USERA;Alcance;Despejado;Bicicleta;10340;Conductor;De 10 a 14 años;Hombre;7;439224,72;4470501,77;N;NULL
2021S010978;19/06/2021;1:40:00;CALL. JUAN BRAVO / CALL. ALCANTARA;32;SALAMANCA;Caída;Despejado;Bicicleta;10341;Conductor;De 25 a 29 años;Hombre;6;442401,14;4475979,93;N;NULL
2021S011089;19/06/2021;21:35:00;GTA. EDIMBURGO, 1;1;BARAJAS;Colisión fronto-lateral;Despejado;Bicicleta;10342;Conductor;De 45 a 49 años;Hombre;14;447037,58;4479945;N;NULL
2021S011097;20/06/2021;18:10:00;CALL. TOLEDO, 74;74;CENTRO;Caída;Despejado;Bicicleta;10343;Conductor;De 25 a 29 años;Mujer;1;439756,59;4473441,2;N;NULL
2021S011098;20/06/2021;18:55:00;CALL. LUIS DE HOYOS SAINZ / CALL. VALDEBERNARDO;162;MORATALAZ;Alcance;Despejado;Bicicleta;10344;Conductor;De 15 a 17 años;Hombre;3;446534,37;4472739,97;N;NULL
2021S011192;21/06/2021;7:50:00;CALL. BIGASTRO / CALL. NAVACEPEDILLA;6;LATINA;Caída;Despejado;Bicicleta;10345;Conductor;De 45 a 49 años;Hombre;7;434761,02;4471071,75;N;NULL
2021S011221;21/06/2021;20:39:00;AVDA. DOCTOR GARCIA TAPIA, 232;232;MORATALAZ;Choque contra obstáculo fijo;Despejado;Bicicleta;10346;Conductor;De 10 a 14 años;Hombre;7;446943,63;4473007,8;N;NULL
2021S011227;19/06/2021;21:05:00;CALL. BLAS CABRERA, 125;125;LATINA;Choque contra obstáculo fijo;NULL;Bicicleta;10347;Conductor;De 50 a 54 años;Hombre;14;434772,11;4469960,06;N;NULL
2021S011286;23/06/2021;18:20:00;CALL. TOLEDO, 107;107;CENTRO;Caída;Despejado;Bicicleta;10348;Conductor;De 30 a 34 años;Mujer;1;439723,57;4473357,95;N;NULL
2021S011347;24/06/2021;17:05:00;CALL. O'DONNELL, 44;44;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;10349;Conductor;De 30 a 34 años;Hombre;6;442860,43;4474732,65;N;NULL
