distrito,id,descripcion,fecha_inst,longitud,latitud
5,1543,PRADILLO - GUSTAVO FERNANDEZ BALBUENA,1998-09-30T00:00:00Z,-3.66808130815938,40.4502674025431
17,1941,RESINA - ACCESO COLONIA MARCONI,2006-03-23T00:00:00Z,-3.70058604556786,40.3359886165642
8,836,ARZOBISPO MORCILLO - AC. HOSPITAL,1978-01-01T00:00:00Z,-3.68927503822565,40.4803703804917
8,1708,PEDRO RICO - PTE. BEGOÑA,2002-05-03T00:00:00Z,-3.68943241209728,40.483350769145
10,678,ILLESCAS - VALMOJADO,1975-10-21T00:00:00Z,-3.75830326881027,40.3924247780204
8,2236,MARIA DE MAEZTU - FEDERICA MONTSENY,2018-04-25T00:00:00Z,-3.7273231446311,40.4909721984092
8,2233,GLORIA FUERTES - JUANITA CRUZ,2018-04-25T00:00:00Z,-3.72355787075747,40.4966777245066
4,1046,AV. BRASILIA - BRESCIA,1982-08-02T00:00:00Z,-3.6611213731127,40.4364473866176
12,540,MARCELO USERA - RAFAELA YBARRA,1972-11-24T00:00:00Z,-3.71194125738434,40.3851704609833
8,1767,GABRIELA MISTRAL - ALFONSO RGUEZ. CASTELAO,2003-08-29T00:00:00Z,-3.73639398422695,40.4821710578776
7,280,SANTA ENGRACIA - CRISTOBAL BORDIU,1968-09-01T00:00:00Z,-3.70228596273337,40.4431834600698
7,328,BRAVO MURILLO - AV. FILIPINAS,1968-06-11T00:00:00Z,-3.70452933132553,40.4421364559555
6,1479,BRAVO MURILLO - HUESCA - MARIA ZAYAS,1997-01-15T00:00:00Z,-3.70028157879853,40.458847233061
6,57,BRAVO MURILLO - FRANCOS RODRIGUEZ,1960-01-01T00:00:00Z,-3.70288397661243,40.4541267343267
6,607,BRAVO MURILLO - SAN RAIMUNDO,1974-01-14T00:00:00Z,-3.70327279809868,40.4518606115594
14,1596,FUENTE CARRANTONA - PAULAR,1999-08-09T00:00:00Z,-3.63032090187713,40.409423442486
14,1711,HACIENDA PAVONES 271 - P.P.,2002-11-04T00:00:00Z,-3.62931501767499,40.3991770349274
1,173,GRAN VIA - SALUD - TRES CRUCES,1966-05-18T00:00:00Z,-3.70267951965937,40.4200888105963
5,1884,MATEO INURRIA - AV. DEL RECUERDO,2005-04-21T00:00:00Z,-3.68137843746045,40.4674778725117
5,1985,FRAY BERNARDINO SAHAGUN - MANUEL BENEDITO,2007-03-13T00:00:00Z,-3.68319890424354,40.4615366166531
6,562,SAN RESTITUTO - VILLAAMIL,1973-04-19T00:00:00Z,-3.70936297224285,40.464270154669
5,1380,PSO. HABANA - JEREZ,1993-07-09T00:00:00Z,-3.67973710327693,40.4643877676828
5,807,PSO. HABANA - APOLONIO MORALES,1978-01-01T00:00:00Z,-3.67991138722323,40.463804755845
20,2042,ESFINGE - NECTAR,2007-12-26T00:00:00Z,-3.60961769637591,40.4438670974993
16,1936,ANA AUSTRIA - PRINCIPE CARLOS,2006-08-03T00:00:00Z,-3.6573177011458,40.4944031606058
10,1973,AV. AVIACION - FLAUTAS,2006-09-22T00:00:00Z,-3.77074466720607,40.3739258655072
6,954,INFANTA MERCEDES - ORENSE - ROSARIO PINO,1980-04-03T00:00:00Z,-3.69442206629412,40.4625339098058
6,1412,INFANTA MERCEDES - SOR ANGELA CRUZ,1995-05-24T00:00:00Z,-3.69661207860515,40.4600721135073
6,1754,LOPE HARO - JUAN RISCO,2003-06-25T00:00:00Z,-3.70257432068248,40.4572235610662
13,1006,AV. SAN DIEGO - PEÑA ATALAYA,1981-11-05T00:00:00Z,-3.66717707521548,40.3859007977155
1,377,RDA. TOLEDO - RIBERA CURTIDORES -SORIA,1969-01-09T00:00:00Z,-3.70709301391532,40.4057958132693
11,938,AV. ABRANTES - CARRERO JUAN RAMON,1979-12-28T00:00:00Z,-3.72956024616869,40.3797315710575
11,2035,CALDERILLA - THALER,2007-10-25T00:00:00Z,-3.73801069726007,40.3655739049561
7,191,RIOS ROSAS - ALONSO CANO,1966-09-19T00:00:00Z,-3.69749734935779,40.4417979678587
13,189,AV. DE LA ALBUFERA - SIERRA DEL  CADI,1966-09-09T00:00:00Z,-3.66002945840893,40.3934625265137
15,1326,ALCALA - VIRGEN DE LA ALEGRIA,1992-03-06T00:00:00Z,-3.65945468331154,40.431538314096
15,350,ALCALA - FERNANDEZ LANSEROS,1969-05-05T00:00:00Z,-3.65764326693404,40.4318000320016
20,1470,EMILIO MUÑOZ - SANTA LEONOR - ZALDIVAR,1996-10-22T00:00:00Z,-3.62767762838627,40.432066090176
6,58,GTA. CUATRO CAMINOS,1960-01-01T00:00:00Z,-3.70398241807812,40.4469773120852
15,578,ALCALA - GENERAL ARANAZ,1973-07-17T00:00:00Z,-3.63552546494962,40.4386028328313
20,1683,AQUITANIA - CAPRI,2001-06-15T00:00:00Z,-3.61982836425929,40.4181063578237
15,473,AV. DAROCA - RICARDO ORTIZ,1971-11-22T00:00:00Z,-3.65756507135489,40.4305992278317
15,719,JOSE SILVA - TORRELAGUNA,1977-09-02T00:00:00Z,-3.66069889852434,40.4537959023485
15,724,ACCESO M-30 - TORRELAGUNA,1977-04-16T00:00:00Z,-3.66052886019229,40.4519432818925
20,734,AV. GUADALAJARA - AMPOSTA,1977-06-21T00:00:00Z,-3.61636369794118,40.4209097069311
13,693,AV. DE LA  ALBUFERA - CANTALAPIEDRA,1976-05-07T00:00:00Z,-3.65551566569815,40.391709754703
9,1674,PROFESOR ARANGUREN - C. DEPORTIVO PP,2001-03-30T00:00:00Z,-3.73173285686547,40.4478595785239
10,1383,AV. POBLADOS - GUAREÑA,1993-01-12T00:00:00Z,-3.76597155542073,40.3891621436164
8,1173,AV. ILUSTRACION - CENTRO CIVICO,1989-04-28T00:00:00Z,-3.70944336952397,40.481040724041
16,906,LOPEZ DE HOYOS - MESENA,1979-02-15T00:00:00Z,-3.65922709781269,40.4614908337264
9,1690,FERRAZ - REY FRANCISCO,2001-10-29T00:00:00Z,-3.71759193424704,40.4264604149066
17,1600,PSO. FERROVIARIOS - JOSE PINO - P.P.,1999-11-11T00:00:00Z,-3.71657173821909,40.3455649788273
11,4595,VALLE ORO - DR. ESPINA,2020-07-22T00:00:00Z,-3.72861672672229,40.3879618257522
14,635,CNO. VINATEROS - CDOR. DIEGO VALDERRABANO,1974-11-11T00:00:00Z,-3.65825547492326,40.4106411537355
14,4552,CNO. VINATEROS - JOSE PRADO Y PALACIO - P.P.,2019-04-16T00:00:00Z,-3.653689757857,40.4105945598709
14,642,CNO. VINATEROS - ARROYO BELINCOSO,1974-02-12T00:00:00Z,-3.65247485041419,40.4103624865539
8,1083,AV. ILUSTRACION - GINZO LIMIA,1983-10-24T00:00:00Z,-3.70516759381586,40.4819208781992
18,1677,REAL DE ARGANDA- SIERRA TORCAL,2001-05-24T00:00:00Z,-3.61728338889481,40.3794784685361
2,410,TOLEDO - SANTA CASILDA,1970-11-07T00:00:00Z,-3.71255722898308,40.4047676548494
11,1128,ANTONIO LEYVA 30 - P.P.,1986-09-19T00:00:00Z,-3.71552218156046,40.3940105145507
7,76,CEA BERMUDEZ - VALLEHERMOSO,1960-01-01T00:00:00Z,-3.70831004675273,40.4387840485285
16,1249,LOPEZ DE HOYOS - GRAN VIA DE HORTALEZA,1991-02-15T00:00:00Z,-3.65414286085024,40.4668829142413
16,451,LOPEZ DE HOYOS - ANGEL LUIS DE LA HERRAN,1971-07-15T00:00:00Z,-3.65151356572124,40.4697674728318
16,679,PLAZA SANTOS DE LA HUMOSA,1975-10-23T00:00:00Z,-3.6489770098656,40.4728166112098
6,110,PSO. CASTELLANA - GRAL. PERON,1963-12-30T00:00:00Z,-3.69068335856019,40.4520869388129
16,1415,SILVANO - JOSE DOMINGO RUS,1995-06-13T00:00:00Z,-3.63329873864187,40.4626773641959
21,1524,AV. LOGROÑO - PAJARONES,1998-05-29T00:00:00Z,-3.58234058828133,40.4756598457488
6,1632,AV. ASTURIAS - CAÑAVERAL - MAGNOLIAS,2000-06-21T00:00:00Z,-3.69360650620854,40.4680499649846
6,1631,AV. ASTURIAS - SAN AQUILINO,2000-06-21T00:00:00Z,-3.69133892142293,40.4670174983461
15,1019,POETA BLAS DE OTERO - FELIX RODRIGUEZ DE LA  FUENTE,1981-07-09T00:00:00Z,-3.65482225811442,40.4207589342736
16,1413,AREQUIPA - C.O.E - P.P.,1995-05-30T00:00:00Z,-3.63420701663927,40.468611652273
3,1183,DR. ESQUERDO - MONEDA,1989-05-12T00:00:00Z,-3.66959585021715,40.414409317196
11,1577,VIA LUSITANA - VIANA,1999-04-27T00:00:00Z,-3.71955587612004,40.3845122020514
4,20,ALCALA - AGUIRRE,1960-01-01T00:00:00Z,-3.68163986769236,40.4221493785676
6,983,EDGAR NEVILLE - HERNANI,1981-09-01T00:00:00Z,-3.69697798291515,40.4480230399997
8,1091,MONFORTE LEMOS - BOMBEROS,1984-05-01T00:00:00Z,-3.69902844167856,40.4798505539521
17,1263,AV. VERBENA PALOMA - PAN Y TOROS,1991-04-24T00:00:00Z,-3.6948293039836,40.3607882777644
19,1001,PASEO DE ARTILLEROS - SAN CIPRIANO,1981-12-04T00:00:00Z,-3.60896647362202,40.4042209476143
5,62,AV. AMERICA - CARTAGENA,1960-01-01T00:00:00Z,-3.67343411117252,40.4391996150869
19,1898,SAN CIPRIANO - CAÑOS DE SAN PEDRO,2005-03-08T00:00:00Z,-3.6022194195999,40.403858764726
6,792,EDGAR NEVILLE - BASILICA,1978-01-01T00:00:00Z,-3.69681238519218,40.4496427932787
9,4588,CUESTA SAN VICENTE-CADARSO,2020-05-19T00:00:00Z,-3.71392544041465,40.4214466890733
8,1847,MONTECARMELO - MONASTERIO EL ESCORIAL,2004-08-11T00:00:00Z,-3.69871741071973,40.5045026698238
11,1069,GRAL. RICARDOS - NTRA. SRA. LUZ,1983-09-02T00:00:00Z,-3.7419971459161,40.3828605054304
11,1913,GRAL. RICARDOS - REINOSA,2005-11-11T00:00:00Z,-3.74334402432542,40.3823034986051
8,1824,CNO. DE SANTIAGO - VILORIA DE LA RIOJA - AGES,2004-02-08T00:00:00Z,-3.6731350489047,40.5046546759646
13,728,AV. ENTREVIAS - LA MANCHA,1977-06-06T00:00:00Z,-3.66875792863546,40.381703396216
13,964,AV. ENTREVIAS - SERENA - BENAMEJI,1980-04-18T00:00:00Z,-3.66550809210768,40.3790964290341
9,1314,"AV. VICTORIA, 68 - P.P.",1992-03-18T00:00:00Z,-3.82537401259542,40.4707364119417
11,956,NTRA. SRA. FATIMA - PINGÜINO,1980-03-26T00:00:00Z,-3.74889663831978,40.3795399441537
16,1774,MAR DE LAS ANTILLAS - ABARZUZA - P.P.,2004-01-28T00:00:00Z,-3.64841940052699,40.4766832635297
5,819,PSO. HABANA 208,1978-01-01T00:00:00Z,-3.67925724954579,40.4663171502586
15,2160,CUESTA SAGRADO CORAZON - ACCESO M-30,2013-09-30T00:00:00Z,-3.66744304155775,40.4671467875547
14,2166,AV. MORATALAZ 137- P.P.,2013-11-29T00:00:00Z,-3.64856992190944,40.4067651082442
7,4637,TRAFALGAR -ALBURQUERQUE,2021-04-27T00:00:00Z,-3.70041956709921,40.4313142333174
1,4643,PL. CORTES,2021-07-22T00:00:00Z,-3.69590177825497,40.4157101144171
18,4647,STA. EUGENIA - FUENTESPINA - P.P.,,-3.60869490690031,40.3790689949554
14,4645,HACIENDA PAVONES 174-204 - P.P.,,-3.64024666857474,40.4025457566758
16,4646,MAR CASPIO - ARZUA - P.P.,,-3.64710366658596,40.4736932350159
20,2278,AV. LUIS ARAGONES - ESTADIO,2017-09-16T00:00:00Z,-3.60357092094585,40.4379939978767
6,1939,GTA. MONFORTE LEMOS,2006-08-03T00:00:00Z,-3.68921980374352,40.4746216803013
14,695,ARROYO FONTARRON - ENCOMIENDA PALACIOS,1976-07-07T00:00:00Z,-3.6476182346761,40.4002571223798
16,1722,AV. SAN LUIS - TOTANA,2002-07-23T00:00:00Z,-3.65308759538805,40.4720652365997
14,1747,DR. GARCIA TAPIA - CARRIL BICI - P.P.,2003-04-30T00:00:00Z,-3.62536527656819,40.4063568433342
18,944,TUNEL POZO TIO RAIMUNDO,1980-01-14T00:00:00Z,-3.65153711171395,40.3741430331813
15,1730,ARTURO SORIA - BRIVIESCA,2002-10-29T00:00:00Z,-3.66596204824516,40.4813691037406
19,2011,RIVAS - AV. PARQUE,2007-04-07T00:00:00Z,-3.58518937284548,40.3959742964513
5,148,PSO. HABANA - MATEO INURRIA,1965-09-27T00:00:00Z,-3.6790555850681,40.4675542630057
5,630,MEMORIAL 11 MARZO 2004 - CTE. FRANCO,1974-01-10T00:00:00Z,-3.67187557815776,40.4662699952813
20,1959,SUECIA - PSO. GINEBRA (SUR),2006-04-07T00:00:00Z,-3.60449381263262,40.4236695592365
8,2018,PSO. CASTELLANA - LA PAZ,2007-07-31T00:00:00Z,-3.68618939103412,40.4796976437373
15,323,VIRGEN PORTILLO - VIRGEN SAGRARIO,1968-09-10T00:00:00Z,-3.65061897764048,40.4376309998537
13,1311,CONVENIO - PICO JAVALON,1992-05-03T00:00:00Z,-3.67224689425768,40.3921782419056
5,1712,PADRE DAMIAN 37 - P.P.,2002-04-16T00:00:00Z,-3.68534787107748,40.460979395711
16,1060,MOTA CUERVO 18 - P.P.,1982-06-21T00:00:00Z,-3.63425750977952,40.464754340738
8,1077,MONFORTE LEMOS - COLEGIO PRINCIPE FELIPE,1983-06-05T00:00:00Z,-3.70064341858352,40.4799910040062
13,1097,AV. ENTREVIAS - RENFE,1984-09-17T00:00:00Z,-3.67221024103903,40.3897700708766
16,2101,INGENIERO EMILIO HERRERA - FUENTE DE LA MORA,2010-01-25T00:00:00Z,-3.66041164804397,40.4859554814038
11,1817,AV. DE LA PESETA -  MARAVEDI,2004-07-29T00:00:00Z,-3.74791070747898,40.3628080250518
11,1790,AV. DE LA PESETA - SALVADOR ALLENDE,2004-05-14T00:00:00Z,-3.75779600787946,40.3624233137525
9,862,FRANCOS RODRIGUEZ - PIRINEOS,1978-01-01T00:00:00Z,-3.7159030073584,40.4586693983436
10,453,OCAÑA - VALMOJADO,1971-07-28T00:00:00Z,-3.76034162957153,40.3863352173322
20,4564,AV. DE ARCENTALES - MIGUEL YUSTE - PARQUE PARAISO,2019-04-11T00:00:00Z,-3.62163218791751,40.4330558841776
6,1617,PSO. CASTELLANA - HNOS. PINZON,2000-02-15T00:00:00Z,-3.69099619580415,40.4491339869925
15,585,VITAL AZA - LUIS RUIZ,1973-07-17T00:00:00Z,-3.63991699854027,40.4329005934519
1,31,ALCALA - CEDACEROS,1960-01-01T00:00:00Z,-3.69862282319912,40.4181239125363
5,733,AGUSTIN FOXA - VASCONCELOS,1977-06-20T00:00:00Z,-3.68510112602424,40.4706110004187
16,1312,SANTA VIRGILIA - SANTA SUSANA,1992-12-03T00:00:00Z,-3.64591004330924,40.4771745777238
20,1981,DEYANIRA - CAMPEZO,2007-09-02T00:00:00Z,-3.58334057382913,40.4426122353213
20,2016,ARRASTARIA - SAMANIEGO,2007-07-20T00:00:00Z,-3.58602726072449,40.4467600877578
16,1299,CRTA. ESTACION HORTALEZA - VIRGEN DEL CARMEN,1992-01-27T00:00:00Z,-3.65624135520947,40.4732989477353
16,1268,AV. VIRGEN DEL CARMEN - TOTANA,1991-05-22T00:00:00Z,-3.6546499036019,40.4735701144469
16,1729,AV. SAN LUIS - LUIS BUITRAGO,2002-03-10T00:00:00Z,-3.65077154905578,40.4727142447268
19,1784,MINERVA - AV. AURORA BOREAL,2004-04-29T00:00:00Z,-3.60325513645887,40.3990337002006
18,2052,AV. ENSANCHE VALLECAS - GAVIA,2008-04-07T00:00:00Z,-3.61373906572833,40.3707053816261
18,2058,AV. ENSANCHE VALLECAS - PUEBLANUEVA - P.P.,2008-12-09T00:00:00Z,-3.61152892080589,40.3696979563004
8,1821,STO. DOMINGO DE LA CALZADA - CNO. DE SANTIAGO,2004-02-08T00:00:00Z,-3.6703457407658,40.5082370014066
9,1382,ARROYO POZUELO - BARDEGUERAL,1993-12-10T00:00:00Z,-3.77185046070413,40.4514150930845
1,2185,MEJIA LEQUERICA - BARCELO,2014-02-26T00:00:00Z,-3.69882852703403,40.4271377785916
2,200,PSO. DELICIAS - CANARIAS,1966-09-11T00:00:00Z,-3.69385434062289,40.4018708666946
4,440,GOYA - DR. ESQUERDO,1971-03-30T00:00:00Z,-3.66875831366216,40.4244421822831
5,2207,GRAL. LOPEZ POZAS - FRANCISCO SUAREZ,2014-11-20T00:00:00Z,-3.68552433427284,40.4649863809965
13,1502,AV. PABLO NERUDA - AV. PALOMERAS,1997-08-10T00:00:00Z,-3.64695501245015,40.3850788425785
13,1231,AV. PABLO NERUDA - DE LOS LEONESES,1990-09-26T00:00:00Z,-3.648304732016,40.3834420893798
13,1542,GLORIETA ASAMBLEA DE MADRID,1998-09-15T00:00:00Z,-3.66343766725248,40.3822845747531
14,1545,ENCOMIENDA PALACIOS 158 - P.P.,1998-10-16T00:00:00Z,-3.64182257854533,40.3999171593347
6,2270,JERONIMA LLORENTE -PAMPLONA,2017-06-07T00:00:00Z,-3.70625347309282,40.4552210631844
9,751,OSA MAYOR - PL. ROLLO,1977-04-10T00:00:00Z,-3.78513273517129,40.4591744017128
12,2094,RAFAELA YBARRA - M-40,2009-01-12T00:00:00Z,-3.71409731715721,40.3647083214128
4,871,O'DONNELL - LOPE RUEDA,1978-01-01T00:00:00Z,-3.67751071436727,40.4216381606604
14,599,CNO. VINATEROS - ARROYO MEDIA LEGUA,1973-10-26T00:00:00Z,-3.65549856016073,40.4106918497627
8,1661,ARZOBISPO MORCILLO - JULIO PALACIOS,2000-12-21T00:00:00Z,-3.69399150155414,40.4815828065332
6,2152,PSO. CASTELLANA - MONFORTE LEMOS,2013-02-14T00:00:00Z,-3.68692724703885,40.475070047069
8,2225,CNO. GANAPANES - BECERREÁ,2015-08-25T00:00:00Z,-3.71470008734581,40.4712371366996
9,1315,"AV. OSA MAYOR, 5 - P.P.",1992-03-18T00:00:00Z,-3.77497207674398,40.4609913362339
13,1298,AV. PABLO NERUDA - DE LOS ANDALUCES,1992-03-01T00:00:00Z,-3.641923357782,40.3917009378472
13,1246,EL BOSCO - BENJAMIN PALENCIA,1991-12-02T00:00:00Z,-3.64231886026273,40.3944512505541
11,482,NTRA. SRA. FATIMA - NTRA. SRA. LUZ,1971-09-12T00:00:00Z,-3.74692130046776,40.3842800857235
16,1921,MOSCATELAR - PUERTO SANTA MARIA - P.P.,2006-01-18T00:00:00Z,-3.65071821820395,40.4571579621217
20,1894,SOFIA - BUDAPEST,2005-02-08T00:00:00Z,-3.6011176142723,40.4272007188363
7,107,ALMAGRO - ZURBANO - ZURBARAN,1963-09-28T00:00:00Z,-3.69363696416387,40.4295774993555
7,509,ALMAGRO - MARQUES RISCAL,1972-05-17T00:00:00Z,-3.69273815690006,40.4305614054635
1,1843,GENOVA - MONTE ESQUINZA - P.P.,2004-09-23T00:00:00Z,-3.69270107880384,40.4261365592469
13,696,AV. PALOMERAS - PUERTO CARDOSO,1976-09-07T00:00:00Z,-3.65395803013851,40.3871356560386
13,736,AV. PALOMERAS - PEDRO LABORDE,1977-07-14T00:00:00Z,-3.64994347620447,40.386277481872
13,1254,CARLOS MARTIN ALVAREZ - JAVIER DE MIGUEL,1991-03-13T00:00:00Z,-3.66390958257203,40.388992914553
5,1191,AV. PIO XII - MADRE DIOS,1990-09-03T00:00:00Z,-3.67622739208431,40.4620855852787
3,2265,DR. ESQUERDO -RAFAEL SALAZAR,2017-05-04T00:00:00Z,-3.66946428089466,40.4155077949763
4,2279,AZCONA - ARDEMANS,2017-09-28T00:00:00Z,-3.67131131455961,40.4333404295483
5,1377,ALFONSO XIII - TORPEDERO TUCUMAN,1993-07-07T00:00:00Z,-3.67423363829036,40.4602897529401
5,812,ALFONSO XIII - PARAGUAY,1978-01-01T00:00:00Z,-3.67167028163274,40.4602123468225
5,1378,ALFONSO XIII - STA. MARIA MAGDALENA,1993-07-07T00:00:00Z,-3.66966401913369,40.4600420744986
4,785,DIEGO LEON - CASTELLO,1978-01-01T00:00:00Z,-3.68073614875845,40.4348233723034
6,2157,PABLO IGLESIAS - JUAN XXIII,2013-12-04T00:00:00Z,-3.71093595867885,40.4510392173615
21,1466,AV. LOGROÑO - BRIONES,1996-10-10T00:00:00Z,-3.58682981681302,40.4637673817251
1,427,PL. TIRSO MOLINA - DR. CORTEZO,1970-10-28T00:00:00Z,-3.70399252592511,40.4124694089811
1,621,CONCEPCION JERONIMA - DUQUE RIVAS,1974-01-06T00:00:00Z,-3.70642480505528,40.4139042025789
4,209,ALCALA - GRAL. DIAZ PORLIER - FELIPE II,1967-06-03T00:00:00Z,-3.67719397295516,40.4241307203194
4,16,ALCALA - GOYA,1960-01-01T00:00:00Z,-3.67575772985887,40.4247968885718
5,296,LOPEZ HOYOS - MANTUANO,1968-03-28T00:00:00Z,-3.67387801256349,40.4443802350451
13,1096,AV. ENTREVIAS - MENDEZ ALVARO,1984-09-17T00:00:00Z,-3.67570648654728,40.3918039528703
9,573,PTE. FRANCESES - AV. VALLADOLID,1973-08-06T00:00:00Z,-3.73453766668722,40.4341861989167
4,1266,AZCONA - VILLAFRANCA,1991-05-14T00:00:00Z,-3.6657732149005,40.436028171512
7,1522,CEA BERMUDEZ - GAZTAMBIDE,1998-04-29T00:00:00Z,-3.71522066438473,40.4391347693661
1,892,AMANIEL - NOVICIADO,1978-07-11T00:00:00Z,-3.70927213016622,40.4257525493305
8,1799,VALLE DE MENA - JUAN ANDRES,2004-06-29T00:00:00Z,-3.72292784092023,40.471893492555
19,1935,MINERVA - TITANIO,2006-07-03T00:00:00Z,-3.60073092883289,40.4016870898433
10,1356,CJAL. FRANCISCO JOSE JIMENEZ M. - ALHAMBRA,1992-12-23T00:00:00Z,-3.74466179684424,40.4006802653731
10,1398,CJAL. FRANCISCO JOSE JIMENEZ M. - HURTUMPASCUAL,1994-11-23T00:00:00Z,-3.74309828581312,40.4009214686494
7,2220,PSO. CASTELLANA - PEDRO DE VALDIVIA - P.P.,2015-07-22T00:00:00Z,-3.69072078421279,40.4393230152356
6,1987,MARQUES VIANA - CEUTA - P.P.,2007-02-04T00:00:00Z,-3.69947865365658,40.4611752007228
9,1324,SINESIO DELGADO - NAVALPERAL,1992-12-05T00:00:00Z,-3.72921792897157,40.4600015855065
9,387,SINESIO DELGADO - DEHESA VILLA,1969-12-11T00:00:00Z,-3.72982548918697,40.4564099452361
9,978,AV. COMPLUTENSE - PARANINFO - ANTONIO NOVAIS,1980-10-17T00:00:00Z,-3.7279963829319,40.4482528174916
20,10025,SOFIA - JULIA GARCIA BOUTAN,2020-08-20T00:00:00Z,-3.60194979642563,40.4307464464641
2,1740,PSO. SANTA MARIA CABEZA - MARTIN SOLER,2002-12-30T00:00:00Z,-3.69769934899714,40.4027038077246
2,637,PTE. PRAGA - M-30 INTERIOR ENTRADA,1974-11-11T00:00:00Z,-3.70348288373742,40.3962278987149
6,795,GRAL. PERON - AVILA - INFANTA MERCEDES,1978-01-01T00:00:00Z,-3.69927639635995,40.4531219320007
6,1714,PSO. CASTELLANA - RAFAEL SALGADO - P.P.,2002-12-06T00:00:00Z,-3.69037457710672,40.4541874730345
13,1084,AV. ENTREVIAS - VILLACARRILLO - P.P.,1983-11-14T00:00:00Z,-3.66166491284941,40.3770587807124
5,1309,ALBERTO ALCOCER - VICTOR ANDRES BELAUNDE,1992-02-28T00:00:00Z,-3.68025105700334,40.4586326717848
10,567,VIA CARPETANA - LAGUNA,1973-04-27T00:00:00Z,-3.74229746485007,40.3919123749971
10,767,CEBREROS - CONEX. LUCERO,1977-08-11T00:00:00Z,-3.74790149306321,40.4045382151717
18,2106,AV. SUERTES - RAFAEL LEON,2010-12-05T00:00:00Z,-3.59939423217497,40.367088316468
7,493,GUZMAN EL BUENO - RODRIGUEZ SAN PEDRO,1972-02-23T00:00:00Z,-3.71341174740393,40.4318099348483
13,534,AV. DE LA ALBUFERA - FERNANDO PRIMO DE RIVERA,1972-09-11T00:00:00Z,-3.6650327223782,40.396112971256
13,537,AV. DE LA ALBUFERA - PAYASO FOFO,1972-11-15T00:00:00Z,-3.65883391069556,40.392822431717
13,694,AV. DE LA ALBUFERA - AV. BUENOS AIRES,1976-06-07T00:00:00Z,-3.65364694393547,40.3915471099472
7,84,JOSE ABASCAL - ZURBANO,1960-01-01T00:00:00Z,-3.69288900777524,40.4381425274785
15,532,JOSE DEL HIERRO - MISTERIOS,1972-10-28T00:00:00Z,-3.6422260174932,40.4409832657371
18,1753,GONZALEZ DAVILA - LUIS I - P.P.,2003-06-23T00:00:00Z,-3.63918330255601,40.3767767853845
20,569,INSTITUCION LIBRE ENSEÑANZA - POBLADURA VALLE,1973-05-22T00:00:00Z,-3.62657420781729,40.4221592428707
20,681,INSTITUCION LIBRE ENSEÑANZA - VILLAESCUSA,1975-05-12T00:00:00Z,-3.62535048160912,40.420485816378
20,1156,PLAZA ALSACIA  - FUENTE CARRANTONA - GUADALAJARA,1987-11-13T00:00:00Z,-3.62358774360523,40.4177355641271
18,538,SAN JAIME - PUERTO PILAS,1972-11-15T00:00:00Z,-3.62760308451215,40.3792970510471
13,452,PUERTO BALBARAN - ESTACION - P.P.,1971-07-21T00:00:00Z,-3.65618063764871,40.3764635302904
3,1345,ALFONSO XII - MONTALBAN,1992-04-11T00:00:00Z,-3.68886825668409,40.4180021409939
15,1055,AV. DAROCA - VEREDA DEL CARMEN,1982-02-04T00:00:00Z,-3.65176486986756,40.4292069608949
16,2031,AV. LOGROÑO - M-40 - P.P.,2007-10-19T00:00:00Z,-3.60579770359026,40.452399725247
11,737,JOAQUIN TURINA - ROA P.P.,1977-07-20T00:00:00Z,-3.75303153199498,40.3725156061442
19,706,SAN CIPRIANO - LAGO LEMAN,1976-08-19T00:00:00Z,-3.60539178587938,40.4040286981913
19,1003,PSO.  ARTILLEROS - CALAHORRA - VILLAJIMENA,1981-12-04T00:00:00Z,-3.60947532168219,40.4077632832092
18,2044,GRAN VIA DEL ESTE - GTA.,2008-02-29T00:00:00Z,-3.62097409811763,40.3843446478558
13,2045,CTRA. VICALVARO VALLECAS - BRUNO ABUNDEZ,2013-08-21T00:00:00Z,-3.62795664826774,40.3831518687883
7,213,FERNANDEZ DE LOS RIOS - ISAAC PERAL,1967-03-21T00:00:00Z,-3.71825036001012,40.4355233073704
16,2263,NICETO ALCALA ZAMORA 81 - P.P.,2017-03-15T00:00:00Z,-3.65522014439198,40.4981556752488
10,928,"SESEÑA, 28 - P.P.",1979-10-23T00:00:00Z,-3.76074072708334,40.3986662836822
13,1085,PEÑA PRIETA 54 - P.P.,1983-09-12T00:00:00Z,-3.66513641394066,40.4016536286714
4,867,JORGE JUAN - MAIQUEZ - LOMBIA,1978-01-01T00:00:00Z,-3.67272945362101,40.4232168390394
20,1153,AV. CANILLEJAS A VICALVARO - POBLADURA VALLE,1987-10-29T00:00:00Z,-3.6113717524431,40.4269773244767
20,717,AV. GUADALAJARA - AV. CANILLEJAS A VICALVARO,1977-01-28T00:00:00Z,-3.61135827953451,40.422788960152
16,4580,FCO. PI Y MARGALL - ISABEL CLARA EUGENIA,2020-04-09T00:00:00Z,-3.64913665962744,40.4863670941782
1,30,ALCALA - GRAN VIA,1960-01-01T00:00:00Z,-3.69674465233629,40.418714709267
1,45,GRAN VIA - SAN BERNARDO,1960-01-01T00:00:00Z,-3.70793595212586,40.4215690772657
9,2137,QUINTANA - MARTIN DE LOS HEROS,2012-12-07T00:00:00Z,-3.71680406833739,40.4281264475771
6,1480,FRANCOS RODRIGUEZ - NUMANCIA,1997-01-21T00:00:00Z,-3.70976724373336,40.4571315073814
