distrito,id,descripcion,fecha_inst,longitud,latitud
9,864,AV. NUEVA ZELANDA - ISLA OZA,1978-01-01T00:00:00Z,-3.72370081906455,40.4644999644931
9,1919,ALC. MARTIN ALZAGA - ARCINIEGA - P.P. 2,2005-12-30T00:00:00Z,-3.71401681186082,40.4633128299563
6,2252,"PSO. DIRECCION , 308 - ALBERDI",2016-03-08T00:00:00Z,-3.7064672379043,40.4698093896011
8,1259,SINESIO DELGADO - GINZO LIMIA,1991-09-04T00:00:00Z,-3.70185756571407,40.4739609835712
8,844,MELCHOR FERNANDEZ ALMAGRO - GINZO LIMIA,1978-01-01T00:00:00Z,-3.70337606564782,40.4769477563613
8,1739,SINESIO DELGADO - PARQUE - P.P.,2002-12-26T00:00:00Z,-3.70712185921021,40.4716292250588
6,1634,AV. ASTURIAS - PSO. DIRECCION,2000-06-21T00:00:00Z,-3.69952654436034,40.4722939797504
8,1500,MONFORTE LEMOS - POLIDEPORTIVO - P.P.,1997-09-24T00:00:00Z,-3.69421974783513,40.4793642312513
8,1122,PTE. BEGOÑA - SAN MODESTO,1986-05-22T00:00:00Z,-3.68930692095488,40.4844350538715
5,2260,CORAZON DE MARIA - SAN NAZARIO,2017-01-26T00:00:00Z,-3.66631010971254,40.4486569848906
5,1079,CLARA DEL REY - ALUSTANTE- POETA CLAUDIO RODRIGUEZ,1983-07-07T00:00:00Z,-3.67070702538128,40.4421357803599
5,244,CLARA REY - CARTAGENA,1967-08-24T00:00:00Z,-3.67402322289244,40.4400235459194
4,420,CARTAGENA - PILAR ZARAGOZA,1970-09-23T00:00:00Z,-3.67030249110775,40.4345949282594
4,256,MARTINEZ IZQUIERDO - FRANCISCO ALTIMIRAS,1967-11-20T00:00:00Z,-3.66475827024094,40.4352841119107
4,690,AV. BRASILIA - AV. BONN,1976-02-07T00:00:00Z,-3.66148920932666,40.4385017364422
4,1478,CARTAGENA 69 - P.P.,1996-10-12T00:00:00Z,-3.67079804414447,40.4370365471872
4,1699,AZCONA - CAMILO JOSE CELA,2002-01-16T00:00:00Z,-3.66724608371853,40.4354250284682
8,4572,MONFORTE DE LEMOS 72-74 P.P.,2019-07-17T00:00:00Z,-3.7135369630117,40.4776142075016
5,806,PADRE DAMIAN - PROF. WAKSMAN,1978-01-01T00:00:00Z,-3.68690420131804,40.4560806152418
10,689,DUQUESA PARCENT 54,1976-06-25T00:00:00Z,-3.74748662257003,40.395408588346
10,553,ALHAMBRA 80 - P.P.,1973-02-22T00:00:00Z,-3.74388602336855,40.3967990346845
10,667,GTA. DE LOS CARMENES,1975-06-27T00:00:00Z,-3.74359200108367,40.3955039490302
10,1310,VILLASANDINO - VILLAMANIN - VILLAGARCIA,1992-02-28T00:00:00Z,-3.7533304385105,40.4055963196437
9,1353,AV. OSA MAYOR - ARANDIGA,1992-11-12T00:00:00Z,-3.7902395073795,40.4576017934492
12,1961,RAFAELA YBARRA - PARQUE VIRGEN PALOMA,2006-05-07T00:00:00Z,-3.71207857279452,40.3779497120935
8,2188,AV. SANTUARIO VALVERDE - MONASTERIO DE  LAS HUELGAS,2014-04-15T00:00:00Z,-3.70668492161423,40.505611341751
8,2026,MONASTERIO ESCORIAL 73 - P.P.,2007-09-17T00:00:00Z,-3.69579328138327,40.5068146340152
8,1977,MONASTERIO PAULAR - MONASTERIO SUSO YUSO,2006-07-11T00:00:00Z,-3.70044210987092,40.5021387321899
8,2053,MONASTERIO ESCORIAL - CTRA. PARDO,2008-09-07T00:00:00Z,-3.71367949161825,40.5032996442584
11,1789,AV. DE LA PESETA - VALLE DE BOI,2004-05-17T00:00:00Z,-3.76392887219355,40.366195494489
10,2097,CTRA. AL Bº DE LA FORTUNA - PINAR SAN JOSE,2009-12-18T00:00:00Z,-3.7775007300475,40.3642276975004
10,903,AV. AVIACION - MONROY,1979-08-02T00:00:00Z,-3.78346808141719,40.3775117322638
11,1208,CNO. VIEJO LEGANES - ALEJANDRO SANCHEZ,1990-04-07T00:00:00Z,-3.72518662771297,40.3906207973468
10,1996,AV. PORTUGAL - PTA. ANGEL,2007-04-05T00:00:00Z,-3.72961210064494,40.4145009289893
10,1997,AV. PORTUGAL - RECINTO FERIAL - P.P.,2007-04-05T00:00:00Z,-3.73887781260681,40.4109256756755
10,1493,CJAL. FRANCISCO JOSE JIMENEZ M. - CARAMUEL,1997-07-15T00:00:00Z,-3.72963411028548,40.4035339885807
10,1011,VIA CARPETANA - CARAMUEL,1981-02-07T00:00:00Z,-3.72981695514063,40.4022920728989
10,1451,SEPULVEDA - GOTARRENDURA,1996-03-13T00:00:00Z,-3.7364790002261,40.4038470242614
11,1073,GRAL. RICARDOS - EUGENIA MONTIJO - P.P.,1983-04-18T00:00:00Z,-3.74500409802543,40.3807803057941
5,248,VITRUVIO - JORGE MANRIQUE,1967-09-30T00:00:00Z,-3.68809194745514,40.4434226486749
5,811,ALBERTO ALCOCER - JUAN RAMON JIMENEZ,1978-01-01T00:00:00Z,-3.68678457772441,40.4588786689127
13,1769,AV. SAN DIEGO - PTO. DE LA BONAIGUA,2003-10-21T00:00:00Z,-3.66616330371753,40.3851986665331
11,560,JOAQUIN TURINA - COLEGIO JUAN XXIII,1973-12-04T00:00:00Z,-3.7588286143,40.3721333682545
11,1970,JOAQUIN TURINA - SITIO ESCORIAL,2006-09-20T00:00:00Z,-3.76084056595088,40.3723843203973
10,915,AV. AVIACION - RAFAEL FINAT,1979-03-20T00:00:00Z,-3.77323412880848,40.3743113561985
1,176,AMANIEL - REYES - ALAMO,1966-07-06T00:00:00Z,-3.70906820232366,40.4243251023937
8,554,AV. GUARDIA - MANUEL ALONSO P.P.,1973-05-03T00:00:00Z,-3.7769114849101,40.520286668086
12,1645,MIRASIERRA - CUESTA,2000-09-25T00:00:00Z,-3.70709353642806,40.3901042869659
20,6,SAN HILARIO - AV. LUIS ARAGONES,2011-12-16T00:00:00Z,-3.60522023163244,40.4462283116985
4,2107,SERRANO - GRAL. ORAA,2010-05-13T00:00:00Z,-3.68642696813998,40.4363075084997
4,1223,VELAZQUEZ - PADILLA,1990-09-17T00:00:00Z,-3.68361564075419,40.4315775527003
20,497,ALCALA - RUFINO GONZALEZ,1972-02-28T00:00:00Z,-3.62798901591179,40.4406105532184
15,1877,NICOLAS SALMERON - RODRIGO DE TRIANA - P.P.,2005-01-02T00:00:00Z,-3.63196799400877,40.4204885129872
8,988,AV. ILUSTRACION - AV. BETANZOS,1981-06-02T00:00:00Z,-3.71295466241774,40.4802976024911
13,1201,AV. BUENOS AIRES - SIERRA SALVADA,1990-05-23T00:00:00Z,-3.65302466801104,40.3895176217919
13,1192,AV. BUENOS AIRES - ARROYO DEL OLIVAR,1990-03-15T00:00:00Z,-3.65297372252492,40.3882721607678
2,1891,PSO. ACACIAS 15 - P.P.,2005-06-21T00:00:00Z,-3.70504555949133,40.4043250147713
19,1676,SAN CIPRIANO - AV. GRAN VIA DEL ESTE,2001-10-05T00:00:00Z,-3.59667786255243,40.4020446928281
5,294,LOPEZ HOYOS - RAMOS CARRION,1968-03-28T00:00:00Z,-3.66964838462123,40.4471069240679
5,1218,CORAZON MARIA - RAMOS CARRION,1990-10-08T00:00:00Z,-3.66668499802362,40.446310782127
5,1080,PUERTO RICO - URUGUAY,1983-08-23T00:00:00Z,-3.6741407949008,40.4551245598586
17,1691,VILLALONSO - JUAN PEÑALVER,2001-10-31T00:00:00Z,-3.71343534630449,40.3491875415365
8,1592,AFUERAS VALVERDE - BELLA ALTISIDORA,1999-07-30T00:00:00Z,-3.69247502145211,40.4981359662061
8,4525,MONASTERIO EL ESCORIAL - MONASTERIO ARLANZA,2018-06-20T00:00:00Z,-3.69259861445868,40.5106875765546
8,1851,MONASTERIO SILOS - MONASTERIO MONTESCLAROS,2004-11-11T00:00:00Z,-3.70266517481106,40.5033335070606
8,2237,MARIA DE MAEZTU - MARIA CASARES,2018-04-25T00:00:00Z,-3.7238345041846,40.4937775240978
13,4620,CONVENIO - AV. SAN DIEGO,2021-03-26T00:00:00Z,-3.67179670744301,40.3898466147065
16,2173,FCO. PI Y MARGALL - PL. ALCALDE MORENO TORRES,2013-07-15T00:00:00Z,-3.65488201754657,40.4881959771198
18,1792,REAL DE ARGANDA - RONDA DE LAS SUERTES - P.P.,2004-06-23T00:00:00Z,-3.61606320473021,40.3794445709305
7,1459,BRAVO MURILLO - GARCIA PAREDES,1996-08-23T00:00:00Z,-3.70426118079491,40.4371786954574
2,1385,JUAN DUQUE - PSO. MELANCOLICOS,1993-03-12T00:00:00Z,-3.71963322261616,40.4083139108836
1,771,TOLEDO - CONCEPCION JERONIMA - COLEGIATA,1977-12-14T00:00:00Z,-3.70744569781217,40.4133947884174
4,159,PPE. VERGARA - JORGE JUAN,1966-01-15T00:00:00Z,-3.68030272185067,40.4235905827271
11,311,GRAL. RICARDOS - PSO. MARCELINO CAMACHO,1968-03-07T00:00:00Z,-3.739537964934,40.3846216651203
11,1013,GRAL. RICARDOS - BLASON,1981-07-24T00:00:00Z,-3.74117029095312,40.3834310188162
15,1392,FRANCISCO VILLAESPESA - JOSE MARIA PEREDA,1994-03-08T00:00:00Z,-3.64763094721086,40.4289321545716
15,1514,FRANCISCO VILLAESPESA - LEDESMA,1998-12-02T00:00:00Z,-3.64677529920595,40.4290232377508
15,1388,FRANCISCO VILLAESPESA - LAGO CONSTANZA,1994-06-06T00:00:00Z,-3.64589764746619,40.4291435122912
1,42,PLAZA DE COLON,1960-01-01T00:00:00Z,-3.69048494658091,40.4252304572082
6,794,GRAL. PERON - POETA JOAN MARAGALL,1978-01-01T00:00:00Z,-3.69249550556885,40.452254600019
15,656,INSTITUCION LIBRE ENSEÑANZA - MIGUEL FLETA,1975-05-15T00:00:00Z,-3.63315409084563,40.4310409468344
20,1045,AV. CANILLEJAS A VICALVARO - HINOJAL - COLEGIO,1982-01-26T00:00:00Z,-3.61174081642049,40.4326427265434
20,625,AV. CANILLEJAS A VICALVARO 101 - P.P.,1974-02-07T00:00:00Z,-3.61138060668493,40.4310510542627
14,1923,ARROYO FONTARRON 24 - P.P. - COLEGIO,2006-08-02T00:00:00Z,-3.63361445061662,40.3952380558661
10,1366,"VALMOJADO, 163",1993-04-28T00:00:00Z,-3.75846715544867,40.3908916231948
5,802,PSO. HABANA - IFTA. MARIA TERESA,1978-01-01T00:00:00Z,-3.68351411599696,40.4543889704327
5,1585,SERRANO 224 - P.P.,1999-04-06T00:00:00Z,-3.68069416364968,40.4527646653905
8,2203,AV. SANTUARIO VALVERDE - MONASTERIO ARLANZA,2014-11-27T00:00:00Z,-3.69383429273023,40.5112782553255
8,2240,COSTA BRAVA - MONASTERIO HUELGAS,2016-07-03T00:00:00Z,-3.70851150752721,40.4985578394904
8,4540,MONASTERIO SILOS - MONASTERIO PAULAR,2018-10-25T00:00:00Z,-3.70050776749017,40.5032373969392
5,371,CONCHA ESPINA - RODRIGUEZ MARIN,1969-01-08T00:00:00Z,-3.67878148451521,40.4516545042878
4,51,MARIA MOLINA - NUÑEZ BALBOA,1960-01-01T00:00:00Z,-3.6817530067272,40.4375950487347
11,2059,PSO. MARCELINO CAMACHO - CASTROJERIZ,2008-09-18T00:00:00Z,-3.74075455208415,40.385771106991
5,400,GTA. LOPEZ HOYOS - FRANCISCO SILVELA,1970-04-06T00:00:00Z,-3.68062644630432,40.4404301370389
13,1221,AV. BUENOS AIRES - PEDRO LABORDE,1990-08-24T00:00:00Z,-3.65309427187433,40.3840537886163
7,408,GUZMAN EL BUENO - MELENDEZ VALDES,1970-07-07T00:00:00Z,-3.71332259711172,40.4330105818917
13,1196,AV. ENTREVIAS - CALERO PITA - P.P.,1990-04-04T00:00:00Z,-3.66969914818933,40.3833052786925
5,555,PRADILLO - MARCENADO,1973-04-04T00:00:00Z,-3.67386698570948,40.4487506434498
8,4526,STO. DOMINGO DE LA CALZADA - CAPISCOL P.P.,2018-11-05T00:00:00Z,-3.67573620186686,40.5085977058379
5,1544,PRADILLO - PANTOJA,1998-01-10T00:00:00Z,-3.67234387338168,40.4489164916084
8,1749,GABRIELA MISTRAL - LEOPOLDO ALAS CLARIN - P.P.,2003-06-20T00:00:00Z,-3.73716726460568,40.4804949928148
8,1849,MONTECARMELO - MONASTERIO SUSO Y YUSO,2004-08-11T00:00:00Z,-3.69768707917283,40.5026555520484
15,2068,ALCALA - LOS URQUIZA,2009-01-21T00:00:00Z,-3.64634580856345,40.4339496848156
15,1425,ALCALA - FEDERICO GUTIERREZ,1995-07-20T00:00:00Z,-3.64495711932852,40.4346764106296
8,2050,ARROYO DEL MONTE P.P. - GABRIELA MISTRAL,2008-06-13T00:00:00Z,-3.73600405676565,40.4844671613766
8,2024,ROSALIA CASTRO - P.P.,2007-09-17T00:00:00Z,-3.73350401383007,40.4851280255132
8,2051,AV. ARROYOFRESNO - FUENTELAREYNA - P.P.,2008-06-18T00:00:00Z,-3.74355896960955,40.4741798719866
12,729,MARCELO USERA - ALMENDRALES,1977-10-06T00:00:00Z,-3.70052396897132,40.3874711967646
8,1637,GTA. IRENE GUTIERREZ CABA,2000-06-28T00:00:00Z,-3.73444729674944,40.4856074335978
18,399,PL. SIERRA GADOR - REAL ARGANDA,1970-05-25T00:00:00Z,-3.62143533590288,40.3797359735756
15,705,POETA BLAS DE OTERO - PABLO LAFARGUE,1976-08-08T00:00:00Z,-3.65176562903066,40.4219653682243
13,959,EMBAJADORES - A-4 - PASO INFERIOR,1980-09-04T00:00:00Z,-3.67703285864374,40.3694793728934
8,2027,MONASTERIO SILOS 73 - P.P.,2007-09-17T00:00:00Z,-3.69476474803341,40.5063333493088
20,1582,ALCALA - ALFONSO GOMEZ - CAMPECHE,1999-05-21T00:00:00Z,-3.63013714571091,40.4400403972982
8,2028,MONASTERIO SUSO Y YUSO 49 - P.P.,2007-09-17T00:00:00Z,-3.69356570859392,40.5057374251597
20,658,INSTITUCION LIBRE ENSEÑANZA - CASTILLO UCLES - GANDHI,1975-05-16T00:00:00Z,-3.62945487346225,40.4261515425396
20,663,INSTITUCION LIBRE ENSEÑANZA - AV. ARCENTALES,1975-05-25T00:00:00Z,-3.62832588967741,40.4244776353832
20,2180,POBLADURA VALLE - ARCOS DE JALON,2013-11-15T00:00:00Z,-3.62568565608036,40.4224889590628
2,490,EMBAJADORES - SEBASTIAN ELCANO - MORATINES,1972-01-27T00:00:00Z,-3.70169806983255,40.4039288482959
2,1140,PSO. YESERIAS - AC. PQUE. ARGANZUELA,1987-09-05T00:00:00Z,-3.7088464757388,40.3985240130498
2,4522,"Pº ACACIAS 65-67, P.P",2017-12-28T00:00:00Z,-3.71255130773016,40.4016033034298
6,2258,PSO. DIRECCION - ALBERDI,2016-12-29T00:00:00Z,-3.70806366952964,40.4657108616306
12,937,RAFAELA YBARRA - CRISTO VICTORIA,1979-12-28T00:00:00Z,-3.71181154378194,40.3786214915103
12,4570,RAFAELA YBARRA - JUAN ZOFIO - P.P.,2019-09-09T00:00:00Z,-3.71125823134641,40.3812871206917
8,911,AV. CARDENAL HERRERA ORIA 292 - P.P.,1979-02-28T00:00:00Z,-3.72618298978783,40.4788103758
7,2228,ALMAGRO -GRAL. ARRANDO,2015-07-10T00:00:00Z,-3.69197015507781,40.4317677964478
3,551,MENENDEZ PELAYO - GRANADA,1973-02-13T00:00:00Z,-3.68030896033992,40.4052152990443
5,221,SERRANO - SEGRE - CINCA,1967-06-05T00:00:00Z,-3.682379556049,40.4502305321678
2,1145,PSO. PONTONES - SANTA CASILDA,1987-04-06T00:00:00Z,-3.71468596527844,40.4053257773658
12,1658,AV. POBLADOS - COLEGIO PRADOLONGO,2000-12-21T00:00:00Z,-3.70894415494452,40.3724434381648
5,1435,PSO. HABANA - HERREROS TEJADA,1995-09-28T00:00:00Z,-3.68193645993342,40.4555976117799
7,89,GTA. QUEVEDO,1960-01-01T00:00:00Z,-3.70426271712387,40.4336199529806
16,1673,CUEVAS ALMANZORA - BACARES,2001-03-30T00:00:00Z,-3.66106817585163,40.4753492482167
15,582,ARTURO SORIA - RAMONET,1973-07-17T00:00:00Z,-3.66668029687024,40.4689496378195
15,594,ARTURO SORIA - MANUEL URIBE,1973-09-18T00:00:00Z,-3.66537412055634,40.464240246548
8,1044,FERMIN CABALLERO - ESQUIVIAS - COLEGIO - P.P.,1982-01-14T00:00:00Z,-3.71167110030129,40.4823211153817
4,624,"ALCALA 215, P.P. - MAESTRO ALONSO",1974-06-25T00:00:00Z,-3.66540474259603,40.4297352097919
11,1321,NTRA. SRA. FATIMA - CODORNIZ,1992-04-23T00:00:00Z,-3.74835785857453,40.3806604922741
11,967,FEDERICO GRASES - ALBA TORMES,1992-05-08T00:00:00Z,-3.74500088287623,40.3762947351257
12,231,AV. POBLADOS - CTRA. TOLEDO,1967-06-17T00:00:00Z,-3.71974548098558,40.3737672743494
18,2135,CTRA. VILLAVERDE - TORRE DON MIGUEL - P.P.,2012-06-28T00:00:00Z,-3.6432027832974,40.3707842618719
17,2077,CRA. CCHEL A VILLAVERDE-LAGUNA RODRIGO,2009-05-27T00:00:00Z,-3.70718426880758,40.3513238320056
6,1280,PSO. CASTELLANA - MATILDE LANDA,1991-08-23T00:00:00Z,-3.68834671787663,40.4710648299318
8,2275,AV. HERRERA ORIA - DR. GUIU,2017-09-26T00:00:00Z,-3.73620796164381,40.4771881780518
4,187,CARTAGENA - MARTINEZ IZQUIERDO,1966-08-29T00:00:00Z,-3.67046807159361,40.43306297976
4,934,AV. TOREROS - JULIO CAMBA,1979-06-12T00:00:00Z,-3.66511375431853,40.4325064374946
18,1547,AV. MEDITERRANEO - PUENTELARRA,1998-10-16T00:00:00Z,-3.60556500952617,40.3845157647355
20,1167,ALBERIQUE - AMPOSTA,1988-10-19T00:00:00Z,-3.62270743350173,40.4279501169356
12,1056,AV. EDUARDO BARREIROS - SALVADOR MARTINEZ,1982-05-18T00:00:00Z,-3.69694845889101,40.3670415410879
8,840,AV. CARDENAL HERRERA ORIA 279 - P.P.,1978-01-01T00:00:00Z,-3.72492998774104,40.4793429637192
8,833,AV. CARDENAL HERRERA ORIA - ISLA DE AROSA,1978-01-01T00:00:00Z,-3.71755912088992,40.4823357357258
20,1063,ALBARRACIN - JULIAN CAMARILLO,1982-09-23T00:00:00Z,-3.63221628706688,40.4339275063616
13,1457,AV. ENTREVIAS - TIMOTEO PEREZ RUBIO,1996-06-08T00:00:00Z,-3.67180187793091,40.3881256510072
6,1633,AV. ASTURIAS - SOROLLA - MONTOYA,2000-06-21T00:00:00Z,-3.69683762704413,40.470294268549
6,1785,VIA LIMITE - INSTITUTO TETUAN VICTORIAS - P.P.,2004-10-05T00:00:00Z,-3.69748418808398,40.4728315969855
12,2128,GUETARIA - VILLABONA P.P,2011-07-21T00:00:00Z,-3.71555022615222,40.3689638528782
7,4536,GUZMAN EL BUENO - AVIACION ESPAÑOLA,2018-08-10T00:00:00Z,-3.71278429050252,40.4400347890335
19,1928,MINERVA - CALIZA,2006-02-20T00:00:00Z,-3.60451983226444,40.3978598047016
6,109,PSO. CASTELLANA - ALBERTO ALCOCER,1963-12-30T00:00:00Z,-3.69008099278995,40.4589918346984
6,1049,PSO. CASTELLANA - PTOR. JUAN GRIS,1982-10-03T00:00:00Z,-3.69059179834957,40.457617407792
15,1327,SALVADOR MADARIAGA - VERDAGUER GARCIA,1992-06-25T00:00:00Z,-3.65696295950133,40.4397536301803
17,2231,VALLE TOBALINA-BASCUÑUELOS,2015-04-12T00:00:00Z,-3.71540813344181,40.3376568365762
10,151,PSO. EXTREMADURA - REPULLES VARGAS,1965-10-11T00:00:00Z,-3.73500710305138,40.4112475084766
13,1144,AV. PABLO NERUDA - MIGUEL HERNANDEZ,1987-05-18T00:00:00Z,-3.64040287716953,40.3938100864744
8,2238,SENDA DEL INFANTE - MARIA DE MAEZTU,2018-04-25T00:00:00Z,-3.72493847438852,40.4927650218137
8,4558,MONASTEIRIO DE SILOS - MONASTERIO CAAVEIRO,2019-10-07T00:00:00Z,-3.69632497538994,40.5046592577957
5,4591,"PRADILLO 43,P.P",2020-06-30T00:00:00Z,-3.66999544100584,40.4492874365254
8,1194,MONFORTE LEMOS - PUENTECESURES,1990-03-20T00:00:00Z,-3.69667603048087,40.4796226584299
5,1024,CORAZON MARIA - LUIS SALAZAR,1981-09-22T00:00:00Z,-3.66640591753333,40.4473956012468
4,421,CARTAGENA - FERRER  DEL RIO,1970-09-25T00:00:00Z,-3.66988817136794,40.4361396919877
3,550,MENENDEZ PELAYO - VALDERRIBAS,1973-12-02T00:00:00Z,-3.67961658394885,40.4062535161442
8,1036,MONFORTE LEMOS - PEDRO RICO,1981-11-20T00:00:00Z,-3.69125898764918,40.4788398654889
7,149,ELOY GONZALO - GRAL. ALVAREZ CASTRO,1965-09-29T00:00:00Z,-3.7016980750471,40.4342288273541
7,417,ELOY GONZALO - SANTISIMA TRINIDAD,1970-08-19T00:00:00Z,-3.70021826940368,40.4345850714461
7,492,FUENCARRAL - GONZALO CORDOBA,1972-02-17T00:00:00Z,-3.70365333115598,40.4321172474924
13,1110,BENJAMIN PALENCIA - PIO FELIPE,1986-02-13T00:00:00Z,-3.65164851107876,40.3954637909981
1,670,RDA. SEGOVIA - GIL IMON - P.P.,1975-09-09T00:00:00Z,-3.71534251603354,40.4081072578043
2,1423,TOLEDO -JUAN ANTONIO VALLEJO-NAJERA BOTAS,1995-06-29T00:00:00Z,-3.71321679161247,40.4032888145482
14,478,PL. ENCUENTRO,1971-11-26T00:00:00Z,-3.65142836365771,40.4055870775644
4,55,FRANCISCO SILVELA - DIEGO LEON,1960-01-01T00:00:00Z,-3.67464863959315,40.4346329892925
20,2021,CTRA. ACC. ESTACION O'DONNELL - PIRRA,2007-06-09T00:00:00Z,-3.59350275819334,40.446188924279
18,2061,AV. ENSANCHE VALLECAS - FERNANDO CHUECA - P.P.,2008-02-10T00:00:00Z,-3.59411570919934,40.3610454808622
18,2076,AV. GRAN VIA DEL SURESTE - AV. ENSANCHE  VALLECAS,2009-05-13T00:00:00Z,-3.59180957307011,40.3599735797222
3,1580,ALC. SAINZ BARANDA - ANTONIO CASERO,1999-05-13T00:00:00Z,-3.66539267411886,40.4192508076978
8,1640,GTA. OLGA RAMOS,2000-06-28T00:00:00Z,-3.72349556920675,40.4918346376999
10,2091,VIA CARPETANA - ARROYO VALDECELADA,2009-10-20T00:00:00Z,-3.734396858139,40.3988245228215
10,1840,AV. SEPULVEDA - AV. CAPRICHOS,2004-03-09T00:00:00Z,-3.72902042796244,40.4067081174295
11,1812,VIA LUSITANA - AGUACATE,2004-07-29T00:00:00Z,-3.74105500270633,40.3676490035875
2,168,PSO. DELICIAS - DELICIAS,1966-04-14T00:00:00Z,-3.69357114780625,40.4041265247894
3,152,AV. CIUDAD BARCELONA - ALFONSO XII,1965-12-30T00:00:00Z,-3.68899472617329,40.4070049316804
2,283,PSO. SANTA MARIA CABEZA - DELICIAS,1968-01-02T00:00:00Z,-3.69581343590441,40.4042559897849
20,1336,AV. ARCENTALES - P.P.,1992-03-09T00:00:00Z,-3.62309767339402,40.4285195247826
10,1616,OCAÑA 203 - P.P.,2000-01-31T00:00:00Z,-3.75226638774829,40.3881488738066
16,1301,CRTA. ESTACION HORTALEZA - SANTA ADELA,1992-01-27T00:00:00Z,-3.65196558293209,40.479276750576
4,1216,ALC. SAINZ BARANDA - TVE,1990-09-08T00:00:00Z,-3.66263171524915,40.4212919143922
9,1842,PSO. DE LA FLORIDA 57 - MOZART,2004-09-17T00:00:00Z,-3.72507909251015,40.424550960018
3,604,CAVANILLES -ABTAO,1974-08-01T00:00:00Z,-3.6750238605086,40.4055859711754
18,1953,MONTES BARBANZA - TRAVESIA GAVIA SECA,2006-05-24T00:00:00Z,-3.61900460515724,40.3781101303753
15,664,INSTITUCION LIBRE ENSEÑANZA - CAUNEDO,1975-05-27T00:00:00Z,-3.6372715530948,40.4367301716748
10,1733,AV. LAS AGUILAS - CENTRO SALUD - P.P.,2002-10-30T00:00:00Z,-3.77702887086801,40.3817906872019
11,1007,PSO. ERMITA SANTO - PSO. QUINCE MAYO,1981-12-05T00:00:00Z,-3.7252844097516,40.4006008321791
12,1609,AV. ROSALES - CORINDON,1999-11-30T00:00:00Z,-3.69056147179734,40.3670618841344
20,662,AMPOSTA - ARCOS JALON,1975-05-22T00:00:00Z,-3.6187632614575,40.4225070256314
16,1937,INGENIERO EMILIO HERRERA - PRINCIPE CARLOS,2006-08-03T00:00:00Z,-3.65293055950507,40.4916341379738
2,4554,Pº CHOPERA -JOSE MIGUEL GORDOA,2019-03-14T00:00:00Z,-3.69686239733784,40.3924398334951
4,628,CARTAGENA - MEJICO,1974-08-20T00:00:00Z,-3.67229281646429,40.4379622943787
9,1187,ARROYO POZUELO - HUMERA,1990-01-31T00:00:00Z,-3.78234350823272,40.4523812731429
9,887,OSA MAYOR - CRA. HUMERA A ARAVACA,1978-07-18T00:00:00Z,-3.7790640912382,40.4596120872006
2,543,MENDEZ ALVARO - PEDRO BOSCH,1972-04-12T00:00:00Z,-3.68021615044992,40.3956986808461
16,1429,AV. MACHUPICHU - AV. PAPA NEGRO,1995-08-18T00:00:00Z,-3.62461072136682,40.4573148221692
16,1416,SILVANO - JOAQUIN FERNANDEZ LEIVA,1995-06-13T00:00:00Z,-3.63061896198759,40.462643916088
16,1942,RIBERA DEL LOIRA - TOMAS REDONDO,2006-03-23T00:00:00Z,-3.62683992626454,40.4690499440276
15,620,AV. DAROCA - SANTA PRISCA - CEMENTERIO,1974-05-13T00:00:00Z,-3.6473602814952,40.4271708656197
15,1505,TORRELAGUNA - RAMIREZ DE ARELLANO,1997-10-28T00:00:00Z,-3.65715214954698,40.4482998060535
1,172,BAILEN - DON PEDRO,1966-11-05T00:00:00Z,-3.71387772520293,40.4118002326075
4,50,VELAZQUEZ - MARIA MOLINA,1960-01-01T00:00:00Z,-3.68309519415879,40.4376613592872
20,1217,CRONOS - JULIAN CAMARILLO,1990-09-08T00:00:00Z,-3.62020240594793,40.4374854531252
3,1756,AV. CIUDAD BARCELONA - ABTAO - P.P.,2003-03-07T00:00:00Z,-3.67750917824331,40.4026568293596
1,415,SAN BERNARDO - DIVINO PASTOR,1970-12-08T00:00:00Z,-3.70624098106119,40.428064546019
7,590,ELOY GONZALO - CARDENAL CISNEROS,1973-07-27T00:00:00Z,-3.70270175039389,40.4339814654457
4,13,SERRANO - GOYA,1960-01-01T00:00:00Z,-3.68792713650616,40.4253872434399
7,2249,LUCHANA -CARDENAL CISNEROS,2016-06-23T00:00:00Z,-3.7014162544229,40.4294471162766
13,360,AV. DE LA ALBUFERA - FUENGIROLA,1969-06-26T00:00:00Z,-3.63878384848224,40.386712962936
16,2156,NICETO ALCALA ZAMORA- MARIA TUDOR,2013-04-16T00:00:00Z,-3.65663969885826,40.4990516250859
15,1772,NICOLAS SALMERON - MATAMOROSA,2003-11-26T00:00:00Z,-3.63035295087224,40.4196431120156
15,1838,JOSE ARCONES GIL - GANDHI,2004-04-08T00:00:00Z,-3.63187043785948,40.425206446761
7,646,GUZMAN BUENO - MELQUIADES ALVAREZ,1975-01-24T00:00:00Z,-3.71269167184622,40.4412453615455
6,609,FRANCOS RODRIGUEZ - LORENZANA,1974-01-17T00:00:00Z,-3.70823072700502,40.4567056803845
6,1968,EMILIA - SOROLLA - BOMBEROS,2006-08-09T00:00:00Z,-3.69648608000498,40.4709960278208
21,1463,AV. LOGROÑO - JARDINES ARANJUEZ,1996-03-10T00:00:00Z,-3.60404804852123,40.4538484917983
20,527,POBLADURA VALLE 13 - PEONES - P.P.,1972-09-14T00:00:00Z,-3.61926182769438,40.4261941600217
20,1306,AV. HELLIN - POBLADURA VALLE - BOMBEROS,1992-02-27T00:00:00Z,-3.61506815366327,40.4280075155583
