"tipo_elem";"distrito";"id";"id_cruce";"fecha_inst";"utm_x";"utm_y";"longitud";"latitud"
"SEMAFORO 2/200 PEATON - BICI";16;48161;1930;"2006-03-01 00:00:00";444842.020455268;4482009.74551004;-3.65082730319874;40.4869514028786
"SEMAFORO 2/200 PEATON - BICI";16;48162;1930;"2006-03-01 00:00:00";444844.61225773;4482018.38306179;-3.65079747514391;40.4870293861179
"SEMAFORO 2/200 PEATON - BICI";16;36204;1933;"2006-03-01 00:00:00";444059.093217053;4482538.27305353;-3.66011139461093;40.491660223191
"SEMAFORO 2/200 PEATON - BICI";16;36217;1933;"2006-03-01 00:00:00";444072.434530489;4482483.71289286;-3.65994915978561;40.4911696204871
"SEMAFORO 2/200 PEATON - BICI";16;36218;1933;"2006-03-01 00:00:00";444065.884920397;4482475.56269691;-3.66002572140871;40.4910957586311
"SEMAFORO 2/200 PEATON - BICI";16;48187;2031;"2007-10-19 00:00:00";448609.982297937;4478142.69118337;-3.60605706496168;40.4523565969742
"SEMAFORO 2/200 PEATON - BICI";16;48188;2031;"2007-10-19 00:00:00";448619.92641797;4478135.17123283;-3.60593918884109;40.4522894675758
"SEMAFORO 2/200 PEATON - BICI";16;48200;1292;"1991-11-29 00:00:00";447248.60560363;4478396.92361025;-3.6221324030237;40.4545615797917
"SEMAFORO 2/200 PEATON - BICI";16;48201;1292;"1991-11-29 00:00:00";447252.045649251;4478390.12815816;-3.62209126995005;40.4545005808822
"SEMAFORO 2/200 PEATON - BICI";16;48202;1292;"1991-11-29 00:00:00";447245.323899636;4478360.05607131;-3.62216804073747;40.4542292480168
"SEMAFORO 2/200 PEATON - BICI";16;48203;1292;"1991-11-29 00:00:00";447242.483345519;4478358.60573201;-3.62220141872986;40.4542160022402
"SEMAFORO 2/200 PEATON - BICI";16;48204;1292;"1991-11-29 00:00:00";447200.231064508;4478328.30035601;-3.62269717732864;40.4539403112855
"SEMAFORO 2/200 PEATON - BICI";16;48205;1292;"1991-11-29 00:00:00";447196.857830527;4478326.55660506;-3.62273681250852;40.4539243882989
"SEMAFORO 2/200 PEATON - BICI";16;48206;1292;"1991-11-29 00:00:00";447162.391578439;4478347.31646489;-3.6231449970636;40.4541092143315
"SEMAFORO 2/200 PEATON - BICI";16;48207;1292;"1991-11-29 00:00:00";447158.722570221;4478353.58875127;-3.62318878744125;40.4541654853383
"SEMAFORO 2/200 PEATON - BICI";16;48211;2088;"2009-09-24 00:00:00";447480.999162088;4478536.94561466;-3.61940336636214;40.4558376947633
"SEMAFORO 2/200 PEATON - BICI";16;48212;2088;"2009-09-24 00:00:00";447477.036376576;4478532.99275383;-3.61944977339337;40.4558018347319
"SEMAFORO 2/200 PEATON - BICI";16;48215;1509;"1997-12-10 00:00:00";447586.953366236;4478669.31928033;-3.61816475237679;40.4570368804121
"SEMAFORO 2/200 PEATON - BICI";16;48216;1509;"1997-12-10 00:00:00";447593.47386926;4478665.2618926;-3.61808751819236;40.4570007403922
"SEMAFORO 2/200 PEATON - BICI";16;48217;1509;"1997-12-10 00:00:00";447632.33119659;4478697.01561309;-3.61763187600727;40.4572892453141
"SEMAFORO 2/200 PEATON - BICI";16;48218;1509;"1997-12-10 00:00:00";447637.874496993;4478695.43372404;-3.61756637063736;40.4572753440578
"SEMAFORO 2/200 PEATON - BICI";16;36219;1933;"2006-03-01 00:00:00";444051.703218493;4482474.13242651;-3.66019292947703;40.4910819183556
"SEMAFORO 2/200 PEATON - BICI";16;36220;1933;"2006-03-01 00:00:00";444044.570635672;4482465.85809164;-3.66027635843985;40.4910068987433
"SEMAFORO 2/200 PEATON - BICI";16;48357;2032;"2007-10-19 00:00:00";445111.316970266;4482689.67941649;-3.64770886580928;40.4930944096903
"SEMAFORO 2/200 PEATON - BICI";16;48358;2032;"2007-10-19 00:00:00";445120.29571925;4482695.94028605;-3.64760346157413;40.4931514041899
"SEMAFORO 2/200 PEATON - BICI";16;48847;2141;"2012-08-31 00:00:00";444730.668638388;4483027.0766486;-3.65222982720713;40.4961085741231
"SEMAFORO 2/200 PEATON - BICI";16;48848;2141;"2012-08-31 00:00:00";444736.274701832;4483033.65296107;-3.65216424811621;40.4961681897904
"SEMAFORO 2/200 PEATON - BICI";16;48849;2141;"2012-08-31 00:00:00";444742.36964422;4483040.97687337;-3.65209296522922;40.4962345726828
"SEMAFORO 2/200 PEATON - BICI";16;48850;2141;"2012-08-31 00:00:00";444748.182096653;4483047.838263;-3.65202497531611;40.4962967701152
"SEMAFORO 2/200 PEATON - BICI";16;48868;4598;"2007-10-19 00:00:00";445127.693139643;4481900.23706508;-3.64744728132221;40.4859838311414
"SEMAFORO 2/200 PEATON - BICI";16;48869;4598;"2007-10-19 00:00:00";445123.27560926;4481890.07180825;-3.64749852129298;40.485891965765
"SEMAFORO 2/200 PEATON - BICI";16;48870;4598;"2007-10-19 00:00:00";445134.563230779;4481874.86953651;-3.64736402924265;40.4857557626282
"SEMAFORO 2/200 PEATON - BICI";16;48871;4598;"2007-10-19 00:00:00";445130.016285174;4481864.47673483;-3.64741677635318;40.4856618389017
"SEMAFORO 2/200 PEATON - BICI";16;48875;4598;"2007-10-19 00:00:00";445163.974668818;4481925.10798646;-3.64702136712549;40.486210277294
"SEMAFORO 2/200 PEATON - BICI";16;48876;4598;"2007-10-19 00:00:00";445174.58143314;4481922.38839039;-3.64689598811292;40.486186478432
"SEMAFORO 2/200 PEATON - BICI";16;48879;2033;"2007-10-19 00:00:00";445232.769254825;4481900.97407087;-3.64620760973074;40.4859974088363
"SEMAFORO 2/200 PEATON - BICI";16;48880;2033;"2007-10-19 00:00:00";445242.888818046;4481897.19185821;-3.64608788781561;40.4859640044016
"SEMAFORO 2/200 PEATON - BICI";16;48884;2033;"2007-10-19 00:00:00";445245.563343502;4481845.60674951;-3.64605187672056;40.4854994778738
"SEMAFORO 2/200 PEATON - BICI";16;48885;2033;"2007-10-19 00:00:00";445239.706412462;4481831.92030605;-3.6461197966128;40.4853757976492
"SEMAFORO 2/200 PEATON - BICI";16;36271;1930;"2006-03-01 00:00:00";444737.070788958;4481979.68597588;-3.65206294233447;40.486673633155
"SEMAFORO 2/200 PEATON - BICI";16;36272;1930;"2006-03-01 00:00:00";444740.348002159;4481978.4572962;-3.65202416882933;40.4866627827947
"SEMAFORO 2/200 PEATON - BICI";16;36153;1931;"2006-03-01 00:00:00";444538.652155715;4483212.63872459;-3.65451190590342;40.4977673885565
"SEMAFORO 2/200 PEATON - BICI";16;36154;1931;"2006-03-01 00:00:00";444544.240756388;4483219.16545231;-3.65444652898323;40.4978265576507
"SEMAFORO 2/200 PEATON - BICI";16;36159;1931;"2006-03-01 00:00:00";444549.048210092;4483121.93056209;-3.6543812877813;40.4969509444876
"SEMAFORO 2/200 PEATON - BICI";16;36160;1931;"2006-03-01 00:00:00";444545.727192928;4483124.7003403;-3.65442071939758;40.4969756739519
"SEMAFORO 2/200 PEATON - BICI";16;36161;1931;"2006-03-01 00:00:00";444541.620270446;4483139.58447067;-3.65447048548356;40.4971094822694
"SEMAFORO 2/200 PEATON - BICI";16;49701;2156;"2013-04-16 00:00:00";444365.862477338;4483368.75757332;-3.65656461978301;40.4991622085853
"SEMAFORO 2/200 PEATON - BICI";16;49702;2156;"2013-04-16 00:00:00";444360.425904955;4483362.35211302;-3.65662821271452;40.4991041409336
"SEMAFORO 2/200 PEATON - BICI";16;49703;2156;"2013-04-16 00:00:00";444354.074687714;4483354.82142218;-3.65670250015482;40.4990358753524
"SEMAFORO 2/200 PEATON - BICI";16;49704;2156;"2013-04-16 00:00:00";444348.540927177;4483348.15397375;-3.65676721672088;40.4989754410058
"SEMAFORO 2/200 PEATON - BICI";16;36162;1931;"2006-03-01 00:00:00";444537.757637508;4483142.9783269;-3.654516363135;40.4971397974722
"SEMAFORO 2/200 PEATON - BICI";17;35037;783;"1978-01-01 00:00:00";441086.317196356;4466987.58418565;-3.69374759675507;40.3513664512714
"SEMAFORO 2/200 PEATON - BICI";17;35236;1057;"1982-05-26 00:00:00";440563.713431391;4468233.46109863;-3.70001723571129;40.362552948759
"SEMAFORO 2/200 PEATON - BICI";17;35040;783;"1978-01-01 00:00:00";441085.501203905;4466964.85306578;-3.69375510647307;40.3511616182382
"SEMAFORO 2/200 PEATON - BICI";17;35039;783;"1978-01-01 00:00:00";441087.472965976;4466973.24155988;-3.69373266372415;40.3512373260271
"SEMAFORO 2/200 PEATON - BICI";17;34922;1765;"2003-08-07 00:00:00";441157.188506531;4466402.92514893;-3.69285919666131;40.3461044953751
"SEMAFORO 3/200 BICI";17;51051;783;"2014-09-10 00:00:00";441093.463797525;4466925.34391234;-3.69365770164385;40.3508062586928
"SEMAFORO 2/200 PEATON - BICI";17;34921;1765;"2003-08-07 00:00:00";441136.643029355;4466408.67417467;-3.69310162781441;40.3461548367273
"SEMAFORO 2/200 PEATON - BICI";17;34822;1764;"2003-08-07 00:00:00";440116.144335266;4465863.44273892;-3.70506575275355;40.3411704487941
"SEMAFORO 2/200 PEATON - BICI";17;34821;1764;"2003-08-07 00:00:00";440123.310648034;4465863.55878065;-3.70498139433082;40.3411720084304
"SEMAFORO 2/200 PEATON - BICI";17;35038;783;"1978-01-01 00:00:00";441087.121450636;4466983.41302357;-3.69373774172705;40.3513289317742
"SEMAFORO 2/200 PEATON - BICI";18;37944;1796;"2004-06-23 00:00:00";448473.144847756;4469811.37147037;-3.60699591530458;40.377294198482
"SEMAFORO 2/200 PEATON - BICI";18;37943;1796;"2004-06-23 00:00:00";448475.654003548;4469816.41030156;-3.60696676590885;40.3773397469728
"SEMAFORO 2/200 PEATON - BICI";18;37942;1796;"2004-06-23 00:00:00";448479.524202749;4469823.56398834;-3.60692175491986;40.3774044317145
"SEMAFORO 2/200 PEATON - BICI";18;37945;1796;"2004-06-23 00:00:00";448469.206944126;4469803.99976885;-3.60704170605075;40.3772275454938
"SEMAFORO 2/200 PEATON - BICI";18;57002;1797;"";448722.596780697;4469596.02398982;-3.6040401554415;40.3753695808324
"SEMAFORO 2/200 PEATON - BICI";18;37822;1793;"2004-06-23 00:00:00";447906.986116483;4470078.64811744;-3.61368685664965;40.3796668145245
"SEMAFORO 2/200 PEATON - BICI";18;57003;1797;"";448735.213643363;4469595.33935386;-3.60389148344551;40.3753641893105
"SEMAFORO 2/200 PEATON - BICI";18;37823;1793;"2004-06-23 00:00:00";447923.847522715;4470076.35987981;-3.61348804300647;40.3796472543973
"SEMAFORO 2/200 PEATON - BICI";18;40467;2037;"2007-12-05 00:00:00";449133.218149686;4468263.71520375;-3.59909705801997;40.3633923299648
"SEMAFORO 2/200 PEATON - BICI";18;40466;2037;"2007-12-05 00:00:00";449139.25252799;4468284.82805525;-3.5990276738775;40.3635828983184
"SEMAFORO 2/200 PEATON - BICI";18;40465;2037;"2007-12-05 00:00:00";449145.124905688;4468293.72471957;-3.59895922317293;40.36366340427
"SEMAFORO 2/200 PEATON - BICI";18;40464;2037;"2007-12-05 00:00:00";449147.655339513;4468296.72939824;-3.59892966131389;40.3636906269817
"SEMAFORO 2/200 PEATON - BICI";18;54888;710;"1976-09-20 00:00:00";445210.213591293;4468940.97883432;-3.64535679927669;40.3692450062331
"SEMAFORO 2/200 PEATON - BICI";18;54889;710;"1976-09-20 00:00:00";445217.428489178;4468944.8027302;-3.64527215024519;40.3692799285624
"SEMAFORO 2/200 PEATON - BICI";18;54890;710;"1976-09-20 00:00:00";445228.972325794;4468951.33221278;-3.64513674693904;40.3693395089629
"SEMAFORO 2/200 PEATON - BICI";18;54891;710;"1976-09-20 00:00:00";445236.223298168;4468955.30040662;-3.64505168517939;40.3693757334326
"SEMAFORO 2/200 PEATON - BICI";20;43380;1590;"1999-06-22 00:00:00";448569.249694443;4476203.98033278;-3.60638044402786;40.4348889983378
"SEMAFORO 2/200 PEATON - BICI";20;43379;1590;"1999-06-22 00:00:00";448564.140245039;4476221.0245532;-3.60644206193107;40.4350422272298
"SEMAFORO 2/200 PEATON - BICI";20;33170;1494;"1997-07-29 00:00:00";446925.509968167;4477582.30143973;-3.62587458241875;40.4472024370423
"SEMAFORO 2/200 PEATON - BICI";20;33168;1494;"1997-07-29 00:00:00";446910.23601763;4477576.59331802;-3.62605421130895;40.4471500397781
"SEMAFORO 2/200 PEATON - BICI";20;33166;1494;"1997-07-29 00:00:00";446860.034343177;4477620.63950434;-3.62664985989046;40.447543625228
"SEMAFORO 2/200 PEATON - BICI";20;43378;1590;"1999-06-22 00:00:00";448569.990648995;4476227.01669267;-3.60637357275818;40.435096569926
"SEMAFORO 2/200 PEATON - BICI";20;48127;1157;"1987-11-13 00:00:00";447208.265173349;4474259.58832;-3.62226442979503;40.4172874631421
"SEMAFORO 2/200 PEATON - BICI";20;48128;1156;"1987-11-13 00:00:00";447132.741425659;4474388.93882025;-3.62316534151546;40.418447937826
"SEMAFORO 2/200 PEATON - BICI";20;48132;1156;"1987-11-13 00:00:00";447082.155566141;4474390.67171252;-3.62376172586832;40.418460333552
"SEMAFORO 2/200 PEATON - BICI";20;48133;1156;"1987-11-13 00:00:00";447075.124835112;4474384.42679544;-3.62384407532532;40.4184036283857
"SEMAFORO 2/200 PEATON - BICI";20;48134;1156;"1987-11-13 00:00:00";447070.696707791;4474360.26841136;-3.62389425787618;40.4181857131806
"SEMAFORO 2/200 PEATON - BICI";20;40713;663;"1975-05-25 00:00:00";446741.306632449;4475015.07596983;-3.62783149981638;40.4240635992518
"SEMAFORO 2/200 PEATON - BICI";20;40712;663;"1975-05-25 00:00:00";446733.780276185;4475011.14407475;-3.6279198886168;40.4240276965723
"SEMAFORO 2/200 PEATON - BICI";20;43392;1685;"2001-06-29 00:00:00";448153.607374656;4474513.23783613;-3.61114281661702;40.4196319313379
"SEMAFORO 2/200 PEATON - BICI";20;43390;1685;"2001-06-29 00:00:00";448167.053541756;4474514.47424265;-3.61098442833878;40.4196439073325
"SEMAFORO 2/200 PEATON - BICI";20;43385;1590;"1999-06-22 00:00:00";448584.639967325;4476183.39942962;-3.60619733370049;40.4347045444067
"SEMAFORO 2/200 PEATON - BICI";20;48117;1156;"1987-11-13 00:00:00";447029.846943756;4474258.36261944;-3.62436725305314;40.4172650839835
"SEMAFORO 2/200 PEATON - BICI";20;48119;1156;"1987-11-13 00:00:00";447065.497556669;4474232.79719923;-3.62394492991189;40.4170370433398
"SEMAFORO 2/200 PEATON - BICI";20;48120;1157;"1987-11-13 00:00:00";447084.221961778;4474210.59037837;-3.62372238824674;40.4168381813925
"SEMAFORO 2/200 PEATON - BICI";20;48121;1157;"1987-11-13 00:00:00";447093.83919169;4474210.66057192;-3.62360904141723;40.4168394251878
"SEMAFORO 2/200 PEATON - BICI";20;46066;1760;"2003-07-18 00:00:00";446131.308530261;4477596.15205669;-3.6352407406672;40.4472761275252
"SEMAFORO 2/200 PEATON - BICI";20;46067;1760;"2003-07-18 00:00:00";446131.786331208;4477586.67559634;-3.63523430281723;40.447190789322
"SEMAFORO 2/200 PEATON - BICI";20;40711;663;"1975-05-25 00:00:00";446666.978987463;4475013.13474618;-3.62870748642596;40.4240413503318
"SEMAFORO 2/200 PEATON - BICI";20;49518;1984;"2007-02-27 00:00:00";448423.349643657;4476144.61653433;-3.60809572979047;40.4343451775656
"SEMAFORO 2/200 PEATON - BICI";20;49519;1984;"2007-02-27 00:00:00";448432.131023879;4476145.95483956;-3.60799231024558;40.4343577783601
"SEMAFORO 2/200 PEATON - BICI";20;40709;663;"1975-05-25 00:00:00";446637.079662062;4475039.47270174;-3.62906213991709;40.4242767012085
"SEMAFORO 2/200 PEATON - BICI";20;40706;663;"1975-05-25 00:00:00";446753.549510156;4475106.35983875;-3.62769482916157;40.4248867225705
"SEMAFORO 2/200 PEATON - BICI";20;53793;2278;"2017-09-16 00:00:00";448824.985957129;4476537.12128028;-3.60339224205882;40.4379059140106
"SEMAFORO 2/200 PEATON - BICI";20;53795;2278;"2017-09-16 00:00:00";448832.302680401;4476548.96769949;-3.60330693083949;40.4380130841077
"SEMAFORO 2/200 PEATON - BICI";20;40704;663;"1975-05-25 00:00:00";446737.202512484;4475113.66431426;-3.62788813637196;40.4249514792865
"SEMAFORO 2/200 PEATON - BICI";20;40692;658;"1975-05-16 00:00:00";446581.543334207;4475239.7746555;-3.62973361402221;40.42607757628
"SEMAFORO 2/200 PEATON - BICI";20;40686;658;"1975-05-16 00:00:00";446615.706068635;4475260.62819457;-3.62933265418631;40.426267630179
"SEMAFORO 2/200 PEATON - BICI";20;40676;660;"1975-05-20 00:00:00";446518.000972012;4475442.15057392;-3.6304996767457;40.4278966154502
"SEMAFORO 2/200 PEATON - BICI";20;40675;660;"1975-05-20 00:00:00";446505.938895447;4475446.02488878;-3.63064219449349;40.4279307420033
"SEMAFORO 2/200 PEATON - BICI";20;40673;660;"1975-05-20 00:00:00";446493.675508654;4475434.05889441;-3.63078575229202;40.4278221566172
"SEMAFORO 2/200 PEATON - BICI";20;40671;657;"1975-05-15 00:00:00";446401.974398005;4475574.38808358;-3.63187858527999;40.4290804208908
"SEMAFORO 2/200 PEATON - BICI";20;40665;654;"1975-05-14 00:00:00";446378.002624975;4475698.06137266;-3.63217160974255;40.4301929970359
"SEMAFORO 2/200 PEATON - BICI";20;40663;654;"1975-05-14 00:00:00";446379.422083984;4475677.9693578;-3.63215318127757;40.4300120879773
"SEMAFORO 2/200 PEATON - BICI";20;40662;654;"1975-05-14 00:00:00";446372.616829158;4475673.36372774;-3.63223301780378;40.4299701590812
"SEMAFORO 2/200 PEATON - BICI";20;40661;654;"1975-05-14 00:00:00";446369.018447901;4475662.79057542;-3.63227454594194;40.4298746779808
"SEMAFORO 2/200 PEATON - BICI";20;48139;1156;"1987-11-13 00:00:00";447029.391037769;4474317.87828154;-3.62437758301567;40.417801208646
"SEMAFORO 2/200 PEATON - BICI";20;40660;654;"1975-05-14 00:00:00";446362.101300802;4475658.8951417;-3.63235576121745;40.4298391396485
"SEMAFORO 2/200 PEATON - BICI";20;40659;654;"1975-05-14 00:00:00";446347.052857952;4475677.60150544;-3.6325347411697;40.4300066869702
"SEMAFORO 2/200 PEATON - BICI";20;56030;10025;"";448946.690575912;4475757.54181703;-3.60189470143798;40.4308904544385
"SEMAFORO 2/200 PEATON - BICI";20;56031;10025;"";448936.715298723;4475755.89795113;-3.60201216708594;40.4308750331471
"SEMAFORO 2/200 PEATON - BICI";20;3456;681;"1975-12-05 00:00:00";446927.802008557;4474601.67885029;-3.62559865214541;40.4203513848377
"SEMAFORO 2/200 PEATON - BICI";20;3454;681;"1975-12-05 00:00:00";446930.352468437;4474615.1260295;-3.62556971194226;40.4204726878733
"SEMAFORO 2/200 PEATON - BICI";20;3453;681;"1975-12-05 00:00:00";446937.856190548;4474619.12962964;-3.62548159927089;40.420509233272
"SEMAFORO 2/200 PEATON - BICI";20;3452;681;"1975-12-05 00:00:00";446942.029779398;4474628.41816605;-3.62543317989878;40.4205931761912
"SEMAFORO 2/200 PEATON - BICI";20;3451;681;"1975-12-05 00:00:00";446948.296259366;4474632.5761136;-3.62535966333534;40.4206310330615
"SEMAFORO 2/200 PEATON - BICI";20;33171;1494;"1997-07-29 00:00:00";446965.82927448;4477644.08813241;-3.62540430817283;40.447761619689
"SEMAFORO 2/200 PEATON - BICI";20;48123;1157;"1987-11-13 00:00:00";447153.192942386;4474217.25400443;-3.62291002116176;40.416902594066
"SEMAFORO 2/200 PEATON - BICI";20;56089;10026;"";448811.074950752;4476092.13779546;-3.60352041019245;40.4338963700962
"SEMAFORO 2/200 PEATON - BICI";20;56090;10026;"";448814.029717838;4476098.50511045;-3.60348608797248;40.4339539126958
"SEMAFORO 2/200 PEATON - BICI";20;3367;569;"1973-05-22 00:00:00";446864.068394455;4474814.74315742;-3.62636768434368;40.4222667297763
"SEMAFORO 2/200 PEATON - BICI";20;3362;663;"1975-05-25 00:00:00";446729.157203614;4475000.83670326;-3.62797352029074;40.4239345456108
"SEMAFORO 2/200 PEATON - BICI";20;3361;663;"1975-05-25 00:00:00";446722.152586906;4474997.38290629;-3.62805579882873;40.4239029832275
"SEMAFORO 2/200 PEATON - BICI";20;56092;10026;"";448817.900046557;4476107.11971308;-3.60344115270254;40.4340317565981
"SEMAFORO 2/200 PEATON - BICI";20;56091;10026;"";448815.611142476;4476102.04250766;-3.60346772874251;40.4339858771029
"SEMAFORO 2/200 PEATON - BICI";20;48135;1156;"1987-11-13 00:00:00";447059.403663293;4474361.87804471;-3.6240274990157;40.4181994953934
"SEMAFORO 2/200 PEATON - BICI";20;48125;1157;"1987-11-13 00:00:00";447168.022036236;4474222.13692672;-3.62273564467533;40.4169475239885
"SEMAFORO 2/200 PEATON - BICI";20;43384;1590;"1999-06-22 00:00:00";448579.960154134;4476186.98365084;-3.60625279670456;40.4347365439691
"SEMAFORO 2/200 PEATON - BICI";20;43383;1590;"1999-06-22 00:00:00";448553.44899206;4476182.98982148;-3.60656502880845;40.4346989255872
"SEMAFORO 2/200 PEATON - BICI";20;43382;1590;"1999-06-22 00:00:00";448559.831878362;4476186.65042268;-3.60649007361445;40.4347322973523
"SEMAFORO 2/200 PEATON - BICI";20;43381;1590;"1999-06-22 00:00:00";448570.482870411;4476196.17355293;-3.60636527359189;40.4348187462953
"SEMAFORO 2/200 PEATON - BICI";20;48137;1156;"1987-11-13 00:00:00";447034.206495341;4474328.08403737;-3.62432167509601;40.4178934548669
"SEMAFORO 2/200 PEATON - BICI";21;28751;1295;"1991-12-18 00:00:00";447723.656897055;4478948.51618053;-3.61657553941537;40.4595606542334
