"tipo_elem";"distrito";"id";"id_cruce";"fecha_inst";"utm_x";"utm_y";"longitud";"latitud"
"SEMAFORO 2/200 PEATON - BICI";1;1793;116;"1964-03-14 00:00:00";439871.969676229;4474174.0318594;-3.70872451251705;40.4160190138483
"SEMAFORO 1/200 BICI";1;52157;29;"1960-01-01 00:00:00";441124.930878485;4474498.52946523;-3.69398702871886;40.4190318278053
"SEMAFORO 3/200 BICI";1;53380;36;"1967-04-24 00:00:00";440966.266820733;4475521.0744842;-3.69595207567098;40.42823215896
"SEMAFORO 3/200 BICI";1;5264;176;"1966-06-07 00:00:00";439839.747234856;4475085.10151528;-3.70919047059826;40.4242240155854
"SEMAFORO 2/200 PEATON - BICI";1;55691;31;"";440756.075762772;4474409.29161543;-3.69832627299938;40.4182017522867
"SEMAFORO 3/200 BICI";1;54146;36;"1960-01-01 00:00:00";440968.504107912;4475514.17898424;-3.69592506171117;40.42817019983
"SEMAFORO 3/200 BICI";1;50280;116;"1964-03-14 00:00:00";439896.611948518;4474178.75255503;-3.70843452303096;40.416063320051
"SEMAFORO 3/200 BICI";1;50281;31;"1960-01-01 00:00:00";440761.481912764;4474399.39110534;-3.69826163144743;40.4181129485968
"SEMAFORO 1/200 BICI";1;50283;29;"1960-01-01 00:00:00";441112.483202067;4474500.73255033;-3.69413394887125;40.4190507934999
"SEMAFORO 3/200 BICI";1;50284;29;"1960-01-01 00:00:00";441121.136973149;4474503.35675758;-3.69403219296877;40.4190750459744
"SEMAFORO 2/200 PEATON - BICI";1;26485;39;"1960-01-01 00:00:00";439717.941288953;4474984.0808937;-3.71061668070241;40.4233051602828
"SEMAFORO 2/200 PEATON - BICI";1;55518;31;"1960-01-01 00:00:00";440751.202050711;4474419.25964774;-3.69838464543741;40.4182912021185
"SEMAFORO 3/200 BICI";1;50282;30;"1960-01-01 00:00:00";440880.594091628;4474439.84735411;-3.69686148055073;40.4184858684018
"SEMAFORO 2/200 PEATON - BICI";2;51387;2209;"2015-02-17 00:00:00";440123.49058435;4472086.49263033;-3.70556366276785;40.3972315855177
"SEMAFORO 3/200 BICI";2;56547;4602;"";439104.648911859;4472870.09758601;-3.71764340570418;40.4042167905091
"SEMAFORO 3/200 BICI";2;663;413;"1970-08-05 00:00:00";440680.651042636;4471700.72689373;-3.69896280893959;40.3937962822287
"SEMAFORO 3/200 BICI";2;56546;4602;"";439111.072545761;4472875.18684186;-3.71756819654376;40.4042631066829
"SEMAFORO 2/200 PEATON - BICI";2;56538;4602;"";439122.794816712;4472869.42490825;-3.71742951025157;40.4042120577022
"SEMAFORO 2/200 PEATON - BICI";2;56537;4602;"";439118.87761926;4472868.97108659;-3.71747562704523;40.4042076830401
"SEMAFORO 3/200 BICI";2;56532;1875;"";439018.808642223;4472858.73925581;-3.71865385794053;40.4041081866797
"SEMAFORO 3/200 BICI";2;56527;1875;"";439025.282800909;4472864.20281412;-3.71857809007707;40.4041578790943
"SEMAFORO 3/200 BICI";2;56521;1875;"";438996.879634589;4472860.2768542;-3.71891241596625;40.4041204316531
"SEMAFORO 3/200 BICI";2;56519;1875;"";438990.733270924;4472854.89450976;-3.71898432860079;40.4040714946532
"SEMAFORO 2/200 PEATON - BICI";2;56516;776;"";438868.597116339;4472835.13313441;-3.72042167766208;40.4038845165142
"SEMAFORO 3/100 BICI";2;56515;776;"";438867.519567398;4472838.44274902;-3.72043469328667;40.4039142519235
"SEMAFORO 2/200 PEATON - BICI";2;56396;775;"";439201.998440369;4472887.08834118;-3.71649786290369;40.40437696556
"SEMAFORO 2/200 PEATON - BICI";2;56395;775;"";439200.169147853;4472882.81102485;-3.71651901073022;40.4043382999205
"SEMAFORO 2/200 PEATON - BICI";2;56391;775;"";439203.459607997;4472884.85213293;-3.71648043087664;40.4043569274525
"SEMAFORO 3/200 BICI";2;55129;856;"1978-01-01 00:00:00";439402.122537993;4472446.53024005;-3.71409765581609;40.4004227992767
"SEMAFORO 3/100 BICI";2;56373;1839;"2004-09-03 00:00:00";439152.250547231;4472539.84384285;-3.71705089893904;40.40124519075
"SEMAFORO 3/200 BICI";2;56370;1839;"2004-09-03 00:00:00";439169.686614241;4472531.86509859;-3.7168446791249;40.4011745884274
"SEMAFORO 3/200 BICI";2;56332;1839;"2004-09-03 00:00:00";439200.430307767;4472520.48292049;-3.71648132496706;40.4010742977819
"SEMAFORO 3/100 BICI";2;56331;1839;"2004-09-03 00:00:00";439158.425239762;4472537.38884461;-3.71697790499461;40.4012235261647
"SEMAFORO 3/100 BICI";2;56320;776;"1978-01-01 00:00:00";438860.141380758;4472864.92916801;-3.72052418151176;40.4041523119557
"SEMAFORO 3/200 BICI";2;56319;776;"1978-01-01 00:00:00";438898.109336146;4472847.39412317;-3.72007508497131;40.4039971354617
"SEMAFORO 3/200 BICI";2;56318;776;"1978-01-01 00:00:00";438891.62482344;4472842.15540355;-3.72015099513812;40.403949466766
"SEMAFORO 3/200 BICI";2;56317;776;"1978-01-01 00:00:00";438848.280897584;4472834.23695524;-3.72066099628706;40.4038749514116
"SEMAFORO 3/100 BICI";2;56316;776;"1978-01-01 00:00:00";438856.458413012;4472837.68968398;-3.72056496477879;40.4039066557452
"SEMAFORO 3/100 BICI";2;56315;776;"1978-01-01 00:00:00";438864.153488825;4472826.79062221;-3.72047323972213;40.4038090370657
"SEMAFORO 3/200 BICI";2;4294;776;"1978-01-01 00:00:00";438861.981336786;4472833.46679539;-3.72049947743257;40.4038690195967
"SEMAFORO 3/200 BICI";2;56376;856;"1978-01-01 00:00:00";439335.263323017;4472479.10968999;-3.71488858485609;40.4007114222235
"SEMAFORO 2/200 PEATON - BICI";2;55136;342;"";440968.938164406;4471445.1726883;-3.6955424577965;40.39151459803
"SEMAFORO 3/100 BICI";2;55130;856;"1978-01-01 00:00:00";439410.732672798;4472446.04838713;-3.71399615385486;40.4004190850536
"SEMAFORO 3/100 BICI";2;56374;856;"1978-01-01 00:00:00";439326.914934133;4472482.54343279;-3.71498728438099;40.4007417467546
"SEMAFORO 3/200 BICI";2;55106;342;"1969-02-17 00:00:00";440956.287287673;4471437.22322227;-3.69569077129527;40.3914420884069
"SEMAFORO 3/100 BICI";2;55105;342;"1969-02-17 00:00:00";440960.768203629;4471431.67430402;-3.69563746359162;40.3913924184436
"SEMAFORO 3/100 BICI";2;55103;413;"1970-08-05 00:00:00";440751.350949286;4471635.4167954;-3.6981237308668;40.3932129673107
"SEMAFORO 3/200 BICI";2;55099;413;"1970-08-05 00:00:00";440707.640940363;4471675.86693394;-3.69864249344263;40.3935742526603
"SEMAFORO 3/100 BICI";2;55098;413;"1970-08-05 00:00:00";440686.581990371;4471696.94656982;-3.69889257712063;40.3937626495041
"SEMAFORO 2/200 PEATON - BICI";2;55092;4554;"1970-08-05 00:00:00";440849.845708425;4471562.63365773;-3.69695649368725;40.3925642993916
"SEMAFORO 2/200 PEATON - BICI";2;39682;859;"1978-01-01 00:00:00";439663.050477377;4472351.21781591;-3.71101401973578;40.399583126448
"SEMAFORO 2/200 PEATON - BICI";2;39683;859;"1978-01-01 00:00:00";439662.53957407;4472362.12438588;-3.71102107348855;40.3996813410877
"SEMAFORO 2/200 PEATON - BICI";2;39732;463;"1971-10-14 00:00:00";439663.291338706;4472667.43474377;-3.71104115302435;40.4024317782791
"SEMAFORO 2/200 PEATON - BICI";2;39733;463;"1971-10-14 00:00:00";439648.639440199;4472673.60443529;-3.71121439144431;40.4024862959495
"SEMAFORO 3/100 BICI";2;43258;856;"1978-01-01 00:00:00";439403.47796;4472495.38532573;-3.71408633481962;40.4008630077891
"SEMAFORO 3/100 BICI";2;43260;856;"1978-01-01 00:00:00";439354.693182093;4472493.2771371;-3.71466098503813;40.4008404646241
"SEMAFORO 3/100 BICI";2;43263;856;"1978-01-01 00:00:00";439390.48683623;4472461.38844292;-3.714236177788;40.4005558022006
"SEMAFORO 2/200 PEATON - BICI";2;43278;1423;"1995-06-29 00:00:00";439459.201215259;4472748.07675999;-3.71345375730802;40.4031434255735
"SEMAFORO 2/200 PEATON - BICI";2;43279;1423;"1995-06-29 00:00:00";439467.287074005;4472745.23118773;-3.71335820446699;40.4031183792025
"SEMAFORO 2/200 PEATON - BICI";2;43280;1423;"1995-06-29 00:00:00";439477.7822086;4472750.32071198;-3.71323501575524;40.4031649909925
"SEMAFORO 2/200 PEATON - BICI";2;43281;1423;"1995-06-29 00:00:00";439486.309704981;4472747.26867116;-3.71313423915888;40.4031381165714
"SEMAFORO 2/200 BICI";2;43282;1433;"2015-05-25 00:00:00";440015.17392308;4472569.39305477;-3.70688543535772;40.4015739954156
"SEMAFORO 2/200 BICI";2;43283;1433;"2015-05-25 00:00:00";440026.230352877;4472564.62785329;-3.7067547023735;40.4015318645749
"SEMAFORO 2/200 PEATON - BICI";2;43315;775;"1978-01-01 00:00:00";439196.396697772;4472900.64836173;-3.71656516933969;40.4044987114602
"SEMAFORO 2/200 PEATON - BICI";2;43316;775;"1978-01-01 00:00:00";439198.182133345;4472889.57572475;-3.71654307194817;40.4043990943818
"SEMAFORO 2/200 PEATON - BICI";2;43317;775;"1978-01-01 00:00:00";439247.13180833;4472865.18414611;-3.71596391967802;40.404182936901
"SEMAFORO 2/200 PEATON - BICI";2;43318;775;"1978-01-01 00:00:00";439255.014934885;4472875.10067699;-3.71587197144075;40.4042728448247
"SEMAFORO 2/200 PEATON - BICI";2;39616;2209;"2015-02-17 00:00:00";440010.684793259;4472122.0278235;-3.70689617864488;40.3975435859536
"SEMAFORO 2/200 PEATON - BICI";2;39617;2209;"2015-02-17 00:00:00";440010.178584829;4472112.60598914;-3.70690125550084;40.3974586729399
"SEMAFORO 2/200 PEATON - BICI";2;55091;4554;"1970-08-05 00:00:00";440848.065446162;4471549.71305116;-3.69697626867859;40.3924477773954
"SEMAFORO 3/200 BICI";2;55083;776;"1978-01-01 00:00:00";438856.648894497;4472873.16057703;-3.72056612759702;40.4042262077856
"SEMAFORO 3/200 BICI";2;55057;859;"";439628.290393823;4472365.32562878;-3.71142494242984;40.3997076970974
"SEMAFORO 3/100 BICI";2;55056;859;"";439665.603426876;4472348.56953825;-3.71098368685193;40.3995594544568
"SEMAFORO 3/200 BICI";2;55055;859;"";439657.259212458;4472351.62256397;-3.71108229770884;40.3995863529755
"SEMAFORO 3/200 BICI";2;55054;4553;"";440417.596454361;4471947.23495941;-3.70208523913698;40.3959981757763
"SEMAFORO 3/100 BICI";2;55053;4553;"";440425.963654609;4471944.25187063;-3.70198637271676;40.395971901165
"SEMAFORO 3/200 BICI";2;56548;4602;"";439136.332632697;4472874.27915446;-3.71727044498787;40.4042567767511
"SEMAFORO 3/200 BICI";2;56549;4602;"";439135.680959693;4472879.46150645;-3.7172786198647;40.4043034141449
"SEMAFORO 3/100 BICI";2;55003;2209;"";440012.964137116;4472110.26044478;-3.7068682128086;40.3974377437671
"SEMAFORO 3/200 BICI";2;55002;2209;"";440004.735967021;4472113.91554536;-3.70696550837144;40.3974700779942
"SEMAFORO 3/200 BICI";2;45399;413;"1970-08-05 00:00:00";440743.76806616;4471639.56492023;-3.69821345926555;40.393249796332
"SEMAFORO 3/100 BICI";2;45400;413;"1970-08-05 00:00:00";440730.146005966;4471656.75599971;-3.6983755560373;40.3934036932494
"SEMAFORO 2/200 PEATON - BICI";2;47598;469;"1971-11-12 00:00:00";440691.206164761;4472535.73800573;-3.6989162278296;40.4013192403221
"SEMAFORO 2/200 PEATON - BICI";2;47599;469;"1971-11-12 00:00:00";440681.259122167;4472541.45574736;-3.69903397189756;40.4013700400661
"SEMAFORO 2/200 PEATON - BICI";2;47600;469;"1971-11-12 00:00:00";440647.081549537;4472538.88119962;-3.69943646455572;40.4013444117675
"SEMAFORO 2/200 PEATON - BICI";2;47601;469;"1971-11-12 00:00:00";440642.951514873;4472531.91626209;-3.69948448151639;40.4012813737043
"SEMAFORO 2/200 PEATON - BICI";2;47602;469;"1971-11-12 00:00:00";440637.455211119;4472519.76296872;-3.69954811401025;40.4011714988973
"SEMAFORO 2/200 PEATON - BICI";2;47603;469;"1971-11-12 00:00:00";440631.795942734;4472512.3213194;-3.69961410599903;40.4011040572985
"SEMAFORO 2/200 PEATON - BICI";2;49656;859;"1978-01-01 00:00:00";439745.858734658;4472304.84634616;-3.71003388488571;40.3991713856429
"SEMAFORO 2/200 PEATON - BICI";2;49657;859;"1978-01-01 00:00:00";439747.048345805;4472298.13624058;-3.71001923249731;40.3991110238228
"SEMAFORO 2/200 PEATON - BICI";2;51388;2209;"2015-02-17 00:00:00";440118.014086294;4472091.78497594;-3.70562868898958;40.3972788678334
"SEMAFORO 2/200 PEATON - BICI";2;51377;2208;"2015-02-09 00:00:00";439130.704076723;4473851.76607383;-3.71743027277899;40.4130620143147
"SEMAFORO 2/200 PEATON - BICI";2;31236;342;"1969-02-17 00:00:00";440968.909402032;4471452.29927257;-3.69554345720711;40.3915787960138
"SEMAFORO 2/200 PEATON - BICI";2;31233;342;"1969-02-17 00:00:00";440959.675180209;4471435.7142225;-3.69565071588432;40.3914287346831
"SEMAFORO 2/200 PEATON - BICI";2;31200;413;"1970-08-05 00:00:00";440684.597770562;4471699.67801194;-3.69891621003456;40.3937871144396
"SEMAFORO 2/200 PEATON - BICI";2;31197;413;"1970-08-05 00:00:00";440690.920090948;4471714.35957897;-3.6988430864336;40.3939198238033
"SEMAFORO 2/200 PEATON - BICI";2;31190;1481;"1997-02-07 00:00:00";440583.418875357;4471804.15733239;-3.70011806982513;40.3947211060938
"SEMAFORO 2/200 PEATON - BICI";2;31189;1481;"1997-02-07 00:00:00";440585.997648127;4471814.90421819;-3.7000886884667;40.3948181035149
"SEMAFORO 2/200 PEATON - BICI";2;31178;4553;"1997-02-07 00:00:00";440423.437157337;4471946.89422409;-3.70201638862492;40.3959955240954
"SEMAFORO 2/200 PEATON - BICI";2;31177;4553;"1997-02-07 00:00:00";440430.182783268;4471955.57967799;-3.70193772020761;40.3960742495895
"SEMAFORO 2/200 PEATON - BICI";2;31069;529;"1972-10-11 00:00:00";439032.922801705;4473578.94172963;-3.71855653384291;40.4105971332993
"SEMAFORO 2/200 PEATON - BICI";2;39628;1141;"1987-05-09 00:00:00";440222.860577352;4472064.42476812;-3.70439073398214;40.3970399257772
"SEMAFORO 3/200 BICI";2;56553;4602;"";439142.725234551;4472879.64769874;-3.71719562790994;40.4043056063761
"SEMAFORO 2/200 PEATON - BICI";2;31068;529;"1972-10-11 00:00:00";439035.093438665;4473578.21230898;-3.71853088278607;40.4105907213278
"SEMAFORO 2/200 PEATON - BICI";2;30949;1875;"2005-02-01 00:00:00";439006.784591109;4472854.22216304;-3.71879511608012;40.404066613866
"SEMAFORO 2/200 PEATON - BICI";2;30950;1875;"2005-02-01 00:00:00";439002.653171921;4472853.65535248;-3.7188437462298;40.4040612051103
"SEMAFORO 2/200 PEATON - BICI";2;30944;776;"1978-01-01 00:00:00";438841.805031549;4472855.61980602;-3.72073936195878;40.404067102266
"SEMAFORO 2/200 PEATON - BICI";2;30943;776;"1978-01-01 00:00:00";438852.960253634;4472837.87140654;-3.72060620428523;40.4039080358841
"SEMAFORO 2/200 PEATON - BICI";2;30942;776;"1978-01-01 00:00:00";438864.304289422;4472830.21349076;-3.7204717914673;40.4038398829083
"SEMAFORO 2/200 PEATON - BICI";2;30941;776;"1978-01-01 00:00:00";438878.847458503;4472836.69308004;-3.72030103822584;40.4038993217602
"SEMAFORO 2/200 PEATON - BICI";2;51376;2208;"2015-02-09 00:00:00";439129.917528559;4473849.39317385;-3.71743931563505;40.413040580642
"SEMAFORO 2/200 PEATON - BICI";2;39629;1141;"1987-05-09 00:00:00";440218.090863997;4472070.26289029;-3.70444748256314;40.3970921761275
"SEMAFORO 2/200 PEATON - BICI";2;39632;1141;"1987-05-09 00:00:00";440255.922407521;4472065.08576596;-3.70400123605402;40.3970482528505
"SEMAFORO 2/200 PEATON - BICI";2;39633;1141;"1987-05-09 00:00:00";440253.795625932;4472057.51115611;-3.70402558467437;40.396979864391
"SEMAFORO 2/200 PEATON - BICI";2;39660;1434;"1995-09-15 00:00:00";440205.433859135;4472514.97353958;-3.70463838472049;40.4010974420396
"SEMAFORO 2/200 PEATON - BICI";2;39661;1434;"1995-09-15 00:00:00";440217.064834226;4472521.4816606;-3.70450194258743;40.4011569055449
"SEMAFORO 2/200 PEATON - BICI";2;39680;1140;"1987-05-09 00:00:00";439855.896429546;4472228.72288128;-3.70873010525625;40.3984935829042
"SEMAFORO 2/200 PEATON - BICI";2;39681;1140;"1987-05-09 00:00:00";439853.545857002;4472225.29491755;-3.70875747823972;40.3984625323589
"SEMAFORO 2/200 PEATON - BICI";4;38060;2226;"1960-01-01 00:00:00";442405.744348593;4474769.42974772;-3.67891505125915;40.4215618685926
"SEMAFORO 2/200 PEATON - BICI";4;38043;19;"1960-01-01 00:00:00";442316.090574927;4474743.68604322;-3.67996947488265;40.4213237457907
"SEMAFORO 2/200 PEATON - BICI";4;38042;19;"1960-01-01 00:00:00";442332.056877735;4474747.54177053;-3.6797816286523;40.4213595868466
"SEMAFORO 2/200 PEATON - BICI";4;37962;13;"1960-01-01 00:00:00";441663.385234608;4475206.99839861;-3.68770545245195;40.4254519869541
"SEMAFORO 2/200 PEATON - BICI";4;21087;22;"1960-01-01 00:00:00";441571.888338484;4474669.1330359;-3.68873457497074;40.4206002114916
"SEMAFORO 2/200 PEATON - BICI";4;21088;22;"1960-01-01 00:00:00";441584.143850483;4474667.16810347;-3.68858993976176;40.4205833708622
"SEMAFORO 2/200 PEATON - BICI";4;29148;162;"1966-02-09 00:00:00";441749.609385864;4475767.76365004;-3.68674044369572;40.4305096744409
"SEMAFORO 1/200 BICI";4;50682;22;"1960-01-01 00:00:00";441502.20650118;4474571.85638114;-3.68954696140786;40.4197189996686
"SEMAFORO 2/200 PEATON - BICI";4;46694;49;"1960-01-01 00:00:00";441782.644883871;4476529.70413532;-3.68642079579937;40.4373759108884
"SEMAFORO 2/200 PEATON - BICI";4;43470;690;"1976-07-02 00:00:00";443958.80495288;4476647.64184635;-3.66077449331681;40.4385878498956
"SEMAFORO 2/200 PEATON - BICI";4;43469;690;"1976-07-02 00:00:00";443959.896116781;4476635.83114702;-3.66076058667825;40.4384815265346
"SEMAFORO 2/200 PEATON - BICI";4;43468;690;"1976-07-02 00:00:00";443966.124942931;4476625.54875041;-3.66068624136224;40.4383893171129
"SEMAFORO 2/200 PEATON - BICI";4;43467;690;"1976-07-02 00:00:00";443968.963409028;4476617.96807285;-3.66065210709932;40.4383212176968
"SEMAFORO 2/200 PEATON - BICI";4;43445;879;"1978-06-06 00:00:00";443951.258506069;4476879.31502724;-3.66088390421595;40.4406743728236
"SEMAFORO 2/200 PEATON - BICI";4;43444;879;"1978-06-06 00:00:00";443948.961409826;4476886.55815782;-3.6609116271313;40.4407394678285
"SEMAFORO 2/200 PEATON - BICI";4;43443;879;"1978-06-06 00:00:00";443947.636174713;4476889.94751497;-3.66092755135171;40.4407699115675
"SEMAFORO 2/200 PEATON - BICI";4;43442;879;"1978-06-06 00:00:00";443946.676732227;4476905.00003657;-3.66094019173137;40.4409054477407
"SEMAFORO 2/200 PEATON - BICI";4;40894;17;"1960-01-01 00:00:00";441643.496941248;4475043.74575013;-3.68792490775789;40.4239799324867
"SEMAFORO 2/200 PEATON - BICI";4;40893;153;"1966-01-03 00:00:00";441622.72143026;4474882.39863196;-3.68815498673207;40.4225249810157
"SEMAFORO 2/200 PEATON - BICI";4;40269;154;"1966-01-04 00:00:00";441707.924995983;4475475.67620411;-3.68720506238354;40.4278754894467
"SEMAFORO 2/200 PEATON - BICI";4;39540;1962;"2006-07-11 00:00:00";441758.285634502;4475901.0006432;-3.68665037071032;40.4317105449508
"SEMAFORO 2/200 PEATON - BICI";4;39534;155;"1966-01-05 00:00:00";441768.436039294;4476037.90300468;-3.68654325170916;40.4329445377695
"SEMAFORO 2/200 PEATON - BICI";4;39533;155;"1966-01-05 00:00:00";441769.345080096;4476051.45289111;-3.686533776393;40.4330666652748
"SEMAFORO 2/200 PEATON - BICI";4;39526;156;"1966-01-08 00:00:00";441785.917112633;4476283.18531355;-3.68635963344207;40.4351553815863
"SEMAFORO 2/200 PEATON - BICI";4;38374;1900;"2005-08-17 00:00:00";443898.043172569;4474723.52917896;-3.66132106591663;40.4212503260366
"SEMAFORO 2/200 PEATON - BICI";4;38373;1900;"2005-08-17 00:00:00";443888.775246688;4474723.26439105;-3.66143028450602;40.4212473157599
"SEMAFORO 2/200 PEATON - BICI";4;38364;1216;"1990-08-09 00:00:00";443797.680495127;4474716.7748825;-3.6625034535494;40.4211827068677
"SEMAFORO 2/200 PEATON - BICI";4;38363;1216;"1990-08-09 00:00:00";443786.269811513;4474713.85735831;-3.66263769433854;40.4211556534345
"SEMAFORO 2/200 PEATON - BICI";4;38185;343;"1969-03-17 00:00:00";442790.577297743;4474741.85620704;-3.67437649926407;40.4213400198731
"SEMAFORO 2/200 PEATON - BICI";4;38184;343;"1969-03-17 00:00:00";442787.892477773;4474742.05662625;-3.67440816348951;40.4213416407567
"SEMAFORO 2/200 PEATON - BICI";4;38071;179;"1966-06-11 00:00:00";442646.277378385;4474749.55208396;-3.67607806799035;40.4213994145824
"SEMAFORO 2/200 PEATON - BICI";4;38070;179;"1966-06-11 00:00:00";442657.151484861;4474749.4135898;-3.67594988144016;40.4213989164114
"SEMAFORO 2/200 PEATON - BICI";4;38065;871;"1978-01-01 00:00:00";442521.919757548;4474760.44250656;-3.67754486631971;40.4214889401294
"SEMAFORO 2/200 PEATON - BICI";4;38064;871;"1978-01-01 00:00:00";442523.798227599;4474760.31836255;-3.67752271338332;40.4214879515341
"SEMAFORO 2/200 PEATON - BICI";4;38061;2226;"1960-01-01 00:00:00";442402.089081598;4474769.63330736;-3.67895815473111;40.4215634493467
"SEMAFORO 3/200 BICI";7;20931;279;"2017-06-20 00:00:00";440363.137531438;4477415.3644181;-3.7032396747968;40.4452537394274
"SEMAFORO 3/200 BICI";7;53230;480;"1971-11-30 00:00:00";440692.734569464;4476368.04008806;-3.69925556544425;40.4358425555591
"SEMAFORO 2/200 PEATON - BICI";7;37263;251;"2017-04-13 00:00:00";440800.690712265;4475989.10083833;-3.69794751266131;40.4324365898392
"SEMAFORO 2/200 PEATON - BICI";7;37264;251;"2017-04-27 00:00:00";440810.794994416;4475977.64378359;-3.69782732672568;40.4323340985336
"SEMAFORO 2/200 PEATON - BICI";7;37276;1236;"2017-04-14 00:00:00";440776.863341311;4476107.19167261;-3.6982394164439;40.4334987097663
"SEMAFORO 2/200 PEATON - BICI";7;21047;280;"2017-06-21 00:00:00";440429.088466647;4477191.82314001;-3.70244107089099;40.4432447114608
"SEMAFORO 2/200 PEATON - BICI";7;21033;279;"2017-06-22 00:00:00";440348.970079559;4477437.51054968;-3.70340880567191;40.4454522248667
"SEMAFORO 3/200 BICI";7;53458;279;"1968-01-09 00:00:00";440357.170247665;4477418.60257471;-3.70331034021759;40.4452824820628
"SEMAFORO 3/200 BICI";7;20925;281;"2017-06-10 00:00:00";440405.425044166;4477283.24797974;-3.70272865955265;40.4440666100774
"SEMAFORO 3/200 BICI";7;19840;472;"2017-05-20 00:00:00";440533.522158077;4476883.96893024;-3.70118089299247;40.4404789020696
"SEMAFORO 3/200 BICI";7;53437;188;"1966-09-06 00:00:00";440481.269683427;4477039.74395294;-3.70181156206391;40.4418784530538
"SEMAFORO 3/200 BICI";7;19824;280;"2017-06-07 00:00:00";440442.920879138;4477166.27713682;-3.70227558010213;40.4430155729455
"SEMAFORO 3/200 BICI";7;19543;235;"2017-04-28 00:00:00";440915.579266002;4475678.84565544;-3.69656425619592;40.429649836669
"SEMAFORO 3/200 BICI";7;19414;234;"2017-04-05 00:00:00";440876.069405831;4475803.16292167;-3.69704158031653;40.4307669369218
"SEMAFORO 3/200 BICI";7;19412;234;"1967-07-12 00:00:00";440872.389870444;4475825.92619687;-3.69708707461628;40.4309717374762
"SEMAFORO 3/200 BICI";7;53375;79;"1960-01-01 00:00:00";440597.212301833;4476679.30555078;-3.70041082836883;40.4386397562328
"SEMAFORO 3/200 BICI";7;53225;251;"1967-10-21 00:00:00";440825.007087302;4475959.59950724;-3.69765810119423;40.4321725586379
"SEMAFORO 3/200 BICI";7;19112;1236;"2017-04-07 00:00:00";440786.509875798;4476093.63821278;-3.69812442928385;40.4333773008413
"SEMAFORO 2/200 PEATON - BICI";7;37285;476;"2017-06-10 00:00:00";440709.628405244;4476252.32907684;-3.69904559907107;40.4348013831143
"SEMAFORO 2/200 PEATON - BICI";7;53231;480;"1971-11-30 00:00:00";440693.525836494;4476362.8232004;-3.69924574989066;40.4357956159132
"SEMAFORO 2/200 PEATON - BICI";7;37382;247;"2017-05-08 00:00:00";440661.411183254;4476470.24350572;-3.69963439773651;40.4367610154825
"SEMAFORO 3/200 BICI";7;19068;247;"2017-03-25 00:00:00";440673.414447282;4476448.66349482;-3.69949086796448;40.4365674694346
"SEMAFORO 3/200 BICI";7;19041;480;"2017-03-25 00:00:00";440707.131634205;4476343.13091389;-3.69908350635988;40.4356191890482
"SEMAFORO 3/200 BICI";7;53232;480;"1971-11-30 00:00:00";440700.873609031;4476348.66778018;-3.6991578021012;40.4356686214532
"SEMAFORO 3/200 BICI";7;53234;247;"1967-09-16 00:00:00";440659.874966036;4476475.56731414;-3.69965300644934;40.4368088651197
"SEMAFORO 3/200 BICI";7;53371;79;"1960-01-01 00:00:00";440606.854435474;4476647.32660466;-3.70029415802139;40.4383523644065
"SEMAFORO 3/200 BICI";7;53341;1236;"1990-10-31 00:00:00";440776.017707572;4476112.50591324;-3.69824988095139;40.4335465226534
"SEMAFORO 3/200 BICI";7;53342;1236;"1990-10-31 00:00:00";440779.67918162;4476099.48374594;-3.69820550187327;40.4334294737458
"SEMAFORO 3/200 BICI";7;53343;476;"1971-11-25 00:00:00";440733.08073284;4476239.14120938;-3.69876788096867;40.434684252387
"SEMAFORO 3/200 BICI";7;53344;476;"1971-11-25 00:00:00";440721.254108952;4476299.67287496;-3.69891295546417;40.4352287061432
"SEMAFORO 3/200 BICI";7;53365;251;"1967-10-21 00:00:00";440804.643993298;4476020.18935567;-3.69790380302813;40.4327169307906
"SEMAFORO 3/200 BICI";7;53366;251;"1967-10-21 00:00:00";440811.860617231;4476014.47308721;-3.69781819384367;40.4326659495976
"SEMAFORO 3/200 BICI";7;53367;251;"1967-10-21 00:00:00";440830.277176455;4475954.18488978;-3.69759546848933;40.4321241561934
"SEMAFORO 3/200 BICI";7;53370;247;"1967-09-16 00:00:00";440667.010511014;4476454.45082096;-3.69956690868614;40.4366191474032
"SEMAFORO 3/200 BICI";7;19161;79;"2017-05-10 00:00:00";440594.937209923;4476693.52176363;-3.70043898092399;40.4387676596589
"SEMAFORO 3/200 BICI";7;53374;79;"1960-01-01 00:00:00";440592.277731253;4476693.70803864;-3.70047035375667;40.4387691477188
"SEMAFORO 3/200 BICI";7;53407;234;"1967-07-12 00:00:00";440883.171244099;4475797.56727442;-3.69695733865593;40.4307170335008
"SEMAFORO 3/200 BICI";7;53409;235;"1967-07-12 00:00:00";440913.716664909;4475700.1772749;-3.69658819621906;40.4298418695096
"SEMAFORO 3/200 BICI";7;53414;235;"1967-07-12 00:00:00";440920.325903269;4475677.20524536;-3.69650814810419;40.4296353962234
"SEMAFORO 3/200 BICI";7;53420;79;"1960-01-01 00:00:00";440608.475217023;4476640.42963654;-3.7002744043576;40.4382903492107
"SEMAFORO 3/200 BICI";7;53422;472;"1971-11-19 00:00:00";440562.006213079;4476780.46741744;-3.70083537297277;40.439548551395
"SEMAFORO 3/200 BICI";7;19050;476;"2017-04-18 00:00:00";440741.085120477;4476234.34909579;-3.69867306758033;40.4346416532118
