ID,Date,Address,Number,District,AccidentType,Weather,Lesividad
d57254a0a962ad432e402fa436fa2a28,14/5/21,PASEO. PONTONES / PASEO. MELANCOLICOS,-,ARGANZUELA,Colisión fronto-lateral,Despejado,14
1b81f77515e0f225e3d140ba9a9cffbe,14/5/21,CALL. MORALZARZAL / CALL. LA MASO,-,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,3
eaa65cca40b8a27ce8f206544845bc03,16/5/21,CALL. SAN BERNARDO / CALL. PALMA,-,CENTRO,Alcance,Despejado,8
34c4a48382321c60dca69787c6145c75,15/5/21,CALL. SAN HILARIO,5,SAN BLAS-CANILLEJAS,Caída,Despejado,7
7d3040cd16490053e9d2ae01c1203681,15/5/21,IDB. PARQUE LINEAL DEL MANZANARES,0,PUENTE DE VALLECAS,Atropello a persona,Despejado,7
0c1939398716ed87372db0e2e5f7b6a0,15/5/21,IDB. PARQUE LINEAL DEL MANZANARES,0,PUENTE DE VALLECAS,Atropello a persona,Despejado,7
a2a23e7458611f140171c041f15941d8,15/5/21,CALL. CEA BERMUDEZ,52,CHAMBERÍ,Colisión lateral,Despejado,7
5ef050d6ea0c07b409ed7ab28c2a080c,15/5/21,CALL. ANTONIO LOPEZ,195E,USERA,Colisión lateral,Despejado,8
aa43f265e9ff9ed9a9d85350eebe4c0a,17/5/21,CALL. SEPULVEDA,1,LATINA,Caída,Despejado,7
200534d85cb54e2f550756d7a929fb27,16/5/21,CALL. VELAZQUEZ / CALL. GOYA,-,SALAMANCA,Colisión fronto-lateral,Despejado,14
f6eb1e718798f7c17e41c36e86b288e0,16/5/21,AVDA. LAS FUERZAS ARMADAS / CALL. EDUARDO HARO,-,HORTALEZA,Caída,Despejado,6
59d4d0ad8876aae8dca2dd1d61f2c525,16/5/21,AVDA. DOCTOR GARCIA TAPIA / AUTOV. M-40,-,MORATALAZ,Colisión fronto-lateral,Despejado,7
cd2921f28941b4e80132746f42f6a5ad,17/5/21,PLAZA. MANUEL BECERRA / CALL. ALCALA,-,SALAMANCA,Alcance,Despejado,5
fc38e184d5d6798c9535eeabe406405f,18/5/21,CALL. BRAVO MURILLO / CALL. LOPE DE HARO,-,TETUÁN,Colisión fronto-lateral,Despejado,3
154a8e4c6018a873eccb301e45fb8fd8,18/5/21,CALL. CERRO DE LA PLATA,6,RETIRO,Caída,Despejado,8
c0ad47ee02209824494d5097556c48b0,20/5/21,AVDA. POBLADOS,70,LATINA,Colisión lateral,Despejado,7
40ecf2f1b558041a5b4915429f66b26c,19/5/21,CTRA. ALCOBENDAS A BARAJAS,30,BARAJAS,Colisión lateral,Despejado,1
62e362f2d685c20871d095c74d958bd6,19/5/21,PASEO. RECOLETOS,22,SALAMANCA,Alcance,Despejado,7
536d92dcc93b6e44edbdcf04ec8fd184,20/5/21,GTA. OLGA RAMOS (FAROLA 84),-,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,1
9b83dd6fa79bc6b8245cb2e9de80d761,21/5/21,CTRA. RODAJOS,2,MONCLOA-ARAVACA,Caída,Despejado,2
a75a4f55dbdf58fe8a70aca22ca7b72b,21/5/21,CTRA. ESTACION DE HORTALEZA,56,HORTALEZA,Colisión frontal,Despejado,14
d21cc59ff662d33880763d1349e23522,21/5/21,CTRA. ESTACION DE HORTALEZA,56,HORTALEZA,Colisión frontal,Despejado,3
cd96a85656e1b00384ef9a6101af8e6e,22/5/21,CALL. TOLEDO,52,CENTRO,Alcance,Despejado,8
1e95ec7c8bf3231377f57626a06fbca8,22/5/21,CALL. ALCALA,253,CIUDAD LINEAL,Alcance,Despejado,6
c95250d95c1a1e14ee87be93f4c4d8d3,23/5/21,CALL. PUERTO ALTO / CALL. MONTE PERDIDO,-,PUENTE DE VALLECAS,Colisión fronto-lateral,Nublado,8
41b84c05daf348ab72a37b5dafb99f07,23/5/21,CALL. MINERVA / CALL. TITANIO,-,VICÁLVARO,Alcance,Nublado,8
e629251444a239fce29ef6f8956651b4,24/5/21,AVDA. ENTREVIAS / AVDA. BUENOS AIRES,-,PUENTE DE VALLECAS,Caída,Despejado,5
1ee2c9d5f1c2d5efd69f3dc2e14de043,25/5/21,CALL. MATEO INURRIA,5,CHAMARTÍN,Alcance,Despejado,7
bffba70529bcc586d15ece329444daf0,25/5/21,CALL. VIRGEN DE LOS ROSALES / CALL. VELETA,-,MONCLOA-ARAVACA,Caída,Despejado,6
f466e15384aec6f687d3cd79832878ca,25/5/21,AVDA. ARCENTALES,7,SAN BLAS-CANILLEJAS,Colisión lateral,Despejado,8
ca84928c4233da36e151086905cdd857,25/5/21,PASEO. CHOPERA,10,ARGANZUELA,Caída,Despejado,7
ed19ff48f4a5ef7477f6dc814470e078,25/5/21,CALL. MESON DE PAREDES / CALL. MIGUEL SERVET,-,CENTRO,Colisión múltiple,Despejado,7
f153aad4127b726983d50284425bb410,27/5/21,PASEO. MELANCOLICOS,4,ARGANZUELA,Caída,Despejado,3
0e62a0a384c939b691cf6b43ebc38df6,26/5/21,AVDA. ANDES,52,HORTALEZA,Caída,Despejado,6
e8e769ff57b378169cd60e0541780cee,26/5/21,CALL. ALFONSO XII,3,RETIRO,Caída,Despejado,1
3049c5344c588bfcaebe665bac20380b,26/5/21,CALL. ALFONSO XII,3,RETIRO,Caída,Despejado,14
8e01a4b9b3989ff867a1ff0797fef500,26/5/21,AVDA. MONASTERIO DE SILOS,7B,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,3
16c5909ad7eb59fdc41ebec2cf6a32c7,26/5/21,AVDA. MONASTERIO DE SILOS,7B,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,8
2b7122f9b7fc7dddbc15f6be90aa2d85,28/5/21,CALL. SANTA ENGRACIA,140,CHAMBERÍ,Choque contra obstáculo fijo,Despejado,1
db6fce6936aa298c55d994627f3ea29a,27/5/21,CALL. ANTONIO MACHADO / CALL. VALDERREY,-,MONCLOA-ARAVACA,Colisión lateral,Despejado,6
fe521551ce3308515b40399a071d0247,27/5/21,CMNO. POZO DEL TIO RAIMUNDO,37,VILLA DE VALLECAS,Colisión lateral,Despejado,1
832c51fe995ca0b278b13b2e39b74f77,27/5/21,CALL. GENOVA,24,CENTRO,Caída,Despejado,7
b38cb722055fcd98ea4475eaa88f0c91,28/5/21,CALL. EMBAJADORES,300,ARGANZUELA,Caída,Despejado,7
bc1880b8dccb3f46564fb59f3b9b1775,28/5/21,PASEO. CASTELLANA,180,CHAMARTÍN,Choque contra obstáculo fijo,Despejado,1
73695cd854a98cd6acf580e7068b1715,29/5/21,CALL. SEGOVIA,21,CENTRO,Caída,Despejado,6
710e6811a29ae6cd834e81cdef64ae9a,29/5/21,AVDA. CARDENAL HERRERA ORIA / AVDA. LLANO CASTELLANO,-,FUENCARRAL-EL PARDO,Caída,Despejado,6
e92831eb9af7a23e41647667ca2b59ad,29/5/21,AVDA. CARDENAL HERRERA ORIA / AVDA. LLANO CASTELLANO,-,FUENCARRAL-EL PARDO,Caída,Despejado,7
5f7b09fa4083da07d8b12f7972342bb1,30/5/21,CALL. PEDRO RICO / CALL. ARTURO DUPERIER,-,FUENCARRAL-EL PARDO,Caída,Despejado,2
e0056b478a07cd5aea4406b8de2a2e00,30/5/21,CALL. EMBAJADORES / ACCESO CAJA MAGICA,-,ARGANZUELA,Colisión fronto-lateral,Despejado,2
c7fefff5a36b7fc8717ffe594dd1fb97,6/1/21,PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA,-,SALAMANCA,Caída,Lluvia débil,5
9c9a4d4b6679672fb2a9fe616280535f,31/5/21,CALL. VIA CARPETANA,57,CARABANCHEL,Caída,Despejado,8
66a88a948e1bb7ff808f103b62868ce7,31/5/21,PLAZA. EMPERADOR CARLOS V,1,CENTRO,Alcance,Despejado,8
231b7f3255abbe46e93c472ff1c2f018,1/6/21,AVDA. BRASILIA / AVDA. BADAJOZ,-,SALAMANCA,Alcance,Despejado,7
98d15188ffee5a841b9c2f37d51d6053,1/6/21,CUSTA. SAN VICENTE / CALL. BAILEN,-,MONCLOA-ARAVACA,Caída,Despejado,6
a8e30a8153fc11e1fddeec5b0ad46ab5,1/6/21,RONDA. VALENCIA / CALL. ALONSO DEL BARCO,-,ARGANZUELA,Alcance,Despejado,1
8fde31fadfcad1900d6f7ee44e91ef99,1/6/21,GTA. EMBAJADORES / RONDA. VALENCIA,-,CENTRO,Atropello a persona,Despejado,8
71bab88d1419ded7f1870cdcd092721b,1/6/21,GTA. EMBAJADORES / RONDA. VALENCIA,-,CENTRO,Atropello a persona,Despejado,5
c428af4f3cec828f22f420ec3b0fd51f,2/6/21,CALL. ALCALDE SAINZ DE BARANDA / AUTOV. M-23,-,RETIRO,Colisión frontal,Despejado,14
00750edd983777a20f6e25a2351732e1,2/6/21,PASEO. CASTELLANA,216,CHAMARTÍN,Colisión lateral,Despejado,7
c4a13ba04d3a04d6185929c3ec762fad,2/6/21,CALL. ALEJANDRO SANCHEZ,72,CARABANCHEL,Choque contra obstáculo fijo,Despejado,7
3ac5c54b52fae99085b141c223577d98,2/6/21,AVDA. MENENDEZ PELAYO / CALL. DOCTOR CASTELO,-,RETIRO,Colisión fronto-lateral,Despejado,8
e1e003d1d660fd86c24fb8de6abbf7c4,2/6/21,CALL. VIRGEN DE LOS PELIGROS,12,CENTRO,Otro,Despejado,7
0adc2fc410ad31f548d90d6a7bbfec0f,3/6/21,GTA. MARQUES DE VADILLO,1,CARABANCHEL,Alcance,Despejado,7
1733737564188888ff15cf210f604f91,3/6/21,PLAZA. INDEPENDENCIA / CALL. ALFONSO XII,-,SALAMANCA,Colisión lateral,Despejado,7
c64b8c25bb1c810d18fb925a01916de1,4/7/21,CALL. INFANTA MERCEDES,27,TETUÁN,Otro,Despejado,7
4f28a26f8467074e3ec0e19e5f6fca7c,4/6/21,CALL. FUENCARRAL / CALL. JERONIMO DE LA QUINTANA,-,CHAMBERÍ,Colisión fronto-lateral,Despejado,3
670cfdf5bdb208d5089bce564b0608a0,5/7/21,CALL. ALCALA / AUTOV. M-30,-,SALAMANCA,Colisión lateral,Despejado,3
46ae475d865e4c146df4e911f73650f5,5/6/21,PLAZA. LEGAZPI CON PASEO DE LA CHOPERA,-,ARGANZUELA,Caída,Despejado,6
e91addae265103240f75e2fa932a31e4,6/6/21,AVDA. MONASTERIO DE SILOS,96,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,7
7588e1fdccff9889738386f9bfda8619,6/6/21,AVDA. MONASTERIO DE SILOS,96,FUENCARRAL-EL PARDO,Colisión frontal,Despejado,6
cc981debda93381749eba1cd259d9f20,6/6/21,CALL. ISABEL COLBRAND / CALL. MARIA TUBAU,-,FUENCARRAL-EL PARDO,Caída,Despejado,5
a5b6505777f624736cb148a14d22e65e,6/6/21,AVDA. LAS FUERZAS ARMADAS,136,HORTALEZA,Caída,Despejado,1
e77abc3f65529fbc55e5bbac30b093fb,6/6/21,AVDA. MENENDEZ PELAYO,38,RETIRO,Caída,Despejado,2
bfe41b1fea33dd96841c518ed3c278c6,7/6/21,PLAZA. ALSACIA / AVDA. INSTITUCION LIBRE DE ENSEÑANZA,-,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,8
4e3773ec36393f79a60aefd8d5cb97c9,7/6/21,PLAZA. CORTES,2,CENTRO,Colisión fronto-lateral,Despejado,7
f9ef51e85e0b0112be87f37d53f39692,7/6/21,AVDA. PORTUGAL / AVDA. PRINCIPAL,-,LATINA,Colisión fronto-lateral,Despejado,1
80f329144aca5fc04a540f6aa9d61448,8/6/21,PLAZA CIBELES - CALLE ALCALA,-,RETIRO,Colisión lateral,Despejado,3
80c94b5b1a7aabfe69aad48eb2bd4a16,9/6/21,CALL. PINOS ALTA,5,TETUÁN,Atropello a persona,Despejado,14
0eb43a60024fd624e8ff02802a33afe5,9/6/21,CALL. PINOS ALTA,5,TETUÁN,Atropello a persona,Despejado,2
a9c505fe31fab78d56d1c4f22ce2b346,9/6/21,PASEO. PRADO,1,RETIRO,Caída,Despejado,1
f0e3f8c2f7696246e8e275541fa8803b,10/7/21,CALL. CARTAGENA,158,CHAMARTÍN,Alcance,Despejado,1
5500888e6bbcc3253b2c260218a05cc7,10/6/21,CALL. ALCALA / ARCON,-,CIUDAD LINEAL,Caída,Despejado,6
f401684281c56ff613611ad7a57dc8ca,10/6/21,CALL. PLANETA TIERRA / CALL. EROS,-,ARGANZUELA,Caída,Despejado,1
d2ac2ac2cabae7241dc2746d94ce270f,10/6/21,PASEO. SANTA MARIA DE LA CABEZA,18,ARGANZUELA,Caída,Despejado,1
a0e6d01eae0cae1620624f19ad653beb,10/6/21,CALL. SAN DALMACIO,19,VILLAVERDE,Colisión lateral,Despejado,8
35b7d721a7a037818a07b125d15f3a22,11/6/21,CALL. MONASTERIO DE LAS HUELGAS,5,FUENCARRAL-EL PARDO,Caída,Despejado,7
8ee1a5028a8a6221421835804c2c9c1b,12/6/21,CALL. GENOVA,24,CENTRO,Caída,Despejado,2
e844cdf8e9c0856a566c0ca37cc8ee9d,12/6/21,CALL. ALEGRIA DE ORIA / CALL. TESEO,-,SAN BLAS-CANILLEJAS,Colisión lateral,Despejado,7
ff35916b37c8232c731c9c4ccb39df79,12/6/21,CALL. SAMARIA / CALL. DOCTOR ESQUERDO,-,RETIRO,Caída,Despejado,1
168c6bc5d4374c75041843efad7d7128,13/6/21,CALL. GENOVA,16,CENTRO,Colisión fronto-lateral,Nublado,2
aed7a13c5f134f6e5321f377c908623e,13/6/21,REAL DE ARGANDA,74,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,8
004199c536b8cf1ec13cb6cf50c01a1a,13/6/21,CALL. PRINCESA,31,MONCLOA-ARAVACA,Alcance,Despejado,2
00dae52e7d0f22cd3bae24d5dbe90889,14/6/21,CALL. MONASTERIO DE EL PAULAR / AVDA. MONASTERIO DE SILOS,-,FUENCARRAL-EL PARDO,Caída,Despejado,7
11afbdc9675a808db75fca49a2123c4b,16/6/21,AVDA. MARQUES DE CORBERA,22,CIUDAD LINEAL,Colisión lateral,Despejado,1
99a52a1e7eb7a1a74265481fb353e4b3,15/6/21,PASEO. ERMITA DEL SANTO,16,LATINA,Colisión fronto-lateral,Despejado,14
ad8cc8d0a69c43597554a735eb8ea746,15/6/21,PASEO. ERMITA DEL SANTO,16,LATINA,Colisión fronto-lateral,Despejado,7
56fd2523fb72f05e0b362af5b6b6e5d4,15/6/21,PASEO. CAMOENS Y VALERO / PASEO. RUPERTO CHAPI,-,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,1
ab2eb08e2418b06a399f934e86db278c,15/6/21,AVDA. FRANCISCO PI Y MARGALL / CALL. MARIA DE PORTUGAL,-,HORTALEZA,Colisión frontal,Despejado,8
5706fdb780a117a9149a7aeb74be0c7d,15/6/21,CALL. LOMBIA / CALL. JORGE JUAN,-,SALAMANCA,Colisión fronto-lateral,Despejado,14
27b58c45fae98ed830172e486d9277ce,16/6/21,CALL. RICARDO BELTRAN Y ROZPIDE / CALL. ALBARDIN,-,USERA,Alcance,Despejado,7
77ac061e0bc59ee7483626c1808586ef,16/6/21,CALL. VIA CARPETANA / PASEO. ERMITA DEL SANTO,-,CARABANCHEL,Caída,Lluvia débil,14
7cb18d42dea3d307fbc19a7faa984241,17/6/21,CALL. VILLANUEVA / CALL. SERRANO,-,SALAMANCA,Alcance,Despejado,7
741059f48c95dc10c1963815e519cecb,17/6/21,CALL. VELAZQUEZ,6,SALAMANCA,Alcance,Lluvia débil,2
56bea58df5cf16e0e05686ef17fa8c5d,19/6/21,GTA. EDIMBURGO,1,BARAJAS,Colisión fronto-lateral,Despejado,14
ce4b32cf37a1ba5f765071576f2192b4,19/6/21,CALL. BLAS CABRERA,125,LATINA,Choque contra obstáculo fijo,Despejado,14
1ee2c564f16bbfcfd359546cfe52ba17,19/6/21,CALL. VALLE DE ARAN,5,MONCLOA-ARAVACA,Caída,Lluvia débil,8
17200f27286346585b7b6cd3148fee01,19/6/21,BIBLM. EUGENIO TRIAS CASA DE FIERAS DEL RETIRO,0,RETIRO,Caída,Despejado,5
e10afaf77b12631324730c58a385d2a1,19/6/21,CALL. JUAN BRAVO / CALL. ALCANTARA,-,SALAMANCA,Caída,Despejado,6
7b261a699dd45b640d2689a90623bf0d,20/6/21,CALL. LUIS DE HOYOS SAINZ / CALL. VALDEBERNARDO,-,MORATALAZ,Alcance,Despejado,3
59b7c350742bf9ed08a36e760bd395f8,20/6/21,CALL. TOLEDO,74,CENTRO,Caída,Despejado,1
2d523fa0f2b82580ed579d86c24a0b0c,21/6/21,AVDA. DOCTOR GARCIA TAPIA,232,MORATALAZ,Choque contra obstáculo fijo,Despejado,7
1e33871d1daf4b9de3c4aebe84b9d94d,21/6/21,CALL. ARTURO SORIA / CALL. LOPEZ DE HOYOS,-,CIUDAD LINEAL,Caída,Despejado,7
37906f9e439a738ee79e6660937d7080,21/6/21,CALL. BIGASTRO / CALL. NAVACEPEDILLA,-,LATINA,Caída,Despejado,7
2fcdc4a914b972f9012cf3b9423ba122,23/6/21,CALL. TOLEDO,107,CENTRO,Caída,Despejado,1
e3f4922bf01a7457fe8114156b79cf09,25/6/21,AVDA. PLANETARIO,18,ARGANZUELA,Caída,Despejado,1
1d8654724e4296775a06789e5967f1ed,24/6/21,PASEO. OLMOS,14,ARGANZUELA,Caída,Despejado,7
d2e30b0e2f2b2f2faae236052a329b1c,24/6/21,CALL. GENERAL ALVAREZ DE CASTRO,24,CHAMBERÍ,Atropello a persona,Despejado,14
ec3bff0f09a45c31c196fecd4ed98c26,24/6/21,CALL. GENERAL ALVAREZ DE CASTRO,24,CHAMBERÍ,Atropello a persona,Despejado,1
3eae3fb8b7997c5f198682a3b1380a1f,24/6/21,CALL. O'DONNELL,44,RETIRO,Colisión fronto-lateral,Despejado,6
499b0cedce1d6f04b9c8e5231a71877d,24/6/21,PASEO. SANTA MARIA DE LA CABEZA,13,ARGANZUELA,Alcance,Despejado,7
2f9e56f808a1e91e9e2e6f485f7fd6d1,24/6/21,CSTAN. ANGELES,12,CENTRO,Caída,Despejado,1
bc3382eea454ecf8f3561f9210c3e6e0,26/6/21,CALL. PRINCIPE DE VERGARA / CALL. MALDONADO,-,SALAMANCA,Caída,Despejado,7
df1c754b056a1f1e672b9bd5a0a1e0d7,25/6/21,CMNO. PERALES,98,USERA,Caída,Despejado,7
a9c6d217196b0a4f72b8c7a30a07ef79,25/6/21,CALL. BALTASAR SANTOS,2,PUENTE DE VALLECAS,Caída,Despejado,7
cf199b3d6e060dda9b748a8aa72a97b8,26/6/21,AVDA. INSTITUCION LIBRE DE ENSEÑANZA / CALL. CASTILLO DE UCLES,-,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,8
b7d690e0f51bfdc614c7e034b9b9845a,26/6/21,CALL. CRUZ / CALL. BARCELONA,-,CENTRO,Colisión lateral,Despejado,8
060b7e7e3971fa64e40500b6ac6c95bf,26/6/21,CALL. HORTALEZA,73,CENTRO,Colisión lateral,Despejado,8
b935ee70353c9dc1f3cc8ba0403b109e,26/6/21,CALL. FERMIN CABALLERO,89,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,7
731dcad09c46d3e6566676b82150b78a,26/6/21,CALL. ALCALA,48,CENTRO,Choque contra obstáculo fijo,Despejado,1
064b183321f66b7ad36e8802ffc1ecaf,28/6/21,CALL. PRINCIPE DE VERGARA,209A,CHAMARTÍN,Caída,Despejado,2
f15cdbebb5185efeea232d7889820c2f,27/6/21,CALL. LA ALBERCA,7,FUENCARRAL-EL PARDO,Caída,Despejado,6
15ed1b63dc2369daf9a842efe0da34f4,27/6/21,CALL. LA TABERNERA DEL PUERTO,2,VILLAVERDE,Colisión fronto-lateral,Despejado,6
c3883c1aa499a856efa1ff331d12067f,27/6/21,CALL. ENCOMIENDA DE PALACIOS,1,MORATALAZ,Caída,Despejado,7
cfbfc90392589b8b7b59c1d51447d23c,27/6/21,CALL. JORGE JUAN,38,SALAMANCA,Colisión fronto-lateral,Despejado,6
55b669b80add932d507b657a8552726a,28/6/21,PASEO. EMBARCADERO,6,MONCLOA-ARAVACA,Caída,Despejado,6
500b3d5233cc489da9022b772b2efa25,29/6/21,CALL. SAN EPIFANIO,5,ARGANZUELA,Colisión fronto-lateral,Despejado,14
ff77f2fbb59434312b9f6717c1c478eb,30/6/21,CALL. PLATANO,32,TETUÁN,Caída,Despejado,7
1f5c2c0c1244615ceacdc37fe07a7e77,30/6/21,PASEO. RECOLETOS / CALL. ARMADA ESPAÑOLA,-,SALAMANCA,Colisión lateral,Despejado,14
