ID,Date,IDAddress1,Address1,Same_as_wikidata_address1,IDAddress2,Address2,Same_as_wikidata_address2,Number,IDDistrict,District,Same_as_wikidata_distrito,AccidentType,Weather,Lesividad
d1d16bb6ac344897195ba94fd2a620d6,2021-02-20,Calle-Sanchidrian,Calle Sanchidrian,,,,,13A,Latina,Latina,https://wikidata.org/entity/Q794954,Colisión lateral,Despejado,7
daaf7a533f1491df92589ab78e22692d,2021-02-20,Plaza-Emperador-Carlos-V,Plaza Emperador Carlos V,,,,,8,Centro,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,7
e85600f9e23def8bd1052a86c8926dfe,2021-02-21,Calle-Arroyo-Fontarron,Calle Arroyo Fontarron,,,,,24,Moratalaz,Moratalaz,https://wikidata.org/entity/Q2076109,Caída,Lluvia débil,2
1d90a1088c5263f76a7e06352719d801,2021-02-22,San-Bernardo-Street,San Bernardo Street,https://wikidata.org/entity/Q5740864,,,,55,Centro,Centro,https://wikidata.org/entity/Q1763376,Atropello a persona,Despejado,14
9e0b33ae02e5830223df58a8eaf1bb72,2021-02-22,San-Bernardo-Street,San Bernardo Street,https://wikidata.org/entity/Q5740864,,,,55,Centro,Centro,https://wikidata.org/entity/Q1763376,Atropello a persona,Despejado,5
c0501303a864413435a061d086119801,2021-02-22,Plaza-Emperador-Carlos-V,Plaza Emperador Carlos V,,Calle-De-Atocha,Calle De Atocha,https://wikidata.org/entity/Q5492657,,Centro,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,6
dd17ef393ff132dd63dfcea999991333,2021-02-23,Serrano-Street,Serrano Street,https://wikidata.org/entity/Q5740879,,,,22,Salamanca,Salamanca,https://wikidata.org/entity/Q1773521,Alcance,Despejado,1
927245643f03cbd5460874f22066b7be,2021-02-24,Calle-De-Bravo-Murillo,Calle De Bravo Murillo,https://wikidata.org/entity/Q5740815,,,,175,Tetuán,Tetuán,https://wikidata.org/entity/Q1773540,Colisión fronto-lateral,Despejado,1
f5b3e8200cf5a1dfe238283cb7794983,2021-02-24,Calle-De-José-Ortega-Y-Gasset,Calle De José Ortega Y Gasset,https://wikidata.org/entity/Q16540548,Núñez-De-Balboa-Street,Núñez De Balboa Street,https://wikidata.org/entity/Q28065000,,Salamanca,Salamanca,https://wikidata.org/entity/Q1773521,Alcance,Despejado,1
b6380aee0f24da5db8d28dbcec2a4450,2021-02-26,Paseo-De-Las-Acacias,Paseo De Las Acacias,https://wikidata.org/entity/Q55947263,Calle-De-La-Ribera-De-Curtidores,Calle De La Ribera De Curtidores,https://wikidata.org/entity/Q5740938,,Arganzuela,Arganzuela,https://wikidata.org/entity/Q2000929,Caída,Despejado,7
1a900b3ac9fa0188b0b0591bf8d2a2f7,2021-02-26,Calle-De-Hortaleza,Calle De Hortaleza,https://wikidata.org/entity/Q5740911,,,,100,Centro,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,7
7739e0c3008f2b8bf04338e4c7373bb5,2021-02-26,Calle-De-La-Ribera-De-Curtidores,Calle De La Ribera De Curtidores,https://wikidata.org/entity/Q5740938,,,,25,Centro,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,6
db340d7b807d9c26d6bc9252c69c25d6,2021-02-26,Avenida-Entrevias,Avenida Entrevias,,Calle-De-Méndez-Álvaro,Calle De Méndez Álvaro,https://wikidata.org/entity/Q5553104,,Puente-de-Vallecas,Puente de Vallecas,https://wikidata.org/entity/Q2003054,Colisión lateral,Despejado,7
fb215b82659be3ba8c2a0e2622ccd47a,2021-02-26,Calle-Del-General-Ricardos,Calle Del General Ricardos,https://wikidata.org/entity/Q5740542,Calle-Francisco-Romero,Calle Francisco Romero,,,Carabanchel,Carabanchel,https://wikidata.org/entity/Q1001991,Colisión fronto-lateral,Despejado,5
86de1cebdf432f9d4410c839b6b4ea18,2021-02-27,Calle-Eduardo-Barreiros,Calle Eduardo Barreiros,,,,,21,Usera,Usera,https://wikidata.org/entity/Q953368,Otro,Despejado,7
0905a245cbab15b9c8c62ce272b6c42f,2021-02-27,Paseo-Embarcadero,Paseo Embarcadero,,,,,1,Moncloa-Aravaca,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Caída,Despejado,6
91f0ea8d97310dce0d4245b218ae2201,2021-02-27,Calle-De-Segovia,Calle De Segovia,https://wikidata.org/entity/Q8255505,,,,8,Centro,Centro,https://wikidata.org/entity/Q1763376,Caída,Despejado,1
1d9d0deeacee5d43dd169aef2a4f9bbb,2021-02-28,Paseo-Del-Prado,Paseo Del Prado,https://wikidata.org/entity/Q2079615,,,,9,Retiro,Retiro,https://wikidata.org/entity/Q2002296,Colisión lateral,Despejado,7
d87ddc377112f7ffff2d86b29651756d,2021-02-28,Alcalá-Street,Alcalá Street,https://wikidata.org/entity/Q2424746,,,,29,Centro,Centro,https://wikidata.org/entity/Q1763376,Colisión lateral,Despejado,7
9dfe5394c9f1f88995376d6c0dd0e153,2021-03-03,Calle-Brujas,Calle Brujas,,Calle-Atenas,Calle Atenas,,,Moratalaz,Moratalaz,https://wikidata.org/entity/Q2076109,Atropello a persona,Despejado,14
488b31f530d427d8e37ad43c216c79a5,2021-03-03,Calle-Brujas,Calle Brujas,,Calle-Atenas,Calle Atenas,,,Moratalaz,Moratalaz,https://wikidata.org/entity/Q2076109,Atropello a persona,Despejado,6
d91194f1161ecbbfa1509ca191fa982d,2021-03-04,Plaza-Beata-Maria-Ana-De-Jesus,Plaza Beata Maria Ana De Jesus,,,,,1,Arganzuela,Arganzuela,https://wikidata.org/entity/Q2000929,Colisión lateral,Despejado,1
ec17a019f5d4febfee2d94a021ff8ea9,2021-03-04,Calle-Florencio-Cano-Cristobal,Calle Florencio Cano Cristobal,,Calle-Jose-Bergamin,Calle Jose Bergamin,,,Moratalaz,Moratalaz,https://wikidata.org/entity/Q2076109,Colisión fronto-lateral,Despejado,14
