ID;Date;Address;Number;District;AccidentType;Weather;Lesividad
143ce8a1a755e1c1525100e878837ddc;2021-01-24;CALL. ALMIRANTE / PASEO. RECOLETOS;-;CENTRO;Colisión fronto-lateral;;
c8cc68c80ca8a7193e70c539d1f37988;2021-01-24;PLAZA. CANOVAS DEL CASTILLO;5;CENTRO;Atropello a persona;Despejado;14
fab4a91de162b22025af273c24a9aea4;2021-01-24;PLAZA. CANOVAS DEL CASTILLO;5;CENTRO;Atropello a persona;Despejado;7
679c63294e12ec3d0e0aa2a6ac18ace2;2021-01-25;CALL. JORGE JUAN / CALL. CASTELLO;-;SALAMANCA;Caída;Nublado;6
ecca0402518a8f419fa88021a2139966;2021-01-27;CALL. GRAN VIA;66;CENTRO;Colisión lateral;Despejado;
57e77ebfa9959c28f26c66a994fc7522;2021-01-26;CALL. ARENAL / CALL. DONADOS;-;CENTRO;Colisión fronto-lateral;Despejado;1
eb26ede03ded8beab42ea1255ecd0547;2021-01-26;CALL. PRINCIPE DE VERGARA;113;CHAMARTÍN;Caída;Despejado;7
bfd1b27d4d5f432355cadb0fe843c17e;2021-01-26;GTA. SANTA MARIA DE LA CABEZA / GTA. EMBAJADORES;-;ARGANZUELA;Caída;Lluvia débil;6
2605e7efd26903bac97bf0599fc9000c;2021-01-27;CALL. ORENSE / CALL. SOR ANGELA DE LA CRUZ;-;TETUÁN;Alcance;Despejado;2
e902fce0b6f484613684fb43c5649143;2021-01-28;CALL. JUAN DE URBIETA;3;RETIRO;Caída;Despejado;1
9806ce613ffd7a540108f4b9615490b0;2021-01-30;CALL. VILLANUEVA / CALL. VELAZQUEZ;-;SALAMANCA;Caída;Despejado;2
1a8df9d711bdde1f69e7fe33a190fd2c;2021-01-29;CALL. PRINCIPE DE VERGARA;24;SALAMANCA;Colisión frontal;Despejado;
265b00b14cc4724bada06ba796a249cd;2021-01-29;AVDA. COMPLUTENSE;14;MONCLOA-ARAVACA;Colisión frontal;Despejado;6
4e14b4788936989c94bdcae77593ca9b;2021-01-29;AVDA. COMPLUTENSE;14;MONCLOA-ARAVACA;Colisión frontal;Despejado;14
ce3fe1e3d044d3d8f5f02d79487b3290;2021-01-29;PLAZA. LAVAPIES;1;CENTRO;Caída;Nublado;1
38c4a6f254fdc63bdd868735cf9ed1ca;2021-01-29;CALL. BRAVO MURILLO / CALL. SANTA JULIANA;-;TETUÁN;Colisión fronto-lateral;;
a5e1e93e4f813a7e284e6337a678f2ab;2021-01-30;CALL. DOCTOR ESQUERDO / CALL. PEZ VOLADOR;-;RETIRO;Caída;Nublado;14
c1eaf453e3b54e7da1f43862d15bd38c;2021-01-30;CALL. CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN;16;LATINA;Choque contra obstáculo fijo;Despejado;2
cc79f5b0289d5f4361cc1dbdfd31be5b;2021-01-30;CALL. ALMAGRO;7;CHAMBERÍ;Alcance;Despejado;
34e689ecc00b4613cf6b9101af672342;2021-01-31;CALL. SERRANO;102;SALAMANCA;Caída;Despejado;6
e903f0c4c807c71eb6d646232182a074;2021-01-31;AVDA. MONFORTE DE LEMOS;32;FUENCARRAL-EL PARDO;Alcance;Despejado;7
