y
http://www.wikidata.org/entity/Q82955
http://www.wikidata.org/entity/Q609698
http://www.wikidata.org/entity/Q998689
http://www.wikidata.org/entity/Q6581072
http://www.wikidata.org/entity/Q6859454
http://www.wikidata.org/entity/Q8030657
http://www.wikidata.org/entity/Q14204246
http://www.wikidata.org/entity/Q99760422
ウィキメディアのプロジェクトページ
página de proyecto de Wikimedia
Amy Agnes Kaukonen
http://www.wikidata.org/entity/statement/Q8615010-75df252c-44ee-0a62-ae1a-bf0b0ff26b6a
http://www.wikidata.org/entity/statement/Q8615010-01e43923-444f-9fc5-ca75-45761cccac79
Amy A. Kaukonen
http://www.wikidata.org/entity/statement/Q58815693-1771f533-4e63-a3a3-9bea-c9c3f35800c1
http://www.wikidata.org/entity/statement/Q58815693-399b369f-4661-149e-3ec6-30d461fea1f9
http://www.wikidata.org/entity/statement/Q58815693-dafa97b7-4d9b-0fb3-1f8d-6a09a2ca4f91
one of the first female mayors in the USA
http://www.wikidata.org/entity/statement/Q58815693-e983b500-4dd7-51ad-a96d-458695ea0a36
http://www.wikidata.org/entity/Q30185
http://www.wikidata.org/entity/Q5
http://www.wikidata.org/entity/Q30
0
1
3
15
36
http://www.wikidata.org/entity/Q39631
Wikimedia-projectpagina
Wikimedia project page
വിക്കിപീഡിയ:സ്വാഗതം (Welcome)
http://www.wikidata.org/entity/statement/Q8615010-BBD177A7-D386-4EDB-BE34-F5E8A4FC3F85
دليل كل مستخدم جديد
مساعدة: الابتداء
دليل كل مستخدم جديد
مساعدة : الابتداء
সহায়:সূচী/ভূমিকা
کؤمک:ایچیندهکیلر/باشلاما
Даведка:Змест/Першыя крокі
Дапамога:Зьмест/Пачаткоўцам
সাহায্য:সূচী/কিভাবে শুরু করবেন
Wikipedia:Kako početi
یارمەتی:پێرست/دەست پێکردن
Pomoc: První kroky
Hjælp:Forside/At komme igang
އެހީ:Contents/Getting started
Help:Getting started
Ayuda: Primeros Pasos
راهنما:فهرست/شروع
Aide:Sommaire/Débuter
Le guide d'un nouveau utilisateur
મદદ: અહી મળો.
עזרה:תפריט ראשי/על אודות ויקיפדיה
मदद: प्रारंभ करना
Wikipédia:Segítség/A kezdetek
Վիքիպեդիա:ՎիքիՆախագիծ Ուղեգիծ/Հաքաթոն/Օգնություն:Պարունակություն/Ինչից սկսել
Help:Getting started
Help:目次 相談と質問
ជំនួយ:មាតិកា/សេចក្តីផ្តើម
Palīdzība:Darba uzsākšana
Wikipedia:Getting started
Hjelp:Komme i gang
Help:Getting started
Help:Inhoud/Om te beginnen
Ajuda:Somari/Amodar
ସହଯୋଗ:Getting started
Pomoc:Pierwsze kroki
ajuda:começando
Help:Gettin stairtit
Pomoć:Sadržaj/Prvi koraci
උදවු:පටුන/මෙතනින් අරඹන්න
Ndihmë:Përmbajtja/Fillimi
Помоћ:Садржај/Почетак
உதவி: துவங்குதல்
సహాయం:సూచిక/ప్రవేశిక
Ýardam:Içindäkiler/Başlangyç
Yardım:İçindekiler/Başlarken
Trợ giúp:Mục lục/Bắt đầu
הילף:אינהאלט/וואס איז וויקיפעדיע
Help:目錄/起步
Help:目录/从这里开始
Wikimedia-projekbladsy
উইকিমিডিয়া প্রকল্পের পাতা
http://commons.wikimedia.org/wiki/Special:FilePath/Dr%20Amy%20Kankonen.jpg
http://www.wikidata.org/entity/statement/Q58815693-1C82FC3C-E21F-49DC-8C89-DC7E2349A782
http://www.wikidata.org/entity/statement/Q58815693-8264D6EB-C404-47AC-A6C9-4E2353F3A8F5
http://www.wikidata.org/entity/statement/Q58815693-89EDFE26-6371-4DDB-8A29-5C9F51194754
Amy Kaukonen
Amy Kaukonen
Amy Kaukonen
Amy Kaukonen
Amy Kaukonen
1494602309
1506907605
2021-09-08T17:11:41Z
2021-09-08T17:11:48Z
2021-10-02T14:35:48Z
2021-10-02T16:40:27Z
Alejandro Moreno Noboa
Entrepreneur & Politician
"Alejandro Moreno, Alejandro Noboa"
http://www.wikidata.org/entity/statement/Q108615718-067e5ffd-4d35-942c-3699-85210cc48f74
http://www.wikidata.org/entity/statement/Q108707974-204173b3-498b-a2f8-c830-96309f2bd663
http://www.wikidata.org/entity/statement/Q108707974-d447bf4f-4dcd-6ac2-0765-c0c429d8bc23
Giovanni Caudo
Italian urbanist and politician
http://www.wikidata.org/entity/statement/Q108707974-502709be-4bd8-a45f-a7b4-616e1a6e0d61
http://www.wikidata.org/entity/statement/Q108707974-69a11430-49bd-6cd9-840c-d4c44076ddc7
http://www.wikidata.org/entity/statement/Q108707974-b1837cbf-4ede-e0f4-1c03-b71651415a9d
http://www.wikidata.org/entity/statement/Q108707974-d1c57981-449a-2502-46f4-67436d30c8ed
http://www.wikidata.org/entity/statement/Q108707974-8a69336e-40e5-d824-d1e8-a370cd33fe6a
Giovanni Caudo
7
http://www.wikidata.org/entity/Q59950
1964-07-19T00:00:00Z
1500915199
1504342150
2021-09-20T20:17:16Z
2021-09-20T20:17:17Z
2021-09-27T13:48:04Z
2021-09-27T13:50:08Z
http://www.wikidata.org/entity/Q1330634
http://www.wikidata.org/entity/Q6581097
http://www.wikidata.org/entity/statement/Q102046182-0168b44a-4d2f-caa8-1836-44ff67b274c0
http://www.wikidata.org/entity/statement/Q102046182-2a41aa9d-46f2-12b2-1456-983683071e1e
http://www.wikidata.org/entity/statement/Q102046182-34488966-4ad3-71fe-5290-a0b753b0e712
http://www.wikidata.org/entity/statement/Q102046182-9677ac01-4455-eb2f-1584-a8707ae8d3e3
Heinrich Diehl
Heinrich Diehl
8
http://www.wikidata.org/entity/Q155
http://www.wikidata.org/entity/Q40231
बहुविकल्पी पृष्ठ
pachina de desambigación
صفحة توضيح لويكيميديا
Уикимедия пояснителна страница
čvor stranica na Wikimediji
rozcestník na projektech Wikimedia
Wikimedia-Begriffsklärungsseite
Wikimedia-Begriffsklärungsseite
Wikimedia disambiguation page
Wikimedia disambiguation page
Wikimedia disambiguation page
Vikimedia apartigilo
página de desambiguación de Wikimedia
Wikimedia täpsustuslehekülg
Wikimedia-täsmennyssivu
Wikimedia-betsjuttingsside
Wikimedia-Begriffsklärigssite
સ્પષ્ટતા પાનું
דף פירושונים
razdvojbena stranica na Wikimediji
Վիքիմեդիայի նախագծի բազմիմաստության փարատման էջ
aðgreiningarsíða á Wikipediu
pagina di disambiguazione di un progetto Wikimedia
ウィキメディアの曖昧さ回避ページ
მრავალმნიშვნელოვანი
Wikimedia-Homonymiesäit
Wikimedia-verdudelikingspazjena
Wikimedia projekta nozīmju atdalīšanas lapa
laman disambiguasi
појаснителна страница
Wikimedia-pekerside
Sied för en mehrdüdig Begreep op Wikimedia
Wikimedia-doorverwijspagina
Wikimedia-fleirtydingsside
ବହୁବିକଳ୍ପ ପୃଷ୍ଠା
Wikimedia disambiguation page
rozlišovacia stránka
вишезначна одредница на Викимедији
Wikimedia-förgreningssida
саҳифаи маъноҳои Викимедиа
Мәгънәләр бите Викимедиа проектында
Mäğnälär bite Wikimedia proyektında
сторінка значень у проекті Вікімедіа
trang định hướng Wikimedia
ojúewé ìṣojútùú Wikimedia
Wikimedia-deurverwiespagina
維基媒體消歧義頁
維基媒體消歧義頁
维基媒体消歧义页
维基媒体消歧义页
維基媒體消歧義頁
উইকিমিডিয়ার দ্ব্যর্থতা নিরসন পাতা
pàgina de desambiguació de Wikimedia
پەڕەی ڕوونکردنەوەی ویکیمیدیا
Wikimedia-flertydigside
Wikimediako argipen orri
page d'homonymie de Wikimedia
páxina de homónimos de Wikimedia
Wikimédia-egyértelműsítőlap
halaman disambiguasi Wikimedia
위키미디어 동음이의어 문서
laman nyahkekaburan
strona ujednoznaczniająca w projekcie Wikimedia
página de desambiguação da Wikimedia
pagină de dezambiguizare Wikimedia
страница значений в проекте Викимедиа
razločitvena stran Wikimedije
faqe kthjelluese e Wikimedias
Мәгънәләр бите Викимедиа проектында
維基媒體搞清楚頁
维基媒体消歧义页
维基媒体消歧义页
維基媒體消歧義頁
یک صفحهٔ ابهامزدایی در ویکیمدیا
Wikimedia anlam ayrımı sayfası
维基媒体消歧义页
саҳифаи ибҳомзудоӣ
sahifai ibhomzudoi
deutscher Politiker
σελίδα αποσαφήνισης
páxina de dixebra de Wikimedia
1505084622
2021-09-28T21:35:43Z
2021-09-28T21:35:44Z
http://www.wikidata.org/entity/Q478314
http://www.wikidata.org/entity/Q1622272
Alejandro Moreno Noboa
"Alejandro Moreno, Alejandro Noboa"
Politico & Empresario
http://www.wikidata.org/entity/Q131290
http://www.wikidata.org/entity/Q836904
http://www.wikidata.org/entity/Q1688722
http://www.wikidata.org/entity/Q1741054
http://www.wikidata.org/entity/Q3331353
http://www.wikidata.org/entity/Q56708818
http://viaf.org/viaf/81455128
Saleh Əhmədov
http://commons.wikimedia.org/wiki/Special:FilePath/Saleh%20%C6%8Fhm%C9%99dov.jpg
http://www.wikidata.org/entity/statement/Q107641355-36039f6a-4511-ee36-30a6-1c3ef1f970db
http://www.wikidata.org/entity/statement/Q107641355-4c25bae5-4926-5b6d-f33b-9fa709bea1fe
http://www.wikidata.org/entity/statement/Q107641355-630abbcd-4af5-2a0f-c148-411e196cc63a
http://www.wikidata.org/entity/statement/Q107641355-8fc1018d-47fb-49a1-8350-283d75d8df3c
Governor of Nizami (Ganja)
Saleh Ahmedov (politician)
Saleh Ahmedov
http://www.wikidata.org/entity/statement/Q107641355-f23d5ce2-4191-e8ec-0ec0-d1d6758b69e5
Kieron Williams
Labour politician
http://www.wikidata.org/entity/statement/Q108038781-b5721187-49a9-23c8-9317-69888a930060
http://www.wikidata.org/entity/statement/Q108038781-e5135859-48dc-1592-1dd4-954eaacb5887
http://www.wikidata.org/entity/statement/Q108038781-861cd288-4fd3-3653-0890-3fbdfbd6bab3
http://www.wikidata.org/entity/statement/Q108038781-23004dd9-4a37-4da3-7ee5-1e5db015d854
http://www.wikidata.org/entity/statement/Q108038781-6b19d18b-4b23-c42f-fdab-9bd719560abf
http://www.wikidata.org/entity/statement/Q108038781-90264127-4a04-8750-d4a9-cece45705810
http://www.wikidata.org/entity/statement/Q105404150-a1c52c06-44cd-2268-7407-8ff06046bf2c
http://www.wikidata.org/entity/statement/Q105404150-44dff5d1-44d4-f426-c974-f6111c5f033e
http://www.wikidata.org/entity/statement/Q105404150-4a2a3c9c-4387-75a7-ec82-1e86438dab2d
http://www.wikidata.org/entity/statement/Q105404150-24D1B7AE-57DE-42E6-911A-1D0B7B2FD23F
https://d-nb.info/gnd/137235879
137235879
http://www.wikidata.org/entity/statement/Q105404150-DD590A99-A151-4B77-B995-918D693B5075
81455128
http://www.wikidata.org/entity/statement/Q105404150-76FD17B0-85BF-488F-8DF1-CD798C432EE8
http://www.wikidata.org/entity/statement/Q105404150-A4B1BDA2-4B65-465D-978F-D9F8656FE366
career member of the Senior Executive Service
Margaret Schaus
Margaret Vo Schaus
http://www.wikidata.org/entity/statement/Q108445022-75fb60f2-46b9-47ab-74cc-acc8bb4c3b2d
http://commons.wikimedia.org/wiki/Special:FilePath/Margaret%20Vo%20Schaus%2C%20NASA%20Chief%20Financial%20Officer.jpg
http://www.wikidata.org/entity/statement/Q108445022-28f8a4d1-4e08-3e89-f4d6-c74a27002c15
Mario Secco
http://www.wikidata.org/entity/statement/Q108541413-0cb2cd86-4b3d-6bb4-4ea7-b858223a91ba
http://www.wikidata.org/entity/statement/Q108541413-c5d0a94f-4c70-63f9-89ec-26069f0117ab
http://www.wikidata.org/entity/statement/Q108541413-31453d49-429a-5659-f0dd-31252bcc202e
http://www.wikidata.org/entity/statement/Q108541413-d1c273f1-4eb8-685a-5e9e-6768d8581f68
http://www.wikidata.org/entity/statement/Q108541413-5eda247d-4905-a02a-6552-3b292420ecbd
Mario Secco
Helen Kanovsky
http://www.wikidata.org/entity/statement/Q108581194-8fb6a95c-476b-8586-e893-0fa374cdf6f5
http://www.wikidata.org/entity/statement/Q108581194-7c48e62d-40f6-28a4-6b54-0ddfacdd68e5
Helen Kanovsky
http://www.wikidata.org/entity/statement/Q105404150-BB3CBF6B-1E2A-42F0-8EA0-C8524047B311
1840-11-12T00:00:00Z
http://www.wikidata.org/entity/Q9630
6
1964-01-06T00:00:00Z
Político argentino
1958-10-23T00:00:00Z
United States government official
1471780677
1479019139
1494151444
1497619694
1499412715
2021-08-02T18:10:17Z
2021-08-02T18:10:21Z
2021-08-12T17:22:11Z
2021-08-12T17:22:15Z
2021-09-07T17:07:43Z
2021-09-07T17:07:52Z
2021-09-14T15:07:45Z
2021-09-14T15:07:47Z
2021-09-18T07:11:11Z
2021-09-18T07:11:15Z
http://www.wikidata.org/entity/Q481809
http://www.wikidata.org/entity/Q534515
http://www.wikidata.org/entity/Q686223
