PROVINCIA,MUNICIPIO,ESTACION,MAGNITUD,DATE,D01,V01
28,79,18,14,2019-07-01T00:00:00Z,169,N
28,79,18,14,2019-08-01T00:00:00Z,81,V
28,79,18,14,2019-09-01T00:00:00Z,53,V
28,79,18,14,2019-10-01T00:00:00Z,31,V
28,79,18,14,2019-11-01T01:00:00Z,31,V
28,79,18,14,2019-12-01T01:00:00Z,41,V
28,79,18,20,2019-01-01T01:00:00Z,1.8,V
28,79,18,20,2019-02-01T01:00:00Z,0.5,V
28,79,18,20,2019-03-01T01:00:00Z,2.8,V
28,79,18,20,2019-04-01T00:00:00Z,1.2,V
28,79,18,20,2019-05-01T00:00:00Z,1.3,V
28,79,18,20,2019-06-01T00:00:00Z,1.7,V
28,79,18,20,2019-07-01T00:00:00Z,0.2,V
28,79,18,20,2019-08-01T00:00:00Z,0.9,V
28,79,18,20,2019-09-01T00:00:00Z,2.4,V
28,79,18,20,2019-10-01T00:00:00Z,4.8,V
28,79,18,20,2019-11-01T01:00:00Z,1.1,V
28,79,18,20,2019-12-01T01:00:00Z,0.8,V
28,79,18,30,2019-01-01T01:00:00Z,0.7,V
28,79,18,30,2019-02-01T01:00:00Z,0.3,V
28,79,18,30,2019-03-01T01:00:00Z,0.6,V
28,79,18,30,2019-04-01T00:00:00Z,0.3,V
28,79,18,30,2019-05-01T00:00:00Z,0.2,V
28,79,18,30,2019-06-01T00:00:00Z,0.3,V
28,79,18,30,2019-07-01T00:00:00Z,0.1,V
28,79,18,30,2019-08-01T00:00:00Z,0.2,V
28,79,18,30,2019-09-01T00:00:00Z,0.4,V
28,79,18,30,2019-10-01T00:00:00Z,0.4,V
28,79,18,30,2019-11-01T01:00:00Z,0.4,V
28,79,18,30,2019-12-01T01:00:00Z,0.3,V
28,79,18,35,2019-01-01T01:00:00Z,0.3,V
28,79,18,35,2019-02-01T01:00:00Z,0.1,V
28,79,18,35,2019-03-01T01:00:00Z,0.4,V
28,79,18,35,2019-04-01T00:00:00Z,0.2,V
28,79,18,35,2019-05-01T00:00:00Z,0.2,V
28,79,18,35,2019-06-01T00:00:00Z,0.2,V
28,79,18,35,2019-07-01T00:00:00Z,0.1,V
28,79,18,35,2019-08-01T00:00:00Z,0.2,V
28,79,18,35,2019-09-01T00:00:00Z,0.4,V
28,79,18,35,2019-10-01T00:00:00Z,0.6,V
28,79,18,35,2019-11-01T01:00:00Z,0.2,V
28,79,18,35,2019-12-01T01:00:00Z,0.2,V
28,79,24,1,2019-01-01T01:00:00Z,6,V
28,79,24,1,2019-02-01T01:00:00Z,4,V
28,79,24,1,2019-03-01T01:00:00Z,5,V
28,79,24,1,2019-04-01T00:00:00Z,4,V
28,79,24,1,2019-05-01T00:00:00Z,4,V
28,79,24,1,2019-06-01T00:00:00Z,5,V
28,79,24,1,2019-07-01T00:00:00Z,5,V
28,79,24,1,2019-08-01T00:00:00Z,5,V
28,79,24,1,2019-09-01T00:00:00Z,5,V
28,79,24,1,2019-10-01T00:00:00Z,5,V
28,79,24,1,2019-11-01T01:00:00Z,4,V
28,79,24,1,2019-12-01T01:00:00Z,5,V
28,79,24,6,2019-01-01T01:00:00Z,0.5,V
28,79,24,6,2019-02-01T01:00:00Z,0.2,V
28,79,24,6,2019-03-01T01:00:00Z,0.3,V
28,79,24,6,2019-04-01T00:00:00Z,0.2,V
28,79,24,6,2019-05-01T00:00:00Z,0.2,V
28,79,24,6,2019-06-01T00:00:00Z,0.2,V
28,79,24,6,2019-07-01T00:00:00Z,0.2,V
28,79,24,6,2019-08-01T00:00:00Z,0.2,V
28,79,24,6,2019-09-01T00:00:00Z,0.2,V
28,79,24,6,2019-10-01T00:00:00Z,0.2,V
28,79,24,6,2019-11-01T01:00:00Z,0.1,V
28,79,24,6,2019-12-01T01:00:00Z,0.2,V
28,79,24,7,2019-01-01T01:00:00Z,33,V
28,79,24,7,2019-02-01T01:00:00Z,1,V
28,79,24,7,2019-03-01T01:00:00Z,8,V
28,79,24,7,2019-04-01T00:00:00Z,4,V
28,79,24,7,2019-05-01T00:00:00Z,2,V
28,79,24,7,2019-06-01T00:00:00Z,1,V
28,79,24,7,2019-07-01T00:00:00Z,3,V
28,79,24,7,2019-08-01T00:00:00Z,2,V
28,79,24,7,2019-09-01T00:00:00Z,4,V
28,79,24,7,2019-10-01T00:00:00Z,10,V
28,79,24,7,2019-11-01T01:00:00Z,1,V
28,79,24,7,2019-12-01T01:00:00Z,2,V
28,79,24,8,2019-01-01T01:00:00Z,51,V
28,79,24,8,2019-02-01T01:00:00Z,3,V
28,79,24,8,2019-03-01T01:00:00Z,35,V
28,79,24,8,2019-04-01T00:00:00Z,26,V
28,79,24,8,2019-05-01T00:00:00Z,11,V
28,79,24,8,2019-06-01T00:00:00Z,23,V
28,79,24,8,2019-07-01T00:00:00Z,19,V
28,79,24,8,2019-08-01T00:00:00Z,9,V
28,79,24,8,2019-09-01T00:00:00Z,33,V
28,79,24,8,2019-10-01T00:00:00Z,30,V
28,79,24,8,2019-11-01T01:00:00Z,4,V
28,79,24,8,2019-12-01T01:00:00Z,20,V
28,79,24,9,2019-01-01T01:00:00Z,23,V
28,79,24,9,2019-02-01T01:00:00Z,2,V
28,79,24,9,2019-03-01T01:00:00Z,12,V
28,79,24,9,2019-04-01T00:00:00Z,6,V
28,79,24,9,2019-05-01T00:00:00Z,5,V
28,79,24,9,2019-06-01T00:00:00Z,13,V
28,79,24,9,2019-07-01T00:00:00Z,23,V
28,79,24,9,2019-08-01T00:00:00Z,9,V
28,79,24,9,2019-09-01T00:00:00Z,13,V
28,79,24,9,2019-10-01T00:00:00Z,10,N
28,79,24,9,2019-11-01T01:00:00Z,6,V
28,79,24,9,2019-12-01T01:00:00Z,4,V
28,79,24,10,2019-01-01T01:00:00Z,26,V
28,79,24,10,2019-02-01T01:00:00Z,2,V
28,79,24,10,2019-03-01T01:00:00Z,16,V
28,79,24,10,2019-04-01T00:00:00Z,5,V
28,79,24,10,2019-05-01T00:00:00Z,10,V
28,79,24,10,2019-06-01T00:00:00Z,14,V
28,79,24,10,2019-07-01T00:00:00Z,25,V
28,79,24,10,2019-08-01T00:00:00Z,14,V
28,79,24,10,2019-09-01T00:00:00Z,13,V
28,79,24,10,2019-10-01T00:00:00Z,21,N
28,79,24,10,2019-11-01T01:00:00Z,9,V
28,79,24,10,2019-12-01T01:00:00Z,5,V
28,79,24,12,2019-01-01T01:00:00Z,102,V
28,79,24,12,2019-02-01T01:00:00Z,5,V
28,79,24,12,2019-03-01T01:00:00Z,46,V
28,79,24,12,2019-04-01T00:00:00Z,32,V
28,79,24,12,2019-05-01T00:00:00Z,14,V
28,79,24,12,2019-06-01T00:00:00Z,25,V
28,79,24,12,2019-07-01T00:00:00Z,23,V
28,79,24,12,2019-08-01T00:00:00Z,12,V
28,79,24,12,2019-09-01T00:00:00Z,40,V
28,79,24,12,2019-10-01T00:00:00Z,46,V
28,79,24,12,2019-11-01T01:00:00Z,6,V
28,79,24,12,2019-12-01T01:00:00Z,22,V
28,79,24,14,2019-01-01T01:00:00Z,11,V
28,79,24,14,2019-02-01T01:00:00Z,77,V
28,79,24,14,2019-03-01T01:00:00Z,52,V
28,79,24,14,2019-04-01T00:00:00Z,53,V
28,79,24,14,2019-05-01T00:00:00Z,85,V
28,79,24,14,2019-06-01T00:00:00Z,88,V
28,79,24,14,2019-07-01T00:00:00Z,79,V
28,79,24,14,2019-08-01T00:00:00Z,77,V
28,79,24,14,2019-09-01T00:00:00Z,56,V
28,79,24,14,2019-10-01T00:00:00Z,42,V
28,79,24,14,2019-11-01T01:00:00Z,31,V
28,79,24,14,2019-12-01T01:00:00Z,35,V
28,79,24,20,2019-01-01T01:00:00Z,2.2,V
28,79,24,20,2019-02-01T01:00:00Z,0.1,V
28,79,24,20,2019-03-01T01:00:00Z,2.0,V
28,79,24,20,2019-04-01T00:00:00Z,1.1,V
28,79,24,20,2019-05-01T00:00:00Z,1.0,V
28,79,24,20,2019-06-01T00:00:00Z,1.4,V
28,79,24,20,2019-07-01T00:00:00Z,1.2,V
28,79,24,20,2019-08-01T00:00:00Z,0.6,V
28,79,24,20,2019-09-01T00:00:00Z,1.4,V
28,79,24,20,2019-10-01T00:00:00Z,2.5,V
28,79,24,20,2019-11-01T01:00:00Z,0.2,V
28,79,24,20,2019-12-01T01:00:00Z,0.5,V
28,79,24,30,2019-01-01T01:00:00Z,1.1,V
28,79,24,30,2019-02-01T01:00:00Z,0.2,V
28,79,24,30,2019-03-01T01:00:00Z,0.5,V
28,79,24,30,2019-04-01T00:00:00Z,0.3,V
28,79,24,30,2019-05-01T00:00:00Z,0.2,V
28,79,24,30,2019-06-01T00:00:00Z,0.2,V
28,79,24,30,2019-07-01T00:00:00Z,0.2,V
28,79,24,30,2019-08-01T00:00:00Z,0.1,V
28,79,24,30,2019-09-01T00:00:00Z,0.3,V
28,79,24,30,2019-10-01T00:00:00Z,0.3,V
28,79,24,30,2019-11-01T01:00:00Z,0.1,V
28,79,24,30,2019-12-01T01:00:00Z,0.3,V
28,79,24,35,2019-01-01T01:00:00Z,0.2,V
28,79,24,35,2019-02-01T01:00:00Z,0.1,V
28,79,24,35,2019-03-01T01:00:00Z,0.2,V
28,79,24,35,2019-04-01T00:00:00Z,0.1,V
28,79,24,35,2019-05-01T00:00:00Z,0.1,V
28,79,24,35,2019-06-01T00:00:00Z,0.1,V
28,79,24,35,2019-07-01T00:00:00Z,0.1,V
28,79,24,35,2019-08-01T00:00:00Z,0.1,V
28,79,24,35,2019-09-01T00:00:00Z,0.1,V
28,79,24,35,2019-10-01T00:00:00Z,0.3,V
28,79,24,35,2019-11-01T01:00:00Z,0.1,V
28,79,24,35,2019-12-01T01:00:00Z,0.1,V
28,79,24,42,2019-01-01T01:00:00Z,1.38,V
28,79,24,42,2019-02-01T01:00:00Z,1.23,V
28,79,24,42,2019-03-01T01:00:00Z,1.31,V
28,79,24,42,2019-04-01T00:00:00Z,1.27,V
28,79,24,42,2019-05-01T00:00:00Z,1.25,V
28,79,24,42,2019-06-01T00:00:00Z,1.27,V
28,79,24,42,2019-07-01T00:00:00Z,1.28,V
28,79,24,42,2019-08-01T00:00:00Z,1.19,V
28,79,24,42,2019-09-01T00:00:00Z,1.31,V
28,79,24,42,2019-10-01T00:00:00Z,1.24,V
28,79,24,42,2019-11-01T01:00:00Z,1.16,V
28,79,24,42,2019-12-01T01:00:00Z,1.3,V
28,79,24,43,2019-01-01T01:00:00Z,1.25,V
28,79,24,43,2019-02-01T01:00:00Z,1.16,V
28,79,24,43,2019-03-01T01:00:00Z,1.23,V
28,79,24,43,2019-04-01T00:00:00Z,1.2,V
28,79,24,43,2019-05-01T00:00:00Z,1.19,V
28,79,24,43,2019-06-01T00:00:00Z,1.22,V
28,79,24,43,2019-07-01T00:00:00Z,1.23,V
28,79,24,43,2019-08-01T00:00:00Z,1.15,V
28,79,24,43,2019-09-01T00:00:00Z,1.26,V
28,79,24,43,2019-10-01T00:00:00Z,1.14,V
28,79,24,43,2019-11-01T01:00:00Z,1.13,V
28,79,24,43,2019-12-01T01:00:00Z,1.22,V
28,79,24,44,2019-01-01T01:00:00Z,0.13,V
28,79,24,44,2019-02-01T01:00:00Z,0.07,V
28,79,24,44,2019-03-01T01:00:00Z,0.09,V
28,79,24,44,2019-04-01T00:00:00Z,0.07,V
28,79,24,44,2019-05-01T00:00:00Z,0.06,V
28,79,24,44,2019-06-01T00:00:00Z,0.06,V
28,79,24,44,2019-07-01T00:00:00Z,0.05,V
28,79,24,44,2019-08-01T00:00:00Z,0.03,V
28,79,24,44,2019-09-01T00:00:00Z,0.05,V
28,79,24,44,2019-10-01T00:00:00Z,0.1,V
28,79,24,44,2019-11-01T01:00:00Z,0.03,V
28,79,24,44,2019-12-01T01:00:00Z,0.08,V
28,79,27,7,2019-01-01T01:00:00Z,47,V
28,79,27,7,2019-02-01T01:00:00Z,3,V
28,79,27,7,2019-03-01T01:00:00Z,10,V
28,79,27,7,2019-04-01T00:00:00Z,5,V
28,79,27,7,2019-05-01T00:00:00Z,4,V
28,79,27,7,2019-06-01T00:00:00Z,5,V
28,79,27,7,2019-07-01T00:00:00Z,4,V
28,79,27,7,2019-08-01T00:00:00Z,2,V
28,79,27,7,2019-09-01T00:00:00Z,14,V
28,79,27,7,2019-10-01T00:00:00Z,21,V
28,79,27,7,2019-11-01T01:00:00Z,3,V
28,79,27,7,2019-12-01T01:00:00Z,5,V
28,79,27,8,2019-01-01T01:00:00Z,61,V
28,79,27,8,2019-02-01T01:00:00Z,14,V
28,79,27,8,2019-03-01T01:00:00Z,45,V
28,79,27,8,2019-04-01T00:00:00Z,30,V
28,79,27,8,2019-05-01T00:00:00Z,29,V
28,79,27,8,2019-06-01T00:00:00Z,37,V
28,79,27,8,2019-07-01T00:00:00Z,28,V
28,79,27,8,2019-08-01T00:00:00Z,16,V
28,79,27,8,2019-09-01T00:00:00Z,50,V
28,79,27,8,2019-10-01T00:00:00Z,52,V
28,79,27,8,2019-11-01T01:00:00Z,19,V
28,79,27,8,2019-12-01T01:00:00Z,34,V
28,79,27,12,2019-01-01T01:00:00Z,133,V
28,79,27,12,2019-02-01T01:00:00Z,18,V
28,79,27,12,2019-03-01T01:00:00Z,61,V
28,79,27,12,2019-04-01T00:00:00Z,37,V
28,79,27,12,2019-05-01T00:00:00Z,35,V
28,79,27,12,2019-06-01T00:00:00Z,45,V
28,79,27,12,2019-07-01T00:00:00Z,34,V
28,79,27,12,2019-08-01T00:00:00Z,18,V
28,79,27,12,2019-09-01T00:00:00Z,70,V
28,79,27,12,2019-10-01T00:00:00Z,84,V
28,79,27,12,2019-11-01T01:00:00Z,24,V
28,79,27,12,2019-12-01T01:00:00Z,42,V
28,79,27,14,2019-01-01T01:00:00Z,12,V
28,79,27,14,2019-02-01T01:00:00Z,67,V
28,79,27,14,2019-03-01T01:00:00Z,45,V
28,79,27,14,2019-04-01T00:00:00Z,50,V
28,79,27,14,2019-05-01T00:00:00Z,68,V
28,79,27,14,2019-06-01T00:00:00Z,74,V
28,79,27,14,2019-07-01T00:00:00Z,87,V
28,79,27,14,2019-08-01T00:00:00Z,82,V
28,79,27,14,2019-09-01T00:00:00Z,59,V
28,79,27,14,2019-10-01T00:00:00Z,35,V
28,79,27,14,2019-11-01T01:00:00Z,29,V
28,79,27,14,2019-12-01T01:00:00Z,35,V
28,79,35,1,2019-01-01T01:00:00Z,20,V
28,79,35,1,2019-02-01T01:00:00Z,11,V
28,79,35,1,2019-03-01T01:00:00Z,16,V
28,79,35,1,2019-04-01T00:00:00Z,13,V
28,79,35,1,2019-05-01T00:00:00Z,13,V
28,79,35,1,2019-06-01T00:00:00Z,11,V
28,79,35,1,2019-07-01T00:00:00Z,11,V
28,79,35,1,2019-08-01T00:00:00Z,11,V
28,79,35,1,2019-09-01T00:00:00Z,11,V
28,79,35,1,2019-10-01T00:00:00Z,9,V
28,79,35,1,2019-11-01T01:00:00Z,20,V
28,79,35,1,2019-12-01T01:00:00Z,17,V
28,79,35,6,2019-01-01T01:00:00Z,0.5,V
28,79,35,6,2019-02-01T01:00:00Z,0.4,V
28,79,35,6,2019-03-01T01:00:00Z,0.5,V
28,79,35,6,2019-04-01T00:00:00Z,0.6,V
28,79,35,6,2019-05-01T00:00:00Z,0.6,V
28,79,35,6,2019-06-01T00:00:00Z,0.5,V
28,79,35,6,2019-07-01T00:00:00Z,0.3,V
28,79,35,6,2019-08-01T00:00:00Z,0.2,V
28,79,35,6,2019-09-01T00:00:00Z,0.2,V
28,79,35,6,2019-10-01T00:00:00Z,1.0,V
28,79,35,6,2019-11-01T01:00:00Z,0.5,V
28,79,35,6,2019-12-01T01:00:00Z,1.1,V
28,79,35,7,2019-01-01T01:00:00Z,81,V
28,79,35,7,2019-02-01T01:00:00Z,5,V
28,79,35,7,2019-03-01T01:00:00Z,36,V
28,79,35,7,2019-04-01T00:00:00Z,14,V
28,79,35,7,2019-05-01T00:00:00Z,3,V
28,79,35,7,2019-06-01T00:00:00Z,3,V
28,79,35,7,2019-07-01T00:00:00Z,6,V
28,79,35,7,2019-08-01T00:00:00Z,3,V
28,79,35,7,2019-09-01T00:00:00Z,16,V
28,79,35,7,2019-10-01T00:00:00Z,37,V
28,79,35,7,2019-11-01T01:00:00Z,7,V
28,79,35,7,2019-12-01T01:00:00Z,8,V
28,79,35,8,2019-01-01T01:00:00Z,65,V
28,79,35,8,2019-02-01T01:00:00Z,12,V
28,79,35,8,2019-03-01T01:00:00Z,56,V
28,79,35,8,2019-04-01T00:00:00Z,34,V
28,79,35,8,2019-05-01T00:00:00Z,19,V
28,79,35,8,2019-06-01T00:00:00Z,27,V
28,79,35,8,2019-07-01T00:00:00Z,39,V
28,79,35,8,2019-08-01T00:00:00Z,26,V
28,79,35,8,2019-09-01T00:00:00Z,50,V
28,79,35,8,2019-10-01T00:00:00Z,55,V
28,79,35,8,2019-11-01T01:00:00Z,18,V
28,79,35,8,2019-12-01T01:00:00Z,31,V
28,79,35,12,2019-01-01T01:00:00Z,189,V
28,79,35,12,2019-02-01T01:00:00Z,20,V
28,79,35,12,2019-03-01T01:00:00Z,111,V
28,79,35,12,2019-04-01T00:00:00Z,55,V
28,79,35,12,2019-05-01T00:00:00Z,23,V
28,79,35,12,2019-06-01T00:00:00Z,31,V
28,79,35,12,2019-07-01T00:00:00Z,47,V
28,79,35,12,2019-08-01T00:00:00Z,31,V
28,79,35,12,2019-09-01T00:00:00Z,75,V
28,79,35,12,2019-10-01T00:00:00Z,111,V
28,79,35,12,2019-11-01T01:00:00Z,29,V
28,79,35,12,2019-12-01T01:00:00Z,43,V
28,79,35,14,2019-01-01T01:00:00Z,13,V
28,79,35,14,2019-02-01T01:00:00Z,68,V
28,79,35,14,2019-03-01T01:00:00Z,38,V
28,79,35,14,2019-04-01T00:00:00Z,39,V
28,79,35,14,2019-05-01T00:00:00Z,71,V
28,79,35,14,2019-06-01T00:00:00Z,77,V
28,79,35,14,2019-07-01T00:00:00Z,59,V
28,79,35,14,2019-08-01T00:00:00Z,51,V
28,79,35,14,2019-09-01T00:00:00Z,41,V
28,79,35,14,2019-10-01T00:00:00Z,29,V
28,79,35,14,2019-11-01T01:00:00Z,28,V
28,79,35,14,2019-12-01T01:00:00Z,37,V
28,79,36,1,2019-01-01T01:00:00Z,11,V
28,79,36,1,2019-02-01T01:00:00Z,4,V
28,79,36,1,2019-03-01T01:00:00Z,13,V
28,79,36,1,2019-04-01T00:00:00Z,16,V
28,79,36,1,2019-05-01T00:00:00Z,6,V
28,79,36,1,2019-06-01T00:00:00Z,7,V
28,79,36,1,2019-07-01T00:00:00Z,7,V
28,79,36,1,2019-08-01T00:00:00Z,8,V
28,79,36,1,2019-09-01T00:00:00Z,9,V
28,79,36,1,2019-10-01T00:00:00Z,5,V
28,79,36,1,2019-11-01T01:00:00Z,5,V
28,79,36,1,2019-12-01T01:00:00Z,13,V
28,79,36,6,2019-01-01T01:00:00Z,0.6,V
28,79,36,6,2019-02-01T01:00:00Z,0.2,V
28,79,36,6,2019-03-01T01:00:00Z,0.5,V
28,79,36,6,2019-04-01T00:00:00Z,0.4,V
28,79,36,6,2019-05-01T00:00:00Z,0.2,V
28,79,36,6,2019-06-01T00:00:00Z,0.3,V
28,79,36,6,2019-07-01T00:00:00Z,0.2,V
28,79,36,6,2019-08-01T00:00:00Z,0.2,V
28,79,36,6,2019-09-01T00:00:00Z,0.3,V
28,79,36,6,2019-10-01T00:00:00Z,0.3,V
28,79,36,6,2019-11-01T01:00:00Z,0.2,V
28,79,36,6,2019-12-01T01:00:00Z,0.4,V
28,79,36,7,2019-01-01T01:00:00Z,59,V
28,79,36,7,2019-02-01T01:00:00Z,6,V
28,79,36,7,2019-03-01T01:00:00Z,12,V
28,79,36,7,2019-04-01T00:00:00Z,11,V
28,79,36,7,2019-05-01T00:00:00Z,3,V
28,79,36,7,2019-06-01T00:00:00Z,4,V
28,79,36,7,2019-07-01T00:00:00Z,7,V
28,79,36,7,2019-08-01T00:00:00Z,3,V
28,79,36,7,2019-09-01T00:00:00Z,7,V
28,79,36,7,2019-10-01T00:00:00Z,32,V
28,79,36,7,2019-11-01T01:00:00Z,3,V
28,79,36,7,2019-12-01T01:00:00Z,4,V
28,79,36,8,2019-01-01T01:00:00Z,70,V
28,79,36,8,2019-02-01T01:00:00Z,26,V
28,79,36,8,2019-03-01T01:00:00Z,53,V
28,79,36,8,2019-04-01T00:00:00Z,38,V
28,79,36,8,2019-05-01T00:00:00Z,21,V
28,79,36,8,2019-06-01T00:00:00Z,32,V
28,79,36,8,2019-07-01T00:00:00Z,32,V
28,79,36,8,2019-08-01T00:00:00Z,18,V
28,79,36,8,2019-09-01T00:00:00Z,45,V
28,79,36,8,2019-10-01T00:00:00Z,48,V
28,79,36,8,2019-11-01T01:00:00Z,20,V
28,79,36,8,2019-12-01T01:00:00Z,31,V
28,79,36,10,2019-01-01T01:00:00Z,31,V
28,79,36,10,2019-02-01T01:00:00Z,7,V
28,79,36,10,2019-03-01T01:00:00Z,27,V
28,79,36,10,2019-04-01T00:00:00Z,27,V
28,79,36,10,2019-05-01T00:00:00Z,10,V
28,79,36,10,2019-06-01T00:00:00Z,25,V
28,79,36,10,2019-07-01T00:00:00Z,36,V
28,79,36,10,2019-08-01T00:00:00Z,25,V
28,79,36,10,2019-09-01T00:00:00Z,25,V
28,79,36,10,2019-10-01T00:00:00Z,34,V
28,79,36,10,2019-11-01T01:00:00Z,15,V
28,79,36,10,2019-12-01T01:00:00Z,9,V
28,79,36,12,2019-01-01T01:00:00Z,160,V
28,79,36,12,2019-02-01T01:00:00Z,35,V
28,79,36,12,2019-03-01T01:00:00Z,71,V
28,79,36,12,2019-04-01T00:00:00Z,55,V
28,79,36,12,2019-05-01T00:00:00Z,25,V
28,79,36,12,2019-06-01T00:00:00Z,38,V
28,79,36,12,2019-07-01T00:00:00Z,44,V
28,79,36,12,2019-08-01T00:00:00Z,23,V
28,79,36,12,2019-09-01T00:00:00Z,56,V
28,79,36,12,2019-10-01T00:00:00Z,97,V
28,79,36,12,2019-11-01T01:00:00Z,25,V
28,79,36,12,2019-12-01T01:00:00Z,38,V
28,79,38,1,2019-01-01T01:00:00Z,20,V
28,79,38,1,2019-02-01T01:00:00Z,8,V
28,79,38,1,2019-03-01T01:00:00Z,11,V
28,79,38,1,2019-04-01T00:00:00Z,10,V
28,79,38,1,2019-05-01T00:00:00Z,8,V
28,79,38,1,2019-06-01T00:00:00Z,7,V
28,79,38,1,2019-07-01T00:00:00Z,10,V
28,79,38,1,2019-08-01T00:00:00Z,0,N
28,79,38,1,2019-09-01T00:00:00Z,10,V
28,79,38,1,2019-10-01T00:00:00Z,9,V
28,79,38,1,2019-11-01T01:00:00Z,8,V
28,79,38,1,2019-12-01T01:00:00Z,12,V
28,79,38,7,2019-01-01T01:00:00Z,93,V
28,79,38,7,2019-02-01T01:00:00Z,7,V
28,79,38,7,2019-03-01T01:00:00Z,23,V
28,79,38,7,2019-04-01T00:00:00Z,13,V
28,79,38,7,2019-05-01T00:00:00Z,3,V
28,79,38,7,2019-06-01T00:00:00Z,3,V
28,79,38,7,2019-07-01T00:00:00Z,10,V
28,79,38,7,2019-08-01T00:00:00Z,0,N
28,79,38,7,2019-09-01T00:00:00Z,12,V
28,79,38,7,2019-10-01T00:00:00Z,44,V
28,79,38,7,2019-11-01T01:00:00Z,4,V
28,79,38,7,2019-12-01T01:00:00Z,9,V
28,79,38,8,2019-01-01T01:00:00Z,88,V
28,79,38,8,2019-02-01T01:00:00Z,18,V
28,79,38,8,2019-03-01T01:00:00Z,55,V
28,79,38,8,2019-04-01T00:00:00Z,39,V
28,79,38,8,2019-05-01T00:00:00Z,19,V
28,79,38,8,2019-06-01T00:00:00Z,25,V
28,79,38,8,2019-07-01T00:00:00Z,37,V
28,79,38,8,2019-08-01T00:00:00Z,0,N
28,79,38,8,2019-09-01T00:00:00Z,48,V
28,79,38,8,2019-10-01T00:00:00Z,61,V
28,79,38,8,2019-11-01T01:00:00Z,13,V
28,79,38,8,2019-12-01T01:00:00Z,35,V
28,79,38,9,2019-01-01T01:00:00Z,27,V
28,79,38,9,2019-02-01T01:00:00Z,3,V
28,79,38,9,2019-03-01T01:00:00Z,13,V
28,79,38,9,2019-04-01T00:00:00Z,7,V
28,79,38,9,2019-05-01T00:00:00Z,7,V
28,79,38,9,2019-06-01T00:00:00Z,8,V
28,79,38,9,2019-07-01T00:00:00Z,13,V
28,79,38,9,2019-08-01T00:00:00Z,0,N
28,79,38,9,2019-09-01T00:00:00Z,13,V
28,79,38,9,2019-10-01T00:00:00Z,12,V
28,79,38,9,2019-11-01T01:00:00Z,6,V
28,79,38,9,2019-12-01T01:00:00Z,6,V
28,79,38,10,2019-01-01T01:00:00Z,37,V
28,79,38,10,2019-02-01T01:00:00Z,6,V
28,79,38,10,2019-03-01T01:00:00Z,29,V
28,79,38,10,2019-04-01T00:00:00Z,14,V
28,79,38,10,2019-05-01T00:00:00Z,12,V
28,79,38,10,2019-06-01T00:00:00Z,20,V
28,79,38,10,2019-07-01T00:00:00Z,35,V
28,79,38,10,2019-08-01T00:00:00Z,0,N
28,79,38,10,2019-09-01T00:00:00Z,22,V
28,79,38,10,2019-10-01T00:00:00Z,28,V
28,79,38,10,2019-11-01T01:00:00Z,10,V
28,79,38,10,2019-12-01T01:00:00Z,9,V
28,79,38,12,2019-01-01T01:00:00Z,231,V
28,79,38,12,2019-02-01T01:00:00Z,28,V
28,79,38,12,2019-03-01T01:00:00Z,89,V
28,79,38,12,2019-04-01T00:00:00Z,59,V
28,79,38,12,2019-05-01T00:00:00Z,24,V
28,79,38,12,2019-06-01T00:00:00Z,30,V
28,79,38,12,2019-07-01T00:00:00Z,53,V
28,79,38,12,2019-08-01T00:00:00Z,0,N
28,79,38,12,2019-09-01T00:00:00Z,66,V
28,79,38,12,2019-10-01T00:00:00Z,129,V
28,79,38,12,2019-11-01T01:00:00Z,18,V
28,79,38,12,2019-12-01T01:00:00Z,49,V
28,79,38,20,2019-01-01T01:00:00Z,4.2,V
28,79,38,20,2019-02-01T01:00:00Z,0.4,V
28,79,38,20,2019-03-01T01:00:00Z,2.8,V
28,79,38,20,2019-04-01T00:00:00Z,1.5,V
28,79,38,20,2019-05-01T00:00:00Z,0.7,V
28,79,38,20,2019-06-01T00:00:00Z,1.2,V
28,79,38,20,2019-07-01T00:00:00Z,0.9,V
28,79,38,20,2019-08-01T00:00:00Z,0,N
28,79,38,20,2019-09-01T00:00:00Z,4.8,V
28,79,38,20,2019-10-01T00:00:00Z,4.8,V
28,79,38,20,2019-11-01T01:00:00Z,0.2,V
28,79,38,20,2019-12-01T01:00:00Z,1.0,V
28,79,38,30,2019-01-01T01:00:00Z,1.5,V
28,79,38,30,2019-02-01T01:00:00Z,0.3,V
28,79,38,30,2019-03-01T01:00:00Z,0.8,V
28,79,38,30,2019-04-01T00:00:00Z,0.4,V
28,79,38,30,2019-05-01T00:00:00Z,0.2,V
28,79,38,30,2019-06-01T00:00:00Z,0.2,V
28,79,38,30,2019-07-01T00:00:00Z,0.2,V
28,79,38,30,2019-08-01T00:00:00Z,0,N
28,79,38,30,2019-09-01T00:00:00Z,0.9,V
28,79,38,30,2019-10-01T00:00:00Z,0.6,V
28,79,38,30,2019-11-01T01:00:00Z,0.1,V
28,79,38,30,2019-12-01T01:00:00Z,0.4,V
28,79,38,35,2019-01-01T01:00:00Z,0.8,V
28,79,38,35,2019-02-01T01:00:00Z,0.1,V
28,79,38,35,2019-03-01T01:00:00Z,0.5,V
28,79,38,35,2019-04-01T00:00:00Z,0.3,V
28,79,38,35,2019-05-01T00:00:00Z,0.1,V
28,79,38,35,2019-06-01T00:00:00Z,0.2,V
