TIPO_DATO,DIRECCION_COMPLETA,DIRECCION AUXILIAR,CLASE_VIAL,NOMBRE_VIAL,TIPO_NÚMERO,NÚMERO,COD_DISTRITO,DISTRITO,UTMX,UTMY,LATITUD,LONGITUD,Horario
Punto Limpio Móvil,"calleMauricioLegendre,5",,calle,Mauricio Legendre,número,5,05,CHAMARTIN,441764.3,4480066.56,40.4692363293796,-3.68696147683308,"MARTES,TARDE,14:00,15:30"
Punto Limpio Móvil,"calleOrense,2Azca",Azca,calle,Orense,número,2,06,TETUAN,441035.06,4477589.81,40.4468732750801,-3.52989542448213,"MARTES,TARDE,15:45,17:15"
Punto Limpio Móvil,"calleAgustíndeBetancourt,1Ministerio",Ministerio,calle,Agustín de Betancourt,número,1,07,CHAMBERI,441053.61,4477057,40.4420748012669,-3.6950649134365,"MARTES,TARDE,17:30,19:00"
Punto Limpio Móvil,"calleMontalbán,7-9EdificioAyuntamientodeMadrid",Edificio Ayuntamiento de Madrid,calle,Montalbán,número,7-9,03,RETIRO,441449.91,4474405.04,40.4182126836302,-3.69014800469709,"MARTES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"calleMéndezÁlvaro,1PuertadeAtocha",Puerta de Atocha,calle,Méndez Álvaro,número,1,02,ARGANZUELA,441255.97,4473136.22,40.4067688513445,-3.69231672404241,"MARTES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"calleCerrodelaPlata,3EMT",EMT,calle,Cerro de la Plata,número,3,02,RETIRO,442752.58,4472399.1,40.4002327303121,-3.6746135863849,"MARTES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"calleMéndezÁlvaro,44edficioRepsol",edficio Repsol,calle,Méndez Álvaro,número,44,02,ARGANZUELA,441966.39,4472215.35,40.3985229910894,-3.68386081508759,"JUEVES,MAÑANA,7:00,8:30"
Punto Limpio Móvil,"calleBustamante,16EdificioAyuntamientodeMadrid",Edificio Ayuntamiento de Madrid,calle,Bustamante,número,16,02,ARGANZUELA,441594.58,4472433.27,40.4004601355331,-3.68826187102883,"JUEVES,MAÑANA,8:45,10:15"
Punto Limpio Móvil,"calleAlcaldeSainzdeBaranda,92frente.(FachadaParqueFuentedelBerro).",frente. (Fachada Parque Fuente del Berro).,calle,Alcalde Sainz de Baranda,número,92,04,SALAMANCA,443788.85,4474709.95,40.4211207544295,-3.66260692996813,"JUEVES,MAÑANA,10:30,12:00"
Punto Limpio Móvil,"calleAlbarracín,,35EdificioAyuntamientodeMadrid",Edificio Ayuntamiento de Madrid,calle,"Albarracín,",número,35,20,SAN BLAS-CANILLEJAS,446527.99,4475878.75,40.4318305270171,-3.63041864358532,"JUEVES,MAÑANA,12:15,13:45"
Punto Limpio Móvil,"calleRiberadelSena,21esquinaconEstrasburgoEdificioAyuntamientodeMadrid",esquina con Estrasburgo Edificio Ayuntamiento de Madrid,calle,Ribera del Sena,número,21,21,BARAJAS,447632.56,4479217.25,40.4619759490284,-3.61767209392875,"JUEVES,TARDE,14:00,15:30"
Punto Limpio Móvil,"calleAbelias,1esquinaAvda.Arces",esquina Avda. Arces,calle,Abelias,número,1,16,HORTALEZA,447020.91,4478148.67,40.4523108158298,-3.62479689737055,"JUEVES,TARDE,15:45,17:15"
Punto Limpio Móvil,"PaseoAlamedadeOsuna,,50",,Paseo,"Alameda de Osuna,",número,50,21,BARAJAS,449316.5,4478388.17,40.4546115269435,-3.59774492487677,"JUEVES,TARDE,17:30,19:00"
Punto Limpio Móvil,"AvenidaLogroño,160-162EntradaResidencialElCapricho",Entrada Residencial El Capricho,Avenida,Logroño,número,160-162,21,BARAJAS,450664.16,4480634.97,40.4749331667577,-3.58202653065271,"JUEVES,TARDE,19:15,20:45"
Punto Limpio Móvil,"PaseoFlorida,12(farola13)",(farola 13),Paseo,Florida,número,12,09,MONCLOA-ARAVACA,438687.94,4474941.28,40.4228444553487,-3.72275349491946,"SÁBADO,TARDE,19:15,20:45"
Punto Limpio Móvil,"AvenidaPrincipal,4-6AccesoPabellónCubodelaPipa-CasadeCampo",Acceso Pabellón Cubo de la Pipa- Casa de Campo,Avenida,Principal,número,4-6,09,MONCLOA-ARAVACA,437292.7,4473802.24,40.4124795455108,-3.7390871636404,"LUNES,TARDE,12:15,13:45"
Punto Limpio Móvil,"AvenidaBlasdeLezo,22",,Avenida,Blas de Lezo,número,22,19,VICALVARO,453115.63,4473036.7,40.40662463632171,-3.552546560961443,"VIERNES,MAÑANA,12:15,13:30"
