CODIGO,DISTRITO,same_as_wikidata_distrito,DIRECCION,ESTADO,LONGITUD,LATITUD
FUE_21_0041,Barajas,https://wikidata.org/entity/Q807230,"C/ ACUARIO, 38 CV C/ GEMINIS",EN SERVICIO,-3.5802059,40.4754053
FUE_21_0042,Barajas,https://wikidata.org/entity/Q807230,"PLAZA MAYOR DE BARAJAS, 19",EN SERVICIO,-3.5770538,40.4735559
FUE_21_0043,Barajas,https://wikidata.org/entity/Q807230,"C/ TRAMONTANA, 6",EN SERVICIO,-3.5945295,40.4750679
FUE_21_0044,Barajas,https://wikidata.org/entity/Q807230,"C/ TRAMONTANA, 24",EN SERVICIO,-3.5937224,40.4746061
FUE_21_0045,Barajas,https://wikidata.org/entity/Q807230,"C/ TROPICO, 18",EN SERVICIO,-3.5811649,40.4747418
FUE_21_0046,Barajas,https://wikidata.org/entity/Q807230,"C/ SATURNO, FRENTE 31",EN SERVICIO,-3.5796167,40.4734723
FUE_21_0047,Barajas,https://wikidata.org/entity/Q807230,"GARGANCHON, 113",EN SERVICIO,-3.5839657,40.4509707
FUE_21_0048,Barajas,https://wikidata.org/entity/Q807230,ENSANCHE DE BARAJAS,EN SERVICIO,-3.5898315,40.4749695
FUE_21_0049,Barajas,https://wikidata.org/entity/Q807230,Z.F ENSANCHE DE BARAJAS,EN SERVICIO,-3.5977568,40.4720369
FUE_21_0050,Barajas,https://wikidata.org/entity/Q807230,"C/BOIRO,55",EN SERVICIO,-3.5864152,40.4661396
FUE_21_0051,Barajas,https://wikidata.org/entity/Q807230,VALDEBEBAS - CONECTOR FERNANDO HIGUERAS,EN SERVICIO,-3.6053448,40.4863135
FUE_21_0052,Barajas,https://wikidata.org/entity/Q807230,VALDEBEBAS - CONECTOR ESTANISLAO PEREZ PITA,EN SERVICIO,-3.6062835,40.4888991
FUE_21_0053,Barajas,https://wikidata.org/entity/Q807230,VALDEBEBAS,EN SERVICIO,-3.6105421,40.4890845
FUE_21_0054,Barajas,https://wikidata.org/entity/Q807230,VALDEBEBAS,EN SERVICIO,-3.6133605,40.4860392
