CODIGO,DISTRITO,same_as_wikidata_distrito,DIRECCION,ESTADO,LONGITUD,LATITUD
FUE_01_0001,Centro,https://wikidata.org/entity/Q1763376,PLAZA COMENDADORAS,FUERA DE SERVICIO,-3.7086003,40.4272429
FUE_01_0002,Centro,https://wikidata.org/entity/Q1763376,JARDINES CONDE DUQUE,EN SERVICIO,-3.7101008,40.4287238
FUE_01_0003,Centro,https://wikidata.org/entity/Q1763376,PLAZA DE LAS SALESAS,FUERA DE SERVICIO,-3.6946026,40.4242464
FUE_01_0004,Centro,https://wikidata.org/entity/Q1763376,PLAZA VILLA DE PARIS,EN SERVICIO,-3.6922023,40.4252981
FUE_01_0005,Centro,https://wikidata.org/entity/Q1763376,PLAZA VILLA DE PARIS,EN SERVICIO,-3.6931763,40.4255618
FUE_01_0006,Centro,https://wikidata.org/entity/Q1763376,PLAZA CRISTINO MARTOS,FUERA DE SERVICIO,-3.7120169,40.4256456
FUE_01_0007,Centro,https://wikidata.org/entity/Q1763376,PLAZA SAN ILDEFONSO,EN SERVICIO,-3.7018126,40.4241421
FUE_01_0008,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,FUERA DE SERVICIO,-3.7049195,40.4059482
FUE_01_0009,Centro,https://wikidata.org/entity/Q1763376,PLAZA DE LOS CARROS,EN SERVICIO,-3.711455,40.4116737
FUE_01_0012,Centro,https://wikidata.org/entity/Q1763376,PARQUE DE LA CORNISA,FUERA DE SERVICIO,-3.7153448,40.4098378
FUE_01_0017,Centro,https://wikidata.org/entity/Q1763376,PASEO DEL PRADO,EN SERVICIO,-3.6931979,40.4127243
FUE_01_0018,Centro,https://wikidata.org/entity/Q1763376,CAPITAN SALAZAR MARTINEZ Nº 11,EN SERVICIO,-3.7102162,40.4071271
FUE_01_0020,Centro,https://wikidata.org/entity/Q1763376,PLAZA DOS DE MAYO,FUERA DE SERVICIO,-3.7044044,40.4269465
FUE_01_0021,Centro,https://wikidata.org/entity/Q1763376,PARQUE DE ATENAS,CERRADA TEMPORALMENTE,-3.7205578,40.4150604
FUE_01_0024,Centro,https://wikidata.org/entity/Q1763376,JARDINES PLAZA GABRIEL MIRO,EN SERVICIO,-3.7148802,40.412665
FUE_01_0027,Centro,https://wikidata.org/entity/Q1763376,"CALLE SEGOVIA, 30",EN SERVICIO,-3.7189277,40.4147755
FUE_01_0028,Centro,https://wikidata.org/entity/Q1763376,PARQUE DE ATENAS,FUERA DE SERVICIO,-3.7201468,40.4147606
FUE_01_0029,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,FUERA DE SERVICIO,-3.7046006,40.4066592
FUE_01_0030,Centro,https://wikidata.org/entity/Q1763376,PARQUE CASINO DE LA REINA,EN SERVICIO,-3.7057139,40.4425058
FUE_01_0031,Centro,https://wikidata.org/entity/Q1763376,CL ARGANZUELA Nº:1,EN SERVICIO,-3.7102571,40.4088482
FUE_01_0032,Centro,https://wikidata.org/entity/Q1763376,"CL MESON DE PAREDES, Nº 48",EN SERVICIO,-3.7039254,40.4093894
FUE_01_0033,Centro,https://wikidata.org/entity/Q1763376,CL SAN JUSTO Nº:1,EN SERVICIO,-3.7090393,40.4138188
FUE_01_0034,Centro,https://wikidata.org/entity/Q1763376,PLAZA JESUS Nº:4,EN SERVICIO,-3.7072101,40.4099264
FUE_01_0036,Centro,https://wikidata.org/entity/Q1763376,PLAZA CASCORRO Nº:11,EN SERVICIO,-3.6959374,40.4093572
FUE_01_0037,Centro,https://wikidata.org/entity/Q1763376,PLAZA ISABEL II Nº:8,EN SERVICIO,-3.7091416,40.4181182
FUE_01_0038,Centro,https://wikidata.org/entity/Q1763376,"PZA. GENERAL VARA DE REY, Nº 3",EN SERVICIO,-3.7083933,40.4092552
FUE_01_0039,Centro,https://wikidata.org/entity/Q1763376,"PZA. GABRIEL MIRO, Nº 8",EN SERVICIO,-3.7149769,40.4120067
FUE_01_0041,Centro,https://wikidata.org/entity/Q1763376,"C/ SANTA CRUZ DE MARCENADO, 18",EN SERVICIO,-3.7096543,40.4288758
FUE_01_0042,Centro,https://wikidata.org/entity/Q1763376,PLAZA SANTA MARIA SOLEDAD TORRES ACOSTA,FUERA DE SERVICIO,-3.7054888,40.4218322
FUE_01_0043,Centro,https://wikidata.org/entity/Q1763376,"CALLE DEL ALMENDRO, 3",EN SERVICIO,-3.709017,40.4128691
FUE_01_0044,Centro,https://wikidata.org/entity/Q1763376,"CIUDAD RODRIGO, JUNTO ACCESO PZA. MAYOR",FUERA DE SERVICIO,-3.7086386,40.4157493
FUE_01_0045,Centro,https://wikidata.org/entity/Q1763376,JARDINES ARQUITECTO RIBERA,EN SERVICIO,-3.6996383,40.4258724
FUE_01_0046,Centro,https://wikidata.org/entity/Q1763376,CALLE ARENAL Nº 18,EN SERVICIO,-3.7068608,40.4173694
FUE_01_0047,Centro,https://wikidata.org/entity/Q1763376,PLAZA DE LAVAPIES,EN SERVICIO,-3.7010206,40.4089076
FUE_01_0048,Centro,https://wikidata.org/entity/Q1763376,PLAZA DEL PRINCIPE ALFONSO Nº5,EN SERVICIO,-3.7004943,40.414841
FUE_01_0049,Centro,https://wikidata.org/entity/Q1763376,PASEO DE RECOLETOS Nº 17,EN SERVICIO,-3.6924701,40.4214908
FUE_01_0051,Centro,https://wikidata.org/entity/Q1763376,"CALLE TRES CRUCES, 1",EN SERVICIO,-3.7032599,40.419109
FUE_01_0052,Centro,https://wikidata.org/entity/Q1763376,C/ AUGUSTO FIGUEROA Nº 41,EN SERVICIO,-3.6967302,40.4220373
FUE_01_0053,Centro,https://wikidata.org/entity/Q1763376,"PLAZA GUARDIAS DE CORPS, 4",EN SERVICIO,-3.7104941,40.4271838
FUE_01_0054,Centro,https://wikidata.org/entity/Q1763376,"GRAN VIA, 69",EN SERVICIO,-3.7103794,40.4229586
FUE_01_0055,Centro,https://wikidata.org/entity/Q1763376,"CABALLERO DE GRACIA, 40",EN SERVICIO,-3.6975217,40.4189242
FUE_01_0056,Centro,https://wikidata.org/entity/Q1763376,PASEO DE RECOLETOS 1,EN SERVICIO,-3.6932761,40.4198082
FUE_01_0057,Centro,https://wikidata.org/entity/Q1763376,TIRSO DE MOLINA 2,EN SERVICIO,-3.7036965,40.412335
FUE_01_0058,Centro,https://wikidata.org/entity/Q1763376,TOLEDO 40,EN SERVICIO,-3.7076008,40.4125395
FUE_01_0059,Centro,https://wikidata.org/entity/Q1763376,PLAZA PLATERIA DE MARTINEZ 3,EN SERVICIO,-3.6938653,40.4127372
FUE_01_0060,Centro,https://wikidata.org/entity/Q1763376,CALLE ALCALA 48,EN SERVICIO,-3.6948494,40.4189354
FUE_01_0061,Centro,https://wikidata.org/entity/Q1763376,CALLE HUERTAS 71,EN SERVICIO,-3.6953848,40.4131045
FUE_01_0062,Centro,https://wikidata.org/entity/Q1763376,CALLE SAN LUCAS 1,EN SERVICIO,-3.6971036,40.4238133
FUE_02_0001,Arganzuela,https://wikidata.org/entity/Q2000929,ED 3/3 MENDEZ ALVARO - DELICIAS,EN SERVICIO,-3.6848763,40.399242
FUE_02_0002,Arganzuela,https://wikidata.org/entity/Q2000929,RAMIREZ DE PRADO,EN SERVICIO,-3.6873947,40.3989978
FUE_02_0003,Arganzuela,https://wikidata.org/entity/Q2000929,Z.V. PUERTO DE  BEJAR,EN SERVICIO,-3.6865894,40.3886234
FUE_02_0005,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE DEL BRONCE PVF,EN SERVICIO,-3.6874734,40.390326
FUE_02_0007,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE DE DELICIAS,EN SERVICIO,-3.6883302,40.395487
FUE_02_0009,Arganzuela,https://wikidata.org/entity/Q2000929,PZA. LUCA DE TENA,EN SERVICIO,-3.6935279,40.4020595
FUE_02_0010,Arganzuela,https://wikidata.org/entity/Q2000929,PZA  LUCA DE TENA N º13,EN SERVICIO,-3.6940827,40.4020505
FUE_02_0012,Arganzuela,https://wikidata.org/entity/Q2000929,C/PALOS DE LA FRONTERA Nº 42,EN SERVICIO,-3.6947118,40.4029032
FUE_02_0013,Arganzuela,https://wikidata.org/entity/Q2000929,C/CANARIAS Nº 22,EN SERVICIO,-3.6950381,40.4022005
FUE_02_0014,Arganzuela,https://wikidata.org/entity/Q2000929,PZA. RUTILIO GACIS,EN SERVICIO,-3.696825,40.3942707
FUE_02_0015,Arganzuela,https://wikidata.org/entity/Q2000929,PZA. PEÑUELAS,EN SERVICIO,-3.702649,40.4010498
FUE_02_0016,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE PEÑUELAS,EN SERVICIO,-3.7052867,40.4010743
FUE_02_0017,Arganzuela,https://wikidata.org/entity/Q2000929,POL. DE YESERIAS FASES II Y III,EN SERVICIO,-3.7076552,40.3993583
FUE_02_0019,Arganzuela,https://wikidata.org/entity/Q2000929,JARDIN DEL RASTRO,EN SERVICIO,-3.7090263,40.4054215
FUE_02_0021,Arganzuela,https://wikidata.org/entity/Q2000929,JARDIN MAESTRO PADILLA,EN SERVICIO,-3.7218641,40.4043948
FUE_02_0022,Arganzuela,https://wikidata.org/entity/Q2000929,ACACIAS - PASILLO VERDE,EN SERVICIO,-3.7082319,40.4026585
FUE_02_0023,Arganzuela,https://wikidata.org/entity/Q2000929,ACACIAS - PASILLO VERDE,EN SERVICIO,-3.7082319,40.4026585
FUE_02_0024,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE IMPERIAL PVF,EN SERVICIO,-3.7181203,40.404843
FUE_02_0025,Arganzuela,https://wikidata.org/entity/Q2000929,MED. C/ TOLEDO,EN SERVICIO,-3.7585523,40.4020631
FUE_02_0027,Arganzuela,https://wikidata.org/entity/Q2000929,MED. C/ TOLEDO,EN SERVICIO,-3.7118895,40.4061637
FUE_02_0028,Arganzuela,https://wikidata.org/entity/Q2000929,ED 2/8 VALDELASIERRA,EN SERVICIO,-3.7049079,40.3973753
FUE_02_0029,Arganzuela,https://wikidata.org/entity/Q2000929,HIERRO - ANTRACITA,EN SERVICIO,-3.6902372,40.3894166
FUE_02_0030,Arganzuela,https://wikidata.org/entity/Q2000929,HIERRO - ANTRACITA,EN SERVICIO,-3.6900594,40.3891097
FUE_02_0031,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,EN SERVICIO,-3.6834906,40.3870597
FUE_02_0033,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,FUERA DE SERVICIO,-3.6814107,40.389133
FUE_02_0034,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,EN SERVICIO,-3.6846907,40.3860749
FUE_02_0035,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE MIRADOR TIERNO GALVAN PVF,EN SERVICIO,-3.6847016,40.3938613
FUE_02_0037,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,EN SERVICIO,-3.6818943,40.3903443
FUE_02_0038,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,EN SERVICIO,-3.6846258,40.3876895
FUE_02_0039,Arganzuela,https://wikidata.org/entity/Q2000929,"PARQUE ENRIQUE TIERNO GALVAN,  Pº  CATALPAS JUNTO A LA FAROLA 594",EN SERVICIO,-3.6857213,40.3922232
FUE_02_0040,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE ENRIQUE TIERNO GALVAN,EN SERVICIO,-3.6833884,40.3927097
FUE_02_0042,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE DEL BRONCE PVF,FUERA DE SERVICIO,-3.6866864,40.3913984
FUE_02_0045,Arganzuela,https://wikidata.org/entity/Q2000929,JARDINES FERNANDO POO - TORRES MIRANDA,EN SERVICIO,-3.6981919,40.3978708
FUE_02_0046,Arganzuela,https://wikidata.org/entity/Q2000929,JARDIN PARROCO SANCHEZ CAMARA ED 2-15,EN SERVICIO,-3.7045037,40.4017881
FUE_02_0047,Arganzuela,https://wikidata.org/entity/Q2000929,PARQUE PEÑUELAS,EN SERVICIO,-3.7059459,40.4000401
FUE_02_0048,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE DEL TEJO Nº 3,EN SERVICIO,-3.6786521,40.3966528
FUE_02_0049,Arganzuela,https://wikidata.org/entity/Q2000929,YESERIAS FRENTE Nº 29 FLA. 24-26,EN SERVICIO,-3.709006,40.398553
FUE_02_0050,Arganzuela,https://wikidata.org/entity/Q2000929,PASEO YESERIAS,EN SERVICIO,-3.7107117,40.3993984
FUE_02_0052,Arganzuela,https://wikidata.org/entity/Q2000929,"AV. PALNETARIO, 11",EN SERVICIO,-3.6819368,40.3936248
FUE_02_0053,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE HIERRO,EN SERVICIO,-3.6923876,40.3934635
FUE_02_0054,Arganzuela,https://wikidata.org/entity/Q2000929,"CALLE AGUILON,11",EN SERVICIO,-3.7003397,40.3974616
FUE_02_0056,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE AMALTEA Nº 6,EN SERVICIO,-3.6823618,40.3949172
FUE_02_0057,Arganzuela,https://wikidata.org/entity/Q2000929,CALLE JACARANDA 13,EN SERVICIO,-3.6792176,40.3973938
FUE_02_0058,Arganzuela,https://wikidata.org/entity/Q2000929,"PASEO DE YESERIAS, 1",EN SERVICIO,-3.7129266,40.4007368
FUE_02_0059,Arganzuela,https://wikidata.org/entity/Q2000929,"CALLE TOLEDO, 178",EN SERVICIO,-3.7143668,40.4020561
FUE_02_0060,Arganzuela,https://wikidata.org/entity/Q2000929,"PASEO JUAN ANTONIO VALLEJO NAJERA-BOTAS, 1",EN SERVICIO,-3.6999534,40.4009185
FUE_02_0061,Arganzuela,https://wikidata.org/entity/Q2000929,C/ VILLOSLADA Nº 9,EN SERVICIO,-3.7111664,40.4037155
FUE_02_0062,Arganzuela,https://wikidata.org/entity/Q2000929,"TRAVESIA DE SAN ISIDORO DE SEVILLA, 7-9",EN SERVICIO,-3.7111664,40.4037155
FUE_02_0063,Arganzuela,https://wikidata.org/entity/Q2000929,"CALLE PARROCO EUSEBIO CUENCA, FRENTE Nº 64",EN SERVICIO,-3.6876176,40.3934609
FUE_02_0064,Arganzuela,https://wikidata.org/entity/Q2000929,"PARQUE ENRIQUE TIERNO GALVAN, AV. PLANETARIO 18",EN SERVICIO,-3.6858563,40.3913401
FUE_02_0065,Arganzuela,https://wikidata.org/entity/Q2000929,"CALLE MORENO NIETO,5",EN SERVICIO,-3.7187215,40.4117496
FUE_03_0001,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,EN SERVICIO,-3.6896988,40.4273744
FUE_03_0002,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,EN SERVICIO,-3.6614183,40.4158555
FUE_03_0005,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,EN SERVICIO,-3.6619936,40.414879
FUE_03_0006,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,EN SERVICIO,-3.6642318,40.4147358
FUE_03_0007,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE ROMA,EN SERVICIO,-3.6649485,40.4187564
FUE_03_0008,Retiro,https://wikidata.org/entity/Q2002296,JARDINES FEDERICO MORENO TORROBA,EN SERVICIO,-3.667065,40.4045317
FUE_03_0010,Retiro,https://wikidata.org/entity/Q2002296,JARDINES Pº JOHN LENNON,EN SERVICIO,-3.6658358,40.4167259
FUE_03_0011,Retiro,https://wikidata.org/entity/Q2002296,PARQUE MARTIN LUTHER KING,EN SERVICIO,-3.6681148,40.4027614
FUE_03_0012,Retiro,https://wikidata.org/entity/Q2002296,PARQUE MARTIN LUTHER KING,EN SERVICIO,-3.6683728,40.4037045
FUE_03_0013,Retiro,https://wikidata.org/entity/Q2002296,JARDINES CONDE CARTAGENA - ABTAO,EN SERVICIO,-3.6743227,40.4076512
FUE_03_0015,Retiro,https://wikidata.org/entity/Q2002296,PARQUE DE COCHERAS,CERRADA TEMPORALMENTE,-3.6762858,40.4007003
FUE_03_0016,Retiro,https://wikidata.org/entity/Q2002296,POLIDEPORTIVO DAOIZ Y VELARDE,EN SERVICIO,-3.6786059,40.4009825
FUE_03_0021,Retiro,https://wikidata.org/entity/Q2002296,STA. SABINA - DR. ESQUERDO,EN SERVICIO,-3.6704375,40.4049836
FUE_03_0023,Retiro,https://wikidata.org/entity/Q2002296,PARQUE ANUNCIACION,EN SERVICIO,-3.6761052,40.4121603
FUE_03_0024,Retiro,https://wikidata.org/entity/Q2002296,PARQUE MARTIN LUTHER KING,EN SERVICIO,-3.6696067,40.3988013
FUE_03_0028,Retiro,https://wikidata.org/entity/Q2002296,PZA. VAQUERIAS,EN SERVICIO,-3.6669902,40.4187969
FUE_03_0030,Retiro,https://wikidata.org/entity/Q2002296,"Pº INFANTA ISABEL, 4",EN SERVICIO,-3.686024,40.4061262
FUE_03_0032,Retiro,https://wikidata.org/entity/Q2002296,PIO BAROJA - MENENDEZ PELAYO,EN SERVICIO,-3.6765722,40.4129764
FUE_03_0035,Retiro,https://wikidata.org/entity/Q2002296,JARDINES JESUS APRENDIZ,EN SERVICIO,-3.6715928,40.4095786
FUE_03_0036,Retiro,https://wikidata.org/entity/Q2002296,AVDA. MEDITERRANEO (MADRID SALUD),EN SERVICIO,-3.6670279,40.4059506
FUE_03_0039,Retiro,https://wikidata.org/entity/Q2002296,IBIZA Nº 16 ( EN EL BULEVAR),EN SERVICIO,-3.6764677,40.4182523
FUE_03_0040,Retiro,https://wikidata.org/entity/Q2002296,IBIZA Nº 60 ( EN EL BULEVAR),EN SERVICIO,-3.6695574,40.4179411
FUE_03_0041,Retiro,https://wikidata.org/entity/Q2002296,ALCALDE SAINZ DE BARANDA Nº 65 (EN EL BULEVAR),EN SERVICIO,-3.6696871,40.4165133
FUE_03_0042,Retiro,https://wikidata.org/entity/Q2002296,CAVANILLES Nº 46 PASAJE,EN SERVICIO,-3.6747108,40.405075
FUE_03_0043,Retiro,https://wikidata.org/entity/Q2002296,ALCALA Nº 50,EN SERVICIO,-3.6917323,40.4194144
FUE_03_0044,Retiro,https://wikidata.org/entity/Q2002296,ALCALDE SAINZ DE BARANDA Nº 20 (Nº 18 EN EL BULEVAR),EN SERVICIO,-3.6762726,40.4169012
FUE_03_0045,Retiro,https://wikidata.org/entity/Q2002296,CALLE ANTONIO NEBRIJA 7,EN SERVICIO,-3.6838295,40.4030441
FUE_03_0046,Retiro,https://wikidata.org/entity/Q2002296,CALLE CERRO NEGRO,EN SERVICIO,-3.67223,40.3958892
FUE_03_0047,Retiro,https://wikidata.org/entity/Q2002296,"AV. CIUDAD DE BARCELONA, 144",EN SERVICIO,-3.6785948,40.4031111
FUE_03_0048,Retiro,https://wikidata.org/entity/Q2002296,CALLE BARRILERO 2,EN SERVICIO,-3.6736563,40.3977712
FUE_03_0049,Retiro,https://wikidata.org/entity/Q2002296,PASAJE DEL LINCE 8,EN SERVICIO,-3.6679883,40.4088638
FUE_03_0050,Retiro,https://wikidata.org/entity/Q2002296,AV. MEDITERRANEO 2,EN SERVICIO,-3.678086,40.4072561
FUE_03_0051,Retiro,https://wikidata.org/entity/Q2002296,CALLE DOCE DE OCTUBRE 30,EN SERVICIO,-3.6731332,40.4160638
FUE_03_0052,Retiro,https://wikidata.org/entity/Q2002296,"PLAZA DE CONDE DE CASAL, 10",EN SERVICIO,-3.6707864,40.4064565
FUE_03_0053,Retiro,https://wikidata.org/entity/Q2002296,CALLE FELIPE IV FRENTE Nº 1,EN SERVICIO,-3.6929108,40.4148807
FUE_03_0054,Retiro,https://wikidata.org/entity/Q2002296,"CALLE ESTRELLA POLAR, 13",EN SERVICIO,-3.6657637,40.4112275
FUE_03_0055,Retiro,https://wikidata.org/entity/Q2002296,"CALLE O'DONNELL, 48",EN SERVICIO,-3.6722118,40.4212344
FUE_03_0056,Retiro,https://wikidata.org/entity/Q2002296,"CALLE MENENDEZ PELAYO, 9",EN SERVICIO,-3.6797714,40.4214976
FUE_03_0057,Retiro,https://wikidata.org/entity/Q2002296,"CALLE JUAN VALERA, 24",EN SERVICIO,-3.6825541,40.4082079
FUE_03_0058,Retiro,https://wikidata.org/entity/Q2002296,CALLE SIRIO 2,EN SERVICIO,-3.6622745,40.4132758
FB_01_000001,Retiro,https://wikidata.org/entity/Q2002296,JARDINES DEL BUEN RETIRO,CERRADA TEMPORALMENTE,-3.6854724,40.4182968
FB_01_000002,Retiro,https://wikidata.org/entity/Q2002296,JARDINES DEL BUEN RETIRO,CERRADA TEMPORALMENTE,-3.6865739,40.4197015
FUE_04_0001,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE BREOGAN,EN SERVICIO,-3.6602892,40.4370811
FUE_04_0002,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE BREOGAN,EN SERVICIO,-3.6606938,40.436444
FUE_04_0003,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE LAS AVENIDAS,EN SERVICIO,-3.6602598,40.4385959
FUE_04_0004,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE LAS AVENIDAS,EN SERVICIO,-3.6599179,40.4394896
FUE_04_0005,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE LAS AVENIDAS,EN SERVICIO,-3.6602743,40.440112
FUE_04_0006,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE LAS AVENIDAS,EN SERVICIO,-3.6599521,40.4417138
FUE_04_0007,Salamanca,https://wikidata.org/entity/Q1773521,JARDINES GREGORIO ORDOÑEZ,EN SERVICIO,-3.6787731,40.4332578
FUE_04_0008,Salamanca,https://wikidata.org/entity/Q1773521,JARDINES GREGORIO ORDOÑEZ,EN SERVICIO,-3.6790078,40.4330577
FUE_04_0009,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE MARIA EVA DUARTE DE PERON,EN SERVICIO,-3.6680058,40.4304716
FUE_04_0010,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE MARIA EVA DUARTE DE PERON,EN SERVICIO,-3.6677244,40.4306639
FUE_04_0011,Salamanca,https://wikidata.org/entity/Q1773521,PZA. DE PEÑASCALES,EN SERVICIO,-3.6672283,40.4239088
FUE_04_0012,Salamanca,https://wikidata.org/entity/Q1773521,PZA. AMERICA ESPAÑOLA,EN SERVICIO,-3.6619988,40.4293423
FUE_04_0013,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE SANCHO DAVILA,EN SERVICIO,-3.6608483,40.4246688
FUE_04_0014,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE SANCHO DAVILA,EN SERVICIO,-3.6611233,40.4272341
FUE_04_0015,Salamanca,https://wikidata.org/entity/Q1773521,PZA. DE BURDEOS,EN SERVICIO,-3.6647497,40.4384836
FUE_04_0016,Salamanca,https://wikidata.org/entity/Q1773521,PZA.  SAN CAYETANO,EN SERVICIO,-3.6705961,40.434204
FUE_04_0017,Salamanca,https://wikidata.org/entity/Q1773521,CALLE VELAZQUEZ 75,EN SERVICIO,-3.6837338,40.4315037
FUE_04_0018,Salamanca,https://wikidata.org/entity/Q1773521,"DIEGO DE LEON, 56",EN SERVICIO,-3.6775785,40.4344473
FUE_04_0019,Salamanca,https://wikidata.org/entity/Q1773521,LANUZA,EN SERVICIO,-3.6654233,40.425501
FUE_04_0020,Salamanca,https://wikidata.org/entity/Q1773521,GTA. CAMPANAR,EN SERVICIO,-3.6669982,40.431603
FUE_04_0021,Salamanca,https://wikidata.org/entity/Q1773521,JARDINES BOSTON,EN SERVICIO,-3.665867,40.4370846
FUE_04_0022,Salamanca,https://wikidata.org/entity/Q1773521,VIZCONDE DE MATAMALA - RAMON DE AGUINAGA - RUFINO BLANCO,EN SERVICIO,-3.6654202,40.426779
FUE_04_0023,Salamanca,https://wikidata.org/entity/Q1773521,PZA.  SAN CAYETANO,EN SERVICIO,-3.6700764,40.4341302
FUE_04_0024,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE DE MARIA EVA DUARTE DE PERON,EN SERVICIO,-3.6687825,40.4291502
FUE_04_0025,Salamanca,https://wikidata.org/entity/Q1773521,PZA. DE DALI,EN SERVICIO,-3.6732967,40.4242319
FUE_04_0026,Salamanca,https://wikidata.org/entity/Q1773521,JARDIN DE LA VIRGEN DEL PILAR,EN SERVICIO,-3.6779335,40.4323235
FUE_04_0027,Salamanca,https://wikidata.org/entity/Q1773521,PASEO DE LA CASTELLANA Nº 58 (FTE Nº 64),EN SERVICIO,-3.6898019,40.4370207
FUE_04_0028,Salamanca,https://wikidata.org/entity/Q1773521,PASEO DE LA CASTELLANA Nº 22 (FTE Nº 22 EN EL BULEVAR),EN SERVICIO,-3.6890582,40.429998
FUE_04_0029,Salamanca,https://wikidata.org/entity/Q1773521,PASEO DE LA CASTELLANA Nº 2 (FTE Nº 2 EN EL BULEVAR),EN SERVICIO,-3.6899086,40.4266776
FUE_04_0030,Salamanca,https://wikidata.org/entity/Q1773521,PASEO DE LA CASTELLANA Nº 18,EN SERVICIO,-3.6893867,40.4286717
FUE_04_0033,Salamanca,https://wikidata.org/entity/Q1773521,PASEO DE LA CASTELLANA Nº 8 (FTE Nº 8 EN EL BULEVAR),EN SERVICIO,-3.6896988,40.4273744
FUE_04_0035,Salamanca,https://wikidata.org/entity/Q1773521,AVENIDA DE LOS TOREROS,EN SERVICIO,-3.6618744,40.432625
FUE_04_0037,Salamanca,https://wikidata.org/entity/Q1773521,ELVIRA Nº 11,EN SERVICIO,-3.6652901,40.4227054
FUE_04_0038,Salamanca,https://wikidata.org/entity/Q1773521,AVDA FELIPE II Nº 5,EN SERVICIO,-3.6753595,40.4241632
FUE_04_0039,Salamanca,https://wikidata.org/entity/Q1773521,"PLAZA AMERICA ESPAÑOLA, 5",EN SERVICIO,-3.6615766,40.4289538
FUE_04_0040,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE RESIDENCIAL ISABEL II,EN SERVICIO,-3.6650656,40.4269937
FUE_04_0041,Salamanca,https://wikidata.org/entity/Q1773521,CALLE JUAN BRAVO CV CALLE CLAUDIO COELLO,EN SERVICIO,-3.6854769,40.4330836
FUE_04_0042,Salamanca,https://wikidata.org/entity/Q1773521,PILAR DE ZARAGOZA 91,EN SERVICIO,-3.6741799,40.4377756
FUE_04_0043,Salamanca,https://wikidata.org/entity/Q1773521,"CALLE TOMAS LOPEZ, 7",EN SERVICIO,-3.6700565,40.426554
FUE_04_0044,Salamanca,https://wikidata.org/entity/Q1773521,"PLAZA MANUEL BECERRA, 15",EN SERVICIO,-3.6681205,40.427935
FUE_04_0045,Salamanca,https://wikidata.org/entity/Q1773521,"CALLE FRANCISCO SILVELA, 12",EN SERVICIO,-3.6704178,40.4304404
FUE_04_0046,Salamanca,https://wikidata.org/entity/Q1773521,C/ FRANCISCO SILVELA 52,EN SERVICIO,-3.6742423,40.4346184
FUE_04_0047,Salamanca,https://wikidata.org/entity/Q1773521,C/ FRANCISCO SILVELA Nº 73,EN SERVICIO,-3.6763978,40.4362007
FUE_04_0048,Salamanca,https://wikidata.org/entity/Q1773521,CALLE LA POVEDA Nº 1,EN SERVICIO,-3.6661099,40.439128
FUE_04_0049,Salamanca,https://wikidata.org/entity/Q1773521,"C/ BRESCIA, 21",EN SERVICIO,-3.6615718,40.4366673
FUE_04_0050,Salamanca,https://wikidata.org/entity/Q1773521,"AV. BAVIERA, 15",EN SERVICIO,-3.6615976,40.4429756
FUE_04_0051,Salamanca,https://wikidata.org/entity/Q1773521,PARQUE SANCHO DAVILA,EN SERVICIO,-3.6607702,40.4273876
FUE_04_0052,Salamanca,https://wikidata.org/entity/Q1773521,"AVENIDA BRUSELAS, 57",EN SERVICIO,-3.6630516,40.4395569
