Bus_ID,BusStation_Name,Street_Type,Preposition,Street_Name,Number_Type,Portal_Number,Postal_Code,District,X,Y,Bus_Lines
1,OFELIA NIETO-FRANCOS RODRIGUEZ,Calle,de,Ofelia Nieto,N,5,28039,9,439802,4479051,"44, 128"
2,DR.FEDERICO RUBIO-FCO.DIEGO,Avda,del,Doctor Federico Rubio y Galí,N,67,28040,9,439532,4478792,44
3,DR.FEDERICO RUBIO Y GALI-AV.PABLO IGLESIAS,Avda,del,Doctor Federico Rubio y Galí,N,82,28040,9,439579,4478530,44
4,DR.FEDERICO RUBIO-JERONIMA LLORENTE,Avda,del,Doctor Federico Rubio y Galí,N,45,28039,6,439928,4478397,"44, 127, N21"
5,DR.FEDERICO RUBIO-ABEL,Avda,del,Doctor Federico Rubio y Galí,N,21,28039,6,439938,4478216,"44, 127"
6,SAN FCO.DE SALES-GUZMAN EL BUENO,Paseo,de,San Francisco de Sales,N,33,28003,7,439623,4477308,"44, N21"
7,LAGO CALAFATE,Calle,del,Lago Calafate,N,18,28018,13,444969,4470785,310
8,GTA.PTE.GARCIA MORENO,Gta,del,Presidente García Moreno,N,2,28003,7,439473,4477679,45
9,AV.REINA VICTORIA-GRAL.I.IBERO,Avda,de la,Reina Victoria,N,39,28003,7,439827,4477777,"45, C1, F"
10,"CALLE DE MIRABEL, 3",Calle,de,Mirabel,N,4,28044,10,433789,4470000,N19
11,MARQUESADO STA.MARTA-FERNANDO MIJARES,Calle,del,Marquesado de Santa Marta,N,12,28027,20,447315,4477842,"114, N4"
12,STA.ENGRACIA-CARACAS,Calle,de,Santa Engracia,N,20,28010,7,441012,4475985,3
13,AV.NIZA-LAS MUSAS,Avda,de,Niza,N,59,28022,20,448562,4476153,"38, E2"
14,DR.GARCIA TAPIA-FTE.CARRANTONA,Avda,del,Doctor García Tapia,N,155,28030,14,446485,4473434,30
15,AV.BETANZOS-CHANTADA,Avda,de,Betanzos,N,18,28029,8,439782,4480761,42
16,INDALECIO PRIETO-LOS PINILLAS,Blvr,de,Indalecio Prieto,N,27,28032,19,447380,4472529,"8, 71, 130"
17,INDALECIO PRIETO-JUGLARES,Blvr,de,Indalecio Prieto,N,13,28032,19,447448,4472749,"8, 71, 130"
18,PZA.CORR.ALONSO AGUILAR,Avda,de,Moratalaz,N,40,28030,14,444175,4473367,20
19,JUAN ESPLANDIU Nº 9,Calle,de,Juan Esplandiu,N,18,28007,3,443907,4474597,215
20,JUAN ESPLANDIU Nº 4,Calle,de,Juan Esplandiu,N,4,28007,3,443890,4474407,215
21,Pº ALBERTO PALACIOS-Pº FERROVIARIOS,Paseo,de,Alberto Palacios,N,84,28021,17,439255,4466328,"22, N14"
22,GASCUEÑA-FUENSAVIÑAN,Calle,de,Gascueña,N,21,28022,20,451705,4477847,77
23,DR.GARCIA TAPIA-M40,Avda,del,Doctor García Tapia,N,232,28030,14,447024,4473242,"100, N8"
24,JOAQUIN LORENZO-ISLA MALAITA,Calle,de,Joaquín Lorenzo,N,2,28035,8,438848,4480692,42
25,ISLA MALAITA-JOAQUIN LORENZO,Calle,de la,Isla Malaita,N,2,28035,8,438891,4480709,137
26,ISLA MALAITA-CESAR MANRIQUE,Calle,de la,Isla Malaita,N,10,28035,8,438935,4480830,137
27,GRAL.YAGUE-ORENSE,Calle,del,General Yagüe,N,26,28020,6,441180,4478864,126
28,AV.PABLO NERUDA-MALGRAT MAR,Avda,de,Pablo Neruda,N,2,28038,13,445669,4471747,"54, 142, 144"
29,SAN CLAUDIO-RAFAEL FERNANDEZ,Calle,de,San Claudio,S/N,S/N,28038,13,446155,4471557,54
30,CERRO DEL CASTAÑAR-MORALZARZAL,Calle,del,Cerro del Castañar,N,167,28034,8,439614,4483041,134
31,ANDALUCES-SAN CLAUDIO,Calle,de los,Andaluces,N,9,28038,13,446036,4471456,54
32,CTRA.VILLAVERDE A VALLECAS-AV.ROSALES,Ctra,de,Villaverde a Vallecas,N,33,28041,17,442127,4468163,"23, 130"
33,CTRA.CCHEL A VILLAVERDE-CENTRO ESCOLAR,Ctra,de,Carabanchel a Villaverde,N,82,28021,17,439692,4467487,131
34,RAFAELA YBARRA-UNIDAD,Avda,de,Rafaela Ybarra,N,109,28041,12,439640,4469245,131
35,AV.MORERAS-CGIO.MAYOR ALFONSO X EL SABIO,Avda,de las,Moreras,S/N,S/N,28040,9,439130,4478314,132
36,ALMIRANTE FCO.MORENO-MORERAS,Calle,del,Almirante Francisco Moreno,N,2,28040,9,439361,4478496,132
37,CESAR MANRIQUE-JUAN SANCHEZ,Calle,de,César Manrique,S/N,S/N,28035,8,439023,4480815,"127, 132, N21"
38,ALMIRANTE FCO.MORENO-MORERAS,Calle,del,Almirante Francisco Moreno,N,3,28040,9,439333,4478492,132
39,AV.MORERAS-CGIO.MAYOR ALFONSO X EL SABIO,Avda,de las,Moreras,N,5,28040,9,439107,4478301,132
40,AV.MORERAS-RAMIRO DE MAEZTU,Avda,de las,Moreras,S/N,S/N,28040,9,438953,4478072,132
41,J.JOSE MTNEZ.SECO-DIAMANTE,Calle,de,Juan José Martínez Seco,N,61,28021,17,441767,4467234,"85, 123"
42,J.JOSE MTNEZ.SECO-BENITA LOPEZ,Calle,de,Juan José Martínez Seco,N,7,28021,17,441565,4467231,"85, 123"
43,VIRGEN DE LOS DESAMPARADOS-TOTANES,Calle,de la,Virgen de los Desamparados,N,4,28041,17,440759,4467209,"18, 86, 116, N14"
44,VIRGEN DE LOS DESAMPARADOS,Calle,de la,Virgen de los Desamparados,N,4,28041,17,440777,4467203,"18, 86, 116, N14"
45,ARROYO POZUELO-HINOJO,Calle,de la,Pasionaria,N,24,28023,9,434394,4478425,160
46,EMILIO RUBIN-ARTURO SORIA,Calle,de,Emilio Rubín,N,2,28033,15,444011,4479338,87
47,MONTEARAGON Nº 8,Calle,de,Montearagón,N,8,28033,16,444216,4479566,87
48,Cº DE MONTORO-Cº VIEJO DE BURGOS,Cmno,de,Montoro,N,1,28050,16,446447,4481437,"87, N2"
49,Cº DEL OLIVAR-GRAMA,Cmno,del,Olivar,N,8,28050,16,446782,4481118,87
50,GREGORIO SANCHEZ HERRAEZ,Calle,de,Gregorio Sánchez Herráez,N,14,28033,16,446137,4481189,"87, N2"
51,AV.BUCARAMANGA-GTA.CHARALA,Gta,de,Charala,S/N,S/N,28033,16,445889,4480621,87
52,GRAN VIA HORTALEZA-HARO,G.v.,de,Hortaleza,N,48,28043,16,444870,4480015,87
53,ARROYOFRESNO-AV.C.HERRERA ORIA,Calle,de,Arroyofresno,N,29,28035,8,437273,4481198,82
54,CANTALEJO-ARROYOFRESNO,Calle,de,Cantalejo,N,2,28035,8,437247,4480982,82
55,AV.MIRAFLORES-CTRA.DEHESA VILLA,Avda,de,Miraflores,N,1,28035,9,438221,4479001,"82, N20"
56,PARANINFO-CIEMAT,Avda,,Complutense,N,11,28040,9,438274,4478666,"82, N20"
57,FTE.CARRANTONA-ARROYO FONTARRON,Calle,de la,Fuente Carrantona,N,2,28030,14,445868,4472150,"20, 142, 144"
58,PZA.CONDE MACEDA Y TABOADA,Plaza,del,Corregidor Conde de Maceda y Taboada,S/N,S/N,28030,14,445523,4472929,"20, 30, N8"
59,PZA.DEL ENCUENTRO,Calle,de la,Hacienda de Pavones,N,3,28030,14,444884,4473188,"20, 30, N8"
60,AV.MORATALAZ Nº 21,Avda,de,Moratalaz,N,21,28030,14,444060,4473422,20
61,Cº VINATEROS-M30,Calle,del,Camino de los Vinateros,N,3,28030,14,444218,4473769,"20, 30, 32, N8"
62,ESTRELLA POLAR-PEZ AUSTRAL,Calle,de la,Estrella Polar,N,13,28007,3,443652,4473818,"20, 30, 32, N8"
63,AV.NAZARET-JESUS APRENDIZ,Avda,de,Nazaret,N,9,28009,3,443203,4473856,20
64,MENENDEZ PELAYO-A.SAINZ BARANDA,Avda,de,Menéndez Pelayo,N,45,28009,3,442567,4474502,"20, 152"
65,JUAN PEREZ ZUÑIGA Nº 19,Calle,de,Juan Pérez Zúñiga,N,19,28027,15,445095,4477258,21
66,ALEGRIA DE LA HUERTA-ANOETA,Calle,de,La Alegría de la Huerta,N,37,28041,17,441079,4467420,"18, 86, 116, N14"
67,Pº PONTONES-Pº IMPERIAL,Paseo,de,Pontones,N,10,28005,2,439383,4473146,"17, 41, N16"
68,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,Paseo,de la,Ermita del Santo,S/N,S/N,28011,11,438620,4473086,"17, N16"
69,VIA CARPETANA-CARAMUEL,Calle,,Vía Carpetana,N,43,28047,10,438134,4472847,"17, N16"
70,VIA CARPETANA-PETIRROJO,Calle,,Vía Carpetana,S/N,S/N,28047,10,436958,4471490,17
71,AV.JUAN HERRERA-MARTIN FIERRO,Avda,de,Juan de Herrera,N,6,28040,9,438039,4476902,"46, 160, 161, N20, N28"
72,"OCAÑA,69",Calle,de,Ocaña,N,69,28047,10,436145,4470984,"17, N26"
73,AV.RAFAEL FINAT-AV.GRAL.FANJUL,Calle,de,Rafael Finat,N,2,28044,10,435171,4470835,17
74,AV.RAFAEL FINAT-JOSE DE CADALSO,Calle,de,Rafael Finat,N,46,28044,10,434716,4470349,17
75,GRAL.ROMERO BASART-AV.RAFAEL FINAT,Calle,del,General Romero Basart,N,85,28044,10,434544,4470189,"17, 34, 139"
76,GRAL.ROMERO BASART-O.PLASENCIA,Calle,del,General Romero Basart,N,63,28044,10,434366,4470350,"17, 139"
77,GRAL.ROMERO BASART-RAFAEL FINAT,Calle,del,General Romero Basart,N,54,28044,10,434550,4470169,"17, 34, 139, N19"
78,AV.RAFAEL FINAT-JOSE DE CADALSO,Calle,de,Rafael Finat,N,67,28044,10,434723,4470333,17
79,GONZALEZ FEITO-CAL,Calle,de,González Feíto,S/N,S/N,28041,12,441317,4470394,"23, 123"
80,VENTISQUERO CONDESA-C.MINGUETE,Avda,del,Ventisquero de la Condesa,N,14,28034,8,439401,4482323,64
81,SANTIAGO COMPOSTELA-NARCIS MONTURIOL,Calle,de,Santiago de Compostela,N,20,28034,8,440874,4481987,67
82,ALEJANDRO CASONA-DR.REINOSA,Calle,de,Alejandro Casona,N,10,28035,8,438158,4481591,82
83,PTO.PORZUNA-FUENTIDUEÑA,Calle,del,Puerto del Porzuna,N,29,28031,18,447248,4469715,"103, 142"
84,PTO.PORZUNA-CONGOSTO,Calle,del,Puerto de Porzuna,N,1,28031,18,447415,4469882,"103, 142"
85,ALCALA-AV.25 DE SEPTIEMBRE,Calle,de,Alcalá,N,537,28027,20,447282,4477220,105
86,DR.ESQUERDO-PZA.CONDE CASAL,Calle,del,Doctor Esquerdo,N,177,28007,3,443228,4473238,"56, 156"
87,DR.ESQUERDO-SAINZ DE BARANDA,Calle,del,Doctor Esquerdo,S/N,S/N,28009,3,443305,4474394,"30, 56, 143, 156, N8"
88,CEMENTERIO DE FUENCARRAL,Avda,de,Montecarmelo,N,10,28049,8,440739,4484444,SE704
89,LOPEZ DE HOYOS-PADRE CLARET,Calle,de,López de Hoyos,N,218,28002,5,443691,4478121,"9, 72, 73, N2"
90,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,Paseo,de la,Ermita del Santo,N,80,28019,11,437911,4472541,
91,Pº ERMITA DEL SANTO-PARQUE SAN ISIDRO,Paseo,de la,Ermita del Santo,N,80,28019,11,437942,4472555,
92,VALLE ENMEDIO-GTA.P.CORRALILLOS,Calle,del,Valle de Enmedio,N,15,28035,8,439226,4482409,49
93,VENTISQUERO CONDESA-VALLE DE ENMEDIO,Avda,del,Ventisquero de la Condesa,N,24,28035,8,439391,4482447,49
94,GOLONDRINA-VELETA,Calle,de la,Golondrina,N,11,28023,9,433676,4478846,"160, 161"
95,CTRA.HUMERA A ARAVACA-RIAZA,Ctra,de,Húmera,N,75,28023,9,433968,4478953,"160, 161, N28"
96,GUECHO-PARADORES,Calle,de,Guecho,N,55,28023,9,430022,4481133,162
97,AV.ROSALES-CORINDON,Avda,de,Los Rosales,N,21,28041,12,441524,4468909,"23, N12"
98,AYACUCHO-NEVADO RUIZ,Calle,de,Ayacucho,S/N,S/N,28033,16,446308,4480278,"104, 171, T11"
99,DR.GARCIA TAPIA-LAPONIA,Avda,del,Doctor García Tapia,N,226,28030,14,446847,4473293,"30, 100, N8"
100,LAPONIA-MUNICH,Calle,de,Laponia,N,5,28030,14,446848,4473179,30
101,MERCAMADRID-MERCADO PESCADO,Calle,,Eje 3-1A,N,3,28053,18,443574,4467911,T32
102,MERCAMADRID-NAVES AUXILIARES,Calle,,Eje 1-10,S/N,S/N,28053,18,444373,4468494,"130, T32"
103,CENTRO DE TRANSPORTES DE MADRID,Calle,,Eje 7,S/N,S/N,28053,18,444562,4468746,"130, T32"
104,AV.Cº SANTIAGO-GTA.MONTE DEL GOZO,Avda,del,Camino de Santiago,N,4,28050,8,443536,4484860,"172, 172SF, T61"
105,PEDRO RICO-ARZOBISPO MORCILLO,Calle,de,Pedro Rico,N,12,28029,8,440912,4481920,67
106,CARRERA SAN FRANCISCO-SAN I.LABRADOR,Cra,de,San Francisco,N,11,28005,1,439629,4473809,60
107,DIEGO DE LEON-SERRANO,Calle,de,Diego de León,N,3,28006,4,441947,4476487,61
108,GRAL.ORAA-Pº CASTELLANA,Calle,del,General Oraa,S/N,S/N,28006,4,441779,4476568,61
109,HERMANOS BECQUER-SERRANO,Calle,de los,Hermanos Bécquer,N,1,28006,4,441859,4476507,61
110,AV.PABLO NERUDA-AV.PALOMERAS,Avda,de,Pablo Neruda,N,80,28018,13,445195,4470944,57
111,PARANINFO-MATEMATICAS,Avda,a,Complutense,S/N,S/N,28040,9,438426,4478208,"82, F, G, N20, U"
112,PARANINFO-TELECOMUNICACIONES,Avda,a,Complutense,N,30,28040,9,438397,4478417,"82, F, G, N20, U"
113,PARANINFO-DERECHO,Avda,a,Complutense,N,9,28040,9,438245,4478288,"82, F, G, N20, U"
114,ISAAC PERAL-PZA.CRISTO REY,Calle,de,Isaac Peral,N,40,28015,9,439230,4476902,"1, 44, 82, 132, C2"
115,AV.MEDITERRANEO-PZA.CONDE CASAL,Avda,del,Mediterráneo,N,50,28007,3,443361,4473294,"63, 143, 145, E, N9"
116,EL BOSCO-MARUJA GARCIA ROMERO,Calle,de,El Bosco,N,14,28038,13,444623,4472996,"63, 143"
117,EL BOSCO-RAMON PEREZ AYALA,Calle,de,El Bosco,N,14,28038,13,444830,4472749,"63, 143, N9"
118,EL BOSCO-RAMON PEREZ AYALA,Calle,de,El Bosco,N,20,28038,13,444955,4472599,"63, 143, N9"
119,AV.MEDITERRANEO-AV.PABLO NERUDA,Avda,del,Mediterráneo,N,57,28038,13,445700,4471971,"63, 145, E, N9"
120,AV.MEDITERRANEO-AV.DEMOCRACIA,Avda,del,Mediterráneo,N,S/N,28031,13,447117,4471554,"63, 145, E, N9"
121,CASTRILLO AZA-AV.STA.EUGENIA,Calle,de,Castrillo de Aza,S/N,S/N,28031,18,448239,4470709,"63, N9"
122,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,Avda,de,Santa Eugenia,N,58,28031,18,448376,4470367,"63, 145, N9"
123,AV.STA.EUGENIA-VIRGEN DE LAS VIÑAS,Avda,de,Santa Eugenia,S/N,S/N,28031,18,448838,4470566,"63, 145, N9"
124,ISAAC PERAL-FERNANDEZ DE LOS RIOS,Calle,de,Isaac Peral,N,8,28015,7,439200,4476581,"1, 44, 62, 82, 132, C1, N21"
125,GRAL.IBAÑEZ IBERO-AV.REINA VICTORIA,Calle,del,General Ibáñez de Ibero,N,1,28003,7,439873,4477770,"44, N21"
126,DR.FEDERICO RUBIO-ALMANSA,Avda,del,Doctor Federico Rubio y Galí,N,16,28039,6,439995,4478056,"44, 127, N21"
127,DR.FEDERICO RUBIO-ABEL,Avda,del,Doctor Federico Rubio y Galí,N,32,28039,6,439946,4478242,"44, 127"
128,DR.FEDERICO RUBIO-FCO.DE DIEGO,Avda,del,Doctor Federico Rubio y Galí,N,100,28040,9,439543,4478784,44
129,OFELIA NIETO-FRANCOS RODRIGUEZ,Calle,de,Ofelia Nieto,N,4,28039,6,439830,4479049,"44, 128"
130,OFELIA NIETO-Pº DIRECCION,Paseo,de la,Dirección,S/N,S/N,28039,6,440129,4479602,44
131,OFELIA NIETO-Pº DIRECCION,Paseo,de la,Dirección,S/N,S/N,28039,6,440118,4479611,44
132,AV.PABLO NERUDA-LAGO CALAFATE,Avda,de,Pablo Neruda,N,55,28018,13,445077,4470699,57
133,RAFAEL ALBERTI-SAN CLAUDIO,Avda,de,Rafael Alberti,N,16,28038,13,445826,4471307,"54, 144"
134,AVDA. PABLO NERUDA,Calle,del,Lago Calafate,N,24,28018,13,445045,4470718,57
135,AV.BUENOS AIRES-MOGAMBO,Avda,de,Buenos Aires,N,84,28018,13,444671,4470326,57
136,AV.PABLO NERUDA-TRISTANA,Avda,de,Pablo Neruda,N,77,28018,13,444629,4470490,"136, 144, N11"
137,AV.MEDITERRANEO-CASTRILLO DE AZA,Avda,de,Santa Eugenia,N,1,28031,18,448497,4471048,"58, 63"
138,MARTINEZ DE LA RIVA-DILIGENCIA,Calle,de,Martínez de la Riva,N,143,28018,13,443802,4470685,"57, 144"
139,CARLOS MARTIN ALVAREZ-JAVIER DE MIGUEL,Calle,de,Carlos Martín Álvarez,N,50,28018,13,443749,4471343,57
140,AVENA-HENO,Calle,del,Heno,N,18,28026,12,439336,4470149,78
141,FTE.CARRANTONA-LUIS HOYOS SAINZ,Calle,de la,Fuente Carrantona,N,11,28030,14,446256,4472935,"100, 140, E4"
142,FTE.CARRANTONA-HACIENDA PAVONES,Calle,de la,Fuente Carrantona,S/N,S/N,28030,14,446132,4472700,"100, 140"
143,Pº ALAMEDA OSUNA-PQUE.CAPRICHO,Paseo,de la,Alameda de Osuna,N,50,28042,21,449383,4478608,"101, 105, 151"
144,CARABELA-BALANDRO,Calle,de la,Carabela,N,15,28042,21,450131,4478679,"101, 151"
145,CARABELA-GALEON,Calle,de la,Carabela,N,7,28042,21,450389,4478687,"101, 114, 166"
146,CTRA.CIRCUNVALACION-ZODIACO,Avda,de la,Hispanidad,N,34,28042,21,451338,4480976,101
147,PZA.HNOS.FALCO Y ALVAREZ TOLEDO,Plaza,de los,Hermanos Falco y Álvarez de Toledo,N,12,28042,21,451168,4480740,"101, 105, 115, N4"
148,ACUARIO-PENELOPE,Calle,de,Acuario,N,36,28042,21,450941,4480878,101
149,BERGANTIN-GALEON,Calle,del,Bergantín,N,25,28042,21,450772,4479073,"114, N4"
150,AV.CANTABRIA-PZA.GOLETA,Avda,de,Cantabria,N,51,28042,21,450673,4479113,"114, N4"
151,AV.CANTABRIA-PZA.DEL NAVIO,Avda,de,Cantabria,N,21,28042,21,450254,4478649,"112, 114, 115, 151, N4"
152,AV.HISPANIDAD-PINOS DE OSUNA,Ctra,de,Servicio Avenida de América y de la Hispanidad,S/N,S/N,28042,21,449971,4478140,"101, 115, 151, N4"
153,AVDA.AMERICA-CIUDAD PEGASO,Ctra,de,Servicio Avenida de América y de la Hispanidad,N,S/N,28042,21,449505,4478126,"101, 114, 115, 151, N4"
154,CTRA.CANILLAS-UTRILLAS,Ctra,de,Canillas,N,74,28043,16,445411,4479635,"73, N3"
155,CTRA.CANILLAS-UTRILLAS,Ctra,de,Canillas,N,49,28043,16,445355,4479630,"73, N3"
156,AV.ENTREVIAS-T.PEREZ RUBIO,Avda,de,Entrevías,N,2,28053,13,443059,4471412,"102, N11"
157,CARDEÑOSA-CONDE RGUEZ.SAN PEDRO,Calle,de,Cardeñosa,N,10,28053,13,443138,4470852,"102, N11"
158,CAMPIÑA-PZA.DE LAS REGIONES,Calle,de la,Campiña,N,2,28053,13,443154,4470319,"103, N11"
159,CAMPIÑA-SERENA,Calle,de la,Campiña,N,56,28053,13,443358,4470075,"103, N11"
160,VILLACARRILLO-CAZORLA,Calle,de,Villacarrillo,N,19,28053,13,443709,4469847,"102, 103, N11"
161,MENDEZ ALVARO-EST.SUR AUTOBUSES,Calle,de,Méndez Álvaro,N,85,28045,2,442610,4471847,"152, N11"
162,SIERRA CONTRAVIESA-LAGARTERA,Calle,de,Sierra de Contraviesa,N,63,28053,13,443044,4470539,"102, N11"
163,AVDA. ENTREVIAS,Avda,de,Entrevías,N,2,28053,13,443073,4471405,"102, N11"
164,OCA-PINZON,Calle,de la,Oca,N,76,28025,11,437269,4471389,N26
165,FUENCARRAL-ALBURQUERQUE,Calle,de,Fuencarral,N,131,28010,7,440440,4476100,"3, 37, 149"
166,FUENCARRAL-SANDOVAL,Calle,de,Fuencarral,N,113,28010,7,440506,4475891,"3, 37, 149, N23"
167,FUENCARRAL-GTA.BILBAO,Calle,de,Fuencarral,N,103,28004,1,440548,4475745,"40, 149"
168,JOSE DEL HIERRO-HERMANOS DE PABLO,Calle,de,José del Hierro,N,20,28027,15,445250,4476762,"48, 146"
169,JOSE DEL HIERRO-MANDARINA,Calle,de,José del Hierro,N,39,28027,15,445471,4477008,"48, 146"
170,AV.CANILLEJAS-ALBAIDA,Avda,de,Canillejas a Vicálvaro,N,69,28022,20,448223,4476201,48
171,AV.HELLIN-ALCONERA,Avda,de,Hellín,N,1,28037,20,447846,4476204,"38, 153, 165"
172,ALBAIDA-AV.CANILLEJAS,Calle,de,Albaida,N,92,28037,20,448151,4476302,"38, 153, 165"
173,FRENTE N.5,Calle,de,Fenelón,N,4,28022,20,448239,4476695,N5
174,RAMON GOMEZ SERNA-ALEJANDRO CASONA,Calle,de,Alejandro Casona,N,46,28035,8,438255,4481839,82
175,RIBADAVIA-SINESIO DELGADO,Calle,de,Ribadavia,N,20,28029,8,440368,4480675,42
176,BAJO PASO ELEVADO,Calle,del,Doctor Esquerdo,N,184,28007,3,442844,4472743,136
177,NANCLARES DE OCA-ARAMAYONA,Calle,de,Nanclares de Oca,S/N,S/N,28022,20,451071,4477502,77
178,SILVANO-COL.VIRGEN DE LA ESPERANZA,Calle,de,Silvano,N,65,28043,16,445650,4479173,"120, 122"
179,AV.MACHUPICHU-PZA.MANUEL RODRIGO,Avda,de,Machupichu,N,71,28043,16,446445,4479290,"112, 122, 153"
180,PEÑA CERVERA-FUENTIDUEÑA,Calle,de,Peña Cervera,S/N,S/N,28031,18,447442,4469251,142
181,ASCAO-HNOS.Gª NOBLEJAS,Calle,de,Ascao,S/N,S/N,28017,15,446243,4476192,"28, N6"
182,GRAN VIA HORTALEZA-GTA.LUIS ROSALES,G.v.,de,Hortaleza,S/N,S/N,28033,16,444552,4479991,87
183,JAZMIN-GOLFO DE SALONICA,Calle,del,Jazmín,N,39,28033,15,443966,4481716,"129, N1"
184,ALCALA-AVENIDA FELIPE II,Calle,de,Alcalá,N,96,28009,4,442751,4475300,"E2, E3, N5, N7"
185,A.LOPEZ CASERO-PZA.JOSE BANUS,Calle,del,Alcalde López Casero,N,20,28027,15,444489,4476360,146
186,GTA.DE RUIZ JIMENEZ,Gta,de,Ruiz Jiménez,N,6,28004,1,440278,4475862,147
187,PZA.REGIONES-LAGARTERA,Calle,de la,Lagartera,N,33,28053,13,443080,4470460,"111, N11"
188,RUIDERA-BOHONAL,Calle,de,Ruidera,N,30,28053,13,442727,4470338,"102, 111"
189,RONDA SUR-STA.RAFAELA,Ronda,,Sur,N,4,28053,13,442921,4470174,"102, 111"
190,RONDA SUR-SERENA,Ronda,,Sur,N,151,28053,13,443249,4469914,"102, 111"
191,BOHONAL-RUIDERA,Calle,de,Bohonal,N,46,28053,13,442735,4470315,"102, 111"
192,RUIDERA,Calle,de,Ruidera,N,7,28053,13,442925,4470490,111
193,CARLOS MARTIN ALVAREZ-AV.SAN DIEGO,Calle,de,Carlos Martín Álvarez,N,81,28018,13,443538,4470988,"103, 111"
194,VILLABLANCA-SEPIOLITA,Calle,de,Villablanca,N,79,28032,19,449188,4473146,"100, 106, N7, SE723"
195,Pº ARTILLEROS-AV.DAROCA,Paseo,de los,Artilleros,N,35,28032,19,448423,4473059,100
196,AV.DAROCA-CALAHORRA,Avda,de,Daroca,N,319,28032,19,448083,4473266,"4, 100, 106, N7"
197,AVDA. CANILLEJAS A VICALVARO,Avda,de,Canillejas a Vicálvaro,N,102,28032,20,448318,4474278,"4, 106, SE723"
198,GTA.DE EMBAJADORES,Gta,de,Embajadores,N,3,28012,2,440554,4473145,C2
199,HACIENDA PAVONES-CENTRO DE SALUD,Calle,de la,Hacienda de Pavones,N,271,28030,14,446715,4472446,"8, 71, E4"
200,INDALECIO PRIETO-JOSE PRAT,Blvr,de,Indalecio Prieto,S/N,S/N,28032,19,447257,4472269,"8, 71"
201,JOSE PRAT-LADERA ALMENDROS,Blvr,de,José Prat,S/N,S/N,28032,19,447029,4472317,"8, 71, E4"
202,JOSE PRAT-INDALECIO PRIETO,Blvr,de,José Prat,N,21,28032,19,447347,4472298,"130, E4"
203,CHANTADA-CESAR MANRIQUE,Calle,de,Chantada,N,46,28035,8,439042,4480791,42
204,CHANTADA-CANDIDO MATEOS,Calle,de,Chantada,N,42,28035,8,439223,4480732,42
205,CHANTADA-CANDIDO MATEOS,Calle,de,Chantada,S/N,S/N,28035,8,439218,4480748,42
206,AV.LOS ANDES-AV.ARROYO DEL SANTO,Avda,de los,Andes,N,12,28042,16,447390,4478606,"104, 112, 122, 153"
207,AV.DE LOS ANDES-AÑIL,Avda,de los,Andes,N,50,28042,16,447697,4478856,"104, 112, 122"
208,ARTURO SORIA-CALERUEGA,Calle,de,Arturo Soria,N,301,28033,15,443402,4481187,"125, N1"
209,GTA.DE RUIZ JIMENEZ,Gta,de,Ruiz Jiménez,N,1,28015,1,440205,4475873,"3, 147"
210,LA CORTE DEL FARAON-E.BARREIROS,Calle,de,La Corte de Faraón,N,31,28041,17,440725,4468334,116
211,HACIENDA DE PAVONES-FTE.CARRANTONA,Calle,de la,Hacienda de Pavones,N,340,28030,14,446167,4472640,"71, E4"
212,HACIENDA DE PAVONES-FTE.CARRANTONA,Calle,de la,Hacienda de Pavones,N,340,28030,14,446173,4472646,"71, E4, N8"
213,ESTACION DE MENDEZ ALVARO,Calle,del,Ombu,N,18,28045,2,442623,4472054,113
214,AV.SAN LUIS-SOLSONA,Avda,de,San Luis,N,7,28033,16,444852,4480595,"107, 125, 172, 172SF"
215,RAMIREZ DE PRADO-JUAN MARIANA,Calle,de,Ramírez de Prado,N,14,28045,2,441872,4472499,8
216,RIBERA DEL LOIRA Nº 52,Calle,de la,Ribera del Loira,N,52,28043,21,447573,4479385,104
217,AV.25 SEPTIEMBRE-PZA.ENSIDESA,Avda,del,Veinticinco de Septiembre,N,1,28027,20,447115,4477404,104
218,GTA.RICARDO VELAZQUEZ BOSCO,Gta,de,Ricardo Velázquez Bosco,N,3,28027,20,446990,4477809,104
219,AV.25 SEPTIEMBRE-PZA.J.A.SUANCES,Avda,del,Veinticinco de Septiembre,S/N,S/N,28027,20,447075,4477553,104
220,SUECIA-BUCAREST,Calle,de,Suecia,N,43,28022,20,448832,4475476,"38, 140, N6"
221,R.BELTRAN ROZPIDE-RAFAELA YBARRA,Calle,de,Ricardo Beltrán y Rózpide,N,71,28026,12,439566,4469890,78
222,VALCARLOS - Pº SAN MILLAN DE LA COGOLLA,Calle,de,Valcarlos,N,33,28050,8,443577,4484010,175
223,Pº.SAN MILLAN DE LA COGOLLA-SIERRA ATAPUERCA,Paseo,de,San Millán de la Cogolla,N,9,28050,8,443393,4484049,175
224,FUENTESPINA,Calle,de,Fuentespina,N,2,28031,18,448773,4470332,"58, 63"
225,"ARROYO FONTARRON, 301",Calle,del,Arroyo Fontarrón,N,317,28030,14,445616,4472138,"63, N9"
226,ARROYO FONTARRON-E.PALACIOS,Calle,del,Arroyo Fontarrón,N,115,28030,14,445220,4472519,"63, 143, N9"
