Bus_ID,BusStation_Name,Street_Type,Preposition,Street_Name,Number_Type,Portal_Number,Postal_Code,District,X,Y,Bus_Lines
1322,GUETARIA-TOLOSA,Calle,de,Guetaria,N,1,28041,12,439369,4469614,"6, 60"
1323,AV.POBLADOS-AV.RAFAELA YBARRA,Avda,de los,Poblados,N,130,28041,12,439555,4469661,"6, 60, 116, 121, 131"
1324,AV.RAFAELA YBARRA-CESTONA,Avda,de,Rafaela Ybarra,N,72,28041,12,439624,4469504,"6, 60, 78, 81, 116, 131, N15"
1325,AV.POBLADOS-Cº VIEJO VILLAVERDE,Avda,de los,Poblados,N,165,28041,12,439822,4469569,121
1326,LEIZA-AV.RAFAELA YBARRA,Calle,de,Leiza,N,147,28041,12,439580,4469373,60
1327,AV.POBLADOS-Cº VIEJO VILLAVERDE,Avda,de los,Poblados,N,165,28026,12,439824,4469592,121
1328,EXTREMEÑOS-AV.RAFAEL ALBERTI,Calle,de los,Extremeños,N,5,28018,13,445516,4470823,10
1329,AV.BUENOS AIRES-AV.PALOMERAS,Avda,de,Buenos Aires,N,33,28018,13,444695,4471148,"10, 136"
1330,LOPEZ DE HOYOS-NAVARRO AMANDI,Calle,de,López de Hoyos,N,394,28043,16,444272,4479451,"9, 72, 73"
1331,LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,Calle,de,López de Hoyos,N,504,28043,16,445082,4480598,"9, 72, N2"
1332,MAR DE LAS ANTILLAS-ABIZANDA,Calle,del,Mar de las Antillas,S/N,S/N,28033,16,445084,4481214,9
1333,GRAN VIA HORTALEZA-HARO,G.v.,de,Hortaleza,N,39,28043,16,444894,4480046,87
1334,GUZMAN EL BUENO-CEA BERMUDEZ,Calle,de,Guzmán el Bueno,N,101,28015,7,439643,4476905,2
1335,ALCALA-LAGASCA,Calle,de,Alcalá,N,60,28009,3,441945,4474861,"2, 20, 28"
1336,DR.ESQUERDO-JORGE JUAN,Calle,del,Doctor Esquerdo,N,49,28028,4,443389,4475092,"2, 30, 56, 71, 143, 156"
1337,BAILEN-YESEROS,Calle,de,Bailén,N,41,28005,1,439550,4473946,3
1338,STA.ENGRACIA-PZA.ALONSO MARTINEZ,Calle,de,Santa Engracia,N,4,28010,7,441091,4475743,"3, N23"
1339,STA.ENGRACIA-BRETON LOS HERREROS,Calle,de,Santa Engracia,N,112,28003,7,440692,4476978,"3, 37, 149, N23"
1340,HNOS.GARCIA NOBLEJAS-VALDECANILLAS,Calle,de los,Hermanos García Noblejas,N,51,28037,20,446523,4475831,"4, 38, 48, 70, N6"
1341,GRAL.MOSCARDO-BASILICA,Calle,del,General Moscardó,N,20,28020,6,441021,4478032,"5, 149"
1342,EMBAJADORES-GTA.STA.Mª CABEZA,Calle,de,Embajadores,N,114,28045,2,440794,4472612,"6, 59, 78, 85, 148"
1343,MARCELO USERA-GTA. DE CADIZ,Calle,de,Marcelo Usera,N,4,28026,12,440714,4471270,"6, 47, 78, 247"
1344,AV.RAFAELA YBARRA-PQUE.DE LA PALOMA,Avda,de,Rafaela Ybarra,N,52,28026,12,439632,4469908,"6, 60, 81, N15"
1345,AV.RAFAELA YBARRA-MARINA VEGA,Avda,de,Rafaela Ybarra,S/N,S/N,28026,12,439723,4470374,"6, 60, 81"
1346,COSTA RICA-VICTOR DE LA SERNA,Calle,de,Costa Rica,N,30,28016,5,443108,4479060,"7, 11, 40, 87"
1347,ARTURO SORIA-AÑASTRO,Calle,de,Arturo Soria,N,250,28033,15,443644,4480077,"7, 29, 107, N1"
1348,CUEVAS DE ALMANZORA-AV.SAN LUIS,Avda,de,San Luis,S/N,S/N,28033,16,443869,4480771,7
1349,ARTURO SORIA-SERRANO GALVACHE,Calle,de,Arturo Soria,N,283,28033,15,443532,4480480,"7, 29, 107, N1"
1350,RAMIREZ DE PRADO-BUSTAMAMTE,Calle,de,Ramírez de Prado,N,3,28045,2,441294,4472661,8
1351,Pº LOS OLIVOS-CARAMUEL,Calle,de,Caramuel,N,70,28011,10,438160,4473350,N18
1352,SILVANO-JOSE DOMINGO RUS,Calle,de,Silvano,N,122,28043,16,446435,4479498,120
1353,SESEÑA-VALMOJADO,Calle,de,Seseña,S/N,S/N,28024,10,435842,4472344,
1354,COMERCIO Nº 1,Calle,del,Comercio,N,1,28007,3,442329,4473029,152
1355,SESEÑA-VALMOJADO,Calle,de,Seseña,N,2,28024,10,435838,4472357,
1356,MENENDEZ PELAYO-GRANADA,Avda,de,Menéndez Pelayo,N,36,28014,3,442387,4473192,152
1357,MENENDEZ PELAYO-CAVANILLES,Avda,de,Menéndez Pelayo,N,18,28014,3,442472,4473357,152
1358,AMPOSTA-TEJEDORES,Calle,de,Amposta,N,2,28037,20,447298,4475617,38
1359,Cº CAMPAMENTO-METRO CASA DE CAMPO,Paseo,de la,Venta,S/N,S/N,28011,9,435564,4472995,"55, 65"
1360,GRAL.RICARDOS-CLARISAS,Calle,del,General Ricardos,N,140,28019,11,438237,4471556,"34, 35, 118, N26"
1361,CONGOSTO-LA REVOLTOSA,Calle,del,Congosto,N,3,28031,18,447454,4469876,54
1362,BURJASOT-BENIFERRI,Calle,de,Burjasot,N,4,28021,17,441381,4466494,79
1363,AV.SAN LUIS-AÑASTRO,Avda,de,San Luis,N,108,28033,16,444258,4480489,"107, 125"
1364,PRINCIPE VIANA-MIRAVALLES,Calle,del,Príncipe de Viana,S/N,S/N,28048,8,432293,4480361,162
1365,Pº SAN ILLAN-SAN CANDIDO,Paseo,de,San Illán,N,41,28019,11,438829,4472583,50
1366,CLARA CAMPOAMOR-AVEFRIA,Calle,de,Clara Campoamor,S/N,S/N,28025,11,437859,4470773,247
1367,JOSE DEL HIERRO-VIRGEN DEL LLUC,Calle,de,José del Hierro,N,1,28027,15,444741,4476441,"48, 146"
1368,AV.CANILLEJAS A VICALVARO-ALIAGA,Avda,de,Canillejas a Vicálvaro,N,55,28022,20,448148,4476566,"48, 140, N5"
1369,AV.REINA VICTORIA-AV.PABLO IGLESIAS,Avda,de la,Reina Victoria,N,24,28003,6,440088,4477843,"45, 127, C2, F"
1370,AVDA. MARTIN FIERRO,Calle,de,Martín Fierro,N,1,28040,9,438084,4476540,"46, 160, 161, N20"
1371,AV.DE VALLADOLID Nº 9,Avda,de,Valladolid,N,19,28008,9,438365,4475598,46
1372,AV.RAMON Y CAJAL-PPE.VERGARA,Avda,de,Ramón y Cajal,N,1,28016,5,442681,4478325,"43, 52, 120"
1373,RAIMUNDO FDEZ.VILLAVERDE-CTE.ZORITA,Calle,de,Raimundo Fernández Villaverde,N,43,28020,6,440883,4477781,"149, C2"
1374,GENOVA-PZA.ALONSO MARTINEZ,Calle,de,Génova,N,3,28010,7,441155,4475632,"21, N23"
1375,CARRANZA-GTA.BILBAO,Calle,de,Carranza,N,4,28004,7,440467,4475844,"21, 147"
1376,ALBERTO AGUILERA-GTA.R.JIMENEZ,Calle,de,Alberto Aguilera,N,8,28015,7,440136,4475915,21
1377,ALBERTO AGUILERA-ARGUELLES,Calle,de,Alberto Aguilera,N,70,28015,7,439407,4476012,21
1378,Pº PINTOR ROSALES-FCO.J.ALCANTARA,Paseo,del,Pintor Rosales,N,52,28008,9,438849,4475854,"62, 74"
1379,MQUES.URQUIJO-MARTIN DE LOS HEROS,Calle,del,Marqués de Urquijo,N,21,28008,9,439160,4475913,21
1380,ALBERTO AGUILERA-ARGUELLES,Calle,de,Alberto Aguilera,N,39,28015,1,439435,4475990,21
1381,ALBERTO AGUILERA-GTA.R.JIMENEZ,Calle,de,Alberto Aguilera,N,1,28015,1,440160,4475888,21
1382,GENOVA-PZA.ALONSO MARTINEZ,Calle,de,Génova,N,4,28004,1,441136,4475627,"21, 37, N23"
1383,GOYA-SERRANO,Calle,de,Goya,N,2,28001,4,441709,4475399,"21, 53"
1384,ALCALA-GOYA,Calle,de,Alcalá,N,98,28009,4,442859,4475359,"43, 53"
1385,ALCALA-HERMOSILLA,Calle,de,Alcalá,N,118,28009,4,443035,4475464,"21, 43, 53, 146, N5, N7"
1386,ROBERTO DOMINGO-AV.DONOSTIARRA,Calle,de,Roberto Domingo,S/N,S/N,28028,4,444052,4476452,21
1387,VIRGEN DEL SAGRARIO-JOSE DEL HIERRO,Calle,de la,Virgen del Sagrario,N,22,28027,15,445021,4476607,21
1388,ALCOCER-VIRGEN DESAMPARADOS,Calle,de,Alcocer,N,26,28041,17,440857,4467051,"18, 22, 116, 130"
1389,DR.PEREZ DOMINGUEZ-AV.REAL DE PINTO,Calle,del,Doctor Pérez Domínguez,N,11,28021,17,440067,4466714,"22, 79, 86, 130, 131, N14"
1390,Pº. ALBERTO PALACIOS-ALADIERNA,Paseo,de,Alberto Palacios,N,18,28021,17,439718,4466634,"22, 79, N14"
1391,RIOS ROSAS-SANTA ENGRACIA,Calle,de,Ríos Rosas,N,15,28003,7,440617,4477269,"12, 45"
1392,PZA.JUAN ZORRILLA,Plaza,,Juan Zorrilla,N,S/N,28003,7,440336,4477277,12
1393,AV.FILIPINAS-VALLEHERMOSO,Avda,de,Filipinas,N,7,28003,7,440006,4477121,12
1394,CEA BERMUDEZ-VALLEHERMOSO,Calle,de,Cea Bermúdez,N,15,28015,7,439990,4476900,12
1395,JOSE ABASCAL-SANTA ENGRACIA,Calle,de,José Abascal,N,10,28010,7,440683,4476862,12
1396,JOSE ABASCAL-Pº CASTELLANA,Calle,de,José Abascal,N,58,28010,7,441438,4476806,12
1397,ALCALA Nº194,Calle,de,Alcalá,N,194,28028,4,443727,4475895,"12, 21, 53"
1398,PZA. AMERICA ESPAÑOLA,Calle,de,Alejandro González,N,12,28028,4,443904,4475836,12
1399,SANCHO DAVILA,Calle,de,Sancho Dávila,N,20,28028,4,443955,4475595,12
1400,AV.MEDITERRANEO-PZA.MARIANO CAVIA,Avda,del,Mediterráneo,N,3,28007,3,442582,4473423,"14, 32, N9"
1401,Pº PRADO-ATOCHA,Paseo,del,Prado,S/N,S/N,28014,3,441381,4473702,"10, 14, 27, 34, 37, 45, E1, N10, N11, N12, N13, N14, N15, N17, N25, N9"
1402,Pº HABANA-BALBINA VALVERDE,Paseo,de la,Habana,N,26,28036,5,441690,4478024,14
1403,Pº HABANA-PZA.SAGRADOS CORAZONES,Paseo,de la,Habana,N,56,28036,5,441912,4478273,14
1404,Pº HABANA-HONDURAS,Paseo,de la,Habana,N,172,28036,5,442359,4479214,14
1405,PZA.DUQUE DE PASTRANA,Plaza,del,Duque de Pastrana,N,7,28036,5,442675,4480147,"14, 129"
1406,AV.BURGOS-MARQUES DE TORROJA,Avda,de,Burgos,N,4,28036,5,442796,4480376,"14, 129"
1407,Pº HABANA-MENENDEZ PIDAL,Paseo,de la,Habana,N,179,28036,5,442527,4479985,14
1408,Pº HABANA-MACARENA,Paseo,de la,Habana,N,145,28036,5,442419,4479471,14
1409,MQUES.DE ZAFRA-RUFINO BLANCO,Paseo,del,Marqués de Zafra,N,35,28028,4,443765,4475434,12
1410,CONCHA ESPINA-PZA.SAGRADOS CORAZONES,Avda,de,Concha Espina,N,2,28036,5,441874,4478360,"14, 150"
1411,Pº. EXTREMADURA,Paseo,de,Extremadura,N,362,28024,10,434517,4471877,N19
1412,Pº. EXTREMADURA,Paseo,de,Extremadura,N,445,28024,10,433945,4471321,N19
1413,AV.AVIACION-MEDINA DEL CAMPO,Avda,de la,Aviación,N,6,28024,10,433329,4470548,"139, N19"
1414,AV.AVIACION-MONROY,Avda,de la,Aviación,N,14,28044,10,433566,4470197,"139, N19"
1415,SALORINO-NAVALMORAL,Calle,de,Salorino,N,1,28044,10,434082,4470151,
1416,Pº EXTREMADURA Nº 441,Paseo,de,Extremadura,S/N,S/N,28024,10,434354,4471684,N19
1417,Pº EXTREMADURA-AV.POBLADOS,Paseo,de,Extremadura,N,429,28024,10,434657,4471980,N19
1418,Pº EXTREMADURA-CAMPAMENTO,Avda,del,Padre Piquer,S/N,S/N,28024,10,434871,4472192,N19
1419,GRAL.RICARDOS-VISTA ALEGRE,Calle,del,General Ricardos,S/N,S/N,28025,11,437527,4470969,"34, 35, N17"
1420,GRAL.RICARDOS-IGLESIA,Calle,del,General Ricardos,N,37,28019,11,439061,4472136,"34, 35, 118, 119, N26"
1421,RONDA DE VALENCIA,Ronda,de,Valencia,N,7,28012,2,440595,4473183,"34, 36, 41, 119, N12, N15"
1422,NTRA.SRA.FATIMA-EUGENIA DE MONTIJO,Avda,de,Nuestra Señora de Fátima,N,104,28047,11,436552,4470191,"35, N17"
1423,AV.CARABANCHEL ALTO-GOMEZ ARTECHE,Avda,de,Carabanchel Alto,N,62,28054,11,436158,4469304,"35, 47, N17"
1424,ALFREDO ALEIX-GOMEZ ARTECHE,Calle,de,Alfredo Aleix,N,52,28044,11,435747,4469087,"35, 47, N17"
1425,PIQUEÑAS-JACOBEO,Calle,de,Piqueñas,N,28,28044,11,435483,4468991,"35, 47, N17"
1426,Cº DE LAS CRUCES-MARIANISTAS,Cmno,de las,Cruces,N,25,28044,11,435562,4469213,"35, 47, N17"
1427,GOMEZ ARTECHE-ALZINA,Calle,de,Gómez de Arteche,N,31,28044,11,435916,4469193,"35, 47, N17"
1428,NTRA.SRA.FATIMA-EUGENIA DE MONTIJO,Avda,de,Nuestra Señora de Fátima,S/N,S/N,28025,11,436564,4470212,"35, N17"
1429,Pº ALBERTO PALACIOS-JUAN PEÑALVER,Paseo,de,Alberto Palacios,N,54,28021,17,439512,4466417,"22, 79, N14"
1430,Cº HORMIGUERAS-Cº POZO TIO RAIMUNDO,Cmno,de las,Hormigueras,N,104,28031,18,445087,4469546,"130, T31"
1431,Pº DELICIAS-TOMAS BRETON,Paseo,de las,Delicias,N,69,28045,2,441201,4472335,"8, 19, 45, 47, 59, 85, 86, 247"
1432,BENJAMIN PALENCIA-PZA.PEDRO MARCOS,Calle,de,Benjamín Palencia,S/N,S/N,28038,13,445275,4471942,54
1433,BENJAMIN PALENCIA-PZA.PEDRO MARCOS,Plaza,de,Pedro Marcos,S/N,S/N,28038,13,445273,4471954,"54, N10"
1434,DR.FEDERICO RUBIO Nº 1,Avda,del,Doctor Federico Rubio y Galí,N,1,28039,6,440038,4477908,"44, 127"
1435,ARTURO SORIA-PILAR CAVERO,Calle,de,Arturo Soria,N,100,28027,15,445225,4477645,21
1436,MARMOLINA-CAMPO DE LA TORRE,Calle,de,Marmolina,N,4,28032,19,448592,4472286,"100, E3"
1437,CONDE DE PEÑALVER-J.ORTEGA Y GASSET,Calle,del,Conde de Peñalver,N,48,28006,4,442843,4475934,"26, 61, N3"
1438,Cº VINATEROS-CORR.D.VALDERRABANO,Calle,del,Camino de los Vinateros,N,24,28030,14,444299,4473736,"30, 32"
1439,MAR DE LAS ANTILLAS-MAR NEGRO,Calle,del,Mar de las Antillas,N,6,28033,16,445400,4480817,"9, 107, N2"
1440,LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,Calle,de,López de Hoyos,S/N,S/N,28033,16,445056,4480600,"9, 72, N2"
1441,PRINCIPE DE VERGARA-GOYA,Calle,del,Príncipe de Vergara,N,21,28001,4,442401,4475388,"29, 52, N2"
1442,ESTAFETA-AV.SAN FERMIN,Calle,de la,Estafeta,S/N,S/N,28041,12,441357,4469435,"23, 78, 123, N12"
1443,ESTAFETA-NAVASCUES,Calle,de la,Estafeta,N,15,28041,12,441344,4469577,"23, 78, 123"
1444,VIA CARPETANA-PETIRROJO,Calle,,Vía Carpetana,N,185,28025,11,436982,4471495,17
1445,VIA CARPETANA-LOPEZ MEZQUIA,Calle,,Vía Carpetana,N,105,28019,11,437409,4472011,"17, N16"
1446,VIA CARPETANA-MOCHUELO,Calle,,Vía Carpetana,N,81,28019,11,437516,4472198,"17, N16"
1447,CAMPOS IBAÑEZ-J.JOSE MTNEZ.SECO,Calle,de,Campos Ibáñez,N,6,28021,17,441902,4467311,"85, 123, N13"
1448,AVDA. MARUJA MALLO,Avda,de,Maruja Mallo,N,7,28050,16,446628,4481236,87
1449,PLAZA AMANECER EN MENDEZ ALVARO,Calle,de,Méndez Álvaro,N,40,28045,2,442006,4472516,"102, 152, N11, N13"
1450,ANGEL MUJICA-SAN DACIO,Calle,de,Ángel Múgica,N,24,28034,8,441893,4482158,"124, 137, N24"
1451,MANOJO DE ROSAS-BOHEMIOS,Calle,de,La del Manojo de Rosas,N,51,28041,17,440922,4467797,116
1452,BAHIA ALMERIA-BAHIA PALMA,Calle,de,Bahía de Almería,N,15,28042,21,449935,4479611,"151, 166"
1453,MENENDEZ PELAYO-GRANADA,Avda,de,Menéndez Pelayo,N,111,28007,3,442413,4473196,152
1454,BAHIA ALMERIA-AV.LOGROÑO,Calle,de,Bahía de Almería,N,3,28042,21,450046,4479444,151
1455,MENENDEZ PELAYO-CAVANILLES,Avda,de,Menéndez Pelayo,N,95,28007,3,442494,4473355,152
1456,RICARDO ORTIZ-SAN SECUNDINO,Calle,de,Ricardo Ortiz,N,96,28017,15,444347,4475190,"110, 210"
1457,JOSEFA VALCARCEL-JUAN RIZI,Calle,de,Josefa Valcárcel,N,48,28027,20,446023,4477919,114
1458,VILLAAMIL-SAN RESTITUTO,Calle,de,Villaamil,S/N,S/N,28039,6,439967,4479763,128
1459,AV.SAN LUIS-AV.BURGOS,Avda,de,San Luis,S/N,S/N,28036,5,442890,4481550,"129, 150"
1460,Cº HORMIGUERAS-CASAS DE MIRAVETE,Cmno,de las,Hormigueras,N,138,28031,18,445628,4469775,"130, T31"
1461,CTRA. VILLAVERDE A VALLECAS-UNANIMIDAD,Ctra,de,Villaverde a Vallecas,N,46,28041,17,441954,4467914,"23, 130"
1462,SEPULVEDA-CASTROSERNA,Calle,de,Cebreros,N,75,28011,10,436525,4473045,N18
1463,PIO FELIPE-BENJAMIN PALENCIA,Calle,de,Pío Felipe,S/N,S/N,28038,13,444772,4472010,"54, 141, 143"
1464,SIERRA TOLEDANA-Cº VALDERRIBAS,Calle,de,Sierra Toledana,N,1,28038,13,444033,4472539,141
1465,BRAVO MURILLO-QUEVEDO,Calle,de,Bravo Murillo,N,9,28015,7,440356,4476445,"37, 149, N23"
1466,JAZMIN-GOLFO DE SALONICA,Calle,del,Jazmín,N,74,28033,15,443954,4481694,129
1467,LOS EMIGRANTES-TREFACIO,Calle,de los,Emigrantes,N,2,28043,16,446187,4479863,"112, 120, 153"
1468,BAHIA PALMA-BAHIA ALMERIA,Calle,de,Bahía de Palma,N,9,28042,21,449901,4479637,"151, 166"
1469,MAYOR Nº 21,Calle,,Mayor,N,21,28012,1,440159,4474405,"3, N16"
1470,HORTALEZA-GRAVINA,Calle,de,Hortaleza,N,80,28004,1,440842,4475217,3
1471,STA.ENGRACIA-GRAL.MTNEZ.CAMPOS,Calle,de,Santa Engracia,N,58,28010,7,440867,4476438,"3, 37, N23"
1472,STA.ENGRACIA-RIOS ROSAS,Calle,de,Santa Engracia,N,126,28003,7,440615,4477217,"3, 37, 149, N23"
1473,HNOS.GARCIA NOBLEJAS-CANGAS DE ONIS,Calle,de los,Hermanos García nobleja,S/N,S/N,28037,15,446583,4475653,"4, 38, 48, 70"
1474,HNOS.GARCIA NOBLEJAS-GANDHI,Calle,de los,Hermanos García Noblejas,N,128,28037,15,446704,4475431,"4, 38, 48, 70, 109, N6"
1475,HNOS.GARCIA NOBLEJAS-FCO.L.CABALLERO,Calle,de los,Hermanos García Noblejas,N,160,28037,15,446832,4475196,"4, 38, 48, 70, N6"
1476,ARCOS DE JALON-P.DEL VALLE,Calle,de,Arcos de Jalón,S/N,S/N,28037,20,447045,4475014,4
1477,ARCOS DE JALON-SAN ROMAN VALLE,Calle,de,Arcos de Jalón,N,20,28037,20,447355,4474837,4
1478,ALBERICIA-AV.GUADALAJARA,Calle,de la,Albericia,N,38,28037,20,448114,4475050,153
1479,BACARES-CUEVAS DE ALMANZORA,Calle,de,Bacares,N,5,28033,16,444055,4480949,7
1480,AV.SAN LUIS-ARTURO SORIA,Avda,de,San Luis,S/N,S/N,28033,15,443484,4480984,"7, 107"
1481,ARTURO SORIA-ELADIO LOPEZ VILCHES,Calle,de,Arturo Soria,N,287,28033,15,443494,4480687,"7, 29, 107"
1482,COSTA RICA-PZA.JOSE MARIA SOLER,Calle,de,Costa Rica,N,29,28016,5,443381,4479126,"7, 11, 40, 87"
1483,COSTA RICA-PARAGUAY,Calle,de,Costa Rica,N,30,28016,5,443101,4479084,"7, 11, 40, 87"
1484,COSTA RICA-PZA.REP.DOMINICANA,Calle,de,Costa Rica,N,5,28016,5,442787,4479100,"7, 11, 40, 87"
1485,PRINCIPE DE VERGARA-COLOMBIA,Calle,del,Príncipe de Vergara,N,273,28016,5,442709,4478993,"7, 16, 29, 51, N1"
1486,AV.AVIACION-SINFONIA,Avda,de la,Aviación,S/N,S/N,28054,10,434192,4469855,139
1487,BENJAMIN PALENCIA-HUMANES,Calle,de,Benjamín Palencia,N,20,28038,13,445046,4471963,54
1488,ANDALUCES-AV.RAFAEL ALBERTI,Calle,de los,Andaluces,N,7,28038,13,445866,4471506,"54, 144, N10"
1489,MALGRAT MAR-PONT MOLINS,Calle,de,Malgrat de Mar,N,3,28038,13,445494,4471894,"54, N10"
1490,MONFORTE DE LEMOS-PARQUE NORTE,Avda,de,Monforte de Lemos,N,6,28029,8,441471,4481395,"134, 137"
1491,LA MASO-NURIA,Calle,de,La Maso,N,21,28034,8,440016,4483109,134
1492,AVDA.MANOTERAS-AVDA.BURGOS,Avda,de,Manoteras,S/N,S/N,28050,16,443141,4482465,174
1493,AV.BURGOS-AV.SAN LUIS,Avda,de,Burgos,N,51,28036,5,442820,4481586,174
1494,VILLABLANCA-LAGO VAN,Calle,de,Villablanca,N,20,28032,19,448673,4473423,"100, SE723"
1495,FERMIN CABALLERO-ISLA DE TABARCA,Calle,de,Fermín Caballero,N,105,28035,8,438940,4481261,"67, 127, N21"
1496,STO.A.DE LA GUARDA-GRAL.HIERRO MTNEZ.,Avda,de,Santo Ángel de la Guarda,N,17,28039,9,439716,4479265,"126, 127, 132, N21"
1497,FTE.CARRANTONA-AV.DAROCA,Calle,de la,Fuente Carrantona,S/N,S/N,28032,15,446981,4474347,"140, E2"
1498,OCA-PINZON,Calle,de la,Oca,N,71,28025,11,437270,4471369,N26
1499,CARTAGENA-CLARA DEL REY,Calle,de,Cartagena,N,106,28002,5,442979,4476973,"1, 72"
1500,GUZMAN EL BUENO Nº 139,Calle,de,Guzmán el Bueno,N,139,28003,7,439696,4477679,2
1501,VIA CARPETANA-Pº ERMITA DEL SANTO,Calle,,Vía Carpetana,N,43,28047,11,438593,4473218,"17, N16"
1502,TOLEDO-HUMILLADERO,Calle,de,Toledo,N,99,28005,1,439886,4473659,"17, 18, 23, 35, N26"
1503,TOLEDO-LA LATINA,Calle,de,Toledo,N,55,28005,1,440036,4473898,"17, 18, 23, 35, N26"
1504,TOLEDO Nº 140,Calle,de,Toledo,N,140,28005,2,439595,4473039,"18, 23, 35, N26"
1505,Cº VINATEROS-PICO ARTILLEROS,Calle,del,Camino de los Vinateros,N,125,28030,14,445503,4473287,71
1506,Cº VINATEROS-PICO ARTILLEROS,Calle,del,Camino de los Vinateros,N,174,28030,14,445510,4473257,71
1507,BRAVO MURILLO-CRISTOBAL BORDIU,Calle,de,Bravo Murillo,N,81,28003,7,440391,4477440,"3, 37, 149"
1508,JOSE ABASCAL-BRAVO MURILLO,Calle,de,José Abascal,N,2,28010,7,440432,4476879,"3, 12"
1509,GRAL.ALVAREZ CASTRO-ELOY GONZALO,Calle,del,General Álvarez de Castro,N,3,28010,7,440571,4476425,3
1510,GRAN VIA SAN FRANCISCO-AGUILA,G.v.,de,San Francisco,N,8,28005,1,439599,4473603,"3, 60"
1511,BAILEN-MAYOR,Escal,del,Fotógrafo Alfonso,N,23,28005,1,439586,4474256,"3, N16"
1512,MAYOR-AYUNTAMIENTO DE MADRID,Calle,,Mayor,N,65,28005,1,439866,4474330,"3, N16"
1513,ARROYO FONTARRON-E.PALACIOS,Calle,del,Arroyo Fontarrón,N,83,28030,14,445096,4472668,8
1514,AV.RAMON Y CAJAL-PADRE CLARET,Avda,de,Ramón y Cajal,N,81,28016,5,443633,4478401,"9, 72, 73, 120, N2"
1515,ARROYO OLIVAR-TTE.MUÑOZ DIAZ,Calle,del,Arroyo del Olivar,N,51,28018,13,444307,4471491,10
1516,ARROYO OLIVAR-MARTINEZ RIVA,Calle,de,Martínez de la Riva,N,12,28053,13,443539,4471963,"24, 111, 310"
1517,TORRELAGUNA-CONDESA VENADITO,Calle,de,Torrelaguna,N,69,28027,15,444578,4477488,"53, 122"
1518,VILLALOBOS,Calle,de,Villalobos,N,145,28018,13,444800,4470261,310
1519,AVDA.GRAL.FANJUL-JOSE DE CADALSO,Avda,del,General Fanjul,N,55,28044,10,434626,4470746,139
1520,AV.DAROCA-LEDESMA,Avda,de,Daroca,N,83,28017,15,445197,4475629,15
1521,NTRA.SRA.DE LA LUZ-NTRA.SRA.FATIMA,Calle,de,Nuestra Señora de la Luz,N,39,28047,11,436663,4470898,17
1522,ENCOMIENDA DE PALACIOS-PICO ARTILLEROS,Calle,de la,Encomienda de Palacios,N,33,28030,14,445529,4472695,20
1523,DR.MARTIN AREVALO-AV.REAL DE PINTO,Calle,del,Doctor Martín Arévalo,N,26,28021,17,440105,4466613,"22, 86, 130, 131"
1524,SESEÑA Nº 31,Calle,de,Seseña,N,31,28024,10,435433,4472458,
1525,SESEÑA Nº 34,Calle,de,Seseña,N,34,28024,10,435393,4472456,
1526,CTA.SAN VICENTE-CADARSO,Custa,de,San Vicente,N,4,28013,1,439583,4474996,"46, 62, 75, 148, C1, N18, N19, N20"
1527,GRAL.RICARDOS-Pº MUÑOZ GRANDES,Calle,del,General Ricardos,N,220,28025,11,437372,4470936,"34, 35, N17"
1528,GRAL. RICARDOS,Calle,del,General Ricardos,N,189,28025,11,437081,4470709,34
1529,GRAL.RICARDOS-EUGENIA  DE MONTIJO,Calle,de,Eugenia de Montijo,N,52,28025,11,436852,4470483,34
1530,RONDA DON BOSCO-PLAZA PARTERRE,Ronda,de,Don Bosco,N,1,28044,11,436337,4469927,"34, 139"
1531,RONDA DON BOSCO-PARAGUAYA,Ronda,de,Don Bosco,N,20,28044,11,436157,4469843,34
1532,JOAQUIN TURINA-NAVALMORALES,Calle,de,Joaquín Turina,N,64,28044,11,435701,4469550,34
1533,GRAL.MILLAN ASTRAY-GRAL.SALIQUET,Calle,del,General Millán Astray,N,53,28044,10,435146,4469861,"34, 155"
1534,OLIVA DE PLASENCIA Nº 25,Calle,de,Oliva de Plasencia,N,27,28044,10,434145,4470340,34
1535,AV.GRAL.FANJUL -EST.RENFE AGUILAS,Avda,del,General Fanjul,N,145,28044,10,433912,4470543,"17, 34"
1536,AV.GENERAL FANJUL,Avda,del,General Fanjul,N,18,28044,10,434098,4470621,34
1537,MIRABEL-PZA.CUACOS DE YUSTE,Calle,de,Mirabel,N,19,28044,10,433874,4470279,34
1538,GRAL.ROMERO BASART-JOSE DE CADALSO,Calle,del,General Romero Basart,N,78,28044,10,434811,4470112,"34, N19"
1539,JOAQUIN TURINA-NAVALMORALES,Calle,de,Joaquín Turina,N,66,28044,11,435675,4469541,34
1540,JOAQUIN TURINA-POLVORANCA,Calle,de,Joaquín Turina,N,37,28044,11,436062,4469515,"34, 139"
1541,GRAL.RICARDOS-NTRA.SRA.DE LA LUZ,Calle,del,General Ricardos,N,189,28025,11,437081,4470691,34
1542,PRINCIPE DE VERGARA-DIEGO DE LEON,Calle,del,Príncipe de Vergara,N,69,28006,4,442476,4476392,"29, 52, N2"
1543,JARDINES DE ARANJUEZ,Calle,de los,Jardines de Aranjuez,S/N,S/N,28042,21,448978,4478498,"101, 105, 151"
