empresa_cif;empresa_denominacion;plazas_ofertadas_inicio_numero;plazas_ofertadas_ampliacion_numero;destino_clasificacion;destino_denominacion;destino_precio;destino_año;plazas_vendidas_numero
A28229813;Viajes El Corte Inglés;486;;Destinos Peninsulares e islas;LA RIOJA Y SORIA, TIERRA DE ROMÁNICO;420.00;2019;205
A28229813;Viajes El Corte Inglés;702;;Destinos Peninsulares e islas;LEÓN, ZAMORA Y ARRIBES DEL DUERO;350.00;2019;435
A28229813;Viajes El Corte Inglés;550;;Destinos Peninsulares e islas;HUELVA AL COMPLETO Y ALGARVE;425.00;2019;351
A28229813;Viajes El Corte Inglés;950;;Destinos Peninsulares e islas;PUEBLOS BLANCOS;425.00;2019;538
A28229813;Viajes El Corte Inglés;450;;Destinos Peninsulares e islas;GRANADA;425.00;2019;193
A28229813;Viajes El Corte Inglés;702;;Destinos Peninsulares e islas;GRANADA, CÓRDOBA Y SEVILLA;425.00;2019;337
A28229813;Viajes El Corte Inglés;400;;Destinos Peninsulares e islas;MÁLAGA;425.00;2019;189
A28229813;Viajes El Corte Inglés;460;100;Destinos Peninsulares e islas;Norte de Portugal;350.00;2019;291
A28229813;Viajes El Corte Inglés;756;;Destinos Peninsulares e islas;PORTUGAL MONUMENTAL Y FÁTIMA;280.00;2019;371
A28229813;Viajes El Corte Inglés;650;;Destinos Peninsulares e islas;Portugal - Costa de Lisboa;350.00;2019;442
A28229813;Viajes El Corte Inglés;920;;Destinos Internacionales;MADEIRA, ISLA DE LAS FLORES;899.00;2019;550
A28229813;Viajes El Corte Inglés;700;;Destinos Internacionales;ENCANTOS DE LA PROVENZA Y COSTA AZUL;1020.00;2019;210
A28229813;Viajes El Corte Inglés;550;;Destinos Internacionales;PARIS, BRETAÑA Y NORMANDÍA;1050.00;2019;240
A28229813;Viajes El Corte Inglés;250;;Destinos Internacionales;PARIS - LONDRES;1090.00;2019;140
A28229813;Viajes El Corte Inglés;200;;Destinos Internacionales;LONDRES - PARIS;1090.00;2019;170
A28229813;Viajes El Corte Inglés;650;;Destinos Internacionales;LO MEJOR DE INGLATERRA;1195.00;2019;204
A28229813;Viajes El Corte Inglés;450;;Destinos Internacionales;PARIS -- PAISES BAJOS Inicio París;1040.00;2019;158
A28229813;Viajes El Corte Inglés;400;;Destinos Internacionales;PARIS -- PAISES BAJOS Inicio Bruselas;1040.00;2019;137
A28229813;Viajes El Corte Inglés;670;;Destinos Internacionales;PAÍSES BAJOS;990.00;2019;372
A28229813;Viajes El Corte Inglés;240;;Destinos Internacionales;RUTA DE CARLOMAGNO;950.00;2019;169
A28229813;Viajes El Corte Inglés;650;;Destinos Internacionales;ALEMANIA NORTE;1030.00;2019;211
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;ALEMANIA CLASICA INICIO FRANKFURT;1050.00;2019;189
A28229813;Viajes El Corte Inglés;450;;Destinos Internacionales;ALEMANIA CLASICA INICIO MUNICH;1050.00;2019;181
A28229813;Viajes El Corte Inglés;600;;Destinos Internacionales;ALEMANIA ROMANTICA;950.00;2019;138
A28229813;Viajes El Corte Inglés;645;;Destinos Internacionales;BAVIERA TIROL VIENA Y PRAGA;1050.00;2019;186
A28229813;Viajes El Corte Inglés;700;;Destinos Internacionales;BELLEZAS DE AUSTRIA Y BAVIERA;950.00;2019;188
A28229813;Viajes El Corte Inglés;650;;Destinos Internacionales;SUIZA, SELVA NEGRA Y RUTA ROMANTICA;1090.00;2019;229
A28229813;Viajes El Corte Inglés;225;;Destinos Internacionales;ENCANTOS DE SUIZA Inicio Ginebra;1200.00;2019;104
A28229813;Viajes El Corte Inglés;200;;Destinos Internacionales;ENCANTOS DE SUIZA Inicio Zurich;1200.00;2019;93
A28229813;Viajes El Corte Inglés;700;;Destinos Internacionales;CIUDADES IMPERIALES (ENTRADA POR PRAGA);950.00;2019;443
A28229813;Viajes El Corte Inglés;450;;Destinos Internacionales;CIUDADES IMPERIALES (ENTRADA POR VIENA);950.00;2019;301
A28229813;Viajes El Corte Inglés;800;;Destinos Internacionales;DOLOMITAS Y TOSCANA;950.00;2019;184
A28229813;Viajes El Corte Inglés;950;;Destinos Internacionales;ITALIA;950.00;2019;485
A28229813;Viajes El Corte Inglés;840;;Destinos Internacionales;ITALIA SUR;950.00;2019;209
A28229813;Viajes El Corte Inglés;800;;Destinos Internacionales;SICILIA;950.00;2019;590
A28229813;Viajes El Corte Inglés;590;;Destinos Internacionales;MALTA FASCINANTE;950.00;2019;201
A28229813;Viajes El Corte Inglés;750;;Destinos Internacionales;POLONIA;950.00;2019;630
A28229813;Viajes El Corte Inglés;500;;Destinos Internacionales;NORUEGA;1200.00;2019;263
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;MARAVILLAS DEL BÁLTICO Y SUECIA Inicio Estocolmo;1190.00;2019;173
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;MARAVILLAS DEL BÁLTICO Y SUECIA Inicio Helsinki;1190.00;2019;188
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;BELLEZAS DE ESCANDINAVIA inicio Estocolmo ;1195.00;2019;177
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;BELLEZAS DE ESCANDINAVIA inicio Bergen ;1195.00;2019;179
A28229813;Viajes El Corte Inglés;260;;Destinos Internacionales;FINLANDIA Y LAS REPÚBLICAS BÁLTICAS Inicio Helsinki;1200.00;2019;165
A28229813;Viajes El Corte Inglés;260;;Destinos Internacionales;FINLANDIA Y LAS REPÚBLICAS BÁLTICAS inicio Vilnius ;1200.00;2019;0
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;PERLAS DEL BÁLTICO inicio Estocolmo ;1200.00;2019;177
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;PERLAS DEL BÁLTICO inicio Helsinki ;1200.00;2019;163
A28229813;Viajes El Corte Inglés;700;;Destinos Internacionales;REPÚBLICAS BÁLTICAS;1090.00;2019;214
A28229813;Viajes El Corte Inglés;1100;;Destinos Internacionales;CROACIA;1060.00;2019;636
A28229813;Viajes El Corte Inglés;400;;Destinos Internacionales;ENCANTOS DE CROACIA Inicio Zagreb;1090.00;2019;156
A28229813;Viajes El Corte Inglés;240;;Destinos Internacionales;ENCANTOS DE CROACIA Inicio Dubrovnik;1090.00;2019;117
A28229813;Viajes El Corte Inglés;320;;Destinos Internacionales;DUBROVNIK, BELGRADO, SARAJEVO Y SOFIA;1065.00;2019;144
A28229813;Viajes El Corte Inglés;600;;Destinos Internacionales;BULGARIA;895.00;2019;214
A28229813;Viajes El Corte Inglés;175;;Destinos Internacionales;MONTENEGRO, MACEDONIA Y ALBANIA;1070.00;2019;146
A28229813;Viajes El Corte Inglés;500;;Destinos Internacionales;RUMANIA;950.00;2019;245
A28229813;Viajes El Corte Inglés;585;;Destinos Internacionales;GRECIA MÍTICA;1020.00;2019;188
A28229813;Viajes El Corte Inglés;350;;Destinos Internacionales;Marruecos (tren);685.00;2019;117
A28229813;Viajes El Corte Inglés;400;;Destinos Internacionales;MARRUECOS (AVIÓN);799.00;2019;304
A28229813;Viajes El Corte Inglés;420;;Destinos Internacionales;TIERRA SANTA;1200.00;2019;179
A28229813;Viajes El Corte Inglés;760;;Destinos Internacionales;JORDANIA ESPECTACULAR CON PETRA;1145.00;2019;233
A28229813;Viajes El Corte Inglés;1020;;Destinos Internacionales;GRANDES BELLEZAS DE TURQUIA;1140.00;2019;274
A28229813;Viajes El Corte Inglés;320;;Destinos Internacionales;EGIPTO;1175.00;2019;205
A28229813;Viajes El Corte Inglés;400;;Crucero;CRUCERO - Mediterráneo desde Valencia - MSC Divina;859.00;2019;182
A28229813;Viajes El Corte Inglés;180;;Crucero;CRUCERO - Italia -Islas Griegas - Costa Luminosa;1049.00;2019;180
A28229813;Viajes El Corte Inglés;120;;Crucero;CRUCERO - Italia, Grecia, Croacia y Montenegro - Costa Luminosa;1049.00;2019;96
A28229813;Viajes El Corte Inglés;100;;Crucero;CRUCERO - Mediterráneo desde Valencia - Costa Fortuna;799.00;2019;44
A28229813;Viajes El Corte Inglés;300;;Crucero;CRUCERO POR EL DANUBIO;1199.00;2019;264
A28229813;Viajes El Corte Inglés;900;;Crucero;CRUCERO RHIN;1199.00;2019;314
A28229813;Viajes El Corte Inglés;360;;Gran Recorrido;UZBEKISTAN ;1480.00;2019;360
A28229813;Viajes El Corte Inglés;64;;Gran Recorrido;UZBEKISTAN INICIO SAMARCANDA;1480.00;2019;59
A28229813;Viajes El Corte Inglés;416;;Gran Recorrido;LO MEJOR DE PERSIA - IRAN;1480.00;2019;195
A28229813;Viajes El Corte Inglés;410;;Gran Recorrido;LO MEJOR DE DUBAI Y EMIRATOS ARABES;1385.00;2019;185
A28229813;Viajes El Corte Inglés;200;;Gran Recorrido;BELLEZAS DE INDIA;1480.00;2019;156
A28229813;Viajes El Corte Inglés;120;;Gran Recorrido;MYANMAR;1480.00;2019;120
A28229813;Viajes El Corte Inglés;490;;Gran Recorrido;INCREÍBLE SRI LANKA;1480.00;2019;121
A28229813;Viajes El Corte Inglés;1000;;Gran Recorrido;RUSIA;1390.00;2019;763
A28229813;Viajes El Corte Inglés;264;;Gran Recorrido;RUSIA A - LED/MOW;1455.00;2019;264
A28229813;Viajes El Corte Inglés;220;;Gran Recorrido;RUSIA B - MOW / LED ;1455.00;2019;220
A28229813;Viajes El Corte Inglés;880;;Gran Recorrido;CHINA LEGENDARIA;1480.00;2019;211
A28229813;Viajes El Corte Inglés;730;;Gran Recorrido;VIETNAN EXOTICO;1480.00;2019;201
A28229813;Viajes El Corte Inglés;530;;Gran Recorrido;TAILANDIA CLASICA;1480.00;2019;120
A28229813;Viajes El Corte Inglés;700;;Gran Recorrido;Encantos del Este Canadiense (inicio Toronto);1480.00;2019;206
A28229813;Viajes El Corte Inglés;700;;Gran Recorrido;ENCANTOS DEL ESTE CANADIENSE (Inicio Montreal);1480.00;2019;187
A28229813;Viajes El Corte Inglés;900;;Gran Recorrido;NUEVA YORK: LA GRAN MANZANA;1480.00;2019;284
A28229813;Viajes El Corte Inglés;1000;;Gran Recorrido;Colores de Mexico;1480.00;2019;154
A28229813;Viajes El Corte Inglés;750;;Gran Recorrido;CUBA (MAD- HAV-VRO- MAD);1395.00;2019;405
A28229813;Viajes El Corte Inglés;320;;Gran Recorrido;LAPONIA, ISLAS LOFOTEN Y CABO NORTE;1480.00;2019;235
B86049137;Nautalia;132;;Destinos Peninsulares e islas;GALICIA RIAS BAIXAS (Interrias);380.00;2019;132
B86049137;Nautalia;200;;Destinos Peninsulares e islas;NORTE DE GALICIA (Interrias);400.00;2019;167
B86049137;Nautalia;286;;Destinos Peninsulares e islas;ASTURIAS AL COMPLETO (CN Travel);295.00;2019;178
B86049137;Nautalia;196;;Destinos Peninsulares e islas;CANTABRIA (Interrias);270.00;2019;151
B86049137;Nautalia;352;;Destinos Peninsulares e islas;PAIS VASCO AUTENTICO (Navarra A);350.00;2019;269
B86049137;Nautalia;288;;Destinos Peninsulares e islas;PAÍS VASCO FRANCES (CN Travel);425.00;2019;178
B86049137;Nautalia;182;;Destinos Peninsulares e islas;LA RIOJA (Interrias);350.00;2019;122
B86049137;Nautalia;448;;Destinos Peninsulares e islas;NAVARRA AUTENTICA (Navarra A);350.00;2019;216
B86049137;Nautalia;352;;Destinos Peninsulares e islas;PIRINEO NAVARRO FRANCES (Guest);350.00;2019;206
B86049137;Nautalia;1000;;Destinos Peninsulares e islas;PIRINEO ARAGONÉS Y ANDORRA (BT Viaje);380.00;2019;304
B86049137;Nautalia;250;;Destinos Peninsulares e islas;CASTELLON Y LA RUTA DEL AZAHAR (BT Viajes);295.00;2019;84
B86049137;Nautalia;350;;Destinos Peninsulares e islas;ALTOS PIRINEOS Y BALNEARIO (BT Viaje);425.00;2019;109
B86049137;Nautalia;400;;Destinos Peninsulares e islas;AGUAS Y VINOS DE ARAGON (BT Viaje);425.00;2019;0
B86049137;Nautalia;600;;Destinos Peninsulares e islas;GERONA MEDIEVAL (BT Viaje);425.00;2019;205
B86049137;Nautalia;250;;Destinos Peninsulares e islas;RUTA DE LOS MONASTERIOS (BT Viaje);415.00;2019;0
B86049137;Nautalia;200;;Destinos Peninsulares e islas;EXTREMADURA (Interrias);350.00;2019;128
B86049137;Nautalia;1000;;Destinos Peninsulares e islas;CÁDIZ Y PUEBLOS BLANCOS (BT Viaje);400.00;2019;498
B86049137;Nautalia;280;;Destinos Peninsulares e islas;CADIZ Y MARRUECOS (Interrias);425.00;2019;57
B86049137;Nautalia;900;;Destinos Peninsulares e islas;HUELVA Y SUS CONDADOS (BT Viaje);390.00;2019;191
B86049137;Nautalia;500;;Destinos Peninsulares e islas;SEVILLA Y ALGARVE (BT Viaje);425.00;2019;168
B86049137;Nautalia;300;;Destinos Peninsulares e islas;ALGARVE (Interrias);425.00;2019;99
B86049137;Nautalia;300;;Destinos Peninsulares e islas;SEVILLA-CORDOBA (Guest);425.00;2019;61
B86049137;Nautalia;240;;Destinos Peninsulares e islas;CORDOBA-JAEN (Guest);350.00;2019;107
B86049137;Nautalia;576;;Destinos Peninsulares e islas;GRANADA (Guest);425.00;2019;317
B86049137;Nautalia;600;;Destinos Peninsulares e islas;MÁLAGA Y EL CAMINITO DEL REY (BT Viaje);425.00;2019;363
B86049137;Nautalia;256;;Destinos Peninsulares e islas;OPORTO Y NORTE DE PORTUGAL (Interrias);350.00;2019;256
B86049137;Nautalia;560;;Destinos Peninsulares e islas;LO MEJOR DEL NORTE DE PORTUGAL (CN Travel);345.00;2019;204
B86049137;Nautalia;550;;Destinos Peninsulares e islas;PORTUGAL AL COMPLETO (Interrias);350.00;2019;156
B86049137;Nautalia;324;;Destinos Peninsulares e islas;CASTILLOS, ABADIAS Y PALACIOS PORTUGAL (CN Travel);275.00;2019;96
B86049137;Nautalia;216;;Destinos Peninsulares e islas;LEÓN, ZAMORA Y ARRIBES DUERO (CN Travel);350.00;2019;116
B86049137;Nautalia;150;;Destinos Peninsulares e islas;PAIS VASCO Y CANTABRIA;350.00;2019;38
B86049137;Nautalia;200;;Destinos Peninsulares e islas;NAVARRA INEDITA;350.00;2019;63
B86049137;Nautalia;200;;Destinos Peninsulares e islas;TODO MURCIA;340.00;2019;0
B86049137;Nautalia;195;;Destinos Internacionales;MADEIRA (CN Travel);899.00;2019;172
B86049137;Nautalia;200;;Destinos Internacionales;IRLANDA A (Special);1175.00;2019;139
B86049137;Nautalia;288;;Destinos Internacionales;MARRUECOS (Interrias);760.00;2019;272
B86049137;Nautalia;200;;Destinos Internacionales;IRLANDA B (Panavision);1175.00;2019;149
B86049137;Nautalia;240;;Destinos Internacionales;AQUITANIA (BT Viaje);940.00;2019;0
B86049137;Nautalia;350;;Destinos Internacionales;REPUBLICAS BALTICAS A (Mapa);1080.00;2019;165
B86049137;Nautalia;462;;Destinos Internacionales;PARIS - CASTILLOS LOIRA (Special);995.00;2019;273
B86049137;Nautalia;300;;Destinos Internacionales;REPÚBLICAS BÁLTICAS B Y FINLANDIA* (Panavision) otra denominación en folleto;1200.00;2019;135
B86049137;Nautalia;300;;Destinos Internacionales;PARIS, BRETAÑA Y NORMANDÍA (Panavision);1050.00;2019;84
B86049137;Nautalia;400;;Destinos Internacionales;PERLAS DEL BÁLTICO (Panavision);1200.00;2019;201
B86049137;Nautalia;273;;Destinos Internacionales;PARIS PAISES BAJOS (Special);950.00;2019;192
B86049137;Nautalia;272;;Destinos Internacionales;ISRAEL Y JORDANIA (Mapa);1200.00;2019;347
B86049137;Nautalia;350;;Destinos Internacionales;PAISES BAJOS (Panavision);950.00;2019;150
B86049137;Nautalia;350;;Destinos Internacionales;JORDANIA CON PETRA (Panavision);1145.00;2019;231
B86049137;Nautalia;550;;Destinos Internacionales;LA PROVENZA (BT Viaje);940.00;2019;152
B86049137;Nautalia;70;;Destinos Internacionales;EGIPTO A - CUNA FARAONES (Mapa);950.00;2019;36
B86049137;Nautalia;240;;Destinos Internacionales;RUTA DE CARLOMAGNO (Special);950.00;2019;145
B86049137;Nautalia;660;340;Destinos Internacionales;EGIPTO B - CUNA FARAONES (Mapa);1095.00;2019;395
B86049137;Nautalia;280;;Destinos Internacionales;ALEMANIA (MUC/FRA) (Special);995.00;2019;129
B86049137;Nautalia;200;;Destinos Internacionales;FASCINANTE ESTAMBUL Y DUBAI (Panavision);1200.00;2019;143
B86049137;Nautalia;300;;Destinos Internacionales;ALEMANIA ROMANTICA (Panavision);950.00;2019;127
B86049137;Nautalia;100;;Destinos Internacionales;ARMENIA (Panavision);1200.00;2019;81
B86049137;Nautalia;240;;Destinos Internacionales;SELVA NEGRA Y ALSACIA A (Mapa);950.00;2019;240
B86049137;Nautalia;650;60;Destinos Internacionales;SELVA NEGRA Y ALSACIA B (Special);995.00;2019;402
B86049137;Nautalia;528;;Destinos Internacionales;POLONIA A (Mapa);950.00;2019;143
B86049137;Nautalia;376;;Destinos Internacionales;POLONIA B (Special);970.00;2019;135
B86049137;Nautalia;644;;Destinos Internacionales;ITALIA CLASICA A (Special);950.00;2019;251
B86049137;Nautalia;288;;Destinos Internacionales;ITALIA CLASICA B (Mapa);950.00;2019;79
B86049137;Nautalia;150;;Destinos Internacionales;ITALIA SUR (Special);950.00;2019;113
B86049137;Nautalia;200;;Destinos Internacionales;SICILIA A (Mapa);950.00;2019;111
B86049137;Nautalia;450;;Destinos Internacionales;SICILIA B (Panavision);950.00;2019;215
B86049137;Nautalia;350;;Destinos Internacionales;SICILIA C (Special);1040.00;2019;173
B86049137;Nautalia;350;;Destinos Internacionales;DOLOMITAS Y VÉNETO (Panavision);940.00;2019;223
B86049137;Nautalia;300;;Destinos Internacionales;ENCANTOS DE SUIZA (Panavision);1200.00;2019;189
B86049137;Nautalia;150;;Destinos Internacionales;TIROL A (Mapa) ;950.00;2019;98
B86049137;Nautalia;300;;Destinos Internacionales;TIROL B (Panavision);950.00;2019;115
B86049137;Nautalia;200;;Destinos Internacionales;REP CHECA Y BERLIN (Panavision);950.00;2019;38
B86049137;Nautalia;288;;Destinos Internacionales;C. IMPERIALES A (Mapa);950.00;2019;189
B86049137;Nautalia;160;;Destinos Internacionales;C. IMPERIALES B (VIE/PRG) (Special);950.00;2019;66
B86049137;Nautalia;420;;Destinos Internacionales;C. IMPERIALES B (BUD/PRG) (Special);950.00;2019;211
B86049137;Nautalia;350;;Destinos Internacionales;BULGARIA A (Guest);890.00;2019;43
B86049137;Nautalia;200;;Destinos Internacionales;BULGARIA B (Panavision);890.00;2019;91
B86049137;Nautalia;240;;Destinos Internacionales;RUMANIA A (Politours);925.00;2019;30
B86049137;Nautalia;264;;Destinos Internacionales;RUMANIA B (Special);950.00;2019;200
B86049137;Nautalia;350;;Destinos Internacionales;GRECIA A (Panavision);1020.00;2019;149
B86049137;Nautalia;340;;Destinos Internacionales;GRECIA B (Special);1095.00;2019;205
B86049137;Nautalia;325;;Destinos Internacionales;CROACIA A - DBV-DBV (Mapa);950.00;2019;284
B86049137;Nautalia;360;;Destinos Internacionales;CROACIA ESLOVENIA ?;950.00;2019;304
B86049137;Nautalia;100;;Destinos Internacionales;SERBIA (Special);950.00;2019;51
B86049137;Nautalia;182;90;Destinos Internacionales;TURQUIA (Mapa);938.00;2019;247
B86049137;Nautalia;374;;Destinos Internacionales;FLORENCIA Y LA TOSCANA (Mapa);950.00;2019;158
B86049137;Nautalia;240;;Destinos Internacionales;ALBANIA, MONTENEGRO Y MACEDONIA (Politours);950.00;2019;106
B86049137;Nautalia;192;;Destinos Internacionales;MALTA (Europlayas);935.00;2019;145
B86049137;Nautalia;180;;Destinos Internacionales;CERDEÑA Y CÓRCEGA (Europlayas);930.00;2019;161
B86049137;Nautalia;120;;Destinos Internacionales;CORFÚ (Europlayas);895.00;2019;0
B86049137;Nautalia;200;;Destinos Internacionales;TUNEZ (Luxotour);820.00;2019;16
B86049137;Nautalia;108;;Destinos Internacionales;CIUDADES HANSEATICAS (Special);1090.00;2019;89
B86049137;Nautalia;150;;Destinos Internacionales;SUIZA Y BELLA AUSTRIA (ZRH/MUC) (Special);1045.00;2019;144
B86049137;Nautalia;450;;Destinos Internacionales;SUIZA Y BELLA AUSTRIA (MUC/ZRH) (Special);1045.00;2019;71
B86049137;Nautalia;250;;Destinos Internacionales;PARIS - LONDRES (Panavision);1090.00;2019;84
B86049137;Nautalia;240;;Destinos Internacionales;REPUBLICA DE CHIPRE (Politours);1200.00;2019;61
B86049137;Nautalia;250;;Destinos Internacionales;SUIZA -CORAZON DE LOS ALPES (LYS/ZRH) (Special);1200.00;2019;111
B86049137;Nautalia;200;;Destinos Internacionales;JOYAS DE CROACIA Y MONTENEGRO (Panavision);1090.00;2019;200
B86049137;Nautalia;600;;Destinos Internacionales;NORUEGA A (Special);1200.00;2019;344
B86049137;Nautalia;490;;Destinos Internacionales;NORUEGA B (Mapa);1200.00;2019;164
B86049137;Nautalia;300;;Destinos Internacionales;NORUEGA C (Panavision);1200.00;2019;130
B86049137;Nautalia;450;;Destinos Internacionales;ESCANDINAVIA A  (Special);1200.00;2019;115
B86049137;Nautalia;400;;Destinos Internacionales;ESCANDINAVIA B (Panavision);1200.00;2019;102
B86049137;Nautalia;168;;Destinos Internacionales;INGLATERRA (Special);1095.00;2019;48
B86049137;Nautalia;287;;Destinos Internacionales;ESCOCIA A (Special);1200.00;2019;271
B86049137;Nautalia;360;;Destinos Internacionales;ESCOCIA B (Panavision);1200.00;2019;210
B86049137;Nautalia;300;;Ciudades Internacionales;BERLIN (Special);750.00;2019;177
B86049137;Nautalia;280;;Ciudades Internacionales;LONDRES (Special);750.00;2019;151
B86049137;Nautalia;350;;Ciudades Internacionales;PARIS (Special);750.00;2019;236
B86049137;Nautalia;264;;Ciudades Internacionales;PRAGA (Special);750.00;2019;126
B86049137;Nautalia;300;;Ciudades Internacionales;ROMA (Panavision);750.00;2019;142
B86049137;Nautalia;250;;Ciudades Internacionales;LISBOA (Interrias);750.00;2019;0
B86049137;Nautalia;160;;Ciudades Internacionales;MARRAKECH (CN Travel);599.00;2019;52
B86049137;Nautalia;300;;Ciudades Internacionales;BRUSELAS (Interrias);750.00;2019;75
B86049137;Nautalia;828;;Crucero;CRUCERO RHIN (Panavision);1200.00;2019;454
B86049137;Nautalia;300;;Crucero;CRUCERO DANUBIO (Politours);1200.00;2019;115
B86049137;Nautalia;336;;Crucero;CRUCERO VOLGA (Panavision);1425.00;2019;227
B86049137;Nautalia;80;;Crucero;CRUCERO POR UCRANIA (Politours);1480.00;2019;59
B86049137;Nautalia;40;;Crucero;MARRUECOS, OPORTO Y LISBOA (Pullmantur);1200.00;2019;21
B86049137;Nautalia;80;;Crucero;CRUCERO POR EL MEDITERRÁNEO A (Pullmantur);1200.00;2019;6
B86049137;Nautalia;119;;Crucero;CRUCERO POR EL MEDITERRÁNEO B (RCCL);1200.00;2019;34
B86049137;Nautalia;40;;Crucero;GRECIA, CROACIA Y VENECIA (Pullmantur);1200.00;2019;37
B86049137;Nautalia;80;60;Crucero;CRUCERO ISLAS GRIEGAS A (Pullmantur);1200.00;2019;118
B86049137;Nautalia;42;;Crucero;CRUCERO ISLAS GRIEGAS B (RCCL);1200.00;2019;42
B86049137;Nautalia;288;;Gran Recorrido;RUSIA A (Special);1380.00;2019;183
B86049137;Nautalia;396;;Gran Recorrido;RUSIA B (Mapa);1455.00;2019;396
B86049137;Nautalia;330;;Gran Recorrido;RUSIA C (Mapa);1455.00;2019;314
B86049137;Nautalia;210;;Gran Recorrido;AZERBAIJAN (Wamos);1325.00;2019;54
B86049137;Nautalia;440;;Gran Recorrido;GEORGIA -ARMENIA (Mapa);1450.00;2019;146
B86049137;Nautalia;308;;Gran Recorrido;KYRGYZSTÁN Y KAZAJSTÁN (Mapa);1480.00;2019;19
B86049137;Nautalia;286;36;Gran Recorrido;IRAN A (Wamos);1430.00;2019;140
B86049137;Nautalia;108;60;Gran Recorrido;IRAN B (Mapa);1430.00;2019;121
B86049137;Nautalia;270;;Gran Recorrido;FINLANDIA (Wamos);1480.00;2019;0
B86049137;Nautalia;420;100;Gran Recorrido;UZBEKISTÁN A (Wamos);1480.00;2019;310
B86049137;Nautalia;500;;Gran Recorrido;UZBEKISTAN B (Mapa);1480.00;2019;351
B86049137;Nautalia;320;;Gran Recorrido;UZBEKISTAN C (Bitakora);1480.00;2019;44
B86049137;Nautalia;240;60;Gran Recorrido;INDIA CON BENARES (Wamos);1435.00;2019;208
B86049137;Nautalia;240;;Gran Recorrido;NEPAL (Wamos);1480.00;2019;59
B86049137;Nautalia;330;90;Gran Recorrido;CHINA (Wamos);1480.00;2019;339
B86049137;Nautalia;330;;Gran Recorrido;TAILANDIA (Wamos);1480.00;2019;155
B86049137;Nautalia;240;;Gran Recorrido;VIETNAM (Wamos);1480.00;2019;114
B86049137;Nautalia;342;;Gran Recorrido;VIETNAM B (Mapa);1480.00;2019;67
B86049137;Nautalia;203;;Gran Recorrido;MYANMAR (Mapa);1480.00;2019;90
B86049137;Nautalia;100;;Gran Recorrido;CAMBOYA (Bitakora);1480.00;2019;39
B86049137;Nautalia;250;;Gran Recorrido;SRI LANKA (Panavision);1480.00;2019;99
B86049137;Nautalia;240;;Gran Recorrido;GUATEMALA (Mapa);1480.00;2019;30
B86049137;Nautalia;500;;Gran Recorrido;CANADA A (Wamos);1450.00;2019;201
B86049137;Nautalia;294;;Gran Recorrido;CANADA B (Mapa) ;1480.00;2019;91
B86049137;Nautalia;200;;Gran Recorrido;ARGENTINA (Panavision);1480.00;2019;153
B86049137;Nautalia;270;;Gran Recorrido;PERU (Wamos);1480.00;2019;68
B86049137;Nautalia;144;;Gran Recorrido;COSTA RICA (Bitakora);1480.00;2019;44
B86049137;Nautalia;176;;Gran Recorrido;MEXICO (Politours);1480.00;2019;73
B86049137;Nautalia;250;;Gran Recorrido;CUBA ( Wamos);1450.00;2019;110
B86049137;Nautalia;300;;Gran Recorrido;SUDÁFRICA (Panavision);1480.00;2019;176
B86049137;Nautalia;360;80;Gran Recorrido;NUEVA YORK (Panavision);1480.00;2019;388
B86049137;Nautalia;100;;Gran Recorrido;COLOMBIA (Bitakora);1480.00;2019;0
