FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
16/05/2021;ES20;2=;7150;8115;9065;8617;5807;6053;7905;8441;8142;8270;8033;6380
16/05/2021;ES21;1-;138;69;53;33;39;54;75;152;270;410;484;359
16/05/2021;ES21;1=;644;657;398;406;506;536;513;571;505;334;240;74
16/05/2021;ES21;2-;146;71;79;51;55;74;118;158;302;542;712;440
16/05/2021;ES21;2=;625;831;441;529;702;726;760;653;593;377;233;94
16/05/2021;ES22;1-;562;352;192;154;126;109;167;177;186;327;425;669
16/05/2021;ES22;1=;820;964;896;699;595;733;851;796;751;735;587;457
16/05/2021;ES22;2-;730;422;263;156;150;98;160;217;240;431;531;888
16/05/2021;ES22;2=;1020;1121;1007;788;688;816;972;917;862;929;772;608
16/05/2021;ES23;1-;987;677;373;255;242;226;364;368;375;147;71;88
16/05/2021;ES23;1=;100;77;93;70;832;1511;1613;1647;1539;1542;1333;912
16/05/2021;ES23;2-;2269;1384;718;480;377;311;387;379;411;626;895;1394
16/05/2021;ES23;2=;1634;1730;1823;1656;1662;1835;1885;1604;1826;1840;1482;1367
16/05/2021;ES24;1-;410;226;104;58;66;58;53;60;92;126;220;353
16/05/2021;ES24;1=;464;538;489;302;333;316;348;248;292;280;245;179
16/05/2021;ES24;2-;199;125;119;46;61;42;53;77;97;146;247;407
16/05/2021;ES24;2=;418;544;334;240;204;213;268;241;214;262;203;143
16/05/2021;ES25;1-;116;110;61;56;51;50;48;48;50;76;92;106
16/05/2021;ES25;1=;159;168;165;151;133;155;141;162;149;161;145;131
16/05/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES26;1-;234;225;126;89;114;82;69;87;97;133;156;217
16/05/2021;ES26;1=;238;250;257;210;213;235;209;264;184;207;204;174
16/05/2021;ES26;2-;271;214;141;108;115;79;67;85;98;141;182;257
16/05/2021;ES26;2=;283;322;322;318;244;296;264;272;309;293;262;212
16/05/2021;ES27;1-;1118;838;413;375;305;242;298;373;348;610;893;1315
16/05/2021;ES27;1=;1684;1770;1695;1384;1257;1550;1498;1283;1254;1233;1022;828
16/05/2021;ES27;2-;469;279;187;160;170;176;202;210;292;425;633;819
16/05/2021;ES27;2=;900;948;797;832;875;846;823;819;715;668;511;324
16/05/2021;ES28;1-;116;74;55;22;25;64;81;143;219;355;438;571
16/05/2021;ES28;1=;593;449;382;390;484;461;484;540;497;355;234;145
16/05/2021;ES28;2-;112;81;52;49;67;105;137;192;259;362;492;567
16/05/2021;ES28;2=;634;587;422;458;617;676;660;679;611;456;240;112
16/05/2021;ES29;1-;1189;669;358;317;231;245;401;429;482;959;1100;1601
16/05/2021;ES29;1=;1949;2309;2219;1745;1585;1774;1801;1816;1810;1624;1382;1105
16/05/2021;ES29;2-;972;555;301;229;191;186;295;348;423;747;793;1294
16/05/2021;ES29;2=;1407;1525;1316;1141;1226;1648;1530;1853;1751;1719;1513;1109
16/05/2021;ES30;1-;254;154;108;85;66;61;63;81;109;174;183;267
16/05/2021;ES30;1=;355;378;352;279;233;267;281;273;277;297;267;202
16/05/2021;ES30;2-;347;212;131;109;94;106;109;170;186;269;427;598
16/05/2021;ES30;2=;709;796;711;443;390;500;653;575;603;596;498;310
16/05/2021;ES31;1-;118;72;50;41;23;24;33;54;60;77;139;154
16/05/2021;ES31;1=;216;257;242;151;135;175;181;184;208;191;129;80
16/05/2021;ES31;2-;63;51;43;42;32;22;33;48;56;96;119;181
16/05/2021;ES31;2=;212;265;226;107;102;180;187;163;182;158;109;65
16/05/2021;ES32;1-;298;216;122;92;71;64;101;159;175;272;386;595
16/05/2021;ES32;1=;699;703;474;382;380;407;484;463;455;468;375;289
16/05/2021;ES32;2-;455;219;103;70;57;59;57;87;112;167;237;337
16/05/2021;ES32;2=;432;489;492;377;349;309;323;299;275;335;262;224
16/05/2021;ES33;1-;524;248;121;97;74;82;134;218;314;452;681;933
16/05/2021;ES33;1=;1111;1191;1211;754;743;963;1224;1092;1018;1119;713;480
16/05/2021;ES33;2-;238;116;67;47;50;39;64;90;157;249;373;533
16/05/2021;ES33;2=;688;762;610;415;361;471;520;519;473;573;359;277
16/05/2021;ES34;1-;80;67;59;401;270;316;104;108;132;137;178;406
16/05/2021;ES34;1=;331;181;358;0;0;0;0;0;0;0;0;0
16/05/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES36;1-;397;232;150;102;70;106;144;251;375;557;787;963
16/05/2021;ES36;1=;1267;1100;819;928;1094;1062;1015;1127;991;797;604;338
16/05/2021;ES36;2-;292;161;116;81;75;142;153;209;411;759;1141;1276
16/05/2021;ES36;2=;1425;1280;893;1029;1329;1394;1264;1335;985;720;479;202
16/05/2021;ES37;1-;305;135;74;59;58;90;146;261;398;605;826;1000
16/05/2021;ES37;1=;1083;1014;700;792;852;826;757;791;749;567;434;276
16/05/2021;ES37;2-;207;97;80;41;78;185;248;258;489;767;988;1169
16/05/2021;ES37;2=;1322;1277;718;734;1007;1141;1168;1077;0;0;2150;209
16/05/2021;ES38;1-;154;80;26;24;21;16;32;55;126;185;256;416
16/05/2021;ES38;1=;488;504;373;240;244;293;343;318;327;317;226;138
16/05/2021;ES38;2-;126;48;29;22;12;14;41;67;99;176;242;333
16/05/2021;ES38;2=;395;409;312;189;221;285;296;252;302;250;161;78
16/05/2021;ES39;1-;669;550;233;126;74;63;64;177;287;318;451;674
16/05/2021;ES39;1=;926;1175;1374;1513;830;927;1267;1550;1443;1436;1417;883
16/05/2021;ES39;2-;573;498;182;113;79;57;75;141;263;412;691;1075
16/05/2021;ES39;2=;1384;1483;1553;1241;839;841;1078;1196;992;1088;994;658
16/05/2021;ES40;1-;223;146;106;70;80;111;149;197;254;432;531;635
16/05/2021;ES40;1=;762;693;488;525;671;726;616;669;625;409;337;184
16/05/2021;ES40;2-;279;150;120;86;92;165;226;270;407;675;855;911
16/05/2021;ES40;2=;1128;963;664;739;945;926;893;942;987;701;458;250
16/05/2021;ES41;1-;223;161;109;84;90;113;192;285;368;619;639;844
16/05/2021;ES41;1=;825;758;562;565;688;675;608;693;669;548;426;284
16/05/2021;ES41;2-;147;114;72;45;62;85;132;164;249;412;529;628
16/05/2021;ES41;2=;762;697;568;599;614;667;647;718;701;533;382;165
16/05/2021;ES42;1-;146;87;54;42;36;54;53;127;194;327;461;506
16/05/2021;ES42;1=;591;481;356;394;484;470;464;490;431;290;217;161
16/05/2021;ES42;2-;107;62;45;27;27;48;70;83;168;257;409;473
16/05/2021;ES42;2=;525;512;311;359;485;463;475;461;501;300;224;115
16/05/2021;ES43;1-;253;145;90;78;39;62;93;169;187;283;397;458
16/05/2021;ES43;1=;604;580;478;306;117;163;162;171;161;149;107;52
16/05/2021;ES43;2-;352;182;104;49;35;57;44;76;149;222;282;329
16/05/2021;ES43;2=;454;576;545;351;342;408;443;441;503;500;384;299
16/05/2021;ES44;1-;381;204;134;104;86;141;188;287;416;630;1066;1325
16/05/2021;ES44;1=;1315;1157;917;1058;1142;1142;1076;1108;999;666;554;295
16/05/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES45;1-;473;234;196;145;101;152;175;243;460;717;1068;1423
16/05/2021;ES45;1=;1654;1626;1226;1111;1244;1192;1335;1417;1203;916;743;350
16/05/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES46;1-;150;68;44;49;59;112;185;224;349;496;646;648
16/05/2021;ES46;1=;705;547;448;461;566;555;529;561;550;434;311;161
16/05/2021;ES46;2-;185;64;59;36;59;135;139;203;278;430;531;662
16/05/2021;ES46;2=;739;639;480;486;585;688;706;758;638;545;340;178
16/05/2021;ES47;1-;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES47;1=;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES47;2-;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES47;2=;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2021;ES48;1-;144;69;54;44;41;144;150;195;302;419;555;606
16/05/2021;ES48;1=;649;551;355;429;467;575;526;634;571;404;226;130
16/05/2021;ES48;2-;144;73;46;42;43;88;123;197;276;384;533;566
16/05/2021;ES48;2=;664;528;370;370;440;422;448;490;403;317;234;155
16/05/2021;ES49;1-;146;84;46;49;42;49;109;180;285;396;576;703
16/05/2021;ES49;1=;794;718;428;457;555;583;543;522;532;402;276;134
16/05/2021;ES49;2-;125;88;46;45;45;34;45;64;84;121;188;313
16/05/2021;ES49;2=;372;381;374;253;271;341;373;352;326;328;200;130
16/05/2021;ES50;1-;247;130;75;61;35;39;31;59;46;91;134;170
16/05/2021;ES50;1=;221;299;252;228;207;233;271;248;279;243;223;159
16/05/2021;ES50;2-;198;98;65;45;52;36;33;55;75;123;164;215
16/05/2021;ES50;2=;262;290;261;190;198;213;219;217;221;189;162;138
16/05/2021;ES51;1-;136;83;56;58;31;31;39;64;80;117;170;254
16/05/2021;ES51;1=;317;352;366;223;226;225;282;295;294;328;199;153
16/05/2021;ES51;2-;121;60;47;49;16;17;33;52;73;121;170;211
16/05/2021;ES51;2=;274;304;280;179;152;199;241;185;209;229;128;95
16/05/2021;ES52;1-;214;128;63;48;47;40;40;64;74;111;205;275
16/05/2021;ES52;1=;408;448;484;323;282;389;449;453;440;484;294;193
16/05/2021;ES52;2-;122;60;42;34;21;36;30;365;73;368;826;249
16/05/2021;ES52;2=;426;604;381;280;246;205;215;175;517;445;141;99
16/05/2021;ES53;1-;193;108;74;47;32;24;30;52;87;151;189;194
16/05/2021;ES53;1=;252;254;231;251;260;247;228;226;244;225;174;131
16/05/2021;ES53;2-;265;163;100;67;50;65;70;115;164;225;288;367
16/05/2021;ES53;2=;408;445;381;364;404;460;539;543;386;402;280;201
16/05/2021;ES54;1-;115;77;48;36;25;27;41;68;82;130;177;210
16/05/2021;ES54;1=;218;234;223;172;138;215;192;192;195;206;156;100
16/05/2021;ES54;2-;237;146;70;42;29;30;39;66;79;113;181;248
16/05/2021;ES54;2=;272;274;299;211;227;226;221;267;276;283;249;173
16/05/2021;ES55;1-;102;45;28;24;19;11;23;42;61;96;131;167
16/05/2021;ES55;1=;191;206;202;143;117;156;171;172;184;182;142;103
16/05/2021;ES55;2-;96;45;29;17;10;14;19;46;53;93;110;115
16/05/2021;ES55;2=;155;153;180;114;117;156;128;145;162;145;111;67
16/05/2021;ES56;1-;47;25;15;18;14;33;47;70;84;152;170;199
16/05/2021;ES56;1=;192;174;118;126;128;169;148;147;149;130;98;58
16/05/2021;ES56;2-;77;51;102;22;15;60;58;103;87;148;176;252
16/05/2021;ES56;2=;297;215;143;170;211;211;232;223;162;196;129;123
16/05/2021;ES57;1-;90;38;40;19;15;45;74;134;215;344;480;582
16/05/2021;ES57;1=;532;428;286;352;386;437;386;399;370;238;158;65
16/05/2021;ES57;2-;68;31;25;20;22;35;59;105;142;310;427;542
16/05/2021;ES57;2=;611;576;316;342;475;530;516;454;432;268;160;56
16/05/2021;ES58;1-;55;37;23;13;29;36;70;122;149;249;343;350
16/05/2021;ES58;1=;393;290;247;273;251;307;264;276;236;118;98;43
16/05/2021;ES58;2-;39;13;10;7;15;22;29;73;108;146;213;272
16/05/2021;ES58;2=;309;224;137;141;181;204;178;213;177;128;64;21
16/05/2021;ES59;1-;60;28;27;16;16;30;49;61;85;140;140;219
16/05/2021;ES59;1=;228;192;153;145;175;192;157;229;197;132;126;55
16/05/2021;ES59;2-;29;17;15;16;13;44;45;71;84;124;152;156
16/05/2021;ES59;2=;153;124;99;92;402;120;109;147;131;161;58;32
16/05/2021;ES60;1-;82;37;18;19;19;58;75;129;250;329;474;424
16/05/2021;ES60;1=;456;322;218;207;271;310;264;280;249;150;100;47
16/05/2021;ES60;2-;106;39;28;21;28;34;51;91;144;256;363;461
16/05/2021;ES60;2=;506;479;312;330;380;393;384;442;413;273;164;103
17/05/2021;ES01;1-;87;41;25;39;163;600;1823;2573;2090;1503;1574;1578
17/05/2021;ES01;1=;1761;2188;1539;1451;1493;1596;1705;1484;1506;1015;857;647
17/05/2021;ES01;2-;242;140;111;35;149;313;787;1353;1491;1252;1469;1390
17/05/2021;ES01;2=;1405;1407;1358;1301;1453;1615;1292;1099;748;520;403;413
17/05/2021;ES02;1-;322;152;110;75;129;312;857;416;1316;1255;1282;1246
17/05/2021;ES02;1=;1213;1168;728;1063;1188;1233;1240;1137;623;591;480;347
17/05/2021;ES02;2-;262;158;117;107;186;548;1242;1185;1164;1209;1169;1098
17/05/2021;ES02;2=;1079;1035;1038;1064;1114;1107;1052;1016;924;718;520;390
17/05/2021;ES03;1-;202;129;84;71;66;727;2502;1677;2464;2258;1801;1650
17/05/2021;ES03;1=;1529;1426;1650;1603;1508;1593;1565;1368;1159;1017;634;288
17/05/2021;ES03;2-;177;81;60;50;66;178;538;1033;840;1205;1240;1275
17/05/2021;ES03;2=;1406;1506;1415;1410;1686;1262;1343;1360;1181;773;503;256
17/05/2021;ES04;1-;100;83;55;49;38;266;960;907;1062;1103;857;814
17/05/2021;ES04;1=;886;854;905;946;891;902;915;1020;903;431;238;153
17/05/2021;ES04;2-;101;62;31;45;37;36;505;799;616;610;597;599
17/05/2021;ES04;2=;632;674;879;822;653;656;704;791;604;457;272;150
17/05/2021;ES05;1-;738;430;221;172;352;747;1321;1870;1936;2060;1997;2239
17/05/2021;ES05;1=;2520;2784;3436;3409;2639;2929;3133;3190;2745;1949;1519;1137
17/05/2021;ES05;2-;204;110;101;70;321;1213;1217;2388;2636;2577;2257;1899
17/05/2021;ES05;2=;1933;2009;2019;2058;2085;1862;2070;1841;1663;887;516;293
17/05/2021;ES06;1-;61;34;28;27;57;237;882;972;895;788;820;787
17/05/2021;ES06;1=;788;803;761;792;869;978;927;727;535;335;206;122
17/05/2021;ES06;2-;70;20;24;26;50;136;494;1004;883;629;722;766
17/05/2021;ES06;2=;744;869;787;845;867;874;720;639;391;345;142;153
17/05/2021;ES07;1-;451;109;62;53;57;177;757;2054;2720;2269;1768;2472
17/05/2021;ES07;1=;2704;2728;2717;3566;2970;3380;3805;3761;3194;2001;2106;1168
17/05/2021;ES07;2-;508;242;63;111;172;550;3435;4702;4036;1891;3033;2189
17/05/2021;ES07;2=;2551;2842;2856;2908;2815;2397;2725;2722;2534;2136;1590;845
17/05/2021;ES08;1-;449;363;248;228;250;470;964;1100;705;855;880;877
17/05/2021;ES08;1=;908;889;799;1187;808;858;799;891;805;670;661;584
17/05/2021;ES08;2-;424;214;148;125;435;905;1308;1339;1327;1312;1257;753
17/05/2021;ES08;2=;769;799;840;737;759;811;790;784;751;709;645;582
17/05/2021;ES09;1-;433;331;274;291;292;440;770;907;696;825;833;796
17/05/2021;ES09;1=;1137;787;812;775;768;802;776;1063;681;655;546;444
17/05/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES10;2-;214;93;69;54;61;167;402;713;689;616;579;540
17/05/2021;ES10;2=;609;664;460;649;589;561;718;612;590;496;400;229
17/05/2021;ES11;1-;1206;452;152;69;49;102;698;3958;6620;6328;5781;4346
17/05/2021;ES11;1=;3549;3573;4053;5374;4617;3779;3878;4044;3486;2882;2312;1315
17/05/2021;ES11;2-;1569;718;265;123;89;110;272;1353;3628;4701;4095;3112
17/05/2021;ES11;2=;3340;3666;3340;3930;4680;4309;5050;4997;4951;3144;3271;2204
17/05/2021;ES12;1-;429;91;228;226;347;944;1780;1554;1655;1849;1846;1657
17/05/2021;ES12;1=;1572;1598;1163;1931;1796;1376;1157;1813;1644;1253;831;715
17/05/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES13;1-;268;75;53;111;106;359;1081;1488;1485;1378;1360;1411
17/05/2021;ES13;1=;1426;1519;1278;1372;1355;1439;1402;1261;950;594;467;441
17/05/2021;ES13;2-;401;270;198;164;191;348;1099;1661;1671;1560;1643;1723
17/05/2021;ES13;2=;1768;1937;1580;1529;1605;1703;1626;1499;1045;752;590;643
17/05/2021;ES14;1-;33;33;16;9;17;63;221;470;467;367;367;400
17/05/2021;ES14;1=;380;424;328;368;381;378;318;279;211;152;98;46
17/05/2021;ES14;2-;19;8;1;8;12;33;124;268;261;308;335;378
17/05/2021;ES14;2=;304;368;226;330;338;323;299;237;223;108;71;47
17/05/2021;ES15;1-;76;23;36;14;42;196;760;1047;914;718;648;705
17/05/2021;ES15;1=;698;900;789;721;783;765;700;563;418;358;214;149
17/05/2021;ES15;2-;55;17;11;7;32;129;488;1006;1071;728;674;698
17/05/2021;ES15;2=;707;795;643;647;676;660;620;534;605;353;169;90
17/05/2021;ES16;1-;163;87;74;91;81;280;1046;1414;1408;1359;1420;1529
17/05/2021;ES16;1=;1506;1644;1459;1410;1454;1716;1529;1344;951;682;519;519
17/05/2021;ES16;2-;200;61;58;92;105;369;1284;1616;1574;1533;1466;1406
17/05/2021;ES16;2=;1393;1354;1251;1316;1319;1334;1244;1107;774;536;368;317
17/05/2021;ES17;1-;171;103;61;142;193;1096;2760;3126;2919;2798;2718;2595
17/05/2021;ES17;1=;2530;2549;2351;2557;2650;2678;2432;2215;1905;1158;686;538
17/05/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES18;1-;38;21;17;16;34;183;955;1232;1137;834;833;769
17/05/2021;ES18;1=;654;626;625;719;675;666;554;451;325;226;168;118
17/05/2021;ES18;2-;88;42;32;10;27;62;251;576;664;668;722;780
17/05/2021;ES18;2=;875;1095;822;733;884;990;998;867;593;320;218;101
17/05/2021;ES19;1-;193;69;40;47;76;218;542;836;1002;777;827;850
17/05/2021;ES19;1=;851;873;775;842;858;881;1185;708;529;381;256;290
17/05/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES20;1-;3195;2119;1279;398;532;418;1034;3743;8243;9953;9073;7617
17/05/2021;ES20;1=;8361;9139;9999;9999;9999;9999;9999;9999;9999;9214;7334;5064
17/05/2021;ES20;2-;3983;1939;738;385;361;590;2287;9626;9999;8554;8774;9095
17/05/2021;ES20;2=;9147;9095;9999;9999;9999;9715;9422;9773;9091;8068;6645;4452
17/05/2021;ES21;1-;99;24;14;23;39;130;502;1305;997;838;906;1001
17/05/2021;ES21;1=;1096;1176;908;999;979;1110;1034;920;610;355;319;204
17/05/2021;ES21;2-;100;24;40;21;76;273;888;1951;1900;1397;1334;1309
17/05/2021;ES21;2=;1310;1459;1307;1528;1557;1606;1303;1011;678;496;231;181
17/05/2021;ES22;1-;264;125;85;89;161;537;1364;1016;1632;1455;1153;1078
17/05/2021;ES22;1=;998;986;992;943;940;967;935;937;865;684;451;327
17/05/2021;ES22;2-;385;183;112;102;152;332;818;1134;882;1037;975;1090
17/05/2021;ES22;2=;1054;1159;1237;1279;1024;1147;1288;1310;1118;941;608;526
17/05/2021;ES23;1-;552;245;180;164;416;1536;3437;2991;3922;3644;2431;1627
17/05/2021;ES23;1=;2084;2165;2149;2020;2051;2037;1846;1862;1571;1276;969;639
17/05/2021;ES23;2-;1142;465;254;221;423;802;1298;1616;1645;1825;1842;1980
17/05/2021;ES23;2=;2406;2654;3023;2933;2321;2646;2905;2891;2408;1885;1429;1171
17/05/2021;ES24;1-;146;71;42;42;70;166;379;645;699;733;810;923
17/05/2021;ES24;1=;945;1034;873;797;980;1023;1035;891;726;505;349;194
17/05/2021;ES24;2-;88;47;39;31;82;307;1211;1290;1088;863;814;805
17/05/2021;ES24;2=;734;713;645;741;730;726;711;609;517;361;260;187
17/05/2021;ES25;1-;93;87;65;35;28;104;169;212;223;251;192;180
17/05/2021;ES25;1=;193;190;192;146;168;179;146;177;151;160;164;151
17/05/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES26;1-;150;104;59;43;43;121;219;269;230;309;330;406
17/05/2021;ES26;1=;349;375;329;276;268;289;311;310;262;269;199;195
17/05/2021;ES26;2-;174;107;52;67;68;116;191;240;260;338;378;383
17/05/2021;ES26;2=;372;390;381;349;328;326;364;356;311;303;252;147
17/05/2021;ES27;1-;356;281;193;167;165;436;1046;1035;1578;1790;1663;1775
17/05/2021;ES27;1=;1706;1660;1084;1542;1425;1486;1545;1568;1496;1115;921;761
17/05/2021;ES27;2-;564;385;76;99;421;751;634;859;965;1722;1895;1892
17/05/2021;ES27;2=;1890;1389;1743;1692;1762;1927;1842;1734;1412;1127;986;768
17/05/2021;ES28;1-;59;34;28;40;68;231;575;779;725;666;707;715
17/05/2021;ES28;1=;970;1138;792;668;804;858;739;657;423;283;186;163
17/05/2021;ES28;2-;65;40;36;58;109;379;1037;1419;1286;812;683;795
17/05/2021;ES28;2=;833;927;834;830;802;852;1147;946;724;333;299;194
17/05/2021;ES29;1-;665;276;149;134;453;1236;2348;1759;2477;2344;2080;2167
17/05/2021;ES29;1=;1880;1967;2034;1897;1870;1924;1905;1865;1782;1313;1020;788
17/05/2021;ES29;2-;639;251;103;100;338;880;2000;1506;1956;2221;1953;1872
17/05/2021;ES29;2=;1704;2077;2004;2033;1802;1948;1944;2064;1914;1356;1154;777
17/05/2021;ES30;1-;172;72;65;51;39;127;304;498;420;491;429;441
17/05/2021;ES30;1=;454;436;469;389;389;431;469;410;398;319;214;165
17/05/2021;ES30;2-;190;94;78;53;118;306;1022;1286;1009;1005;804;739
17/05/2021;ES30;2=;743;706;773;780;765;780;772;749;652;583;369;236
17/05/2021;ES31;1-;98;63;28;34;31;29;64;146;316;346;263;303
17/05/2021;ES31;1=;313;360;487;328;289;346;381;349;312;385;237;122
17/05/2021;ES31;2-;57;39;41;34;24;26;73;212;561;609;324;310
17/05/2021;ES31;2=;278;242;300;330;306;299;292;275;252;256;107;67
17/05/2021;ES32;1-;173;72;55;42;108;294;862;998;700;700;640;608
17/05/2021;ES32;1=;622;581;567;571;555;576;613;594;475;405;294;186
17/05/2021;ES32;2-;185;83;45;42;43;146;247;366;292;357;542;592
17/05/2021;ES32;2=;628;442;432;355;571;562;396;389;327;295;224;160
17/05/2021;ES33;1-;235;81;46;50;62;121;512;1164;1809;2156;1510;1297
17/05/2021;ES33;1=;1325;1380;1672;1440;1248;1446;1436;1496;1337;1055;674;368
17/05/2021;ES33;2-;171;59;51;36;37;55;158;595;1086;946;668;672
17/05/2021;ES33;2=;703;760;1277;1252;898;980;1152;1471;818;635;377;206
17/05/2021;ES34;1-;0;210;120;123;105;152;291;440;428;575;443;306
17/05/2021;ES34;1=;454;363;361;383;384;427;376;415;309;240;203;197
17/05/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES36;1-;99;43;26;30;106;358;1107;1994;1830;1424;1541;1632
17/05/2021;ES36;1=;1824;1910;1513;1497;1535;1698;1819;1560;1075;730;518;493
17/05/2021;ES36;2-;72;38;29;30;115;464;1530;2405;1968;1784;1893;1757
17/05/2021;ES36;2=;1800;1997;1869;1904;1933;2042;1707;1379;1047;1008;501;200
17/05/2021;ES37;1-;68;36;19;32;62;333;1095;1978;1730;1330;1441;1583
17/05/2021;ES37;1=;1829;2177;1709;1712;1927;2015;1893;1529;909;592;419;404
17/05/2021;ES37;2-;107;62;46;34;155;698;1800;2731;2413;1935;1712;1678
17/05/2021;ES37;2=;1685;1989;1835;1928;1782;1887;1689;1369;986;549;335;136
17/05/2021;ES38;1-;105;44;25;8;9;24;94;313;864;639;438;469
17/05/2021;ES38;1=;539;569;687;766;565;619;675;644;514;372;226;173
17/05/2021;ES38;2-;47;14;11;9;17;29;175;550;897;640;429;452
17/05/2021;ES38;2=;474;479;390;473;473;471;528;468;366;249;155;94
17/05/2021;ES39;1-;534;217;61;36;19;51;136;918;2258;3070;2258;1466
17/05/2021;ES39;1=;1417;1359;1485;2040;1748;1506;1548;1673;1555;1304;1037;573
17/05/2021;ES39;2-;388;199;136;23;38;40;88;477;1636;2170;1695;1296
17/05/2021;ES39;2=;1428;1423;1629;2074;2106;1788;2034;2145;1858;1381;1055;710
17/05/2021;ES40;1-;224;47;104;95;198;544;2174;2597;2429;2088;2203;2239
17/05/2021;ES40;1=;2373;2521;2247;2297;2363;2579;2424;2238;1744;1035;615;384
17/05/2021;ES40;2-;178;51;78;82;109;475;1262;1575;1526;1287;1278;1249
17/05/2021;ES40;2=;1431;1784;1468;1339;1534;1566;2217;1346;1603;959;608;366
17/05/2021;ES41;1-;119;76;96;62;148;410;942;1234;1016;903;1015;1049
17/05/2021;ES41;1=;1054;988;857;882;896;1033;967;870;676;490;302;206
17/05/2021;ES41;2-;94;54;38;56;104;228;634;955;1205;893;884;882
17/05/2021;ES41;2=;894;1044;1001;864;978;1071;942;768;611;398;274;162
17/05/2021;ES42;1-;106;76;18;48;55;166;493;999;849;692;751;768
17/05/2021;ES42;1=;792;791;661;683;783;868;813;665;433;394;253;178
17/05/2021;ES42;2-;125;69;19;36;36;156;514;991;1063;794;795;1089
17/05/2021;ES42;2=;790;811;651;721;813;1296;1274;921;700;279;190;218
17/05/2021;ES43;1-;217;133;99;74;88;129;415;885;1134;1034;859;801
17/05/2021;ES43;1=;822;780;714;658;720;829;825;795;727;557;387;235
17/05/2021;ES43;2-;319;190;113;32;16;70;99;389;498;539;458;481
17/05/2021;ES43;2=;527;635;508;600;636;518;653;638;524;460;346;231
17/05/2021;ES44;1-;393;258;186;161;234;428;929;1592;1970;1813;1988;2060
17/05/2021;ES44;1=;2118;2251;1861;1847;1923;2040;1944;1546;1610;722;516;610
17/05/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES45;1-;359;69;37;160;243;485;1519;2212;2051;1764;1872;1844
17/05/2021;ES45;1=;1975;1938;1789;1849;1791;1858;1954;1630;1194;768;668;613
17/05/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2021;ES46;1-;134;50;75;69;177;457;792;668;777;699;749;816
17/05/2021;ES46;1=;914;982;838;791;978;938;844;789;614;440;232;119
17/05/2021;ES46;2-;132;51;39;66;110;305;609;989;891;777;800;804
17/05/2021;ES46;2=;845;894;868;916;908;981;931;718;608;465;253;124
17/05/2021;ES47;1-;219;139;96;77;116;419;786;1057;940;950;979;1004
17/05/2021;ES47;1=;1009;1017;929;978;989;977;1063;955;827;680;456;350
17/05/2021;ES47;2-;185;120;102;100;140;362;698;792;846;838;871;920
17/05/2021;ES47;2=;896;838;857;914;979;990;944;838;732;529;374;285
17/05/2021;ES48;1-;67;41;25;40;127;784;1799;2276;1461;943;884;806
17/05/2021;ES48;1=;910;1062;921;866;857;905;812;644;495;388;209;113
17/05/2021;ES48;2-;87;36;51;39;104;262;479;744;872;620;692;778
