FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12
04/05/2021;ES42;2=;883;920;784;781;1327;1362;1376;1111;687;419;318;234
04/05/2021;ES43;1-;177;111;67;57;47;106;331;809;842;767;767;772
04/05/2021;ES43;1=;676;653;666;592;594;689;614;610;489;370;316;169
04/05/2021;ES43;2-;250;160;84;58;48;67;122;309;693;489;513;581
04/05/2021;ES43;2=;686;683;731;623;582;646;664;577;530;435;379;233
04/05/2021;ES44;1-;346;200;135;127;206;403;889;1482;1789;1829;1950;1997
04/05/2021;ES44;1=;2082;2198;2065;1839;1857;1945;1792;1729;1259;961;757;713
04/05/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
04/05/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
04/05/2021;ES45;1-;331;180;127;152;249;798;2733;3084;1845;1799;1814;1885
04/05/2021;ES45;1=;2167;2009;1865;1931;1962;1870;1756;1442;1644;913;681;747
04/05/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
04/05/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
04/05/2021;ES46;1-;108;46;43;61;170;433;759;705;753;759;814;980
04/05/2021;ES46;1=;985;1005;862;836;972;1020;932;798;541;520;278;176
04/05/2021;ES46;2-;109;70;46;51;98;311;573;1204;778;827;888;942
04/05/2021;ES46;2=;919;958;935;921;975;981;842;682;551;555;278;210
04/05/2021;ES47;1-;178;107;80;63;120;456;843;1211;1075;1022;1059;1093
04/05/2021;ES47;1=;1085;1094;1008;1092;1053;996;1085;1007;807;669;491;342
04/05/2021;ES47;2-;165;104;95;90;147;384;730;908;988;958;961;978
04/05/2021;ES47;2=;983;911;948;977;1033;1036;1009;915;734;565;435;315
04/05/2021;ES48;1-;71;41;37;34;132;792;2726;2953;2050;1120;1084;1008
04/05/2021;ES48;1=;1000;1055;903;921;985;935;765;605;511;438;195;155
04/05/2021;ES48;2-;71;31;51;30;103;240;438;571;745;778;918;967
04/05/2021;ES48;2=;981;1190;1026;918;1276;2772;1586;742;571;447;223;146
04/05/2021;ES49;1-;84;47;31;17;46;230;1218;776;693;764;777;836
04/05/2021;ES49;1=;800;805;697;675;723;761;661;574;414;334;193;215
04/05/2021;ES49;2-;97;54;29;27;41;36;56;246;359;445;471;537
04/05/2021;ES49;2=;557;541;673;813;532;513;833;890;742;450;282;167
04/05/2021;ES50;1-;44;30;32;18;23;78;235;387;454;333;321;321
04/05/2021;ES50;1=;360;367;386;349;319;360;363;352;319;257;175;152
04/05/2021;ES50;2-;41;26;26;16;24;95;275;214;437;517;546;492
04/05/2021;ES50;2=;518;514;473;454;440;399;457;369;300;253;138;120
04/05/2021;ES51;1-;52;39;35;21;37;119;261;496;688;470;543;558
04/05/2021;ES51;1=;529;554;646;610;484;751;774;457;380;310;202;131
04/05/2021;ES51;2-;28;26;31;17;61;182;663;1018;766;616;694;722
04/05/2021;ES51;2=;838;523;424;708;751;821;790;734;348;227;139;99
04/05/2021;ES52;1-;51;20;17;11;37;92;469;931;918;730;738;728
04/05/2021;ES52;1=;676;796;793;735;773;841;825;782;495;368;251;148
04/05/2021;ES52;2-;43;28;14;9;34;103;507;853;388;374;360;365
04/05/2021;ES52;2=;399;471;336;367;515;499;428;413;363;251;156;106
04/05/2021;ES53;1-;115;85;56;40;29;29;69;140;240;268;228;258
04/05/2021;ES53;1=;293;292;270;240;261;298;290;336;280;221;181;157
04/05/2021;ES53;2-;170;120;81;72;68;76;230;390;392;420;409;422
04/05/2021;ES53;2=;473;414;478;438;424;484;478;494;422;336;271;248
04/05/2021;ES54;1-;77;44;31;22;15;45;108;236;313;291;218;287
04/05/2021;ES54;1=;314;269;254;252;293;269;298;275;277;194;151;97
04/05/2021;ES54;2-;129;74;43;33;19;24;54;191;257;295;335;385
04/05/2021;ES54;2=;377;350;375;343;392;392;429;396;378;283;262;197
04/05/2021;ES55;1-;47;27;16;14;10;18;91;165;201;269;277;290
04/05/2021;ES55;1=;305;323;301;285;316;325;322;273;244;195;157;97
04/05/2021;ES55;2-;26;20;12;7;14;25;107;161;154;206;235;239
04/05/2021;ES55;2=;284;259;261;229;226;276;280;262;205;207;125;87
04/05/2021;ES56;1-;33;20;13;20;41;110;459;669;570;361;412;398
04/05/2021;ES56;1=;415;571;631;490;806;1028;825;524;212;180;92;73
04/05/2021;ES56;2-;44;9;11;7;47;204;721;1230;794;201;139;515
04/05/2021;ES56;2=;477;527;434;464;477;177;303;422;289;220;111;56
04/05/2021;ES57;1-;48;21;25;33;65;185;700;1019;818;528;619;610
04/05/2021;ES57;1=;667;754;710;660;737;760;653;521;359;417;250;150
04/05/2021;ES57;2-;39;24;16;24;50;161;577;1045;612;604;603;649
04/05/2021;ES57;2=;643;765;666;612;710;704;968;507;337;191;170;93
04/05/2021;ES58;1-;39;21;15;9;30;113;345;631;536;360;370;419
04/05/2021;ES58;1=;415;462;436;355;454;756;683;476;241;156;148;77
04/05/2021;ES58;2-;21;4;9;15;33;85;279;455;444;283;288;308
04/05/2021;ES58;2=;337;318;275;261;440;324;348;287;181;129;71;55
04/05/2021;ES59;1-;32;19;18;11;28;96;174;196;222;261;243;282
04/05/2021;ES59;1=;255;262;269;296;326;332;280;217;185;181;94;60
04/05/2021;ES59;2-;18;12;16;19;34;129;180;190;202;201;187;204
04/05/2021;ES59;2=;194;198;191;206;235;225;197;177;105;97;73;41
04/05/2021;ES60;1-;38;27;27;21;48;180;930;1353;1090;603;562;596
04/05/2021;ES60;1=;542;458;455;728;560;539;478;601;377;153;144;86
04/05/2021;ES60;2-;63;33;27;24;29;95;417;858;735;549;624;645
04/05/2021;ES60;2=;715;740;686;565;635;643;941;869;616;262;238;143
05/05/2021;ES01;1-;366;212;133;102;175;582;1766;2644;2453;1904;1711;1786
05/05/2021;ES01;1=;1931;2377;1659;1641;1673;1773;1847;1545;1788;1230;1149;1013
05/05/2021;ES01;2-;260;158;105;95;149;320;727;1362;1499;1410;1508;1515
05/05/2021;ES01;2=;1619;1390;1552;1446;1551;1647;1564;1226;1225;853;580;610
05/05/2021;ES02;1-;205;158;75;54;129;298;898;1203;1371;1258;706;766
05/05/2021;ES02;1=;732;661;1096;589;608;700;652;732;627;532;472;466
05/05/2021;ES02;2-;271;164;108;129;215;625;1417;1483;1455;1349;1263;1293
05/05/2021;ES02;2=;1176;1198;1179;1234;1215;1159;1137;1112;1029;781;681;533
05/05/2021;ES03;1-;159;84;88;78;148;851;2868;2849;2767;2714;2162;1783
05/05/2021;ES03;1=;1699;1558;1777;1858;1694;1786;1640;1479;1279;1059;619;499
05/05/2021;ES03;2-;123;72;63;39;68;190;599;1255;904;1086;1162;1354
05/05/2021;ES03;2=;1543;1495;1775;1732;1868;1468;1439;1449;1381;790;505;412
05/05/2021;ES04;1-;83;67;59;42;40;286;1115;935;1163;1179;842;941
05/05/2021;ES04;1=;679;838;992;922;947;964;964;1029;957;550;369;215
05/05/2021;ES04;2-;70;42;44;12;28;168;514;949;634;627;612;672
05/05/2021;ES04;2=;691;1187;951;882;738;1184;839;861;793;518;259;216
05/05/2021;ES05;1-;736;499;349;256;379;739;1413;2065;1961;2097;2128;2387
05/05/2021;ES05;1=;2611;2972;3531;3519;2956;3157;3339;3416;3088;2113;1581;1617
05/05/2021;ES05;2-;161;117;91;73;348;1333;2323;2073;2176;1889;1908;1945
05/05/2021;ES05;2=;1787;1772;1901;2053;1966;1913;1622;1735;1639;1098;789;371
05/05/2021;ES06;1-;56;29;29;25;59;255;998;1034;995;872;851;878
05/05/2021;ES06;1=;860;881;852;876;921;1020;1058;821;583;369;255;173
05/05/2021;ES06;2-;83;42;26;16;52;194;492;901;773;693;724;712
05/05/2021;ES06;2=;680;900;907;890;839;938;876;578;567;392;188;201
05/05/2021;ES07;1-;734;356;190;135;56;136;588;1538;2950;2532;1693;2207
05/05/2021;ES07;1=;2370;2616;3584;3232;2295;2554;2939;4046;3586;2820;2135;1446
05/05/2021;ES07;2-;452;208;100;94;172;515;2639;3805;3366;4116;2293;2193
05/05/2021;ES07;2=;2191;2347;2870;2386;2275;2386;2460;2298;2059;1563;967;843
05/05/2021;ES08;1-;553;386;228;232;283;501;1078;1220;1193;853;919;938
05/05/2021;ES08;1=;914;874;1214;1291;868;865;889;1282;1240;1043;981;981
05/05/2021;ES08;2-;325;133;123;95;414;877;1493;1407;1324;1311;1188;1219
05/05/2021;ES08;2=;745;847;1334;1357;732;760;760;1186;774;1012;662;559
05/05/2021;ES09;1-;533;357;280;281;330;500;911;1083;1169;1245;859;807
05/05/2021;ES09;1=;941;844;859;853;1188;771;804;806;753;921;825;528
05/05/2021;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES10;2-;215;127;86;69;67;146;430;656;677;650;567;558
05/05/2021;ES10;2=;577;667;643;679;652;710;656;687;627;523;446;244
05/05/2021;ES11;1-;716;594;253;125;91;137;682;4072;6681;6408;5721;4527
05/05/2021;ES11;1=;3648;3600;4101;5494;4977;3968;3769;4112;3549;3137;2204;1455
05/05/2021;ES11;2-;1000;684;310;174;100;110;283;1428;3581;4805;4081;3350
05/05/2021;ES11;2=;3424;3721;4366;5698;5376;5089;5653;5495;5048;4511;2770;2165
05/05/2021;ES12;1-;462;298;238;235;363;958;1909;1406;1656;1574;1663;1252
05/05/2021;ES12;1=;1544;881;1651;1695;1630;1411;1049;1531;1522;1320;1141;1056
05/05/2021;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES13;1-;317;192;141;125;151;384;1115;1452;1580;1516;1478;1515
05/05/2021;ES13;1=;1496;1664;1443;1453;1445;1604;1500;1457;927;701;667;665
05/05/2021;ES13;2-;438;295;195;156;191;383;1105;1709;1823;1709;1717;1692
05/05/2021;ES13;2=;1848;2092;1764;1665;1718;1824;1874;1670;1718;919;797;946
05/05/2021;ES14;1-;50;32;4;5;29;62;236;550;496;415;451;425
05/05/2021;ES14;1=;474;422;379;452;417;370;358;351;219;160;134;151
05/05/2021;ES14;2-;33;16;4;8;20;38;114;274;262;349;334;374
05/05/2021;ES14;2=;395;402;303;354;334;358;341;290;250;103;85;87
05/05/2021;ES15;1-;90;52;33;37;43;220;778;1110;964;775;763;730
05/05/2021;ES15;1=;744;936;898;808;784;803;759;718;390;254;229;211
05/05/2021;ES15;2-;49;29;7;13;28;131;500;999;1122;863;776;763
05/05/2021;ES15;2=;763;850;717;678;729;730;654;623;666;363;159;122
05/05/2021;ES16;1-;332;200;122;105;128;276;955;1534;1362;1384;1551;1643
05/05/2021;ES16;1=;1661;1667;1594;1513;1597;1625;1601;1522;1575;793;674;834
05/05/2021;ES16;2-;219;135;94;93;130;395;1248;1575;1588;1540;1494;1514
05/05/2021;ES16;2=;1381;1387;1281;1459;1352;1410;1328;1167;1232;558;430;477
05/05/2021;ES17;1-;295;185;140;147;296;1046;2713;3180;3082;2895;2673;2760
05/05/2021;ES17;1=;2672;2636;2489;2572;2804;2817;2598;2566;1612;1201;899;701
05/05/2021;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES18;1-;66;37;19;16;45;190;1538;1127;1071;885;820;763
05/05/2021;ES18;1=;670;677;606;684;760;664;583;531;305;238;153;171
05/05/2021;ES18;2-;114;67;46;35;36;61;253;565;689;764;778;882
05/05/2021;ES18;2=;998;1114;905;829;947;1025;1112;962;926;537;327;316
05/05/2021;ES19;1-;210;130;106;91;124;193;507;896;1023;881;875;946
05/05/2021;ES19;1=;874;914;863;905;928;959;945;1205;892;627;345;373
05/05/2021;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES20;1-;3035;2367;1176;661;537;476;1068;3729;8270;9669;9340;8215
05/05/2021;ES20;1=;8663;9331;9999;9999;9999;9999;9999;9999;9999;9999;7235;5685
05/05/2021;ES20;2-;2400;1820;863;508;430;564;2123;9705;9999;8927;8511;9999
05/05/2021;ES20;2=;9503;9229;9995;9999;9999;9999;9999;9999;9023;8683;6438;4487
05/05/2021;ES21;1-;113;61;37;34;42;136;1283;1383;1066;847;997;1068
05/05/2021;ES21;1=;1164;1260;974;984;1146;1164;1125;1015;602;558;351;326
05/05/2021;ES21;2-;107;69;41;39;53;268;925;1954;1964;1552;1540;1488
05/05/2021;ES21;2=;1488;1620;1449;1558;1596;1667;2254;1126;1057;584;302;267
05/05/2021;ES22;1-;150;83;68;78;157;590;1529;1775;1759;1519;1260;1162
05/05/2021;ES22;1=;1096;1095;1118;1024;1021;1045;993;1022;893;643;499;445
05/05/2021;ES22;2-;259;129;124;78;144;352;911;1283;1290;1018;1029;1082
05/05/2021;ES22;2=;1150;1190;1370;1306;1177;1285;1291;1389;1203;905;699;645
05/05/2021;ES23;1-;336;285;222;222;441;1662;3907;3097;3688;3824;3276;2700
05/05/2021;ES23;1=;2578;2396;2516;2216;2283;2194;2223;2076;1814;1232;1029;837
05/05/2021;ES23;2-;742;584;408;332;460;807;1434;1838;1493;1726;1882;2336
05/05/2021;ES23;2=;2480;2753;3153;3049;2545;2797;2959;2884;2654;1940;1550;1697
05/05/2021;ES24;1-;179;102;36;34;62;160;416;744;781;836;942;1030
05/05/2021;ES24;1=;1077;1145;977;907;1066;1108;1142;1047;755;529;421;245
05/05/2021;ES24;2-;131;90;47;54;80;339;1348;1494;1252;975;910;870
05/05/2021;ES24;2=;804;749;707;837;796;803;805;702;570;415;322;277
05/05/2021;ES25;1-;117;100;68;0;0;129;196;244;258;283;276;206
05/05/2021;ES25;1=;217;194;199;186;178;161;160;171;192;159;143;123
05/05/2021;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES26;1-;189;138;104;81;90;131;247;314;256;314;272;374
05/05/2021;ES26;1=;331;367;311;269;317;340;364;318;298;259;214;230
05/05/2021;ES26;2-;100;99;71;71;85;135;226;279;256;338;335;379
05/05/2021;ES26;2=;368;415;356;361;354;351;431;376;342;288;273;287
05/05/2021;ES27;1-;440;193;147;139;205;489;1259;1690;1638;1835;1694;1795
05/05/2021;ES27;1=;1743;1825;1733;1545;1580;1588;1720;1595;1676;1182;1011;991
05/05/2021;ES27;2-;115;368;308;334;430;796;609;712;1951;1928;1886;2035
05/05/2021;ES27;2=;2049;2154;1965;1877;1974;1124;1929;1890;1644;1325;1217;982
05/05/2021;ES28;1-;102;58;45;32;57;229;577;853;830;735;716;778
05/05/2021;ES28;1=;993;1292;847;724;1267;1350;855;713;433;345;292;227
05/05/2021;ES28;2-;98;62;39;58;105;372;1037;1501;1466;916;811;792
05/05/2021;ES28;2=;867;963;830;823;851;1289;1252;1064;772;524;342;234
05/05/2021;ES29;1-;330;195;148;155;462;1328;2528;1834;2485;2324;1976;1959
05/05/2021;ES29;1=;1871;2033;2078;1991;1911;1967;1909;1903;1775;1278;1041;976
05/05/2021;ES29;2-;295;213;126;94;326;1139;2219;2586;1988;2248;2198;1965
05/05/2021;ES29;2=;2026;2029;2099;2018;1946;2000;2090;2101;1967;1377;1085;945
05/05/2021;ES30;1-;101;44;47;36;65;128;354;592;452;494;417;426
05/05/2021;ES30;1=;467;491;495;420;625;465;457;483;396;324;242;233
05/05/2021;ES30;2-;121;70;75;70;118;343;1157;1560;1145;1072;829;817
05/05/2021;ES30;2=;823;736;796;833;796;834;760;784;706;591;377;332
05/05/2021;ES31;1-;93;60;40;38;39;44;65;135;331;308;274;350
05/05/2021;ES31;1=;317;397;530;339;296;361;431;346;368;403;248;124
05/05/2021;ES31;2-;66;48;27;34;29;27;94;204;554;635;325;346
05/05/2021;ES31;2=;277;291;341;343;293;320;327;326;275;174;129;80
05/05/2021;ES32;1-;105;91;66;63;104;312;944;1140;734;700;671;659
05/05/2021;ES32;1=;645;653;568;638;635;631;574;596;522;404;298;235
05/05/2021;ES32;2-;150;83;39;42;65;126;273;415;306;371;586;638
05/05/2021;ES32;2=;685;521;458;420;606;416;431;408;375;291;243;264
05/05/2021;ES33;1-;128;61;41;39;66;110;488;1611;2244;2006;1694;1471
05/05/2021;ES33;1=;1341;1499;1773;1510;1381;1426;1664;1495;1381;939;610;459
05/05/2021;ES33;2-;105;77;42;30;33;43;156;583;1062;969;737;696
05/05/2021;ES33;2=;763;878;1315;1378;1089;1126;1195;1140;935;635;390;322
05/05/2021;ES34;1-;218;164;143;125;176;191;345;536;434;543;391;434
05/05/2021;ES34;1=;453;435;393;444;471;396;411;392;373;314;270;282
05/05/2021;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES36;1-;255;133;91;70;79;327;2044;2033;2003;1561;1702;1724
05/05/2021;ES36;1=;1902;2159;1692;1703;1632;1826;1825;1830;1108;840;804;838
05/05/2021;ES36;2-;174;102;36;32;92;456;1597;2391;2476;2196;2127;2057
05/05/2021;ES36;2=;2003;2260;2083;2161;2139;2318;2114;1642;1572;691;625;483
05/05/2021;ES37;1-;222;122;28;74;80;323;1057;2065;1867;1457;1643;1779
05/05/2021;ES37;1=;2001;2182;1874;1808;2071;2155;2046;1711;987;744;659;599
05/05/2021;ES37;2-;123;64;49;37;157;723;1809;2766;2553;2167;1971;1807
05/05/2021;ES37;2=;1963;2179;1915;2227;1991;2129;1838;1554;920;624;443;339
05/05/2021;ES38;1-;113;46;22;14;14;22;110;331;824;715;494;553
05/05/2021;ES38;1=;585;648;715;708;640;748;714;709;575;361;231;167
05/05/2021;ES38;2-;54;24;12;12;18;42;179;586;859;628;516;503
05/05/2021;ES38;2=;488;465;549;450;562;528;579;504;418;233;164;100
05/05/2021;ES39;1-;289;263;121;53;46;61;116;909;2261;2889;2545;1646
05/05/2021;ES39;1=;1423;1424;1515;2134;1846;1601;1617;1792;1588;1414;978;640
05/05/2021;ES39;2-;316;320;135;59;35;57;100;513;1710;2218;1732;1387
05/05/2021;ES39;2=;1412;1531;1720;2217;2239;1982;2223;2239;1876;1689;1033;779
05/05/2021;ES40;1-;212;135;98;107;216;586;2470;3205;2709;2496;2480;2559
05/05/2021;ES40;1=;2641;2748;2573;2601;2713;2765;2595;2527;1968;1124;790;535
05/05/2021;ES40;2-;193;112;80;96;182;498;1289;1657;1624;1475;1398;1397
05/05/2021;ES40;2=;1489;1905;1649;1505;1580;1689;1744;1580;1714;1051;507;540
05/05/2021;ES41;1-;154;100;85;83;127;409;899;966;872;1062;1097;1165
05/05/2021;ES41;1=;1152;1128;967;956;939;1082;1000;977;680;517;443;304
05/05/2021;ES41;2-;147;94;66;67;104;224;608;970;1152;944;942;960
05/05/2021;ES41;2=;942;1134;1036;933;1027;1056;992;866;577;429;326;274
05/05/2021;ES42;1-;121;74;58;52;82;186;506;996;865;763;760;784
05/05/2021;ES42;1=;923;873;744;769;774;918;791;719;687;326;357;278
05/05/2021;ES42;2-;118;71;38;27;51;177;727;1530;1667;928;1281;1286
05/05/2021;ES42;2=;900;974;753;1168;1357;1370;1364;1101;761;324;252;291
05/05/2021;ES43;1-;205;123;79;30;45;104;335;862;1066;882;751;727
05/05/2021;ES43;1=;670;634;659;614;647;703;612;606;559;369;289;200
05/05/2021;ES43;2-;291;167;96;67;54;68;94;363;524;484;455;583
05/05/2021;ES43;2=;594;584;687;680;645;599;644;654;577;428;349;330
05/05/2021;ES44;1-;431;270;177;140;237;453;924;1665;1934;1917;2041;2107
05/05/2021;ES44;1=;2210;2274;2096;1977;1985;2236;2155;1743;1814;1201;715;860
05/05/2021;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES45;1-;463;302;217;192;321;799;2733;2307;2050;1925;1935;2003
05/05/2021;ES45;1=;1890;2042;1842;1963;2041;2023;1992;1864;1818;962;825;976
05/05/2021;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0
05/05/2021;ES46;1-;105;75;60;84;171;461;779;861;906;779;772;815
05/05/2021;ES46;1=;880;1009;818;829;960;955;920;857;572;413;250;198
05/05/2021;ES46;2-;115;77;53;78;108;302;604;1035;962;806;739;807
05/05/2021;ES46;2=;844;905;899;949;833;943;846;772;598;480;267;234
05/05/2021;ES47;1-;198;119;89;67;124;456;855;1186;1071;1004;1060;1092
05/05/2021;ES47;1=;1082;1054;1028;1073;1026;1017;1088;1032;839;719;527;396
05/05/2021;ES47;2-;175;121;92;98;149;382;761;875;975;942;951;974
05/05/2021;ES47;2=;983;927;974;966;1041;1017;1003;952;784;574;446;351
05/05/2021;ES48;1-;74;42;37;29;132;820;1912;2301;1728;1059;963;882
05/05/2021;ES48;1=;921;1111;932;984;911;931;816;717;488;376;241;167
05/05/2021;ES48;2-;88;48;40;37;102;275;502;761;789;731;788;865
05/05/2021;ES48;2=;889;1272;1143;948;54;2027;1676;851;540;398;236;157
05/05/2021;ES49;1-;93;50;31;28;43;252;1033;1206;1120;903;745;729
05/05/2021;ES49;1=;721;759;725;742;776;740;676;602;436;410;231;219
05/05/2021;ES49;2-;103;69;55;40;33;26;64;220;397;480;506;435
05/05/2021;ES49;2=;479;482;622;750;479;570;712;793;470;358;296;138
05/05/2021;ES50;1-;58;54;22;16;37;77;214;352;452;306;333;369
05/05/2021;ES50;1=;382;354;380;320;339;510;527;381;356;262;179;174
05/05/2021;ES50;2-;53;26;32;24;40;94;77;516;579;662;532;484
05/05/2021;ES50;2=;500;420;464;488;434;475;557;481;319;230;183;152
05/05/2021;ES51;1-;60;20;46;38;41;103;103;245;475;699;600;533
05/05/2021;ES51;1=;553;565;550;576;438;548;578;616;472;298;220;167
05/05/2021;ES51;2-;34;40;25;28;59;155;567;953;743;469;619;673
05/05/2021;ES51;2=;765;681;411;627;662;691;765;698;375;262;215;128
05/05/2021;ES52;1-;63;37;14;15;42;93;467;923;787;954;686;547
05/05/2021;ES52;1=;626;680;731;650;729;780;704;732;616;419;255;94
05/05/2021;ES52;2-;40;31;18;20;33;102;497;853;590;207;334;326
05/05/2021;ES52;2=;328;341;471;365;526;450;469;411;397;226;136;131
05/05/2021;ES53;1-;117;84;59;39;30;38;72;140;235;254;243;250
05/05/2021;ES53;1=;275;268;251;248;277;283;282;289;292;205;188;137
05/05/2021;ES53;2-;168;125;83;47;69;81;247;467;466;480;430;459
05/05/2021;ES53;2=;432;459;486;433;424;479;459;444;459;355;298;170
05/05/2021;ES54;1-;74;47;30;24;22;24;108;240;316;304;274;273
05/05/2021;ES54;1=;282;266;298;280;231;303;256;266;283;212;145;100
05/05/2021;ES54;2-;124;76;44;32;27;25;71;192;323;396;294;337
05/05/2021;ES54;2=;352;348;396;344;375;356;372;447;394;304;235;185
05/05/2021;ES55;1-;30;29;16;9;9;23;96;170;281;300;263;274
05/05/2021;ES55;1=;311;292;262;270;291;264;362;326;249;188;133;84
05/05/2021;ES55;2-;24;23;10;14;11;25;102;153;238;262;222;246
05/05/2021;ES55;2=;257;287;260;289;212;285;269;309;191;173;129;69
05/05/2021;ES56;1-;30;18;11;15;35;133;355;549;430;323;345;374
05/05/2021;ES56;1=;393;620;654;472;790;1020;554;388;243;158;125;76
05/05/2021;ES56;2-;31;15;16;12;62;235;760;1139;787;437;445;413
05/05/2021;ES56;2=;448;601;509;474;455;432;406;431;275;214;122;68
05/05/2021;ES57;1-;56;12;17;34;65;167;488;818;807;512;538;490
05/05/2021;ES57;1=;725;783;740;651;873;761;675;590;389;296;262;167
05/05/2021;ES57;2-;41;23;12;20;33;130;443;946;777;560;494;609
05/05/2021;ES57;2=;610;766;658;736;716;679;726;597;361;309;175;108
05/05/2021;ES58;1-;44;20;16;13;34;122;249;521;399;337;372;383
05/05/2021;ES58;1=;349;437;393;449;467;771;682;359;223;168;150;95
05/05/2021;ES58;2-;23;5;5;9;21;70;283;465;377;218;211;266
05/05/2021;ES58;2=;309;298;239;249;355;461;354;307;279;170;104;56
05/05/2021;ES59;1-;32;19;19;11;26;107;163;232;198;264;267;277
05/05/2021;ES59;1=;184;259;264;291;287;354;314;290;179;156;108;66
05/05/2021;ES59;2-;20;14;20;14;36;132;196;211;208;217;219;162
05/05/2021;ES59;2=;179;230;219;183;163;219;195;185;183;82;56;41
05/05/2021;ES60;1-;45;33;12;32;50;245;652;1045;838;525;560;592
05/05/2021;ES60;1=;539;494;469;537;633;526;481;401;370;177;154;103
05/05/2021;ES60;2-;66;42;28;27;36;104;310;726;722;518;560;620
05/05/2021;ES60;2=;715;812;683;678;739;638;748;633;644;411;178;172
06/05/2021;ES01;1-;524;307;196;153;209;578;1833;2669;2377;1886;1863;1919
06/05/2021;ES01;1=;1988;2289;1626;1568;1719;1778;1818;1716;1810;985;902;1229
06/05/2021;ES01;2-;390;259;185;146;191;297;729;1318;1519;1464;1461;1555
06/05/2021;ES01;2=;1565;1562;1468;1409;1585;1399;1560;1263;1390;706;703;761
06/05/2021;ES02;1-;319;205;74;61;150;308;872;1191;720;822;752;733
06/05/2021;ES02;1=;717;707;775;595;596;697;730;788;667;560;532;489
06/05/2021;ES02;2-;328;198;136;142;230;632;1420;1472;1411;1326;1277;1268
06/05/2021;ES02;2=;1194;1170;1178;1146;1142;1114;1078;1146;1131;918;744;691
06/05/2021;ES03;1-;225;98;80;105;161;824;2869;2867;2763;2689;2061;1774
06/05/2021;ES03;1=;1669;1624;1806;1673;1667;1850;1648;1570;1373;1101;821;512
06/05/2021;ES03;2-;198;73;64;41;81;189;604;1242;807;1048;1116;1842
06/05/2021;ES03;2=;1998;2178;1923;1738;1960;1363;1414;1385;1210;878;647;446
06/05/2021;ES04;1-;98;64;45;45;50;268;1154;941;1220;1154;933;859
06/05/2021;ES04;1=;907;875;948;1004;989;971;977;1036;1003;731;509;373
06/05/2021;ES04;2-;126;60;38;26;32;158;508;920;641;686;604;661
06/05/2021;ES04;2=;710;1201;947;907;701;792;825;894;746;581;365;281
06/05/2021;ES05;1-;973;608;460;343;424;774;1434;2060;1907;2111;2192;2468
06/05/2021;ES05;1=;2610;3035;3457;3542;3031;3269;3323;3430;3197;2560;2065;1970
06/05/2021;ES05;2-;177;102;73;114;339;1306;2350;2151;2386;2254;2174;2024
06/05/2021;ES05;2=;1905;1827;1970;1911;1932;1857;1848;2006;1695;1212;998;580
06/05/2021;ES06;1-;101;48;33;27;62;252;1015;1162;1001;867;884;888
06/05/2021;ES06;1=;871;941;988;898;910;949;928;779;671;458;363;226
06/05/2021;ES06;2-;104;58;37;30;37;190;468;877;800;668;743;728
06/05/2021;ES06;2=;770;888;843;838;880;936;845;657;634;437;299;257
06/05/2021;ES07;1-;886;476;274;188;144;220;635;1756;2189;1956;1588;1805
06/05/2021;ES07;1=;1989;2688;3568;3621;2666;2894;3388;2876;2461;2949;2212;1366
06/05/2021;ES07;2-;504;255;136;118;191;542;3000;4361;3799;3396;2573;2297
06/05/2021;ES07;2=;2189;2341;3190;2808;2297;2368;2310;3000;2990;2566;1601;948
06/05/2021;ES08;1-;710;495;321;290;320;524;1076;1237;1175;945;886;917
06/05/2021;ES08;1=;936;931;824;845;1284;913;867;852;920;1178;754;1200
06/05/2021;ES08;2-;655;569;118;100;80;883;1398;1431;1273;1236;1232;1183
