IdTrafficLight,installDate,longitude,latitude,IdCross
53380,Mon Apr 24 00:00:00 Cet 1967,-3.69595207567098,40.42823215896,36
54146,Fri Jan 01 00:00:00 Cet 1960,-3.69592506171117,40.42817019983,36
5264,Mon Jun 03 00:00:00 Cest 2019,-3.70919047059826,40.4242240155854,176
50280,Sat Mar 14 00:00:00 Cet 1964,-3.70843452303096,40.416063320051,116
55691,,-3.69832627299938,40.4182017522867,31
55518,Fri Jan 01 00:00:00 Cet 1960,-3.69838464543741,40.4182912021185,31
50281,Fri Jan 01 00:00:00 Cet 1960,-3.69826163144743,40.4181129485968,31
50284,Fri Jan 01 00:00:00 Cet 1960,-3.69403219296877,40.4190750459744,29
52157,Fri Jan 01 00:00:00 Cet 1960,-3.69398702871886,40.4190318278053,29
50283,Fri Jan 01 00:00:00 Cet 1960,-3.69413394887125,40.4190507934999,29
1793,Sat Mar 14 00:00:00 Cet 1964,-3.70872451251705,40.4160190138483,116
26485,Fri Jan 01 00:00:00 Cet 1960,-3.71061668070241,40.4233051602828,39
50282,Fri Jan 01 00:00:00 Cet 1960,-3.69686148055073,40.4184858684018,30
56395,,-3.71651901073022,40.4043382999205,775
56396,,-3.71649786290369,40.40437696556,775
39732,Thu Oct 14 00:00:00 Cet 1971,-3.71104115302435,40.4024317782791,463
56391,,-3.71648043087664,40.4043569274525,775
43318,Fri Jul 26 00:00:00 Cest 2019,-3.71587197144075,40.4042728448247,775
43317,Sun Jan 01 00:00:00 Cet 1978,-3.71596391967802,40.404182936901,775
43316,Sun Jan 01 00:00:00 Cet 1978,-3.71654307194817,40.4043990943818,775
31069,Wed Oct 11 00:00:00 Cet 1972,-3.71855653384291,40.4105971332993,529
55083,Sun Jan 01 00:00:00 Cet 1978,-3.72056612759702,40.4042262077856,776
4294,Sun Jan 01 00:00:00 Cet 1978,-3.72049947743257,40.4038690195967,776
56315,Sun Jan 01 00:00:00 Cet 1978,-3.72047323972213,40.4038090370657,776
56317,Sun Jan 01 00:00:00 Cet 1978,-3.72066099628706,40.4038749514116,776
45400,Mon Feb 26 00:00:00 Cet 2018,-3.6983755560373,40.3934036932494,413
45399,Mon Feb 26 00:00:00 Cet 2018,-3.69821345926555,40.393249796332,413
663,Mon Feb 26 00:00:00 Cet 2018,-3.69896280893959,40.3937962822287,413
56318,Sun Jan 01 00:00:00 Cet 1978,-3.72015099513812,40.403949466766,776
