municipio_codigo,municipio_nombre,sexo,min_edad,max_edad,poblacion_empadronada
001,Acebeda (La),Hombre,0,4,0
001,Acebeda (La),Hombre,5,9,1
001,Acebeda (La),Hombre,10,14,0
001,Acebeda (La),Hombre,15,19,1
001,Acebeda (La),Hombre,20,24,0
001,Acebeda (La),Hombre,25,29,1
001,Acebeda (La),Hombre,30,34,2
001,Acebeda (La),Hombre,35,39,0
001,Acebeda (La),Hombre,40,44,2
001,Acebeda (La),Hombre,45,49,2
001,Acebeda (La),Hombre,50,54,3
001,Acebeda (La),Hombre,55,59,4
001,Acebeda (La),Hombre,60,64,5
001,Acebeda (La),Hombre,65,69,5
001,Acebeda (La),Hombre,70,74,2
001,Acebeda (La),Hombre,75,79,3
001,Acebeda (La),Hombre,80,84,3
001,Acebeda (La),Hombre,85,89,2
001,Acebeda (La),Hombre,90,94,0
001,Acebeda (La),Hombre,95,99,1
001,Acebeda (La),Hombre,100,199,0
001,Acebeda (La),Mujer,0,4,1
001,Acebeda (La),Mujer,5,9,0
001,Acebeda (La),Mujer,10,14,0
001,Acebeda (La),Mujer,15,19,1
001,Acebeda (La),Mujer,20,24,0
001,Acebeda (La),Mujer,25,29,1
001,Acebeda (La),Mujer,30,34,0
001,Acebeda (La),Mujer,35,39,0
001,Acebeda (La),Mujer,40,44,2
001,Acebeda (La),Mujer,45,49,2
001,Acebeda (La),Mujer,50,54,4
001,Acebeda (La),Mujer,55,59,4
001,Acebeda (La),Mujer,60,64,2
001,Acebeda (La),Mujer,65,69,5
001,Acebeda (La),Mujer,70,74,0
001,Acebeda (La),Mujer,75,79,2
001,Acebeda (La),Mujer,80,84,1
001,Acebeda (La),Mujer,85,89,2
001,Acebeda (La),Mujer,90,94,2
001,Acebeda (La),Mujer,95,99,0
001,Acebeda (La),Mujer,100,199,0
002,Ajalvir,Hombre,0,4,101
002,Ajalvir,Hombre,5,9,153
002,Ajalvir,Hombre,10,14,156
002,Ajalvir,Hombre,15,19,95
002,Ajalvir,Hombre,20,24,102
002,Ajalvir,Hombre,25,29,124
002,Ajalvir,Hombre,30,34,201
002,Ajalvir,Hombre,35,39,225
002,Ajalvir,Hombre,40,44,294
002,Ajalvir,Hombre,45,49,243
002,Ajalvir,Hombre,50,54,194
002,Ajalvir,Hombre,55,59,135
002,Ajalvir,Hombre,60,64,95
002,Ajalvir,Hombre,65,69,69
002,Ajalvir,Hombre,70,74,53
002,Ajalvir,Hombre,75,79,32
002,Ajalvir,Hombre,80,84,33
002,Ajalvir,Hombre,85,89,15
002,Ajalvir,Hombre,90,94,7
002,Ajalvir,Hombre,95,99,0
002,Ajalvir,Hombre,100,199,0
002,Ajalvir,Mujer,0,4,119
002,Ajalvir,Mujer,5,9,132
002,Ajalvir,Mujer,10,14,133
002,Ajalvir,Mujer,15,19,99
002,Ajalvir,Mujer,20,24,84
002,Ajalvir,Mujer,25,29,124
002,Ajalvir,Mujer,30,34,187
002,Ajalvir,Mujer,35,39,228
002,Ajalvir,Mujer,40,44,272
002,Ajalvir,Mujer,45,49,183
002,Ajalvir,Mujer,50,54,158
002,Ajalvir,Mujer,55,59,98
002,Ajalvir,Mujer,60,64,67
002,Ajalvir,Mujer,65,69,67
002,Ajalvir,Mujer,70,74,53
002,Ajalvir,Mujer,75,79,40
002,Ajalvir,Mujer,80,84,35
002,Ajalvir,Mujer,85,89,28
002,Ajalvir,Mujer,90,94,14
002,Ajalvir,Mujer,95,99,7
002,Ajalvir,Mujer,100,199,0
003,Alameda del Valle,Hombre,0,4,3
003,Alameda del Valle,Hombre,5,9,2
003,Alameda del Valle,Hombre,10,14,3
003,Alameda del Valle,Hombre,15,19,5
003,Alameda del Valle,Hombre,20,24,3
003,Alameda del Valle,Hombre,25,29,2
003,Alameda del Valle,Hombre,30,34,3
003,Alameda del Valle,Hombre,35,39,4
003,Alameda del Valle,Hombre,40,44,5
003,Alameda del Valle,Hombre,45,49,14
003,Alameda del Valle,Hombre,50,54,20
003,Alameda del Valle,Hombre,55,59,12
003,Alameda del Valle,Hombre,60,64,7
003,Alameda del Valle,Hombre,65,69,4
003,Alameda del Valle,Hombre,70,74,10
003,Alameda del Valle,Hombre,75,79,8
003,Alameda del Valle,Hombre,80,84,4
003,Alameda del Valle,Hombre,85,89,5
003,Alameda del Valle,Hombre,90,94,2
003,Alameda del Valle,Hombre,95,99,1
003,Alameda del Valle,Hombre,100,199,0
003,Alameda del Valle,Mujer,0,4,7
003,Alameda del Valle,Mujer,5,9,1
003,Alameda del Valle,Mujer,10,14,4
003,Alameda del Valle,Mujer,15,19,4
003,Alameda del Valle,Mujer,20,24,2
003,Alameda del Valle,Mujer,25,29,2
003,Alameda del Valle,Mujer,30,34,3
003,Alameda del Valle,Mujer,35,39,7
003,Alameda del Valle,Mujer,40,44,9
003,Alameda del Valle,Mujer,45,49,6
003,Alameda del Valle,Mujer,50,54,9
003,Alameda del Valle,Mujer,55,59,5
003,Alameda del Valle,Mujer,60,64,6
003,Alameda del Valle,Mujer,65,69,4
003,Alameda del Valle,Mujer,70,74,1
003,Alameda del Valle,Mujer,75,79,5
003,Alameda del Valle,Mujer,80,84,4
003,Alameda del Valle,Mujer,85,89,1
003,Alameda del Valle,Mujer,90,94,1
003,Alameda del Valle,Mujer,95,99,1
003,Alameda del Valle,Mujer,100,199,0
004,Alamo (El),Hombre,0,4,268
004,Alamo (El),Hombre,5,9,309
004,Alamo (El),Hombre,10,14,318
004,Alamo (El),Hombre,15,19,230
004,Alamo (El),Hombre,20,24,233
004,Alamo (El),Hombre,25,29,249
004,Alamo (El),Hombre,30,34,282
004,Alamo (El),Hombre,35,39,358
004,Alamo (El),Hombre,40,44,425
004,Alamo (El),Hombre,45,49,424
004,Alamo (El),Hombre,50,54,326
004,Alamo (El),Hombre,55,59,257
004,Alamo (El),Hombre,60,64,212
004,Alamo (El),Hombre,65,69,178
004,Alamo (El),Hombre,70,74,164
004,Alamo (El),Hombre,75,79,111
004,Alamo (El),Hombre,80,84,100
004,Alamo (El),Hombre,85,89,68
004,Alamo (El),Hombre,90,94,34
004,Alamo (El),Hombre,95,99,5
004,Alamo (El),Hombre,100,199,2
004,Alamo (El),Mujer,0,4,232
004,Alamo (El),Mujer,5,9,306
004,Alamo (El),Mujer,10,14,291
004,Alamo (El),Mujer,15,19,213
004,Alamo (El),Mujer,20,24,193
004,Alamo (El),Mujer,25,29,225
004,Alamo (El),Mujer,30,34,289
004,Alamo (El),Mujer,35,39,379
004,Alamo (El),Mujer,40,44,405
004,Alamo (El),Mujer,45,49,397
004,Alamo (El),Mujer,50,54,296
004,Alamo (El),Mujer,55,59,245
004,Alamo (El),Mujer,60,64,192
004,Alamo (El),Mujer,65,69,176
004,Alamo (El),Mujer,70,74,163
004,Alamo (El),Mujer,75,79,127
004,Alamo (El),Mujer,80,84,155
004,Alamo (El),Mujer,85,89,151
004,Alamo (El),Mujer,90,94,125
004,Alamo (El),Mujer,95,99,29
004,Alamo (El),Mujer,100,199,7
005,Alcalá de Henares,Hombre,0,4,4445
005,Alcalá de Henares,Hombre,5,9,5451
005,Alcalá de Henares,Hombre,10,14,5482
005,Alcalá de Henares,Hombre,15,19,4729
005,Alcalá de Henares,Hombre,20,24,4970
005,Alcalá de Henares,Hombre,25,29,5505
005,Alcalá de Henares,Hombre,30,34,6469
005,Alcalá de Henares,Hombre,35,39,8010
005,Alcalá de Henares,Hombre,40,44,9086
005,Alcalá de Henares,Hombre,45,49,8392
005,Alcalá de Henares,Hombre,50,54,6832
005,Alcalá de Henares,Hombre,55,59,5951
005,Alcalá de Henares,Hombre,60,64,5376
005,Alcalá de Henares,Hombre,65,69,4712
005,Alcalá de Henares,Hombre,70,74,3898
005,Alcalá de Henares,Hombre,75,79,2508
005,Alcalá de Henares,Hombre,80,84,1815
005,Alcalá de Henares,Hombre,85,89,858
005,Alcalá de Henares,Hombre,90,94,308
005,Alcalá de Henares,Hombre,95,99,66
005,Alcalá de Henares,Hombre,100,199,14
005,Alcalá de Henares,Mujer,0,4,4079
005,Alcalá de Henares,Mujer,5,9,5092
005,Alcalá de Henares,Mujer,10,14,5110
005,Alcalá de Henares,Mujer,15,19,4411
005,Alcalá de Henares,Mujer,20,24,5119
005,Alcalá de Henares,Mujer,25,29,5621
005,Alcalá de Henares,Mujer,30,34,6663
005,Alcalá de Henares,Mujer,35,39,7946
005,Alcalá de Henares,Mujer,40,44,8996
005,Alcalá de Henares,Mujer,45,49,8396
005,Alcalá de Henares,Mujer,50,54,7135
005,Alcalá de Henares,Mujer,55,59,6795
005,Alcalá de Henares,Mujer,60,64,6034
005,Alcalá de Henares,Mujer,65,69,5477
005,Alcalá de Henares,Mujer,70,74,4491
005,Alcalá de Henares,Mujer,75,79,3037
005,Alcalá de Henares,Mujer,80,84,2503
005,Alcalá de Henares,Mujer,85,89,1530
005,Alcalá de Henares,Mujer,90,94,763
005,Alcalá de Henares,Mujer,95,99,187
005,Alcalá de Henares,Mujer,100,199,48
006,Alcobendas,Hombre,0,4,3204
006,Alcobendas,Hombre,5,9,3454
006,Alcobendas,Hombre,10,14,3509
006,Alcobendas,Hombre,15,19,3120
006,Alcobendas,Hombre,20,24,3044
006,Alcobendas,Hombre,25,29,3163
006,Alcobendas,Hombre,30,34,3769
006,Alcobendas,Hombre,35,39,4758
006,Alcobendas,Hombre,40,44,5235
006,Alcobendas,Hombre,45,49,4449
006,Alcobendas,Hombre,50,54,4008
006,Alcobendas,Hombre,55,59,3042
006,Alcobendas,Hombre,60,64,2528
006,Alcobendas,Hombre,65,69,2765
006,Alcobendas,Hombre,70,74,2357
006,Alcobendas,Hombre,75,79,1356
006,Alcobendas,Hombre,80,84,855
006,Alcobendas,Hombre,85,89,417
006,Alcobendas,Hombre,90,94,146
006,Alcobendas,Hombre,95,99,22
006,Alcobendas,Hombre,100,199,5
006,Alcobendas,Mujer,0,4,2984
006,Alcobendas,Mujer,5,9,3275
006,Alcobendas,Mujer,10,14,3128
006,Alcobendas,Mujer,15,19,2920
006,Alcobendas,Mujer,20,24,3092
006,Alcobendas,Mujer,25,29,3351
006,Alcobendas,Mujer,30,34,4028
006,Alcobendas,Mujer,35,39,5087
006,Alcobendas,Mujer,40,44,5600
006,Alcobendas,Mujer,45,49,5069
006,Alcobendas,Mujer,50,54,4466
006,Alcobendas,Mujer,55,59,3524
006,Alcobendas,Mujer,60,64,3292
006,Alcobendas,Mujer,65,69,3356
006,Alcobendas,Mujer,70,74,2536
006,Alcobendas,Mujer,75,79,1527
006,Alcobendas,Mujer,80,84,1149
006,Alcobendas,Mujer,85,89,735
006,Alcobendas,Mujer,90,94,398
006,Alcobendas,Mujer,95,99,114
006,Alcobendas,Mujer,100,199,27
007,Alcorcón,Hombre,0,4,4074
007,Alcorcón,Hombre,5,9,4563
007,Alcorcón,Hombre,10,14,4638
007,Alcorcón,Hombre,15,19,3943
007,Alcorcón,Hombre,20,24,3418
007,Alcorcón,Hombre,25,29,3772
007,Alcorcón,Hombre,30,34,5002
007,Alcorcón,Hombre,35,39,7169
007,Alcorcón,Hombre,40,44,8461
007,Alcorcón,Hombre,45,49,7237
007,Alcorcón,Hombre,50,54,5478
007,Alcorcón,Hombre,55,59,4053
007,Alcorcón,Hombre,60,64,3588
007,Alcorcón,Hombre,65,69,4734
007,Alcorcón,Hombre,70,74,4870
007,Alcorcón,Hombre,75,79,3161
007,Alcorcón,Hombre,80,84,1896
007,Alcorcón,Hombre,85,89,825
007,Alcorcón,Hombre,90,94,278
007,Alcorcón,Hombre,95,99,65
007,Alcorcón,Hombre,100,199,10
007,Alcorcón,Mujer,0,4,3962
007,Alcorcón,Mujer,5,9,4399
007,Alcorcón,Mujer,10,14,4360
007,Alcorcón,Mujer,15,19,3676
007,Alcorcón,Mujer,20,24,3296
007,Alcorcón,Mujer,25,29,3760
007,Alcorcón,Mujer,30,34,5094
007,Alcorcón,Mujer,35,39,7191
007,Alcorcón,Mujer,40,44,8438
007,Alcorcón,Mujer,45,49,7436
007,Alcorcón,Mujer,50,54,5707
007,Alcorcón,Mujer,55,59,4460
007,Alcorcón,Mujer,60,64,4753
007,Alcorcón,Mujer,65,69,6191
007,Alcorcón,Mujer,70,74,5936
007,Alcorcón,Mujer,75,79,3448
007,Alcorcón,Mujer,80,84,2444
007,Alcorcón,Mujer,85,89,1403
007,Alcorcón,Mujer,90,94,682
007,Alcorcón,Mujer,95,99,233
007,Alcorcón,Mujer,100,199,37
008,Aldea del Fresno,Hombre,0,4,71
008,Aldea del Fresno,Hombre,5,9,89
008,Aldea del Fresno,Hombre,10,14,73
008,Aldea del Fresno,Hombre,15,19,51
008,Aldea del Fresno,Hombre,20,24,65
008,Aldea del Fresno,Hombre,25,29,76
008,Aldea del Fresno,Hombre,30,34,99
008,Aldea del Fresno,Hombre,35,39,108
008,Aldea del Fresno,Hombre,40,44,145
008,Aldea del Fresno,Hombre,45,49,105
008,Aldea del Fresno,Hombre,50,54,107
008,Aldea del Fresno,Hombre,55,59,81
008,Aldea del Fresno,Hombre,60,64,80
008,Aldea del Fresno,Hombre,65,69,67
008,Aldea del Fresno,Hombre,70,74,61
008,Aldea del Fresno,Hombre,75,79,39
008,Aldea del Fresno,Hombre,80,84,28
008,Aldea del Fresno,Hombre,85,89,17
008,Aldea del Fresno,Hombre,90,94,13
008,Aldea del Fresno,Hombre,95,99,2
008,Aldea del Fresno,Hombre,100,199,0
008,Aldea del Fresno,Mujer,0,4,66
008,Aldea del Fresno,Mujer,5,9,71
008,Aldea del Fresno,Mujer,10,14,55
008,Aldea del Fresno,Mujer,15,19,49
008,Aldea del Fresno,Mujer,20,24,51
008,Aldea del Fresno,Mujer,25,29,77
008,Aldea del Fresno,Mujer,30,34,82
008,Aldea del Fresno,Mujer,35,39,102
008,Aldea del Fresno,Mujer,40,44,105
008,Aldea del Fresno,Mujer,45,49,91
008,Aldea del Fresno,Mujer,50,54,96
008,Aldea del Fresno,Mujer,55,59,81
008,Aldea del Fresno,Mujer,60,64,71
008,Aldea del Fresno,Mujer,65,69,67
008,Aldea del Fresno,Mujer,70,74,57
008,Aldea del Fresno,Mujer,75,79,38
008,Aldea del Fresno,Mujer,80,84,40
008,Aldea del Fresno,Mujer,85,89,23
008,Aldea del Fresno,Mujer,90,94,13
008,Aldea del Fresno,Mujer,95,99,4
008,Aldea del Fresno,Mujer,100,199,0
009,Algete,Hombre,0,4,478
009,Algete,Hombre,5,9,689
009,Algete,Hombre,10,14,775
009,Algete,Hombre,15,19,730
009,Algete,Hombre,20,24,632
009,Algete,Hombre,25,29,574
009,Algete,Hombre,30,34,582
009,Algete,Hombre,35,39,734
009,Algete,Hombre,40,44,899
009,Algete,Hombre,45,49,835
009,Algete,Hombre,50,54,885
009,Algete,Hombre,55,59,742
009,Algete,Hombre,60,64,513
009,Algete,Hombre,65,69,372
009,Algete,Hombre,70,74,251
009,Algete,Hombre,75,79,174
009,Algete,Hombre,80,84,151
009,Algete,Hombre,85,89,76
009,Algete,Hombre,90,94,23
009,Algete,Hombre,95,99,7
009,Algete,Hombre,100,199,0
009,Algete,Mujer,0,4,466
009,Algete,Mujer,5,9,641
009,Algete,Mujer,10,14,734
009,Algete,Mujer,15,19,701
009,Algete,Mujer,20,24,608
009,Algete,Mujer,25,29,492
009,Algete,Mujer,30,34,582
009,Algete,Mujer,35,39,772
009,Algete,Mujer,40,44,969
009,Algete,Mujer,45,49,899
009,Algete,Mujer,50,54,920
009,Algete,Mujer,55,59,771
009,Algete,Mujer,60,64,522
009,Algete,Mujer,65,69,372
009,Algete,Mujer,70,74,272
009,Algete,Mujer,75,79,212
009,Algete,Mujer,80,84,189
009,Algete,Mujer,85,89,99
009,Algete,Mujer,90,94,59
009,Algete,Mujer,95,99,16
009,Algete,Mujer,100,199,1
010,Alpedrete,Hombre,0,4,319
010,Alpedrete,Hombre,5,9,538
010,Alpedrete,Hombre,10,14,563
010,Alpedrete,Hombre,15,19,443
010,Alpedrete,Hombre,20,24,371
010,Alpedrete,Hombre,25,29,287
010,Alpedrete,Hombre,30,34,331
010,Alpedrete,Hombre,35,39,488
010,Alpedrete,Hombre,40,44,711
010,Alpedrete,Hombre,45,49,786
010,Alpedrete,Hombre,50,54,636
010,Alpedrete,Hombre,55,59,432
010,Alpedrete,Hombre,60,64,324
010,Alpedrete,Hombre,65,69,228
010,Alpedrete,Hombre,70,74,210
010,Alpedrete,Hombre,75,79,149
010,Alpedrete,Hombre,80,84,99
010,Alpedrete,Hombre,85,89,48
010,Alpedrete,Hombre,90,94,14
010,Alpedrete,Hombre,95,99,2
010,Alpedrete,Hombre,100,199,1
010,Alpedrete,Mujer,0,4,318
010,Alpedrete,Mujer,5,9,517
010,Alpedrete,Mujer,10,14,530
010,Alpedrete,Mujer,15,19,439
010,Alpedrete,Mujer,20,24,351
010,Alpedrete,Mujer,25,29,328
010,Alpedrete,Mujer,30,34,318
010,Alpedrete,Mujer,35,39,525
010,Alpedrete,Mujer,40,44,792
010,Alpedrete,Mujer,45,49,787
010,Alpedrete,Mujer,50,54,616
010,Alpedrete,Mujer,55,59,417
010,Alpedrete,Mujer,60,64,294
010,Alpedrete,Mujer,65,69,265
010,Alpedrete,Mujer,70,74,266
010,Alpedrete,Mujer,75,79,188
010,Alpedrete,Mujer,80,84,129
010,Alpedrete,Mujer,85,89,119
010,Alpedrete,Mujer,90,94,43
010,Alpedrete,Mujer,95,99,17
010,Alpedrete,Mujer,100,199,1
011,Ambite,Hombre,0,4,18
011,Ambite,Hombre,5,9,15
011,Ambite,Hombre,10,14,17
011,Ambite,Hombre,15,19,12
011,Ambite,Hombre,20,24,21
011,Ambite,Hombre,25,29,29
011,Ambite,Hombre,30,34,17
011,Ambite,Hombre,35,39,33
011,Ambite,Hombre,40,44,36
011,Ambite,Hombre,45,49,41
011,Ambite,Hombre,50,54,32
011,Ambite,Hombre,55,59,16
011,Ambite,Hombre,60,64,13
011,Ambite,Hombre,65,69,9
011,Ambite,Hombre,70,74,15
011,Ambite,Hombre,75,79,6
011,Ambite,Hombre,80,84,13
011,Ambite,Hombre,85,89,7
011,Ambite,Hombre,90,94,2
011,Ambite,Hombre,95,99,0
011,Ambite,Hombre,100,199,0
011,Ambite,Mujer,0,4,16
011,Ambite,Mujer,5,9,23
011,Ambite,Mujer,10,14,16
011,Ambite,Mujer,15,19,14
011,Ambite,Mujer,20,24,12
011,Ambite,Mujer,25,29,11
011,Ambite,Mujer,30,34,25
011,Ambite,Mujer,35,39,29
011,Ambite,Mujer,40,44,29
011,Ambite,Mujer,45,49,25
011,Ambite,Mujer,50,54,26
011,Ambite,Mujer,55,59,14
011,Ambite,Mujer,60,64,14
011,Ambite,Mujer,65,69,10
011,Ambite,Mujer,70,74,14
011,Ambite,Mujer,75,79,14
011,Ambite,Mujer,80,84,24
011,Ambite,Mujer,85,89,7
011,Ambite,Mujer,90,94,1
011,Ambite,Mujer,95,99,1
011,Ambite,Mujer,100,199,0
012,Anchuelo,Hombre,0,4,46
012,Anchuelo,Hombre,5,9,49
012,Anchuelo,Hombre,10,14,26
012,Anchuelo,Hombre,15,19,27
012,Anchuelo,Hombre,20,24,28
012,Anchuelo,Hombre,25,29,39
012,Anchuelo,Hombre,30,34,54
012,Anchuelo,Hombre,35,39,73
012,Anchuelo,Hombre,40,44,71
012,Anchuelo,Hombre,45,49,49
012,Anchuelo,Hombre,50,54,46
012,Anchuelo,Hombre,55,59,38
012,Anchuelo,Hombre,60,64,28
012,Anchuelo,Hombre,65,69,22
012,Anchuelo,Hombre,70,74,21
012,Anchuelo,Hombre,75,79,11
012,Anchuelo,Hombre,80,84,6
012,Anchuelo,Hombre,85,89,11
012,Anchuelo,Hombre,90,94,2
012,Anchuelo,Hombre,95,99,0
012,Anchuelo,Hombre,100,199,0
012,Anchuelo,Mujer,0,4,35
012,Anchuelo,Mujer,5,9,40
012,Anchuelo,Mujer,10,14,30
012,Anchuelo,Mujer,15,19,23
012,Anchuelo,Mujer,20,24,23
012,Anchuelo,Mujer,25,29,38
012,Anchuelo,Mujer,30,34,44
012,Anchuelo,Mujer,35,39,75
012,Anchuelo,Mujer,40,44,68
012,Anchuelo,Mujer,45,49,42
012,Anchuelo,Mujer,50,54,25
012,Anchuelo,Mujer,55,59,42
012,Anchuelo,Mujer,60,64,24
012,Anchuelo,Mujer,65,69,27
012,Anchuelo,Mujer,70,74,18
012,Anchuelo,Mujer,75,79,13
012,Anchuelo,Mujer,80,84,7
012,Anchuelo,Mujer,85,89,12
012,Anchuelo,Mujer,90,94,4
012,Anchuelo,Mujer,95,99,1
012,Anchuelo,Mujer,100,199,0
013,Aranjuez,Hombre,0,4,1642
013,Aranjuez,Hombre,5,9,2018
013,Aranjuez,Hombre,10,14,1680
013,Aranjuez,Hombre,15,19,1495
013,Aranjuez,Hombre,20,24,1486
013,Aranjuez,Hombre,25,29,1493
013,Aranjuez,Hombre,30,34,1872
013,Aranjuez,Hombre,35,39,2472
013,Aranjuez,Hombre,40,44,2685
013,Aranjuez,Hombre,45,49,2427
013,Aranjuez,Hombre,50,54,2025
013,Aranjuez,Hombre,55,59,1799
013,Aranjuez,Hombre,60,64,1384
013,Aranjuez,Hombre,65,69,1200
013,Aranjuez,Hombre,70,74,1036
013,Aranjuez,Hombre,75,79,682
013,Aranjuez,Hombre,80,84,546
013,Aranjuez,Hombre,85,89,336
013,Aranjuez,Hombre,90,94,93
013,Aranjuez,Hombre,95,99,13
013,Aranjuez,Hombre,100,199,3
013,Aranjuez,Mujer,0,4,1554
013,Aranjuez,Mujer,5,9,1824
013,Aranjuez,Mujer,10,14,1681
013,Aranjuez,Mujer,15,19,1436
013,Aranjuez,Mujer,20,24,1471
013,Aranjuez,Mujer,25,29,1603
013,Aranjuez,Mujer,30,34,1949
013,Aranjuez,Mujer,35,39,2481
013,Aranjuez,Mujer,40,44,2649
013,Aranjuez,Mujer,45,49,2432
013,Aranjuez,Mujer,50,54,2130
013,Aranjuez,Mujer,55,59,1816
013,Aranjuez,Mujer,60,64,1465
013,Aranjuez,Mujer,65,69,1378
013,Aranjuez,Mujer,70,74,1157
013,Aranjuez,Mujer,75,79,920
013,Aranjuez,Mujer,80,84,865
013,Aranjuez,Mujer,85,89,637
013,Aranjuez,Mujer,90,94,294
013,Aranjuez,Mujer,95,99,75
013,Aranjuez,Mujer,100,199,9
014,Arganda del Rey,Hombre,0,4,1766
014,Arganda del Rey,Hombre,5,9,1924
014,Arganda del Rey,Hombre,10,14,1615
014,Arganda del Rey,Hombre,15,19,1328
014,Arganda del Rey,Hombre,20,24,1310
014,Arganda del Rey,Hombre,25,29,1522
014,Arganda del Rey,Hombre,30,34,2145
014,Arganda del Rey,Hombre,35,39,2849
014,Arganda del Rey,Hombre,40,44,2878
014,Arganda del Rey,Hombre,45,49,2331
014,Arganda del Rey,Hombre,50,54,1805
014,Arganda del Rey,Hombre,55,59,1599
014,Arganda del Rey,Hombre,60,64,1240
014,Arganda del Rey,Hombre,65,69,982
014,Arganda del Rey,Hombre,70,74,702
014,Arganda del Rey,Hombre,75,79,425
014,Arganda del Rey,Hombre,80,84,300
014,Arganda del Rey,Hombre,85,89,204
014,Arganda del Rey,Hombre,90,94,65
014,Arganda del Rey,Hombre,95,99,16
014,Arganda del Rey,Hombre,100,199,0
014,Arganda del Rey,Mujer,0,4,1578
014,Arganda del Rey,Mujer,5,9,1813
014,Arganda del Rey,Mujer,10,14,1407
014,Arganda del Rey,Mujer,15,19,1220
014,Arganda del Rey,Mujer,20,24,1260
014,Arganda del Rey,Mujer,25,29,1650
014,Arganda del Rey,Mujer,30,34,2177
014,Arganda del Rey,Mujer,35,39,2749
014,Arganda del Rey,Mujer,40,44,2684
014,Arganda del Rey,Mujer,45,49,2206
014,Arganda del Rey,Mujer,50,54,1772
014,Arganda del Rey,Mujer,55,59,1612
014,Arganda del Rey,Mujer,60,64,1247
014,Arganda del Rey,Mujer,65,69,1074
014,Arganda del Rey,Mujer,70,74,769
014,Arganda del Rey,Mujer,75,79,537
014,Arganda del Rey,Mujer,80,84,454
014,Arganda del Rey,Mujer,85,89,352
014,Arganda del Rey,Mujer,90,94,199
014,Arganda del Rey,Mujer,95,99,43
014,Arganda del Rey,Mujer,100,199,12
015,Arroyomolinos,Hombre,0,4,1498
015,Arroyomolinos,Hombre,5,9,1392
015,Arroyomolinos,Hombre,10,14,1103
015,Arroyomolinos,Hombre,15,19,692
015,Arroyomolinos,Hombre,20,24,567
015,Arroyomolinos,Hombre,25,29,561
015,Arroyomolinos,Hombre,30,34,1122
015,Arroyomolinos,Hombre,35,39,2020
015,Arroyomolinos,Hombre,40,44,1953
015,Arroyomolinos,Hombre,45,49,1256
015,Arroyomolinos,Hombre,50,54,856
015,Arroyomolinos,Hombre,55,59,528
015,Arroyomolinos,Hombre,60,64,426
015,Arroyomolinos,Hombre,65,69,297
015,Arroyomolinos,Hombre,70,74,192
015,Arroyomolinos,Hombre,75,79,82
015,Arroyomolinos,Hombre,80,84,52
015,Arroyomolinos,Hombre,85,89,18
015,Arroyomolinos,Hombre,90,94,8
015,Arroyomolinos,Hombre,95,99,1
015,Arroyomolinos,Hombre,100,199,0
015,Arroyomolinos,Mujer,0,4,1420
015,Arroyomolinos,Mujer,5,9,1350
015,Arroyomolinos,Mujer,10,14,986
015,Arroyomolinos,Mujer,15,19,666
015,Arroyomolinos,Mujer,20,24,516
015,Arroyomolinos,Mujer,25,29,667
015,Arroyomolinos,Mujer,30,34,1339
015,Arroyomolinos,Mujer,35,39,2075
015,Arroyomolinos,Mujer,40,44,1814
015,Arroyomolinos,Mujer,45,49,1212
015,Arroyomolinos,Mujer,50,54,751
015,Arroyomolinos,Mujer,55,59,541
015,Arroyomolinos,Mujer,60,64,429
015,Arroyomolinos,Mujer,65,69,313
015,Arroyomolinos,Mujer,70,74,173
015,Arroyomolinos,Mujer,75,79,102
015,Arroyomolinos,Mujer,80,84,71
015,Arroyomolinos,Mujer,85,89,41
015,Arroyomolinos,Mujer,90,94,30
015,Arroyomolinos,Mujer,95,99,6
015,Arroyomolinos,Mujer,100,199,2
016,Atazar (El),Hombre,0,4,1
016,Atazar (El),Hombre,5,9,1
016,Atazar (El),Hombre,10,14,3
016,Atazar (El),Hombre,15,19,1
016,Atazar (El),Hombre,20,24,6
016,Atazar (El),Hombre,25,29,0
016,Atazar (El),Hombre,30,34,2
016,Atazar (El),Hombre,35,39,4
016,Atazar (El),Hombre,40,44,6
016,Atazar (El),Hombre,45,49,6
016,Atazar (El),Hombre,50,54,4
016,Atazar (El),Hombre,55,59,4
016,Atazar (El),Hombre,60,64,2
016,Atazar (El),Hombre,65,69,4
016,Atazar (El),Hombre,70,74,2
016,Atazar (El),Hombre,75,79,3
016,Atazar (El),Hombre,80,84,4
016,Atazar (El),Hombre,85,89,1
016,Atazar (El),Hombre,90,94,2
016,Atazar (El),Hombre,95,99,0
016,Atazar (El),Hombre,100,199,0
016,Atazar (El),Mujer,0,4,2
016,Atazar (El),Mujer,5,9,0
016,Atazar (El),Mujer,10,14,4
016,Atazar (El),Mujer,15,19,2
016,Atazar (El),Mujer,20,24,0
016,Atazar (El),Mujer,25,29,3
016,Atazar (El),Mujer,30,34,0
016,Atazar (El),Mujer,35,39,2
016,Atazar (El),Mujer,40,44,0
016,Atazar (El),Mujer,45,49,8
016,Atazar (El),Mujer,50,54,4
016,Atazar (El),Mujer,55,59,3
016,Atazar (El),Mujer,60,64,3
016,Atazar (El),Mujer,65,69,0
016,Atazar (El),Mujer,70,74,2
016,Atazar (El),Mujer,75,79,3
016,Atazar (El),Mujer,80,84,1
016,Atazar (El),Mujer,85,89,2
016,Atazar (El),Mujer,90,94,1
016,Atazar (El),Mujer,95,99,1
016,Atazar (El),Mujer,100,199,0
