municipio_codigo,municipio_nombre,sexo,min_edad,max_edad,poblacion_empadronada
033,Campo Real,Mujer,75,79,59
033,Campo Real,Mujer,80,84,73
033,Campo Real,Mujer,85,89,73
033,Campo Real,Mujer,90,94,29
033,Campo Real,Mujer,95,99,10
033,Campo Real,Mujer,100,199,2
034,Canencia,Hombre,0,4,2
034,Canencia,Hombre,5,9,7
034,Canencia,Hombre,10,14,12
034,Canencia,Hombre,15,19,12
034,Canencia,Hombre,20,24,5
034,Canencia,Hombre,25,29,9
034,Canencia,Hombre,30,34,9
034,Canencia,Hombre,35,39,19
034,Canencia,Hombre,40,44,11
034,Canencia,Hombre,45,49,24
034,Canencia,Hombre,50,54,29
034,Canencia,Hombre,55,59,30
034,Canencia,Hombre,60,64,14
034,Canencia,Hombre,65,69,8
034,Canencia,Hombre,70,74,7
034,Canencia,Hombre,75,79,13
034,Canencia,Hombre,80,84,18
034,Canencia,Hombre,85,89,10
034,Canencia,Hombre,90,94,1
034,Canencia,Hombre,95,99,1
034,Canencia,Hombre,100,199,0
034,Canencia,Mujer,0,4,3
034,Canencia,Mujer,5,9,3
034,Canencia,Mujer,10,14,13
034,Canencia,Mujer,15,19,12
034,Canencia,Mujer,20,24,8
034,Canencia,Mujer,25,29,6
034,Canencia,Mujer,30,34,9
034,Canencia,Mujer,35,39,9
034,Canencia,Mujer,40,44,14
034,Canencia,Mujer,45,49,24
034,Canencia,Mujer,50,54,17
034,Canencia,Mujer,55,59,10
034,Canencia,Mujer,60,64,15
034,Canencia,Mujer,65,69,5
034,Canencia,Mujer,70,74,16
034,Canencia,Mujer,75,79,8
034,Canencia,Mujer,80,84,15
034,Canencia,Mujer,85,89,11
034,Canencia,Mujer,90,94,8
034,Canencia,Mujer,95,99,0
034,Canencia,Mujer,100,199,1
035,Carabaña,Hombre,0,4,51
035,Carabaña,Hombre,5,9,59
035,Carabaña,Hombre,10,14,55
035,Carabaña,Hombre,15,19,44
035,Carabaña,Hombre,20,24,41
035,Carabaña,Hombre,25,29,34
035,Carabaña,Hombre,30,34,64
035,Carabaña,Hombre,35,39,104
035,Carabaña,Hombre,40,44,88
035,Carabaña,Hombre,45,49,82
035,Carabaña,Hombre,50,54,67
035,Carabaña,Hombre,55,59,67
035,Carabaña,Hombre,60,64,48
035,Carabaña,Hombre,65,69,39
035,Carabaña,Hombre,70,74,31
035,Carabaña,Hombre,75,79,28
035,Carabaña,Hombre,80,84,33
035,Carabaña,Hombre,85,89,18
035,Carabaña,Hombre,90,94,8
035,Carabaña,Hombre,95,99,0
035,Carabaña,Hombre,100,199,0
035,Carabaña,Mujer,0,4,64
035,Carabaña,Mujer,5,9,47
035,Carabaña,Mujer,10,14,44
035,Carabaña,Mujer,15,19,54
035,Carabaña,Mujer,20,24,47
035,Carabaña,Mujer,25,29,49
035,Carabaña,Mujer,30,34,74
035,Carabaña,Mujer,35,39,90
035,Carabaña,Mujer,40,44,93
035,Carabaña,Mujer,45,49,76
035,Carabaña,Mujer,50,54,60
035,Carabaña,Mujer,55,59,54
035,Carabaña,Mujer,60,64,39
035,Carabaña,Mujer,65,69,35
035,Carabaña,Mujer,70,74,32
035,Carabaña,Mujer,75,79,25
035,Carabaña,Mujer,80,84,42
035,Carabaña,Mujer,85,89,27
035,Carabaña,Mujer,90,94,19
035,Carabaña,Mujer,95,99,6
035,Carabaña,Mujer,100,199,2
036,Casarrubuelos,Hombre,0,4,116
036,Casarrubuelos,Hombre,5,9,156
036,Casarrubuelos,Hombre,10,14,148
036,Casarrubuelos,Hombre,15,19,92
036,Casarrubuelos,Hombre,20,24,81
036,Casarrubuelos,Hombre,25,29,94
036,Casarrubuelos,Hombre,30,34,130
036,Casarrubuelos,Hombre,35,39,191
036,Casarrubuelos,Hombre,40,44,219
036,Casarrubuelos,Hombre,45,49,172
036,Casarrubuelos,Hombre,50,54,118
036,Casarrubuelos,Hombre,55,59,117
036,Casarrubuelos,Hombre,60,64,94
036,Casarrubuelos,Hombre,65,69,59
036,Casarrubuelos,Hombre,70,74,39
036,Casarrubuelos,Hombre,75,79,24
036,Casarrubuelos,Hombre,80,84,5
036,Casarrubuelos,Hombre,85,89,12
036,Casarrubuelos,Hombre,90,94,0
036,Casarrubuelos,Hombre,95,99,0
036,Casarrubuelos,Hombre,100,199,0
036,Casarrubuelos,Mujer,0,4,111
036,Casarrubuelos,Mujer,5,9,127
036,Casarrubuelos,Mujer,10,14,127
036,Casarrubuelos,Mujer,15,19,108
036,Casarrubuelos,Mujer,20,24,69
036,Casarrubuelos,Mujer,25,29,95
036,Casarrubuelos,Mujer,30,34,124
036,Casarrubuelos,Mujer,35,39,173
036,Casarrubuelos,Mujer,40,44,233
036,Casarrubuelos,Mujer,45,49,173
036,Casarrubuelos,Mujer,50,54,109
036,Casarrubuelos,Mujer,55,59,99
036,Casarrubuelos,Mujer,60,64,88
036,Casarrubuelos,Mujer,65,69,51
036,Casarrubuelos,Mujer,70,74,36
036,Casarrubuelos,Mujer,75,79,21
036,Casarrubuelos,Mujer,80,84,15
036,Casarrubuelos,Mujer,85,89,16
036,Casarrubuelos,Mujer,90,94,5
036,Casarrubuelos,Mujer,95,99,3
036,Casarrubuelos,Mujer,100,199,0
037,Cenicientos,Hombre,0,4,27
037,Cenicientos,Hombre,5,9,44
037,Cenicientos,Hombre,10,14,43
037,Cenicientos,Hombre,15,19,35
037,Cenicientos,Hombre,20,24,51
037,Cenicientos,Hombre,25,29,59
037,Cenicientos,Hombre,30,34,66
037,Cenicientos,Hombre,35,39,58
037,Cenicientos,Hombre,40,44,74
037,Cenicientos,Hombre,45,49,52
037,Cenicientos,Hombre,50,54,78
037,Cenicientos,Hombre,55,59,78
037,Cenicientos,Hombre,60,64,69
037,Cenicientos,Hombre,65,69,51
037,Cenicientos,Hombre,70,74,51
037,Cenicientos,Hombre,75,79,37
037,Cenicientos,Hombre,80,84,50
037,Cenicientos,Hombre,85,89,32
037,Cenicientos,Hombre,90,94,16
037,Cenicientos,Hombre,95,99,1
037,Cenicientos,Hombre,100,199,1
037,Cenicientos,Mujer,0,4,42
037,Cenicientos,Mujer,5,9,42
037,Cenicientos,Mujer,10,14,45
037,Cenicientos,Mujer,15,19,47
037,Cenicientos,Mujer,20,24,59
037,Cenicientos,Mujer,25,29,47
037,Cenicientos,Mujer,30,34,65
037,Cenicientos,Mujer,35,39,66
037,Cenicientos,Mujer,40,44,59
037,Cenicientos,Mujer,45,49,53
037,Cenicientos,Mujer,50,54,76
037,Cenicientos,Mujer,55,59,69
037,Cenicientos,Mujer,60,64,52
037,Cenicientos,Mujer,65,69,37
037,Cenicientos,Mujer,70,74,47
037,Cenicientos,Mujer,75,79,51
037,Cenicientos,Mujer,80,84,59
037,Cenicientos,Mujer,85,89,51
037,Cenicientos,Mujer,90,94,35
037,Cenicientos,Mujer,95,99,7
037,Cenicientos,Mujer,100,199,2
038,Cercedilla,Hombre,0,4,166
038,Cercedilla,Hombre,5,9,173
038,Cercedilla,Hombre,10,14,172
038,Cercedilla,Hombre,15,19,180
038,Cercedilla,Hombre,20,24,164
038,Cercedilla,Hombre,25,29,191
038,Cercedilla,Hombre,30,34,204
038,Cercedilla,Hombre,35,39,252
038,Cercedilla,Hombre,40,44,299
038,Cercedilla,Hombre,45,49,336
038,Cercedilla,Hombre,50,54,306
038,Cercedilla,Hombre,55,59,254
038,Cercedilla,Hombre,60,64,177
038,Cercedilla,Hombre,65,69,144
038,Cercedilla,Hombre,70,74,100
038,Cercedilla,Hombre,75,79,85
038,Cercedilla,Hombre,80,84,80
038,Cercedilla,Hombre,85,89,47
038,Cercedilla,Hombre,90,94,15
038,Cercedilla,Hombre,95,99,7
038,Cercedilla,Hombre,100,199,1
038,Cercedilla,Mujer,0,4,132
038,Cercedilla,Mujer,5,9,182
038,Cercedilla,Mujer,10,14,192
038,Cercedilla,Mujer,15,19,197
038,Cercedilla,Mujer,20,24,198
038,Cercedilla,Mujer,25,29,175
038,Cercedilla,Mujer,30,34,203
038,Cercedilla,Mujer,35,39,236
038,Cercedilla,Mujer,40,44,300
038,Cercedilla,Mujer,45,49,301
038,Cercedilla,Mujer,50,54,306
038,Cercedilla,Mujer,55,59,243
038,Cercedilla,Mujer,60,64,177
038,Cercedilla,Mujer,65,69,136
038,Cercedilla,Mujer,70,74,137
038,Cercedilla,Mujer,75,79,126
038,Cercedilla,Mujer,80,84,99
038,Cercedilla,Mujer,85,89,83
038,Cercedilla,Mujer,90,94,57
038,Cercedilla,Mujer,95,99,17
038,Cercedilla,Mujer,100,199,3
039,Cervera de Buitrago,Hombre,0,4,1
039,Cervera de Buitrago,Hombre,5,9,4
039,Cervera de Buitrago,Hombre,10,14,4
039,Cervera de Buitrago,Hombre,15,19,2
039,Cervera de Buitrago,Hombre,20,24,0
039,Cervera de Buitrago,Hombre,25,29,3
039,Cervera de Buitrago,Hombre,30,34,3
039,Cervera de Buitrago,Hombre,35,39,6
039,Cervera de Buitrago,Hombre,40,44,9
039,Cervera de Buitrago,Hombre,45,49,10
039,Cervera de Buitrago,Hombre,50,54,10
039,Cervera de Buitrago,Hombre,55,59,8
039,Cervera de Buitrago,Hombre,60,64,4
039,Cervera de Buitrago,Hombre,65,69,6
039,Cervera de Buitrago,Hombre,70,74,7
039,Cervera de Buitrago,Hombre,75,79,6
039,Cervera de Buitrago,Hombre,80,84,3
039,Cervera de Buitrago,Hombre,85,89,3
039,Cervera de Buitrago,Hombre,90,94,3
039,Cervera de Buitrago,Hombre,95,99,0
039,Cervera de Buitrago,Hombre,100,199,0
039,Cervera de Buitrago,Mujer,0,4,4
039,Cervera de Buitrago,Mujer,5,9,3
039,Cervera de Buitrago,Mujer,10,14,3
039,Cervera de Buitrago,Mujer,15,19,2
039,Cervera de Buitrago,Mujer,20,24,3
039,Cervera de Buitrago,Mujer,25,29,1
039,Cervera de Buitrago,Mujer,30,34,5
039,Cervera de Buitrago,Mujer,35,39,3
039,Cervera de Buitrago,Mujer,40,44,7
039,Cervera de Buitrago,Mujer,45,49,5
039,Cervera de Buitrago,Mujer,50,54,4
039,Cervera de Buitrago,Mujer,55,59,1
039,Cervera de Buitrago,Mujer,60,64,2
039,Cervera de Buitrago,Mujer,65,69,2
039,Cervera de Buitrago,Mujer,70,74,5
039,Cervera de Buitrago,Mujer,75,79,4
039,Cervera de Buitrago,Mujer,80,84,5
039,Cervera de Buitrago,Mujer,85,89,2
039,Cervera de Buitrago,Mujer,90,94,2
039,Cervera de Buitrago,Mujer,95,99,1
039,Cervera de Buitrago,Mujer,100,199,0
051,Chapinería,Hombre,0,4,62
051,Chapinería,Hombre,5,9,85
051,Chapinería,Hombre,10,14,74
051,Chapinería,Hombre,15,19,47
051,Chapinería,Hombre,20,24,55
051,Chapinería,Hombre,25,29,68
051,Chapinería,Hombre,30,34,46
051,Chapinería,Hombre,35,39,87
051,Chapinería,Hombre,40,44,111
051,Chapinería,Hombre,45,49,86
051,Chapinería,Hombre,50,54,112
051,Chapinería,Hombre,55,59,78
051,Chapinería,Hombre,60,64,49
051,Chapinería,Hombre,65,69,52
051,Chapinería,Hombre,70,74,33
051,Chapinería,Hombre,75,79,37
051,Chapinería,Hombre,80,84,30
051,Chapinería,Hombre,85,89,13
051,Chapinería,Hombre,90,94,10
051,Chapinería,Hombre,95,99,0
051,Chapinería,Hombre,100,199,0
051,Chapinería,Mujer,0,4,65
051,Chapinería,Mujer,5,9,71
051,Chapinería,Mujer,10,14,60
051,Chapinería,Mujer,15,19,34
051,Chapinería,Mujer,20,24,56
051,Chapinería,Mujer,25,29,52
051,Chapinería,Mujer,30,34,59
051,Chapinería,Mujer,35,39,82
051,Chapinería,Mujer,40,44,109
051,Chapinería,Mujer,45,49,88
051,Chapinería,Mujer,50,54,89
051,Chapinería,Mujer,55,59,57
051,Chapinería,Mujer,60,64,45
051,Chapinería,Mujer,65,69,48
051,Chapinería,Mujer,70,74,36
051,Chapinería,Mujer,75,79,36
051,Chapinería,Mujer,80,84,46
051,Chapinería,Mujer,85,89,37
051,Chapinería,Mujer,90,94,9
051,Chapinería,Mujer,95,99,11
051,Chapinería,Mujer,100,199,0
052,Chinchón,Hombre,0,4,125
052,Chinchón,Hombre,5,9,144
052,Chinchón,Hombre,10,14,136
052,Chinchón,Hombre,15,19,122
052,Chinchón,Hombre,20,24,135
052,Chinchón,Hombre,25,29,139
052,Chinchón,Hombre,30,34,183
052,Chinchón,Hombre,35,39,230
052,Chinchón,Hombre,40,44,220
052,Chinchón,Hombre,45,49,220
052,Chinchón,Hombre,50,54,216
052,Chinchón,Hombre,55,59,194
052,Chinchón,Hombre,60,64,145
052,Chinchón,Hombre,65,69,129
052,Chinchón,Hombre,70,74,98
052,Chinchón,Hombre,75,79,83
052,Chinchón,Hombre,80,84,61
052,Chinchón,Hombre,85,89,51
052,Chinchón,Hombre,90,94,12
052,Chinchón,Hombre,95,99,2
052,Chinchón,Hombre,100,199,0
052,Chinchón,Mujer,0,4,109
052,Chinchón,Mujer,5,9,115
052,Chinchón,Mujer,10,14,122
052,Chinchón,Mujer,15,19,129
052,Chinchón,Mujer,20,24,120
052,Chinchón,Mujer,25,29,165
052,Chinchón,Mujer,30,34,168
052,Chinchón,Mujer,35,39,194
052,Chinchón,Mujer,40,44,186
052,Chinchón,Mujer,45,49,223
052,Chinchón,Mujer,50,54,195
052,Chinchón,Mujer,55,59,188
052,Chinchón,Mujer,60,64,155
052,Chinchón,Mujer,65,69,134
052,Chinchón,Mujer,70,74,101
052,Chinchón,Mujer,75,79,97
052,Chinchón,Mujer,80,84,80
052,Chinchón,Mujer,85,89,70
052,Chinchón,Mujer,90,94,36
052,Chinchón,Mujer,95,99,7
052,Chinchón,Mujer,100,199,1
040,Ciempozuelos,Hombre,0,4,674
040,Ciempozuelos,Hombre,5,9,768
040,Ciempozuelos,Hombre,10,14,694
040,Ciempozuelos,Hombre,15,19,576
040,Ciempozuelos,Hombre,20,24,605
040,Ciempozuelos,Hombre,25,29,682
040,Ciempozuelos,Hombre,30,34,835
040,Ciempozuelos,Hombre,35,39,1148
040,Ciempozuelos,Hombre,40,44,1284
040,Ciempozuelos,Hombre,45,49,1097
040,Ciempozuelos,Hombre,50,54,904
040,Ciempozuelos,Hombre,55,59,742
040,Ciempozuelos,Hombre,60,64,550
040,Ciempozuelos,Hombre,65,69,432
040,Ciempozuelos,Hombre,70,74,326
040,Ciempozuelos,Hombre,75,79,222
040,Ciempozuelos,Hombre,80,84,229
040,Ciempozuelos,Hombre,85,89,130
040,Ciempozuelos,Hombre,90,94,42
040,Ciempozuelos,Hombre,95,99,9
040,Ciempozuelos,Hombre,100,199,2
040,Ciempozuelos,Mujer,0,4,645
040,Ciempozuelos,Mujer,5,9,775
040,Ciempozuelos,Mujer,10,14,652
040,Ciempozuelos,Mujer,15,19,522
040,Ciempozuelos,Mujer,20,24,585
040,Ciempozuelos,Mujer,25,29,667
040,Ciempozuelos,Mujer,30,34,827
040,Ciempozuelos,Mujer,35,39,1206
040,Ciempozuelos,Mujer,40,44,1090
040,Ciempozuelos,Mujer,45,49,993
040,Ciempozuelos,Mujer,50,54,829
040,Ciempozuelos,Mujer,55,59,689
040,Ciempozuelos,Mujer,60,64,503
040,Ciempozuelos,Mujer,65,69,427
040,Ciempozuelos,Mujer,70,74,378
040,Ciempozuelos,Mujer,75,79,286
040,Ciempozuelos,Mujer,80,84,338
040,Ciempozuelos,Mujer,85,89,213
040,Ciempozuelos,Mujer,90,94,127
040,Ciempozuelos,Mujer,95,99,29
040,Ciempozuelos,Mujer,100,199,5
041,Cobeña,Hombre,0,4,246
041,Cobeña,Hombre,5,9,302
041,Cobeña,Hombre,10,14,249
041,Cobeña,Hombre,15,19,198
041,Cobeña,Hombre,20,24,167
041,Cobeña,Hombre,25,29,174
041,Cobeña,Hombre,30,34,230
041,Cobeña,Hombre,35,39,320
041,Cobeña,Hombre,40,44,390
041,Cobeña,Hombre,45,49,343
041,Cobeña,Hombre,50,54,293
041,Cobeña,Hombre,55,59,242
041,Cobeña,Hombre,60,64,129
041,Cobeña,Hombre,65,69,85
041,Cobeña,Hombre,70,74,58
041,Cobeña,Hombre,75,79,49
041,Cobeña,Hombre,80,84,26
041,Cobeña,Hombre,85,89,20
041,Cobeña,Hombre,90,94,9
041,Cobeña,Hombre,95,99,4
041,Cobeña,Hombre,100,199,0
041,Cobeña,Mujer,0,4,238
041,Cobeña,Mujer,5,9,269
041,Cobeña,Mujer,10,14,269
041,Cobeña,Mujer,15,19,218
041,Cobeña,Mujer,20,24,200
041,Cobeña,Mujer,25,29,179
041,Cobeña,Mujer,30,34,211
041,Cobeña,Mujer,35,39,346
041,Cobeña,Mujer,40,44,368
041,Cobeña,Mujer,45,49,383
041,Cobeña,Mujer,50,54,293
041,Cobeña,Mujer,55,59,233
041,Cobeña,Mujer,60,64,108
041,Cobeña,Mujer,65,69,75
041,Cobeña,Mujer,70,74,78
041,Cobeña,Mujer,75,79,44
041,Cobeña,Mujer,80,84,45
041,Cobeña,Mujer,85,89,43
041,Cobeña,Mujer,90,94,22
041,Cobeña,Mujer,95,99,6
041,Cobeña,Mujer,100,199,1
046,Collado Mediano,Hombre,0,4,158
046,Collado Mediano,Hombre,5,9,234
046,Collado Mediano,Hombre,10,14,240
046,Collado Mediano,Hombre,15,19,185
046,Collado Mediano,Hombre,20,24,183
046,Collado Mediano,Hombre,25,29,152
046,Collado Mediano,Hombre,30,34,155
046,Collado Mediano,Hombre,35,39,212
046,Collado Mediano,Hombre,40,44,330
046,Collado Mediano,Hombre,45,49,380
046,Collado Mediano,Hombre,50,54,297
046,Collado Mediano,Hombre,55,59,219
046,Collado Mediano,Hombre,60,64,174
046,Collado Mediano,Hombre,65,69,137
046,Collado Mediano,Hombre,70,74,116
046,Collado Mediano,Hombre,75,79,63
046,Collado Mediano,Hombre,80,84,63
046,Collado Mediano,Hombre,85,89,28
046,Collado Mediano,Hombre,90,94,9
046,Collado Mediano,Hombre,95,99,1
046,Collado Mediano,Hombre,100,199,0
046,Collado Mediano,Mujer,0,4,157
046,Collado Mediano,Mujer,5,9,183
046,Collado Mediano,Mujer,10,14,253
046,Collado Mediano,Mujer,15,19,188
046,Collado Mediano,Mujer,20,24,152
046,Collado Mediano,Mujer,25,29,158
046,Collado Mediano,Mujer,30,34,157
046,Collado Mediano,Mujer,35,39,247
046,Collado Mediano,Mujer,40,44,319
046,Collado Mediano,Mujer,45,49,357
046,Collado Mediano,Mujer,50,54,251
046,Collado Mediano,Mujer,55,59,233
046,Collado Mediano,Mujer,60,64,164
046,Collado Mediano,Mujer,65,69,149
046,Collado Mediano,Mujer,70,74,119
046,Collado Mediano,Mujer,75,79,89
046,Collado Mediano,Mujer,80,84,72
046,Collado Mediano,Mujer,85,89,50
046,Collado Mediano,Mujer,90,94,25
046,Collado Mediano,Mujer,95,99,6
046,Collado Mediano,Mujer,100,199,1
047,Collado Villalba,Hombre,0,4,1662
047,Collado Villalba,Hombre,5,9,1816
047,Collado Villalba,Hombre,10,14,1782
047,Collado Villalba,Hombre,15,19,1760
047,Collado Villalba,Hombre,20,24,1720
047,Collado Villalba,Hombre,25,29,1944
047,Collado Villalba,Hombre,30,34,2083
047,Collado Villalba,Hombre,35,39,2564
047,Collado Villalba,Hombre,40,44,2833
047,Collado Villalba,Hombre,45,49,2659
047,Collado Villalba,Hombre,50,54,2532
047,Collado Villalba,Hombre,55,59,2055
047,Collado Villalba,Hombre,60,64,1415
047,Collado Villalba,Hombre,65,69,1172
047,Collado Villalba,Hombre,70,74,849
047,Collado Villalba,Hombre,75,79,587
047,Collado Villalba,Hombre,80,84,451
047,Collado Villalba,Hombre,85,89,265
047,Collado Villalba,Hombre,90,94,96
047,Collado Villalba,Hombre,95,99,23
047,Collado Villalba,Hombre,100,199,1
047,Collado Villalba,Mujer,0,4,1508
047,Collado Villalba,Mujer,5,9,1803
047,Collado Villalba,Mujer,10,14,1734
047,Collado Villalba,Mujer,15,19,1659
047,Collado Villalba,Mujer,20,24,1732
047,Collado Villalba,Mujer,25,29,1831
047,Collado Villalba,Mujer,30,34,2184
047,Collado Villalba,Mujer,35,39,2689
047,Collado Villalba,Mujer,40,44,2913
047,Collado Villalba,Mujer,45,49,2803
047,Collado Villalba,Mujer,50,54,2721
047,Collado Villalba,Mujer,55,59,2101
047,Collado Villalba,Mujer,60,64,1664
047,Collado Villalba,Mujer,65,69,1267
047,Collado Villalba,Mujer,70,74,1068
047,Collado Villalba,Mujer,75,79,751
047,Collado Villalba,Mujer,80,84,688
047,Collado Villalba,Mujer,85,89,488
047,Collado Villalba,Mujer,90,94,208
047,Collado Villalba,Mujer,95,99,59
047,Collado Villalba,Mujer,100,199,12
043,Colmenar de Oreja,Hombre,0,4,197
043,Colmenar de Oreja,Hombre,5,9,217
043,Colmenar de Oreja,Hombre,10,14,233
043,Colmenar de Oreja,Hombre,15,19,215
043,Colmenar de Oreja,Hombre,20,24,211
043,Colmenar de Oreja,Hombre,25,29,214
043,Colmenar de Oreja,Hombre,30,34,214
043,Colmenar de Oreja,Hombre,35,39,299
043,Colmenar de Oreja,Hombre,40,44,348
043,Colmenar de Oreja,Hombre,45,49,357
043,Colmenar de Oreja,Hombre,50,54,314
043,Colmenar de Oreja,Hombre,55,59,299
043,Colmenar de Oreja,Hombre,60,64,229
043,Colmenar de Oreja,Hombre,65,69,179
043,Colmenar de Oreja,Hombre,70,74,142
043,Colmenar de Oreja,Hombre,75,79,115
043,Colmenar de Oreja,Hombre,80,84,95
043,Colmenar de Oreja,Hombre,85,89,51
043,Colmenar de Oreja,Hombre,90,94,24
043,Colmenar de Oreja,Hombre,95,99,5
043,Colmenar de Oreja,Hombre,100,199,1
043,Colmenar de Oreja,Mujer,0,4,141
043,Colmenar de Oreja,Mujer,5,9,221
043,Colmenar de Oreja,Mujer,10,14,236
043,Colmenar de Oreja,Mujer,15,19,201
043,Colmenar de Oreja,Mujer,20,24,176
043,Colmenar de Oreja,Mujer,25,29,209
043,Colmenar de Oreja,Mujer,30,34,240
043,Colmenar de Oreja,Mujer,35,39,299
043,Colmenar de Oreja,Mujer,40,44,341
043,Colmenar de Oreja,Mujer,45,49,305
043,Colmenar de Oreja,Mujer,50,54,276
043,Colmenar de Oreja,Mujer,55,59,261
043,Colmenar de Oreja,Mujer,60,64,200
043,Colmenar de Oreja,Mujer,65,69,167
043,Colmenar de Oreja,Mujer,70,74,139
043,Colmenar de Oreja,Mujer,75,79,150
043,Colmenar de Oreja,Mujer,80,84,141
043,Colmenar de Oreja,Mujer,85,89,92
043,Colmenar de Oreja,Mujer,90,94,45
043,Colmenar de Oreja,Mujer,95,99,8
043,Colmenar de Oreja,Mujer,100,199,3
042,Colmenar del Arroyo,Hombre,0,4,33
042,Colmenar del Arroyo,Hombre,5,9,48
042,Colmenar del Arroyo,Hombre,10,14,47
042,Colmenar del Arroyo,Hombre,15,19,22
042,Colmenar del Arroyo,Hombre,20,24,36
042,Colmenar del Arroyo,Hombre,25,29,40
042,Colmenar del Arroyo,Hombre,30,34,59
042,Colmenar del Arroyo,Hombre,35,39,67
042,Colmenar del Arroyo,Hombre,40,44,91
042,Colmenar del Arroyo,Hombre,45,49,78
042,Colmenar del Arroyo,Hombre,50,54,62
042,Colmenar del Arroyo,Hombre,55,59,56
042,Colmenar del Arroyo,Hombre,60,64,53
042,Colmenar del Arroyo,Hombre,65,69,43
042,Colmenar del Arroyo,Hombre,70,74,39
042,Colmenar del Arroyo,Hombre,75,79,24
042,Colmenar del Arroyo,Hombre,80,84,19
042,Colmenar del Arroyo,Hombre,85,89,15
042,Colmenar del Arroyo,Hombre,90,94,7
042,Colmenar del Arroyo,Hombre,95,99,0
042,Colmenar del Arroyo,Hombre,100,199,0
042,Colmenar del Arroyo,Mujer,0,4,46
042,Colmenar del Arroyo,Mujer,5,9,48
042,Colmenar del Arroyo,Mujer,10,14,33
042,Colmenar del Arroyo,Mujer,15,19,25
042,Colmenar del Arroyo,Mujer,20,24,41
042,Colmenar del Arroyo,Mujer,25,29,45
042,Colmenar del Arroyo,Mujer,30,34,46
042,Colmenar del Arroyo,Mujer,35,39,71
042,Colmenar del Arroyo,Mujer,40,44,57
042,Colmenar del Arroyo,Mujer,45,49,57
042,Colmenar del Arroyo,Mujer,50,54,62
042,Colmenar del Arroyo,Mujer,55,59,48
042,Colmenar del Arroyo,Mujer,60,64,39
042,Colmenar del Arroyo,Mujer,65,69,45
042,Colmenar del Arroyo,Mujer,70,74,31
042,Colmenar del Arroyo,Mujer,75,79,20
042,Colmenar del Arroyo,Mujer,80,84,31
042,Colmenar del Arroyo,Mujer,85,89,21
042,Colmenar del Arroyo,Mujer,90,94,19
042,Colmenar del Arroyo,Mujer,95,99,7
042,Colmenar del Arroyo,Mujer,100,199,1
045,Colmenar Viejo,Hombre,0,4,1404
045,Colmenar Viejo,Hombre,5,9,1476
045,Colmenar Viejo,Hombre,10,14,1423
045,Colmenar Viejo,Hombre,15,19,1407
045,Colmenar Viejo,Hombre,20,24,1398
045,Colmenar Viejo,Hombre,25,29,1468
045,Colmenar Viejo,Hombre,30,34,1726
045,Colmenar Viejo,Hombre,35,39,2133
045,Colmenar Viejo,Hombre,40,44,2127
045,Colmenar Viejo,Hombre,45,49,2045
045,Colmenar Viejo,Hombre,50,54,1909
045,Colmenar Viejo,Hombre,55,59,1621
045,Colmenar Viejo,Hombre,60,64,1160
045,Colmenar Viejo,Hombre,65,69,868
045,Colmenar Viejo,Hombre,70,74,667
045,Colmenar Viejo,Hombre,75,79,435
045,Colmenar Viejo,Hombre,80,84,367
045,Colmenar Viejo,Hombre,85,89,257
045,Colmenar Viejo,Hombre,90,94,109
045,Colmenar Viejo,Hombre,95,99,24
045,Colmenar Viejo,Hombre,100,199,5
045,Colmenar Viejo,Mujer,0,4,1358
045,Colmenar Viejo,Mujer,5,9,1492
045,Colmenar Viejo,Mujer,10,14,1418
045,Colmenar Viejo,Mujer,15,19,1335
045,Colmenar Viejo,Mujer,20,24,1350
045,Colmenar Viejo,Mujer,25,29,1362
045,Colmenar Viejo,Mujer,30,34,1803
045,Colmenar Viejo,Mujer,35,39,2095
045,Colmenar Viejo,Mujer,40,44,2133
045,Colmenar Viejo,Mujer,45,49,2099
045,Colmenar Viejo,Mujer,50,54,1931
045,Colmenar Viejo,Mujer,55,59,1580
045,Colmenar Viejo,Mujer,60,64,1167
045,Colmenar Viejo,Mujer,65,69,893
045,Colmenar Viejo,Mujer,70,74,710
045,Colmenar Viejo,Mujer,75,79,560
045,Colmenar Viejo,Mujer,80,84,545
045,Colmenar Viejo,Mujer,85,89,438
045,Colmenar Viejo,Mujer,90,94,265
045,Colmenar Viejo,Mujer,95,99,41
045,Colmenar Viejo,Mujer,100,199,10
044,Colmenarejo,Hombre,0,4,204
044,Colmenarejo,Hombre,5,9,361
044,Colmenarejo,Hombre,10,14,321
044,Colmenarejo,Hombre,15,19,314
044,Colmenarejo,Hombre,20,24,227
044,Colmenarejo,Hombre,25,29,225
044,Colmenarejo,Hombre,30,34,237
044,Colmenarejo,Hombre,35,39,309
044,Colmenarejo,Hombre,40,44,448
044,Colmenarejo,Hombre,45,49,481
044,Colmenarejo,Hombre,50,54,387
044,Colmenarejo,Hombre,55,59,279
044,Colmenarejo,Hombre,60,64,189
044,Colmenarejo,Hombre,65,69,170
044,Colmenarejo,Hombre,70,74,117
044,Colmenarejo,Hombre,75,79,69
044,Colmenarejo,Hombre,80,84,51
044,Colmenarejo,Hombre,85,89,33
044,Colmenarejo,Hombre,90,94,9
044,Colmenarejo,Hombre,95,99,3
044,Colmenarejo,Hombre,100,199,0
044,Colmenarejo,Mujer,0,4,227
044,Colmenarejo,Mujer,5,9,327
044,Colmenarejo,Mujer,10,14,359
