centro_codigo,centro_nombre,centro_tipo_descripcion,centro_titularidad,direccion_via_tipo,direccion_via_nombre,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,url_colegio,direccion_coor_x,direccion_coor_y
28046583,COLLADO MEDIANO,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,de Goya,5,28450,046,Collado Mediano,http://www.educa.madrid.org/em.colladomediano,412816,4505384
28046595,BORJA,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,CALLE,RONDA DEL SUR,239,28053,079,Madrid,www.eiborja.es,443878,4469652
28046601,CENTRO ESCOLAR BALDER,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,Sierra Morena,41,28290,127,"Rozas de Madrid, Las",http://www.colegiobalder.com/,423470,4489335
28046625,GALAPAGAR,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,Guadarrama,66,28260,061,Galapagar,http://www.educa.madrid.org/em.galapagar,414632,4492931
28046637,GRIÑON,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CLLON,del Plantío,,28971,066,Griñón,http://www.educa.madrid.org/em.grinon,427197,4451940
28046650,AGATA-VILLAVERDE,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,del Doctor Martín Arévalo,2,28021,079,Madrid,http://www.educa.madrid.org/em.agata.villaverde,439824,4466439
28046662,ANTONIO MACHADO,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,de Arcos de Jalón,20,28037,079,Madrid,http://www.educa.madrid.org/em.machado.madrid,447222,4474589
28046674,EL CAPRICHO,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,de Joaquín Ibarra,28,28042,079,Madrid,http://www.educa.madrid.org/em.elcapricho.madrid,449617,4478665
28046686,PEQUEÑO KOALA,ESCUELA INFANTIL PRIVADA,PRIVADO,CMNO,Viejo de Vicalvaro,20,28032,079,Madrid,,447777,4472872
28046704,MARIA RODRIGO,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,de Mantuano,51,28002,079,Madrid,http://www.educa.madrid.org/em.nicolassalmeron.madrid,442687,4477647
28046716,ENRIQUE GARCIA ASENSIO,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,San Antón,,28982,106,Parla,http://www.educa.madrid.org/em.garciaasensio.parla,434619,4454554
28046731,RIVAS-VACIAMADRID,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,PLAZA,de la Constitución,s/n,28529,123,Rivas-Vaciamadrid,http://www.educa.madrid.org/em.rivas,453496,4467530
28046741,S.FERNANDO DE HENARES,ESCUELA MUNICIPAL DE MÚSICA Y DANZA,PÚBLICO,PLAZA,Olof Palme,s/n,28830,130,San Fernando de Henares,http://www.educa.madrid.org/emd.sanfernando,454880,4474941
28046765,SAN MARTIN DE VALDEIGLESIAS,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,del General Martínez Benito,4,28680,133,San Martín de Valdeiglesias,http://www.educa.madrid.org/em.sanmartindevaldeiglesias,381407,4468825
28046777,S.SEBASTIAN DE LOS REYES,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,AVDA,de Baunatal,18,28701,134,San Sebastián de los Reyes,http://www.educa.madrid.org/em.sansebastian,446438,4489467
28046807,TRES CANTOS,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,PLAZA,del Ayuntamiento,2,28760,903,Tres Cantos,http://www.educa.madrid.org/em.trescantos,439840,4494514
28046819,VILLAREJO DE SALVANES,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,de Luis de Requesens,19,28590,180,Villarejo de Salvanés,http://www.educa.madrid.org/em.villarejo,476382,4446252
28046856,EL DESPERTAR,CENTRO PRIVADO DE EDUCACIÓN ESPECIAL,PRIVADO CONCERTADO,CALLE,de Adonis,1,28024,079,Madrid,http://www.educa.madrid.org/cc.eldespertar.madrid,434315,4470951
28046881,SAN SATURIO,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de Sebastián Herrera,21-23,28012,079,Madrid,http://www.educa.madrid.org/cc.sansaturio.madrid,440689,4472845
28046901,LAS ROSAS,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,"de Calabria c/v a Avda. de Niza, 24",1,28022,079,Madrid,http://www.colegiolasrosas.es,448523,4475776
28046911,"CES, ESCUELA SUPERIOR DE IMAGEN Y SONIDO",CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,CALLE,de Mar Adriático,11,28033,079,Madrid,http://www.escuelaces.com,445686,4480355
28046935,LA CAÑADA DE ARDOZ,ESCUELA INFANTIL,PÚBLICO,CALLE,Cañada,52,28850,148,Torrejón de Ardoz,http://www.educa.madrid.org/eei.lacanada.torrejondeardoz,461556,4478625
28046947,CASCANUECES,ESCUELA INFANTIL,PÚBLICO,CALLE,de los Arquitectos,35,28903,065,Getafe,http://www.educa.madrid.org/eei.cascanueces.getafe,438326,4463766
28046959,LA CIGÜEÑA MARIA,ESCUELA INFANTIL,PÚBLICO,AVDA,de España,229,28231,127,"Rozas de Madrid, Las",http://www.educa.madrid.org/eei.laciguenamaria.lasrozas,424887,4482664
28046960,LOS CUENTOS,ESCUELA INFANTIL,PÚBLICO,CALLE,José Caballero,2,28805,005,Alcalá de Henares,http://www.educa.madrid.org/eei.loscuentos.alcala,470322,4482091
28046972,EL CUQUILLO,ESCUELA INFANTIL,PÚBLICO,PASEO,de la Chopera,118,28100,006,Alcobendas,http://www.educa.madrid.org/eei.elcuquillo.alcobendas,444979,4488456
28046984,LA CHOPERA,ESCUELA INFANTIL,PÚBLICO,CALLE,del Pintor Velázquez,38,28100,006,Alcobendas,http://www.educa.madrid.org/eei.lachopera.alcobendas,445560,4487955
28046996,LA FORESTA,ESCUELA INFANTIL,PÚBLICO,SECT,Foresta,15,28760,903,Tres Cantos,http://www.educa.madrid.org/eei.laforesta.trescantos,440213,4495980
28047009,EL JUGLAR,ESCUELA INFANTIL,PÚBLICO,CALLE,de Alonso Cano,8,28933,092,Móstoles,http://www.educa.madrid.org/eei.eljuglar.mostoles,426061,4465129
28047010,MOMO,ESCUELA INFANTIL,PÚBLICO,CALLE,Carabanchel,s/n,28981,106,Parla,http://www.educa.madrid.org/eei.momo.parla,434104,4454910
28047022,EL NARANJO,ESCUELA INFANTIL,PÚBLICO,PASEO,Riazor,s/n,28942,058,Fuenlabrada,http://www.educa.madrid.org/eei.elnaranjo.fuenlabrada,431273,4461527
28047034,A CHUPÉ,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Navayuncosa,22,28620,008,Aldea del Fresno,http://www.educa.madrid.org/cn.aldeadelfresno,398068,4464438
28047046,ARGANDA DEL REY,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Gran Vía,s/n,28500,014,Arganda del Rey,http://www.educa.madrid.org/cn.arganda,459153,4462867
28047058,BUITRAGO DE LOZOYA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de San Salvador,6,28730,027,Buitrago del Lozoya,http://www.educa.madrid.org/cn.buitrago,446623,4538444
28047061,BUSTARVIEJO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CTRA,de Valdemanco,9 bis,28720,028,Bustarviejo,http://www.educa.madrid.org/cn.bustarviejo,440881,4523546
28047071,LA CABRERA,ESCUELA INFANTIL,PÚBLICO,CALLE,de Paraguay,17,28751,030,"Cabrera, La",http://www.educa.madrid.org/cn.lacabrera,448190,4524250
28047083,ATRAPASUEÑOS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Villas de Don Juan,17,28640,031,Cadalso de los Vidrios,http://www.educa.madrid.org/cn.atrapasuenos.cadalso,377632,4462435
28047095,CASARRUBUELOS Nº 1,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CMNO,de los Andaluces,2,28978,036,Casarrubuelos,http://www.educa.madrid.org/cn.casarrubuelos,429008,4447205
28047101,SOL Y LUNA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Marqués de Villanueva de la Sagra,1,28694,051,Chapinería,http://www.educa.madrid.org/cn.chapineria,396678,4470682
28047113,LOS ENANITOS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CLLON,del Prado,s/n,28595,055,Estremera,http://www.educa.madrid.org/cn.estremera,490921,4448019
28047125,LA BALLENITA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,de Elena Soriano,7,28597,060,Fuentidueña de Tajo,http://www.educa.madrid.org/cn.fuentiduena,486224,4440954
28047149,GUADALIX DE LA SIERRA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Eras de Abajo,1,28794,067,Guadalix de la Sierra,http://www.educa.madrid.org/cn.guadalix,441252,4515061
28047150,AVENTURAS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Italia,12,28916,074,Leganés,http://www.educa.madrid.org/cn.aventuras.leganes,436984,4465188
28047162,LOS PINOS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,de los Pinos,2,28914,074,Leganés,http://www.educa.madrid.org/cn.lospinos.leganes,434306,4463954
28047174,LOZOYA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Luna,2,28742,076,Lozoya,http://www.educa.madrid.org/cn.lozoya,433509,4533648
28047186,LOZOYUELA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CMNO,Viejo de Torrelaguna,2,28752,901,Lozoyuela-Navas-Sieteiglesias,http://www.educa.madrid.org/cn.lozoyuela,448221,4530774
28047198,MIRAFLORES DE LA SIERRA,ESCUELA INFANTIL,PÚBLICO,AVDA,de la Constitución,1,28792,085,Miraflores de la Sierra,http://www.educa.madrid.org/cn.miraflores,435681,4518280
28047204,MONTEJO DE LA SIERRA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,del Soto,1,28190,088,Montejo de la Sierra,http://www.educa.madrid.org/cn.montejo,455149,4545375
28047216,NAVALAGAMELLA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,la Cuesta,10,28212,095,Navalagamella,http://www.educa.madrid.org/cn.navalagamella,404687,4480409
28047228,NUEVO BAZTAN,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,Glasgow,s/n,28514,100,Nuevo Baztán,http://www.educa.madrid.org/cn.nuevobaztan,479321,4467846
28047231,PERALES DE TAJUÑA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CTRA,de Morata,7,28540,110,Perales de Tajuña,http://www.educa.madrid.org/cn.perales,470031,4453530
28047241,RASCAFRIA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de la Cuesta del Chorro,6,28740,120,Rascafría,http://www.educa.madrid.org/cn.rascafria,425893,4527858
28047253,EL PARQUE,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CTRA,M-512 (Navas del Rey),9,28294,125,Robledo de Chavela,http://www.educa.madrid.org/cn.elparque.robledo,394903,4483654
28047265,EL TREBOL,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,del Trébol,2,28979,140,Serranillos del Valle,http://www.educa.madrid.org/eei.eltrebol.serranillos,424980,4450863
28047277,TORRELAGUNA,ESCUELA INFANTIL,PÚBLICO,CALLE,de Fray José de Almonacid,13,28180,151,Torrelaguna,http://www.educa.madrid.org/cn.torrelaguna,454699,4519489
28047289,TORREMOCHA DE JARAMA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,PLAZA,de Manuel Sanz Huerta,1,28189,153,Torremocha de Jarama,http://www.educa.madrid.org/cn.torremocha,458227,4520533
28047290,ARCO IRIS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de la Ermita,1,28594,155,Valdaracete,http://www.educa.madrid.org/cn.arcoiris.valdaracete,483552,4451235
28047307,VILLAMANRIQUE DE TAJO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de la República Dominicana,6-8,28598,173,Villamanrique de Tajo,http://www.educa.madrid.org/cn.villamanrique,479648,4435459
28047319,EL CASTILLO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de San José,2,28590,180,Villarejo de Salvanés,http://www.educa.madrid.org/cn.elcastillo.villarejo,476634,4446378
28047320,GONDOMAR,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,Fuente de las Colmenas,12,28260,061,Galapagar,http://www.colegiogondomar.com,415325,4491677
28047356,INSTITUTO DE FORMACION EMPRESARIAL DE LA CAMARA OFICIAL DE COMERCIO E INDUSTRIA DE MADRID,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO,CALLE,de Pedro Salinas,11,28043,079,Madrid,http://www.camaramadrid.es,443863,4478789
28047368,LOS ABETOS,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,del Marqués de Santillana,29,28410,082,Manzanares el Real,http://www.educa.madrid.org/cc.losabetos.manzanares,425998,4508640
28047381,MONTESSORI SCHOOL LOS FRESNOS (BRITAN.),CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,CALLE,de Navacerrada,13,28430,010,Alpedrete,,412951,4501857
28047401,LA NORIA,ESCUELA INFANTIL,PÚBLICO,AVDA,Francia,22,28916,074,Leganés,http://www.educa.madrid.org/eei.lanoria.leganes,436729,4465381
28047411,PRINCIPE FELIPE,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,de Finisterre,60,28029,079,Madrid,http://www.educa.madrid.org/ies.principefelipe.madrid,440443,4481344
28047423,RAYUELA,ESCUELA INFANTIL,PÚBLICO,PLAZA,Ecópolis,1,28523,123,Rivas-Vaciamadrid,http://www.educa.madrid.org/eei.rayuela.rivas,453451,4467238
28047435,GRIMM,ESCUELA INFANTIL,PÚBLICO,CALLE,Aloe,s/n,28522,123,Rivas-Vaciamadrid,http://www.educa.madrid.org/eei.grimm.rivas,454740,4468075
28047447,EL ESCONDITE,ESCUELA INFANTIL,PÚBLICO,CALLE,de las Panaderas,12,28944,058,Fuenlabrada,http://www.educa.madrid.org/eei.elescondite.fuenlabrada,432106,4458968
28047460,ADIVINANZAS,ESCUELA INFANTIL,PÚBLICO,CALLE,de las Palmeras,1,28922,007,Alcorcón,http://www.educa.madrid.org/eei.adivinanzas.alcorcon,429011,4465985
28047472,EL ALBA,ESCUELA INFANTIL,PÚBLICO,CALLE,de Toledo,181,28005,079,Madrid,http://www.educa.madrid.org/eei.elalba.madrid,439454,4472608
28047484,LA COLINA,ESCUELA INFANTIL,PÚBLICO,CALLE,de Nuestra Señora de Araceli,2,28042,079,Madrid,http://www.educa.madrid.org/eei.lacolina.madrid,450952,4480252
28047496,ROMANILLOS,ESCUELA INFANTIL,PÚBLICO,CALLE,de Cazorla,2,28660,022,Boadilla del Monte,http://www.educa.madrid.org/eei.romanillos.boadilla,425222,4473074
28047502,LOS ARCOS,ESCUELA INFANTIL,PÚBLICO,CALLE,de Juan Gris,s/n,28770,045,Colmenar Viejo,http://www.educa.madrid.org/eei.losarcos.colmenarviejo,434492,4502630
28047514,LA VACA FLORA,ESCUELA INFANTIL,PÚBLICO,CALLE,los Madroños,7,28400,047,Collado Villalba,http://www.educa.madrid.org/eei.lavacaflora.colladovillalba,415370,4497686
28047526,LA COMETA,ESCUELA INFANTIL,PÚBLICO,CALLE,Córdoba,2,28804,005,Alcalá de Henares,http://www.educa.madrid.org/eei.lacometa.alcala,470724,4481891
28047538,EL CUCO,ESCUELA INFANTIL,PÚBLICO,CALLE,Maestro,10,28914,074,Leganés,http://www.educa.madrid.org/eei.elcuco.leganes,435929,4464213
28047541,LA DEHESA,ESCUELA INFANTIL,PÚBLICO,CALLE,de Alfonso XIII,18,28280,054,"Escorial, El",http://www.educa.madrid.org/eei.ladehesa.elescorial,404852,4492756
28047551,AGUA DULCE,ESCUELA INFANTIL,PÚBLICO,CALLE,de Leñeros,25,28039,079,Madrid,http://www.educa.madrid.org/eei.aguadulce.madrid,439854,4478392
28047563,LOS GORRIONES,ESCUELA INFANTIL,PÚBLICO,CALLE,de Fuengirola,25,28018,079,Madrid,http://www.educa.madrid.org/eei.losgorriones.madrid,445571,4470501
28047575,LA LUNA,ESCUELA INFANTIL,PÚBLICO,CALLE,Campos de Castilla,s/n,28909,065,Getafe,http://www.educa.madrid.org/eei.laluna.getafe,443932,4463891
28047587,COLORIN COLORADO,ESCUELA INFANTIL,PÚBLICO,CALLE,del Conde de Torralba,8,28046,079,Madrid,http://www.educa.madrid.org/eei.colorincolorado.madrid,441973,4481085
28047599,EL LIRON,ESCUELA INFANTIL,PÚBLICO,CALLE,del Pico de los Artilleros,123,28030,079,Madrid,http://www.educa.madrid.org/eei.elliron.madrid,445474,4472521
28047605,MANANTIAL,ESCUELA INFANTIL,PÚBLICO,CALLE,Siega,4,28260,061,Galapagar,http://www.educa.madrid.org/eei.manantial.galapagar,415469,4493146
28047617,PARQUE COIMBRA,ESCUELA INFANTIL,PÚBLICO,CALLE,del Cerezo,s/n,28935,092,Móstoles,http://www.educa.madrid.org/eei.parquecoimbra.mostoles,421656,4462982
28047629,GALLIPATOS,ESCUELA INFANTIL,PÚBLICO,AVDA,de Nuevo Versalles,14,28942,058,Fuenlabrada,http://www.educa.madrid.org/eei.gallipatos.fuenlabrada,429413,4460906
28047630,PETIRROJO,ESCUELA INFANTIL,PÚBLICO,CALLE,de Luis Buñuel,4,28018,079,Madrid,http://www.educa.madrid.org/eei.petirrojo.madrid,445328,4470916
28047642,PLATERO,ESCUELA INFANTIL,PÚBLICO,AVDA,de Covibar,4,28523,123,Rivas-Vaciamadrid,http://www.educa.madrid.org/eei.platero.rivas,453171,4468336
28047654,HIEDRA,ESCUELA INFANTIL,PÚBLICO,CALLE,de Amposta,34,28037,079,Madrid,http://www.educa.madrid.org/eei.hiedra.madrid,447471,4474866
28047666,LA RAMPA,ESCUELA INFANTIL,PÚBLICO,CALLE,Chile,s/n,28822,049,Coslada,http://www.educa.madrid.org/eei.larampa.coslada,453259,4474959
28047678,RETAMAR,ESCUELA INFANTIL,PÚBLICO,CALLE,de Felipe de Diego,8,28018,079,Madrid,http://www.educa.madrid.org/eei.retamar.madrid,443934,4470015
28047681,RINCON FLORIDO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CTRA,de los Molinos,5,28470,038,Cercedilla,http://www.educa.madrid.org/eei.rinconflorido.cercedilla,409896,4509754
28047691,ROSA,ESCUELA INFANTIL,PÚBLICO,PASEO,de la Habana,173,28036,079,Madrid,http://www.educa.madrid.org/eei.rosa.madrid,442367,4479674
28047708,TRIS-TRAS,ESCUELA INFANTIL,PÚBLICO,CMNO,de la Cantueña,s/n,28982,106,Parla,http://www.educa.madrid.org/eei.tristras.parla,435061,4455195
28047711,LOS JUNCOS,ESCUELA INFANTIL,PÚBLICO,PLAZA,de la Juventud,7,28032,079,Madrid,http://www.educa.madrid.org/eei.losjuncos.madrid,448609,4473346
28047733,TUCAN,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,Reyes Católicos,24,28802,005,Alcalá de Henares,http://www.educa.madrid.org/cn.tucan.alcala,468138,4480656
28047745,GALATEA,ESCUELA INFANTIL,PÚBLICO,CALLE,Fuente del Sol,85,28803,005,Alcalá de Henares,http://www.educa.madrid.org/eei.galatea.alcala,468889,4480035
28047757,GARABATOS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de Emilia Pardo Bazán,13,28110,009,Algete,http://www.educa.madrid.org/cn.garabatos.algete,457113,4494517
28047769,ELMER,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,de Tielmes,23,28560,035,Carabaña,http://www.educa.madrid.org/cn.carabana,480154,4456415
28047770,COLORIN COLORADO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CMNO,del Molino,s/n,28816,032,Camarma de Esteruelas,http://www.educa.madrid.org/cn.camarma,468078,4488447
28047782,CAMPO REAL Nº 1,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Peaje,2,28510,033,Campo Real,http://www.educa.madrid.org/cn.camporeal,467696,4465564
28047794,CENICIENTOS,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de la Ronda del Sur,108,28650,037,Cenicientos,http://www.educa.madrid.org/cn.cenicientos,375202,4457810
28047800,COLLADO MEDIANO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,de Madrid,23,28450,046,Collado Mediano,http://www.educa.madrid.org/cn.colladomediano,413777,4505423
28047812,LA OLMA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Guillermo Bonet,s/n,28213,042,Colmenar del Arroyo,http://www.educa.madrid.org/cn.laolma.colmenardelarroyo,398423,4475032
28047824,DAGANZO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Hermanos Álvarez Quintero,22,28814,053,Daganzo de Arriba,http://www.educa.madrid.org/cn.daganzo,460819,4488223
28047836,LA CIGÜEÑA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Teruel,12bis,28140,059,Fuente el Saz de Jarama,http://www.educa.madrid.org/cn.fuenteelsaz,455817,4497911
28047848,FRESNO DE TOROTE,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CMNO,Valdeavero,2,28815,057,Fresno de Torote,http://www.educa.madrid.org/cn.fresno,466326,4496954
28047851,GRIÑON,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de la Ermita,3,28971,066,Griñón,http://www.educa.madrid.org/cn.grinon,427499,4452158
28047861,AMADEO VIVES,ESCUELA INFANTIL,PÚBLICO,CALLE,de los Yébenes,6,28047,079,Madrid,http://www.educa.madrid.org/cn.amadeovives.madrid,435862,4472094
28047873,COLMENAR VIEJO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de Gustavo Adolfo Bécquer,18,28770,045,Colmenar Viejo,http://www.educa.madrid.org/cn.colmenarviejo,434100,4501353
28047885,COBEÑA,ESCUELA MUNICIPAL DE MÚSICA,PÚBLICO,CALLE,de la Fuente,7,28863,041,Cobeña,http://www.educa.madrid.org/em.cobena,457184,4490988
28047897,PARQUE DE HORTALEZA,ESCUELA INFANTIL,PÚBLICO,CALLE,del Mar Caspio,6,28033,079,Madrid,http://www.educa.madrid.org/eei.parquehortaleza.madrid,445207,4480482
28047903,LOPE DE VEGA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de Inglaterra D-11,8,28019,079,Madrid,http://www.educa.madrid.org/cn.lopedevega.madrid,438619,4471813
28047915,EL SUR,ESCUELA INFANTIL,PÚBLICO,CALLE,de Cifuentes,12,28021,079,Madrid,http://www.educa.madrid.org/eei.elsur.madrid,440876,4466735
28047927,CASCABEL,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CMNO,de la Virgen de la Cabeza,15,28880,083,Meco,http://www.educa.madrid.org/cn.meco.meco,471920,4488736
28047940,MORALZARZAL,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CMNO,de Alpedrete,2,28411,090,Moralzarzal,http://www.educa.madrid.org/cn.moralzarzal,417746,4503373
28047952,MORATA DE TAJUÑA  Nº 1,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,PLAZA,de Claudio Vázquez,s/n,28530,091,Morata de Tajuña,http://www.educa.madrid.org/cn.morata,462726,4453271
28047964,NAVACERRADA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,COL,MATA DEL ROSAL,4,28491,093,Navacerrada,http://www.educa.madrid.org/cn.navacerrada,413868,4508659
28047988,CINTA Y ELISA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,VÍA OLÍMPICA,3,28695,099,Navas del Rey,http://www.educa.madrid.org/cn.cintayelisa.navasdelrey,394001,4471735
28048002,PATONES,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,de Madrid,82,28189,107,Patones,http://www.educa.madrid.org/cn.patones,459271,4522878
28048014,EL POCITO,ESCUELA INFANTIL,PÚBLICO,CALLE,Cultura,s/n,28723,108,Pedrezuela,http://www.educa.madrid.org/eei.elpocito.pedrezuela,449456,4511050
28048026,LOS CASCABELES,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CTRA,de San Ramón,2,28696,109,Pelayos de la Presa,http://www.educa.madrid.org/cn.pelayos,387091,4468868
28048038,POZUELO DEL REY,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,PLAZA,de Carlos Ruiz,2,28813,116,Pozuelo del Rey,http://www.educa.madrid.org/cn.pozuelodelrey,472713,4468406
28048041,LOS PICAPIEDRA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,del Doce de Octubre,33,28330,132,San Martín de la Vega,http://www.educa.madrid.org/cn.lospicapiedra.sanmartindelavega,450746,4450963
28048063,LA LUNA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,AVDA,del Ferrocarril,s/n,28680,133,San Martín de Valdeiglesias,http://www.educa.madrid.org/cn.sanmartindevaldeiglesias,380984,4469257
28048075,LA PAJARA PINTA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,PASEO,del Olivar,3,28609,141,Sevilla la Nueva,http://www.educa.madrid.org/cn.sevilla,412754,4466734
28048087,TALAMANCA DE JARAMA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Almazara,22,28160,145,Talamanca de Jarama,http://www.educa.madrid.org/cn.talamanca,456732,4510889
28048099,TIELMES,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de la Pérdiz,6,28550,146,Tielmes,http://www.educa.madrid.org/cn.tielmes,473324,4455261
28048105,TITULCIA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Grande,36,28359,147,Titulcia,http://www.educa.madrid.org/cn.titulcia,451486,4443086
28048117,EL BOSQUE ENCANTADO,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Mayor,36,28813,154,Torres de la Alameda,http://www.educa.madrid.org/cn.elbosqueencantado.torres,469440,4472649
28048129,VALDETORRES DE JARAMA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Mar Adriático,s/n,28150,164,Valdetorres de Jarama,http://www.educa.madrid.org/cn.valdetorres,456559,4504710
28048130,VALDILECHA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,Miguel de Cervantes,2,28511,165,Valdilecha,http://www.educa.madrid.org/cn.valdilecha,474508,4460409
28048142,EL CASCANUECES,ESCUELA INFANTIL,PÚBLICO,CALLE,de Paz Camacho,72,28891,167,Velilla de San Antonio,http://www.educa.madrid.org/eei.elcascanueces.velilla,458617,4469277
28048154,VENTURADA,ESCUELA  INFANTIL-CASA DE NIÑOS,PÚBLICO,CALLE,de los Álamos,s/n,28729,169,Venturada,http://www.educa.madrid.org/cn.venturada,447617,4516501
