centro_codigo,centro_nombre,centro_tipo_descripcion,centro_titularidad,direccion_via_tipo,direccion_via_nombre,direccion_numero,direccion_codigo_postal,municipio_codigo,municipio_nombre,url_colegio,direccion_coor_x,direccion_coor_y
28000029,SAN BLAS,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CALLE,Víctor Hurtado,s/n,28864,002,Ajalvir,http://www.educa.madrid.org/cp.sanblas.ajalvir,458832,4487797
28000042,EL ALAMO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,del Río Alagón,1,28607,004,"Álamo, El",http://www.educa.madrid.org/cp.elalamo.elalamo,415961,4453703
28000054,ANTONIO DE NEBRIJA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,San Ignacio de Loyola,13,28806,005,Alcalá de Henares,http://www.educa.madrid.org/cp.antoniodenebrija.alcala,468386,4482313
28000066,CARDENAL CISNEROS,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,San Juan,2,28801,005,Alcalá de Henares,http://www.educa.madrid.org/cp.cardenalcisnero.alcala,468658,4481259
28000078,CERVANTES,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Giner de los Ríos,5,28800,005,Alcalá de Henares,http://www.educa.madrid.org/cp.cervantes.alcala,469547,4481511
28000081,DAOIZ Y VELARDE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Infantado,2,28807,005,Alcalá de Henares,http://www.educa.madrid.org/cp.daoizyvelarde.alcala,468826,4481956
28000111,REYES CATOLICOS,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,San Vidal,4,28803,005,Alcalá de Henares,http://www.educa.madrid.org/cp.reyescatolicos.alcala,468146,4480586
28000157,SAGRADO CORAZON DE JESUS,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Escritorios,6,28801,005,Alcalá de Henares,http://www.colegiofilipensealcaladehenares.es,468895,4481221
28000224,SAN FELIPE NERI,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE,San Felipe Neri,4,28801,005,Alcalá de Henares,www.colegiosanfelipe.es,468721,4481288
28000303,ESCUELAS PIAS,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA,Lope de Figueroa,27,28804,005,Alcalá de Henares,http://www.escolapiosalcala.es,470018,4481495
28000315,EMPERADOR FERNANDO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de la Ronda Fiscal,44,28803,005,Alcalá de Henares,http://www.educa.madrid.org/cp.emperadorfernan.alcala,468369,4480180
28000327,SANTA MARIA DE LA PROVIDENCIA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Huertas,4,28807,005,Alcalá de Henares,http://www.smprovidencia-alcala.es,469022,4482033
28000339,JUNCAL,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Núñez de Guzmán,31,28802,005,Alcalá de Henares,http://www.educa.madrid.org/cp.juncal.alcala,467839,4480671
28000364,COMPLUTENSE,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,Valladolid,1,28804,005,Alcalá de Henares,http://www.educa.madrid.org/ies.complutense.alcala,470510,4481599
28000376,NTRA. SRA. DEL VAL,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Ávila,s/n,28804,005,Alcalá de Henares,http://www.educa.madrid.org/cp.val.alcala,470873,4481791
28000388,DOCTORA DE ALCALA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de Pedro Sarmiento de Gamboa,11,28805,005,Alcalá de Henares,http://www.educa.madrid.org/cp.doctora.alcala,469522,4482291
28000406,SAN GABRIEL,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CTRA,Daganzo,"k 2,5",28800,005,Alcalá de Henares,http://www.educa.madrid.org/cc.sangabriel.alcala,467137,4483263
28000421,SAN IGNACIO DE LOYOLA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Concepción Arenal,3,28806,005,Alcalá de Henares,http://www.sanignacioalcala.es,469041,4482916
28000431,MINERVA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Batalla de Lepanto,1,28804,005,Alcalá de Henares,http://www.educa.madrid.org/cc.minerva.alcala,469753,4481732
28000467,ALONSO DE AVELLANEDA,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,Vitoria,3,28804,005,Alcalá de Henares,http://www.educa.madrid.org/ies.alonsodeavellan.alcala,471046,4482286
28000479,CALASANZ,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Santiago,29,28801,005,Alcalá de Henares,http://www.calasanzalcala.com,468941,4481493
28000492,LOPE DE VEGA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de Luis de Medina,12,28805,005,Alcalá de Henares,http://www.colegiolopedevega.com,469744,4482228
28000522,ANTONIO MACHADO,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,Alalpardo,s/n,28806,005,Alcalá de Henares,http://www.educa.madrid.org/ies.machado.alcala,468665,4482393
28000558,INFANTA CATALINA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,San Vidal,6,28803,005,Alcalá de Henares,http://www.educa.madrid.org/cp.infantacatalina.alcala,468160,4480571
28000595,FEDERICO GARCIA LORCA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,del Marqués de la Valdavia,91,28100,006,Alcobendas,http://www.educa.madrid.org/cp.garcialorca.alcobendas,445032,4488554
28000601,ANTONIO MACHADO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de Miraflores,59,28100,006,Alcobendas,http://www.educa.madrid.org/cp.machado.alcobendas,445886,4488631
28000625,SAN PEDRO APOSTOL,ESCUELA INFANTIL PRIVADA,PRIVADO CONCERTADO,PLAZA,de Felipe Álvarez Gadea,1,28100,006,Alcobendas,,446447,4488013
28000649,SAN ANTONIO,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA,PRIVADO CONCERTADO,CALLE,de Barcelona,13,28100,006,Alcobendas,http://www.educa.madrid.org/cc.sanantonio.alcobendas,446743,4488144
28000662,JUAN XXIII,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,TRVA,Juan M. Sánchez. Pedagogo,3,28100,006,Alcobendas,http://www.juanxxiiialcobendas.com,446082,4488087
28000698,LICEO EUROPEO,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,del Camino Sur,10-12,28109,006,Alcobendas,http://www.liceo-europeo.es,445505,4484772
28000753,FRANCISCO GINER DE LOS RIOS,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,AVDA,de la Transición Española,11,28108,006,Alcobendas,http://www.educa.madrid.org/ies.ginerdelosrios.alcobendas,447429,4487172
28000765,DAOIZ Y VELARDE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,de Valdelaparra,92,28108,006,Alcobendas,http://www.educa.madrid.org/cp.daoizyvelarde.alcobendas,443977,4488551
28000777,BIENAVENTURADA VIRGEN MARIA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,de Begonia,275,28109,006,Alcobendas,http://www.irlandesaselsoto.net/,445727,4486106
28000820,COLEGIO SUIZO DE MADRID (SUIZO),CENTRO DOCENTE EXTRANJERO EN ESPAÑA,PRIVADO,CTRA,BURGOS,k. 14,28100,006,Alcobendas,,444586,4485638
28000856,CARMEN CONDE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,del Oeste,2,28922,007,Alcorcón,http://www.educa.madrid.org/cp.carmenconde.alcorcon,429272,4466006
28000901,NTRA. SRA. DE RIHONDO,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA,de Pablo Iglesias,2,28922,007,Alcorcón,http://www.rihondo.es,428975,4466342
28000947,SANTISIMA TRINIDAD,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de Ribadavia,2,28925,007,Alcorcón,http://www.alcorcon.colegiostrinitarios.com,430991,4467463
28000960,NTRA. SRA. DE LOS REMEDIOS,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de los Guindales,17,28921,007,Alcorcón,http://www.educa.madrid.org/cc.nsdelosremedios.alcorcon,429201,4466399
28001010,AMOR DE DIOS,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,PLAZA,Santiago de Compostela,1,28924,007,Alcorcón,http://www.educa.madrid.org/cc.amordedios.alcorcon,430735,4467059
28001022,LA INMACULADA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Señorita Elena,s/n,28924,007,Alcorcón,http://www.lainmaculada.net,431067,4466962
28001034,VIRGEN DEL REMEDIO,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,AVDA,de Lisboa,2,28924,007,Alcorcón,http://www.alcorcon.trinitarias.net,430148,4467116
28001046,CENTRO EDUCATIVO VILLA DE ALCORCON,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de Madrid,12,28921,007,Alcorcón,http://www.villadealcorcon.com,429720,4466865
28001137,DANIEL MARTIN,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,del Alcalde José Aranda,45,28923,007,Alcorcón,http://www.educa.madrid.org/portal/web/danielmartin,430417,4466548
28001149,PARROCO D. VICTORIANO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de la Olímpica Conchita Puig,2,28923,007,Alcorcón,http://www.educa.madrid.org/cp.donvictoriano.alcorcon,430394,4466314
28001231,SAN PABLO-CEU,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,AVDA,de Montepríncipe,,28668,022,Boadilla del Monte,www.colegioceumonteprincipe.es,428858,4472491
28001241,NTRA. SRA. DE FATIMA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Navayuncosa,22,28620,008,Aldea del Fresno,http://www.educa.madrid.org/cp.fatima.aldeadelfresno,398068,4464438
28001277,OBISPO MOSCOSO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,del Retamar,18,28110,009,Algete,http://www.educa.madrid.org/cp.obispomoscoso.algete,457953,4494426
28001289,SANTA QUITERIA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de Santa Quiteria,45,28439,010,Alpedrete,http://www.educa.madrid.org/cp.santaquiteria.alpedrete,413796,4500973
28001371,SAN JOSE DE CALASANZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,de la Plaza de Toros,32,28300,013,Aranjuez,http://www.educa.madrid.org/cp.sanjosedecalasanz.aranjuez,449000,4430989
28001435,VIRGEN DEL PUERTO,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO,CALLE,de Carretas,16,28300,013,Aranjuez,,448509,4430808
28001514,SAGRADA FAMILIA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,del Príncipe,15,28300,013,Aranjuez,http://www.aranjuez.fesd.es,448554,4431962
28001538,SAN PASCUAL,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE,del Rey,77-79,28300,013,Aranjuez,http://www.colegiosanpascual.es,448770,4431182
28001551,VICENTE ALEIXANDRE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,del Príncipe,38,28300,013,Aranjuez,http://www.educa.madrid.org/cp.vicentealeixandre.aranjuez,448855,4431855
28001563,APOSTOL SANTIAGO,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de las Moreras,217,28300,013,Aranjuez,http://www.educa.madrid.org/cc.apostolsantiago.aranjuez,449686,4431847
28001587,ARCO IRIS ABASTOS,ESCUELA INFANTIL PRIVADA,PRIVADO,CALLE,de Abastos,157,28300,013,Aranjuez,,449282,4431397
28001605,LOYOLA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de Valeras,24,28300,013,Aranjuez,http://www.salesianosloyola.es,447999,4431042
28001617,SAN ISIDRO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de los Cuarteles,51,28300,013,Aranjuez,http://www.educa.madrid.org/cp.sanisidro.aranjuez,449488,4431557
28001629,DOMENICO SCARLATTI,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,de Valeras,22,28300,013,Aranjuez,http://www.educa.madrid.org/ies.domenicoscarlat.aranjuez,448012,4431221
28001642,PRINCIPE DE ASTURIAS,COLEGIO DE EDUCACIÓN ESPECIAL,PÚBLICO,CALLE,Zorzales,11,28300,013,Aranjuez,http://www.educa.madrid.org/cpee.principedeasturias.aranjuez,447882,4431228
28001678,JORGE MANRIQUE,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,del Mar Adriático,2,28760,903,Tres Cantos,http://www.educa.madrid.org/ies.jorgemanrique.trescantos,440399,4493685
28001681,NTRA. SRA. DE LA MILAGROSA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Leonor de Cortinas,2,28500,014,Arganda del Rey,http://www.educa.madrid.org/cp.milagrosa.arganda,462127,4461186
28001769,EL CARRASCAL,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,AVDA,del Instituto,s/n,28500,014,Arganda del Rey,http://www.educa.madrid.org/ies.elcarrascal.arganda,462479,4460073
28001770,SAN JUAN BAUTISTA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Isaac Peral,20,28500,014,Arganda del Rey,http://www.educa.madrid.org/cp.sanjuanbautista.arganda,462730,4460784
28001794,EL TORREON,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de Serranillos,6,28939,015,Arroyomolinos,http://www.educa.madrid.org/cp.eltorreon.arroyomolinos,421881,4457863
28001812,JUAN RAMON JIMENEZ,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,PASEO,de San Sebastián,23,28490,018,Becerril de la Sierra,http://www.educa.madrid.org/cp.juanramonjimenez.becerril,416281,4507436
28001824,BELMONTE DE TAJO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Tomás Díaz Vázquez,8,28390,019,Belmonte de Tajo,http://www.educa.madrid.org/cp.belmontedetajo.belmonte,471386,4442716
28001848,PRINCIPE DON FELIPE,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CALLE,de Juan Carlos I,40,28660,022,Boadilla del Monte,http://www.educa.madrid.org/cp.principedonfelipe.boadilla,425438,4473342
28001851,VIRGEN DE EUROPA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,del Valle de Santa Ana,1,28669,022,Boadilla del Monte,http://www.cve.edu.es,424464,4475964
28001861,TRINITY COLLEGE BOADILLA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,Playa de Formentor,s/n,28660,022,Boadilla del Monte,http://www.trinitycollege.es/liceoserrano/,424290,4477369
28001873,SAN SEBASTIAN,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CTRA,Mazanares El Real,10,28413,023,"Boalo, El",http://www.educa.madrid.org/cp.sansebastian.elboalo,423816,4507413
28001940,BATALLA DE BRUNETE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,del Escorial,32,28690,026,Brunete,http://www.educa.madrid.org/cp.batalladebrunet.brunete,415045,4473287
28001952,PEÑALTA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Peñalta,s/n,28730,027,Buitrago del Lozoya,http://www.educa.madrid.org/cp.penalta.buitrago,446417,4538003
28001976,GSD INTERNATIONAL SCHOOL BUITRAGO,CENTRO PRIVADO DE EDUCACIÓN PRIMARIA Y SECUNDARIA,PRIVADO CONCERTADO,AVDA,de Madrid,18,28730,027,Buitrago del Lozoya,www.gsdeducacion.com,446290,4537673
28001991,MONTELINDO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CTRA,de Valdemanco,9,28720,028,Bustarviejo,http://www.educa.madrid.org/cp.montelindo.bustarviejo,440782,4523528
28002014,PICO DE LA MIEL,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de los Colegios,28,28751,030,"Cabrera, La",http://www.educa.madrid.org/cp.picodelamiel.lacabrera,448706,4524776
28002026,EUGENIO MURO,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CTRA,Rozas de Puerto Real,20,28640,031,Cadalso de los Vidrios,http://www.educa.madrid.org/cp.eugeniomuro.cadalso,376734,4462250
28002038,FEDERICO GARCIA LORCA,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CALLE,de la Huerta,s/n,28816,032,Camarma de Esteruelas,http://www.educa.madrid.org/cp.garcialorca.camarma,468269,4488523
28002041,MIGUEL DELIBES,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,PASEO,Pozuelo,31,28510,033,Campo Real,http://www.educa.madrid.org/cp.delibes.camporeal,468397,4465657
28002099,TOME Y ORGAZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,Fernández Turbica,s/n,28977,036,Casarrubuelos,http://www.educa.madrid.org/cp.tomeyorgaz.casarrubuelos,429657,4446952
28002105,SUAREZ SOMONTE,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CALLE,de la Ronda del Sur,54,28650,037,Cenicientos,http://www.educa.madrid.org/cp.suarezsomonte.cenicientos,375012,4457835
28002129,VIA ROMANA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,Blanca Fernández Ochoa,5,28470,038,Cercedilla,http://www.educa.madrid.org/cp.viaromana.cercedilla,411461,4510509
28002142,REGINA ASSUMPTA,CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA,PRIVADO CONCERTADO,CALLE,de San Andrés,11,28470,038,Cercedilla,http://www.educa.madrid.org/cc.reginaassumpta.cercedilla,410644,4510267
28002166,VENTURA RODRIGUEZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,FERNANDEZ VITORIO,12,28350,040,Ciempozuelos,http://www.educa.madrid.org/cp.venturarodriguez.ciempozuelos,446550,4445318
28002181,JUAN CARLOS I,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,de San Francisco,s/n,28350,040,Ciempozuelos,http://www.educa.madrid.org/ies.juancarlosprimero.ciempozuelos,447174,4444995
28002191,VIRGEN DEL CONSUELO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de los Jardines,10,28350,040,Ciempozuelos,http://www.educa.madrid.org/cp.consuelo.ciempozuelos,447147,4445312
28002208,SAN JUAN DE DIOS,CENTRO PRIVADO DE FORMACIÓN PROFESIONAL ESPECÍFICA,PRIVADO CONCERTADO,AVDA,de San Juan de Dios,1,28350,040,Ciempozuelos,http://www.ciclosformativossjd.es,448005,4445613
28002211,VILLA DE COBEÑA,"COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PÚBLICO,CALLE,de la Fuente,17,28863,041,Cobeña,http://www.educa.madrid.org/cp.villadecobena.cobena,457159,4491094
28002245,APIS AURELIA,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Madrid,28,28380,043,Colmenar de Oreja,http://www.educa.madrid.org/cp.apisaurelia.colmenardeoreja,466596,4440444
28002269,SEIS DE DICIEMBRE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Madrid,s/n,28270,044,Colmenarejo,http://www.educa.madrid.org/cp.seisdediciembre.colmenarejo,414069,4490088
28002270,SOLEDAD SAINZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de la Amargura,20,28770,045,Colmenar Viejo,http://www.educa.madrid.org/cp.soledadsainz.colmenarviejo,435429,4501233
28002282,VIRGEN DE LOS REMEDIOS,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,de la Libertad,3,28770,045,Colmenar Viejo,http://www.educa.madrid.org/cp.remedios.colmenarviejo,435134,4501531
28002312,MARQUES DE SANTILLANA,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,de la Isla del Rey,5,28770,045,Colmenar Viejo,http://www.educa.madrid.org/ies.marquesdesantil.colmenarviejo,434845,4502351
28002351,INTERNACIONAL PINOSIERRA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO,CALLE,del Gavilán,2,28760,903,Tres Cantos,www.casvitrescantos.es,439913,4493436
28002361,VIRGEN DE LA PAZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de Goya,5,28450,046,Collado Mediano,http://www.educa.madrid.org/cp.delapaz.colladomediano,412816,4505384
28002385,CAÑADA REAL,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,el Almiar,35,28400,047,Collado Villalba,http://www.educa.madrid.org/cp.canadareal.colladovillalba,414458,4498946
28002397,SANTISIMA TRINIDAD,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,Morales Antuñano,7,28400,047,Collado Villalba,http://www.educa.madrid.org/cc.trinidad.colladovillalba,414652,4497956
28002403,MIGUEL DELIBES,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Ruiz de Alarcón,8,28400,047,Collado Villalba,http://www.educa.madrid.org/cp.delibes.colladovillalba,415183,4497766
28002415,JAIME FERRAN,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,CALLE,Matalpino,22,28400,047,Collado Villalba,http://www.educa.madrid.org/ies.jaimeferran.colladovillalba,415198,4499081
28002427,VIRGEN DE LA ALMUDENA,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CTRA,Moralzarzal,10,28400,047,Collado Villalba,http://www.educa.madrid.org/cc.virgendelaalmudena.colladovillalba,415723,4499209
28002464,SAN PABLO,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de la Iglesia,13,28821,049,Coslada,http://www.educa.madrid.org/cp.sanpablo.coslada,451771,4475359
28002488,MAMA JUANITA,CENTRO PRIVADO DE EDUCACIÓN INFANTIL,PRIVADO CONCERTADO,CALLE,de la Iglesia,15,28821,049,Coslada,http://www.mamajuanita.com,451763,4475386
28002506,VIRGEN DEL HENAR,"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA",PRIVADO CONCERTADO,CALLE,de Maches Gómez,4,28821,049,Coslada,http://www.educa.madrid.org/cc.virgendelhenar.coslada,452169,4475393
28002543,SAN ESTEBAN,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,AVDA,de San Pablo,29,28823,049,Coslada,http://www.educa.madrid.org/cp.sanesteban.coslada,454897,4476625
28002580,MIGUEL CATALAN,INSTITUTO DE EDUCACIÓN SECUNDARIA,PÚBLICO,AVDA,de José Gárate,s/n,28823,049,Coslada,http://www.educa.madrid.org/ies.miguelcatalan.coslada,454090,4475869
28002609,NTRA. SRA. DE LA SOLEDAD,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Francisco de Quevedo,3,28978,050,Cubas de la Sagra,http://www.educa.madrid.org/cp.soledad.cubas,429307,4449552
28002646,HERMANOS ORTIZ DE ZARATE,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,Sociedad de Cosecheros,2,28370,052,Chinchón,http://www.educa.madrid.org/cp.ortizdezarate.chinchon,464323,4443101
28002671,ANGEL BERZAL FERNANDEZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CMNO,del Fresno de Torote,s/n,28814,053,Daganzo de Arriba,http://www.educa.madrid.org/cp.angelberzalfern.daganzo,461596,4488900
28002695,FELIPE II,COLEGIO DE EDUCACIÓN PRIMARIA,PÚBLICO,CALLE,de Alfonso XIII,5,28280,054,"Escorial, El",http://www.educa.madrid.org/cp.felipesegundo.elescorial,404854,4492927
28002713,PADRE GERARDO GIL,ESCUELA INFANTIL,PÚBLICO,CALLE,del Padre Villacastín,s/n,28280,054,"Escorial, El",http://www.educa.madrid.org/eei.gerardogil.elescorial,404651,4493218
28002737,CARLOS RUIZ,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,del Prado,2,28595,055,Estremera,http://www.educa.madrid.org/cp.carlosruiz.estremera,490842,4448099
28002804,SAN ESTEBAN,COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA,PÚBLICO,CALLE,de los Ángeles,13,28944,058,Fuenlabrada,http://www.educa.madrid.org/cp.sanesteban.fuenlabrada,432929,4459864
