ID,MINTDISTRI,NOMBRE_DIS,wikidata_Dis,MINTBARRIO,NOMBRE_BAR,wikidata_Bar,ESTADO,INSTALLDAT,Direccion,wikidata_Dir,MINTNUMERO,MINTNDP,MODELO
170048,2,Arganzuela,https://wikidata.org/entity/Q2000929,23,La-Chopera,https://wikidata.org/entity/Q3773750,OPERATIVO,,CALLE-GUILLERMO-DE-OSMA,,10,11008976,
170099,5,Chamartín,https://wikidata.org/entity/Q1766348,55,Nueva-España,https://wikidata.org/entity/Q10338128,OPERATIVO,,"Avenida-de-Alfonso-XIII,-Madrid",https://wikidata.org/entity/Q29397736,180,31013778,
170181,5,Chamartín,https://wikidata.org/entity/Q1766348,55,Nueva-España,https://wikidata.org/entity/Q10338128,OPERATIVO,,"Calle-de-Juan-Hurtado-de-Mendoza,-Madrid",https://wikidata.org/entity/Q54486212,1,31008516,
170579,2,Arganzuela,https://wikidata.org/entity/Q2000929,25,Las-Delicias,https://wikidata.org/entity/Q3773736,OPERATIVO,,CALLE-ALICANTE,,7,11009480,
172923,2,Arganzuela,https://wikidata.org/entity/Q2000929,25,Las-Delicias,https://wikidata.org/entity/Q3773736,OPERATIVO,,CALLE-RAMIREZ-DE-PRADO,,6,11009534,
172981,5,Chamartín,https://wikidata.org/entity/Q1766348,55,Nueva-España,https://wikidata.org/entity/Q10338128,OPERATIVO,,PLAZA-CASTILLA,,9,20131087,
173321,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,Las-Acacias,https://wikidata.org/entity/Q3319190,OPERATIVO,,CALLE-ARGANDA,,42,20065138,
173548,5,Chamartín,https://wikidata.org/entity/Q1766348,55,Nueva-España,https://wikidata.org/entity/Q10338128,OPERATIVO,,CALLE-ROSA-JARDON,,6,20102934,
173555,2,Arganzuela,https://wikidata.org/entity/Q2000929,25,Las-Delicias,https://wikidata.org/entity/Q3773736,OPERATIVO,,CALLE-GENERAL-LACY,,25,11009552,
173669,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,Las-Acacias,https://wikidata.org/entity/Q3319190,OPERATIVO,,CALLE-ARGANDA,,10 C,31050694,
173919,2,Arganzuela,https://wikidata.org/entity/Q2000929,25,Las-Delicias,https://wikidata.org/entity/Q3773736,OPERATIVO,,PASEO-DELICIAS,,61 A,11009550,
173964,2,Arganzuela,https://wikidata.org/entity/Q2000929,25,Las-Delicias,https://wikidata.org/entity/Q3773736,OPERATIVO,,calle-de-Vara-de-Rey,https://wikidata.org/entity/Q27430105,11,31032623,
175086,2,Arganzuela,https://wikidata.org/entity/Q2000929,26,Palos-de-Moguer,https://wikidata.org/entity/Q521009,OPERATIVO,,GLORIETA-SANTA-MARIA-DE-LA-CABEZA,,2,20097258,
175640,2,Arganzuela,https://wikidata.org/entity/Q2000929,22,Las-Acacias,https://wikidata.org/entity/Q3319190,OPERATIVO,,Calle-de-Toledo,https://wikidata.org/entity/Q5740883,181,20002162,
175788,2,Arganzuela,https://wikidata.org/entity/Q2000929,21,Imperial,https://wikidata.org/entity/Q3773740,OPERATIVO,,PASEO-MELANCOLICOS,,51,11008217,
176608,10,Latina,https://wikidata.org/entity/Q794954,101,Los-Cármenes,https://wikidata.org/entity/Q10319792,OPERATIVO,,CALLE-GALLUR,,1,11059060,
176854,10,Latina,https://wikidata.org/entity/Q794954,101,Los-Cármenes,https://wikidata.org/entity/Q10319792,OPERATIVO,,CALLE-GALLUR,,2,20019104,
177370,10,Latina,https://wikidata.org/entity/Q794954,105,Campamento,https://wikidata.org/entity/Q31169,OPERATIVO,,CARRETERA-BOADILLA-DEL-MONTE,,40,31012355,
178375,10,Latina,https://wikidata.org/entity/Q794954,103,Lucero,https://wikidata.org/entity/Q31162,OPERATIVO,,CALLE-CASTROSERNA,,4,20086999,
179215,10,Latina,https://wikidata.org/entity/Q794954,103,Lucero,https://wikidata.org/entity/Q31162,OPERATIVO,,CALLE-SAN-ROBERTO,,8,11064205,
179635,10,Latina,https://wikidata.org/entity/Q794954,103,Lucero,https://wikidata.org/entity/Q31162,OPERATIVO,,CALLE-SAN-JUAN-DE-MATA,,21,11064128,
181120,10,Latina,https://wikidata.org/entity/Q794954,102,Barrio-de-Puerta-del-Ángel,https://wikidata.org/entity/Q31142,OPERATIVO,,CALLE-MARIA-DEL-CARMEN,,62,31052000,
181202,10,Latina,https://wikidata.org/entity/Q794954,101,Los-Cármenes,https://wikidata.org/entity/Q10319792,OPERATIVO,,PASEO-ERMITA-DEL-SANTO,,66,20075161,
182236,10,Latina,https://wikidata.org/entity/Q794954,103,Lucero,https://wikidata.org/entity/Q31162,OPERATIVO,,CALLE-VILLAVALIENTE,,29,11064051,
182617,10,Latina,https://wikidata.org/entity/Q794954,103,Lucero,https://wikidata.org/entity/Q31162,OPERATIVO,,PASEO-EXTREMADURA,,165,11063043,
182945,10,Latina,https://wikidata.org/entity/Q794954,102,Barrio-de-Puerta-del-Ángel,https://wikidata.org/entity/Q31142,OPERATIVO,,CALLE-CARAMUEL,,58,11061206,
184345,10,Latina,https://wikidata.org/entity/Q794954,102,Barrio-de-Puerta-del-Ángel,https://wikidata.org/entity/Q31142,OPERATIVO,,PASEO-EXTREMADURA,,128,11061831,
186568,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,Casa-de-Campo,https://wikidata.org/entity/Q16302441,OPERATIVO,,AVENIDA-VALLADOLID,,2,20016844,
186977,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,Casa-de-Campo,https://wikidata.org/entity/Q16302441,OPERATIVO,,CALLE-SANTA-FE,,4,11051984,
187018,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,91,Casa-de-Campo,https://wikidata.org/entity/Q16302441,OPERATIVO,,CALLE-SENDA-DEL-REY,,8,31026240,
190946,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,97,Aravaca,https://wikidata.org/entity/Q3314682,OPERATIVO,,CALLE-GOLONDRINA,,104,31044466,
191467,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,97,Aravaca,https://wikidata.org/entity/Q3314682,OPERATIVO,,CALLE-GOLONDRINA,,104,31044466,
193973,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,Ciudad-Universitaria,https://wikidata.org/entity/Q3319235,OPERATIVO,,AVENIDA-PABLO-IGLESIAS,,93,11053471,
194340,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,94,Valdezarza,https://wikidata.org/entity/Q10388728,OPERATIVO,,"Calle-de-Francos-Rodríguez,-Madrid",https://wikidata.org/entity/Q26810988,100,11055490,
194451,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,Ciudad-Universitaria,https://wikidata.org/entity/Q3319235,OPERATIVO,,CALLE-MARIA-AUXILIADORA,,2,31012992,
196061,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,93,Ciudad-Universitaria,https://wikidata.org/entity/Q3319235,OPERATIVO,,CARRETERA-EL-PARDO,,19,31052037,
201810,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,96,El-Plantío,https://wikidata.org/entity/Q3773742,OPERATIVO,,CALLE-RAFAEL-BOTI,,64,31023498,
205202,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,CALLE-BECERREA,,4,20097696,
205468,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,CALLE-CELANOVA,,2,31022383,
205615,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-LA-CABRERA,,33,31044378,
205792,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,CALLE-RIBADAVIA,,20,11046264,
207288,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,AVENIDA-EL-FERROL,,43,20104396,
207342,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,CALLE-SINESIO-DELGADO,,2,11046911,
207485,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,CALLE-SARRIA,,49,31054399,
208440,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,Calle-de-Ginzo-de-Limia,https://wikidata.org/entity/Q105624986,2,31022711,
209788,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-SANTIAGO-DE-COMPOSTELA,,104,20097783,
211592,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,82,Fuentelarreina,https://wikidata.org/entity/Q10286156,OPERATIVO,,CALLE-FRESNEDILLAS,,8:00 AM,20148701,
211608,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,AVENIDA-MONFORTE-DE-LEMOS,,13,11046919,
212414,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,AVENIDA-MONFORTE-DE-LEMOS,,28,20095316,
212758,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-FERMIN-CABALLERO,,82,11045647,
214609,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-ISLA-DE-AROSA,,47,11045555,
214877,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-RAMON-GOMEZ-DE-LA-SERNA,,103,11077589,
214966,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,CALLE-FERMIN-CABALLERO,,68,11045737,
215420,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,PLAZA-PICO-SALVAGUARDIA,,8,11045499,
215681,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,84,El-Pilar,https://wikidata.org/entity/Q3773964,OPERATIVO,,Calle-de-Ginzo-de-Limia,https://wikidata.org/entity/Q105624986,47,20139529,
215745,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,87,Mirasierra,https://wikidata.org/entity/Q31134,OPERATIVO,,AVENIDA-VENTISQUERO-DE-LA-CONDESA,,2,20079569,
216205,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-ROSALIA-DE-CASTRO,,69,31015444,
216640,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,83,Peñagrande,https://wikidata.org/entity/Q3319582,OPERATIVO,,CALLE-RISCOS-DE-POLANCO,,3,20087521,
216786,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,CALLE-VALENCIA-DE-DON-JUAN,,4,11045831,
216969,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,86,Valverde,https://wikidata.org/entity/Q31132,OPERATIVO,,CALLE-VIRGEN-DE-ARANZAZU,,5,11047353,
217387,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,87,Mirasierra,https://wikidata.org/entity/Q31134,OPERATIVO,,CALLE-CERRO-MINGUETE,,156,31044725,
217414,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,87,Mirasierra,https://wikidata.org/entity/Q31134,OPERATIVO,,CALLE-LA-MASO,,76,11051005,
217460,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,CALLE-ALFREDO-MARQUERIE,,21,11045818,
217575,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,85,La-Paz,https://wikidata.org/entity/Q5869740,OPERATIVO,,CALLE-SANGENJO,,38,20165668,
217666,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,86,Valverde,https://wikidata.org/entity/Q31132,OPERATIVO,,CALLE-FRANCISCO-SANCHA,,44,11047267,
217909,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,86,Valverde,https://wikidata.org/entity/Q31132,OPERATIVO,,CALLE-LABASTIDA,,1,20152071,
218442,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,87,Mirasierra,https://wikidata.org/entity/Q31134,OPERATIVO,,GLORIETA-PRADERA-DE-VAQUERIZAS,,9,31011398,
218669,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,87,Mirasierra,https://wikidata.org/entity/Q31134,OPERATIVO,,CALLE-LA-MASO,,22,20016656,
219187,8,Fuencarral-El-Pardo,https://wikidata.org/entity/Q656196,87,Mirasierra,https://wikidata.org/entity/Q31134,OPERATIVO,,CALLE-SENDA-DEL-INFANTE,,36,20135684,
