MXASSETNUM,C,12;DESCRIPTIO,C,105;MINTDISTRI,C,20;NOMBRE_DIS,C,20;MINTBARRIO,C,10;NOMBRE_BAR,C,50;ESTADO,C,50;INSTALLDAT,D;MINTTIPOVI,C,15;MINTNOMBRE,C,254;MINTNUMERO,C,25;MINTNDP,C,20;MODELO,C,254
457755;SITUADO APARCABICICLETAS - C/ VENTURA RODRIGUEZ Nº17;9;MONCLOA-ARAVACA;92;ARGUELLES;OPERATIVO;;CALLE;VENTURA RODRIGUEZ;17;11052307;
457762;SITUADO APARCABICICLETAS - C/ MARQUES DE LEGANES Nº5;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;MARQUES DE LEGANES;5;11007091;
457765;SITUADO APARCABICICLETAS - C/ LIBREROS Nº16;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;LIBREROS;16;11007082;
457767;SITUADO APARCABICICLETAS - Pz. SAN ILDEFONSO Nº2;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;PLAZA;SAN ILDEFONSO;2;11005585;
457774;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº35;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;35;11005641;
457776;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº29;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;29;11005638;
457777;SITUADO APARCABICICLETAS - C/ VALVERDE Nº22;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;VALVERDE;22;11005658;
457780;SITUADO APARCABICICLETAS - C/ FUENCARRAL Nº3;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;FUENCARRAL;3;20006418;
457781;SITUADO APARCABICICLETAS - Pz. PEDRO ZEROLO Nº6;1;CENTRO;14;JUSTICIA;OPERATIVO;;PLAZA;PEDRO ZEROLO;6;11004562;
457784;SITUADO APARCABICICLETAS - C/ SAN GREGORIO Nº10;1;CENTRO;14;JUSTICIA;OPERATIVO;;CALLE;SAN GREGORIO;10;31037770;
457785;SITUADO APARCABICICLETAS - C/ BELEN Nº7;1;CENTRO;14;JUSTICIA;OPERATIVO;;CALLE;BELEN;7;11005011;
457787;SITUADO APARCABICICLETAS - C/ TAMAYO Y BAUS Nº5;1;CENTRO;14;JUSTICIA;OPERATIVO;;CALLE;TAMAYO Y BAUS;5;20005408;
457790;SITUADO APARCABICICLETAS - Pº RECOLETOS Nº23;1;CENTRO;14;JUSTICIA;OPERATIVO;;PASEO;RECOLETOS;23;11004257;
457794;SITUADO APARCABICICLETAS - C/ MESONERO ROMANOS Nº13;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;MESONERO ROMANOS;13;20006522;
457798;SITUADO APARCABICICLETAS - C/ MESONERO ROMANOS Nº17;1;CENTRO;15;UNIVERSIDAD;OPERATIVO;;CALLE;MESONERO ROMANOS;17;20006452;
457801;SITUADO APARCABICICLETAS - Pz. CALLAO Nº1;1;CENTRO;16;SOL;OPERATIVO;;PLAZA;CALLAO;2;20102742;
457803;SITUADO APARCABICICLETAS - Pz. SANTO DOMINGO Nº19;1;CENTRO;11;PALACIO;OPERATIVO;;PLAZA;SANTO DOMINGO;19;20003766;
457804;SITUADO APARCABICICLETAS - Pz. SANTO DOMINGO Nº19;1;CENTRO;11;PALACIO;OPERATIVO;;PLAZA;SANTO DOMINGO;19;20003766;
457807;SITUADO APARCABICICLETAS - CUESTA SANTO DOMINGO Nº14;1;CENTRO;11;PALACIO;OPERATIVO;;CUESTA;SANTO DOMINGO;14;11000185;
457808;SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº1;1;CENTRO;16;SOL;OPERATIVO;;PLAZA;SAN MARTIN;1;11007884;
457812;SITUADO APARCABICICLETAS - Pz. SAN MARTIN Nº5;1;CENTRO;16;SOL;OPERATIVO;;PLAZA;SAN MARTIN;5;11007281;
457815;SITUADO APARCABICICLETAS - Pz. ISABEL II Nº6;1;CENTRO;11;PALACIO;OPERATIVO;;PLAZA;ISABEL II;8;20003836;
457818;SITUADO APARCABICICLETAS - Pz. ISABEL II Nº8;1;CENTRO;11;PALACIO;OPERATIVO;;PLAZA;ISABEL II;8;20003836;
457820;SITUADO APARCABICICLETAS - C/ VERGARA Nº3;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;VERGARA;3;31037358;
457823;SITUADO APARCABICICLETAS - C/ SANTA CLARA Nº1;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;SANTA CLARA;1;31037355;
457830;SITUADO APARCABICICLETAS - C/ MAYOR Nº86;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;MAYOR;86;11000048;
457832;SITUADO APARCABICICLETAS - C/ MAYOR Nº83;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;MAYOR;83;11000040;
457833;SITUADO APARCABICICLETAS - C/ SEGOVIA Nº75;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;SEGOVIA;75;20007178;
457834;SITUADO APARCABICICLETAS - C/ BAILEN Nº41;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;BAILEN;41;11000942;
457836;SITUADO APARCABICICLETAS - Av. GRAN VIA DE SAN FRANCISCO Nº21;1;CENTRO;11;PALACIO;OPERATIVO;;AVENIDA;GRAN VIA DE SAN FRANCISCO;21;20004154;
457845;SITUADO APARCABICICLETAS - Pz. DE LA PAJA Nº3;1;CENTRO;11;PALACIO;OPERATIVO;;PLAZA;PAJA;3;11000698;
457848;SITUADO APARCABICICLETAS - Pz. CRUZ VERDE Nº1;1;CENTRO;11;PALACIO;OPERATIVO;;PLAZA;CRUZ VERDE;1;11000578;
457850;SITUADO APARCABICICLETAS - C/ SEGOVIA Nº11;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;SEGOVIA;11;31041185;
457853;SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº6;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;SAN BRUNO;6;31038670;
457854;SITUADO APARCABICICLETAS - C/ SAN BRUNO Nº7;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;SAN BRUNO;7;31032438;
457856;SITUADO APARCABICICLETAS - C/ CONDE DE ROMANONES Nº2;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;CONDE DE ROMANONES;2;11001548;
457858;SITUADO APARCABICICLETAS - Pz. PROVINCIA Nº3;1;CENTRO;16;SOL;OPERATIVO;;PLAZA;PROVINCIA;3;11007679;
457865;SITUADO APARCABICICLETAS - C/ DOCTOR CORTEZO Nº4;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;DOCTOR CORTEZO;4;11001567;
457870;SITUADO APARCABICICLETAS - Pz. SANTA ANA Nº15;1;CENTRO;13;CORTES;OPERATIVO;;PLAZA;SANTA ANA;15;31008866;
457871;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº10;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;10;11002560;
457872;SITUADO APARCABICICLETAS - C/ LAVAPIES Nº21;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;LAVAPIES;21;11002474;
457873;SITUADO APARCABICICLETAS - C/ CARLOS ARNICHES Nº5;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;CARLOS ARNICHES;5;31008831;
457874;SITUADO APARCABICICLETAS - GTA. PUERTA DE TOLEDO Nº1;1;CENTRO;12;EMBAJADORES;OPERATIVO;;GLORIETA;PUERTA DE TOLEDO;1;20105763;
457875;SITUADO APARCABICICLETAS - C/ PALOMA Nº39;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;PALOMA;39;20105817;
457876;SITUADO APARCABICICLETAS - GTA. EMBAJADORES Nº1;1;CENTRO;12;EMBAJADORES;OPERATIVO;;GLORIETA;EMBAJADORES;1;20004566;
457877;SITUADO APARCABICICLETAS - RONDA DE VALENCIA Nº2;1;CENTRO;12;EMBAJADORES;OPERATIVO;;RONDA;VALENCIA;2;20004606;
457878;SITUADO APARCABICICLETAS - C/ VALENCIA Nº30;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;VALENCIA;30;11002358;
457879;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº57;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;57;20004938;
457880;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº53;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;53;20004936;
457881;SITUADO APARCABICICLETAS - RONDA DE ATOCHA Nº2;1;CENTRO;12;EMBAJADORES;OPERATIVO;;RONDA;ATOCHA;2;20105949;
457882;SITUADO APARCABICICLETAS - C/ SANTA ISABEL Nº46;1;CENTRO;12;EMBAJADORES;OPERATIVO;;CALLE;SANTA ISABEL;46;11002996;
457883;SITUADO APARCABICICLETAS - C/ HUERTAS Nº75;1;CENTRO;13;CORTES;OPERATIVO;;CALLE;HUERTAS;75;31008865;
457884;SITUADO APARCABICICLETAS - C/ MARQUES DE CUBAS Nº4;1;CENTRO;13;CORTES;OPERATIVO;;CALLE;MARQUES DE CUBAS;4;20005286;
457885;SITUADO APARCABICICLETAS - C/ ALCALA Nº45;1;CENTRO;14;JUSTICIA;OPERATIVO;;CALLE;ALCALA;45;11004356;
457886;SITUADO APARCABICICLETAS - C/ ALCALA Nº42;1;CENTRO;13;CORTES;OPERATIVO;;CALLE;ALCALA;42;11004013;
457889;SITUADO APARCABICICLETAS - C/ ALCALA Nº34;1;CENTRO;13;CORTES;OPERATIVO;;CALLE;ALCALA;34;11004009;
457894;SITUADO APARCABICICLETAS - C/ CABALLERO DE GRACIA Nº15;1;CENTRO;13;CORTES;OPERATIVO;;CALLE;CABALLERO DE GRACIA;15;20147371;
457897;SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº13;1;CENTRO;16;SOL;OPERATIVO;;PLAZA;PUERTA DEL SOL;13;11007519;
457900;SITUADO APARCABICICLETAS - Pz. PUERTA DEL SOL Nº8;1;CENTRO;16;SOL;OPERATIVO;;PLAZA;PUERTA DEL SOL;8;20006804;
457904;SITUADO APARCABICICLETAS - C/ MAYOR Nº8;1;CENTRO;16;SOL;OPERATIVO;;CALLE;MAYOR;8;20007086;
457906;SITUADO APARCABICICLETAS - C/ MAYOR Nº26;1;CENTRO;16;SOL;OPERATIVO;;CALLE;MAYOR;26;11007812;
457908;SITUADO APARCABICICLETAS - C/ MAYOR Nº32;1;CENTRO;16;SOL;OPERATIVO;;CALLE;MAYOR;32;11007815;
457910;SITUADO APARCABICICLETAS - C/ CAVA DE SAN MIGUEL Nº2;1;CENTRO;16;SOL;OPERATIVO;;CALLE;CAVA DE SAN MIGUEL;2;20104677;
457942;SITUADO APARCABICICLETAS - C/ SAN JUSTO Nº1;1;CENTRO;11;PALACIO;OPERATIVO;;CALLE;SAN JUSTO;1;11000634;
457963;SITUADO APARCABICICLETAS - C/ JOAQUIN DICENTA Nº1;6;TETUAN;64;ALMENARA;OPERATIVO;;CALLE;JOAQUIN DICENTA;1;11032551;
458000;SITUADO APARCABICICLETAS - Av. PABLO IGLESIAS Nº46;6;TETUAN;61;BELLAS VISTAS;OPERATIVO;;AVENIDA;PABLO IGLESIAS;46;11027780;
458013;SITUADO APARCABICICLETAS - Pz. MARQUES DE COMILLAS Nº1;7;CHAMBERI;76;VALLEHERMOSO;OPERATIVO;;PLAZA;MARQUES DE COMILLAS;1;20146709;
461388;SITUADO_APARCABICICLETAS - IES VILLA DE VALLECAS;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;VILLARINO DE LOS AIRES;14;11131471;
461390;SITUADO_APARCABICICLETAS - CALLE DE JOSE PAULETE 59;13;PUENTE DE VALLECAS;135;PORTAZGO;OPERATIVO;;CALLE;JOSE PAULETE;59;31009311;
461496;SITUADO_APARCABICICLETAS - COLEGIO SAGRADA FAMILIA;14;MORATALAZ;143;MARROQUINA;OPERATIVO;;CALLE;OBERON;6;20091560;
528260;SITUADO_APARCABICICLETAS - CALLE DE LOS ANDALUCES 20;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;ANDALUCES;20;11096602;
528262;SITUADO_APARCABICICLETAS - IES ANTONIO DOMINGUEZ ORTIZ;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;AVENIDA;MIGUEL HERNANDEZ;48;20035278;
528265;SITUADO_APARCABICICLETAS - CENTRO DE SALUD FEDERICA MONTSENY;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;AVENIDA;ALBUFERA;287;20083674;
528266;SITUADO_APARCABICICLETAS- CAMPO FUTBOL ARAGON;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;ANTONIO MAIRENA;23;31025964;
528267;SITUADO_APARCABICICLETAS- COLEGIO CENTRO CULTURAL PALOMERAS;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;ANTONIO MAIRENA;19B;31028951;
528268;SITUADO_APARCABICICLETAS - CALLE DE LA SIERRA MOLINA 1;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;;CALLE;SIERRA MOLINA;1;31041718;
528270;SITUADO_APARCABICICLETAS - CALLE DE CARLOS SOLE 13,;13;PUENTE DE VALLECAS;135;PORTAZGO;OPERATIVO;;CALLE;CARLOS SOLE;13;31044663;
528271;SITUADO_APARCABICICLETAS - DOCTOR SEVERO OCHOA;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;EZCARAY;3;11133387;
528272;SITUADO_APARCABICICLETAS - CALLE DE LOS LEONESES 23;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;CALLE;LEONESES;23;31046491;
528273;SITUADO_APARCABICICLETAS - IES JOAQUIN RODRIGO;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;CASALARREINA;28;31028954;
528274;SITUADO_APARCABICICLETAS - ESCUELA OFICIAL DE IDIOMAS MORATALAZ;14;MORATALAZ;141;PAVONES;OPERATIVO;;CALLE;VALDEBERNARDO;3;11101288;
528275;SITUADO_APARCABICICLETAS - CALLE PEÑA UBIÑA, 6;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;;CALLE;PEÑA UBIÑA;6;20096034;
528276;SITUADO_APARCABICICLETAS - CALLE PEÑA GORBEA, 13;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;;CALLE;PEÑA GORBEA;13;20027790;
528277;SITUADO_APARCABICICLETAS - COLEGIO PUBLICO MENENDEZ PIDAL;14;MORATALAZ;145;FONTARRON;OPERATIVO;;CALLE;ENCOMIENDA DE PALACIOS;105;11102759;
528279;SITUADO_APARCABICICLETAS - PASEO DE LOS ARTILLEROS 35;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;PASEO;ARTILLEROS;35;31021963;
528281;SITUADO_APARCABICICLETAS - CEIP PEDRO DUQUE;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;MARMOLINA;5;31022043;
528282;SITUADO_APARCABICICLETAS - CALLE DE SAN CIPRIANO 46;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;SAN CIPRIANO;46;31025058;
528289;SITUADOS APARCABICLETAS-CENTRO DEPORTIVO MUNICIPAL ORCASUR;12;USERA;122;ORCASUR;OPERATIVO;;CALLE;MOREJA;28;11081146;
528291;SITUADOS_APARCABICICLETAS-AVENIDA DE ORCASUR 7;12;USERA;122;ORCASUR;OPERATIVO;;AVENIDA;ORCASUR;7;11081101;
528292;SITUADOS_APARCABICILETAS-COLEGIO LA MILAGROSA;11;CARABANCHEL;115;PUERTA BONITA;OPERATIVO;;PLAZA;PARROQUIA;14;11076657;
528293;SITUADOS_APARCABICICLETAS-;11;CARABANCHEL;112;OPAÑEL;OPERATIVO;;PLAZA;GANDARA DE ORO;3;11070439;
528295;SITUADOS_APARCABICICLETAS - UNIÓN FEDERAL DE POLICIA;11;CARABANCHEL;115;PUERTA BONITA;OPERATIVO;;PLAZA;CARABANCHEL;4;11076403;
528296;SITUADOS_APARCABICICLETAS-CALLE VIA LUSITANA 3A;11;CARABANCHEL;117;ABRANTES;OPERATIVO;;CALLE;VIA LUSITANA;3A;31041453;
528298;SITUADO_APARCABICICLETAS - CALLE DEL PUERTO DE CANENCIA 9;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;;CALLE;PUERTO DE CANENCIA;9;11099384;
528299;SITUADOS_APARCABICICLETAS-COLEGIO DIOCESANO MARÍA INMACULADA;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;JOAQUIN TURINA;62;11077769;
528300;SITUADO_APARCABICICLETAS - COLEGIO LOS TILOS;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;;CALLE;EL BOSCO;22;31024346;
528303;SITUADOS_APARCABICICLETAS - CALLE DEL CIDRO 10;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;CIDRO;10;20045875;
528305;SITUADO_APARCABICICLETAS - CALLE DEL PUERTO DE BALBARAN 127;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;PUERTO DE BALBARAN;127;20081324;
528308;SITUADO_APARCABICICLETAS - CENTRO CULTURAL ALBERTO SANCHEZ;13;PUENTE DE VALLECAS;136;NUMANCIA;OPERATIVO;;CALLE;RISCO DE PELOCHE;15;20037794;
528309;SITUADO_APARCABICICLETAS- CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;CALLE;LADERA DE LOS ALMENDROS;2;31023316;
528310;SITUADO_APARCABICICLETAS - IES VALDEBERNARDO;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;3;20169020;
528311;SITUADO_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;PAYASO FOFO;20;20081901;
528313;SITUADO_APARCABICICLETAS - AVENIDA DE PABLO NERUDA 89B;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;89B;20134775;
528315;SITUADO_APARCABICICLETAS -CALLE DE LA SIERRA CARBONERA 72;13;PUENTE DE VALLECAS;132;SAN DIEGO;OPERATIVO;;CALLE;SIERRA CARBONERA;74;11092753;
528318;SITUADO_APARCABICICLETAS - CENTRO CULTURAL PILAR MIRÓ VILLA DE VALLECAS;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;ENRIQUE GARCIA ALVAREZ;6;31047216;
528319;SITUADO_APARCABICICLETAS - ESCUELA MUNICIPAL DE MUSICA DE VICALVARO;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;16;20100387;
528320;SITUADO_APARCABICICLETAS - BIBLIOTECA PUBLICA MUNICIPAL DE VICALVARO;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;VILLARDONDIEGO;36;20097401;
528321;SITUADO_APARCABICICLETAS- ESTACION DE CERCANIAS DE VICALVARO;19;VICALVARO;193;VALDERRIVAS;OPERATIVO;;CALLE;SAN CIPRIANO;85;20160655;
528323;SITUADOS_APARCABICICLETAS - METRO CARABANCHEL ALTO;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLEJON;ROSA;15;20024210;
528324;SITUADOS_APARCABICICLETAS - PLAZA DE LA EMPERATRIZ 5;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;PLAZA;EMPERATRIZ;5;31046099;
528325;SITUADOS_APARCABICILETAS - CENTRO INTEGRADO FRANCISCO DE GOYA;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;ALFREDO ALEIX;16;11078232;
528326;SITUADOS_APARCABICILETAS- COLEGIO SALESIANOS CARABANCHEL;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;RONDA;DON BOSCO;3;11077546;
528327;SITUADOS_APARCABICICLETAS - AVENIDA DE LOS POBLADOS 122;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;122;31007172;
528328;SITUADOS_APARCABICICLETAS - CALLE DEL JACOBEO 1;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;JACOBEO;1;31015103;
528330;SITUADOS_APARCABICICLETAS - COLEGIO ÁRTICA;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;MORALES;25C;31037105;
528332;SITUADOS_APARCABICICLETAS - I.E.S. VISTA ALEGRE;11;CARABANCHEL;115;PUERTA BONITA;OPERATIVO;;CALLE;GENERAL RICARDOS;177;20149525;
528334;SITUADOS_APARCABICICLETAS - BIBLIOTECA JOSÉ HIERRO;12;USERA;127;PRADOLONGO;OPERATIVO;;AVENIDA;RAFAELA YBARRA;43;31012599;
528335;SITUADOS_APARCABICICLETAS - METRO USERA;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;MIRASIERRA;35;20113222;
528337;SITUADOS_APARCABICICLETAS - CENTRO CULTURAL ORCASUR;12;USERA;122;ORCASUR;OPERATIVO;;PLAZA;PUEBLO;2;11081298;
528338;SITUADOS_APARCABICICLETAS - CALLE DE CERECINOS 8;12;USERA;126;ZOFIO;OPERATIVO;;CALLE;CERECINOS;8;11085155;
528339;SITUADOS_APARCABICICLETAS - CERCANÍAS ORCASITAS;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;CAMPOTEJAR;24;20155613;
528340;SITUADOS_APARCABICICLETAS - PLAZA DE LA ASOCIACION 1;12;USERA;121;ORCASITAS;OPERATIVO;;PLAZA;ASOCIACION;1;31002588;
528341;SITUADOS_APARCABICICLETAS - CALLE DE TOLOSA 24;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;TOLOSA;24;11080529;
528342;SITUADOS_APARCABICICLETAS - POLIDEPORTIVO MUNICIPAL DE ORCASITAS;12;USERA;126;ZOFIO;OPERATIVO;;AVENIDA;RAFAELA YBARRA;52;11085768;
528343;SITUADOS_APARCABICICLETAS - CAMPO DE FÚTBOL ZOFIO;12;USERA;126;ZOFIO;OPERATIVO;;CALLE;RICARDO BELTRAN Y ROZPIDE;14;20001172;
528344;SITUADOS_APARCABICICLETAS - METRO HOSPITAL 12 DE OCTUBRE;12;USERA;122;ORCASUR;OPERATIVO;;GLORIETA;MALAGA;11;31051197;
528346;SITUADO_APARCABICICLETAS - COLEGIO DE LA PRESENTACION DE NTRA SRA;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;LARDERO;2;31012361;
528347;SITUADOS_APARCABICICLETAS - INSTALACIÓN DEPORTIVA MUNICIPAL LA CHIMENEA;12;USERA;125;MOSCARDO;OPERATIVO;;CALLE;HERMENEGILDO BIELSA;2A;31044454;
528348;SITUADO_APARCABICICLETAS - AVENIDA DE SANTA EUGENIA 2;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;AVENIDA;SANTA EUGENIA;2;11131756;
528351;SITUADO_APARCABICICLETAS - CENTRO CULTURAL VALDEBERNARDO;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;BULEVAR;INDALECIO PRIETO;21;31025948;
528354;SITUADOS_APARCABICICLETAS - CALLE DEL DODGE 2B;12;USERA;121;ORCASITAS;OPERATIVO;;CALLE;DODGE;2B;31001086;
528355;SITUADO_APARCABICICLETAS - CALLE DE JAVIER DE MIGUEL 33A;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;CALLE;JAVIER DE MIGUEL;33A;20059549;
528356;SITUADO_APARCABICICLETAS - CENTRO DEPORTIVO MUNICIPAL DE VALDEBERNARDO;19;VICALVARO;192;VALDEBERNARDO;OPERATIVO;;CALLE;LADERA DE LOS ALMENDROS;2;31023316;
528358;SITUADO_APARCABICICLETAS - AVENIDA DEL PARQUE DE PALOMERAS BAJAS 13;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PARQUE DE PALOMERAS BAJAS;13;20080217;
528361;SITUADO_APARCABICICLETAS - Pabellon Nueva Castilla Voley;18;VILLA DE VALLECAS;181;CASCO H.VALLECAS;OPERATIVO;;CALLE;PICO DE LA CIERVA;4;31035703;
528365;SITUADO_APARCABICICLETAS - AVENIDA DE BUENOS AIRES 99;13;PUENTE DE VALLECAS;134;PALOMERAS SURESTE;OPERATIVO;;AVENIDA;BUENOS AIRES;99;20078119;
528366;SITUADO_APARCABICICLETAS - AVENIDA DE PABLO NERUDA 93;13;PUENTE DE VALLECAS;133;PALOMERAS BAJAS;OPERATIVO;;AVENIDA;PABLO NERUDA;93;20081667;
528367;SITUADO_APARCABICICLETAS - CALLE DE LA SEPIOLITA 1;19;VICALVARO;191;CASCO H.VICALVARO;OPERATIVO;;CALLE;VILLABLANCA;81;20108070;
528368;SITUADO_APARCABICICLETAS - AVENIDA ENTREVIAS 92;13;PUENTE DE VALLECAS;131;ENTREVIAS;OPERATIVO;;AVENIDA;ENTREVIAS;92;11088012;
528370;SITUADO_APARCABICICLETAS -;18;VILLA DE VALLECAS;182;SANTA EUGENIA;OPERATIVO;;CALLE;ZAZUAR;1A;31010463;
528374;SITUADOS_APARCABICICLETAS - JUNTA MUNICIPAL DEL DISTRITO DE USERA;12;USERA;127;PRADOLONGO;OPERATIVO;;CALLE;DOLORES BARRANCO;73;31010491;
528375;SITUADOS_APARCABICICLETAS - AVENIDA DE ORCASUR 60;12;USERA;122;ORCASUR;OPERATIVO;;AVENIDA;ORCASUR;60;31016543;
528378;SITUADOS_APARCABICICLETAS - METRO PLAZA ELÍPTICA;11;CARABANCHEL;112;OPAÑEL;OPERATIVO;;AVENIDA;OPORTO;2;11070104;
528380;SITUADOS_APARCABICICLETAS - COMPLEJO DEPORTIVO MUNICIPAL DE LA MINA;11;CARABANCHEL;114;VISTA ALEGRE;OPERATIVO;;CALLE;MONSEÑOR OSCAR ROMERO;41;11075051;
528383;SITUADOS_APARCABICICLETAS - C.D.PUERTA BONITA;11;CARABANCHEL;113;SAN ISIDRO;OPERATIVO;;CALLE;VIA CARPETANA;178;11059074;
528385;SITUADOS_APARCABICICLETAS - AVENIDA DE LOS POBLADOS 106;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;AVENIDA;POBLADOS;106;31007160;
528389;SITUADOS_APARCABICICLETAS - METRO PLAZA ELÍPTICA;11;CARABANCHEL;117;ABRANTES;OPERATIVO;;PLAZA;FERNANDEZ LADREDA;3;31031809;
528391;SITUADOS_APARCABICICLETAS - CALLE DE LA LONJA DE LA SEDA 41;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;LONJA DE LA SEDA;41;31005005;
528393;SITUADOS_APARCABICICLETAS - CALLE DE LOS MORALES 33;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;MORALES;33;31027097;
528394;SITUADOS_APARCABICICLETAS - CALLE DE ATAPUERCA 5E;11;CARABANCHEL;116;BUENAVISTA;OPERATIVO;;CALLE;ATAPUERCA;5E;31010237;
528397;SITUADOS_APARCABICICLETAS - CALLE DE NUESTRA SEÑORA DE LA LUZ 11;11;CARABANCHEL;114;VISTA ALEGRE;OPERATIVO;;CALLE;NUESTRA SEÑORA DE LA LUZ;11;20168102;
