ID,Lugar,MINTDISTRI,NOMBRE_DIS,MINTBARRIO,NOMBRE_BAR,ESTADO,INSTALLDAT,Direccion,"MINTNUMERO,C,25","MINTNDP,C,20","MODELO,C,254"
220887, COLEGIO EDUCACION ESPECIAL FRANCISCO DEL POZO,8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,CALLEJON DE  COLEGIO EDUCACION ESPECIAL FRANCISCO DEL POZO,6,20016402,
221789,40,8,FUENCARRAL-EL PARDO,87,MIRASIERRA,OPERATIVO,,CALLE DE 40,2,31049759,
222575, COLEGIO PUBLICO VASCO NUÑEZ DE BALBOA,8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,CALLE DE  COLEGIO PUBLICO VASCO NUÑEZ DE BALBOA,149,11049856,
222596, INSTALACION DEPORTIVA MUNICIPAL BASICA MONTECARMELO,8,FUENCARRAL-EL PARDO,87,MIRASIERRA,OPERATIVO,,CALLE DE  INSTALACION DEPORTIVA MUNICIPAL BASICA MONTECARMELO,45,31029294,
223050, INSTALACION DEPORTIVA BASICA TRES OLIVOS,8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,CALLE DE  INSTALACION DEPORTIVA BASICA TRES OLIVOS,15,20076943,
223230, ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,AVENIDA DE  ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1),1,31040770,
223251, ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,AVENIDA DE  ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1),1,31040770,
223280, ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,AVENIDA DE  ANILLO VERDE CICLISTA (AVDA STO DOMINGO DE LA CALZADA 1),1,31040770,
223286, ANILLO VERDE CICLISTA (C/ PALAS DEL REY 4),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,CALLE DE  ANILLO VERDE CICLISTA (C/ PALAS DEL REY 4),4,31030971,
223776, ANILLO VERDE CICLISTA (AVDA MONASTERIO DEL ESCORIAL 3),8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,,AVENIDA DE  ANILLO VERDE CICLISTA (AVDA MONASTERIO DEL ESCORIAL 3),3,31045197,
224147, ANILLO VERDE CICLISTA (C/ NTRA SRA DE VALVERDE 225),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,CALLE DE  ANILLO VERDE CICLISTA (C/ NTRA SRA DE VALVERDE 225),225,31053344,
224514,40,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,,AUTOVIA DE 40,5650,31048627,
224541, ANILLO VERDE CICLISTA,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,,AUTOVIA DE  ANILLO VERDE CICLISTA,5650,31048627,
224772, CENTRO COMERCIAL MONTECARMELO,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,,CALLE DE  CENTRO COMERCIAL MONTECARMELO,20,31018872,
225577, ANILLO VERDE CICLISTA (C/ DE PORTOMARIN),8,FUENCARRAL-EL PARDO,86,VALVERDE,OPERATIVO,,CALLE DE  ANILLO VERDE CICLISTA (C/ DE PORTOMARIN),21,31050947,
226835, COLEGIO PUBLICO MONTE EL PARDO,8,FUENCARRAL-EL PARDO,81,EL PARDO,OPERATIVO,,AVENIDA DE  COLEGIO PUBLICO MONTE EL PARDO,19,31022099,
227269, CENTRO SOCIOCULTURAL ALFONSO XII,8,FUENCARRAL-EL PARDO,81,EL PARDO,OPERATIVO,,CALLE DE  CENTRO SOCIOCULTURAL ALFONSO XII,4,31006789,
227733, C.E.I.P. PRINCIPE DE ASTURIAS,8,FUENCARRAL-EL PARDO,88,EL GOLOSO,OPERATIVO,,CALLE DE  C.E.I.P. PRINCIPE DE ASTURIAS,2,31021306,
227813, FRENTE A LA PERGOLA,10,LATINA,106,CUATRO VIENTOS,OPERATIVO,,CALLE DE  FRENTE A LA PERGOLA,13,31036380,
228434, INSTALACION DEPORTIVA BASICA GENERAL SALIQUET,10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  INSTALACION DEPORTIVA BASICA GENERAL SALIQUET,22,20020648,
229683, I.E.S LEONARDO DA VINCI,10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  I.E.S LEONARDO DA VINCI,90,11068588,
230112, INSTITUCION LA SALLE,10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  INSTITUCION LA SALLE,50,11067883,
230124, METRO CUATRO VIENTOS,10,LATINA,105,CAMPAMENTO,OPERATIVO,,PASEO DE  METRO CUATRO VIENTOS,48,31040048,
232054, CANCHAS DE FUTBOL SALA,10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  CANCHAS DE FUTBOL SALA,3,31045344,
232105, CENTRO JACINTO VERDAGUER,10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  CENTRO JACINTO VERDAGUER,22,11067134,
232134, CENTRO DEPORTIVO MUNICIPAL ALUCHE (AVENIDA DE LAS AGUILAS),10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  CENTRO DEPORTIVO MUNICIPAL ALUCHE (AVENIDA DE LAS AGUILAS),1,11068677,
232207, CENTRO CULTURAL ALMIRANTE CHURRUCA,10,LATINA,107,LAS AGUILAS,OPERATIVO,,CALLE DE  CENTRO CULTURAL ALMIRANTE CHURRUCA,72,20134686,
232493, CENTRO DEPORTIVO MUNICIPAL LAS CRUCES,10,LATINA,107,LAS AGUILAS,OPERATIVO,,AVENIDA DE  CENTRO DEPORTIVO MUNICIPAL LAS CRUCES,64,20092567,
233419, ESTACION METRO/CERCANIAS ALUCHE (AV/ DE LOS POBLADOS 41),10,LATINA,104,ALUCHE,OPERATIVO,,AVENIDA DE  ESTACION METRO/CERCANIAS ALUCHE (AV/ DE LOS POBLADOS 41),41,31031861,
233575, ESTACION METRO/CERCANIAS ALUCHE (C/ DE VALMOJADO 295),10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  ESTACION METRO/CERCANIAS ALUCHE (C/ DE VALMOJADO 295),295,31034501,
233750, PARQUE ALUCHE,10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  PARQUE ALUCHE,173,11065168,
233967, I.E.S. BLAS DE OTERO,10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  I.E.S. BLAS DE OTERO,117,11065473,
234642, COLEGIO GAMO DIANA,10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  COLEGIO GAMO DIANA,104,11065563,
234830, AUDITORIO PARQUE ALUCHE,10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  AUDITORIO PARQUE ALUCHE,151,31050623,
236287, CENTRO CULTURAL FERNANDEZ DE LOS RIOS,10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  CENTRO CULTURAL FERNANDEZ DE LOS RIOS,57,11065037,
236539, C.P. LOS CARMENES,10,LATINA,101,LOS CARMENES,OPERATIVO,,CALLE DE  C.P. LOS CARMENES,102,11063760,
237510, C.P. AMADEO VIVES,10,LATINA,104,ALUCHE,OPERATIVO,,CALLE DE  C.P. AMADEO VIVES,61,11065308,
457491, C/ LUIS ESTEBAN Nº5,6,TETUAN,64,ALMENARA,OPERATIVO,,CALLE DE  C/ LUIS ESTEBAN Nº5,5,31040998,
457493, C/ GENERAL ARANDA Nº98,6,TETUAN,64,ALMENARA,OPERATIVO,,CALLE DE  C/ GENERAL ARANDA Nº98,98,11032550,
457496, Av. ASTURIAS Nº70,6,TETUAN,64,ALMENARA,OPERATIVO,,AVENIDA DE  Av. ASTURIAS Nº70,70,31038106,
457499, Av. ASTURIAS Nº32,6,TETUAN,64,ALMENARA,OPERATIVO,,AVENIDA DE  Av. ASTURIAS Nº32,32,31000231,
457504, Pz. DONOSO Nº5,6,TETUAN,64,ALMENARA,OPERATIVO,,PLAZA DE  Pz. DONOSO Nº5,5,11033010,
457506, C/ PINOS ALTA Nº63,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ PINOS ALTA Nº63,63,11033707,
457509, C/ CAPITAN BLANCO ARGIBAY Nº14,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ CAPITAN BLANCO ARGIBAY Nº14,14,11033839,
457511, C/ BRAVO MURILLO Nº376,6,TETUAN,63,CASTILLEJOS,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº376,376,11030949,
457512, C/ SAN AQUILINO Nº2,6,TETUAN,64,ALMENARA,OPERATIVO,,CALLE DE  C/ SAN AQUILINO Nº2,2,20057574,
457513, C/ CONDE SERRALLO Nº4,6,TETUAN,64,ALMENARA,OPERATIVO,,CALLE DE  C/ CONDE SERRALLO Nº4,4,20056824,
457514, C/ SAN BENITO Nº6,6,TETUAN,64,ALMENARA,OPERATIVO,,CALLE DE  C/ SAN BENITO Nº6,6,11031825,
457516, Pz. ANGEL CARBAJO Nº8,6,TETUAN,63,CASTILLEJOS,OPERATIVO,,PLAZA DE  Pz. ANGEL CARBAJO Nº8,8,20011572,
457517, C/ FRANCISCO GERVAS Nº26,6,TETUAN,63,CASTILLEJOS,OPERATIVO,,CALLE DE  C/ FRANCISCO GERVAS Nº26,26,11030792,
457518, C/ BRAVO MURILLO Nº278,6,TETUAN,63,CASTILLEJOS,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº278,278,11030453,
457519, C/ MARQUES DE VIANA Nº41,6,TETUAN,66,BERRUGUETE,OPERATIVO,,CALLE DE  C/ MARQUES DE VIANA Nº41,41,11036732,
457520, C/ MARQUES DE VIANA Nº56,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ MARQUES DE VIANA Nº56,56,11036029,
457521, C/ VILLAAMIL Nº263,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ VILLAAMIL Nº263,263,11054691,
457522, C/ SINESIO DELGADO Nº23,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ SINESIO DELGADO Nº23,23,31045419,
457524, C/ SINESIO DELGADO Nº34,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ SINESIO DELGADO Nº34,34,20047808,
457525, C/ SINESIO DELGADO Nº34,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ SINESIO DELGADO Nº34,34,20047808,
457526, C/ SINESIO DELGADO Nº28,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,CALLE DE  C/ SINESIO DELGADO Nº28,28,20047796,
457527, Pº DE LA DIRECCION Nº295,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,PASEO DE  Pº DE LA DIRECCION Nº295,295,31028420,
457528, Pº DE LA DIRECCION Nº295,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,PASEO DE  Pº DE LA DIRECCION Nº295,295,31028420,
457529, Pº DE LA DIRECCION Nº267,6,TETUAN,65,VALDEACEDERAS,OPERATIVO,,PASEO DE  Pº DE LA DIRECCION Nº267,267,31028366,
457530, C/ BRAVO MURILLO Nº248,6,TETUAN,63,CASTILLEJOS,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº248,248,11030398,
457532, C/ INFANTA MERCEDES Nº47,6,TETUAN,63,CASTILLEJOS,OPERATIVO,,CALLE DE  C/ INFANTA MERCEDES Nº47,47,11030336,
457534, C/ NTRA. SRA. DEL CARMEN Nº3,6,TETUAN,66,BERRUGUETE,OPERATIVO,,CALLE DE  C/ NTRA. SRA. DEL CARMEN Nº3,3,20127483,
457535, C/ HIERBABUENA Nº2,6,TETUAN,66,BERRUGUETE,OPERATIVO,,CALLE DE  C/ HIERBABUENA Nº2,2,11037992,
457537, C/ AMBROSIO VALLEJO Nº2,6,TETUAN,66,BERRUGUETE,OPERATIVO,,CALLE DE  C/ AMBROSIO VALLEJO Nº2,2,20013036,
457538, Av. PABLO IGLESIAS Nº96,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,,AVENIDA DE  Av. PABLO IGLESIAS Nº96,96,11028333,
457541, C/ ALEJANDRO RODRIGUEZ Nº39,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,,CALLE DE  C/ ALEJANDRO RODRIGUEZ Nº39,39,11028231,
457543, C/ PAMPLONA Nº33,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,,CALLE DE  C/ PAMPLONA Nº33,33,31001838,
457549, Av. PABLO IGLESIAS Nº65,6,TETUAN,61,BELLAS VISTAS,OPERATIVO,,AVENIDA DE  Av. PABLO IGLESIAS Nº65,65,20017034,
457552, C/ BRAVO MURILLO Nº162,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº162,162,11029812,
457555, Av. GENERAL PERON Nº9,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,AVENIDA DE  Av. GENERAL PERON Nº9,9,31047944,
457558, Av. GENERAL PERON Nº36,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,AVENIDA DE  Av. GENERAL PERON Nº36,36,11029269,
457560, C/ GENERAL MOSCARDO Nº24,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,CALLE DE  C/ GENERAL MOSCARDO Nº24,24,20149143,
457562, C/ ORENSE Nº15,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,CALLE DE  C/ ORENSE Nº15,15,31041819,
457565, C/ HERNANI Nº68,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,CALLE DE  C/ HERNANI Nº68,68,11029251,
457567, C/ AGUSTIN DE BETANCOURT Nº15,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ AGUSTIN DE BETANCOURT Nº15,15,20014624,
457568, Pº CASTELLANA Nº67,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,PASEO DE  Pº CASTELLANA Nº67,67,20066514,
457570, Pº CASTELLANA Nº65,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,PASEO DE  Pº CASTELLANA Nº65,65,11041676,
457572, Pz. SAN JUAN DE LA CRUZ Nº3,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,PLAZA DE  Pz. SAN JUAN DE LA CRUZ Nº3,3,31035629,
457573, C/ RIOS ROSAS Nº57,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ RIOS ROSAS Nº57,57,20014598,
457575, C/ RIOS ROSAS Nº21,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ RIOS ROSAS Nº21,21,11042093,
457579, C/ SANTA ENGRACIA Nº125,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ SANTA ENGRACIA Nº125,125,11041972,
457580, C/ SANTA ENGRACIA Nº142,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ SANTA ENGRACIA Nº142,142,11042066,
457581, C/ MAUDES Nº14,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ MAUDES Nº14,14,11042318,
457583, C/ DULCINEA Nº1,6,TETUAN,62,CUATRO CAMINOS,OPERATIVO,,CALLE DE  C/ DULCINEA Nº1,1,31009760,
457584, C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº32,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº32,32,11042290,
457586, C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº43,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ RAIMUNDO FERNANDEZ VILLAVERDE Nº43,43,11029240,
457587, GTA. CUATRO CAMINOS Nº1,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,GLORIETA DE  GTA. CUATRO CAMINOS Nº1,1,11042383,
457588, C/ BRAVO MURILLO Nº85,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº85,85,11042375,
457590, C/ MARQUES DE LEMA Nº7,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ MARQUES DE LEMA Nº7,7,11042435,
457591, C/ ESQUILACHE Nº1,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ ESQUILACHE Nº1,1,11042396,
457593, Av. FILIPINAS Nº11,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,AVENIDA DE  Av. FILIPINAS Nº11,11,31050186,
457594, Av. FILIPINAS Nº34,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,AVENIDA DE  Av. FILIPINAS Nº34,34,11042492,
457596, Pº SAN FRANCISC DE SALES Nº42,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,PASEO DE  Pº SAN FRANCISC DE SALES Nº42,42,11042628,
457597, C/ JUAN VIGON Nº8,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ JUAN VIGON Nº8,8,11042618,
457598, C/ GUZMAN EL BUENO Nº94,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ GUZMAN EL BUENO Nº94,94,11042610,
457599, C/ JESUS MAESTRO Nº3,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ JESUS MAESTRO Nº3,3,11042635,
457601, Av. FILIPINAS Nº5,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,AVENIDA DE  Av. FILIPINAS Nº5,5,11042602,
457603, C/ GENERAL IBAÑEZ DE IBERO Nº4,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ GENERAL IBAÑEZ DE IBERO Nº4,4,31044157,
457605, Av. REINA VICTORIA Nº56,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,AVENIDA DE  Av. REINA VICTORIA Nº56,56,11053168,
457607, C/ GRAL. ASENSIO CABANILLAS Nº15,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ GRAL. ASENSIO CABANILLAS Nº15,15,11042963,
457609, Av. MONCLOA Nº17,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,AVENIDA DE  Av. MONCLOA Nº17,17,11043015,
457611, C/ ISAAC PERAL Nº60,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ ISAAC PERAL Nº60,60,11042839,
457615, C/ JULIAN ROMEA Nº20,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ JULIAN ROMEA Nº20,20,11042850,
457625, C/ JOAQUIN MARIA LOPEZ Nº50,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,,CALLE DE  C/ JOAQUIN MARIA LOPEZ Nº50,50,20013348,
457626, C/ GUZMAN EL BUENO Nº75,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,,CALLE DE  C/ GUZMAN EL BUENO Nº75,75,11039033,
457627, C/ FERNANDO EL CATOLICO Nº52,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,,CALLE DE  C/ FERNANDO EL CATOLICO Nº52,52,20013232,
457630, Pz. MONCLOA Nº1,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,,PLAZA DE  Pz. MONCLOA Nº1,1,31044251,
457631, C/ FERNANDO EL CATOLICO Nº77,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,,CALLE DE  C/ FERNANDO EL CATOLICO Nº77,77,11038665,
457633, C/ MELENDEZ VALDES Nº67,7,CHAMBERI,71,GAZTAMBIDE,OPERATIVO,,CALLE DE  C/ MELENDEZ VALDES Nº67,67,11038645,
457634, C/ ROMERO ROBLEDO Nº15,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,,CALLE DE  C/ ROMERO ROBLEDO Nº15,15,20016982,
457635, Pº PINTOR ROSALES Nº62,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,,PASEO DE  Pº PINTOR ROSALES Nº62,62,20017012,
457637, C/ ALBERTO AGUILERA Nº23,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ ALBERTO AGUILERA Nº23,23,11006483,
457639, C/ VALLEHERMOSO Nº15,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ VALLEHERMOSO Nº15,15,11039765,
457641, C/ GALILEO Nº39,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ GALILEO Nº39,39,20013552,
457644, C/ ARAPILES Nº12,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ ARAPILES Nº12,12,11039612,
457646, Pz. CONDE DEL VALLE SUCHIL Nº6,7,CHAMBERI,72,ARAPILES,OPERATIVO,,PLAZA DE  Pz. CONDE DEL VALLE SUCHIL Nº6,6,11039774,
457648, C/ SAN BERNARDO Nº93,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ SAN BERNARDO Nº93,93,20013640,
457651, C/ FUENCARRAL Nº123,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,,CALLE DE  C/ FUENCARRAL Nº123,123,11039923,
457653, C/ SAN BERNARDO Nº107,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ SAN BERNARDO Nº107,107,11039630,
457654, C/ MAGALLANES Nº3,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ MAGALLANES Nº3,3,11039624,
457656, C/ BRAVO MURILLO Nº32,7,CHAMBERI,72,ARAPILES,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº32,32,11040240,
457658, C/ BRAVO MURILLO Nº49,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ BRAVO MURILLO Nº49,49,31044176,
457661, C/ CEA BERMUDEZ Nº26,7,CHAMBERI,76,VALLEHERMOSO,OPERATIVO,,CALLE DE  C/ CEA BERMUDEZ Nº26,26,11042545,
457678, C/ GRAL. ALVAREZ DE CASTRO Nº46,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,,CALLE DE  C/ GRAL. ALVAREZ DE CASTRO Nº46,46,11040310,
457681, C/ GRAL. ALVAREZ DE CASTRO Nº46,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,,CALLE DE  C/ GRAL. ALVAREZ DE CASTRO Nº46,46,11040310,
457683, C/ JOSE ABASCAL Nº39,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,CALLE DE  C/ JOSE ABASCAL Nº39,39,11041733,
457688, Pº CASTELLANA Nº53,7,CHAMBERI,75,RIOS ROSAS,OPERATIVO,,PASEO DE  Pº CASTELLANA Nº53,53,31046076,
457689, C/ ALONSO CANO Nº 19,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,CALLE DE  C/ ALONSO CANO Nº 19,19,20014366,
457693, C/ SANTA ENGRACIA Nº69,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,,CALLE DE  C/ SANTA ENGRACIA Nº69,69,11040521,
457706, Pº EDUARDO DATO Nº2,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,PASEO DE  Pº EDUARDO DATO Nº2,2,31012940,
457716, C/ FERNANDEZ DE LA HOZ Nº27,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,CALLE DE  C/ FERNANDEZ DE LA HOZ Nº27,27,11041298,
457719, Pº GRAL. MARTINEZ CAMPOS Nº31,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,PASEO DE  Pº GRAL. MARTINEZ CAMPOS Nº31,31,11041370,
457722, Pº GRAL. MARTINEZ CAMPOS Nº37,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,PASEO DE  Pº GRAL. MARTINEZ CAMPOS Nº37,37,11041557,
457723, C/ MIGUEL ANGEL Nº1,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,CALLE DE  C/ MIGUEL ANGEL Nº1,1,11041249,
457728, Pº CASTELLANA Nº35,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,PASEO DE  Pº CASTELLANA Nº35,35,11041192,
457729, C/ ZURBARAN Nº21,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,CALLE DE  C/ ZURBARAN Nº21,21,11040978,
457731, C/ ALMAGRO Nº7,7,CHAMBERI,74,ALMAGRO,OPERATIVO,,CALLE DE  C/ ALMAGRO Nº7,7,20014094,
457734, C/ SANTA ENGRACIA Nº15,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,,CALLE DE  C/ SANTA ENGRACIA Nº15,15,11040784,
457737, C/ FRANCISCO DE ROJAS Nº14,7,CHAMBERI,73,TRAFALGAR,OPERATIVO,,CALLE DE  C/ FRANCISCO DE ROJAS Nº14,14,31037600,
457741, C/ SERRANO ANGUITA Nº13,1,CENTRO,14,JUSTICIA,OPERATIVO,,CALLE DE  C/ SERRANO ANGUITA Nº13,13,11005281,
457743, C/ BARCELO Nº9,1,CENTRO,14,JUSTICIA,OPERATIVO,,CALLE DE  C/ BARCELO Nº9,9,11005237,
457747, Pz. DOS DE MAYO Nº3,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,PLAZA DE  Pz. DOS DE MAYO Nº3,3,11006142,
457752, C/ EVARISTO SAN MIGUEL Nº7,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,,CALLE DE  C/ EVARISTO SAN MIGUEL Nº7,7,11052385,
457755, C/ VENTURA RODRIGUEZ Nº17,9,MONCLOA-ARAVACA,92,ARGUELLES,OPERATIVO,,CALLE DE  C/ VENTURA RODRIGUEZ Nº17,17,11052307,
457762, C/ MARQUES DE LEGANES Nº5,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ MARQUES DE LEGANES Nº5,5,11007091,
457765, C/ LIBREROS Nº16,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ LIBREROS Nº16,16,11007082,
457767, Pz. SAN ILDEFONSO Nº2,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,PLAZA DE  Pz. SAN ILDEFONSO Nº2,2,11005585,
457774, C/ FUENCARRAL Nº35,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ FUENCARRAL Nº35,35,11005641,
457776, C/ FUENCARRAL Nº29,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ FUENCARRAL Nº29,29,11005638,
457777, C/ VALVERDE Nº22,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ VALVERDE Nº22,22,11005658,
457780, C/ FUENCARRAL Nº3,1,CENTRO,15,UNIVERSIDAD,OPERATIVO,,CALLE DE  C/ FUENCARRAL Nº3,3,20006418,
457781, Pz. PEDRO ZEROLO Nº6,1,CENTRO,14,JUSTICIA,OPERATIVO,,PLAZA DE  Pz. PEDRO ZEROLO Nº6,6,11004562,
457784, C/ SAN GREGORIO Nº10,1,CENTRO,14,JUSTICIA,OPERATIVO,,CALLE DE  C/ SAN GREGORIO Nº10,10,31037770,
457785, C/ BELEN Nº7,1,CENTRO,14,JUSTICIA,OPERATIVO,,CALLE DE  C/ BELEN Nº7,7,11005011,
457787, C/ TAMAYO Y BAUS Nº5,1,CENTRO,14,JUSTICIA,OPERATIVO,,CALLE DE  C/ TAMAYO Y BAUS Nº5,5,20005408,
457790, Pº RECOLETOS Nº23,1,CENTRO,14,JUSTICIA,OPERATIVO,,PASEO DE  Pº RECOLETOS Nº23,23,11004257,
