id,Gis_X,Gis_Y,FechadeAlta,Distrito,same_as_wikidata_distrito,Barrio,same_as_wikidata_barrio,NFinca,TipodeReserva,NumerodePlazas,Longitud,Latitud,DireccionNew,same_as_wikidata_direccion,Direccion
210,440392.24,4474584.46,43662,Centro,https://wikidata.org/entity/Q1763376,Sol,https://wikidata.org/entity/Q2465181,9,BiciMAD,27,-3.702631,40.4197538,CALLE DELAS TRESCRUCES,,TRESCRUCES.CALLE.DELAS.9
211,440400.99,4474680.19,43697,Centro,https://wikidata.org/entity/Q1763376,Universidad,https://wikidata.org/entity/Q10387767,3,BiciMAD,24,-3.7025369,40.4206168,CALLE DEL DESENGANYO,,DESENGANYO.CALLE.DEL.3
212,439193.57,4472197.09,44008,Carabanchel,https://wikidata.org/entity/Q1001991,ISIDRO,,9,BiciMAD,24,-3.7165313,40.3981605,GLORIETA DEL MARQUESDEVADILLO,,MARQUESDEVADILLO.GLORIETA.DEL.9
213,440574.99,4471162.08,44089,Usera,https://wikidata.org/entity/Q953368,Moscardó,https://wikidata.org/entity/Q11937679,129,BiciMAD,24,-3.7001575,40.3889363,CALLE DE ANTONIOLOPEZ,,ANTONIOLOPEZ.CALLE.DE.129
214,444286.32,4477179.51,44126,LINEAL,,PASCUAL,,2,BiciMAD,24,-3.6569597,40.4434012,CALLE DELA CONDESADEVENADITO,,CONDESADEVENADITO.CALLE.DELA.2
215,445631.32,4475647.64,44126,LINEAL,,NUEVO,,77,BiciMAD,24,-3.6409697,40.4296903,CALLE DE GUTIERREDECETINA,,GUTIERREDECETINA.CALLE.DE.77
216,438158.91,4473969.7,44127,Latina,https://wikidata.org/entity/Q794954,ANGEL,,3,BiciMAD,24,-3.7288948,40.4140528,PLAZA DELA PUERTADELANGEL,,PUERTADELANGEL.PLAZA.DELA.3
217,441592.41,4481374.08,44132,PARDO,,PAZ,,frenteal4,BiciMAD,24,-3.6891094,40.4810028,CALLE DE PEDRORICO,,PEDRORICO.CALLE.DE.frenteal4
218,444221.86,4473533.53,44153,Moratalaz,https://wikidata.org/entity/Q2076109,LEGUA,,28,BiciMAD,24,-3.6573999,40.4105519,CALLE DEL CAMINODELOSVINATEROS,,CAMINODELOSVINATEROS.CALLE.DEL.28
219,445121.32,4473287.59,44153,Moratalaz,https://wikidata.org/entity/Q2076109,Marroquina,https://wikidata.org/entity/Q11935636,108,BiciMAD,24,-3.6467783,40.4083961,CALLE DEL CAMINODELOSVINATEROS,,CAMINODELOSVINATEROS.CALLE.DEL.108
220,444725.09,4473041.7,44153,Moratalaz,https://wikidata.org/entity/Q2076109,LEGUA,,frenteal4,BiciMAD,24,-3.6514264,40.4061548,CALLE DEL ARROYODELASPILILLAS,,ARROYODELASPILILLAS.CALLE.DEL.frenteal4
221,446141.03,4472399.01,44153,Moratalaz,https://wikidata.org/entity/Q2076109,Pavones,https://wikidata.org/entity/Q71760,346,BiciMAD,24,-3.6346859,40.4004579,CALLE DELA HACIENDADEPAVONES,,HACIENDADEPAVONES.CALLE.DELA.346
222,440362.66,4471479.61,44169,Usera,https://wikidata.org/entity/Q953368,Moscardó,https://wikidata.org/entity/Q11937679,5,BiciMAD,24,-3.7026887,40.3917816,CALLE DE EUGENIOCAXES,,EUGENIOCAXES.CALLE.DE.5
223,438522.93,4473120.98,44169,Latina,https://wikidata.org/entity/Q794954,CARMENES,,48,BiciMAD,24,-3.7245226,40.4064341,PASEO DELA ERMITADELSANTO,,ERMITADELSANTO.PASEO.DELA.48
224,438160,4473395.7,44169,Latina,https://wikidata.org/entity/Q794954,ANGEL,,frenteal52,BiciMAD,24,-3.7288262,40.408882,CALLE DE CARAMUEL,,CARAMUEL.CALLE.DE.frenteal52
225,443978.28,4472656.95,44181,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,Numancia,https://wikidata.org/entity/Q10338144,33,BiciMAD,24,-3.6601933,40.4026388,CALLE DELA SIERRATOLEDANA,,SIERRATOLEDANA.CALLE.DELA.33
226,443934.22,4472275.39,44181,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,Numancia,https://wikidata.org/entity/Q10338144,94,BiciMAD,24,-3.6606789,40.3991986,CAMINO DE VALDERRIBAS,,VALDERRIBAS.CAMINO.DE.94
227,443466.29,4471705.78,44181,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,DIEGO,,4,BiciMAD,24,-3.6661421,40.3940355,CALLE DEL ARROYODELOLIVAR,,ARROYODELOLIVAR.CALLE.DEL.4
228,439910.49,4471772.12,44181,Carabanchel,https://wikidata.org/entity/Q1001991,COMILLA,,9,BiciMAD,24,-3.7080437,40.3943842,CALLE DE SANDELFIN,,SANDELFIN.CALLE.DE.9
229,444985.82,4476472.45,44181,LINEAL,,Concepción,https://wikidata.org/entity/Q11915156,5,BiciMAD,24,-3.6486507,40.4370782,CALLE DE JOSEDELHIERRO,,JOSEDELHIERRO.CALLE.DE.5
230,444952.82,4477207.59,44181,LINEAL,,PASCUAL,,32,BiciMAD,24,-3.6491034,40.4436986,CALLE DE CARLOTAO'NEILL,,CARLOTAO'NEILL.CALLE.DE.32
231,444380.2,4476773.28,44181,LINEAL,,PASCUAL,,14,BiciMAD,24,-3.6558172,40.439748,CALLE DELOS DERECHOSHUMANOS,,DERECHOSHUMANOS.CALLE.DELOS.14
232,444989.2,4476001.54,44181,LINEAL,,Ventas,https://wikidata.org/entity/Q71762,1,BiciMAD,24,-3.6485701,40.4328362,CALLE DE JOSEMARIAPEREDA,,JOSEMARIAPEREDA.CALLE.DE.1
233,444381.95,4474904.65,44181,LINEAL,,Ventas,https://wikidata.org/entity/Q71762,12,BiciMAD,24,-3.655633,40.4229144,AVENIDA DEL MARQUESDECORBERA,,MARQUESDECORBERA.AVENIDA.DEL.12
234,444767.03,4475262.41,44181,LINEAL,,Ventas,https://wikidata.org/entity/Q71762,52,BiciMAD,24,-3.651125,40.426163,AVENIDA DEL MARQUESDECORBERA,,MARQUESDECORBERA.AVENIDA.DEL.52
235,441336.7,4471161.52,44181,Arganzuela,https://wikidata.org/entity/Q2000929,Legazpi,https://wikidata.org/entity/Q3773990,1B,BiciMAD,24,-3.6911834,40.3889853,CALLE DEL SODIO,,SODIO.CALLE.DEL.1B
236,439149.84,4473225.71,44181,Arganzuela,https://wikidata.org/entity/Q2000929,Imperial,https://wikidata.org/entity/Q3773740,20,BiciMAD,24,-3.7171449,40.4074236,PASEO 20 IMPERIAL,,IMPERIAL.PASEO.20
237,439751.68,4478101.98,44181,Tetuán,https://wikidata.org/entity/Q1773540,VISTAS,,S/N,BiciMAD,24,-3.7105146,40.451395,CALLE DE FRANCISCOBALSEIRO,,FRANCISCOBALSEIRO.CALLE.DE.S/N
238,441220.07,4478625.73,44181,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,5,BiciMAD,24,-3.6932474,40.4562183,CALLE DE SANGERMAN,,SANGERMAN.CALLE.DE.5
239,439975.8,4478692.91,44181,Tetuán,https://wikidata.org/entity/Q1773540,Berruguete,https://wikidata.org/entity/Q11909208,62,BiciMAD,24,-3.7079276,40.4567345,CALLE DE FRANCOSRODRIGUEZ,,FRANCOSRODRIGUEZ.CALLE.DE.62
240,443939.09,4476439.76,44194,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,frenteal9,BiciMAD,24,-3.6609886,40.4367138,AVENIDA DE BRASILIA,,BRASILIA.AVENIDA.DE.frenteal9
241,443363.99,4476559.86,44194,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,23,BiciMAD,24,-3.6677796,40.4377568,AVENIDA DE CAMILOJOSECELA,,CAMILOJOSECELA.AVENIDA.DE.23
242,443778.78,4476746.49,44194,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,56,BiciMAD,24,-3.6629058,40.4394662,avenida de Bruselas,https://wikidata.org/entity/Q62087510,BRUSELAS.AVENIDA.DE.56
243,443165.91,4476273.63,44194,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,38,BiciMAD,24,-3.6700894,40.4351648,"Calle de Cartagena, Madrid",https://wikidata.org/entity/Q27038851,CARTAGENA.CALLE.DE.38
244,439144.97,4476825.45,44194,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685,44,BiciMAD,24,-3.7175468,40.4398513,CALLE DE ISAACPERAL,,ISAACPERAL.CALLE.DE.44
245,439767.36,4476444.58,44194,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744,63,BiciMAD,24,-3.7101726,40.4364656,calle de Galileo,https://wikidata.org/entity/Q27031392,GALILEO.CALLE.DE.63
246,440693.2,4476388.4,44194,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027,87,BiciMAD,24,-3.699252,40.436026,CALLE DE SANTAENGRACIA,,SANTAENGRACIA.CALLE.DE.87
247,441238.82,4476643.99,44194,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,90,BiciMAD,24,-3.692843,40.4383672,calle de Zurbano,https://wikidata.org/entity/Q27043742,ZURBANO.CALLE.DE.90
248,441694.11,4480631.92,44194,PARDO,,PAZ,,2,BiciMAD,24,-3.6878414,40.4743243,CALLE DE SINESIODELGADO,,SINESIODELGADO.CALLE.DE.2
249,441914.27,4481195.42,44194,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735,frenteal298,BiciMAD,24,-3.6852959,40.4794159,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.frenteal298
250,441812.82,4476911.24,44194,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,113b,BiciMAD,24,-3.6861,40.4408151,Serrano Street,https://wikidata.org/entity/Q5740879,SERRANO.CALLE.DE.113b
251,443447.95,4477272.58,44194,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776,31,BiciMAD,24,-3.6668532,40.444183,CALLE DE SANTAHORTENSIA,,SANTAHORTENSIA.CALLE.DE.31
252,442025.04,4480322.99,44194,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735,S/N,BiciMAD,24,-3.6839094,40.4715645,CALLE DE RODRIGUEZJAEN,,RODRIGUEZJAEN.CALLE.DE.S/N
253,441626.91,4478554.58,44194,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,7,BiciMAD,24,-3.688443,40.455606,CALLE DEL DOCTORFLEMING,,DOCTORFLEMING.CALLE.DEL.7
254,442639.53,4479150.36,44194,Chamartín,https://wikidata.org/entity/Q1766348,ESPANYA,,3,BiciMAD,24,-3.6765549,40.4610436,AVENIDA DE PIOXII,,PIOXII.AVENIDA.DE.3
255,441910.45,4479454.04,44194,Chamartín,https://wikidata.org/entity/Q1766348,ESPANYA,,2,BiciMAD,24,-3.6851815,40.4637286,CALLE DEL GENERALLOPEZPOZAS,,GENERALLOPEZPOZAS.CALLE.DEL.2
256,439465.58,4477545.36,44194,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,UNIVERSITARIA,,frenteal2,BiciMAD,24,-3.7138353,40.4463599,CALLE DE BEATRIZDEBOBADILLA,,BEATRIZDEBOBADILLA.CALLE.DE.frenteal2
257,438063.25,4476718.06,44194,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,UNIVERSITARIA,,1,BiciMAD,24,-3.73029,40.438804,AVENIDA DE JUANDEHERRERA,,JUANDEHERRERA.AVENIDA.DE.1
258,438326.14,4477849.84,44194,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,UNIVERSITARIA,,frenteal14,BiciMAD,24,-3.7273004,40.449019,AVENIDA frenteal14 COMPLUTENSE,,COMPLUTENSE.AVENIDA.frenteal14
259,438344.78,4477338.89,44194,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,UNIVERSITARIA,,S/N,BiciMAD,24,-3.727031,40.4444176,PLAZA DE RAMONYCAJAL,,RAMONYCAJAL.PLAZA.DE.S/N
260,438328.53,4477762.41,44194,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,UNIVERSITARIA,,S/N,BiciMAD,24,-3.7272637,40.4482316,CALLE DE JOSEANTONIONOVAIS,,JOSEANTONIONOVAIS.CALLE.DE.S/N
261,438161.53,4478015.95,44194,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,UNIVERSITARIA,,frenteal7,BiciMAD,24,-3.7292576,40.4505032,AVENIDA frenteal7 COMPLUTENSE,,COMPLUTENSE.AVENIDA.frenteal7
