id,Gis_X,Gis_Y,FechadeAlta,Distrito,same_as_wikidata_distrito,Barrio,same_as_wikidata_barrio,NFinca,TipodeReserva,NumerodePlazas,Longitud,Latitud,DireccionNew,same_as_wikidata_direccion,Direccion
105,441684.37,4475386.27,41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,46,BiciMAD,24,-3.6874745,40.4270684,Serrano Street,https://wikidata.org/entity/Q5740879,SERRANO.CALLE.DE.46
106a,441647.49,4475141.87,41782,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,32,BiciMAD,18,-3.6878868,40.4248642,Serrano Street,https://wikidata.org/entity/Q5740879,SERRANO.CALLE.DE.32
106b,441649.86,4475157.87,41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,34,BiciMAD,18,-3.6878604,40.4250085,Serrano Street,https://wikidata.org/entity/Q5740879,SERRANO.CALLE.DE.34
107,441599.07,4474779.37,41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,8,BiciMAD,24,-3.6884243,40.4215952,Serrano Street,https://wikidata.org/entity/Q5740879,SERRANO.CALLE.DE.8
108,443111.6,4475416.83,41813,Salamanca,https://wikidata.org/entity/Q1773521,Goya,https://wikidata.org/entity/Q3814578,2,BiciMAD,27,-3.670653,40.4274425,CALLE DELAS MARTIRESCONCEPCIONISTAS,,MARTIRESCONCEPCIONISTAS.CALLE.DELAS.2
109,442191.64,4475721.98,41813,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,32,BiciMAD,24,-3.6815253,40.4301281,CALLE DE JOSEORTEGAYGASSET,,JOSEORTEGAYGASSET.CALLE.DE.32
110,438921.15,4476262.7,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CAMPO,,S/N,BiciMAD,24,-3.7201316,40.4347654,paseo de Moret,https://wikidata.org/entity/Q26821443,MORET.PASEO.DE.S/N
111a,439144.16,4476128.65,41813,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,8,BiciMAD,24,-3.7174896,40.4335742,CALLE DEL ARCIPRESTEDEHITA,,ARCIPRESTEDEHITA.CALLE.DEL.8
111b,439120.04,4476174.12,41813,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,12,BiciMAD,24,-3.7177783,40.433982,CALLE DEL ARCIPRESTEDEHITA,,ARCIPRESTEDEHITA.CALLE.DEL.12
112,438517.07,4476028.6,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,11,BiciMAD,24,-3.7248727,40.4326267,paseo de Moret,https://wikidata.org/entity/Q26821443,MORET.PASEO.DE.11
113,438865.35,4475484.09,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CAMPO,,frente38,BiciMAD,24,-3.7207145,40.4277472,PASEO DEL PINTORROSALES,,PINTORROSALES.PASEO.DEL.frente38
114,439145.29,4475490.01,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,13,BiciMAD,24,-3.7174151,40.4278211,CALLE DE QUINTANA,,QUINTANA.CALLE.DE.13
115,439181.48,4475218.76,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,S/N,BiciMAD,24,-3.7169626,40.4253802,PLAZA DEL MARQUESDECERRALBO,,MARQUESDECERRALBO.PLAZA.DEL.S/N
116a,439621.73,4475069,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,S/N,BiciMAD,24,-3.7117588,40.4240632,PLAZA DE ESPANYA,,ESPANYA.PLAZA.DE.S/N
116b,439614.47,4475083.02,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,S/N,BiciMAD,24,-3.7118457,40.4241889,PLAZA DE ESPANYA,,ESPANYA.PLAZA.DE.S/N
117,439020.83,4475833.31,41816,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,24,BiciMAD,24,-3.7189152,40.4309046,"Calle de Altamirano, Madrid",https://wikidata.org/entity/Q28015954,ALTAMIRANO.CALLE.DE.24
118,441605.64,4472470.47,41813,Arganzuela,https://wikidata.org/entity/Q2000929,MOGUER,,16,BiciMAD,24,-3.688135,40.4007959,CALLE DE JUANMARTINELEMPECINADO,,JUANMARTINELEMPECINADO.CALLE.DE.16
119,441738.36,4472542.79,41813,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594,7,BiciMAD,24,-3.6865777,40.4014567,CALLE DE MENDEZALVARO,,MENDEZALVARO.CALLE.DE.7
120,441043.78,4472723.55,41813,Arganzuela,https://wikidata.org/entity/Q2000929,MOGUER,,frente27,BiciMAD,24,-3.6947791,40.4030362,CALLE DE PALOSDELAFRONTERA,,PALOSDELAFRONTERA.CALLE.DE.frente27
121,440718.1,4472592.85,41813,Arganzuela,https://wikidata.org/entity/Q2000929,MOGUER,,58,BiciMAD,24,-3.6986046,40.4018356,PASEO DE SANTAMARIADELACABEZA,,SANTAMARIADELACABEZA.PASEO.DE.58
122,440941.06,4475664.68,41813,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,16,BiciMAD,24,-3.6962626,40.429524,CALLE DE SANTAENGRACIA,,SANTAENGRACIA.CALLE.DE.16
123,439482.59,4475800.04,41813,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,2,BiciMAD,24,-3.7134685,40.4306386,CALLE DE GUZMANELBUENO,,GUZMANELBUENO.CALLE.DE.2
124,440683.01,4475810.28,42186,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027,18,BiciMAD,24,-3.6993182,40.4308173,CALLE DE MANUELSILVELA,,MANUELSILVELA.CALLE.DE.18
125,441067.49,4476306.28,42186,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,29,BiciMAD,24,-3.6948316,40.4353128,CALLE DE FERNANDEZDELAHOZ,,FERNANDEZDELAHOZ.CALLE.DE.29
126,440480.69,4476228.15,42186,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027,4,BiciMAD,24,-3.7017424,40.4345672,CALLE DEL GENERALALVAREZDECASTRO,,GENERALALVAREZDECASTRO.CALLE.DEL.4
127,439915.53,4476159.21,42186,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744,19,BiciMAD,24,-3.7083987,40.4339055,CALLE DE FERNANDOELCATOLICO,,FERNANDOELCATOLICO.CALLE.DE.19
128,439313.53,4476733.24,42186,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,59,BiciMAD,24,-3.7155506,40.4390329,CALLE DE CEABERMUDEZ,,CEABERMUDEZ.CALLE.DE.59
128ampliacion,439301.59,4476734.02,43539,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,59,BiciMAD,3,-3.7156915,40.4390391,CALLE DE CEABERMUDEZ,,CEABERMUDEZ.CALLE.DE.59
129,440777.63,4476658.85,42186,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,33,BiciMAD,24,-3.6982818,40.4384684,CALLE DE JOSEABASCAL,,JOSEABASCAL.CALLE.DE.33
130,440489.99,4477022.03,42907,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,129,BiciMAD,20,-3.7017071,40.4417195,CALLE DE SANTAENGRACIA,,SANTAENGRACIA.CALLE.DE.129
131,440293.7,4477027.45,42186,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,44,BiciMAD,24,-3.704022,40.4417543,CALLE DE BRAVOMURILLO,,BRAVOMURILLO.CALLE.DE.44
132,440334.34,4477541.61,42186,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,168,BiciMAD,24,-3.7035911,40.4463889,CALLE DE SANTAENGRACIA,,SANTAENGRACIA.CALLE.DE.168
133,440637.08,4477625.61,42186,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,3,BiciMAD,24,-3.7000292,40.4471673,CALLE DE DULCINEA,,DULCINEA.CALLE.DE.3
134,441017.45,4477274.01,42186,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,58,BiciMAD,24,-3.6955114,40.444027,CALLE DE MARIADEGUZMAN,,MARIADEGUZMAN.CALLE.DE.58
135,441237.54,4476990.04,42095,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,S/N,BiciMAD,24,-3.6928901,40.4414845,PLAZA DE SANJUANDELACRUZ,,SANJUANDELACRUZ.PLAZA.DE.S/N
136,441417.02,4477410.33,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,106,BiciMAD,24,-3.6908127,40.4452833,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.106
137,441885.33,4477430.27,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,6,BiciMAD,24,-3.6852925,40.4454958,PLAZA DELA REPUBLICAARGENTINA,,REPUBLICAARGENTINA.PLAZA.DELA.6
138,441352.15,4477455.81,42186,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,frente108,BiciMAD,24,-3.6915818,40.4456884,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.frente108
139,441442.67,4476752.13,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,S/N,BiciMAD,24,-3.6904495,40.4393558,CALLE DE JOSEGUTIERREZABASCAL,,JOSEGUTIERREZABASCAL.CALLE.DE.S/N
140,442081.95,4476666.37,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,134,BiciMAD,24,-3.6829045,40.438628,calle de Velázquez,https://wikidata.org/entity/Q20031523,VELAZQUEZ.CALLE.DE.134
140a,442081.16,4476654.37,44007,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,134,BiciMAD,3,-3.6829127,40.4385198,calle de Velázquez,https://wikidata.org/entity/Q20031523,VELAZQUEZ.CALLE.DE.134
141,441537.59,4476315.08,42186,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,43,BiciMAD,12,-3.6892902,40.4354253,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.43
142,441641.97,4476103.45,42186,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,S/N,BiciMAD,24,-3.6880402,40.4335262,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.S/N
143,442474.52,4476217.99,42186,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,54,BiciMAD,24,-3.6782355,40.434616,CALLE DE DIEGODELEON,,DIEGODELEON.CALLE.DE.54
144,442707.74,4475961.24,42175,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,50,BiciMAD,24,-3.6754628,40.4323192,CALLE DE JUANBRAVO,,JUANBRAVO.CALLE.DE.50
145,443050.11,4475675.85,42186,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,87,BiciMAD,24,-3.671401,40.4297717,CALLE DE JOSEORTEGAYGASSET,,JOSEORTEGAYGASSET.CALLE.DE.87
146,442435.7,4477286.68,42175,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,1,BiciMAD,18,-3.67879,40.4442406,CALLE DE MARIAFRANCISCA,,MARIAFRANCISCA.CALLE.DE.1
147,442372.1,4477741.71,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,45,BiciMAD,24,-3.6795811,40.4483353,AVENIDA DEL DOCTORARCE,,DOCTORARCE.AVENIDA.DEL.45
148,442194.78,4478041.13,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,210,BiciMAD,24,-3.6816993,40.4510203,Serrano Street,https://wikidata.org/entity/Q5740879,SERRANO.CALLE.DE.210
149,441672.11,4477914.69,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,42,BiciMAD,24,-3.6878512,40.4498448,PASEO DE LAHABANA,,LAHABANA.PASEO.DE.42
150,441443.38,4477835.19,42186,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,S/N,BiciMAD,24,-3.690541,40.4491125,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.S/N
151,441047.89,4477810.45,42186,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,10,BiciMAD,24,-3.6952023,40.4488617,"Calle de Orense, Madrid",https://wikidata.org/entity/Q26761687,ORENSE.CALLE.DE.10
152,440733.5,4478240.82,42186,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,frente4,BiciMAD,24,-3.6989497,40.4527163,AVENIDA DEL GENERALPERON,,GENERALPERON.AVENIDA.DEL.frente4
153,441230.1,4478196.25,42186,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,frente36,BiciMAD,24,-3.6930894,40.45235,AVENIDA DEL GENERALPERON,,GENERALPERON.AVENIDA.DEL.frente36
154,441097.89,4478466.69,42186,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,36,BiciMAD,24,-3.6946736,40.4547769,"Calle de Orense, Madrid",https://wikidata.org/entity/Q26761687,ORENSE.CALLE.DE.36
155,440575.2,4478749.38,42186,Tetuán,https://wikidata.org/entity/Q1773540,CAMINOS,,55,BiciMAD,24,-3.700864,40.4572863,CALLE DE SANGERMAN,,SANGERMAN.CALLE.DE.55
156,441385.88,4478959.93,42186,Tetuán,https://wikidata.org/entity/Q1773540,Castillejos,https://wikidata.org/entity/Q11913212,2,BiciMAD,24,-3.6913229,40.4592406,CALLE DE SORANGELADELACRUZ,,SORANGELADELACRUZ.CALLE.DE.2
157,441554.84,4478963.2,42186,Chamartín,https://wikidata.org/entity/Q1766348,ESPANYA,,S/N,BiciMAD,24,-3.6893305,40.459282,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.S/N
158,441946.46,4478886.67,42186,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,22A,BiciMAD,24,-3.6847049,40.45862,AVENIDA DE ALBERTOALCOCER,,ALBERTOALCOCER.AVENIDA.DE.22A
159,442024.96,4478401.51,42186,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,63,BiciMAD,24,-3.6837348,40.4542549,PASEO DE LAHABANA,,LAHABANA.PASEO.DE.63
160,442630.95,4478723.71,42186,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,7,BiciMAD,24,-3.6766176,40.4571995,CALLE DE COLOMBIA,,COLOMBIA.CALLE.DE.7
161,438745.93,4474862.31,42186,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CAMPO,,8,BiciMAD,24,-3.7220624,40.4221372,PASEO DELA FLORIDA,,FLORIDA.PASEO.DELA.8
161ampliacion,438754.04,4474853.3,43355,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,CAMPO,,6,BiciMAD,3,-3.7219659,40.4220566,PASEO DELA FLORIDA,,FLORIDA.PASEO.DELA.6
162,439688.47,4472787.76,42186,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Acacias,https://wikidata.org/entity/Q3319190,28,BiciMAD,24,-3.7107559,40.4035176,PASEO DELOS OLMOS,,OLMOS.PASEO.DELOS.28
163,440055.04,4472797.85,42186,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Acacias,https://wikidata.org/entity/Q3319190,"0,083333333",BiciMAD,21,-3.7064372,40.4036349,PASEO DELA ESPERANZA,,ESPERANZA.PASEO.DELA.0.0833333333333333
164,441063.58,4472068.5,42186,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Delicias,https://wikidata.org/entity/Q3773736,94,BiciMAD,24,-3.6944851,40.3971366,PASEO DELAS DELICIAS,,DELICIAS.PASEO.DELAS.94
165,440794.37,4471598.57,43718,Arganzuela,https://wikidata.org/entity/Q2000929,La_Chopera,https://wikidata.org/entity/Q3773750,frente49,BiciMAD,27,-3.6976134,40.3928841,PASEO DELA CHOPERA,,CHOPERA.PASEO.DELA.frente49
166,439478.68,4473946.37,42544,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,21,BiciMAD,24,-3.7133382,40.4139396,calle de Segovia,https://wikidata.org/entity/Q8255505,SEGOVIA.CALLE.DE.21
167,439113.04,4473926.4,42877,Arganzuela,https://wikidata.org/entity/Q2000929,Imperial,https://wikidata.org/entity/Q3773740,47A,BiciMAD,24,-3.7176456,40.4137331,calle de Segovia,https://wikidata.org/entity/Q8255505,SEGOVIA.CALLE.DE.47A
168,440948.66,4472895.98,43752,Arganzuela,https://wikidata.org/entity/Q2000929,MOGUER,,frente32,BiciMAD,24,-3.6959159,40.4045828,PASEO DE SANTAMARIADELACABEZA,,SANTAMARIADELACABEZA.PASEO.DE.frente32
169,439424.51,4472574.58,43699,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Acacias,https://wikidata.org/entity/Q3319190,181,BiciMAD,24,-3.713846,40.401578,Calle de Toledo,https://wikidata.org/entity/Q5740883,TOLEDO.CALLE.DE.181
170,440225.41,4472515.53,43649,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Acacias,https://wikidata.org/entity/Q3319190,21,BiciMAD,24,-3.704403,40.4011039,PASEO DELA ESPERANZA,,ESPERANZA.PASEO.DELA.21
171,440729.75,4472362.64,43649,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Delicias,https://wikidata.org/entity/Q3773736,97,BiciMAD,24,-3.6984459,40.3997626,"Calle de Embajadores, Madrid",https://wikidata.org/entity/Q5740826,EMBAJADORES.CALLE.DE.97
172,441146.63,4472482.09,43740,Arganzuela,https://wikidata.org/entity/Q2000929,MOGUER,,1,BiciMAD,24,-3.6935448,40.4008683,"Calle de Bustamante, Madrid",https://wikidata.org/entity/Q27430098,BUSTAMANTE.CALLE.DE.1
173,440396.07,4472189.13,43699,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Acacias,https://wikidata.org/entity/Q3319190,59,BiciMAD,24,-3.7023615,40.3981757,PASEO DELA ESPERANZA,,ESPERANZA.PASEO.DELA.59
174,440054.62,4472107.63,43718,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Acacias,https://wikidata.org/entity/Q3319190,8,BiciMAD,27,-3.7063771,40.397417,PASEO DELAS YESERIAS,,YESERIAS.PASEO.DELAS.8
175,440738.79,4471974.72,43641,Arganzuela,https://wikidata.org/entity/Q2000929,La_Chopera,https://wikidata.org/entity/Q3773750,30,BiciMAD,21,-3.6983033,40.3962687,CALLE DE JAIMEELCONQUISTADOR,,JAIMEELCONQUISTADOR.CALLE.DE.30
176,441133.61,4471746.54,43634,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Delicias,https://wikidata.org/entity/Q3773736,3,BiciMAD,24,-3.6936302,40.3942411,CALLE DE ALICANTE,,ALICANTE.CALLE.DE.3
177,441092.45,4471442.79,43634,Arganzuela,https://wikidata.org/entity/Q2000929,Las_Delicias,https://wikidata.org/entity/Q3773736,3,BiciMAD,24,-3.694087,40.3915019,CALLE DE BOLIVAR,,BOLIVAR.CALLE.DE.3
178,442391.73,4472711.75,43881,Retiro,https://wikidata.org/entity/Q2002296,Pacífico,https://wikidata.org/entity/Q3773753,1,BiciMAD,24,-3.6788939,40.4030242,CALLE DE LEONGILDEPALACIO,,LEONGILDEPALACIO.CALLE.DE.1
179,443221.91,4472140.39,43738,Villa_de_Vallecas,https://wikidata.org/entity/Q1947988,DIEGO,,S/N,BiciMAD,24,-3.6690602,40.3979341,AUTOVIA S/N M-30,,M-30.AUTOVIA.S/N
180,442636.16,4471722.03,43719,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594,5,BiciMAD,24,-3.6759244,40.3941252,CALLE DELA RETAMA,,RETAMA.CALLE.DELA.5
181,442595.87,4474391.99,43634,Retiro,https://wikidata.org/entity/Q2002296,Ibiza,https://wikidata.org/entity/Q15249910,18,BiciMAD,27,-3.67664,40.4181748,"Calle de Ibiza, Madrid",https://wikidata.org/entity/Q63247838,IBIZA.CALLE.DE.18
182,443541.21,4474444.72,43612,Retiro,https://wikidata.org/entity/Q2002296,Estrella,https://wikidata.org/entity/Q3773738,90,BiciMAD,24,-3.6655023,40.4187145,CALLE DEL ALCALDESAINZDEBARANDA,,ALCALDESAINZDEBARANDA.CALLE.DEL.90
183,443212.07,4475215.51,43678,Salamanca,https://wikidata.org/entity/Q1773521,Goya,https://wikidata.org/entity/Q3814578,135,BiciMAD,24,-3.6694506,40.4256358,Calle de Hermosilla,https://wikidata.org/entity/Q28052826,HERMOSILLA.CALLE.DE.135
184,443563.66,4475253.54,43678,Salamanca,https://wikidata.org/entity/Q1773521,BERRO,,24,BiciMAD,24,-3.6653095,40.4260023,PASEO DEL MARQUESDEZAFRA,,MARQUESDEZAFRA.PASEO.DEL.24
185,443883.24,4475147.45,43678,Salamanca,https://wikidata.org/entity/Q1773521,BERRO,,frente4,BiciMAD,24,-3.661533,40.4250682,GLORIETA DEL MARQUESDEZAFRA,,MARQUESDEZAFRA.GLORIETA.DEL.frente4
186,442466.16,4475602.3,43738,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,56,BiciMAD,24,-3.6782783,40.429069,CALLE DEL GENERALPARDINYAS,,GENERALPARDINYAS.CALLE.DEL.56
187,443691.7,4475711.36,43655,Salamanca,https://wikidata.org/entity/Q1773521,BERRO,,1,BiciMAD,24,-3.6638407,40.4301353,CALLE DE ALEJANDROGONZALEZ,,ALEJANDROGONZALEZ.CALLE.DE.1
188,444111.11,4475822.61,43720,LINEAL,,Ventas,https://wikidata.org/entity/Q71762,2,BiciMAD,27,-3.6589062,40.4311658,"Avenida de Daroca, Madrid",https://wikidata.org/entity/Q62107216,DAROCA.AVENIDA.DE.2
189,444399.55,4476248.37,43759,LINEAL,,Concepción,https://wikidata.org/entity/Q11915156,18,BiciMAD,24,-3.6555431,40.4350206,CALLE DELA VIRGENDELAALEGRIA,,VIRGENDELAALEGRIA.CALLE.DELA.18
190,442030.24,4476194.79,43678,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,91,BiciMAD,24,-3.6834711,40.4343761,calle de Velázquez,https://wikidata.org/entity/Q20031523,VELAZQUEZ.CALLE.DE.91
191,442830.66,4476215.36,43700,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,1,BiciMAD,18,-3.6740365,40.4346168,CALLE DE ALONSOHEREDIA,,ALONSOHEREDIA.CALLE.DE.1
192,443049.28,4475907.11,43634,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,3,BiciMAD,27,-3.6714315,40.431855,AVENIDA DELOS TOREROS,,TOREROS.AVENIDA.DELOS.3
193,443540.74,4475977.26,43634,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,47,BiciMAD,24,-3.665644,40.4325204,AVENIDA DELOS TOREROS,,TOREROS.AVENIDA.DELOS.47
194,442564.99,4476503.98,43738,Salamanca,https://wikidata.org/entity/Q1773521,La_Guindalera,https://wikidata.org/entity/Q3814559,86,BiciMAD,24,-3.6771947,40.4371986,CALLE DE FRANCISCOSILVELA,,FRANCISCOSILVELA.CALLE.DE.86
195,442711.2,4476730.39,43738,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776,1,BiciMAD,24,-3.6754913,40.4392483,CALLE DEL PADREINDALECIOHERNANDEZ,,PADREINDALECIOHERNANDEZ.CALLE.DEL.1
196,442749.2,4477268.2,43759,Chamartín,https://wikidata.org/entity/Q1766348,JARDIN,,2,BiciMAD,24,-3.6750918,40.4440957,CALLE DE SUERODEQUINYONES,,SUERODEQUINYONES.CALLE.DE.2
197,442506.78,4478097.54,43678,Chamartín,https://wikidata.org/entity/Q1766348,VISO,,S/N,BiciMAD,24,-3.6780252,40.4515501,AVENIDA DE CONCHAESPINA,,CONCHAESPINA.AVENIDA.DE.S/N
198,441342.11,4476060.39,43752,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,2,BiciMAD,24,-3.6915713,40.4331172,GLORIETA DE RUBENDARIO,,RUBENDARIO.GLORIETA.DE.2
199,439369.52,4476210.1,43641,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,61,BiciMAD,27,-3.7148406,40.4343244,CALLE DE FERNANDOELCATOLICO,,FERNANDOELCATOLICO.CALLE.DE.61
200,440231.49,4476129.61,43714,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744,frente4,BiciMAD,24,-3.704671,40.4336617,GLORIETA DE QUEVEDO,,QUEVEDO.GLORIETA.DE.frente4
201,440308.49,4476691.87,43759,Chamberí,https://wikidata.org/entity/Q1763370,Rosas,https://wikidata.org/entity/Q18880469,frenteal2,BiciMAD,24,-3.7038161,40.4387323,CALLE DE JOSEABASCAL,,JOSEABASCAL.CALLE.DE.frenteal2
202,439947.59,4476965.21,43749,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685,S/N,BiciMAD,24,-3.7080969,40.4411686,"Calle de Santander, Madrid",https://wikidata.org/entity/Q29648920,SANTANDER.CALLE.DE.S/N
203,439411.53,4477034.58,43612,Chamberí,https://wikidata.org/entity/Q1763370,Vallehermoso,https://wikidata.org/entity/Q6122685,2,BiciMAD,24,-3.7144239,40.4417547,CALLE DEL GENERALAMPUDIA,,GENERALAMPUDIA.CALLE.DEL.2
204,440286.36,4477683.16,43678,Tetuán,https://wikidata.org/entity/Q1773540,VISTAS,,1,BiciMAD,24,-3.7041702,40.4476606,CALLE DEL DOCTORSANTERO,,DOCTORSANTERO.CALLE.DEL.1
205,440361.85,4478331.04,43634,Tetuán,https://wikidata.org/entity/Q1773540,VISTAS,,1,BiciMAD,24,-3.7033408,40.4535024,CALLE DE NAVARRA,,NAVARRA.CALLE.DE.1
206,440732.11,4479138.12,43720,Tetuán,https://wikidata.org/entity/Q1773540,Berruguete,https://wikidata.org/entity/Q11909208,5,BiciMAD,24,-3.6990499,40.4607994,CALLE DEL MARQUESDEVIANA,,MARQUESDEVIANA.CALLE.DEL.5
207,440874.02,4479384.51,43669,Tetuán,https://wikidata.org/entity/Q1773540,Valdeacederas,https://wikidata.org/entity/Q10388711,1,BiciMAD,18,-3.6973991,40.4630291,CALLE DELAS AZUCENAS,,AZUCENAS.CALLE.DELAS.1
208,441615.82,4479765.37,43738,Chamartín,https://wikidata.org/entity/Q1766348,Castilla,https://wikidata.org/entity/Q3813735,S/N,BiciMAD,24,-3.6886852,40.4665125,PASEO DELA CASTELLANA,,CASTELLANA.PASEO.DELA.S/N
209,441606.43,4479673.82,43738,Chamartín,https://wikidata.org/entity/Q1766348,ESPANYA,,9,BiciMAD,24,-3.6887875,40.4656872,PLAZA DE CASTILLA,,CASTILLA.PLAZA.DE.9
