﻿gis_x;gis_y;fecha_alta;distrito;barrio;calle;calle_buena;num_finca;matricula
442440,9112130000;4478003,2306160000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;82;0205110452
442433,4665530000;4477889,9586530000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;78;0205110451
442454,2945531550;4477940,6871831800;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;80;0205110497
442075,0723309330;4477249,4649609600;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;4;0205110427
442392,3501087110;4477731,9649609600;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;70;0205110467
442302,1556642660;4477571,9094054000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;46 B;0205110470
442245,9848470000;4477496,1681770000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;11;0205110472
442176,0959580000;4477387,7607690000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;RODRIGUEZ MARIN, CALLE, DE; CALLE DE RODRIGUEZ MARIN;5 B;0205110479
441548,4706780000;4478145,2449860000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SAN JUAN DE LA SALLE, CALLE, DE; CALLE DE SAN JUAN DE LA SALLE;5;0205110295
441537,8501087110;4478067,8538498500;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SAN JUAN DE LA SALLE, CALLE, DE; CALLE DE SAN JUAN DE LA SALLE;3;0205110346
442290,8689860000;4477042,5358270000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SAN JULIO, CALLE, DE; CALLE DE SAN JULIO;5;0205110483
441584,0218840000;4477627,2422510000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SANTIAGO ARTIGAS, CALLE, DE; CALLE DE SANTIAGO ARTIGAS;7;0205110511
441545,9889975990;4478000,6594054000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SANTIAGO BERNABEU, CALLE, DE; CALLE DE SANTIAGO BERNABEU;6;0205110345
441605,8223309330;4477944,1594054000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SANTIAGO BERNABEU, CALLE, DE; CALLE DE SANTIAGO BERNABEU;16;0205110350
441697,7605950000;4478130,6953450000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SANTO DOMINGO DE SILOS, CALLE, DE; CALLE DE SANTO DOMINGO DE SILOS;10;0205110296
441671,7366950000;4478072,6762450000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SANTO DOMINGO DE SILOS, CALLE, DE; CALLE DE SANTO DOMINGO DE SILOS;5;0205110349
442311,1560230000;4477083,5450860000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SANTORCAZ, CALLE, DE; CALLE DE SANTORCAZ;3;0205110484
442008,4889975990;4478036,7427387400;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SEGRE, CALLE, DEL; CALLE DEL SEGRE;14;0205110501
441823,9056642660;4477081,8260720700;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;144;0205110281
441812,2389975990;4476959,8260720700;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;113;0205110282
441796,0337273220;4476739,0830176000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;107;0205110283
441829,3315901920;4477195,1686646600;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;135;0205110284
441844,1942950000;4477115,4448900000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;144;0205110319
441825,4612198220;4476855,9094054000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;132;0205110320
441853,0723309330;4477238,9094054000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;150;0205110322
442027,0774390000;4477734,9089170000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;167;0205110445
441935,1006680000;4477546,7655370000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;149;0205110442
441990,8424640000;4477658,9068790000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;159;0205110443
442188,9151230000;4478023,1338740000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;208;0205110448
442117,4706780000;4477885,3560970000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;192;0205110447
442066,3686272290;4477778,1686646600;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;186;0205110446
442023,9056642660;4477691,7010720700;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;180;0205110444
441921,4663280000;4477494,2978060000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;160;0205110440
441966,1278864880;4477575,4649609600;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE; CALLE DE SERRANO;170;0205110441
442266,9056642660;4478019,8260720700;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL; CALLE DEL SIL;33;0205110498
442176,4056642660;4477859,4927387400;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL; CALLE DEL SIL;50;0205110492
442137,6556642660;4477781,9094054000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL; CALLE DEL SIL;38;0205110491
442094,1066290000;4477700,5357690000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL; CALLE DEL SIL;7;0205110489
442025,7255870000;4477572,5015100000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;SIL, CALLE, DEL; CALLE DEL SIL;2;0205110486
441685,2389975990;4477668,2982942900;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;TAMBRE, CALLE, DEL; CALLE DEL TAMBRE;32;0205110514
441815,7389975990;4477625,8260720700;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;TAMBRE, CALLE, DEL; CALLE DEL TAMBRE;21;0205110509
441897,8550790000;4477612,2479250000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;TAMBRE, CALLE, DEL; CALLE DEL TAMBRE;10;0205110508
442034,6373450000;4477806,8005410000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;TORMES, CALLE, DEL; CALLE DEL TORMES;2;0205110505
442021,2945531550;4477944,2427387400;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;TORMES, CALLE, DEL; CALLE DEL TORMES;13;0205110500
442092,9056642660;4477570,5760720700;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;URUMEA, CALLE, DEL; CALLE DEL URUMEA;10;0205110487
442095,5499950000;4476811,1182900000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;136;0205110278
442084,2389975990;4476679,5760720700;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;134;0205110279
442105,6760769090;4476950,5567568800;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;144;0205110280
442071,3223309330;4476816,2427387400;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;133;0205110302
442058,4056642660;4476636,8260720700;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;129;0205110314
442102,8501087110;4477231,9094054000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;147;0205110522
442135,3552170000;4477379,7978060000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;162;0205110428
442127,7393560000;4477268,5173080000;2017-01-01;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE; CALLE DE VELAZQUEZ;156;0205110521
441566,1357950000;4477112,4514900000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE; CALLE DE VITRUVIO;5;0205110300
441818,7389975990;4477387,4649609600;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE; CALLE DE VITRUVIO;S/N;0205110301
441782,7389975990;4477310,9927387400;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE; CALLE DE VITRUVIO;30;0205110321
441651,7780950000;4477213,8780900000;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE; CALLE DE VITRUVIO;13;0205110328
441726,6556642660;4477282,5760720700;2014-07-01;05  CHAMARTÍN;05-01 EL VISO;VITRUVIO, CALLE, DE; CALLE DE VITRUVIO;21;0205110329
443396,3422220000;4477020,6054690000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;A-2, AUTOVIA;;S/N;0205210613
443467,7317360000;4477074,7106760000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;A-2, AUTOVIA;;S/N;0205210614
443260,4056642660;4476919,0760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;A-2, AUTOVIA;;S/N;0205210679
443081,1587506860;4477144,8970597300;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;ALUSTANTE, CALLE, DE; CALLE DE ALUSTANTE;15;0205210683
443153,5688490000;4476993,2251510000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;ALUSTANTE, CALLE, DE; CALLE DE ALUSTANTE;1;0205210676
442953,1834420440;4476749,7427387400;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;AMERICA, AVENIDA, DE; AVENIDA DE AMERICA;35;0205210654
442920,0723309330;4476919,7242202200;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;ANASTASIO AROCA, CALLE, DE; CALLE DE ANASTASIO AROCA;7;0205210659
442841,6649235250;4476990,5019980000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;ANASTASIO AROCA, CALLE, DE; CALLE DE ANASTASIO AROCA;21;0205210660
443128,2402160000;4477400,4871250000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;ANTONIO ZAPATA, CALLE, DE; CALLE DE ANTONIO ZAPATA;7;0205210688
443264,3192445130;4477456,2303930600;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;BAEZA, CALLE, DE; CALLE DE BAEZA;7;0205210714
443198,4797383400;4477406,3168128100;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;BAEZA, CALLE, DE; CALLE DE BAEZA;1;0205210620
443450,3223309330;4477097,8260720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CAMILO JOSE CELA, AVENIDA, DE; AVENIDA DE CAMILO JOSE CELA;S/N;0205210616
443420,9539580000;4477068,7106760000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CAMILO JOSE CELA, AVENIDA, DE; AVENIDA DE CAMILO JOSE CELA;S/N;0205210615
443114,7910720000;4477257,3362620000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;91;0205210684
443205,7910720000;4477237,9473730000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;98;0205210690
442968,4021830000;4477227,1140390000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;70;0205210669
442916,0229482170;4477183,0698992300;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;56;0205210703
442847,1244050000;4477134,3362620000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;41;0205210670
442779,8651460000;4477046,3362620000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;32;0205210611
442707,8466270000;4476989,0029280000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;22;0205210729
442590,4427013030;4476892,4649609600;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;12 A;0205210643
442515,0352938960;4476833,4649609600;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CANILLAS, CALLE, DE; CALLE DE CANILLAS;6;0205210644
443064,1680136010;4477386,2554422400;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARDENAL SILICEO, CALLE, DEL; CALLE DEL CARDENAL SILICEO;10;0205210686
443130,5414667350;4477302,2303930600;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARDENAL SILICEO, CALLE, DEL; CALLE DEL CARDENAL SILICEO;22;0205210685
443264,6834420440;4477097,9094054000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARDENAL SILICEO, CALLE, DEL; CALLE DEL CARDENAL SILICEO;37;0205210681
442841,2355160000;4476827,8362620000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE; CALLE DE CARTAGENA;114;0205210652
442756,7389975990;4476956,5760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE; CALLE DE CARTAGENA;117;0205210641
442710,2945531550;4477052,1871831800;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE; CALLE DE CARTAGENA;127;0205210640
442787,7760346370;4476898,3168128100;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CARTAGENA, CALLE, DE; CALLE DE CARTAGENA;113;0205210604
443379,4056642660;4477681,8538498500;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;81;0205210719
443371,9626880000;4477581,9442230000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;60;0205210718
443331,9583630000;4477393,1081340000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;48;0205210627
443172,2355160000;4477100,4473730000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;39;0205210619
443256,3836640000;4477171,8177430000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;45;0205210725
443291,2204790810;4477206,0945905900;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;36;0205210621
443179,0688490000;4477089,6140390000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;24;0205210618
443012,1217136490;4476968,3538498500;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;25;0205210655
443063,8501087110;4476993,9464424400;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;12;0205210657
442997,6556642660;4476922,5760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CLARA DEL REY, CALLE, DE; CALLE DE CLARA DEL REY;19;0205210609
442911,3151292870;4477002,5184589000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CONSTANCIA, CALLE, DE LA; CALLE DE LA CONSTANCIA;18;0205210674
443039,5688490000;4477138,9288540000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CONSTANCIA, CALLE, DE LA; CALLE DE LA CONSTANCIA;34;0205210673
443521,6556642660;4477693,4094054000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;78;0205210720
443486,2363910000;4477688,1022690000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;67;0205210631
443461,2389975990;4477564,7427387400;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;55;0205210728
443492,2919470000;4477558,4911580000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;72;0205210628
443562,8475020000;4477507,8244920000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;66;0205210712
443452,3472520000;4477372,5525790000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;48 B;0205211124
443440,8377630320;4477471,2427387400;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;45;0205210713
443386,1278864880;4477218,4094054000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;31;0205210692
443357,9583630000;4477139,4414680000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;25;0205210680
443236,1799600000;4477031,7807060000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;15;0205210678
443275,9889975990;4476987,5760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;32;0205210612
443347,0503310000;4477097,5214470000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;38;0205210617
443129,2355160000;4476943,6695950000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;7 B;0205210675
443173,1340593280;4476954,3785412100;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;S/N;0205210607
443107,9056642660;4476840,0760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;8;0205210610
443041,8501087110;4476851,9649609600;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;CORAZON DE MARIA, CALLE, DEL; CALLE DEL CORAZON DE MARIA;S/N;0205210608
443618,6110810000;4477837,4754000000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;DIAZ ZORITA, CALLE, DE; CALLE DE DIAZ ZORITA;6;0205210711
443751,7549090000;4477674,2504180000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;DOÑA CARLOTA, PASAJE, DE; PASAJE DE DOÑA CARLOTA;11;0205210707
443672,3475020000;4477627,2874550000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;DOÑA CARLOTA, PASAJE, DE; PASAJE DE DOÑA CARLOTA;2;0205210705
443714,6067610000;4477567,5096770000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;FRANCISCO VIVANCOS, CALLE, DE; CALLE DE FRANCISCO VIVANCOS;2;0205210706
442731,8501087110;4477165,3538498500;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;GENERAL ZABALA, CALLE, DEL; CALLE DEL GENERAL ZABALA;8;0205210650
443449,3223309330;4477763,9927387400;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;GUSTAVO FERNANDEZ BALBUENA, CALLE, DE; CALLE DE GUSTAVO FERNANDEZ BALBUENA;1;0205210724
442557,5688490000;4476819,0029280000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;HORCAJUELO, CALLE, DE; CALLE DE HORCAJUELO;7;0205210647
442620,6469980000;4476725,2780360000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;HORCAJUELO, CALLE, DE; CALLE DE HORCAJUELO;1;0205210648
442966,2945531550;4477078,6871831800;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;JUAN BAUTISTA DE TOLEDO, CALLE, DE; CALLE DE JUAN BAUTISTA DE TOLEDO;28;0205210672
442937,8466270000;4477121,4473730000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;JUAN BAUTISTA DE TOLEDO, CALLE, DE; CALLE DE JUAN BAUTISTA DE TOLEDO;21;0205210671
443032,6155408090;4477026,7982942900;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;JUAN BAUTISTA DE TOLEDO, CALLE, DE; CALLE DE JUAN BAUTISTA DE TOLEDO;36;0205210656
443561,2407110000;4477894,2161410000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;214;0205210632
443388,7389975990;4477743,4094054000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;196;0205210630
443273,6846600000;4477649,0056430000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;182;0205210633
443185,4068830000;4477561,5611990000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;168;0205210634
443062,3142900000;4477455,5611990000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;154;0205210635
442802,3501087110;4477243,0760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;110;0205210636
442923,9056642660;4477344,5205165200;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LOPEZ DE HOYOS, CALLE, DE; CALLE DE LOPEZ DE HOYOS;132;0205210637
442933,7019605620;4477278,2797757800;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS CABRERA, CALLE, DE; CALLE DE LUIS CABRERA;57;0205210665
442846,2698617970;4477199,2921214500;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS CABRERA, CALLE, DE; CALLE DE LUIS CABRERA;45 B;0205210664
442781,2389975990;4477136,3538498500;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS CABRERA, CALLE, DE; CALLE DE LUIS CABRERA;31;0205210663
442622,3188490000;4476998,2807060000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS CABRERA, CALLE, DE; CALLE DE LUIS CABRERA;24;0205210638
442541,5908494510;4476936,3908868900;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS CABRERA, CALLE, DE; CALLE DE LUIS CABRERA;4;0205210639
443565,3475020000;4477621,0467140000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS DE SALAZAR, CALLE, DE; CALLE DE LUIS DE SALAZAR;12;0205210704
443446,4586130000;4477625,7689360000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;LUIS DE SALAZAR, CALLE, DE; CALLE DE LUIS DE SALAZAR;8;0205210717
443717,1808350000;4477738,0467140000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;MARTIN MACHIO, CALLE, DE; CALLE DE MARTIN MACHIO;1;0205210708
443763,9400950000;4477625,1022690000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;MARTIN MACHIO, CALLE, DE; CALLE DE MARTIN MACHIO;20;0205210701
443824,1252800000;4477535,1022690000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;MARTIN MACHIO, CALLE, DE; CALLE DE MARTIN MACHIO;33;0205210700
442788,2575161180;4476770,0945905900;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;MATAELPINO, CALLE, DE; CALLE DE MATAELPINO;2 B;0205210605
443157,0723309330;4477216,5760720700;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;MAURO, CALLE, DE; CALLE DE MAURO;9;0205210691
443690,4612198220;4477968,3538498500;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;22;0205210709
443657,4073780000;4477915,4383630000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;S/N;0205210723
443673,0723309330;4477787,9094054000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;23;0205210626
443616,7363910000;4477463,7689360000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;9;0205210696
443580,7872920000;4477290,8217870000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;3;0205210694
443615,4030580000;4477368,2689360000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;5;0205210695
443651,2363910000;4477538,4356030000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;8;0205210697
443719,6252800000;4477448,2133810000;2017-01-01;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE CLARET, CALLE, DEL; CALLE DEL PADRE CLARET;S/N;0205210662
442704,8130716740;4476728,2427387400;2017-02-06;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE INDALECIO HERNANDEZ, CALLE, DEL; CALLE DEL PADRE INDALECIO HERNANDEZ;1;0205211125
