﻿gis_x;gis_y;fecha_alta;distrito;barrio;calle;calle_buena;num_finca;matricula
439608,1907882330;4473550,0278627100;2014-05-28;01  CENTRO;01-01 PALACIO;AGUAS, CALLE, DE LAS; CALLE DE LAS AGUAS;1;0301110056
439757,5709535220;4473794,5182208300;2014-05-27;01  CENTRO;01-01 PALACIO;ALMENDRO, CALLE, DEL; CALLE DEL ALMENDRO;14;0301110042
439724,4730690000;4474317,3719490000;2014-05-26;01  CENTRO;01-01 PALACIO;AMNISTIA, CALLE, DE LA; CALLE DE LA AMNISTIA;6;0301110014
439923,6811090000;4474528,8892540000;2014-05-26;01  CENTRO;01-01 PALACIO;ANGELES, COSTANILLA, DE LOS; COSTANILLA DE LOS ANGELES;11;0301110012
439735,2317480000;4474489,9585980000;2014-05-26;01  CENTRO;01-01 PALACIO;ARRIETA, CALLE, DE; CALLE DE ARRIETA;8;0301110010
439232,9841766630;4473818,0719398400;2014-05-27;01  CENTRO;01-01 PALACIO;BEATRIZ GALINDO, CALLE, DE; CALLE DE BEATRIZ GALINDO;S/N;0301110032
439549,6164080680;4473438,8364026500;2014-05-28;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE; CALLE DE CALATRAVA;29;0301110063
439622,7569039360;4473423,0306175300;2014-05-28;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE; CALLE DE CALATRAVA;17;0301110064
439479,2651683980;4473481,5016919100;2014-05-28;01  CENTRO;01-01 PALACIO;CALATRAVA, CALLE, DE; CALLE DE CALATRAVA;37;0301110046
439834,9469865800;4474517,9686340600;2014-05-26;01  CENTRO;01-01 PALACIO;CAMPOMANES, CALLE, DE; CALLE DE CAMPOMANES;8;0301110011
439885,3223309330;4473783,4094054000;2014-05-27;01  CENTRO;01-01 PALACIO;CAVA ALTA, CALLE, DE LA; CALLE DE LA CAVA ALTA;6;0301110041
439775,1329369930;4473743,0719398400;2014-05-27;01  CENTRO;01-01 PALACIO;CAVA BAJA, CALLE, DE LA; CALLE DE LA CAVA BAJA;34;0301110045
439778,7486394730;4473597,8240059600;2014-05-28;01  CENTRO;01-01 PALACIO;CEBADA, CALLE, DE LA; CALLE DE LA CEBADA;1;0301110058
439819,5452090000;4473647,6337040000;2014-05-27;01  CENTRO;01-01 PALACIO;CEBADA, PLAZA, DE LA; PLAZA DE LA CEBADA;5;0301110048
439351,2693006300;4473878,4025183500;2014-05-27;01  CENTRO;01-01 PALACIO;CIEGOS, CUESTA, DE LOS; CUESTA DE LOS CIEGOS;S/N;0301110031
439153,1012452810;4474042,2378287500;2014-05-28;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA; PASEO DE LA CIUDAD DE PLASENCIA;S/N;0301120022
438968,1585284230;4474047,6933661300;2014-07-01;01  CENTRO;01-01 PALACIO;CIUDAD DE PLASENCIA, PASEO, DE LA; PASEO DE LA CIUDAD DE PLASENCIA;S/N;0301120021
439765,7321105470;4473972,8240059600;2014-05-26;01  CENTRO;01-01 PALACIO;CORDON, PLAZA, DEL; PLAZA DEL CORDON;3;0301110030
439308,7417524200;4473344,2427387400;2014-05-28;01  CENTRO;01-01 PALACIO;DESCARGAS, CUESTA, DE LAS; CUESTA DE LAS DESCARGAS;10;0301110069
439715,6288047620;4474900,3033448000;2014-05-26;01  CENTRO;01-01 PALACIO;DOCTOR CARRACIDO, CALLE, DEL; CALLE DEL DOCTOR CARRACIDO;2;0301110002
439363,0409850000;4473727,7498540000;2014-05-27;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE; CALLE DE DON PEDRO;20;0301110035
439510,6701270760;4473694,6215266200;2014-05-27;01  CENTRO;01-01 PALACIO;DON PEDRO, CALLE, DE; CALLE DE DON PEDRO;12;0301110044
439631,1246725310;4474662,9066505800;2014-05-26;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA; CALLE DE LA ENCARNACION;10;0301110007
439693,3179710000;4474587,8144370000;2014-05-26;01  CENTRO;01-01 PALACIO;ENCARNACION, CALLE, DE LA; CALLE DE LA ENCARNACION;2;0301110009
439814,3891353410;4474304,9521051300;2014-05-26;01  CENTRO;01-01 PALACIO;ESCALINATA, CALLE, DE LA; CALLE DE LA ESCALINATA;11;0301110013
439545,7940940180;4474176,5430142200;2014-05-26;01  CENTRO;01-01 PALACIO;FACTOR, CALLE, DEL; CALLE DEL FACTOR;10;0301110017
439718,1791390000;4474760,2235020000;2014-05-26;01  CENTRO;01-01 PALACIO;FOMENTO, CALLE, DE; CALLE DE FOMENTO;16;0301110004
439902,7155816220;4473831,2950803400;2014-05-27;01  CENTRO;01-01 PALACIO;GRAFAL, CALLE, DE; CALLE DE GRAFAL;7;0301110040
439485,6702090000;4473409,5087040000;2014-05-28;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA; AVENIDA DE LA GRAN VIA DE SAN FRANCISCO;08;0301110065
439435,9210834510;4473319,8626054700;2014-05-28;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA; AVENIDA DE LA GRAN VIA DE SAN FRANCISCO;S/N;0301110070
439545,6374944230;4473293,6732361800;2014-05-28;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA; AVENIDA DE LA GRAN VIA DE SAN FRANCISCO;6;0301110072
439524,4070589660;4473280,6560348800;2014-05-28;01  CENTRO;01-01 PALACIO;GRAN VIA DE SAN FRANCISCO, AVENIDA, DE LA; AVENIDA DE LA GRAN VIA DE SAN FRANCISCO;7;0301110073
439513,7693006300;4473853,9190472800;2014-05-27;01  CENTRO;01-01 PALACIO;GRANADO, CALLE, DEL; CALLE DEL GRANADO;2;0301110039
439718,1449150000;4473601,4641750000;2014-05-28;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL; CALLE DEL HUMILLADERO;10;0301110057
439724,2952090000;4473505,3837040000;2014-05-28;01  CENTRO;01-01 PALACIO;HUMILLADERO, CALLE, DEL; CALLE DEL HUMILLADERO;13;0301110059
439703,2389975990;4473689,4094054000;2014-05-27;01  CENTRO;01-01 PALACIO;HUMILLADERO, PLAZA, DEL; PLAZA DEL HUMILLADERO;5;0301110036
439833,8088040000;4474770,9404620000;2014-05-26;01  CENTRO;01-01 PALACIO;ISABEL LA CATOLICA, CALLE, DE; CALLE DE ISABEL LA CATOLICA;11;0301110005
439629,3438770000;4474143,3902660000;2014-05-26;01  CENTRO;01-01 PALACIO;JUAN DE HERRERA, CALLE, DE; CALLE DE JUAN DE HERRERA;5;0301110018
439670,2133160000;4474954,7315650000;2014-05-26;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE; CALLE DE LEGANITOS;47;0301110001
439733,9139287290;4474857,1215266200;2014-05-26;01  CENTRO;01-01 PALACIO;LEGANITOS, CALLE, DE; CALLE DE LEGANITOS;22;0301110003
439526,1659948450;4473771,4810307500;2014-05-27;01  CENTRO;01-01 PALACIO;MANCEBOS, CALLE, DE LOS; CALLE DE LOS MANCEBOS;11;0301110043
439388,5626890600;4474069,8281381900;2014-05-26;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;;85;0301110024
439327,6307972990;4474007,4675988800;2016-08-30;01  CENTRO;01-01 PALACIO;MAYOR, CALLE;;S/N;0301110023
439370,8629645420;4473809,8074770300;2014-05-27;01  CENTRO;01-01 PALACIO;MORERIA, CALLE, DE LA; CALLE DE LA MORERIA;14;0301110033
439596,3217400000;4474269,2357610000;2014-05-26;01  CENTRO;01-01 PALACIO;NOBLEJAS, CALLE, DE; CALLE DE NOBLEJAS;2;0301110016
439435,3602097210;4473472,6173943900;2014-05-28;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL; CALLE DEL ROSARIO;5;0301110061
439340,4616510000;4473439,0550110000;2014-05-28;01  CENTRO;01-01 PALACIO;ROSARIO, CALLE, DEL; CALLE DEL ROSARIO;21;0301110062
439624,0998791420;4473850,3033448000;2014-05-27;01  CENTRO;01-01 PALACIO;SAN ANDRES, COSTANILLA, DE; COSTANILLA DE SAN ANDRES;8;0301110038
439412,6329369930;4473402,5760720700;2014-05-28;01  CENTRO;01-01 PALACIO;SAN BERNABE, CALLE, DE; CALLE DE SAN BERNABE;12;0301110066
439365,0089700510;4473646,0678076100;2014-05-27;01  CENTRO;01-01 PALACIO;SAN BUENAVENTURA, CALLE, DE; CALLE DE SAN BUENAVENTURA;4;0301110051
439599,9618760000;4473649,5503710000;2014-05-27;01  CENTRO;01-01 PALACIO;SAN FRANCISCO, CARRERA, DE; CARRERA DE SAN FRANCISCO;2;0301110050
439500,6702090000;4473595,5087040000;2014-05-27;01  CENTRO;01-01 PALACIO;SAN ISIDRO LABRADOR, CALLE, DE; CALLE DE SAN ISIDRO LABRADOR;11;0301110055
439703,7787670000;4473820,4406230000;2014-05-27;01  CENTRO;01-01 PALACIO;SAN PEDRO, COSTANILLA, DE; COSTANILLA DE SAN PEDRO;10;0301110034
439271,2073171590;4473951,1297910800;2014-05-26;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE; CALLE DE SEGOVIA;35;0301110025
439316,9016010000;4473935,3773140000;2014-05-26;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE; CALLE DE SEGOVIA;29;0301110026
439415,3436490000;4473949,1348630000;2014-05-26;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE; CALLE DE SEGOVIA;23;0301110027
439536,2899617870;4473948,1339233100;2014-05-26;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE; CALLE DE SEGOVIA;24;0301110029
439659,9469865800;4473910,7372291000;2014-05-27;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE; CALLE DE SEGOVIA;14;0301110037
439073,2806642660;4473645,5760720700;2014-05-27;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE; RONDA DE SEGOVIA;23;0301110052
439157,6742593070;4473451,2330968700;2014-05-27;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE; RONDA DE SEGOVIA;45;0301110053
439117,4883088940;4473755,9851629800;2014-05-28;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE; RONDA DE SEGOVIA;11;0301110060
439216,8684741830;4473360,7027938300;2014-05-28;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE; RONDA DE SEGOVIA;55;0301110068
439356,2811550000;4473286,1154680000;2014-05-28;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE; RONDA DE SEGOVIA;69;0301110071
439479,5723309330;4473224,2427387400;2014-05-28;01  CENTRO;01-01 PALACIO;SEGOVIA, RONDA, DE; RONDA DE SEGOVIA;85;0301110075
439922,1556642660;4474676,3260720700;2014-04-26;01  CENTRO;01-01 PALACIO;SILVA, CALLE, DE; CALLE DE SILVA;2;0301110008
439941,0723309330;4473756,4094054000;2014-05-27;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE; CALLE DE TOLEDO;43;0301110047
439650,3949715650;4473258,8057326900;2014-05-29;01  CENTRO;01-01 PALACIO;TOLEDO, CALLE, DE; CALLE DE TOLEDO;104;0301110074
439814,9056642660;4474700,9231795100;2014-05-26;01  CENTRO;01-01 PALACIO;TORIJA, CALLE, DE; CALLE DE TORIJA;2;0301110006
439253,0677160000;4474038,7374520000;2014-07-01;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA; CUESTA DE LA VEGA;3;0301120019
439315,4988990000;4474040,4991780000;2014-07-01;01  CENTRO;01-01 PALACIO;VEGA, CUESTA, DE LA; CUESTA DE LA VEGA;1;0301120020
439685,0561090000;4474340,0559210000;2014-05-26;01  CENTRO;01-01 PALACIO;VERGARA, CALLE, DE; CALLE DE VERGARA;9;0301110015
439540,6985080000;4473987,0359070000;2014-05-26;01  CENTRO;01-01 PALACIO;VILLA, CALLE, DE LA; CALLE DE LA VILLA;2;0301110028
439594,5452090000;4473328,8837040000;2014-05-28;01  CENTRO;01-01 PALACIO;VIRGEN DE LA PALOMA, PLAZA, DE LA; PLAZA DE LA VIRGEN DE LA PALOMA;5;0301110067
439927,1851630000;4473440,6122180000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;AMAZONAS, CALLE, DE LAS; CALLE DE LAS AMAZONAS;1;0301210024
440529,0347270000;4473187,9190360000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE; CALLE DE AMPARO;87;0301210057
440569,4511188120;4473100,7165679400;2014-05-30;01  CENTRO;01-02 EMBAJADORES;AMPARO, CALLE, DE; CALLE DE AMPARO;103;0301210064
439770,6462550000;4473304,0500810000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA; CALLE DE LA ARGANZUELA;FRENTE 12;0301210036
439829,4080671500;4473148,5712663000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;ARGANZUELA, CALLE, DE LA; CALLE DE LA ARGANZUELA;35;0301210053
440718,9889975990;4473280,9927387400;2014-05-28;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE; CALLE DE ARGUMOSA;16;0301210015
440630,2212810000;4473311,6805300000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE; CALLE DE ARGUMOSA;7;0301210042
440793,2646951030;4473275,6237292600;2014-05-29;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE; CALLE DE ARGUMOSA;27;0301210052
440952,8562049150;4473193,3249707500;2014-05-30;01  CENTRO;01-02 EMBAJADORES;ARGUMOSA, CALLE, DE; CALLE DE ARGUMOSA;32;0301210060
440424,6556642660;4473907,4510720700;2014-05-28;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE; CALLE DE ATOCHA;35;0301210006
441085,1556642660;4473489,9927387400;2014-05-29;01  CENTRO;01-02 EMBAJADORES;ATOCHA, CALLE, DE; CALLE DE ATOCHA;119;0301210033
440854,7937800000;4473129,5172630000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;ATOCHA, RONDA, DE; RONDA DE ATOCHA;16;0301210061
440520,8871110000;4473546,9684990000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;AVE MARIA, CALLE, DEL; CALLE DEL AVE MARIA;32;0301210019
439908,0508910000;4473148,5247830000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;CAMPILLO DEL MUNDO NUEVO, PLAZA, DEL; PLAZA DEL CAMPILLO DEL MUNDO NUEVO;2;0301210066
440469,3478130260;4473832,3281381900;2014-05-28;01  CENTRO;01-02 EMBAJADORES;CAÑIZARES, CALLE, DE LOS; CALLE DE LOS CAÑIZARES;3;0301210007
439710,8658164490;4473220,9581305400;2014-05-29;01  CENTRO;01-02 EMBAJADORES;CAPITAN SALAZAR MARTINEZ, CALLE, DEL; CALLE DEL CAPITAN SALAZAR MARTINEZ;5;0301210047
439893,2192020000;4473279,2389430000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;CARLOS ARNICHES, CALLE, DE; CALLE DE CARLOS ARNICHES;17;0301210037
439996,8483450000;4473663,9107080000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE; PLAZA DE CASCORRO;1;0301210013
440002,2865080000;4473502,2434570000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;CASCORRO, PLAZA, DE; PLAZA DE CASCORRO;12;0301210022
440180,5294127640;4473154,3782346700;2014-05-30;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL; CALLE DEL CASINO;12;0301210056
440007,1415150000;4473050,5316820000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;CASINO, CALLE, DEL; CALLE DEL CASINO;7;0301210067
440052,8302660000;4473848,7498380000;2014-05-27;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA; CALLE DE LA COLEGIATA;10;0301210002
440115,0089700510;4473821,9975596800;2014-05-27;01  CENTRO;01-02 EMBAJADORES;COLEGIATA, CALLE, DE LA; CALLE DE LA COLEGIATA;6;0301210003
440216,1453336880;4473941,1091299200;2014-05-27;01  CENTRO;01-02 EMBAJADORES;CONCEPCION JERONIMA, CALLE, DE LA; CALLE DE LA CONCEPCION JERONIMA;4;0301210001
440204,4056642660;4473863,7010720700;2014-05-28;01  CENTRO;01-02 EMBAJADORES;CONDE DE ROMANONES, CALLE, DEL; CALLE DEL CONDE DE ROMANONES;7;0301210004
440286,5306642660;4473869,7010720700;2014-05-28;01  CENTRO;01-02 EMBAJADORES;DOCTOR CORTEZO, CALLE, DEL; CALLE DEL DOCTOR CORTEZO;7;0301210005
440966,6727848110;4473341,5027841300;2014-05-29;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL; CALLE DEL DOCTOR FOURQUET;3;0301210041
440779,7925400000;4473203,8592470000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;DOCTOR FOURQUET, CALLE, DEL; CALLE DEL DOCTOR FOURQUET;FRENTE 20;0301210059
440702,7560847710;4473362,3277741100;2014-05-29;01  CENTRO;01-02 EMBAJADORES;DOCTOR PIGA, CALLE, DEL; CALLE DEL DOCTOR PIGA;3;0301210040
440061,5998791420;4473688,8364026500;2014-05-28;01  CENTRO;01-02 EMBAJADORES;DUQUE DE ALBA, CALLE, DEL; CALLE DEL DUQUE DE ALBA;10;0301210012
440032,1513591000;4473554,9589315000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE; CALLE DE EMBAJADORES;4;0301210021
440206,2602898170;4473325,3834409100;2014-05-29;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE; CALLE DE EMBAJADORES;48;0301210038
440339,4924411260;4473068,4851629800;2014-05-30;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE; CALLE DE EMBAJADORES;53;0301210065
440357,5709535220;4473003,4025183500;2014-05-30;01  CENTRO;01-02 EMBAJADORES;EMBAJADORES, CALLE, DE; CALLE DE EMBAJADORES;S/N;0301210070
439986,2899617870;4473704,0223530600;2014-05-28;01  CENTRO;01-02 EMBAJADORES;ESTUDIOS, CALLE, DE LOS; CALLE DE LOS ESTUDIOS;10;0301210011
439888,2589395860;4473426,8891814100;2014-05-28;01  CENTRO;01-02 EMBAJADORES;GENERAL VARA DE REY, PLAZA, DEL; PLAZA DEL GENERAL VARA DE REY;9;0301210023
440978,5870819670;4473279,7286551700;2014-05-29;01  CENTRO;01-02 EMBAJADORES;HOSPITAL, CALLE, DEL; CALLE DEL HOSPITAL;10;0301210044
440389,9158600000;4473534,7436200000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;LAVAPIES, CALLE, DE; CALLE DE LAVAPIES;32;0301210020
440390,3393940000;4473765,5397270000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA; CALLE DE LA MAGDALENA;8;0301210008
440551,1556642660;4473771,4510720700;2014-05-28;01  CENTRO;01-02 EMBAJADORES;MAGDALENA, CALLE, DE LA; CALLE DE LA MAGDALENA;25;0301210009
440770,5419920000;4473098,3402750000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;MALLORCA, CALLE, DE; CALLE DE MALLORCA;13;0301210062
440946,9349840000;4473534,0072780000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;MARQUES DE TOCA, CALLE, DEL; CALLE DEL MARQUES DE TOCA;1;0301210029
440519,0002330000;4473010,0158270000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;MESON DE PAREDES, CALLE, DEL; CALLE DEL MESON DE PAREDES;85;0301210072
440463,7059930000;4473077,1215030000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;MIGUEL SERVET, CALLE, DE; CALLE DE MIGUEL SERVET;19;0301210071
439860,7817060000;4473262,1377830000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;MIRA EL RIO BAJA, CALLE, DE; CALLE DE MIRA EL RIO BAJA;9;0301210045
440083,6876450000;4473195,6714380000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;MIRA EL SOL, CALLE, DE; CALLE DE MIRA EL SOL;15;0301210049
440463,0805953960;4473661,0471464500;2014-05-28;01  CENTRO;01-02 EMBAJADORES;OLIVAR, CALLE, DEL; CALLE DEL OLIVAR;12;0301210014
440655,8677150000;4473668,7069950000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;OLMO, CALLE, DEL; CALLE DEL OLMO;30;0301210016
440575,4563950000;4473490,1091000000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;PRIMAVERA, CALLE, DE LA; CALLE DE LA PRIMAVERA;3;0301210027
439658,2026206140;4473176,3045462400;2014-05-29;01  CENTRO;01-02 EMBAJADORES;PUERTA DE TOLEDO, GLORIETA, DE LA; GLORIETA DE LA PUERTA DE TOLEDO;1;0301210046
439975,8364290000;4473389,5450840000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA; CALLE DE LA RIBERA DE CURTIDORES;6;0301210025
439977,2855200930;4473216,0522434800;2014-05-29;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA; CALLE DE LA RIBERA DE CURTIDORES;20;0301210048
440000,6490740000;4473116,8437470000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;RIBERA DE CURTIDORES, CALLE, DE LA; CALLE DE LA RIBERA DE CURTIDORES;39;0301210055
440756,0200014710;4473470,3574096800;2014-05-29;01  CENTRO;01-02 EMBAJADORES;SALITRE, CALLE, DEL; CALLE DEL SALITRE;16;0301210030
440464,9707423600;4473548,1507617000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;SAN CARLOS, CALLE, DE; CALLE DE SAN CARLOS;9;0301210026
440823,0003779230;4473616,9333007500;2014-05-28;01  CENTRO;01-02 EMBAJADORES;SAN ILDEFONSO, CALLE, DE; CALLE DE SAN ILDEFONSO;1;0301210028
440732,0912870130;4473617,0334208900;2014-05-28;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE; CALLE DE SANTA ISABEL;26;0301210017
440840,2210427200;4473502,2957356700;2014-05-29;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE; CALLE DE SANTA ISABEL;31;0301210032
440959,0599970000;4473436,1709660000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;SANTA ISABEL, CALLE, DE; CALLE DE SANTA ISABEL;FRENTE 48 B;0301210034
440666,7903580000;4473234,7178020000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;SOMBRERERIA, CALLE, DE LA; CALLE DE LA SOMBRERERIA;14 A;0301210051
440158,2389975990;4473779,5760720700;2014-05-30;01  CENTRO;01-02 EMBAJADORES;TIRSO DE MOLINA, PLAZA, DE; PLAZA DE TIRSO DE MOLINA;14;0301210054
439939,0723309330;4473722,4927387400;2014-05-28;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE; CALLE DE TOLEDO;49;0301210010
439672,3970810000;4473278,0324660000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;TOLEDO, CALLE, DE; CALLE DE TOLEDO;115;0301210035
440207,9841766630;4473001,7496257900;2014-05-30;01  CENTRO;01-02 EMBAJADORES;TOLEDO, RONDA, DE; RONDA DE TOLEDO;S/N;0301210069
440656,0070880000;4473585,9892250000;2014-05-28;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA; CALLE DE LA TORRECILLA DEL LEAL;13;0301210018
440695,5187390000;4473479,6984340000;2014-05-29;01  CENTRO;01-02 EMBAJADORES;TORRECILLA DEL LEAL, CALLE, DE LA; CALLE DE LA TORRECILLA DEL LEAL;32;0301210031
440572,1994167690;4473244,4863644200;2014-05-29;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE; CALLE DE VALENCIA;5;0301210043
440611,4720620000;4473157,9725480000;2014-05-30;01  CENTRO;01-02 EMBAJADORES;VALENCIA, CALLE, DE; CALLE DE VALENCIA;15;0301210058
440633,0874824480;4473052,7826836400;2014-05-30;01  CENTRO;01-02 EMBAJADORES;VALENCIA, RONDA, DE; RONDA DE VALENCIA;2;0301210063
440608,6431492480;4473376,7450748700;2014-05-29;01  CENTRO;01-02 EMBAJADORES;ZURITA, CALLE, DE; CALLE DE ZURITA;41;0301210039
441134,7902500000;4473596,6064190000;2014-05-29;01  CENTRO;01-03 CORTES;ALMADEN, CALLE, DE; CALLE DE ALMADEN;FRENTE 21;0301310025
440728,1087685380;4473757,1130845400;2014-05-29;01  CENTRO;01-03 CORTES;AMOR DE DIOS, CALLE, DEL; CALLE DEL AMOR DE DIOS;14;0301310019
440697,4056642660;4474273,5760720700;2021-04-01;01  CENTRO;01-03 CORTES;ARLABAN, CALLE, DE; CALLE DE ARLABAN;12;0301310004
440924,0493363280;4473607,2059473700;2014-05-29;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE; CALLE DE ATOCHA;95;0301310024
441079,7935655660;4473517,9249709800;2014-05-29;01  CENTRO;01-03 CORTES;ATOCHA, CALLE, DE; CALLE DE ATOCHA;117;0301310026
440644,6204638550;4474523,4907688900;2016-03-28;01  CENTRO;01-03 CORTES;CABALLERO DE GRACIA, CALLE, DEL; CALLE DEL CABALLERO DE GRACIA;26;0301310028
441097,4358600000;4474139,8997220000;2014-05-29;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE; PLAZA DE CANOVAS DEL CASTILLO;5;0301310007
441122,9341250000;4474028,3851570000;2014-05-29;01  CENTRO;01-03 CORTES;CANOVAS DEL CASTILLO, PLAZA, DE; PLAZA DE CANOVAS DEL CASTILLO;3;0301310012
441176,7809534840;4473526,8241053900;2014-05-29;01  CENTRO;01-03 CORTES;CENICERO, CALLE, DE; CALLE DE CENICERO;11;0301310027
440867,1376886760;4473982,2391126700;2014-05-29;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE; CALLE DE CERVANTES;15;0301310010
440980,4343270000;4473988,6853260000;2014-05-29;01  CENTRO;01-03 CORTES;CERVANTES, CALLE, DE; CALLE DE CERVANTES;25;0301310011
440411,2806642660;4474060,7010720700;2014-05-29;01  CENTRO;01-03 CORTES;ESPOZ Y MINA, CALLE, DE; CALLE DE ESPOZ Y MINA;28;0301310009
440981,3162050000;4473906,5378350000;2014-05-29;01  CENTRO;01-03 CORTES;JESUS, CALLE, DE; CALLE DE JESUS;3;0301310015
440861,6985801590;4473911,2653795800;2014-05-29;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE; CALLE DE LOPE DE VEGA;23;0301310014
441111,8396265300;4473938,3661664100;2014-05-29;01  CENTRO;01-03 CORTES;LOPE DE VEGA, CALLE, DE; CALLE DE LOPE DE VEGA;51;0301310016
440953,9415342620;4474350,5546689800;2014-05-28;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE; CALLE DE LOS MADRAZO;28;0301310002
440890,3082110000;4474339,9347330000;2014-05-28;01  CENTRO;01-03 CORTES;LOS MADRAZO, CALLE, DE; CALLE DE LOS MADRAZO;FRENTE 17;0301310003
440983,1556642660;4474408,9510720700;2014-05-28;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL; CALLE DEL MARQUES DE CUBAS;2;0301310001
440995,2944210370;4474253,5801677200;2014-05-28;01  CENTRO;01-03 CORTES;MARQUES DE CUBAS, CALLE, DEL; CALLE DEL MARQUES DE CUBAS;19;0301310005
440787,1800700000;4474070,2636370000;2014-05-29;01  CENTRO;01-03 CORTES;PRADO, CALLE, DEL; CALLE DEL PRADO;25;0301310008
