id_local,desc_distrito_local,desc_barrio_local,direccion,id_direccion,Cod_Postal,coordenada_x_local,id_coordenadas,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_es,mesas_ra
280067128,SAN-BLAS-CANILLEJAS,ROSAS,177 CALLE SOFIA,177_CALLE_SOFIA,28022,"448900,55","448900,55-4474755,41","4474755,41",Abierto,SR,Estacional,Abierta,"7,2",,Acera,8:00:00,1:30:00,,,8:00:00,1:30:00,,,5,
270403150,SALAMANCA,GUINDALERA,2 AVENIDA AMERICA,2_AVENIDA_AMERICA,28028,"442586,58","442586,58-4476524,51","4476524,51",Abierto,HONTANARES,Anual,Abierta,"21,06","21,06",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,9,9
270078567,SALAMANCA,GUINDALERA,25 CALLE ALONSO HEREDIA,25_CALLE_ALONSO_HEREDIA,28028,"442986,58","442986,58-4476379,5","4476379,5",Abierto,BAR MARISQUERIA LUIS,Anual,Abierta,"11,16","11,16",Calle peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,4,0
40002021,SALAMANCA,GUINDALERA,10 CALLE AGUSTIN DURAN,10_CALLE_AGUSTIN_DURAN,28028,"442972,58","442972,58-4476350,5","4476350,5",Abierto,SAGAR,Estacional,Abierta,"7,2",,Calle peatonal,10:00:00,0:00:00,,,10:00:00,0:00:00,,,5,
40002808,SALAMANCA,RECOLETOS,14 CALLE AYALA,14_CALLE_AYALA,28001,"441656,59","441656,59-4475470,52","4475470,52",Abierto,WAGABOO,Anual,Abierta,"25,48","25,48",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270495851,SALAMANCA,RECOLETOS,59 CALLE ALCALA,59_CALLE_ALCALA,28014,"441350,59","441350,59-4474585,52","4474585,52",Abierto,THE JAMES JOYCE IRISH PUB,Anual,Abierta,"21,04","21,04",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
40001459,SALAMANCA,GUINDALERA,32 AVENIDA AMERICA,32_AVENIDA_AMERICA,28028,"442926,58","442926,58-4476681,5","4476681,5",Abierto,HOTEL ABBA MADRID,Estacional,Abierta,"19,44",,Acera,10:00:00,1:00:00,,,10:00:00,2:30:00,,,6,
180000457,VILLA-DE-VALLECAS,CASCO-H.VALLECAS,5 PLAZA JUAN DE MALASAÑA,5_PLAZA_JUAN_DE_MALASAÑA,28031,"447240,53","447240,53-4470141,43","4470141,43",Abierto,LA CHOZITA,Anual,Abierta,"84,68","64,99",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,27,21
270076142,SALAMANCA,GUINDALERA,225 CALLE ALCALA,225_CALLE_ALCALA,28028,"443565,58","443565,58-4475688,49","4475688,49",Abierto,EL NUEVO RINCÓN DE JAÉN,Anual,Abierta,"21,66","21,66",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270071068,SALAMANCA,GOYA,127 CALLE ALCALA,127_CALLE_ALCALA,28009,"442347,58","442347,58-4474952,51","4474952,51",Abierto,VIENA CAPELLANES,Anual,Abierta,"12,43","12,43",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,3,3
