id_local,desc_distrito_local,desc_barrio_local,direccion,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,min_ini_LJ_es,hora_fin_LJ_es 1,min_fin_LJ_es,hora_ini_LJ_ra,min_ini_LJ_ra,hora_fin_LJ_ra,min_fin_LJ_ra,hora_ini_VS_es,min_ini_VS_es,hora_fin_VS_es,min_fin_VS_es,hora_ini_VS_ra,min_ini_VS_ra,hora_fin_VS_ra,min_fin_VS_ra,mesas_es,mesas_ra
"270161855,PUENTE-DE-VALLECAS,PALOMERAS-SURESTE,92 CALLE SAN CLAUDIO,28038,""445540,55"",""4471122,46"",Abierto,TABERNA ROBERT,Estacional,Abierta,""18,25"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,3,"
"270483414,RETIRO,IBIZA,27 AVENIDA MENENDEZ PELAYO,28009,""442413,58"",""4474475,51"",Abierto,TU PASTA,Anual,Abierta,""4,18"",""4,18"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,2,2"
"270063056,RETIRO,IBIZA,26 CALLE IBIZA,28009,""442695,58"",""4474380,5"",Abierto,ESPADA DA TOMASO,Anual,Abierta,""60,99"",""42,75"",Bulevar,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,27,17"
"270526975,RETIRO,IBIZA,68 CALLE IBIZA,28009,""443132,58"",""4474349,5"",Abierto,TABERNA EL REFECTORIO DE IBIZA,Anual,Abierta,""47,2"",""47,2"",Bulevar,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,15,15"
"280007643,CENTRO,PALACIO,15 PLAZA CEBADA,28005,""439819,59"",""4473558,53"",Abierto,EL LOFT,Anual,Abierta,""19,44"",""19,44"",Plaza peatonal,10,0,0,30,0,0,23,0,10,0,2,0,0,0,23,0,6,6"
"280007641,CENTRO,PALACIO,3 CALLE CEBADA,28005,""439765,59"",""4473583,53"",Abierto,CBADA,Anual,Abierta,""21,24"",""21,24"",Plaza peatonal,10,0,0,30,10,0,23,0,10,0,2,0,10,0,23,0,6,6"
"285001409,CENTRO,PALACIO,3 CALLE CEBADA,28005,""439773,59"",""4473585,53"",Abierto,LA FLACA CARNE DE VACA,Anual,Abierta,""20,34"",""20,34"",Plaza peatonal,10,0,0,30,10,0,23,0,10,0,2,0,10,0,23,0,6,6"
"280031118,TETUAN,VALDEACEDERAS,1 PLAZA REMONTA,28039,""440809,61"",""4479547,54"",Abierto,ROSCAFFE,Anual,Abierta,""32,5"",""32,5"",Plaza peatonal,10,0,23,0,10,0,23,0,10,0,23,0,10,0,23,0,8,8"
"270492003,CHAMARTIN,HISPANOAMERICA,55 AVENIDA CONCHA ESPINA,28016,""442302,59"",""4478137,52"",Abierto,TECKEL,Anual,Abierta,""71,06"",""71,06"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,23,23"
"50002004,CHAMARTIN,EL-VISO,6 CALLE SANTO DOMINGO DE SILOS,28036,""441700,6"",""4478078,52"",Abierto,POMODORO,Anual,Abierta,""28,96"",""28,96"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270487530,RETIRO,ESTRELLA,8 CALLE SIRIO,28007,""443714,57"",""4473822,49"",Abierto,LA ESTRELLA,Anual,Abierta,""26,4"",""26,4"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,12"
"270356859,LATINA,CAMPAMENTO,1 CALLE CARIÑENA,28024,""434650,63"",""4471951,58"",Abierto,CAFETERIA RINCON DE JAVI,Anual,Abierta,""87,42"",""87,42"",Superficie en parcela privada,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,0"
"280043334,LATINA,LAS-AGUILAS,65 CALLE VALLE INCLAN,28044,""434377,62"",""4470039,57"",Abierto,CERVECERIA DEDIEGO,Estacional,Abierta,""17,34"",,Superficie en parcela privada,10,0,0,0,,,,,10,0,0,30,,,,,6,"
"285002969,CENTRO,JUSTICIA,42 CALLE FUENCARRAL,28004,""440574,59"",""4474939,53"",Abierto,HARINA,Anual,Abierta,""26,64"",""26,64"",Calle peatonal,10,0,0,30,10,0,23,0,10,0,2,0,10,0,23,0,6,6"
"280008491,CENTRO,EMBAJADORES,6 CALLE ESPINO,28012,""440478,59"",""4473136,53"",Abierto,RESTAURANTE GRIEGO HERCULES,Anual,Abierta,""14,04"",""14,04"",Acera,10,0,1,0,10,0,23,0,10,0,2,30,10,0,23,0,6,6"
"30000710,RETIRO,NIÑO-JESUS,70 CALLE DOCTOR ESQUERDO,28007,""443165,57"",""4473879,5"",Abierto,GINOS,Anual,Abierta,""15,2"",""15,2"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,8,8"
"270441221,PUENTE-DE-VALLECAS,PALOMERAS-SURESTE,9 CALLE GERARDO DIEGO,28018,""445459,55"",""4470689,46"",Abierto,CAFETERIA GEMINIS,Estacional,Abierta,28,,Acera,10,0,1,0,,,,,10,0,2,0,,,,,8,"
"40002846,SALAMANCA,LISTA,68 CALLE CONDE DE PEÑALVER,28006,""442748,58"",""4475876,5"",Abierto,MANOLO BAKES,Anual,Abierta,""33,73"",""33,73"",Acera,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,9,0"
"285006201,RETIRO,LOS-JERONIMOS,7 CALLE ANTONIO MAURA,28014,""441389,59"",""4474239,52"",Abierto,MAURA,Anual,Abierta,""68,5"",""68,5"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,21,21"
"280046738,FUENCARRAL-EL-PARDO,PEÑA-GRANDE,277 AVENIDA CARDENAL HERRERA ORIA,28035,""438574,63"",""4481206,57"",Abierto,LA COPICHUELA,Anual,Abierta,""50,04"",""50,04"",Superficie en parcela privada,9,0,1,0,9,0,0,0,9,0,2,30,9,0,0,0,12,12"
"285000147,SALAMANCA,GOYA,34 CALLE PRINCIPE DE VERGARA,28001,""442329,58"",""4475308,51"",Abierto,CASA PACO,Anual,Abierta,""28,66"",""9,29"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,3"
"80000933,FUENCARRAL-EL-PARDO,VALVERDE,9 CALLE ISLA GRACIOSA,28034,""441889,62"",""4482744,54"",Abierto,CAFETERIA VENECIA,Estacional,Abierta,""13,5"",,Acera,9,0,1,0,,,,,9,0,2,30,,,,,5,"
"270435106,FUENCARRAL-EL-PARDO,PEÑA-GRANDE,20 CALLE CADALSO DE LOS VIDRIOS,28035,""438694,63"",""4481398,57"",Abierto,EL VIEJO ALMACEN DE BUENOS AIRES,Anual,Abierta,""37,6"",""37,6"",Superficie en parcela privada,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"270473160,FUENCARRAL-EL-PARDO,EL-PILAR,166 AVENIDA MONFORTE DE LEMOS,28029,""439361,63"",""4481028,56"",Abierto,BAR PAMER,Estacional,Abierta,32,,Superficie en parcela privada,9,0,1,0,,,,,9,0,2,30,,,,,6,"
"270558145,CHAMARTIN,PROSPERIDAD,57 CALLE CORAZON DE MARIA,28002,""443458,59"",""4477598,5"",Abierto,MARIORCA,Anual,Abierta,""27,78"",""27,78"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,9,9"
"270417349,FUENCARRAL-EL-PARDO,EL-PILAR,53 AVENIDA BETANZOS,28029,""439586,63"",""4481038,56"",Abierto,BIRLOQUE,Anual,Abierta,""144,87"",""144,87"",Acera,9,0,1,0,9,0,0,0,9,0,2,30,9,0,0,0,22,22"
"270067158,SALAMANCA,RECOLETOS,6 CALLE SERRANO,28001,""441606,59"",""4474743,52"",Abierto,MALLORCA,Anual,Abierta,26,26,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"280054640,CARABANCHEL,VISTA-ALEGRE,23 CALLE OCA,28025,""437612,6"",""4471260,54"",Abierto,RÓTULO NO INFORMADO,Anual,Abierta,""89,1"",""89,1"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,14,5"
"270086120,CHAMARTIN,EL-VISO,14 AVENIDA CONCHA ESPINA,28036,""441754,6"",""4478118,52"",Abierto,CAFÉ Y TÉ,Anual,Abierta,""65,62"",""65,62"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,20,20"
"285033868,PUENTE-DE-VALLECAS,ENTREVIAS,2 AVENIDA GLORIETAS,28053,""443832,55"",""4469429,48"",Abierto,OASIS NEGRO,Anual,Abierta,""26,53"",""26,53"",Acera,10,0,23,0,10,0,23,0,10,0,23,0,10,0,23,0,8,4"
"270416883,CHAMARTIN,CASTILLA,21 AVENIDA BURGOS,28036,""442683,61"",""4480630,52"",Abierto,FABORIT,Anual,Abierta,""10,45"",""10,45"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"270528044,CHAMARTIN,PROSPERIDAD,39 CALLE CORAZON DE MARIA,28002,""443409,58"",""4477361,5"",Abierto,BABUDES,Anual,Abierta,87,87,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,39,39"
"200001182,SAN-BLAS-CANILLEJAS,ROSAS,58 CALLE SOFIA,28022,""449000,55"",""4475487,41"",Abierto,CAFETERIA CAUCA,Anual,Abierta,""10,88"",""10,88"",Acera,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,8"
"200000878,SAN-BLAS-CANILLEJAS,ARCOS,46 CALLE AQUITANIA,28032,""448036,55"",""4474619,43"",Abierto,EL RINCON DELOS TOREROS CAFE DE AQUITANIA,Anual,Abierta,""41,65"",""41,65"",Acera,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,16,16"
"270394017,CENTRO,SOL,17 CALLE CARMEN,28013,""440239,59"",""4474426,53"",Abierto,CAFE CARMEN,Anual,Abierta,""14,04"",""14,04"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270399062,CENTRO,UNIVERSIDAD,4 PLAZA DOS DE MAYO,28004,""440241,6"",""4475420,53"",Abierto,CAFE DE MAHON,Anual,Abierta,""20,02"",""20,02"",Plaza peatonal,10,0,0,0,10,0,23,0,10,0,1,30,10,0,23,0,8,8"
"280007704,CENTRO,PALACIO,3 PLAZA CARROS,28005,""439621,59"",""4473708,53"",Abierto,RÓTULO NO INFORMADO,Anual,Abierta,""27,36"",""27,36"",Calle peatonal,9,0,23,30,9,0,23,0,9,0,1,0,9,0,23,0,9,9"
"270069483,SALAMANCA,RECOLETOS,37 CALLE GOYA,28001,""442021,58"",""4475187,51"",Abierto,VIENA CAPELLANES,Anual,Abierta,""7,2"",""7,2"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"270555574,LATINA,CUATRO-VIENTOS,1 CALLE CLARINETES,28054,""435143,6"",""4469401,56"",Abierto,CAFETERIA PASTELERIA,Anual,Abierta,8,8,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270027998,SAN-BLAS-CANILLEJAS,CANILLEJAS,32 CALLE LUCANO,28022,""448192,56"",""4476541,43"",Abierto,BAR LUCANO,Estacional,Abierta,""23,12"",,Acera,8,0,1,30,,,,,8,0,1,30,,,,,8,"
"280022717,CHAMARTIN,NUEVA-ESPAÑA,190 PASEO CASTELLANA,28046,""441598,6"",""4479211,53"",Abierto,BAR DE PALMERO,Anual,Abierta,""6,5"",""6,5"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,3"
"285007186,CHAMARTIN,HISPANOAMERICA,9 CALLE PUERTO RICO,28016,""442793,59"",""4478266,51"",Abierto,EL BARUCO DE ANA,Anual,Abierta,""12,35"",""12,35"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,7,7"
"270094850,CHAMARTIN,NUEVA-ESPAÑA,5 CALLE PEDRO MUGURUZA,28036,""441843,6"",""4479328,53"",Abierto,LA BOMBA BISTRO,Anual,Abierta,""50,4"",""50,4"",Otros,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,12"
"280058166,PUENTE-DE-VALLECAS,PALOMERAS-BAJAS,10 CALLE SIERRA DE CADI,28018,""443905,56"",""4471544,48"",Abierto,CERVECERIA CAFETERIA LOS ASTURIANOS,Anual,Abierta,""59,28"",""59,28"",Acera,10,0,1,0,10,0,0,0,10,0,1,0,10,0,0,0,16,16"
"270448968,CENTRO,JUSTICIA,86 CALLE FUENCARRAL,28004,""440502,59"",""4475367,53"",Abierto,PEÑACRUZ,Anual,Abierta,""16,92"",""16,92"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"180001056,VILLA-DE-VALLECAS,ENSANCHE-DE-VALLECAS,46 CALLE ENTREPEÑAS,28051,""448409,52"",""4469155,41"",Abierto,BAR ROTONDA  DE PEÑARANDA,Anual,Abierta,""27,61"",""19,44"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,6"
"80000711,FUENCARRAL-EL-PARDO,MIRASIERRA,17 CALLE PEÑAS DEL ARCIPRESTE,28035,""439079,63"",""4482023,57"",Abierto,CERVECERIA GAMBRINUS MIRASIERRA,Anual,Abierta,""34,8"",""22,7"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,16,9"
"280047633,FUENCARRAL-EL-PARDO,VALVERDE,36 CALLE SAN MODESTO,28034,""441334,62"",""4481926,54"",Abierto,RINCON DE SALVA,Estacional,Abierta,21,18,Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,"
"270542485,FUENCARRAL-EL-PARDO,PEÑA-GRANDE,10 CALLE RISCOS DE POLANCO,28035,""438814,63"",""4481879,57"",Abierto,EL CHORRON BAR-RESTAURANTE,Anual,Abierta,""105,63"",""53,13"",Calle peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,21,9"
"280072387,CIUDAD-LINEAL,QUINTANA,10 CALLE HERMANOS DE PABLO,28027,""445336,57"",""4476305,47"",Abierto,MONCAYO,Estacional,Abierta,""4,32"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,3,"
"270497894,CIUDAD-LINEAL,SAN-JUAN-BAUTISTA,18 CALLE EMILIO VARGAS,28043,""444719,58"",""4477772,48"",Abierto,AIREN,Estacional,Abierta,""46,8"",""41,76"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,14,14"
"110002229,CARABANCHEL,BUENAVISTA,58 AVENIDA CARABANCHEL ALTO,28044,""436050,59"",""4469140,55"",Abierto,CAFETERIA RESTAURANTE DON ANTONIO,Anual,Abierta,""33,37"",""33,37"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,10,10"
"110001428,CARABANCHEL,COMILLAS,23 CALLE ANTONIO LOPEZ,28019,""439490,59"",""4472022,53"",Abierto,BAR MANZANARES,Anual,Abierta,""6,46"",""6,46"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,4,4"
"270538659,CARABANCHEL,BUENAVISTA,10 CALLE MORALES,28054,""435665,59"",""4468151,55"",Abierto,LA TABLA,Anual,Abierta,""83,84"",""83,84"",Acera,10,0,1,0,10,0,0,0,10,0,1,30,10,0,0,0,24,24"
"280011328,CENTRO,SOL,12 COSTANILLA ANGELES,28013,""439963,6"",""4474507,53"",Abierto,CAFETERIA,Anual,Abierta,""4,68"",""4,68"",Calle peatonal,10,0,0,30,10,0,23,0,10,0,2,0,10,0,23,0,2,2"
"100000171,LATINA,LAS-AGUILAS,21 AVENIDA LAS AGUILAS,28044,""434855,62"",""4470615,57"",Abierto,SABOR EXTREMO,Anual,Abierta,50,50,Superficie en parcela privada,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,12"
"270557600,ARGANZUELA,LEGAZPI,10 CALLE ESTRELLA HADAR,28045,""442319,57"",""4471766,51"",Abierto,RESTAURANTE PUERTO MAIOR,Anual,Abierta,""40,37"",""40,37"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,17,17"
"20000694,ARGANZUELA,IMPERIAL,20 PASEO PONTONES,28005,""439102,6"",""4472897,54"",Abierto,CAFETERIA MONTESINOS,Estacional,Abierta,""8,74"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,4,"
"20000722,ARGANZUELA,LEGAZPI,26 CALLE PUERTO SERRANO,28045,""441697,57"",""4470839,51"",Abierto,LAS TAPAS DE BACALAO,Anual,Abierta,""44,44"",""24,5"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,20,8"
"270052715,SAN-BLAS-CANILLEJAS,REJAS,4 CALLE SEIS,28022,""449496,57"",""4477630,41"",Abierto,BAR LA LEONESA,Anual,Abierta,""19,44"",""19,44"",Acera,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,8,8"
"40001766,SALAMANCA,GUINDALERA,30 CALLE FRANCISCO SILVELA,28028,""443014,58"",""4475929,5"",Abierto,MILOS RESTAURANTE GRIEGO,Estacional,Abierta,""19,4"",""26,47"",Acera,8,0,0,0,10,0,0,0,8,0,0,0,10,0,0,0,6,9"
"270141476,LATINA,LUCERO,54 CALLE VILLAMANIN,28011,""436043,62"",""4473077,56"",Abierto,CERVECERIA NABOR,Anual,Abierta,""31,42"",""31,42"",Superficie en parcela privada,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"110004192,CARABANCHEL,BUENAVISTA,2 CALLE NUESTRA SEÑORA DEL ROSARIO,28044,""436127,6"",""4469740,55"",Abierto,BAR RESTAURANTE DON MARIO,Estacional,Abierta,""20,23"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,7,"
"270184455,VILLA-DE-VALLECAS,CASCO-H.VALLECAS,2 CALLE CONGOSTO,28031,""447318,53"",""4469672,43"",Abierto,DONER KEBA PURFA,Estacional,Abierta,""59,58"",""59,58"",Acera,10,0,1,0,8,0,1,0,10,0,2,30,8,0,1,0,17,17"
"270286343,CHAMARTIN,PROSPERIDAD,55 CALLE CORAZON DE MARIA,28002,""443452,58"",""4477567,5"",Abierto,PIZARRA BAR,Anual,Abierta,""42,21"",""42,21"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,16,9"
"270475488,CENTRO,JUSTICIA,7 GLORIETA BILBAO,28004,""440448,6"",""4475573,53"",Abierto,CAFE COMERCIAL,Anual,Abierta,""7,92"",""7,92"",Calle peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,0"
"270452986,CARABANCHEL,BUENAVISTA,112 CALLE EUGENIA DE MONTIJO,28044,""436228,59"",""4469589,55"",Abierto,CERVECERIA EMPERADOR,Anual,Abierta,""20,94"",""20,94"",Acera,10,0,1,0,10,0,0,0,10,0,2,0,10,0,0,0,10,0"
"60003023,TETUAN,BELLAS-VISTAS,33 CALLE NUMANCIA,28039,""439676,61"",""4478566,55"",Abierto,CAFETERIA BAR NUMANCIA,Anual,Abierta,""24,12"",""24,12"",Acera,10,0,1,0,10,0,0,0,10,0,2,0,10,0,0,0,9,9"
"285032930,VILLA-DE-VALLECAS,ENSANCHE-DE-VALLECAS,32 AVENIDA GRAN VIA DEL SURESTE,28051,""449789,51"",""4468033,39"",Abierto,LA ROTISSERIA,Anual,Abierta,""103,31"",""64,48"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,19,19"
"280066912,SAN-BLAS-CANILLEJAS,EL-SALVADOR,36 CALLE LOPEZ DE ARANDA,28027,""446195,57"",""4477188,46"",Abierto,PIZZERIA ABOCA,Anual,Abierta,""12,01"",""12,01"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270174918,CHAMARTIN,EL-VISO,12 AVENIDA CONCHA ESPINA,28036,""441725,6"",""4478120,52"",Abierto,TONY ROMA'S,Anual,Abierta,""57,3"",""39,11"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,21,21"
"270062824,RETIRO,IBIZA,12 CALLE ALCALDE SAINZ DE BARANDA,28009,""442559,58"",""4474243,51"",Abierto,EL ENCANTO DEL RETIRO,Anual,Abierta,36,36,Bulevar,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,12,12"
"270400547,SALAMANCA,LISTA,66 CALLE CONDE DE PEÑALVER,28006,""442747,58"",""4475856,5"",Abierto,TERRUCA,Anual,Abierta,""42,57"",""25,61"",Acera,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,11,7"
"270469248,CHAMARTIN,PROSPERIDAD,37 CALLE CORAZON DE MARIA,28002,""443403,58"",""4477337,5"",Abierto,LA MANJERIA,Anual,Abierta,""31,16"",""31,16"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"280022653,CHAMARTIN,NUEVA-ESPAÑA,172 PASEO CASTELLANA,28046,""441561,6"",""4479037,53"",Abierto,ILLUNBE,Anual,Abierta,""119,68"",""119,68"",Bulevar,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,31,27"
"270096926,CHAMARTIN,CASTILLA,4 CALLE NUÑEZ MORGADO,28036,""441900,6"",""4479967,53"",Abierto,CENTRO DE ELIMINACION DE PIOJOS Y LIENDRES,Anual,Abierta,""11,88"",""3,8"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,2"
"270301676,LATINA,CAMPAMENTO,19 CALLE CLAUDIO SANCHEZ ALBORNOZ,28024,""434367,63"",""4472239,58"",Abierto,EL RINCON DE ELI,Anual,Abierta,""17,87"",""17,87"",Superficie en parcela privada,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270331451,RETIRO,LOS-JERONIMOS,54 CALLE ALCALA,28014,""441408,59"",""4474520,52"",Abierto,CAFETERIA RESTAURANTE ANDUJAR,Anual,Abierta,""55,99"",""55,99"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,11,11"
"285006138,RETIRO,IBIZA,37 AVENIDA MENENDEZ PELAYO,28009,""442445,58"",""4474358,51"",Abierto,RÓTULO NO INFORMADO,Anual,Abierta,""14,45"",""14,45"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"100001177,LATINA,LAS-AGUILAS,73 CALLE BLAS CABRERA,28044,""434331,62"",""4470092,57"",Abierto,CERVECERIA AROCA,Anual,Abierta,""28,38"",""28,38"",Superficie en parcela privada,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,10"
"270527869,MONCLOA-ARAVACA,CIUDAD-UNIVERSITARIA,26 CALLE ARAVACA,28040,""439561,61"",""4477863,54"",Abierto,RESTAURANTE DONATE,Anual,Abierta,""62,03"",""53,94"",Otros,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,22,22"
"280012010,CENTRO,UNIVERSIDAD,15 CALLE ESPIRITU SANTO,28004,""440326,59"",""4475195,53"",Abierto,LA DOMINGA,Anual,Abierta,""16,62"",""16,62"",Plaza con bandas permanentes de circulación rodada,10,0,0,0,10,0,23,0,10,0,1,30,10,0,23,0,6,6"
"270541446,CIUDAD-LINEAL,CONCEPCION,1 CALLE VIRGEN DE LA ROCA,28027,""444120,58"",""4476133,49"",Abierto,EL RINCON DE ELSA,Estacional,Abierta,""14,04"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,6,"
"270397482,SALAMANCA,RECOLETOS,7 CALLE HERMOSILLA,28001,""441619,59"",""4475335,52"",Abierto,CAFETERIA CANDILEJAS,Anual,Abierta,""27,6"",""27,6"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"280054729,CARABANCHEL,PUERTA-BONITA,4 CALLE PARRA,28025,""438197,59"",""4470888,54"",Abierto,CAFETERIA LA NUEVA POCHA,Anual,Abierta,""38,57"",""38,57"",Acera,10,0,1,0,10,0,0,0,10,0,1,30,10,0,0,0,13,13"
"280048661,FUENCARRAL-EL-PARDO,VALVERDE,3 CALLE SAN JULIAN DEL CAMINO,28050,""443145,63"",""4484725,53"",Abierto,ROYAL THAI -RESTAURANTE TAILANDÉS,Estacional,Abierta,""45,36"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,28,"
"40002435,SALAMANCA,GOYA,17 AVENIDA FELIPE II,28009,""442899,58"",""4475046,5"",Abierto,FRANK AND FURT,Anual,Abierta,""31,86"",""31,86"",Plaza peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,14,14"
"270537986,VICALVARO,CASCO-H.VICALVARO,27 CALLE HORNO DE LABRADORES,28032,""448805,54"",""4472423,41"",Abierto,BAR CAROLINA,Anual,Abierta,""22,95"",""22,95"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"285005706,ARGANZUELA,DELICIAS,2 CALLE MEZQUITE,28045,""441989,58"",""4471994,51"",Abierto,CAFETERIA,Anual,Abierta,""46,8"",""16,7"",Otros,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,12,4"
"270549438,CENTRO,UNIVERSIDAD,32 CALLE BALLESTA,28004,""440354,59"",""4474931,53"",Abierto,LA PESCADERIA,Anual,Abierta,""21,28"",""21,28"",Acera,10,0,0,0,10,0,23,0,10,0,1,30,10,0,23,0,7,7"
"280011216,CENTRO,UNIVERSIDAD,25 CALLE SILVA,28004,""440137,6"",""4474827,53"",Abierto,HOME BURGER BAR,Estacional,Abierta,""12,6"",,Plaza con bandas permanentes de circulación rodada,10,0,1,0,,,,,10,0,2,30,,,,,5,"
"270040862,CENTRO,EMBAJADORES,19 CALLE MIRA EL SOL,28005,""440033,59"",""4473175,53"",Abierto,BAR CANALES,Anual,Abierta,""9,1"",""9,1"",Acera,10,0,1,0,10,0,23,0,10,0,2,30,10,0,23,0,3,3"
"270329773,CENTRO,PALACIO,10 PLAZA SAN MIGUEL,28005,""439793,6"",""4474134,53"",Abierto,LA ESQUINA,Anual,Abierta,""34,12"",""34,12"",Plaza con bandas permanentes de circulación rodada,10,0,0,30,10,0,23,0,10,0,1,30,10,0,23,0,12,12"
"10001062,CENTRO,CORTES,1 PLAZA PLATERIA DE MARTINEZ,28014,""441128,59"",""4473776,52"",Abierto,LA TAPERIA,Anual,Abierta,""62,62"",""62,62"",Plaza con bandas permanentes de circulación rodada,10,0,1,0,10,0,23,0,10,0,2,30,10,0,23,0,18,18"
"270495697,CENTRO,PALACIO,16 CALLE SEGOVIA,28005,""439630,6"",""4473934,53"",Abierto,TURKANA BAR,Anual,Abierta,""14,58"",""14,58"",Acera,10,0,0,30,10,0,23,0,10,0,2,0,10,0,23,0,7,7"
"280009473,CENTRO,CORTES,2 CALLE VIRGEN DE LOS PELIGROS,28013,""440677,59"",""4474399,53"",Abierto,VIPS,Anual,Abierta,""12,88"",""12,88"",Acera,10,0,1,0,10,0,23,0,10,0,2,30,10,0,23,0,4,4"
"10003397,CENTRO,SOL,2 CALLE CIUDAD RODRIGO,28012,""439916,59"",""4474140,53"",Abierto,RESTAURANTE AMBAL,Anual,Abierta,""73,44"",""73,44"",Plaza peatonal,9,0,23,30,9,0,23,0,9,0,1,0,9,0,23,0,21,21"
"285002387,CENTRO,EMBAJADORES,45 CALLE AVE MARIA,28012,""440528,59"",""4473422,53"",Abierto,NUEVO CAFE BARBIERI,Anual,Abierta,""6,12"",""6,12"",Acera,10,0,0,0,10,0,0,0,10,0,2,0,10,0,23,0,3,3"
"285004160,CENTRO,SOL,1 PLAZA SAN GINES,28013,""440005,59"",""4474254,53"",Abierto,SAN GINES,Anual,Abierta,""7,92"",""7,92"",Plaza peatonal,10,0,0,30,10,0,23,0,10,0,2,0,10,0,23,0,3,3"
