id_local,desc_distrito_local,desc_barrio_local,direccion,Cod_Postal,coordenada_x_local,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,min_ini_LJ_es,hora_fin_LJ_es 1,min_fin_LJ_es,hora_ini_LJ_ra,min_ini_LJ_ra,hora_fin_LJ_ra,min_fin_LJ_ra,hora_ini_VS_es,min_ini_VS_es,hora_fin_VS_es,min_fin_VS_es,hora_ini_VS_ra,min_ini_VS_ra,hora_fin_VS_ra,min_fin_VS_ra,mesas_es,mesas_ra
"270533303,RETIRO,NIÑO-JESUS,10 AVENIDA NAZARET,28009,""443074,57"",""4473622,5"",Abierto,CASA SANTOÑA,Anual,Abierta,""9,72"",""9,72"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,3,3"
"270267332,RETIRO,ADELFAS,209 CALLE DOCTOR ESQUERDO,28007,""442843,57"",""4472612,5"",Abierto,LOS GAUCHOS,Anual,Abierta,""2,4"",""2,4"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270076855,SALAMANCA,GUINDALERA,22 CALLE CARTAGENA,28028,""443138,58"",""4475985,5"",Abierto,CAFETERIA RESTAURANTE VIA 22,Anual,Abierta,""20,4"",""20,4"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"285000294,SALAMANCA,GOYA,16 AVENIDA FELIPE II,28009,""442707,58"",""4475012,5"",Abierto,THE GOOD BURGUER,Anual,Abierta,""6,12"",""6,12"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,3"
"120000441,USERA,SAN-FERMIN,1 CALLE OTEIZA,28041,""441148,56"",""4469149,51"",Abierto,CAFETERIA BRAVO,Anual,Abierta,""40,4"",""40,4"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"40002582,SALAMANCA,RECOLETOS,9 CALLE GOYA,28001,""441606,59"",""4475225,52"",Abierto,MAS Q MENOS,Anual,Abierta,""43,72"",""43,72"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,13"
"270072234,SALAMANCA,GOYA,21 CALLE GENERAL PARDIÑAS,28001,""442431,58"",""4475297,51"",Abierto,TABERNA DE LA DANIELA,Anual,Abierta,""21,38"",""21,38"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"270080961,SALAMANCA,LISTA,55 CALLE DON RAMON DE LA CRUZ,28001,""442454,58"",""4475595,51"",Abierto,LA COSTA NAVARRA,Anual,Abierta,""15,27"",""15,27"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,3,3"
"280020352,RETIRO,IBIZA,15 CALLE MENORCA,28009,""442539,58"",""4474547,51"",Abierto,VENTA LA HIDALGUIA GOURMET,Anual,Abierta,""20,8"",""20,8"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,4,4"
"30000161,RETIRO,IBIZA,51 CALLE FERNAN GONZALEZ,28009,""442784,5178"",""4474531,851"",Abierto,O GRELO,Anual,Abierta,""44,02"",""44,02"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,7,7"
"40003058,SALAMANCA,GOYA,110 CALLE GOYA,28009,""443162,58"",""4475073,5"",Abierto,PURNIMA,Estacional,Abierta,""30,66"",,Acera,10,0,1,0,,,,,10,0,2,30,,,,,12,"
"40001356,SALAMANCA,LISTA,40 CALLE MALDONADO,28006,""442558,58"",""4476093,51"",Abierto,RESTAURANTE ENCINAS CERVECERIA,Anual,Abierta,""32,72"",""32,72"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,6,6"
"40000888,SALAMANCA,LISTA,75 CALLE MALDONADO,28006,""442808,58"",""4476092,5"",Abierto,MALDONADO 75,Anual,Abierta,""8,02"",""8,02"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,2,2"
"270072920,SALAMANCA,GOYA,14 CALLE MONTESA,28006,""442976,58"",""4475457,5"",Abierto,CASA MOLINILLO,Anual,Abierta,32,32,Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,6,6"
"270071556,SALAMANCA,GOYA,35 CALLE O'DONNELL,28009,""442639,58"",""4474801,51"",Abierto,LA GUARIDA DE NARVAEZ,Anual,Abierta,""5,28"",""5,28"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,2,2"
"280017325,ARGANZUELA,LEGAZPI,4 CALLE MANUEL ALEIXANDRE,28045,""441083,58"",""4471391,52"",Abierto,DONER KEBAB D'GUILLE BAR,Anual,Abierta,""26,67"",""26,67"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,4,4"
"280018135,ARGANZUELA,PALOS-DE-MOGUER,14 CALLE FRAY LUIS DE LEON,28012,""440718,59"",""4472836,52"",Abierto,CAFETERIA BREICO,Anual,Abierta,""47,46"",""47,46"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,7,7"
"280018124,ARGANZUELA,IMPERIAL,2 RONDA SEGOVIA,28005,""439117,6"",""4473835,54"",Abierto,CASA PATRICIA - PIZZERIA MAYOR,Anual,Abierta,""23,32"",""23,32"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"285005730,RETIRO,PACIFICO,5 CALLE GUTENBERG,28014,""442161,58"",""4472944,51"",Abierto,MALANDRA,Anual,Abierta,""22,22"",""22,22"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,11,11"
"270059573,RETIRO,PACIFICO,6 AVENIDA MEDITERRANEO,28007,""442531,58"",""4473172,51"",Abierto,PACIFIC,Anual,Abierta,""8,16"",""8,16"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"280002849,SALAMANCA,FUENTE-DEL-BERRO,22 CALLE PEDRO HEREDIA,28028,""443651,58"",""4475602,49"",Abierto,DONDE LEO RESTAURANTE,Anual,Abierta,""21,47"",""21,47"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"280064238,MORATALAZ,MARROQUINA,121 AVENIDA MORATALAZ,28030,""444841,56"",""4473072,47"",Abierto,BARE NOSTRUM,Estacional,Abierta,""35,85"",,Acera,10,0,23,0,,,,,10,0,23,0,,,,,10,"
"270204239,MORATALAZ,MARROQUINA,129 AVENIDA MORATALAZ,28030,""444897,56"",""4473103,47"",Abierto,CAFE BAR,Estacional,Abierta,""37,16"",,Plaza peatonal,10,0,23,0,,,,,10,0,23,0,,,,,10,"
"270269958,CARABANCHEL,COMILLAS,65 CALLE ANTONIO DE LEYVA,28019,""439230,59"",""4471223,53"",Abierto,CHOCOLATERIA-CHURRERIA,Anual,Abierta,""6,69"",""6,69"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,5,5"
"285027659,CARABANCHEL,BUENAVISTA,2 CALLE SALVADOR ALLENDE,28054,""435666,59"",""4468618,56"",Abierto,ORIENNT,Anual,Abierta,""21,6"",""21,6"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,6,6"
"110001329,CARABANCHEL,VISTA-ALEGRE,100 CALLE OCA,28025,""436907,6"",""4471120,55"",Abierto,LA CHURRERIA DE MIGUEL,Anual,Abierta,""9,36"",""9,36"",Acera,10,0,0,0,10,0,0,0,10,0,0,30,10,0,0,0,4,4"
"280064130,MORATALAZ,MARROQUINA,34 CALLE MARROQUINA,28030,""444999,56"",""4473200,47"",Abierto,PUB REMIENDOS II,Estacional,Abierta,""23,46"",,Plaza peatonal,10,0,23,0,,,,,10,0,23,0,,,,,9,"
"270145480,LATINA,LAS-AGUILAS,21 AVENIDA LAS AGUILAS,28044,""434860,62"",""4470616,57"",Abierto,BAR RESTAURANTE EL BURGALES,Anual,Abierta,""39,02"",""39,02"",Acera,10,0,1,0,10,0,0,0,10,0,1,0,10,0,0,0,10,10"
"280043927,LATINA,ALUCHE,9 AVENIDA PADRE PIQUER,28024,""434831,63"",""4471829,57"",Abierto,MARCO ALDANI,Anual,Abierta,""23,86"",""23,86"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270281009,SALAMANCA,LISTA,64 CALLE GENERAL PARDIÑAS,28001,""442473,58"",""4475652,51"",Abierto,RESTAURANTE GANZO,Anual,Abierta,""19,04"",""19,04"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"270433699,SALAMANCA,RECOLETOS,52 CALLE CASTELLO,28001,""442213,58"",""4475416,51"",Abierto,JAMON JAMON,Anual,Abierta,""37,26"",""37,26"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,10,10"
"270556150,CENTRO,JUSTICIA,8 CALLE MEJIA LEQUERICA,28004,""440768,59"",""4475368,53"",Abierto,HOTEL URSO,Anual,Abierta,425,""4,25"",Acera,9,0,23,30,9,0,23,0,9,0,1,0,9,0,23,0,5,5"
"270192329,CENTRO,PALACIO,84 CALLE MAYOR,28013,""439558,6"",""4474094,53"",Abierto,RESTAURANTE CIRIACO,Anual,Abierta,""3,6"",""3,6"",Acera,9,0,23,30,9,0,23,0,9,0,1,0,9,0,23,0,4,4"
"280038172,CHAMBERI,RIOS-ROSAS,5 CALLE MARIA DE GUZMAN,28003,""440360,6"",""4477322,53"",Abierto,SUELTATE EL PELO,Anual,Abierta,""28,93"",""28,93"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,5,5"
"270116102,CHAMBERI,TRAFALGAR,5 GLORIETA RUIZ JIMENEZ,28015,""440182,6"",""4475685,53"",Abierto,BAR MINBER,Anual,Abierta,""16,84"",""16,84"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270317749,SAN-BLAS-CANILLEJAS,ROSAS,6 TRAVESIA RONDA,28022,""448389,56"",""4475884,42"",Abierto,I+B CENTRAL BAR,Anual,Abierta,""43,83"",""43,83"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"280030919,TETUAN,CASTILLEJOS,19 CALLE POETA JOAN MARAGALL,28020,""441292,6"",""4478734,53"",Abierto,TASCA LA FARMACIA,Anual,Abierta,""13,26"",""13,26"",Acera,10,0,1,0,10,0,0,0,10,0,2,0,10,0,0,0,4,4"
"270402481,CHAMBERI,ALMAGRO,25 CALLE GENOVA,28004,""441260,59"",""4475310,52"",Abierto,PETIT APPETIT,Anual,Abierta,""24,86"",""24,86"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,4,4"
"270115585,CHAMBERI,ARAPILES,20 CALLE BLASCO DE GARAY,28015,""439640,6"",""4475911,54"",Abierto,EL GRECO,Anual,Abierta,""29,2"",""29,2"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270545367,LATINA,ALUCHE,33 CALLE QUERO,28024,""435470,62"",""4471478,56"",Abierto,BAR LAS TORTAS DEL PARQUE,Anual,Abierta,""44,09"",""44,09"",Calle peatonal,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,12,12"
"280053588,CARABANCHEL,SAN-ISIDRO,26 CALLE OCA,28025,""437689,6"",""4471268,54"",Abierto,ABRAZZAS,Anual,Abierta,""37,47"",""37,47"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"285023498,CARABANCHEL,OPAÑEL,135 CALLE GENERAL RICARDOS,28019,""438114,6"",""4471307,54"",Abierto,LA ESTACION DEL PAU,Anual,Abierta,""22,41"",""22,41"",Acera,10,0,1,0,10,0,1,0,10,0,1,30,10,0,1,0,6,6"
"270531744,MORATALAZ,MARROQUINA,153 AVENIDA MORATALAZ,28030,""445081,56"",""4473202,47"",Abierto,ADESTRA,Estacional,Abierta,""38,88"",,Plaza peatonal,10,0,23,0,,,,,10,0,23,0,,,,,12,"
"270172837,SALAMANCA,GOYA,145 CALLE ALCALA,28009,""442576,58"",""4475085,51"",Abierto,CAFETERIA GELATERIA ITALIANA,Anual,Abierta,""13,73"",""13,73"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270359391,SALAMANCA,RECOLETOS,15 CALLE VILLANUEVA,28001,""441841,58"",""4474876,52"",Abierto,LA LUPITA,Anual,Abierta,""39,36"",""39,36"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,8,8"
"20001013,ARGANZUELA,PALOS-DE-MOGUER,11 CALLE VIZCAYA,28045,""441086,58"",""4472918,52"",Abierto,BAR RESTAURANTE LA RIA DE CEDEIRA,Anual,Abierta,""33,6"",""33,6"",Zona de estacionamiento,8,0,23,0,8,0,23,0,8,0,23,0,8,0,23,0,5,5"
"270470791,ARGANZUELA,DELICIAS,2 PLAZA AMANECER EN MENDEZ ALVARO,28045,""441902,3233"",""4472234,034"",Abierto,THE BURGER LOBBY,Anual,Abierta,""40,53"",""40,53"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,6,6"
"20000117,ARGANZUELA,ACACIAS,9 CALLE PEÑUELAS,28005,""440231,59"",""4472814,53"",Abierto,BAR  LA CAÑA,Anual,Abierta,""29,7"",""29,7"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,4,4"
"20000899,ARGANZUELA,DELICIAS,4 CALLE JUAN DE MARIANA,28045,""441715,58"",""4472273,51"",Abierto,LA TABERNA DE DANI,Anual,Abierta,""33,6"",""33,6"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,5,5"
"280064217,MORATALAZ,MARROQUINA,151 AVENIDA MORATALAZ,28030,""445059,56"",""4473191,47"",Abierto,PARKING BAR,Estacional,Abierta,""25,92"",,Plaza peatonal,10,0,23,0,,,,,10,0,23,0,,,,,8,"
"270454548,TETUAN,CUATRO-CAMINOS,17 CALLE BASILICA,28020,""440965,6"",""4477824,53"",Abierto,BAR-RESTAURANTE,Anual,Abierta,""147,42"",""147,42"",Calle peatonal,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,80,80"
"270165036,MORATALAZ,MARROQUINA,155 AVENIDA MORATALAZ,28030,""445090,56"",""4473208,47"",Abierto,PLAN B,Estacional,Abierta,""37,08"",,Plaza peatonal,10,0,23,0,,,,,10,0,23,0,,,,,12,"
"280064574,MORATALAZ,MARROQUINA,123 AVENIDA MORATALAZ,28030,""444845,56"",""4473076,47"",Abierto,JOKER,Estacional,Abierta,""34,66"",,Plaza peatonal,10,0,23,0,,,,,10,0,23,0,,,,,11,"
"270477361,VILLA-DE-VALLECAS,CASCO-H.VALLECAS,2 CALLE PICO ESPIGÜETE,28031,""447154,53"",""4470186,43"",Abierto,BAR LA ORQUIDEA,Anual,Abierta,""25,84"",""25,84"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,10,10"
"270309258,MONCLOA-ARAVACA,ARGUELLES,4 CALLE BUEN SUCESO,28008,""439255,6"",""4475689,54"",Abierto,LA FIGAL,Anual,Abierta,""25,2"",""25,2"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,1,0,10,0,0,0,4,4"
"270357120,MONCLOA-ARAVACA,ARGUELLES,18 CALLE ILUSTRACION,28008,""439107,6"",""4474761,54"",Abierto,TABERNA DEL PRINCIPE,Anual,Abierta,""17,25"",""17,25"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,1,0,10,0,0,0,3,3"
"270547535,CENTRO,UNIVERSIDAD,68 CALLE GRAN VIA,28013,""439848,6"",""4474899,53"",Abierto,TONY ROMAS,Anual,Abierta,""20,34"",""20,34"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,11,11"
"270536959,RETIRO,IBIZA,67 CALLE FERNAN GONZALEZ,28009,""442769,58"",""4474320,5"",Abierto,LA CHULAPA,Anual,Abierta,""3,24"",""3,24"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,3,3"
"270538954,SALAMANCA,GOYA,103 CALLE HERMOSILLA,28009,""442855,58"",""4475247,5"",Abierto,HOWE,Anual,Abierta,""30,38"",""30,38"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,11,11"
"270275391,SALAMANCA,FUENTE-DEL-BERRO,159 CALLE JORGE JUAN,28028,""443533,58"",""4474901,49"",Abierto,CAFETERIA RODRIGUEZ,Anual,Abierta,""20,52"",""20,52"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"270068967,SALAMANCA,RECOLETOS,19 CALLE AYALA,28001,""441830,59"",""4475475,52"",Abierto,JURUCHA,Anual,Abierta,""35,49"",""27,3"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,5,5"
"270074464,SALAMANCA,GOYA,104 CALLE JORGE JUAN,28009,""442924,58"",""4474936,5"",Abierto,EL PEQUEÑO BARCO BIS,Anual,Abierta,""58,08"",""58,08"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,8,8"
"270368471,SALAMANCA,LISTA,69 CALLE GENERAL ORAA,28006,""442596,58"",""4476359,51"",Abierto,RIO JORDAN,Anual,Abierta,""21,85"",""21,85"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,4,4"
"270072626,SALAMANCA,GOYA,91 CALLE HERMOSILLA,28001,""442623,58"",""4475264,51"",Abierto,ESMIRNA DONER KEBAP,Anual,Abierta,""15,4"",""15,4"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,3,3"
"270164643,MORATALAZ,MARROQUINA,9 CALLE PICO DE LOS ARTILLEROS,28030,""445703,56"",""4473290,46"",Abierto,BAR CARIBE,Anual,Abierta,28,28,Acera,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,4,4"
"270356574,CHAMBERI,VALLEHERMOSO,77 CALLE ANDRES MELLADO,28003,""439430,61"",""4476788,54"",Abierto,BIZZO,Anual,Abierta,""34,89"",""34,89"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"270111740,CHAMBERI,GAZTAMBIDE,66 CALLE RODRIGUEZ SAN PEDRO,28015,""439343,6"",""4475945,54"",Abierto,BAR RESTAURANTE,Anual,Abierta,24,24,Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,4,4"
"270534310,ARGANZUELA,PALOS-DE-MOGUER,32 CALLE MENDEZ ALVARO,28045,""441733,0647"",""4472494,592"",Abierto,LA GUATARA,Anual,Abierta,""11,76"",""11,76"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,2,2"
"270057329,ARGANZUELA,PALOS-DE-MOGUER,18 CALLE CANARIAS,28045,""440913,58"",""4472603,52"",Abierto,LA RIA,Anual,Abierta,""33,6"",""33,6"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,5,5"
"20000513,ARGANZUELA,ACACIAS,44 CALLE ARGANDA,28005,""440180,59"",""4472176,53"",Abierto,RESTAURANTE CANGAS,Anual,Abierta,""33,6"",""33,6"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,5,5"
"270056760,ARGANZUELA,DELICIAS,39 CALLE TOMAS BRETON,28045,""441203,58"",""4472098,52"",Abierto,RESTAURANTE CASA PEDRO,Anual,Abierta,""26,67"",""26,67"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,4,4"
"285025875,CARABANCHEL,VISTA-ALEGRE,15 CALLE OCA,28025,""437688,6"",""4471237,54"",Abierto,POR DETERMINAR,Anual,Abierta,""26,64"",""26,64"",Zona de estacionamiento,10,0,1,0,10,0,1,0,10,0,1,30,10,0,1,0,5,5"
"270033743,CARABANCHEL,COMILLAS,6 CALLE SAN DELFIN,28019,""439914,59"",""4471839,53"",Abierto,BAR DELFIN,Anual,Abierta,""37,14"",""37,14"",Zona de estacionamiento,10,0,1,0,10,0,1,0,10,0,1,30,10,0,1,0,6,6"
"280023509,CHAMARTIN,HISPANOAMERICA,2 CALLE VICTOR DE LA SERNA,28016,""442900,59"",""4478130,51"",Abierto,LA TAHONA DE GUZMAN,Anual,Abierta,""41,36"",""41,36"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,13,13"
"270446396,CHAMARTIN,PROSPERIDAD,19 CALLE CORAZON DE MARIA,28002,""443304,58"",""4477087,5"",Abierto,DAVID BAR,Anual,Abierta,""38,25"",""38,25"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,8,8"
"270121838,CHAMBERI,ALMAGRO,2 CALLE MOREJON,28010,""440689,6"",""4476551,53"",Abierto,LA LIANTA,Anual,Abierta,""15,6"",""15,6"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,3"
"70000296,CHAMBERI,ALMAGRO,56 CALLE FERNANDEZ DE LA HOZ,28010,""441091,59"",""4476469,52"",Abierto,LA QUERENCIA,Anual,Abierta,""70,62"",""70,62"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,12,12"
"280038741,CHAMBERI,RIOS-ROSAS,93 CALLE PONZANO,28003,""440729,6"",""4477415,53"",Abierto,SANTA TERESA SHOP,Anual,Abierta,""16,8"",""16,8"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,3,3"
"30000855,RETIRO,PACIFICO,24 AVENIDA MEDITERRANEO,28007,""442765,57"",""4473141,5"",Abierto,LA CROISANTERIA PARIS,Anual,Abierta,""20,14"",""20,14"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"270018531,FUENCARRAL-EL-PARDO,LA-PAZ,23 CALLE ALFREDO MARQUERIE,28034,""440528,62"",""4482056,55"",Abierto,LA JAIMA,Anual,Abierta,""53,64"",""53,64"",Superficie en parcela privada,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,21,21"
"160002024,HORTALEZA,VALDEFUENTES,2 CALLE CARDENAL TAVERA,28050,""444186,61"",""4482889,51"",Abierto,RESTAURANTE,Anual,Abierta,""99,99"",""99,99"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,25,25"
"285005775,RETIRO,PACIFICO,3 CALLE NARCISO SERRA,28007,""442335,58"",""4472841,51"",Abierto,CAFETERIA-RESTAURANTE,Anual,Abierta,""5,85"",""5,85"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
"280037397,CHAMBERI,ALMAGRO,6 CALLE MARQUES DEL RISCAL,28010,""441328,59"",""4475767,52"",Abierto,TOPPING & SALADS,Anual,Abierta,""35,31"",""35,31"",Zona de estacionamiento,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,6,6"
"270325278,MONCLOA-ARAVACA,CIUDAD-UNIVERSITARIA,77 AVENIDA DOCTOR FEDERICO RUBIO Y GALI,28040,""439509,61"",""4478747,55"",Abierto,BAR LOS ALONSOS CAFE,Anual,Abierta,""13,5"",""13,5"",Acera,10,0,1,0,10,0,0,0,10,0,1,0,10,0,0,0,5,5"
"280050594,USERA,ZOFIO,30 AVENIDA RAFAELA YBARRA,28026,""439616,58"",""4470322,53"",Abierto,LA PEÑA SORIANA,Anual,Abierta,""30,26"",""30,26"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,5,5"
"270477231,TETUAN,CUATRO-CAMINOS,75 PASEO CASTELLANA,28046,""441236,6"",""4477668,53"",Abierto,CAFETERIA CITY RESTAURANTE,Anual,Abierta,""57,43"",""57,43"",Calle peatonal,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,12,12"
"270321852,SALAMANCA,FUENTE-DEL-BERRO,8 CALLE ALEJANDRO GONZALEZ,28028,""443709,58"",""4475682,49"",Abierto,GRIBOK,Anual,Abierta,""47,52"",""47,52"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,7,7"
"270080410,SALAMANCA,LISTA,91 CALLE DON RAMON DE LA CRUZ,28006,""442855,58"",""4475564,5"",Abierto,EL BARRIL DE ALCANTARA,Anual,Abierta,""27,28"",""27,28"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"270075157,SALAMANCA,FUENTE-DEL-BERRO,138 CALLE HERMOSILLA,28028,""443468,58"",""4475186,49"",Abierto,HERGUETA BODEGA,Anual,Abierta,""37,46"",""37,46"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,6,6"
"40002031,SALAMANCA,GOYA,33 CALLE FUENTE DEL BERRO,28009,""443089,58"",""4475032,5"",Abierto,LA CROQUETA,Anual,Abierta,""3,49"",""3,49"",Acera,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,1,1"
"270067081,SALAMANCA,RECOLETOS,11 CALLE CONDE DE ARANDA,28001,""441746,58"",""4474801,52"",Abierto,CAFE PARIS,Anual,Abierta,""16,74"",""16,74"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,3,3"
"270081773,SALAMANCA,CASTELLANA,96 CALLE CLAUDIO COELLO,28006,""441853,59"",""4475985,52"",Abierto,PONTEAREAS,Anual,Abierta,""141,14"",""141,14"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,22,22"
"270276462,SALAMANCA,GOYA,9 CALLE ALCANTARA,28006,""442821,58"",""4475331,5"",Abierto,EL LEON,Anual,Abierta,""19,34"",""19,34"",Zona de estacionamiento,10,0,0,0,10,0,0,0,10,0,1,30,10,0,0,0,4,4"
"280059608,PUENTE-DE-VALLECAS,NUMANCIA,11 CALLE PICOS DE EUROPA,28038,""443802,56"",""4471882,49"",Abierto,RESTAURANTE TABLAO MIRABRA,Anual,Abierta,""58,9"",""31,67"",Acera,10,0,1,0,10,0,0,0,10,0,2,30,10,0,0,0,24,13"
"280000435,SALAMANCA,CASTELLANA,10 CALLE MARIA DE MOLINA,28006,""441669,59"",""4476567,52"",Abierto,NOSTRUM,Anual,Abierta,""10,08"",""10,08"",Acera,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,7,7"
"70000785,CHAMBERI,ARAPILES,123 CALLE SAN BERNARDO,28015,""440227,6"",""4476075,53"",Abierto,BURGUER KING,Anual,Abierta,""20,57"",""20,57"",Acera,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,4,4"
"20000476,ARGANZUELA,PALOS-DE-MOGUER,14 CALLE GENERAL LACY,28045,""441368,58"",""4472817,52"",Abierto,EL RINCON DE VICTOR,Anual,Abierta,""26,67"",""26,67"",Zona de estacionamiento,8,0,0,0,8,0,0,0,8,0,0,0,8,0,0,0,4,4"
"270164595,MORATALAZ,MARROQUINA,1 CALLE MOLINA DE SEGURA,28030,""445886,55"",""4473166,46"",Abierto,DEL PINO,Anual,Abierta,""7,2"",""7,2"",Acera,10,0,0,0,10,0,23,0,10,0,1,0,10,0,23,0,5,5"
"285011677,CHAMBERI,ARAPILES,16 CALLE MAGALLANES,28015,""440162,6"",""4476137,53"",Abierto,LA MARISQUERIA,Anual,Abierta,""35,27"",""35,27"",Zona de estacionamiento,8,0,1,30,8,0,1,0,8,0,1,30,8,0,1,0,6,6"
