id_local,desc_distrito_local,distritos_wikidata,desc_barrio_local,barrios_wikidata,direccion,id_direccion,Cod_Postal,coordenada_x_local,id_coordenadas,coordenada_y_local,desc_situacion_local,rotulo,desc_periodo_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_es,mesas_ra
170000283,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Rosales,https://www.wikidata.org/wiki/Q10319807,63 CALLE VILLAJOYOSA,63_CALLE_VILLAJOYOSA,28041,"441323,54","441323,54-4467541,51","4467541,51",Abierto,LA BODEGUILLA IBERICA,Anual,Abierta,"39,64","39,64",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8
270183106,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,38 CALLE VIRGEN DE LOS DESAMPARADOS,38_CALLE_VIRGEN_DE_LOS_DESAMPARADOS,28041,"440620,54","440620,54-4466862,51","4466862,51",Abierto,BAR JOSE LUIS,Anual,Abierta,"31,34",20,Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,11,5
270057250,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Delicias,https://www.wikidata.org/wiki/Q3773736,19 CALLE FERROCARRIL,19_CALLE_FERROCARRIL,28045,"440931,58","440931,58-4472464,52","4472464,52",Abierto,CAFETERIA FERROCARRIL,Anual,Abierta,"44,64","44,64",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,14,14
280017278,Arganzuela,https://www.wikidata.org/wiki/Q2000929,La Chopera,https://www.wikidata.org/wiki/Q3773750,1 PLAZA GENERAL MAROTO,1_PLAZA_GENERAL_MAROTO,28045,"440739,58","440739,58-4471734,52","4471734,52",Abierto,RESTARAURANTE  O'PORTIÑO,Anual,Abierta,"94,07","94,07",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,26,26
280018318,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,33 CALLE LAUREL,33_CALLE_LAUREL,28005,"440313,59","440313,59-4472551,53","4472551,53",Abierto,LA MARGHERITA,Anual,Abierta,"90,72","90,72",Bulevar,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,28,28
270299459,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,18 CALLE LINNEO,18_CALLE_LINNEO,28005,"438859,6","438859,6-4473750,54","4473750,54",Abierto,RESTAURANTE LA POTA DOURO,Anual,Abierta,"4,68","4,68",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,2,0
10003543,Centro,https://www.wikidata.org/wiki/Q1763376,Palacio,https://www.wikidata.org/wiki/Q2136510,8 PLAZA PUERTA DE MOROS,8_PLAZA_PUERTA_DE_MOROS,28005,"439691,59","439691,59-4473697,53","4473697,53",Abierto,CAÑAS Y TAPAS,Anual,Abierta,"39,57","39,57",Acera,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,14,14
170000611,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Rosales,https://www.wikidata.org/wiki/Q10319807,46 AVENIDA OROVILLA,46_AVENIDA_OROVILLA,28041,"441416,54","441416,54-4467977,51","4467977,51",Abierto,CAFETERIA BAR LINEA 123,Anual,Abierta,"41,76","23,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,14,14
170000543,Villaverde,https://www.wikidata.org/wiki/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,7 CALLE ARROYO BUENO,7_CALLE_ARROYO_BUENO,28021,"440080,54","440080,54-4466690,51","4466690,51",Abierto,BAR UNO,Anual,Abierta,"34,74","6,48",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,2
170001122,Villaverde,https://www.wikidata.org/wiki/Q919536,Butarque,https://www.wikidata.org/wiki/Q390453,12 CALLE BERROCAL,12_CALLE_BERROCAL,28021,"442448,52","442448,52-4466571,49","4466571,49",Abierto,CAFETERIA,Anual,Abierta,"19,08","19,08",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,7
270422013,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,4 CALLE ESCORIAZA,4_CALLE_ESCORIAZA,28041,"440999,54","440999,54-4466978,51","4466978,51",Abierto,CAFETERIA OBREGON,Anual,Abierta,"46,08","46,08",Calle peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,10
170000830,Villaverde,https://www.wikidata.org/wiki/Q919536,"Villaverde Alto, Casco Histórico de Villaverde",https://www.wikidata.org/wiki/Q390435,18 PASEO ALBERTO PALACIOS,18_PASEO_ALBERTO_PALACIOS,28021,"439607,54","439607,54-4466442,52","4466442,52",Cerrado,EL CUERPO DEL DESEO,Anual,Abierta,"12,96","12,96",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,4,4
170000004,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,6 CALLE PAN Y TOROS,6_CALLE_PAN_Y_TOROS,28041,"440989,55","440989,55-4467995,51","4467995,51",Abierto,A'GAIVOTIÑA II,Anual,Abierta,"65,01","65,01",Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,16,16
270182085,Villaverde,https://www.wikidata.org/wiki/Q919536,San Cristóbal,https://www.wikidata.org/wiki/Q390457,121 CALLE ROCAFORT,121_CALLE_ROCAFORT,28021,"441710,52","441710,52-4466005,5","4466005,5",Abierto,RESTAURANTE AL JAWHARA,Anual,Abierta,"9,72","9,72",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3
270077611,Salamanca,https://www.wikidata.org/wiki/Q1773521,La Guindalera,https://www.wikidata.org/wiki/Q3814559,69 AVENIDA BRUSELAS,69_AVENIDA_BRUSELAS,28028,"443736,58","443736,58-4477000,49","4477000,49",Abierto,LA PICOTERA,Anual,Abierta,"82,1","82,1",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,22,22
270322801,Usera,https://www.wikidata.org/wiki/Q953368,San Fermín (Madrid),https://www.wikidata.org/wiki/Q71758,104 CAMINO PERALES,104_CAMINO_PERALES,28041,"441462,56","441462,56-4469556,51","4469556,51",Abierto,BAR PELAEZ,Anual,Abierta,"25,92","25,92",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
120000552,Usera,https://www.wikidata.org/wiki/Q953368,Orcasitas,https://www.wikidata.org/wiki/Q3773941,315 CALLE GAINZA,315_CALLE_GAINZA,28041,"439179,56","439179,56-4468638,53","4468638,53",Abierto,O TOUXEIRO,Anual,Abierta,"102,49","102,49",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,25,25
120000138,Usera,https://www.wikidata.org/wiki/Q953368,El Zofío,https://www.wikidata.org/wiki/Q71751,12 AVENIDA RAFAELA YBARRA,12_AVENIDA_RAFAELA_YBARRA,28026,"439617,58","439617,58-4470436,53","4470436,53",Abierto,XALLAS,Anual,Abierta,"2,88","2,88",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,2,2
280064620,Moratalaz,https://www.wikidata.org/wiki/Q2076109,Media Legua,https://www.wikidata.org/wiki/Q9031035,25 CALLE CORREGIDOR DIEGO DE VALDERRABANO,25_CALLE_CORREGIDOR_DIEGO_DE_VALDERRABANO,28030,"444144,57","444144,57-4473666,48","4473666,48",Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,"41,36","41,36",Acera,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:00:00,10:00:00,23:00:00,12,12
170000961,Villaverde,https://www.wikidata.org/wiki/Q919536,Butarque,https://www.wikidata.org/wiki/Q390453,5 CALLE BERROCAL,5_CALLE_BERROCAL,28021,"442522,52","442522,52-4466428,49","4466428,49",Abierto,SIDRERIA DEL NORTE,Anual,Abierta,"69,52","69,52",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,19,19
270448230,Villaverde,https://www.wikidata.org/wiki/Q919536,San Cristóbal,https://www.wikidata.org/wiki/Q390457,115 CALLE GODELLA,115_CALLE_GODELLA,28021,"441559,52","441559,52-4465840,5","4465840,5",Abierto,CAFETERIA BAR JUANJO Y JOSE,Anual,Abierta,"18,18","18,18",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,7,7
270547589,Villaverde,https://www.wikidata.org/wiki/Q919536,Butarque,https://www.wikidata.org/wiki/Q390453,12 CALLE BARIO,12_CALLE_BARIO,28021,"442441,52","442441,52-4466609,49","4466609,49",Abierto,BAR RESTAURANTE VITA KR,Anual,Abierta,"23,4","23,4",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,10
170000406,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Rosales,https://www.wikidata.org/wiki/Q10319807,59 AVENIDA OROVILLA,59_AVENIDA_OROVILLA,28041,"441482,54","441482,54-4467704,5","4467704,5",Abierto,DONDE LA LOLA,Anual,Abierta,"23,4",18,Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,10,10
270540475,Usera,https://www.wikidata.org/wiki/Q953368,Moscardó,https://www.wikidata.org/wiki/Q11937679,139 CALLE ANTONIO LOPEZ,139_CALLE_ANTONIO_LOPEZ,28026,"440632,58","440632,58-4471110,52","4471110,52",Abierto,BAR OLIVA,Anual,Abierta,"32,4","32,4",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,10
280050244,Usera,https://www.wikidata.org/wiki/Q953368,Moscardó,https://www.wikidata.org/wiki/Q11937679,150 CALLE ANTONIO LOPEZ,150_CALLE_ANTONIO_LOPEZ,28026,"440423,58","440423,58-4471289,52","4471289,52",Abierto,TABERNA LA ANDALUZA,Anual,Abierta,"19,44","19,44",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
280049608,Usera,https://www.wikidata.org/wiki/Q953368,Orcasitas,https://www.wikidata.org/wiki/Q3773941,41 CALLE GRAN AVENIDA,41_CALLE_GRAN_AVENIDA,28041,"440134,56","440134,56-4469043,52","4469043,52",Abierto,CAFETERIA JUANITO,Anual,Abierta,63,63,Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,10,18
270156733,Usera,https://www.wikidata.org/wiki/Q953368,Moscardó,https://www.wikidata.org/wiki/Q11937679,156 CALLE MARCELO USERA,156_CALLE_MARCELO_USERA,28026,"439464,59","439464,59-4470801,53","4470801,53",Abierto,EL CHIRINGUITO,Anual,Abierta,29,29,Zona de estacionamiento,8:00:00,1:30:00,8:00:00,0:00:00,8:00:00,1:30:00,8:00:00,0:00:00,5,5
270526564,Usera,https://www.wikidata.org/wiki/Q953368,Almendrales,https://www.wikidata.org/wiki/Q9604761,3 CALLE SANTUARIO,3_CALLE_SANTUARIO,28026,"440600,2126","440600,2126-4470662,102","4470662,102",Abierto,BAR CAFETERIA,Anual,Abierta,"19,44","19,44",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
280049131,Usera,https://www.wikidata.org/wiki/Q953368,Moscardó,https://www.wikidata.org/wiki/Q11937679,46 CALLE AMPARO USERA,46_CALLE_AMPARO_USERA,28026,"440030,58","440030,58-4470961,52","4470961,52",Abierto,BAR EL MANCHEGO (LOCAL 2 Y 3),Anual,Abierta,"7,02","7,02",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3
200001961,San Blas,https://www.wikidata.org/wiki/Q2001937,Simancas,https://www.wikidata.org/wiki/Q10371626,490 CALLE ALCALA,490_CALLE_ALCALA,28027,"446575,57","446575,57-4476777,45","4476777,45",Abierto,TGB-THE GOOD BURGER,Anual,Abierta,"22,98","22,98",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,9,9
40003086,Salamanca,https://www.wikidata.org/wiki/Q1773521,Recoletos,https://www.wikidata.org/wiki/Q3814551,28 CALLE AYALA,28_CALLE_AYALA,28001,"441831,59","441831,59-4475443,52","4475443,52",Abierto,LA NIÑA,Anual,Abierta,"42,84","42,84",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,16,16
40002254,Salamanca,https://www.wikidata.org/wiki/Q1773521,La Guindalera,https://www.wikidata.org/wiki/Q3814559,233 CALLE ALCALA,233_CALLE_ALCALA,28028,"443640,58","443640,58-4475735,49","4475735,49",Abierto,JARRITUS,Anual,Abierta,"50,2","50,2",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,19,19
270261041,Usera,https://www.wikidata.org/wiki/Q953368,El Zofío,https://www.wikidata.org/wiki/Q71751,19 AVENIDA CERRO DE LOS ANGELES,19_AVENIDA_CERRO_DE_LOS_ANGELES,28026,"439524,58","439524,58-4470063,53","4470063,53",Abierto,SALEM II,Anual,Abierta,"27,69","27,69",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,14,14
270157551,Usera,https://www.wikidata.org/wiki/Q953368,Pradolongo,https://www.wikidata.org/wiki/Q10352360,35 AVENIDA RAFAELA YBARRA,35_AVENIDA_RAFAELA_YBARRA,28026,"439635,58","439635,58-4470536,53","4470536,53",Abierto,CAFETERIA CUESTA CERVECERIA,Anual,Abierta,"4,28","4,28",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,3,3
270225619,Usera,https://www.wikidata.org/wiki/Q953368,Moscardó,https://www.wikidata.org/wiki/Q11937679,27 CALLE MANUEL NOYA,27_CALLE_MANUEL_NOYA,28026,"439562,58","439562,58-4470804,53","4470804,53",Abierto,CAFETERIA LUMAR,Anual,Abierta,"17,9","17,9",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,1:30:00,10:00:00,0:00:00,6,6
270156565,Usera,https://www.wikidata.org/wiki/Q953368,Moscardó,https://www.wikidata.org/wiki/Q11937679,27 CALLE ENRIQUE FUENTES,27_CALLE_ENRIQUE_FUENTES,28026,"439541,59","439541,59-4470847,53","4470847,53",Abierto,DONNER KEBAP USERA,Anual,Abierta,"22,68","22,68",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,7,7
270475350,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,65 CALLE EMBAJADORES,65_CALLE_EMBAJADORES,28012,"440479,59","440479,59-4472828,52","4472828,52",Abierto,BAR CERVECERIA DIAZ,Anual,Abierta,"7,58","7,58",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,5,5
285005098,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,10 CALLE FERROCARRIL,10_CALLE_FERROCARRIL,28045,"441029,58","441029,58-4472500,52","4472500,52",Abierto,CERVECERIA 100 MONTADITOS,Anual,Abierta,"36,45","36,45",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11
280018624,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,25 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,25_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439882,59","439882,59-4472605,53","4472605,53",Abierto,PRYCE CAFE,Estacional,Abierta,"12,06","35,64",Acera,8:00:00,1:30:00,10:00:00,0:00:00,8:00:00,1:30:00,10:00:00,0:00:00,11,0
20000557,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,4 CALLE ANCORA,4_CALLE_ANCORA,28045,"441174,58","441174,58-4472701,52","4472701,52",Abierto,RESTAURANTE ABADIA,Anual,Abierta,"42,12","42,12",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,13,0
20000566,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Delicias,https://www.wikidata.org/wiki/Q3773736,139 PASEO DELICIAS,139_PASEO_DELICIAS,28045,"441036,58","441036,58-4471519,52","4471519,52",Abierto,EL KUBO LOCO,Anual,Abierta,"28,7","28,7",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11
285004782,Arganzuela,https://www.wikidata.org/wiki/Q2000929,La Chopera,https://www.wikidata.org/wiki/Q3773750,18 CALLE GUILLERMO DE OSMA,18_CALLE_GUILLERMO_DE_OSMA,28045,"440774,58","440774,58-4471714,52","4471714,52",Abierto,COSTELLO RÍO,Anual,Abierta,"65,72","65,72",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,18,18
270374350,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,3 CALLE MAJUELO,3_CALLE_MAJUELO,28005,"440004,59","440004,59-4472733,53","4472733,53",Abierto,"PASTELERÍAS, PANADERÍAS Y CAFETERÍAS LOS REYUNOS",Anual,Abierta,"22,1","22,1",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,5,5
270279687,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,47 PASEO MELANCOLICOS,47_PASEO_MELANCOLICOS,28005,"438883,6","438883,6-4472897,54","4472897,54",Abierto,CASA VALENTIN,Anual,Abierta,"23,76","23,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,8,8
270508174,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,54 CALLE LA CANCION DEL OLVIDO,54_CALLE_LA_CANCION_DEL_OLVIDO,28041,"440663,55","440663,55-4468003,51","4468003,51",Abierto,KEBAB TRES FUEGOS,Anual,Abierta,"25,92","12,96",Otros,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,4
170002043,Villaverde,https://www.wikidata.org/wiki/Q919536,San Cristóbal,https://www.wikidata.org/wiki/Q390457,22 PLAZA PINAZO,22_PLAZA_PINAZO,28021,"441260,52","441260,52-4466085,5","4466085,5",Abierto,BAR CAFE LOS PINAZOS,Anual,Abierta,"19,5","19,5",Calle peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5
270408288,Chamartín,https://www.wikidata.org/wiki/Q1766348,Ciudad Jardín,https://www.wikidata.org/wiki/Q3773744,4 CALLE NIEREMBERG,4_CALLE_NIEREMBERG,28002,"443100,59","443100,59-4477584,5","4477584,5",Abierto,SAL Y SAL DE TAPAS,Anual,Abierta,"9,05","9,05",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
270451968,Salamanca,https://www.wikidata.org/wiki/Q1773521,Goya,https://www.wikidata.org/wiki/Q3814578,5 CALLE ANTONIA MERCE,5_CALLE_ANTONIA_MERCE,28009,"442863,58","442863,58-4475060,5","4475060,5",Abierto,BAR CALVIN,Anual,Abierta,"42,48","42,48",Plaza peatonal,8:00:00,1:30:00,8:00:00,0:00:00,8:00:00,1:30:00,8:00:00,0:00:00,12,12
270497098,Salamanca,https://www.wikidata.org/wiki/Q1773521,La Guindalera,https://www.wikidata.org/wiki/Q3814559,78 AVENIDA BRUSELAS,78_AVENIDA_BRUSELAS,28028,"443721,58","443721,58-4477118,49","4477118,49",Abierto,LA CERVEZERIA,Anual,Abierta,"42,76","42,76",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,12,12
280018486,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,19 CALLE MELILLA,19_CALLE_MELILLA,28005,"439829,59","439829,59-4472544,53","4472544,53",Abierto,RESTAURANTE PIMENTON,Anual,Abierta,"79,38","55,08",Plaza peatonal,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,25,17
270379037,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,42 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,42_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439441,59","439441,59-4472802,53","4472802,53",Abierto,MONTEPINOS,Anual,Abierta,"65,97","40,11",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,18,18
20001082,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,51 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,51_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439385,59","439385,59-4472782,53","4472782,53",Abierto,RODILLA,Anual,Abierta,"35,64","35,64",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,11,11
20000721,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Imperial,https://www.wikidata.org/wiki/Q3773740,54 PASEO JUAN ANTONIO VALLEJO-NAJERA BOTAS,54_PASEO_JUAN_ANTONIO_VALLEJO-NAJERA_BOTAS,28005,"439312,59","439312,59-4472870,53","4472870,53",Abierto,ARROCERIA IMPERIAL,Anual,Abierta,"27,3","27,3",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,15,15
20000359,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Palos de Moguer,https://www.wikidata.org/wiki/Q521009,63 CALLE EMBAJADORES,63_CALLE_EMBAJADORES,28012,"440469,59","440469,59-4472846,53","4472846,53",Abierto,LOS CHIQUITOS BAR DE TAPAS,Anual,Abierta,"19,35","19,35",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,6,6
270444334,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Acacias,https://www.wikidata.org/wiki/Q3319190,82 CALLE EMBAJADORES,82_CALLE_EMBAJADORES,28012,"440457,59","440457,59-4472791,53","4472791,53",Abierto,AUTOESCUELA LARA,Anual,Abierta,"25,74","25,74",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,7,7
270056880,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Delicias,https://www.wikidata.org/wiki/Q3773736,153 CALLE EMBAJADORES,153_CALLE_EMBAJADORES,28045,"440952,58","440952,58-4471949,52","4471949,52",Abierto,CERVECERIA GUIMAR CAFETERIA,Anual,Abierta,"31,2","31,2",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,10,10
270287197,Arganzuela,https://www.wikidata.org/wiki/Q2000929,Las Delicias,https://www.wikidata.org/wiki/Q3773736,15 CALLE FERROCARRIL,15_CALLE_FERROCARRIL,28045,"440966,58","440966,58-4472462,52","4472462,52",Abierto,TABERNA DEL FERROCARRIL,Anual,Abierta,"39,77","39,77",Acera,10:00:00,1:00:00,10:00:00,0:00:00,10:00:00,2:30:00,10:00:00,0:00:00,14,0
285002998,Centro,https://www.wikidata.org/wiki/Q1763376,Justicia,https://www.wikidata.org/wiki/Q1992319,1 PLAZA PEDRO ZEROLO,1_PLAZA_PEDRO_ZEROLO,28004,"440630,59","440630,59-4474730,53","4474730,53",Abierto,LA SACRISTIA RESTAURANTE,Anual,Abierta,"38,88","38,88",Plaza con bandas permanentes de circulación rodada,10:00:00,0:00:00,10:00:00,23:00:00,10:00:00,1:30:00,10:00:00,23:00:00,12,12
270490176,Villaverde,https://www.wikidata.org/wiki/Q919536,Los Ángeles,https://www.wikidata.org/wiki/Q390462,34 CALLE ARECHAVALETA,34_CALLE_ARECHAVALETA,28041,"440829,54","440829,54-4467051,51","4467051,51",Abierto,BAR MARTINEZ,Anual,Abierta,"8,82","8,82",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,3,3
270308840,Villaverde,https://www.wikidata.org/wiki/Q919536,Butarque,https://www.wikidata.org/wiki/Q390453,20 CALLE POTASA,20_CALLE_POTASA,28021,"442217,53","442217,53-4467015,49","4467015,49",Abierto,CAFE HILO'S,Anual,Abierta,"125,66","125,66",Plaza peatonal,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,8,8
270531125,Latina,https://www.wikidata.org/wiki/Q794954,Las Águilas,https://www.wikidata.org/wiki/Q5971372,2 CALLE GUAREÑA,2_CALLE_GUAREÑA,28044,"434951,62","434951,62-4471220,57","4471220,57",Abierto,IBERICA BY EL ESQUINAZO,Anual,Abierta,"36,9","36,9",Acera,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:30:00,10:00:00,0:00:00,10,0
270379563,Latina,https://www.wikidata.org/wiki/Q794954,Las Águilas,https://www.wikidata.org/wiki/Q5971372,7 CALLE GUAREÑA,7_CALLE_GUAREÑA,28044,"435028,62","435028,62-4471061,57","4471061,57",Abierto,MONTON SANZ CAFETERIA RESTAURANTE,Anual,Abierta,"36,61","36,61",Acera,8:00:00,0:00:00,8:00:00,0:00:00,8:00:00,0:30:00,8:00:00,0:30:00,12,0
270074139,Salamanca,https://www.wikidata.org/wiki/Q1773521,Goya,https://www.wikidata.org/wiki/Q3814578,8 CALLE ANTONIA MERCE,8_CALLE_ANTONIA_MERCE,28009,"442929,58","442929,58-4475090,5","4475090,5",Abierto,EL BARRIL,Anual,Abierta,"36,2","36,2",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,11,11
270130826,Fuencarral-El Pardo,https://www.wikidata.org/wiki/Q656196,La Paz,https://www.wikidata.org/wiki/Q5869740,22 CALLE GINZO DE LIMIA,22_CALLE_GINZO_DE_LIMIA,28029,"440403,62","440403,62-4480965,55","4480965,55",Abierto,BAHIA,Anual,Abierta,"17,55","17,55",Acera,8:00:00,1:30:00,8:00:00,1:00:00,8:00:00,1:30:00,8:00:00,1:00:00,5,5
