ID,Gis_X,Gis_Y,FechadeAlta,Distrito,Barrio,NFinca,TipodeReserva,LineaBateria,NumerodePlazas,LongitudP,Longitud,Latitud,Direccion
3.25,"443237,1200000000","4473802,6600000000",39941,RETIRO,ESTRELLA,3,Taxi,Línea,4,"20,00",-3.6690292,40.4129098,"PEZ VOLADOR, CALLE, DEL, 3"
3.26,"442911,3200000000","4474549,1900000000",40283,RETIRO,IBIZA,7,Taxi,Línea,3,"15,00",-3.672936,40.4196127,"MAIQUEZ, CALLE, DE, 7"
3.27,"442385,7300000000","4474560,1100000000",40477,RETIRO,IBIZA,19,Taxi,Línea,2,"11,00",-3.679132,40.4196748,"MENENDEZ PELAYO, AVENIDA, DE, 19"
3.28,"443234,8200000000","4474346,0300000000",44176,RETIRO,ESTRELLA,83,Taxi,Línea,9,"45,00",-3.6691048,40.4178046,"DOCTOR ESQUERDO, CALLE, DEL, 83"
3.32,"441269,2100000000","4474067,3200000000",41457,RETIRO,JERÓNIMOS,1,Taxi,Línea,4,"20,00",-3.6922466,40.4151575,"FELIPE IV, CALLE, DE, 1"
3.33,"443208,2200000000","4473131,6300000000",39645,RETIRO,ESTRELLA,43,Taxi,Línea,7,"37,00",-3.66931,40.4068628,"MEDITERRANEO, AVENIDA, DEL, 43"
3.35,"443203,1300000000","4474598,1900000000",42209,RETIRO,IBIZA,51,Taxi,Línea,5,"25,00",-3.6695009,40.4200741,"DOCTOR CASTELO, CALLE, DEL, 51"
3.36,"441222,6100000000","4474442,7500000000",43455,CENTRO,CORTES,1,Taxi,Línea,4,"20,00",-3.6928306,40.4185362,"PRADO, PASEO, DEL, 1"
3.37,"442403,1100000000","4474406,7700000000",44145,RETIRO,JERÓNIMOS,10,Taxi,Línea,6,"30,00",-3.6789133,40.4182947,"MENENDEZ PELAYO, AVENIDA, DE, 10"
4.01,"443279,2700000000","4474958,2100000000",43685,SALAMANCA,FUENTEDELBERRO,47,Taxi,Línea,2,"10,00",-3.6686355,40.4233225,"DOCTOR ESQUERDO, CALLE, DEL, 47"
4.02,"442587,1600000000","4475142,2300000000",35403,SALAMANCA,GOYA,87,Taxi,Línea,8,"39,80",-3.6768103,40.4249328,"GOYA, CALLE, DE, 87"
4.03,"441863,6600000000","4476310,4300000000",43621,SALAMANCA,CASTELLANA,139,Taxi,Línea,3,"15,10",-3.6854456,40.4354063,"CLAUDIO COELLO, CALLE, DE, 139"
4.04,"442538,8600000000","4475999,1900000000",42023,SALAMANCA,LISTA,41,Taxi,Línea,9,"45,00",-3.6774572,40.4326494,"JUAN BRAVO, CALLE, DE, 41"
4.05,"442649,3600000000","4475991,1700000000",44179,SALAMANCA,LISTA,49 A,Taxi,Línea,8,"37,80",-3.6761537,40.4325848,"JUAN BRAVO, CALLE, DE, 49 A"
4.06,"443225,3400000000","4475488,5400000000",39067,SALAMANCA,GOYA,4,Taxi,Línea,4,"19,19",-3.6693186,40.4280963,"MANUEL BECERRA, PLAZA, DE, 4"
4.07,"441507,7600000000","4475231,7100000000",38803,SALAMANCA,RECOLETOS,1,Taxi,Línea,4,"20,00",-3.6895422,40.4256637,"GOYA, CALLE, DE, 1"
4.08,"442118,2700000000","4475174,5200000000",43288,SALAMANCA,RECOLETOS,47,Taxi,Línea,2,"10,00",-3.6823404,40.4251912,"GOYA, CALLE, DE, 47"
4.09,"442355,7100000000","4475159,1800000000",37168,SALAMANCA,GOYA,67,Taxi,Línea,4,"20,54",-3.6795401,40.4250695,"GOYA, CALLE, DE, 67"
4.1,"442060,4300000000","4475746,4400000000",38322,SALAMANCA,CASTELLANA,29,Taxi,Línea,9,"45,00",-3.6830743,40.4303393,"JOSE ORTEGA Y GASSET, CALLE, DE, 29"
4.12,"441833,2900000000","4475196,6400000000",42021,SALAMANCA,RECOLETOS,25,Taxi,Línea,5,"28,00",-3.6857017,40.4253706,"GOYA, CALLE, DE, 25"
4.13,"442012,6900000000","4475181,9900000000",42021,SALAMANCA,RECOLETOS,37,Taxi,Línea,7,"35,00",-3.6835856,40.4252511,"GOYA, CALLE, DE, 37"
4.14,"442224,7500000000","4475168,8600000000",42033,SALAMANCA,RECOLETOS,57,Taxi,Línea,5,"25,00",-3.6810847,40.4251476,"GOYA, CALLE, DE, 57"
4.15,"442457,9100000000","4475151,9100000000",36725,SALAMANCA,GOYA,77,Taxi,Línea,4,"20,90",-3.6783348,40.4250111,"GOYA, CALLE, DE, 77"
04.15.1,"442482,7100000000","4475149,7200000000",42033,SALAMANCA,GOYA,79,Taxi,Línea,4,"20,10",-3.6780422,40.424993,"GOYA, CALLE, DE, 79"
4.17,"441998,8100000000","4475486,0100000000",1,SALAMANCA,RECOLETOS,58,Taxi,Línea,8,"39,00",-3.683777,40.4279889,"VELAZQUEZ, CALLE, DE, 58"
4.19,"442724,8700000000","4476198,8300000000",35816,SALAMANCA,LISTA,64,Taxi,Línea,4,"20,70",-3.6752823,40.4344607,"DIEGO DE LEON, CALLE, DE, 64"
4.2,"441575,2100000000","4475688,5400000000",1,SALAMANCA,CASTELLANA,22,Taxi,Línea,8,"41,90",-3.6887891,40.4297838,"CASTELLANA, PASEO, DE LA, 22"
4.22,"443107,2200000000","4475105,5200000000",1,SALAMANCA,GOYA,127,Taxi,Línea,3,"15,00",-3.6706767,40.4246378,"GOYA, CALLE, DE, 127"
4.23,"442754,1400000000","4475111,0700000000",42661,SALAMANCA,GOYA,76,Taxi,Línea,4,"26,00",-3.6748392,40.4246636,"GOYA, CALLE, DE, 76"
4.25,"441648,8000000000","4476052,7400000000",37918,SALAMANCA,CASTELLANA,40,Taxi,Línea,6,"30,00",-3.687955,40.4330698,"CASTELLANA, PASEO, DE LA, 40"
04.25.1,"441642,4100000000","4476015,9000000000",40973,SALAMANCA,CASTELLANA,38,Taxi,Línea,5,"20,00",-3.688027,40.4327375,"CASTELLANA, PASEO, DE LA, 38"
4.27,"443795,3000000000","4475830,2500000000",35564,SALAMANCA,GUINDALERA,237,Taxi,Línea,8,"40,10",-3.6626299,40.4312133,"ALCALA, CALLE, DE, 237"
04.27.1,"443851,8200000000","4475886,8600000000",35566,SALAMANCA,GUINDALERA,237,Taxi,Línea,28,"140,60",-3.6619686,40.4317271,"ALCALA, CALLE, DE, 237"
4.29,"441521,2800000000","4475329,4900000000",40446,SALAMANCA,RECOLETOS,2,Taxi,Línea,1,"5,00",-3.6893918,40.4265455,"HERMOSILLA, CALLE, DE, 2"
4.35,"443736,6100000000","4476637,3900000000",37084,SALAMANCA,GUINDALERA,51,Taxi,Batería,3,"7,10",-3.6633933,40.4384805,"BRUSELAS, AVENIDA, DE, 51"
4.36,"443682,8800000000","4476305,2000000000",42094,SALAMANCA,GUINDALERA,1,Taxi,Línea,3,"18,30",-3.6639973,40.4354843,"BIARRITZ, CALLE, DE, 1"
4.37,"443099,4800000000","4475238,5300000000",35724,SALAMANCA,GOYA,19,Taxi,Línea,3,"15,00",-3.6707799,40.4258355,"FUENTE DEL BERRO, CALLE, DE LA, 19"
4.43,"441978,8100000000","4474861,4200000000",37592,SALAMANCA,RECOLETOS,25,Taxi,Línea,5,"25,30",-3.6839558,40.4223609,"VILLANUEVA, CALLE, DE, 25"
4.44,"442963,0900000000","4476593,2200000000",36714,SALAMANCA,GUINDALERA,83,Taxi,Línea,3,"15,10",-3.6725092,40.4380299,"CARTAGENA, CALLE, DE, 83"
4.46,"443005,0200000000","4474840,8000000000",36907,SALAMANCA,GOYA,56,Taxi,Línea,2,"10,90",-3.6718577,40.4222461,"DUQUE DE SESTO, CALLE, DEL, 56"
4.5,"443556,2200000000","4476977,1600000000",40687,SALAMANCA,GUINDALERA,S/N,Taxi,Línea,5,"25,00",-3.6655503,40.4415291,"AMERICA, AVENIDA, DE, S/N"
4.52,"441496,4300000000","4475309,0700000000",42021,SALAMANCA,RECOLETOS,2,Taxi,Línea,7,"35,00",-3.6896829,40.4263598,"CASTELLANA, PASEO, DE LA, 2"
4.53,"442948,5500000000","4476695,8900000000",42023,SALAMANCA,GUINDALERA,32,Taxi,Línea,2,"10,00",-3.6726898,40.4389538,"AMERICA, AVENIDA, DE, 32"
4.55,"442691,4700000000","4476616,9200000000",42006,SALAMANCA,GUINDALERA,10,Taxi,Línea,5,"25,30",-3.6757137,40.4382247,"AMERICA, AVENIDA, DE, 10"
4.56,"442690,0600000000","4476088,8800000000",42201,SALAMANCA,LISTA,52,Taxi,Línea,3,"15,00",-3.6756827,40.4334678,"MALDONADO, CALLE, DE, 52"
4.57,"441753,5000000000","4475946,0000000000",42019,SALAMANCA,CASTELLANA,88,Taxi,Línea,4,"20,00",-3.6867109,40.4321156,"SERRANO, CALLE, DE, 88"
4.59,"441703,1000000000","4475513,1200000000",42018,SALAMANCA,RECOLETOS,54,Taxi,Línea,7,"34,00",-3.6872654,40.4282125,"SERRANO, CALLE, DE, 54"
4.6,"441680,4600000000","4475360,5500000000",42018,SALAMANCA,RECOLETOS,44,Taxi,Línea,8,"36,00",-3.6875183,40.4268365,"SERRANO, CALLE, DE, 44"
4.61,"441664,6900000000","4475255,6100000000",42018,SALAMANCA,RECOLETOS,38,Taxi,Línea,7,"35,00",-3.6876945,40.42589,"SERRANO, CALLE, DE, 38"
4.63,"441587,7300000000","4474690,3600000000",42018,SALAMANCA,RECOLETOS,2,Taxi,Línea,5,"25,00",-3.6885498,40.4207925,"SERRANO, CALLE, DE, 2"
4.64,"441732,3100000000","4475707,3600000000",42299,SALAMANCA,CASTELLANA,70,Taxi,Línea,11,"60,00",-3.6869388,40.4299643,"SERRANO, CALLE, DE, 70"
4.65,"442749,7900000000","4475130,6300000000",42661,SALAMANCA,GOYA,91,Taxi,Línea,3,"13,90",-3.6748923,40.4248395,"GOYA, CALLE, DE, 91"
4.66,"441595,4300000000","4476422,3500000000",43057,SALAMANCA,CASTELLANA,4,Taxi,Línea,3,"15,00",-3.6886182,40.4363957,"LOPEZ DE HOYOS, CALLE, DE, 4"
4.67,"442104,7800000000","4475176,6400000000",43288,SALAMANCA,RECOLETOS,45,Taxi,Línea,3,"15,00",-3.6824996,40.4252093,"GOYA, CALLE, DE, 45"
5.01,"441663,4800000000","4477933,2100000000",1,CHAMARTÍN,ELVISO,15,Taxi,Línea,6,"31,10",-3.6879546,40.450011,"LA HABANA, PASEO, DE, 15"
5.03,"442232,8600000000","4478160,2900000000",1,CHAMARTÍN,HISPANOAMÉRICA,199,Taxi,Línea,4,"25,10",-3.6812611,40.4520964,"SERRANO, CALLE, DE, 199"
5.04,"441480,5100000000","4478118,1300000000",38133,CHAMARTÍN,ELVISO,138,Taxi,Línea,3,"22,00",-3.6901293,40.451664,"CASTELLANA, PASEO, DE LA, 138"
5.05,"441799,5700000000","4478111,9000000000",38383,CHAMARTÍN,ELVISO,1,Taxi,Línea,4,"20,02",-3.6863662,40.4516302,"SAGRADOS CORAZONES, PLAZA, DE LOS, 1"
05.05.1,"441776,3500000000","4478126,7700000000",38383,CHAMARTÍN,ELVISO,16,Taxi,Línea,5,"24,20",-3.6866414,40.4517626,"CONCHA ESPINA, AVENIDA, DE, 16"
5.06,"441672,3400000000","4479113,9300000000",40360,CHAMARTÍN,NUEVAESPAÑA,29,Taxi,Línea,2,"10,00",-3.6879586,40.4606481,"DOCTOR FLEMING, CALLE, DEL, 29"
05.06.1,"441657,2600000000","4479102,1100000000",42018,CHAMARTÍN,NUEVAESPAÑA,7,Taxi,Batería,4,"8,60",-3.6881354,40.4605405,"JUAN HURTADO DE MENDOZA, CALLE, DE, 7"
5.07,"443210,9600000000","4477114,8800000000",36627,CHAMARTÍN,PROSPERIDAD,26,Taxi,Línea,5,"23,30",-3.6696334,40.4427462,"CLARA DEL REY, CALLE, DE, 26"
5.08,"442451,6300000000","4476946,1500000000",40800,CHAMARTÍN,PROSPERIDAD,122,Taxi,Línea,2,"24,50",-3.6785713,40.441174,"PRINCIPE DE VERGARA, CALLE, DEL, 122"
5.15,"441860,3400000000","4478842,0100000000",41983,CHAMARTÍN,HISPANOAMÉRICA,23,Taxi,Línea,3,"15,00",-3.6857165,40.4582117,"PADRE DAMIAN, CALLE, DEL, 23"
5.16,"442591,9400000000","4478857,2000000000",1,CHAMARTÍN,HISPANOAMÉRICA,1,Taxi,Línea,4,"21,00",-3.6770897,40.4583994,"REPUBLICA DOMINICANA, PLAZA, DE LA, 1"
5.17,"443022,0400000000","4478665,1700000000",37760,CHAMARTÍN,HISPANOAMÉRICA,37,Taxi,Línea,4,"20,00",-3.6720001,40.4566991,"VICTOR DE LA SERNA, CALLE, DE, 37"
5.18,"442396,9900000000","4478345,0700000000",37073,CHAMARTÍN,HISPANOAMÉRICA,211,Taxi,Línea,4,"20,00",-3.6793424,40.4537724,"SERRANO, CALLE, DE, 211"
5.19,"441926,2900000000","4480246,3100000000",1,CHAMARTÍN,CASTILLA,27,Taxi,Línea,5,"25,00",-3.6850672,40.4708668,"AGUSTIN DE FOXA, CALLE, DE, 27"
5.22,"441518,5600000000","4478585,8100000000",38385,CHAMARTÍN,HISPANOAMÉRICA,152,Taxi,Línea,3,"5,40",-3.6897236,40.4558797,"CASTELLANA, PASEO, DE LA, 152"
05.22.1,"441517,5300000000","4478571,9200000000",38385,CHAMARTÍN,HISPANOAMÉRICA,150,Taxi,Línea,2,"13,10",-3.6897345,40.4557545,"CASTELLANA, PASEO, DE LA, 150"
5.23,"443183,5500000000","4479388,1700000000",42156,CHAMARTÍN,NUEVAESPAÑA,23,Taxi,Línea,11,"52,80",-3.67016,40.4632232,"DRACENA, CALLE, DE LA, 23"
5.25,"442186,1400000000","4480392,1300000000",37251,CHAMARTÍN,CASTILLA,S/N,Taxi,Línea,45,"225,00",-3.6820154,40.4721985,"HIEDRA, CALLE, DE LA, S/N"
5.26,"441420,7400000000","4477458,5900000000",42033,CHAMARTÍN,ELVISO,108,Taxi,Línea,8,"40,00",-3.6907732,40.4457183,"CASTELLANA, PASEO, DE LA, 108"
05.28.1,"442193,8100000000","4478573,9500000000",36852,CHAMARTÍN,HISPANOAMÉRICA,73,Taxi,Línea,3,"12,50",-3.6817593,40.4558201,"LA HABANA, PASEO, DE, 73"
5.29,"443514,9700000000","4477246,6900000000",42018,CHAMARTÍN,PROSPERIDAD,26,Taxi,Batería,7,"21,00",-3.6660606,40.4439543,"SANTA HORTENSIA, CALLE, DE, 26"
5.31,"442996,3200000000","4479836,3200000000",36728,CHAMARTÍN,CASTILLA,8,Taxi,Línea,3,"14,90",-3.6724086,40.4672476,"JOSE BARDASANO BAOS, CALLE, DE, 8"
5.32,"442647,4100000000","4477777,2900000000",41942,CHAMARTÍN,CIUDADJARDÍN,2,Taxi,Línea,6,"30,00",-3.676338,40.4486749,"PRADILLO, CALLE, DE, 2"
5.36,"442288,7700000000","4476906,4900000000",1,CHAMARTÍN,ELVISO,4,Taxi,Línea,3,"13,90",-3.6804879,40.4408055,"LOPEZ DE HOYOS, GLORIETA, DE, 4"
5.37,"443293,9200000000","4477904,7500000000",41942,CHAMARTÍN,CIUDADJARDÍN,60,Taxi,Línea,5,"28,00",-3.6687258,40.4498674,"PRADILLO, CALLE, DE, 60"
5.39,"441664,1600000000","4479911,0700000000",35586,CHAMARTÍN,CASTILLA,5,Taxi,Línea,4,"21,00",-3.6881284,40.4678285,"AGUSTIN DE FOXA, CALLE, DE, 5"
5.42,"442714,2400000000","4480550,3200000000",36902,CHAMARTÍN,CASTILLA,12,Taxi,Línea,5,"24,94",-3.6758002,40.4736602,"BURGOS, AVENIDA, DE, 12"
5.44,"442591,4100000000","4478749,6600000000",37186,CHAMARTÍN,HISPANOAMÉRICA,267,Taxi,Línea,4,"22,40",-3.6770862,40.4574305,"PRINCIPE DE VERGARA, CALLE, DEL, 267"
5.46,"443238,2300000000","4476899,3500000000",38630,CHAMARTÍN,PROSPERIDAD,43,Taxi,Línea,4,"20,00",-3.6692926,40.4408065,"AMERICA, AVENIDA, DE, 43"
5.47,"442598,0300000000","4476602,0600000000",42006,CHAMARTÍN,PROSPERIDAD,9 A,Taxi,Línea,22,"85,50",-3.676814,40.4380844,"AMERICA, AVENIDA, DE, 9 A"
05.47.1,"442641,5100000000","4476638,3000000000",42006,CHAMARTÍN,PROSPERIDAD,13,Taxi,Línea,3,"16,00",-3.6763047,40.4384139,"AMERICA, AVENIDA, DE, 13"
5.48,"441609,9800000000","4479765,4400000000",40274,CHAMARTÍN,CASTILLA,8,Taxi,Línea,3,"15,00",-3.688754,40.4665128,"CASTILLA, PLAZA, DE, 8"
5.49,"441851,3000000000","4480877,9200000000",40703,CHAMARTÍN,CASTILLA,Fte 1,Taxi,Batería,5,"15,00",-3.6860097,40.4765514,"MANUEL CALDEIRO, CALLE, DE, Fte 1"
5.5,"441557,1600000000","4479645,0500000000",40147,CHAMARTÍN,NUEVAESPAÑA,9,Taxi,Línea,6,"33,00",-3.689366,40.4654245,"CASTILLA, PLAZA, DE, 9"
5.51,"443677,5300000000","4478565,6200000000",41173,CHAMARTÍN,HISPANOAMÉRICA,31,Taxi,Línea,3,"15,00",-3.6642608,40.4558469,"EUCALIPTO, CALLE, DEL, 31"
5.52,"441578,6700000000","4479312,6300000000",41348,CHAMARTÍN,NUEVAESPAÑA,200,Taxi,Línea,4,"19,60",-3.6890817,40.4624314,"CASTELLANA, PASEO, DE LA, 200"
5.53,"442488,2900000000","4477651,4500000000",41348,CHAMARTÍN,ELVISO,187,Taxi,Línea,4,"20,00",-3.6782029,40.4475302,"PRINCIPE DE VERGARA, CALLE, DEL, 187"
5.54,"441830,3000000000","4478898,2500000000",1,CHAMARTÍN,HISPANOAMÉRICA,12 B,Taxi,Línea,8,"40,40",-3.6860759,40.4587162,"ALBERTO ALCOCER, AVENIDA, DE, 12 B"
5.55,"442762,4800000000","4477246,8600000000",42262,CHAMARTÍN,CIUDADJARDÍN,S/N,Taxi,Línea,4,"20,50",-3.6749333,40.4439044,"SUERO DE QUIÑONES, CALLE, DE, S/N"
6.05,"441502,2700000000","4479718,3900000000",40227,TETUÁN,ALMENARA,379,Taxi,Línea,5,"25,10",-3.6900201,40.4660813,"BRAVO MURILLO, CALLE, DE, 379"
6.06,"441349,8700000000","4477652,2000000000",36105,TETUÁN,CUATROCAMINOS,69,Taxi,Línea,10,"50,80",-3.6916268,40.4474575,"CASTELLANA, PASEO, DE LA, 69"
06.06.1,"441353,7200000000","4477698,4900000000",42033,TETUÁN,CUATROCAMINOS,S/N,Taxi,Línea,10,"59,00",-3.6915857,40.4478747,"CASTELLANA, PASEO, DE LA, S/N"
6.07,"440796,6500000000","4478011,1200000000",1,TETUÁN,CUATROCAMINOS,38,Taxi,Línea,7,"35,00",-3.6981836,40.4506515,"AVIADOR ZORITA, CALLE, DEL, 38"
6.09,"441339,3900000000","4479170,9200000000",1,TETUÁN,CASTILLEJOS,46,Taxi,Línea,12,"60,00",-3.6918907,40.461138,"POETA JOAN MARAGALL, CALLE, DEL, 46"
6.1,"441226,8300000000","4477617,6300000000",40077,TETUÁN,CUATROCAMINOS,73,Taxi,Línea,15,"75,00",-3.6930744,40.4471373,"CASTELLANA, PASEO, DE LA, 73"
6.11,"441114,1700000000","4478886,4300000000",1,TETUÁN,CASTILLEJOS,69,Taxi,Línea,3,"15,00",-3.6945205,40.4585593,"ORENSE, CALLE, DE, 69"
6.12,"441108,8700000000","4478060,3700000000",42797,TETUÁN,CUATROCAMINOS,8,Taxi,Línea,4,"19,00",-3.6945064,40.4511174,"CARLOS TRIAS BERTRAN, PLAZA, DE, 8"
6.13,"441021,4600000000","4477730,0700000000",40360,TETUÁN,CUATROCAMINOS,11,Taxi,Línea,2,"10,00",-3.6955065,40.4481357,"ORENSE, CALLE, DE, 11"
06.13.1,"441022,8400000000","4477750,0200000000",40360,TETUÁN,CUATROCAMINOS,11,Taxi,Línea,4,"20,00",-3.6954921,40.4483155,"ORENSE, CALLE, DE, 11"
06.13.2,"441024,4100000000","4477770,7600000000",42032,TETUÁN,CUATROCAMINOS,13,Taxi,Línea,4,"20,00",-3.6954755,40.4485025,"ORENSE, CALLE, DE, 13"
6.15,"441125,5300000000","4478514,1600000000",1,TETUÁN,CUATROCAMINOS,5,Taxi,Batería,4,"10,00",-3.694352,40.4552065,"PEDRO TEIXEIRA, CALLE, DE, 5"
6.16,"441383,5000000000","4478062,4900000000",42040,TETUÁN,CUATROCAMINOS,S/N,Taxi,Línea,9,"40,00",-3.6912681,40.4511559,"CASTELLANA, PASEO, DE LA, S/N"
6.17,"441335,0700000000","4478162,4000000000",40360,TETUÁN,CUATROCAMINOS,S/N,Taxi,Línea,9,"47,80",-3.6918484,40.4520525,"GENERAL PERON, AVENIDA, DEL, S/N"
06.17.1,"441287,6800000000","4478166,2900000000",41054,TETUÁN,CUATROCAMINOS,S/N,Taxi,Línea,6,"31,10",-3.6924076,40.4520842,"GENERAL PERON, AVENIDA, DEL, S/N"
06.17.2,"441258,1600000000","4478168,7800000000",42032,TETUÁN,CUATROCAMINOS,S/N,Taxi,Línea,2,"13,20",-3.692756,40.4521046,"GENERAL PERON, AVENIDA, DEL, S/N"
06.17.3,"441200,8000000000","4478173,4300000000",42033,TETUÁN,CUATROCAMINOS,36,Taxi,Línea,7,"36,40",-3.6934328,40.4521424,"GENERAL PERON, AVENIDA, DEL, 36"
6.19,"439933,0400000000","4478276,5500000000",35543,TETUÁN,BELLASVISTAS,69,Taxi,Línea,3,"12,20",-3.7083925,40.4529807,"JERONIMA LLORENTE, CALLE, DE, 69"
6.24,"440784,2100000000","4478826,7300000000",41719,TETUÁN,CASTILLEJOS,21,Taxi,Línea,2,"8,60",-3.6984063,40.457998,"HUESCA, CALLE, DE, 21"
6.26,"441048,0000000000","4478065,4000000000",42032,TETUÁN,CUATROCAMINOS,25,Taxi,Línea,2,"11,20",-3.6952247,40.4511584,"ORENSE, CALLE, DE, 25"
06.26.1,"441049,3400000000","4478081,0000000000",42032,TETUÁN,CUATROCAMINOS,25,Taxi,Línea,4,"20,00",-3.6952103,40.451299,"ORENSE, CALLE, DE, 25"
6.3,"441006,9600000000","4477585,6400000000",42040,TETUÁN,CUATROCAMINOS,1,Taxi,Línea,5,"25,10",-3.695664,40.4468336,"ORENSE, CALLE, DE, 1"
6.31,"439836,0000000000","4477889,8400000000",42033,TETUÁN,BELLASVISTAS,68,Taxi,Línea,1,"5,12",-3.7095002,40.44949,"ALMANSA, CALLE, DE, 68"
6.32,"441368,8100000000","4479571,6600000000",39218,TETUÁN,CASTILLEJOS,59,Taxi,Batería,3,"7,80",-3.6915807,40.4647501,"POETA JOAN MARAGALL, CALLE, DEL, 59"
6.34,"441436,0700000000","4478912,1300000000",41061,TETUÁN,CASTILLEJOS,133,Taxi,Batería,6,"17,50",-3.6907266,40.4588135,"CASTELLANA, PASEO, DE LA, 133"
6.35,"441368,8300000000","4477882,9400000000",42040,TETUÁN,CUATROCAMINOS,S/N,Taxi,Línea,10,"44,10",-3.6914245,40.4495374,"CASTELLANA, PASEO, DE LA, S/N"
6.36,"441050,6300000000","4477845,4300000000",42033,TETUÁN,CUATROCAMINOS,12,Taxi,Línea,5,"23,70",-3.6951732,40.449177,"ORENSE, CALLE, DE, 12"
6.37,"441149,3900000000","4479034,8500000000",42041,TETUÁN,CASTILLEJOS,60,Taxi,Batería,5,"12,50",-3.6941189,40.4598988,"ORENSE, CALLE, DE, 60"
6.38,"441145,8400000000","4479349,4300000000",44180,TETUÁN,CASTILLEJOS,88,Taxi,Batería,4,"10,00",-3.69419,40.4627324,"INFANTA MERCEDES, CALLE, DE LA, 88"
7.02,"439887,7400000000","4476694,8700000000",1,CHAMBERÍ,ARAPILES,15,Taxi,Línea,4,"20,00",-3.708777,40.438729,"CEA BERMUDEZ, CALLE, DE, 15"
7.03,"440402,1100000000","4475663,2400000000",40360,CHAMBERÍ,TRAFALGAR,109,Taxi,Línea,3,"15,00",-3.7026158,40.4294726,"FUENCARRAL, CALLE, DE, 109"
7.06,"440943,1600000000","4476511,4700000000",1,CHAMBERÍ,ALMAGRO,14,Taxi,Línea,3,"15,10",-3.6963165,40.4371525,"MODESTO LAFUENTE, CALLE, DE, 14"
07.06.1,"440944,4300000000","4476532,8900000000",40970,CHAMBERÍ,ALMAGRO,16 B,Taxi,Línea,4,"18,80",-3.6963035,40.4373455,"MODESTO LAFUENTE, CALLE, DE, 16 B"
7.09,"440767,8700000000","4476202,0000000000",1,CHAMBERÍ,ALMAGRO,54,Taxi,Línea,4,"20,00",-3.6983543,40.4343521,"SANTA ENGRACIA, CALLE, DE, 54"
7.1,"441429,8100000000","4476496,1400000000",38621,CHAMBERÍ,ALMAGRO,51,Taxi,Línea,5,"25,00",-3.6905776,40.4370488,"CASTELLANA, PASEO, DE LA, 51"
07.10.1,"441446,6500000000","4476463,9800000000",1,CHAMBERÍ,ALMAGRO,51,Taxi,Línea,8,"40,10",-3.6903761,40.4367602,"CASTELLANA, PASEO, DE LA, 51"
7.12,"440324,8200000000","4475911,7900000000",39085,CHAMBERÍ,TRAFALGAR,131,Taxi,Línea,3,"16,50",-3.7035503,40.4317061,"FUENCARRAL, CALLE, DE, 131"
7.15,"440257,6600000000","4476414,7700000000",38322,CHAMBERÍ,ARAPILES,27,Taxi,Línea,2,"14,61",-3.7043893,40.4362324,"BRAVO MURILLO, CALLE, DE, 27"
7.16,"439495,4700000000","4476722,5700000000",42037,CHAMBERÍ,GAZTAMBIDE,45,Taxi,Línea,2,"12,41",-3.7134045,40.4389501,"CEA BERMUDEZ, CALLE, DE, 45"
7.17,"439589,6500000000","4477504,8100000000",1,CHAMBERÍ,VALLEHERMOSO,139,Taxi,Línea,5,"25,00",-3.7123685,40.4460037,"GUZMAN EL BUENO, CALLE, DE, 139"
7.2,"439396,0500000000","4477467,1100000000",37778,CHAMBERÍ,VALLEHERMOSO,57,Taxi,Línea,4,"18,40",-3.7146477,40.44565,"REINA VICTORIA, AVENIDA, DE LA, 57"
7.23,"440874,0700000000","4477036,2200000000",36004,CHAMBERÍ,RÍOSROSAS,45,Taxi,Línea,4,"22,22",-3.6971799,40.4418747,"RIOS ROSAS, CALLE, DE, 45"
07.23.1,"440903,3500000000","4477034,1100000000",42040,CHAMBERÍ,RÍOSROSAS,49,Taxi,Línea,4,"23,00",-3.6968345,40.4418578,"RIOS ROSAS, CALLE, DE, 49"
7.24,"440250,4000000000","4476181,7000000000",1,CHAMBERÍ,ARAPILES,1,Taxi,Línea,3,"15,00",-3.704453,40.4341323,"BRAVO MURILLO, CALLE, DE, 1"
7.31,"440036,3600000000","4475849,1600000000",35563,CHAMBERÍ,ARAPILES,14,Taxi,Línea,3,"15,00",-3.706945,40.4311212,"CONDE DEL VALLE DE SUCHIL, PLAZA, DEL, 14"
7.32,"440872,1600000000","4475881,6100000000",35165,CHAMBERÍ,ALMAGRO,32,Taxi,Línea,5,"26,50",-3.697095,40.4314733,"SANTA ENGRACIA, CALLE, DE, 32"
7.33,"440165,0400000000","4475703,8100000000",35735,CHAMBERÍ,TRAFALGAR,4,Taxi,Línea,4,"22,20",-3.7054143,40.4298211,"RUIZ JIMENEZ, GLORIETA, DE, 4"
7.34,"439979,5300000000","4475846,8300000000",35563,CHAMBERÍ,ARAPILES,7,Taxi,Línea,3,"16,70",-3.7076147,40.4310961,"CONDE DEL VALLE DE SUCHIL, PLAZA, DEL, 7"
7.39,"441181,7400000000","4475817,4700000000",36004,CHAMBERÍ,ALMAGRO,36,Taxi,Línea,3,"15,00",-3.6934395,40.4309175,"ZURBANO, CALLE, DE, 36"
7.4,"441204,1600000000","4475914,6100000000",40492,CHAMBERÍ,ALMAGRO,17,Taxi,Línea,3,"17,60",-3.6931841,40.4317942,"GENERAL ARRANDO, CALLE, DEL, 17"
