ID,Gis_X,Gis_Y,FechadeAlta,Distrito,SameAs_Wikidata_Distrito,Barrio,SameAs_Wikidata_Barrio,NFinca,TipodeReserva,SameAs_Wikidata_TipodeReserva,NumerodePlazas,Longitud,Latitud,Direccion
101,"443212,16","4474936,49",41813,Salamanca,https://wikidata.org/entity/Q1773521,Goya,https://wikidata.org/entity/Q3814578,131,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.694.246,404.231.223,"JORGE JUAN, CALLE, DE, 131"
102,"441967,18","4474727,67",41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,95,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.840.806,404.211.552,"ALCALA, CALLE, DE, 95"
103,"441766,91","4475752,49",41813,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,4,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.865.351,404.303.733,"JOSE ORTEGA Y GASSET, CALLE, DE, 4"
104,"441505,58","4475354,07",41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,4,BiciMAD,https://wikidata.org/entity/Q17402113,21,-36.895.792,404.267.658,"CASTELLANA, PASEO, DE LA, 4"
105,"441684,37","4475386,27",41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,46,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.874.745,404.270.684,"SERRANO, CALLE, DE, 46"
106,"441647,49","4475141,87",41782,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,32,BiciMAD,https://wikidata.org/entity/Q17402113,18,-36.878.868,404.248.642,"SERRANO, CALLE, DE, 32"
106.1,"441649,86","4475157,87",41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,34,BiciMAD,https://wikidata.org/entity/Q17402113,18,-36.878.604,404.250.085,"SERRANO, CALLE, DE, 34"
107,"441599,07","4474779,37",41813,Salamanca,https://wikidata.org/entity/Q1773521,Recoletos,https://wikidata.org/entity/Q3814551,8,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.884.243,404.215.952,"SERRANO, CALLE, DE, 8"
108,"443111,6","4475416,83",41813,Salamanca,https://wikidata.org/entity/Q1773521,Goya,https://wikidata.org/entity/Q3814578,2,BiciMAD,https://wikidata.org/entity/Q17402113,27,-3.670.653,404.274.425,"MARTIRES CONCEPCIONISTAS, CALLE, DE LAS, 2"
109,"442191,64","4475721,98",41813,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,32,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.815.253,404.301.281,"JOSE ORTEGA Y GASSET, CALLE, DE, 32"
110,"438921,15","4476262,7",41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.201.316,404.347.654,"MORET, PASEO, DE, S/N"
111,"439144,16","4476128,65",41813,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,8,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.174.896,404.335.742,"ARCIPRESTE DE HITA, CALLE, DEL, 8"
111.1,"439120,04","4476174,12",41813,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,12,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.177.783,40.433.982,"ARCIPRESTE DE HITA, CALLE, DEL, 12"
112,"438517,07","4476028,6",41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,11,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.248.727,404.326.267,"MORET, PASEO, DE, 11"
113,"438865,35","4475484,09",41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441,38,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.207.145,404.277.472,"PINTOR ROSALES, PASEO, DEL, frente 38"
114,"439145,29","4475490,01",41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,13,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.174.151,404.278.211,"QUINTANA, CALLE, DE, 13"
115,"439181,48","4475218,76",41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.169.626,404.253.802,"MARQUES DE CERRALBO, PLAZA, DEL, S/N"
116,"439621,73",4475069,41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.117.588,404.240.632,"ESPAÑA, PLAZA, DE, S/N"
116.1,"439614,47","4475083,02",41813,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.118.457,404.241.889,"ESPAÑA, PLAZA, DE, S/N"
117,"439020,83","4475833,31",41816,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Argüelles,https://wikidata.org/entity/Q64874,24,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.189.152,404.309.046,"ALTAMIRANO, CALLE, DE, 24"
118,"441605,64","4472470,47",41813,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,16,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.688.135,404.007.959,"JUAN MARTIN EL EMPECINADO, CALLE, DE, 16"
119,"441738,36","4472542,79",41813,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594,7,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.865.777,404.014.567,"MENDEZ ALVARO, CALLE, DE, 7"
120,"441043,78","4472723,55",41813,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,27,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.947.791,404.030.362,"PALOS DE LA FRONTERA, CALLE, DE, frente 27"
121,"440718,1","4472592,85",41813,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,58,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.986.046,404.018.356,"SANTA MARIA DE LA CABEZA, PASEO, DE, 58"
122,"440941,06","4475664,68",41813,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,16,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.962.626,40.429.524,"SANTA ENGRACIA, CALLE, DE, 16"
123,"439482,59","4475800,04",41813,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,2,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.134.685,404.306.386,"GUZMAN EL BUENO, CALLE, DE, 2"
124,"440683,01","4475810,28",42186,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027,18,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.993.182,404.308.173,"MANUEL SILVELA, CALLE, DE, 18"
125,"441067,49","4476306,28",42186,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,29,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.948.316,404.353.128,"FERNANDEZ DE LA HOZ, CALLE, DE, 29"
126,"440480,69","4476228,15",42186,Chamberí,https://wikidata.org/entity/Q1763370,Trafalgar,https://wikidata.org/entity/Q10384027,4,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.017.424,404.345.672,"GENERAL ALVAREZ DE CASTRO, CALLE, DEL, 4"
127,"439915,53","4476159,21",42186,Chamberí,https://wikidata.org/entity/Q1763370,Arapiles,https://wikidata.org/entity/Q10856744,19,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.083.987,404.339.055,"FERNANDO EL CATOLICO, CALLE, DE, 19"
128,"439313,53","4476733,24",42186,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,59,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.155.506,404.390.329,"CEA BERMUDEZ, CALLE, DE, 59"
128.1,"439301,59","4476734,02",43539,Chamberí,https://wikidata.org/entity/Q1763370,Gaztambide,https://wikidata.org/entity/Q10288587,59,BiciMAD,https://wikidata.org/entity/Q17402113,3,-37.156.915,404.390.391,"CEA BERMUDEZ, CALLE, DE, 59"
129,"440777,63","4476658,85",42186,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,33,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.982.818,404.384.684,"JOSE ABASCAL, CALLE, DE, 33"
130,"440489,99","4477022,03",42907,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,129,BiciMAD,https://wikidata.org/entity/Q17402113,20,-37.017.071,404.417.195,"SANTA ENGRACIA, CALLE, DE, 129"
131,"440293,7","4477027,45",42186,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,44,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.704.022,404.417.543,"BRAVO MURILLO, CALLE, DE, 44"
132,"440334,34","4477541,61",42186,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,168,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.035.911,404.463.889,"SANTA ENGRACIA, CALLE, DE, 168"
133,"440637,08","4477625,61",42186,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,3,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.000.292,404.471.673,"DULCINEA, CALLE, DE, 3"
134,"441017,45","4477274,01",42186,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,58,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.955.114,40.444.027,"MARIA DE GUZMAN, CALLE, DE, 58"
135,"441237,54","4476990,04",42095,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.928.901,404.414.845,"SAN JUAN DE LA CRUZ, PLAZA, DE, S/N"
136,"441417,02","4477410,33",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,106,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.908.127,404.452.833,"CASTELLANA, PASEO, DE LA, 106"
137,"441885,33","4477430,27",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,6,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.852.925,404.454.958,"REPUBLICA ARGENTINA, PLAZA, DE LA, 6"
138,"441352,15","4477455,81",42186,Chamberí,https://wikidata.org/entity/Q1763370,Ríos Rosas,https://wikidata.org/entity/Q10366270,108,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.915.818,404.456.884,"CASTELLANA, PASEO, DE LA, frente 108"
139,"441442,67","4476752,13",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.904.495,404.393.558,"JOSE GUTIERREZ ABASCAL, CALLE, DE, S/N"
140,"442081,95","4476666,37",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,134,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.829.045,40.438.628,"VELAZQUEZ, CALLE, DE, 134"
140.1,"442081,16","4476654,37",44007,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,134,BiciMAD,https://wikidata.org/entity/Q17402113,3,-36.829.127,404.385.198,"VELAZQUEZ, CALLE, DE, 134"
141,"441537,59","4476315,08",42186,Chamberí,https://wikidata.org/entity/Q1763370,Almagro,https://wikidata.org/entity/Q10954432,43,BiciMAD,https://wikidata.org/entity/Q17402113,12,-36.892.902,404.354.253,"CASTELLANA, PASEO, DE LA, 43"
142,"441641,97","4476103,45",42186,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.880.402,404.335.262,"CASTELLANA, PASEO, DE LA, S/N"
143,"442474,52","4476217,99",42186,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,54,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.782.355,40.434.616,"DIEGO DE LEON, CALLE, DE, 54"
144,"442707,74","4475961,24",42175,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,50,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.754.628,404.323.192,"JUAN BRAVO, CALLE, DE, 50"
145,"443050,11","4475675,85",42186,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,87,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.671.401,404.297.717,"JOSE ORTEGA Y GASSET, CALLE, DE, 87"
146,"442435,7","4477286,68",42175,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,1,BiciMAD,https://wikidata.org/entity/Q17402113,18,-367.879,404.442.406,"MARIA FRANCISCA, CALLE, DE, 1"
147,"442372,1","4477741,71",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,45,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.795.811,404.483.353,"DOCTOR ARCE, AVENIDA, DEL, 45"
148,"442194,78","4478041,13",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,210,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.816.993,404.510.203,"SERRANO, CALLE, DE, 210"
149,"441672,11","4477914,69",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,42,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.878.512,404.498.448,"LA HABANA, PASEO, DE, 42"
150,"441443,38","4477835,19",42186,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.690.541,404.491.125,"CASTELLANA, PASEO, DE LA, S/N"
151,"441047,89","4477810,45",42186,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,10,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.952.023,404.488.617,"ORENSE, CALLE, DE, 10"
152,"440733,5","4478240,82",42186,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,4,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.989.497,404.527.163,"GENERAL PERON, AVENIDA, DEL, frente 4"
153,"441230,1","4478196,25",42186,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,36,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.930.894,4.045.235,"GENERAL PERON, AVENIDA, DEL, frente 36"
154,"441097,89","4478466,69",42186,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,36,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.946.736,404.547.769,"ORENSE, CALLE, DE, 36"
155,"440575,2","4478749,38",42186,Tetuán,https://wikidata.org/entity/Q1773540,Cuatro Caminos,https://wikidata.org/entity/Q5824684,55,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.700.864,404.572.863,"SAN GERMÁN, CALLE, DE, 55"
156,"441385,88","4478959,93",42186,Tetuán,https://wikidata.org/entity/Q1773540,Castillejos,https://wikidata.org/entity/Q11913212,2,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.913.229,404.592.406,"SOR ANGELA DE LA CRUZ, CALLE, DE, 2"
157,"441554,84","4478963,2",42186,Chamartín,https://wikidata.org/entity/Q1766348,Nueva España,https://wikidata.org/entity/Q10338128,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.893.305,40.459.282,"CASTELLANA, PASEO, DE LA, S/N"
158,"441946,46","4478886,67",42186,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,22,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.847.049,4.045.862,"ALBERTO ALCOCER, AVENIDA, DE, 22 A"
159,"442024,96","4478401,51",42186,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,63,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.837.348,404.542.549,"LA HABANA, PASEO, DE, 63"
160,"442630,95","4478723,71",42186,Chamartín,https://wikidata.org/entity/Q1766348,Hispanoamérica,https://wikidata.org/entity/Q3814573,7,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.766.176,404.571.995,"COLOMBIA, CALLE, DE, 7"
161,"438745,93","4474862,31",42186,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441,8,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.220.624,404.221.372,"FLORIDA, PASEO, DE LA, 8"
161.1,"438754,04","4474853,3",43355,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,Casa de Campo,https://wikidata.org/entity/Q16302441,6,BiciMAD,https://wikidata.org/entity/Q17402113,3,-37.219.659,404.220.566,"FLORIDA, PASEO, DE LA, 6"
162,"439688,47","4472787,76",42186,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,28,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.107.559,404.035.176,"OLMOS, PASEO, DE LOS, 28"
163,"440055,04","4472797,85",42186,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,1,BiciMAD,https://wikidata.org/entity/Q17402113,21,-37.064.372,404.036.349,"ESPERANZA, PASEO, DE LA, 0,0833333333333333"
164,"441063,58","4472068,5",42186,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,94,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.944.851,403.971.366,"DELICIAS, PASEO, DE LAS, 94"
165,"440794,37","4471598,57",43718,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,49,BiciMAD,https://wikidata.org/entity/Q17402113,27,-36.976.134,403.928.841,"CHOPERA, PASEO, DE LA, frente 49"
166,"439478,68","4473946,37",42544,Centro,https://wikidata.org/entity/Q1763376,Palacio,https://wikidata.org/entity/Q2136510,21,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.133.382,404.139.396,"SEGOVIA, CALLE, DE, 21"
167,"439113,04","4473926,4",42877,Arganzuela,https://wikidata.org/entity/Q2000929,Imperial,https://wikidata.org/entity/Q3773740,47,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.176.456,404.137.331,"SEGOVIA, CALLE, DE, 47 A"
168,"440948,66","4472895,98",43752,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,32,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.959.159,404.045.828,"SANTA MARIA DE LA CABEZA, PASEO, DE, frente 32"
169,"439424,51","4472574,58",43699,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,181,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.713.846,40.401.578,"TOLEDO, CALLE, DE, 181"
170,"440225,41","4472515,53",43649,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,21,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.704.403,404.011.039,"ESPERANZA, PASEO, DE LA, 21"
171,"440729,75","4472362,64",43649,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,97,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.984.459,403.997.626,"EMBAJADORES, CALLE, DE, 97"
172,"441146,63","4472482,09",43740,Arganzuela,https://wikidata.org/entity/Q2000929,Palos de Moguer,https://wikidata.org/entity/Q521009,1,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.935.448,404.008.683,"BUSTAMANTE, CALLE, DE, 1"
173,"440396,07","4472189,13",43699,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,59,BiciMAD,https://wikidata.org/entity/Q17402113,24,-37.023.615,403.981.757,"ESPERANZA, PASEO, DE LA, 59"
174,"440054,62","4472107,63",43718,Arganzuela,https://wikidata.org/entity/Q2000929,Las Acacias,https://wikidata.org/entity/Q3319190,8,BiciMAD,https://wikidata.org/entity/Q17402113,27,-37.063.771,40.397.417,"YESERIAS, PASEO, DE LAS, 8"
175,"440738,79","4471974,72",43641,Arganzuela,https://wikidata.org/entity/Q2000929,La Chopera,https://wikidata.org/entity/Q3773750,30,BiciMAD,https://wikidata.org/entity/Q17402113,21,-36.983.033,403.962.687,"JAIME EL CONQUISTADOR, CALLE, DE, 30"
176,"441133,61","4471746,54",43634,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,3,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.936.302,403.942.411,"ALICANTE, CALLE, DE, 3"
177,"441092,45","4471442,79",43634,Arganzuela,https://wikidata.org/entity/Q2000929,Las Delicias,https://wikidata.org/entity/Q3773736,3,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.694.087,403.915.019,"BOLIVAR, CALLE, DE, 3"
178,"442391,73","4472711,75",43881,Retiro,https://wikidata.org/entity/Q2002296,Pacífico,https://wikidata.org/entity/Q3773753,1,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.788.939,404.030.242,"LEON GIL DE PALACIO, CALLE, DE, 1"
179,"443221,91","4472140,39",43738,Villa de Vallecas,https://wikidata.org/entity/Q1947988,San Diego,https://wikidata.org/entity/Q11946851,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.690.602,403.979.341,"M-30, AUTOVIA, S/N"
180,"442636,16","4471722,03",43719,Arganzuela,https://wikidata.org/entity/Q2000929,Atocha,https://wikidata.org/entity/Q3814594,5,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.759.244,403.941.252,"RETAMA, CALLE, DE LA, 5"
181,"442595,87","4474391,99",43634,Retiro,https://wikidata.org/entity/Q2002296,Ibiza,https://wikidata.org/entity/Q15249910,18,BiciMAD,https://wikidata.org/entity/Q17402113,27,-367.664,404.181.748,"IBIZA, CALLE, DE, 18"
182,"443541,21","4474444,72",43612,Retiro,https://wikidata.org/entity/Q2002296,Estrella,https://wikidata.org/entity/Q3773738,90,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.655.023,404.187.145,"ALCALDE SAINZ DE BARANDA, CALLE, DEL, 90"
183,"443212,07","4475215,51",43678,Salamanca,https://wikidata.org/entity/Q1773521,Goya,https://wikidata.org/entity/Q3814578,135,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.694.506,404.256.358,"HERMOSILLA, CALLE, DE, 135"
184,"443563,66","4475253,54",43678,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564,24,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.653.095,404.260.023,"MARQUES DE ZAFRA, PASEO, DEL, 24"
185,"443883,24","4475147,45",43678,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564,4,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.661.533,404.250.682,"MARQUES DE ZAFRA, GLORIETA, DEL, frente 4"
186,"442466,16","4475602,3",43738,Salamanca,https://wikidata.org/entity/Q1773521,Lista,https://wikidata.org/entity/Q4779,56,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.782.783,40.429.069,"GENERAL PARDIÑAS, CALLE, DEL, 56"
187,"443691,7","4475711,36",43655,Salamanca,https://wikidata.org/entity/Q1773521,Fuente del Berro,https://wikidata.org/entity/Q3814564,1,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.638.407,404.301.353,"ALEJANDRO GONZALEZ, CALLE, DE, 1"
188,"444111,11","4475822,61",43720,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Ventas,https://wikidata.org/entity/Q71762,2,BiciMAD,https://wikidata.org/entity/Q17402113,27,-36.589.062,404.311.658,"DAROCA, AVENIDA, DE, 2"
189,"444399,55","4476248,37",43759,Ciudad Lineal,https://wikidata.org/entity/Q1763694,Concepción,https://wikidata.org/entity/Q11915156,18,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.555.431,404.350.206,"VIRGEN DE LA ALEGRIA, CALLE, DE LA, 18"
190,"442030,24","4476194,79",43678,Salamanca,https://wikidata.org/entity/Q1773521,Castellana,https://wikidata.org/entity/Q4781,91,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.834.711,404.343.761,"VELAZQUEZ, CALLE, DE, 91"
191,"442830,66","4476215,36",43700,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,1,BiciMAD,https://wikidata.org/entity/Q17402113,18,-36.740.365,404.346.168,"ALONSO HEREDIA, CALLE, DE, 1"
192,"443049,28","4475907,11",43634,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,3,BiciMAD,https://wikidata.org/entity/Q17402113,27,-36.714.315,40.431.855,"TOREROS, AVENIDA, DE LOS, 3"
193,"443540,74","4475977,26",43634,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,47,BiciMAD,https://wikidata.org/entity/Q17402113,24,-3.665.644,404.325.204,"TOREROS, AVENIDA, DE LOS, 47"
194,"442564,99","4476503,98",43738,Salamanca,https://wikidata.org/entity/Q1773521,La Guindalera,https://wikidata.org/entity/Q3814559,86,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.771.947,404.371.986,"FRANCISCO SILVELA, CALLE, DE, 86"
195,"442711,2","4476730,39",43738,Chamartín,https://wikidata.org/entity/Q1766348,Prosperidad,https://wikidata.org/entity/Q4776,1,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.754.913,404.392.483,"PADRE INDALECIO HERNANDEZ, CALLE, DEL, 1"
196,"442749,2","4477268,2",43759,Chamartín,https://wikidata.org/entity/Q1766348,Ciudad Jardín,https://wikidata.org/entity/Q3773744,2,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.750.918,404.440.957,"SUERO DE QUIÑONES, CALLE, DE, 2"
197,"442506,78","4478097,54",43678,Chamartín,https://wikidata.org/entity/Q1766348,Valdepeñas Ciudad Real,https://wikidata.org/entity/Q4778,S/N,BiciMAD,https://wikidata.org/entity/Q17402113,24,-36.780.252,404.515.501,"CONCHA ESPINA, AVENIDA, DE, S/N"
