id;Gis_X;Gis_Y;FechadeAlta;Distrito;Barrio;Calle;NFinca;TipodeReserva;NumerodePlazas;Longitud;Latitud;Direccion
119;441738,36;4472542,79;41813;02  ARGANZUELA;02-07 ATOCHA;MENDEZ ALVARO, CALLE, DE;7;BiciMAD;24;-36.865.777;404.014.567;MENDEZ ALVARO, CALLE, DE, 7
120;441043,78;4472723,55;41813;02  ARGANZUELA;02-06 PALOS DE MOGUER;PALOS DE LA FRONTERA, CALLE, DE;frente 27;BiciMAD;24;-36.947.791;404.030.362;PALOS DE LA FRONTERA, CALLE, DE, frente 27
121;440718,1;4472592,85;41813;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;58;BiciMAD;24;-36.986.046;404.018.356;SANTA MARIA DE LA CABEZA, PASEO, DE, 58
122;440941,06;4475664,68;41813;07  CHAMBERÍ;07-04 ALMAGRO;SANTA ENGRACIA, CALLE, DE;16;BiciMAD;24;-36.962.626;40.429.524;SANTA ENGRACIA, CALLE, DE, 16
123;439482,59;4475800,04;41813;07  CHAMBERÍ;07-01 GAZTAMBIDE;GUZMAN EL BUENO, CALLE, DE;2;BiciMAD;24;-37.134.685;404.306.386;GUZMAN EL BUENO, CALLE, DE, 2
124;440683,01;4475810,28;42186;07  CHAMBERÍ;07-03 TRAFALGAR;MANUEL SILVELA, CALLE, DE;18;BiciMAD;24;-36.993.182;404.308.173;MANUEL SILVELA, CALLE, DE, 18
125;441067,49;4476306,28;42186;07  CHAMBERÍ;07-04 ALMAGRO;FERNANDEZ DE LA HOZ, CALLE, DE;29;BiciMAD;24;-36.948.316;404.353.128;FERNANDEZ DE LA HOZ, CALLE, DE, 29
126;440480,69;4476228,15;42186;07  CHAMBERÍ;07-03 TRAFALGAR;GENERAL ALVAREZ DE CASTRO, CALLE, DEL;4;BiciMAD;24;-37.017.424;404.345.672;GENERAL ALVAREZ DE CASTRO, CALLE, DEL, 4
127;439915,53;4476159,21;42186;07  CHAMBERÍ;07-02 ARAPILES;FERNANDO EL CATOLICO, CALLE, DE;19;BiciMAD;24;-37.083.987;404.339.055;FERNANDO EL CATOLICO, CALLE, DE, 19
128;439313,53;4476733,24;42186;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;59;BiciMAD;24;-37.155.506;404.390.329;CEA BERMUDEZ, CALLE, DE, 59
128 ampliacion;439301,59;4476734,02;43539;07  CHAMBERÍ;07-01 GAZTAMBIDE;CEA BERMUDEZ, CALLE, DE;59;BiciMAD;3;-37.156.915;404.390.391;CEA BERMUDEZ, CALLE, DE, 59
129;440777,63;4476658,85;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;33;BiciMAD;24;-36.982.818;404.384.684;JOSE ABASCAL, CALLE, DE, 33
130;440489,99;4477022,03;42907;07  CHAMBERÍ;07-05 RÍOS ROSAS;SANTA ENGRACIA, CALLE, DE;129;BiciMAD;20;-37.017.071;404.417.195;SANTA ENGRACIA, CALLE, DE, 129
131;440293,7;4477027,45;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;BRAVO MURILLO, CALLE, DE;44;BiciMAD;24;-3.704.022;404.417.543;BRAVO MURILLO, CALLE, DE, 44
132;440334,34;4477541,61;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;SANTA ENGRACIA, CALLE, DE;168;BiciMAD;24;-37.035.911;404.463.889;SANTA ENGRACIA, CALLE, DE, 168
133;440637,08;4477625,61;42186;06  TETUÁN;06-02 CUATRO CAMINOS;DULCINEA, CALLE, DE;3;BiciMAD;24;-37.000.292;404.471.673;DULCINEA, CALLE, DE, 3
134;441017,45;4477274,01;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;MARIA DE GUZMAN, CALLE, DE;58;BiciMAD;24;-36.955.114;40.444.027;MARIA DE GUZMAN, CALLE, DE, 58
135;441237,54;4476990,04;42095;07  CHAMBERÍ;07-05 RÍOS ROSAS;SAN JUAN DE LA CRUZ, PLAZA, DE;S/N;BiciMAD;24;-36.928.901;404.414.845;SAN JUAN DE LA CRUZ, PLAZA, DE, S/N
136;441417,02;4477410,33;42186;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;106;BiciMAD;24;-36.908.127;404.452.833;CASTELLANA, PASEO, DE LA, 106
137;441885,33;4477430,27;42186;05  CHAMARTÍN;05-01 EL VISO;REPUBLICA ARGENTINA, PLAZA, DE LA;6;BiciMAD;24;-36.852.925;404.454.958;REPUBLICA ARGENTINA, PLAZA, DE LA, 6
138;441352,15;4477455,81;42186;07  CHAMBERÍ;07-05 RÍOS ROSAS;CASTELLANA, PASEO, DE LA;frente 108;BiciMAD;24;-36.915.818;404.456.884;CASTELLANA, PASEO, DE LA, frente 108
139;441442,67;4476752,13;42186;05  CHAMARTÍN;05-01 EL VISO;JOSE GUTIERREZ ABASCAL, CALLE, DE;S/N;BiciMAD;24;-36.904.495;404.393.558;JOSE GUTIERREZ ABASCAL, CALLE, DE, S/N
140;442081,95;4476666,37;42186;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;134;BiciMAD;24;-36.829.045;40.438.628;VELAZQUEZ, CALLE, DE, 134
140 ampliación;442081,16;4476654,37;44007;05  CHAMARTÍN;05-01 EL VISO;VELAZQUEZ, CALLE, DE;134;BiciMAD;3;-36.829.127;404.385.198;VELAZQUEZ, CALLE, DE, 134
141;441537,59;4476315,08;42186;07  CHAMBERÍ;07-04 ALMAGRO;CASTELLANA, PASEO, DE LA;43;BiciMAD;12;-36.892.902;404.354.253;CASTELLANA, PASEO, DE LA, 43
142;441641,97;4476103,45;42186;04  SALAMANCA;04-06 CASTELLANA;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-36.880.402;404.335.262;CASTELLANA, PASEO, DE LA, S/N
143;442474,52;4476217,99;42186;04  SALAMANCA;04-05 LISTA;DIEGO DE LEON, CALLE, DE;54;BiciMAD;24;-36.782.355;40.434.616;DIEGO DE LEON, CALLE, DE, 54
144;442707,74;4475961,24;42175;04  SALAMANCA;04-05 LISTA;JUAN BRAVO, CALLE, DE;50;BiciMAD;24;-36.754.628;404.323.192;JUAN BRAVO, CALLE, DE, 50
145;443050,11;4475675,85;42186;04  SALAMANCA;04-05 LISTA;JOSE ORTEGA Y GASSET, CALLE, DE;87;BiciMAD;24;-3.671.401;404.297.717;JOSE ORTEGA Y GASSET, CALLE, DE, 87
146;442435,7;4477286,68;42175;05  CHAMARTÍN;05-01 EL VISO;MARIA FRANCISCA, CALLE, DE;1;BiciMAD;18;-367.879;404.442.406;MARIA FRANCISCA, CALLE, DE, 1
147;442372,1;4477741,71;42186;05  CHAMARTÍN;05-01 EL VISO;DOCTOR ARCE, AVENIDA, DEL;45;BiciMAD;24;-36.795.811;404.483.353;DOCTOR ARCE, AVENIDA, DEL, 45
148;442194,78;4478041,13;42186;05  CHAMARTÍN;05-01 EL VISO;SERRANO, CALLE, DE;210;BiciMAD;24;-36.816.993;404.510.203;SERRANO, CALLE, DE, 210
149;441672,11;4477914,69;42186;05  CHAMARTÍN;05-01 EL VISO;LA HABANA, PASEO, DE;42;BiciMAD;24;-36.878.512;404.498.448;LA HABANA, PASEO, DE, 42
150;441443,38;4477835,19;42186;05  CHAMARTÍN;05-01 EL VISO;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-3.690.541;404.491.125;CASTELLANA, PASEO, DE LA, S/N
151;441047,89;4477810,45;42186;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;10;BiciMAD;24;-36.952.023;404.488.617;ORENSE, CALLE, DE, 10
152;440733,5;4478240,82;42186;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;frente 4;BiciMAD;24;-36.989.497;404.527.163;GENERAL PERON, AVENIDA, DEL, frente 4
153;441230,1;4478196,25;42186;06  TETUÁN;06-02 CUATRO CAMINOS;GENERAL PERON, AVENIDA, DEL;frente 36;BiciMAD;24;-36.930.894;4.045.235;GENERAL PERON, AVENIDA, DEL, frente 36
154;441097,89;4478466,69;42186;06  TETUÁN;06-02 CUATRO CAMINOS;ORENSE, CALLE, DE;36;BiciMAD;24;-36.946.736;404.547.769;ORENSE, CALLE, DE, 36
155;440575,2;4478749,38;42186;06  TETUÁN;06-02 CUATRO CAMINOS;SAN GERMÁN, CALLE, DE;55;BiciMAD;24;-3.700.864;404.572.863;SAN GERMÁN, CALLE, DE, 55
156;441385,88;4478959,93;42186;06  TETUÁN;06-03 CASTILLEJOS;SOR ANGELA DE LA CRUZ, CALLE, DE;2;BiciMAD;24;-36.913.229;404.592.406;SOR ANGELA DE LA CRUZ, CALLE, DE, 2
157;441554,84;4478963,2;42186;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-36.893.305;40.459.282;CASTELLANA, PASEO, DE LA, S/N
158;441946,46;4478886,67;42186;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;ALBERTO ALCOCER, AVENIDA, DE;22 A;BiciMAD;24;-36.847.049;4.045.862;ALBERTO ALCOCER, AVENIDA, DE, 22 A
159;442024,96;4478401,51;42186;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;LA HABANA, PASEO, DE;63;BiciMAD;24;-36.837.348;404.542.549;LA HABANA, PASEO, DE, 63
160;442630,95;4478723,71;42186;05  CHAMARTÍN;05-04 HISPANOAMÉRICA;COLOMBIA, CALLE, DE;7;BiciMAD;24;-36.766.176;404.571.995;COLOMBIA, CALLE, DE, 7
161;438745,93;4474862,31;42186;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;8;BiciMAD;24;-37.220.624;404.221.372;FLORIDA, PASEO, DE LA, 8
161 ampliacion;438754,04;4474853,3;43355;09  MONCLOA-ARAVACA;09-01 CASA DE CAMPO;FLORIDA, PASEO, DE LA;6;BiciMAD;3;-37.219.659;404.220.566;FLORIDA, PASEO, DE LA, 6
162;439688,47;4472787,76;42186;02  ARGANZUELA;02-02 ACACIAS;OLMOS, PASEO, DE LOS;28;BiciMAD;24;-37.107.559;404.035.176;OLMOS, PASEO, DE LOS, 28
163;440055,04;4472797,85;42186;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;0,083333333;BiciMAD;21;-37.064.372;404.036.349;ESPERANZA, PASEO, DE LA, 0,0833333333333333
164;441063,58;4472068,5;42186;02  ARGANZUELA;02-05 DELICIAS;DELICIAS, PASEO, DE LAS;94;BiciMAD;24;-36.944.851;403.971.366;DELICIAS, PASEO, DE LAS, 94
165;440794,37;4471598,57;43718;02  ARGANZUELA;02-03 CHOPERA;CHOPERA, PASEO, DE LA;frente 49;BiciMAD;27;-36.976.134;403.928.841;CHOPERA, PASEO, DE LA, frente 49
166;439478,68;4473946,37;42544;01  CENTRO;01-01 PALACIO;SEGOVIA, CALLE, DE;21;BiciMAD;24;-37.133.382;404.139.396;SEGOVIA, CALLE, DE, 21
167;439113,04;4473926,4;42877;02  ARGANZUELA;02-01 IMPERIAL;SEGOVIA, CALLE, DE;47 A;BiciMAD;24;-37.176.456;404.137.331;SEGOVIA, CALLE, DE, 47 A
168;440948,66;4472895,98;43752;02  ARGANZUELA;02-06 PALOS DE MOGUER;SANTA MARIA DE LA CABEZA, PASEO, DE;frente 32;BiciMAD;24;-36.959.159;404.045.828;SANTA MARIA DE LA CABEZA, PASEO, DE, frente 32
169;439424,51;4472574,58;43699;02  ARGANZUELA;02-02 ACACIAS;TOLEDO, CALLE, DE;181;BiciMAD;24;-3.713.846;40.401.578;TOLEDO, CALLE, DE, 181
170;440225,41;4472515,53;43649;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;21;BiciMAD;24;-3.704.403;404.011.039;ESPERANZA, PASEO, DE LA, 21
171;440729,75;4472362,64;43649;02  ARGANZUELA;02-05 DELICIAS;EMBAJADORES, CALLE, DE;97;BiciMAD;24;-36.984.459;403.997.626;EMBAJADORES, CALLE, DE, 97
172;441146,63;4472482,09;43740;02  ARGANZUELA;02-06 PALOS DE MOGUER;BUSTAMANTE, CALLE, DE;1;BiciMAD;24;-36.935.448;404.008.683;BUSTAMANTE, CALLE, DE, 1
173;440396,07;4472189,13;43699;02  ARGANZUELA;02-02 ACACIAS;ESPERANZA, PASEO, DE LA;59;BiciMAD;24;-37.023.615;403.981.757;ESPERANZA, PASEO, DE LA, 59
174;440054,62;4472107,63;43718;02  ARGANZUELA;02-02 ACACIAS;YESERIAS, PASEO, DE LAS;8;BiciMAD;27;-37.063.771;40.397.417;YESERIAS, PASEO, DE LAS, 8
175;440738,79;4471974,72;43641;02  ARGANZUELA;02-03 CHOPERA;JAIME EL CONQUISTADOR, CALLE, DE;30;BiciMAD;21;-36.983.033;403.962.687;JAIME EL CONQUISTADOR, CALLE, DE, 30
176;441133,61;4471746,54;43634;02  ARGANZUELA;02-05 DELICIAS;ALICANTE, CALLE, DE;3;BiciMAD;24;-36.936.302;403.942.411;ALICANTE, CALLE, DE, 3
177;441092,45;4471442,79;43634;02  ARGANZUELA;02-05 DELICIAS;BOLIVAR, CALLE, DE;3;BiciMAD;24;-3.694.087;403.915.019;BOLIVAR, CALLE, DE, 3
178;442391,73;4472711,75;43881;03  RETIRO;03-01 PACÍFICO;LEON GIL DE PALACIO, CALLE, DE;1;BiciMAD;24;-36.788.939;404.030.242;LEON GIL DE PALACIO, CALLE, DE, 1
179;443221,91;4472140,39;43738;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;M-30, AUTOVIA;S/N;BiciMAD;24;-36.690.602;403.979.341;M-30, AUTOVIA, S/N
180;442636,16;4471722,03;43719;02  ARGANZUELA;02-07 ATOCHA;RETAMA, CALLE, DE LA;5;BiciMAD;24;-36.759.244;403.941.252;RETAMA, CALLE, DE LA, 5
181;442595,87;4474391,99;43634;03  RETIRO;03-04 IBIZA;IBIZA, CALLE, DE;18;BiciMAD;27;-367.664;404.181.748;IBIZA, CALLE, DE, 18
182;443541,21;4474444,72;43612;03  RETIRO;03-03 ESTRELLA;ALCALDE SAINZ DE BARANDA, CALLE, DEL;90;BiciMAD;24;-36.655.023;404.187.145;ALCALDE SAINZ DE BARANDA, CALLE, DEL, 90
183;443212,07;4475215,51;43678;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;135;BiciMAD;24;-36.694.506;404.256.358;HERMOSILLA, CALLE, DE, 135
184;443563,66;4475253,54;43678;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, PASEO, DEL;24;BiciMAD;24;-36.653.095;404.260.023;MARQUES DE ZAFRA, PASEO, DEL, 24
185;443883,24;4475147,45;43678;04  SALAMANCA;04-03 FUENTE DEL BERRO;MARQUES DE ZAFRA, GLORIETA, DEL;frente 4;BiciMAD;24;-3.661.533;404.250.682;MARQUES DE ZAFRA, GLORIETA, DEL, frente 4
186;442466,16;4475602,3;43738;04  SALAMANCA;04-05 LISTA;GENERAL PARDIÑAS, CALLE, DEL;56;BiciMAD;24;-36.782.783;40.429.069;GENERAL PARDIÑAS, CALLE, DEL, 56
187;443691,7;4475711,36;43655;04  SALAMANCA;04-03 FUENTE DEL BERRO;ALEJANDRO GONZALEZ, CALLE, DE;1;BiciMAD;24;-36.638.407;404.301.353;ALEJANDRO GONZALEZ, CALLE, DE, 1
188;444111,11;4475822,61;43720;15  CIUDAD LINEAL;15-01 VENTAS;DAROCA, AVENIDA, DE;2;BiciMAD;27;-36.589.062;404.311.658;DAROCA, AVENIDA, DE, 2
189;444399,55;4476248,37;43759;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LA ALEGRIA, CALLE, DE LA;18;BiciMAD;24;-36.555.431;404.350.206;VIRGEN DE LA ALEGRIA, CALLE, DE LA, 18
190;442030,24;4476194,79;43678;04  SALAMANCA;04-06 CASTELLANA;VELAZQUEZ, CALLE, DE;91;BiciMAD;24;-36.834.711;404.343.761;VELAZQUEZ, CALLE, DE, 91
191;442830,66;4476215,36;43700;04  SALAMANCA;04-04 GUINDALERA;ALONSO HEREDIA, CALLE, DE;1;BiciMAD;18;-36.740.365;404.346.168;ALONSO HEREDIA, CALLE, DE, 1
192;443049,28;4475907,11;43634;04  SALAMANCA;04-04 GUINDALERA;TOREROS, AVENIDA, DE LOS;3;BiciMAD;27;-36.714.315;40.431.855;TOREROS, AVENIDA, DE LOS, 3
193;443540,74;4475977,26;43634;04  SALAMANCA;04-04 GUINDALERA;TOREROS, AVENIDA, DE LOS;47;BiciMAD;24;-3.665.644;404.325.204;TOREROS, AVENIDA, DE LOS, 47
194;442564,99;4476503,98;43738;04  SALAMANCA;04-04 GUINDALERA;FRANCISCO SILVELA, CALLE, DE;86;BiciMAD;24;-36.771.947;404.371.986;FRANCISCO SILVELA, CALLE, DE, 86
195;442711,2;4476730,39;43738;05  CHAMARTÍN;05-02 PROSPERIDAD;PADRE INDALECIO HERNANDEZ, CALLE, DEL;1;BiciMAD;24;-36.754.913;404.392.483;PADRE INDALECIO HERNANDEZ, CALLE, DEL, 1
196;442749,2;4477268,2;43759;05  CHAMARTÍN;05-03 CIUDAD JARDÍN;SUERO DE QUIÑONES, CALLE, DE;2;BiciMAD;24;-36.750.918;404.440.957;SUERO DE QUIÑONES, CALLE, DE, 2
197;442506,78;4478097,54;43678;05  CHAMARTÍN;05-01 EL VISO;CONCHA ESPINA, AVENIDA, DE;S/N;BiciMAD;24;-36.780.252;404.515.501;CONCHA ESPINA, AVENIDA, DE, S/N
198;441342,11;4476060,39;43752;07  CHAMBERÍ;07-04 ALMAGRO;RUBEN DARIO, GLORIETA, DE;2;BiciMAD;24;-36.915.713;404.331.172;RUBEN DARIO, GLORIETA, DE, 2
199;439369,52;4476210,1;43641;07  CHAMBERÍ;07-01 GAZTAMBIDE;FERNANDO EL CATOLICO, CALLE, DE;61;BiciMAD;27;-37.148.406;404.343.244;FERNANDO EL CATOLICO, CALLE, DE, 61
200;440231,49;4476129,61;43714;07  CHAMBERÍ;07-02 ARAPILES;QUEVEDO, GLORIETA, DE;frente 4;BiciMAD;24;-3.704.671;404.336.617;QUEVEDO, GLORIETA, DE, frente 4
201;440308,49;4476691,87;43759;07  CHAMBERÍ;07-05 RÍOS ROSAS;JOSE ABASCAL, CALLE, DE;frente al 2;BiciMAD;24;-37.038.161;404.387.323;JOSE ABASCAL, CALLE, DE, frente al 2
202;439947,59;4476965,21;43749;07  CHAMBERÍ;07-06 VALLEHERMOSO;SANTANDER, CALLE, DE;S/N;BiciMAD;24;-37.080.969;404.411.686;SANTANDER, CALLE, DE, S/N
203;439411,53;4477034,58;43612;07  CHAMBERÍ;07-06 VALLEHERMOSO;GENERAL AMPUDIA, CALLE, DEL;2;BiciMAD;24;-37.144.239;404.417.547;GENERAL AMPUDIA, CALLE, DEL, 2
204;440286,36;4477683,16;43678;06  TETUÁN;06-01 BELLAS VISTAS;DOCTOR SANTERO, CALLE, DEL;1;BiciMAD;24;-37.041.702;404.476.606;DOCTOR SANTERO, CALLE, DEL, 1
205;440361,85;4478331,04;43634;06  TETUÁN;06-01 BELLAS VISTAS;NAVARRA, CALLE, DE;1;BiciMAD;24;-37.033.408;404.535.024;NAVARRA, CALLE, DE, 1
206;440732,11;4479138,12;43720;06  TETUÁN;06-06 BERRUGUETE;MARQUES DE VIANA, CALLE, DEL;5;BiciMAD;24;-36.990.499;404.607.994;MARQUES DE VIANA, CALLE, DEL, 5
207;440874,02;4479384,51;43669;06  TETUÁN;06-05 VALDEACEDERAS;AZUCENAS, CALLE, DE LAS;1;BiciMAD;18;-36.973.991;404.630.291;AZUCENAS, CALLE, DE LAS, 1
208;441615,82;4479765,37;43738;05  CHAMARTÍN;05-06 CASTILLA;CASTELLANA, PASEO, DE LA;S/N;BiciMAD;24;-36.886.852;404.665.125;CASTELLANA, PASEO, DE LA, S/N
209;441606,43;4479673,82;43738;05  CHAMARTÍN;05-05 NUEVA ESPAÑA;CASTILLA, PLAZA, DE;9;BiciMAD;24;-36.887.875;404.656.872;CASTILLA, PLAZA, DE, 9
210;440392,24;4474584,46;43662;01  CENTRO;01-06 SOL;TRES CRUCES, CALLE, DE LAS;9;BiciMAD;27;-3.702.631;404.197.538;TRES CRUCES, CALLE, DE LAS, 9
211;440400,99;4474680,19;43697;01  CENTRO;01-05 UNIVERSIDAD;DESENGAÑO, CALLE, DEL;3;BiciMAD;24;-37.025.369;404.206.168;DESENGAÑO, CALLE, DEL, 3
212;439193,57;4472197,09;44008;11  CARABANCHEL;11-03 SAN ISIDRO;MARQUES DE VADILLO, GLORIETA, DEL;9;BiciMAD;24;-37.165.313;403.981.605;MARQUES DE VADILLO, GLORIETA, DEL, 9
213;440574,99;4471162,08;44089;12  USERA;12-05 MOSCARDÓ;ANTONIO LOPEZ, CALLE, DE;129;BiciMAD;24;-37.001.575;403.889.363;ANTONIO LOPEZ, CALLE, DE, 129
214;444286,32;4477179,51;44126;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CONDESA DE VENADITO, CALLE, DE LA;2;BiciMAD;24;-36.569.597;404.434.012;CONDESA DE VENADITO, CALLE, DE LA, 2
215;445631,32;4475647,64;44126;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;GUTIERRE DE CETINA, CALLE, DE;77;BiciMAD;24;-36.409.697;404.296.903;GUTIERRE DE CETINA, CALLE, DE, 77
216;438158,91;4473969,7;44127;10  LATINA;10-02 PUERTA DEL ÁNGEL;PUERTA DEL ANGEL, PLAZA, DE LA;3;BiciMAD;24;-37.288.948;404.140.528;PUERTA DEL ANGEL, PLAZA, DE LA, 3
217;441592,41;4481374,08;44132;08  FUENCARRAL-EL PARDO;08-05 LA PAZ;PEDRO RICO, CALLE, DE;frente al 4;BiciMAD;24;-36.891.094;404.810.028;PEDRO RICO, CALLE, DE, frente al 4
218;444221,86;4473533,53;44153;14  MORATALAZ;14-04 MEDIA LEGUA;CAMINO DE LOS VINATEROS, CALLE, DEL;28;BiciMAD;24;-36.573.999;404.105.519;CAMINO DE LOS VINATEROS, CALLE, DEL, 28
219;445121,32;4473287,59;44153;14  MORATALAZ;14-03 MARROQUINA;CAMINO DE LOS VINATEROS, CALLE, DEL;108;BiciMAD;24;-36.467.783;404.083.961;CAMINO DE LOS VINATEROS, CALLE, DEL, 108
220;444725,09;4473041,7;44153;14  MORATALAZ;14-04 MEDIA LEGUA;ARROYO DE LAS PILILLAS, CALLE, DEL;frente al 4;BiciMAD;24;-36.514.264;404.061.548;ARROYO DE LAS PILILLAS, CALLE, DEL, frente al 4
221;446141,03;4472399,01;44153;14  MORATALAZ;14-01 PAVONES;HACIENDA DE PAVONES, CALLE, DE LA;346;BiciMAD;24;-36.346.859;404.004.579;HACIENDA DE PAVONES, CALLE, DE LA, 346
222;440362,66;4471479,61;44169;12  USERA;12-05 MOSCARDÓ;EUGENIO CAXES, CALLE, DE;5;BiciMAD;24;-37.026.887;403.917.816;EUGENIO CAXES, CALLE, DE, 5
223;438522,93;4473120,98;44169;10  LATINA;10-01 CÁRMENES;ERMITA DEL SANTO, PASEO, DE LA;48;BiciMAD;24;-37.245.226;404.064.341;ERMITA DEL SANTO, PASEO, DE LA, 48
224;438160;4473395,7;44169;10  LATINA;10-02 PUERTA DEL ÁNGEL;CARAMUEL, CALLE, DE;frente al 52;BiciMAD;24;-37.288.262;40.408.882;CARAMUEL, CALLE, DE, frente al 52
225;443978,28;4472656,95;44181;13  PUENTE DE VALLECAS;13-06 NUMANCIA;SIERRA TOLEDANA, CALLE, DE LA;33;BiciMAD;24;-36.601.933;404.026.388;SIERRA TOLEDANA, CALLE, DE LA, 33
226;443934,22;4472275,39;44181;13  PUENTE DE VALLECAS;13-06 NUMANCIA;VALDERRIBAS, CAMINO, DE;94;BiciMAD;24;-36.606.789;403.991.986;VALDERRIBAS, CAMINO, DE, 94
227;443466,29;4471705,78;44181;13  PUENTE DE VALLECAS;13-02 SAN DIEGO;ARROYO DEL OLIVAR, CALLE, DEL;4;BiciMAD;24;-36.661.421;403.940.355;ARROYO DEL OLIVAR, CALLE, DEL, 4
228;439910,49;4471772,12;44181;11  CARABANCHEL;11-01 COMILLA;SAN DELFIN, CALLE, DE;9;BiciMAD;24;-37.080.437;403.943.842;SAN DELFIN, CALLE, DE, 9
229;444985,82;4476472,45;44181;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;JOSE DEL HIERRO, CALLE, DE;5;BiciMAD;24;-36.486.507;404.370.782;JOSE DEL HIERRO, CALLE, DE, 5
230;444952,82;4477207,59;44181;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CARLOTA O'NEILL, CALLE, DE;32;BiciMAD;24;-36.491.034;404.436.986;CARLOTA O'NEILL, CALLE, DE, 32
231;444380,2;4476773,28;44181;15  CIUDAD LINEAL;15-05 SAN PASCUAL;DERECHOS HUMANOS, CALLE, DE LOS;14;BiciMAD;24;-36.558.172;40.439.748;DERECHOS HUMANOS, CALLE, DE LOS, 14
232;444989,2;4476001,54;44181;15  CIUDAD LINEAL;15-01 VENTAS;JOSE MARIA PEREDA, CALLE, DE;1;BiciMAD;24;-36.485.701;404.328.362;JOSE MARIA PEREDA, CALLE, DE, 1
233;444381,95;4474904,65;44181;15  CIUDAD LINEAL;15-01 VENTAS;MARQUES DE CORBERA, AVENIDA, DEL;12;BiciMAD;24;-3.655.633;404.229.144;MARQUES DE CORBERA, AVENIDA, DEL, 12
234;444767,03;4475262,41;44181;15  CIUDAD LINEAL;15-01 VENTAS;MARQUES DE CORBERA, AVENIDA, DEL;52;BiciMAD;24;-3.651.125;40.426.163;MARQUES DE CORBERA, AVENIDA, DEL, 52
235;441336,7;4471161,52;44181;02  ARGANZUELA;02-04 LEGAZPI;SODIO, CALLE, DEL;1 B;BiciMAD;24;-36.911.834;403.889.853;SODIO, CALLE, DEL, 1 B
236;439149,84;4473225,71;44181;02  ARGANZUELA;02-01 IMPERIAL;IMPERIAL, PASEO;20;BiciMAD;24;-37.171.449;404.074.236;IMPERIAL, PASEO, 20
237;439751,68;4478101,98;44181;06  TETUÁN;06-01 BELLAS VISTAS;FRANCISCO BALSEIRO, CALLE, DE;S/N;BiciMAD;24;-37.105.146;40.451.395;FRANCISCO BALSEIRO, CALLE, DE, S/N
238;441220,07;4478625,73;44181;06  TETUÁN;06-02 CUATRO CAMINOS;SAN GERMÁN, CALLE, DE;5;BiciMAD;24;-36.932.474;404.562.183;SAN GERMÁN, CALLE, DE, 5
239;439975,8;4478692,91;44181;06  TETUÁN;06-06 BERRUGUETE;FRANCOS RODRIGUEZ, CALLE, DE;62;BiciMAD;24;-37.079.276;404.567.345;FRANCOS RODRIGUEZ, CALLE, DE, 62
240;443939,09;4476439,76;44194;04  SALAMANCA;04-04 GUINDALERA;BRASILIA, AVENIDA, DE;frente al 9;BiciMAD;24;-36.609.886;404.367.138;BRASILIA, AVENIDA, DE, frente al 9
241;443363,99;4476559,86;44194;04  SALAMANCA;04-04 GUINDALERA;CAMILO JOSE CELA, AVENIDA, DE;23;BiciMAD;24;-36.677.796;404.377.568;CAMILO JOSE CELA, AVENIDA, DE, 23
242;443778,78;4476746,49;44194;04  SALAMANCA;04-04 GUINDALERA;BRUSELAS, AVENIDA, DE;56;BiciMAD;24;-36.629.058;404.394.662;BRUSELAS, AVENIDA, DE, 56
243;443165,91;4476273,63;44194;04  SALAMANCA;04-04 GUINDALERA;CARTAGENA, CALLE, DE;38;BiciMAD;24;-36.700.894;404.351.648;CARTAGENA, CALLE, DE, 38
