StationNumber,GisID,Gis_X,Gis_Y,AddressID,DistrictCode,DistrictName,NeighborhoodCode,NeighborhoodName,Address,Capacity,CoordinatesID,Longitude,Latitude
168,168,"440948,66","4472895,98",168,2,ARGANZUELA,26,PALOS-DE-MOGUER,-PASEODE-SANTA-MARIA-DE-LA-CABEZA-32,24,168,-3.6959159,40.4045828
169,169,"439424,51","4472574,58",169,2,ARGANZUELA,22,ACACIAS,-CALLEDE-TOLEDO-181,24,169,-3.713846,40.401578
170,170,"440225,41","4472515,53",170,2,ARGANZUELA,22,ACACIAS,-PASEODE-LA-ESPERANZA-21,24,170,-3.704403,40.4011039
171,171,"440729,75","4472362,64",171,2,ARGANZUELA,25,DELICIAS,-CALLEDE-EMBAJADORES-97,24,171,-3.6984459,40.3997626
172,172,"441146,63","4472482,09",172,2,ARGANZUELA,26,PALOS-DE-MOGUER,-CALLEDE-BUSTAMANTE-1,24,172,-3.6935448,40.4008683
173,173,"440396,07","4472189,13",173,2,ARGANZUELA,22,ACACIAS,-PASEODE-LA-ESPERANZA-59,24,173,-3.7023615,40.3981757
174,174,"440054,62","4472107,63",174,2,ARGANZUELA,22,ACACIAS,-PASEODE-LAS-YESERIAS-8,27,174,-3.7063771,40.397417
175,175,"440738,79","4471974,72",175,2,ARGANZUELA,23,CHOPERA,-CALLEDE-JAIME-EL-CONQUISTADOR-30,21,175,-3.6983033,40.3962687
176,176,"441133,61","4471746,54",176,2,ARGANZUELA,25,DELICIAS,-CALLEDE-ALICANTE-3,24,176,-3.6936302,40.3942411
177,177,"441092,45","4471442,79",177,2,ARGANZUELA,25,DELICIAS,-CALLEDE-BOLIVAR-3,24,177,-3.694087,40.3915019
178,178,"442391,73","4472711,75",178,3,RETIRO,31,PACÍFICO,-CALLEDE-LEON-GIL-DE-PALACIO-1,24,178,-3.6788939,40.4030242
179,179,"443221,91","4472140,39",179,13,PUENTE-DE-VALLECAS,132,SAN-DIEGO-,-AUTOVIAM-30-,24,179,-3.6690602,40.3979341
180,180,"442636,16","4471722,03",180,2,ARGANZUELA,27,ATOCHA,-CALLEDE-LA-RETAMA-5,24,180,-3.6759244,40.3941252
181,181,"442595,87","4474391,99",181,3,RETIRO,34,IBIZA,-CALLEDE-IBIZA-18,27,181,-3.67664,40.4181748
182,182,"443541,21","4474444,72",182,3,RETIRO,33,ESTRELLA,-CALLEDEL-ALCALDE-SAINZ-DE-BARANDA-90,24,182,-3.6655023,40.4187145
183,183,"443212,07","4475215,51",183,4,SALAMANCA,42,GOYA,-CALLEDE-HERMOSILLA-135,24,183,-3.6694506,40.4256358
184,184,"443563,66","4475253,54",184,4,SALAMANCA,43,FUENTE-DEL-BERRO,-PASEODEL-MARQUES-DE-ZAFRA-24,24,184,-3.6653095,40.4260023
185,185,"443883,24","4475147,45",185,4,SALAMANCA,43,FUENTE-DEL-BERRO,-GLORIETADEL-MARQUES-DE-ZAFRA-4,24,185,-3.661533,40.4250682
186,186,"442466,16","4475602,3",186,4,SALAMANCA,45,LISTA,-CALLEDEL-GENERAL-PARDIÑAS-56,24,186,-3.6782783,40.429069
187,187,"443691,7","4475711,36",187,4,SALAMANCA,43,FUENTE-DEL-BERRO,-CALLEDE-ALEJANDRO-GONZALEZ-1,24,187,-3.6638407,40.4301353
188,188,"444111,11","4475822,61",188,15,CIUDAD-LINEAL,151,VENTAS,-AVENIDADE-DAROCA-2,27,188,-3.6589062,40.4311658
189,189,"444399,55","4476248,37",189,15,CIUDAD-LINEAL,154,CONCEPCIÓN,-CALLEDE-LA-VIRGEN-DE-LA-ALEGRIA-18,24,189,-3.6555431,40.4350206
190,190,"442030,24","4476194,79",190,4,SALAMANCA,46,CASTELLANA,-CALLEDE-VELAZQUEZ-91,24,190,-3.6834711,40.4343761
191,191,"442830,66","4476215,36",191,4,SALAMANCA,44,GUINDALERA,-CALLEDE-ALONSO-HEREDIA-1,18,191,-3.6740365,40.4346168
192,192,"443049,28","4475907,11",192,4,SALAMANCA,44,GUINDALERA,-AVENIDADE-LOS-TOREROS-3,27,192,-3.6714315,40.431855
193,193,"443540,74","4475977,26",193,4,SALAMANCA,44,GUINDALERA,-AVENIDADE-LOS-TOREROS-47,24,193,-3.665644,40.4325204
194,194,"442564,99","4476503,98",194,4,SALAMANCA,44,GUINDALERA,-CALLEDE-FRANCISCO-SILVELA-86,24,194,-3.6771947,40.4371986
195,195,"442711,2","4476730,39",195,5,CHAMARTÍN,52,PROSPERIDAD,-CALLEDEL-PADRE-INDALECIO-HERNANDEZ-1,24,195,-3.6754913,40.4392483
196,196,"442749,2","4477268,2",196,5,CHAMARTÍN,53,CIUDAD-JARDÍN-,-CALLEDE-SUERO-DE-QUIÑONES-2,24,196,-3.6750918,40.4440957
197,197,"442506,78","4478097,54",197,5,CHAMARTÍN,51,EL-VISO-,-AVENIDADE-CONCHA-ESPINA-,24,197,-3.6780252,40.4515501
198,198,"441342,11","4476060,39",198,7,CHAMBERÍ,74,ALMAGRO,-GLORIETADE-RUBEN-DARIO-2,24,198,-3.6915713,40.4331172
199,199,"439369,52","4476210,1",199,7,CHAMBERÍ,71,GAZTAMBIDE,-CALLEDE-FERNANDO-EL-CATOLICO-61,27,199,-3.7148406,40.4343244
200,200,"440231,49","4476129,61",200,7,CHAMBERÍ,72,ARAPILES,-GLORIETADE-QUEVEDO-4,24,200,-3.704671,40.4336617
201,201,"440308,49","4476691,87",201,7,CHAMBERÍ,75,RÍOS-ROSAS-,-CALLEDE-JOSE-ABASCAL-2,24,201,-3.7038161,40.4387323
202,202,"439947,59","4476965,21",202,7,CHAMBERÍ,76,VALLEHERMOSO,-CALLEDE-SANTANDER-,24,202,-3.7080969,40.4411686
203,203,"439411,53","4477034,58",203,7,CHAMBERÍ,76,VALLEHERMOSO,-CALLEDEL-GENERAL-AMPUDIA-2,24,203,-3.7144239,40.4417547
204,204,"440286,36","4477683,16",204,6,TETUÁN,61,BELLAS-VISTAS-,-CALLEDEL-DOCTOR-SANTERO-1,24,204,-3.7041702,40.4476606
205,205,"440361,85","4478331,04",205,6,TETUÁN,61,BELLAS-VISTAS-,-CALLEDE-NAVARRA-1,24,205,-3.7033408,40.4535024
206,206,"440732,11","4479138,12",206,6,TETUÁN,66,BERRUGUETE,-CALLEDEL-MARQUES-DE-VIANA-5,24,206,-3.6990499,40.4607994
207,207,"440874,02","4479384,51",207,6,TETUÁN,65,VALDEACEDERAS,-CALLEDE-LAS-AZUCENAS-1,18,207,-3.6973991,40.4630291
208,208,"441615,82","4479765,37",208,5,CHAMARTÍN,56,CASTILLA,-PASEODE-LA-CASTELLANA-,24,208,-3.6886852,40.4665125
209,209,"441606,43","4479673,82",209,5,CHAMARTÍN,55,NUEVA-ESPAÑA-,-PLAZADE-CASTILLA-9,24,209,-3.6887875,40.4656872
210,210,"440392,24","4474584,46",210,1,CENTRO,16,SOL,-CALLEDE-LAS-TRES-CRUCES-9,27,210,-3.702631,40.4197538
211,211,"440400,99","4474680,19",211,1,CENTRO,15,UNIVERSIDAD,-CALLEDEL-DESENGAÑO-3,24,211,-3.7025369,40.4206168
212,212,"439193,57","4472197,09",212,11,CARABANCHEL,113,SAN-ISIDRO-,-GLORIETADEL-MARQUES-DE-VADILLO-9,24,212,-3.7165313,40.3981605
213,213,"440574,99","4471162,08",213,12,USERA,125,MOSCARDÓ,-CALLEDE-ANTONIO-LOPEZ-129,24,213,-3.7001575,40.3889363
214,214,"444286,32","4477179,51",214,15,CIUDAD-LINEAL,155,SAN-PASCUAL-,-CALLEDE-LA-CONDESA-DE-VENADITO-2,24,214,-3.6569597,40.4434012
215,215,"445631,32","4475647,64",215,15,CIUDAD-LINEAL,152,PUEBLO-NUEVO-,-CALLEDE-GUTIERRE-DE-CETINA-77,24,215,-3.6409697,40.4296903
216,216,"438158,91","4473969,7",216,10,LATINA,12,PUERTA-DEL-ÁNGEL,-PLAZADE-LA-PUERTA-DEL-ANGEL-3,24,216,-3.7288948,40.4140528
217,217,"441592,41","4481374,08",217,8,FUENCARRAL-EL-PARDO,85,LA-PAZ-,-CALLEDE-PEDRO-RICO-4,24,217,-3.6891094,40.4810028
218,218,"444221,86","4473533,53",218,14,MORATALAZ,144,MEDIA-LEGUA-,-CALLEDEL-CAMINO-DE-LOS-VINATEROS-28,24,218,-3.6573999,40.4105519
219,219,"445121,32","4473287,59",219,14,MORATALAZ,143,MARROQUINA,-CALLEDEL-CAMINO-DE-LOS-VINATEROS-108,24,219,-3.6467783,40.4083961
220,220,"444725,09","4473041,7",220,14,MORATALAZ,144,MEDIA-LEGUA-,-CALLEDEL-ARROYO-DE-LAS-PILILLAS-4,24,220,-3.6514264,40.4061548
221,221,"446141,03","4472399,01",221,14,MORATALAZ,141,PAVONES,-CALLEDE-LA-HACIENDA-DE-PAVONES-346,24,221,-3.6346859,40.4004579
222,222,"440362,66","4471479,61",222,12,USERA,125,MOSCARDÓ,-CALLEDE-EUGENIO-CAXES-5,24,222,-3.7026887,40.3917816
223,223,"438522,93","4473120,98",223,10,LATINA,11,CÁRMENES,-PASEODE-LA-ERMITA-DEL-SANTO-48,24,223,-3.7245226,40.4064341
224,224,438160,"4473395,7",224,10,LATINA,12,PUERTA-DEL-ÁNGEL,-CALLEDE-CARAMUEL-52,24,224,-3.7288262,40.408882
225,225,"443978,28","4472656,95",225,13,PUENTE-DE-VALLECAS,136,NUMANCIA,-CALLEDE-LA-SIERRA-TOLEDANA-33,24,225,-3.6601933,40.4026388
226,226,"443934,22","4472275,39",226,13,PUENTE-DE-VALLECAS,136,NUMANCIA,-CAMINODE-VALDERRIBAS-94,24,226,-3.6606789,40.3991986
227,227,"443466,29","4471705,78",227,13,PUENTE-DE-VALLECAS,132,SAN-DIEGO-,-CALLEDEL-ARROYO-DEL-OLIVAR-4,24,227,-3.6661421,40.3940355
228,228,"439910,49","4471772,12",228,11,CARABANCHEL,111,COMILLA,-CALLEDE-SAN-DELFIN-9,24,228,-3.7080437,40.3943842
229,229,"444985,82","4476472,45",229,15,CIUDAD-LINEAL,154,CONCEPCIÓN,-CALLEDE-JOSE-DEL-HIERRO-5,24,229,-3.6486507,40.4370782
230,230,"444952,82","4477207,59",230,15,CIUDAD-LINEAL,155,SAN-PASCUAL-,-CALLEDE-CARLOTA-O'NEILL-32,24,230,-3.6491034,40.4436986
231,231,"444380,2","4476773,28",231,15,CIUDAD-LINEAL,155,SAN-PASCUAL-,-CALLEDE-LOS-DERECHOS-HUMANOS-14,24,231,-3.6558172,40.439748
232,232,"444989,2","4476001,54",232,15,CIUDAD-LINEAL,151,VENTAS,-CALLEDE-JOSE-MARIA-PEREDA-1,24,232,-3.6485701,40.4328362
233,233,"444381,95","4474904,65",233,15,CIUDAD-LINEAL,151,VENTAS,-AVENIDADEL-MARQUES-DE-CORBERA-12,24,233,-3.655633,40.4229144
234,234,"444767,03","4475262,41",234,15,CIUDAD-LINEAL,151,VENTAS,-AVENIDADEL-MARQUES-DE-CORBERA-52,24,234,-3.651125,40.426163
235,235,"441336,7","4471161,52",235,2,ARGANZUELA,24,LEGAZPI,-CALLEDEL-SODIO-1-B,24,235,-3.6911834,40.3889853
236,236,"439149,84","4473225,71",236,2,ARGANZUELA,21,IMPERIAL,-PASEOIMPERIAL-20,24,236,-3.7171449,40.4074236
237,237,"439751,68","4478101,98",237,6,TETUÁN,61,BELLAS-VISTAS-,-CALLEDE-FRANCISCO-BALSEIRO-,24,237,-3.7105146,40.451395
238,238,"441220,07","4478625,73",238,6,TETUÁN,62,CUATRO-CAMINOS-,-CALLEDE-SAN-GERMÁN-5,24,238,-3.6932474,40.4562183
239,239,"439975,8","4478692,91",239,6,TETUÁN,66,BERRUGUETE,-CALLEDE-FRANCOS-RODRIGUEZ-62,24,239,-3.7079276,40.4567345
240,240,"443939,09","4476439,76",240,4,SALAMANCA,44,GUINDALERA,-AVENIDADE-BRASILIA-9,24,240,-3.6609886,40.4367138
241,241,"443363,99","4476559,86",241,4,SALAMANCA,44,GUINDALERA,-AVENIDADE-CAMILO-JOSE-CELA-23,24,241,-3.6677796,40.4377568
242,242,"443778,78","4476746,49",242,4,SALAMANCA,44,GUINDALERA,-AVENIDADE-BRUSELAS-56,24,242,-3.6629058,40.4394662
243,243,"443165,91","4476273,63",243,4,SALAMANCA,44,GUINDALERA,-CALLEDE-CARTAGENA-38,24,243,-3.6700894,40.4351648
244,244,"439144,97","4476825,45",244,7,CHAMBERÍ,76,VALLEHERMOSO,-CALLEDE-ISAAC-PERAL-44,24,244,-3.7175468,40.4398513
245,245,"439767,36","4476444,58",245,7,CHAMBERÍ,72,ARAPILES,-CALLEDE-GALILEO-63,24,245,-3.7101726,40.4364656
246,246,"440693,2","4476388,4",246,7,CHAMBERÍ,73,TRAFALGAR,-CALLEDE-SANTA-ENGRACIA-87,24,246,-3.699252,40.436026
247,247,"441238,82","4476643,99",247,7,CHAMBERÍ,75,RÍOS-ROSAS-,-CALLEDE-ZURBANO-90,24,247,-3.692843,40.4383672
248,248,"441694,11","4480631,92",248,8,FUENCARRAL-EL-PARDO,85,LA-PAZ-,-CALLEDE-SINESIO-DELGADO-2,24,248,-3.6878414,40.4743243
249,249,"441914,27","4481195,42",249,5,CHAMARTÍN,56,CASTILLA,-PASEODE-LA-CASTELLANA-298,24,249,-3.6852959,40.4794159
250,250,"441812,82","4476911,24",250,5,CHAMARTÍN,51,EL-VISO-,-CALLEDE-SERRANO-113-B,24,250,-3.6861,40.4408151
251,251,"443447,95","4477272,58",251,5,CHAMARTÍN,52,PROSPERIDAD,-CALLEDE-SANTA-HORTENSIA-31,24,251,-3.6668532,40.444183
252,252,"442025,04","4480322,99",252,5,CHAMARTÍN,56,CASTILLA,-CALLEDE-RODRIGUEZ-JAEN-,24,252,-3.6839094,40.4715645
253,253,"441626,91","4478554,58",253,5,CHAMARTÍN,54,HISPANOAMÉRICA,-CALLEDEL-DOCTOR-FLEMING-7,24,253,-3.688443,40.455606
254,254,"442639,53","4479150,36",254,5,CHAMARTÍN,55,NUEVA-ESPAÑA-,-AVENIDADE-PIO-XII-3,24,254,-3.6765549,40.4610436
255,255,"441910,45","4479454,04",255,5,CHAMARTÍN,55,NUEVA-ESPAÑA-,-CALLEDEL-GENERAL-LOPEZ-POZAS-2,24,255,-3.6851815,40.4637286
256,256,"439465,58","4477545,36",256,9,MONCLOA-ARAVACA,93,CIUDAD-UNIVERSITARIA-,-CALLEDE-BEATRIZ-DE-BOBADILLA-2,24,256,-3.7138353,40.4463599
257,257,"438063,25","4476718,06",257,9,MONCLOA-ARAVACA,93,CIUDAD-UNIVERSITARIA-,-AVENIDADE-JUAN-DE-HERRERA-1,24,257,-3.73029,40.438804
258,258,"438326,14","4477849,84",258,9,MONCLOA-ARAVACA,93,CIUDAD-UNIVERSITARIA-,-AVENIDACOMPLUTENSE-14,24,258,-3.7273004,40.449019
259,259,"438344,78","4477338,89",259,9,MONCLOA-ARAVACA,93,CIUDAD-UNIVERSITARIA-,-PLAZADE-RAMON-Y-CAJAL-,24,259,-3.727031,40.4444176
260,260,"438328,53","4477762,41",260,9,MONCLOA-ARAVACA,93,CIUDAD-UNIVERSITARIA-,-CALLEDE-JOSE-ANTONIO-NOVAIS-,24,260,-3.7272637,40.4482316
261,261,"438161,53","4478015,95",261,9,MONCLOA-ARAVACA,93,CIUDAD-UNIVERSITARIA-,-AVENIDACOMPLUTENSE-7,24,261,-3.7292576,40.4505032
