Identifier,Description,DistrictCode,DistrictName,same_as_wikidata_distrito,NeighborhoodCode,NeighborhoodName,same_as_wikidata_barrio,OperativeStatus,Address,same_as_wikidata_calle,Housenumber
457635,SITUADO-APARCABICICLETAS-Pº-PINTOR-ROSALES-Nº62,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,92,Argüelles,https://wikidata.org/entity/Q64874,OPERATIVO,Paseo del Pintor Rosales,https://wikidata.org/entity/Q6065691,62
457637,SITUADO-APARCABICICLETAS-C/-ALBERTO-AGUILERA-Nº23,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,Calle de Alberto Aguilera,https://wikidata.org/entity/Q5740796,23
457639,SITUADO-APARCABICICLETAS-C/-VALLEHERMOSO-Nº15,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,calle de Vallehermoso,https://wikidata.org/entity/Q27243374,15
457641,SITUADO-APARCABICICLETAS-C/-GALILEO-Nº39,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,calle de Galileo,https://wikidata.org/entity/Q27031392,39
457644,SITUADO-APARCABICICLETAS-C/-ARAPILES-Nº12,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,calle de Arapiles,https://wikidata.org/entity/Q27243804,12
457646,SITUADO-APARCABICICLETAS-Pz.-CONDE-DEL-VALLE-SUCHIL-Nº6,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,"Plaza del Conde del Valle de Súchil, Madrid",https://wikidata.org/entity/Q27244013,6
457648,SITUADO-APARCABICICLETAS-C/-SAN-BERNARDO-Nº93,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,San Bernardo street,https://wikidata.org/entity/Q5740864,93
457651,SITUADO-APARCABICICLETAS-C/-FUENCARRAL-Nº123,7,Chamberí,https://wikidata.org/entity/Q1763370,73,Trafalgar,https://wikidata.org/entity/Q10384027,OPERATIVO,calle de Fuencarral,https://wikidata.org/entity/Q5740840,123
457653,SITUADO-APARCABICICLETAS-C/-SAN-BERNARDO-Nº107,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,San Bernardo street,https://wikidata.org/entity/Q5740864,107
457654,SITUADO-APARCABICICLETAS-C/-MAGALLANES-Nº3,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,calle de Magallanes,https://wikidata.org/entity/Q27243356,3
457656,SITUADO-APARCABICICLETAS-C/-BRAVO-MURILLO-Nº32,7,Chamberí,https://wikidata.org/entity/Q1763370,72,Arapiles,https://wikidata.org/entity/Q10856744,OPERATIVO,Calle de Bravo Murillo,https://wikidata.org/entity/Q5740815,32
457658,SITUADO-APARCABICICLETAS-C/-BRAVO-MURILLO-Nº49,7,Chamberí,https://wikidata.org/entity/Q1763370,76,Vallehermoso,https://wikidata.org/entity/Q6122685,OPERATIVO,Calle de Bravo Murillo,https://wikidata.org/entity/Q5740815,49
457661,SITUADO-APARCABICICLETAS-C/-CEA-BERMUDEZ-Nº26,7,Chamberí,https://wikidata.org/entity/Q1763370,76,Vallehermoso,https://wikidata.org/entity/Q6122685,OPERATIVO,calle de Cea Bermúdez,https://wikidata.org/entity/Q26791743,26
457678,SITUADO-APARCABICICLETAS-C/-GRAL.-ALVAREZ-DE-CASTRO-Nº46,7,Chamberí,https://wikidata.org/entity/Q1763370,73,Trafalgar,https://wikidata.org/entity/Q10384027,OPERATIVO,"Calle del General Álvarez de Castro, Madrid",https://wikidata.org/entity/Q28024232,46
457681,SITUADO-APARCABICICLETAS-C/-GRAL.-ALVAREZ-DE-CASTRO-Nº46,7,Chamberí,https://wikidata.org/entity/Q1763370,73,Trafalgar,https://wikidata.org/entity/Q10384027,OPERATIVO,"Calle del General Álvarez de Castro, Madrid",https://wikidata.org/entity/Q28024232,46
457683,SITUADO-APARCABICICLETAS-C/-JOSE-ABASCAL-Nº39,7,Chamberí,https://wikidata.org/entity/Q1763370,75,Ríos Rosas,https://wikidata.org/entity/Q10366270,OPERATIVO,"Calle de José Abascal, Madrid",https://wikidata.org/entity/Q27310549,39
457688,SITUADO-APARCABICICLETAS-Pº-CASTELLANA-Nº53,7,Chamberí,https://wikidata.org/entity/Q1763370,75,Ríos Rosas,https://wikidata.org/entity/Q10366270,OPERATIVO,Paseo de la Castellana,https://wikidata.org/entity/Q1473674,53
457689,SITUADO-APARCABICICLETAS-C/-ALONSO-CANO-Nº-19,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,calle de Alonso Cano,https://wikidata.org/entity/Q27314531,19
457693,SITUADO-APARCABICICLETAS-C/-SANTA-ENGRACIA-Nº69,7,Chamberí,https://wikidata.org/entity/Q1763370,73,Trafalgar,https://wikidata.org/entity/Q10384027,OPERATIVO,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109,69
457706,SITUADO-APARCABICICLETAS-Pº-EDUARDO-DATO-Nº2,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,"Paseo de Eduardo Dato, Madrid",https://wikidata.org/entity/Q20890584,2
457716,SITUADO-APARCABICICLETAS-C/-FERNANDEZ-DE-LA-HOZ-Nº27,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,Fernández de la Hoz street,https://wikidata.org/entity/Q27314868,27
457719,SITUADO-APARCABICICLETAS-Pº-GRAL.-MARTINEZ-CAMPOS-Nº31,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,paseo del General Martínez Campos,https://wikidata.org/entity/Q26792155,31
457722,SITUADO-APARCABICICLETAS-Pº-GRAL.-MARTINEZ-CAMPOS-Nº37,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,paseo del General Martínez Campos,https://wikidata.org/entity/Q26792155,37
457723,SITUADO-APARCABICICLETAS-C/-MIGUEL-ANGEL-Nº1,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,"Calle de Miguel Ángel, Madrid",https://wikidata.org/entity/Q27991265,1
457728,SITUADO-APARCABICICLETAS-Pº-CASTELLANA-Nº35,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,Paseo de la Castellana,https://wikidata.org/entity/Q1473674,35
457729,SITUADO-APARCABICICLETAS-C/-ZURBARAN-Nº21,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,Calle de Zurbarán,https://wikidata.org/entity/Q28028696,21
457731,SITUADO-APARCABICICLETAS-C/-ALMAGRO-Nº7,7,Chamberí,https://wikidata.org/entity/Q1763370,74,Almagro,https://wikidata.org/entity/Q10954432,OPERATIVO,"Calle de Almagro, Madrid",https://wikidata.org/entity/Q26844339,7
457734,SITUADO-APARCABICICLETAS-C/-SANTA-ENGRACIA-Nº15,7,Chamberí,https://wikidata.org/entity/Q1763370,73,Trafalgar,https://wikidata.org/entity/Q10384027,OPERATIVO,"Calle de Santa Engracia, Madrid",https://wikidata.org/entity/Q26728109,15
457737,SITUADO-APARCABICICLETAS-C/-FRANCISCO-DE-ROJAS-Nº14,7,Chamberí,https://wikidata.org/entity/Q1763370,73,Trafalgar,https://wikidata.org/entity/Q10384027,OPERATIVO,"Calle de Francisco de Rojas, Madrid",https://wikidata.org/entity/Q28032307,14
457741,SITUADO-APARCABICICLETAS-C/-SERRANO-ANGUITA-Nº13,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,"Calle de Serrano Anguita, Madrid",https://wikidata.org/entity/Q28028455,13
457743,SITUADO-APARCABICICLETAS-C/-BARCELO-Nº9,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,calle de Barceló,https://wikidata.org/entity/Q27051120,9
457747,SITUADO-APARCABICICLETAS-Pz.-DOS-DE-MAYO-Nº3,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,plaza del Dos de Mayo,https://wikidata.org/entity/Q1531008,3
457752,SITUADO-APARCABICICLETAS-C/-EVARISTO-SAN-MIGUEL-Nº7,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,92,Argüelles,https://wikidata.org/entity/Q64874,OPERATIVO,"Calle de Evaristo San Miguel, Madrid",https://wikidata.org/entity/Q28016717,7
457755,SITUADO-APARCABICICLETAS-C/-VENTURA-RODRIGUEZ-Nº17,9,Moncloa-Aravaca,https://wikidata.org/entity/Q2017682,92,Argüelles,https://wikidata.org/entity/Q64874,OPERATIVO,calle de Ventura Rodríguez,https://wikidata.org/entity/Q28016771,17
457762,SITUADO-APARCABICICLETAS-C/-MARQUES-DE-LEGANES-Nº5,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,"Calle del Marqués de Leganés, Madrid",https://wikidata.org/entity/Q24541576,5
457765,SITUADO-APARCABICICLETAS-C/-LIBREROS-Nº16,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,"Calle de los Libreros, Madrid",https://wikidata.org/entity/Q5740961,16
457767,SITUADO-APARCABICICLETAS-Pz.-SAN-ILDEFONSO-Nº2,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,Plaza de San Ildefonso,https://wikidata.org/entity/Q9060957,2
457774,SITUADO-APARCABICICLETAS-C/-FUENCARRAL-Nº35,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,calle de Fuencarral,https://wikidata.org/entity/Q5740840,35
457776,SITUADO-APARCABICICLETAS-C/-FUENCARRAL-Nº29,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,calle de Fuencarral,https://wikidata.org/entity/Q5740840,29
457777,SITUADO-APARCABICICLETAS-C/-VALVERDE-Nº22,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,calle de Valverde,https://wikidata.org/entity/Q20639924,22
457780,SITUADO-APARCABICICLETAS-C/-FUENCARRAL-Nº3,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,calle de Fuencarral,https://wikidata.org/entity/Q5740840,3
457781,SITUADO-APARCABICICLETAS-Pz.-PEDRO-ZEROLO-Nº6,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,plaza de Pedro Zerolo,https://wikidata.org/entity/Q6080146,6
457784,SITUADO-APARCABICICLETAS-C/-SAN-GREGORIO-Nº10,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,"CALLE SAN GREGORIO,10",,10
457785,SITUADO-APARCABICICLETAS-C/-BELEN-Nº7,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,"Calle de Belén, Madrid",https://wikidata.org/entity/Q28526908,7
457787,SITUADO-APARCABICICLETAS-C/-TAMAYO-Y-BAUS-Nº5,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,"Calle de Tamayo y Baus, Madrid",https://wikidata.org/entity/Q54087402,5
457790,SITUADO-APARCABICICLETAS-Pº-RECOLETOS-Nº23,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,Paseo de Recoletos,https://wikidata.org/entity/Q2550870,23
457794,SITUADO-APARCABICICLETAS-C/-MESONERO-ROMANOS-Nº13,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,calle de Mesonero Romanos,https://wikidata.org/entity/Q16867482,13
457798,SITUADO-APARCABICICLETAS-C/-MESONERO-ROMANOS-Nº17,1,Centro,https://wikidata.org/entity/Q1763376,15,Universidad,https://wikidata.org/entity/Q10387767,OPERATIVO,calle de Mesonero Romanos,https://wikidata.org/entity/Q16867482,17
457801,SITUADO-APARCABICICLETAS-Pz.-CALLAO-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,Plaza del Callao,https://wikidata.org/entity/Q2099125,2
457803,SITUADO-APARCABICICLETAS-Pz.-SANTO-DOMINGO-Nº19,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,Plaza de Santo Domingo,https://wikidata.org/entity/Q6080106,19
457804,SITUADO-APARCABICICLETAS-Pz.-SANTO-DOMINGO-Nº19,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,Plaza de Santo Domingo,https://wikidata.org/entity/Q6080106,19
457807,SITUADO-APARCABICICLETAS-CUESTA-SANTO-DOMINGO-Nº14,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,"Cuesta de Santo Domingo, Madrid",https://wikidata.org/entity/Q5794008,14
457808,SITUADO-APARCABICICLETAS-Pz.-SAN-MARTIN-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,"Plaza de San Martín, Madrid",https://wikidata.org/entity/Q30578759,1
457812,SITUADO-APARCABICICLETAS-Pz.-SAN-MARTIN-Nº5,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,"Plaza de San Martín, Madrid",https://wikidata.org/entity/Q30578759,5
457815,SITUADO-APARCABICICLETAS-Pz.-ISABEL-II-Nº6,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,plaza de Isabel II,https://wikidata.org/entity/Q6079993,8
457818,SITUADO-APARCABICICLETAS-Pz.-ISABEL-II-Nº8,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,plaza de Isabel II,https://wikidata.org/entity/Q6079993,8
457820,SITUADO-APARCABICICLETAS-C/-VERGARA-Nº3,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,"Calle de Vergara, Madrid",https://wikidata.org/entity/Q29004234,3
457823,SITUADO-APARCABICICLETAS-C/-SANTA-CLARA-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,"Calle de Santa Clara, Madrid",https://wikidata.org/entity/Q102216390,1
457830,SITUADO-APARCABICICLETAS-C/-MAYOR-Nº86,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,Calle Mayor,https://wikidata.org/entity/Q1149052,86
457832,SITUADO-APARCABICICLETAS-C/-MAYOR-Nº83,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,Calle Mayor,https://wikidata.org/entity/Q1149052,83
457833,SITUADO-APARCABICICLETAS-C/-SEGOVIA-Nº75,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,calle de Segovia,https://wikidata.org/entity/Q8255505,75
457834,SITUADO-APARCABICICLETAS-C/-BAILEN-Nº41,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,calle de Bailén,https://wikidata.org/entity/Q5740811,41
457836,SITUADO-APARCABICICLETAS-Av.-GRAN-VIA-DE-SAN-FRANCISCO-Nº21,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,Gran Vía de San Francisco,https://wikidata.org/entity/Q32035437,21
457845,SITUADO-APARCABICICLETAS-Pz.-DE-LA-PAJA-Nº3,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,plaza de la Paja,https://wikidata.org/entity/Q6080217,3
457848,SITUADO-APARCABICICLETAS-Pz.-CRUZ-VERDE-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,plaza de la Cruz Verde,https://wikidata.org/entity/Q26915608,1
457850,SITUADO-APARCABICICLETAS-C/-SEGOVIA-Nº11,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,calle de Segovia,https://wikidata.org/entity/Q8255505,11
457853,SITUADO-APARCABICICLETAS-C/-SAN-BRUNO-Nº6,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,"Calle de San Bruno, Madrid",https://wikidata.org/entity/Q54165130,6
457854,SITUADO-APARCABICICLETAS-C/-SAN-BRUNO-Nº7,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,"Calle de San Bruno, Madrid",https://wikidata.org/entity/Q54165130,7
457856,SITUADO-APARCABICICLETAS-C/-CONDE-DE-ROMANONES-Nº2,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,"Calle del Conde de Romanones, Madrid",https://wikidata.org/entity/Q28026494,2
457858,SITUADO-APARCABICICLETAS-Pz.-PROVINCIA-Nº3,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,"Plaza de la Provincia, Madrid",https://wikidata.org/entity/Q12344133,3
457865,SITUADO-APARCABICICLETAS-C/-DOCTOR-CORTEZO-Nº4,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,calle del Doctor Cortezo,https://wikidata.org/entity/Q28031508,4
457870,SITUADO-APARCABICICLETAS-Pz.-SANTA-ANA-Nº15,1,Centro,https://wikidata.org/entity/Q1763376,13,Cortes,https://wikidata.org/entity/Q2535637,OPERATIVO,Plaza de Santa Ana,https://wikidata.org/entity/Q740210,15
457871,SITUADO-APARCABICICLETAS-C/-SANTA-ISABEL-Nº10,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,10
457872,SITUADO-APARCABICICLETAS-C/-LAVAPIES-Nº21,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,Calle de Lavapiés,https://wikidata.org/entity/Q19969082,21
457873,SITUADO-APARCABICICLETAS-C/-CARLOS-ARNICHES-Nº5,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,"Calle de Carlos Arniches, Madrid",https://wikidata.org/entity/Q25410886,5
457874,SITUADO-APARCABICICLETAS-GTA.-PUERTA-DE-TOLEDO-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,"GLORIETA PUERTA DE TOLEDO,1",,1
457875,SITUADO-APARCABICICLETAS-C/-PALOMA-Nº39,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,Calle Paloma,https://wikidata.org/entity/Q106977805,39
457876,SITUADO-APARCABICICLETAS-GTA.-EMBAJADORES-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,"Glorieta de Embajadores, Madrid",https://wikidata.org/entity/Q16571874,1
457877,SITUADO-APARCABICICLETAS-RONDA-DE-VALENCIA-Nº2,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,Ronda de Valencia,https://wikidata.org/entity/Q16626200,2
457878,SITUADO-APARCABICICLETAS-C/-VALENCIA-Nº30,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,calle de Valencia,https://wikidata.org/entity/Q26810468,30
457879,SITUADO-APARCABICICLETAS-C/-SANTA-ISABEL-Nº57,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,57
457880,SITUADO-APARCABICICLETAS-C/-SANTA-ISABEL-Nº53,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,53
457881,SITUADO-APARCABICICLETAS-RONDA-DE-ATOCHA-Nº2,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,Ronda de Atocha,https://wikidata.org/entity/Q26831149,2
457882,SITUADO-APARCABICICLETAS-C/-SANTA-ISABEL-Nº46,1,Centro,https://wikidata.org/entity/Q1763376,12,Embajadores,https://wikidata.org/entity/Q2449844,OPERATIVO,calle de Santa Isabel,https://wikidata.org/entity/Q2882669,46
457883,SITUADO-APARCABICICLETAS-C/-HUERTAS-Nº75,1,Centro,https://wikidata.org/entity/Q1763376,13,Cortes,https://wikidata.org/entity/Q2535637,OPERATIVO,"Calle de las Huertas, Madrid",https://wikidata.org/entity/Q2364997,75
457884,SITUADO-APARCABICICLETAS-C/-MARQUES-DE-CUBAS-Nº4,1,Centro,https://wikidata.org/entity/Q1763376,13,Cortes,https://wikidata.org/entity/Q2535637,OPERATIVO,calle del Marqués de Cubas,https://wikidata.org/entity/Q19304646,4
457885,SITUADO-APARCABICICLETAS-C/-ALCALA-Nº45,1,Centro,https://wikidata.org/entity/Q1763376,14,Justicia,https://wikidata.org/entity/Q1992319,OPERATIVO,Alcalá Street,https://wikidata.org/entity/Q2424746,45
457886,SITUADO-APARCABICICLETAS-C/-ALCALA-Nº42,1,Centro,https://wikidata.org/entity/Q1763376,13,Cortes,https://wikidata.org/entity/Q2535637,OPERATIVO,Alcalá Street,https://wikidata.org/entity/Q2424746,42
457889,SITUADO-APARCABICICLETAS-C/-ALCALA-Nº34,1,Centro,https://wikidata.org/entity/Q1763376,13,Cortes,https://wikidata.org/entity/Q2535637,OPERATIVO,Alcalá Street,https://wikidata.org/entity/Q2424746,34
457894,SITUADO-APARCABICICLETAS-C/-CABALLERO-DE-GRACIA-Nº15,1,Centro,https://wikidata.org/entity/Q1763376,13,Cortes,https://wikidata.org/entity/Q2535637,OPERATIVO,Caballero de Gracia street,https://wikidata.org/entity/Q5740985,15
457897,SITUADO-APARCABICICLETAS-Pz.-PUERTA-DEL-SOL-Nº13,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,Puerta del Sol,https://wikidata.org/entity/Q427163,13
457900,SITUADO-APARCABICICLETAS-Pz.-PUERTA-DEL-SOL-Nº8,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,Puerta del Sol,https://wikidata.org/entity/Q427163,8
457904,SITUADO-APARCABICICLETAS-C/-MAYOR-Nº8,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,Calle Mayor,https://wikidata.org/entity/Q1149052,8
457906,SITUADO-APARCABICICLETAS-C/-MAYOR-Nº26,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,Calle Mayor,https://wikidata.org/entity/Q1149052,26
457908,SITUADO-APARCABICICLETAS-C/-MAYOR-Nº32,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,Calle Mayor,https://wikidata.org/entity/Q1149052,32
457910,SITUADO-APARCABICICLETAS-C/-CAVA-DE-SAN-MIGUEL-Nº2,1,Centro,https://wikidata.org/entity/Q1763376,16,Sol,https://wikidata.org/entity/Q2465181,OPERATIVO,"Cava de San Miguel, Madrid",https://wikidata.org/entity/Q28051254,2
457942,SITUADO-APARCABICICLETAS-C/-SAN-JUSTO-Nº1,1,Centro,https://wikidata.org/entity/Q1763376,11,Palacio,https://wikidata.org/entity/Q2136510,OPERATIVO,"Calle de San Justo, Madrid",https://wikidata.org/entity/Q32458483,1
457963,SITUADO-APARCABICICLETAS-C/-JOAQUIN-DICENTA-Nº1,6,Tetuán,https://wikidata.org/entity/Q1773540,64,Almenara,https://wikidata.org/entity/Q2265427,OPERATIVO,"CALLE JOAQUIN DICENTA,1",,1
458000,SITUADO-APARCABICICLETAS-Av.-PABLO-IGLESIAS-Nº46,6,Tetuán,https://wikidata.org/entity/Q1773540,61,Bellas Vistas,https://wikidata.org/entity/Q11908929,OPERATIVO,avenida de Pablo Iglesias,https://wikidata.org/entity/Q28045035,46
458013,SITUADO-APARCABICICLETAS-Pz.-MARQUES-DE-COMILLAS-Nº1,7,Chamberí,https://wikidata.org/entity/Q1763370,76,Vallehermoso,https://wikidata.org/entity/Q6122685,OPERATIVO,"PLAZA MARQUES DE COMILLAS,1",,1
461388,SITUADO_APARCABICICLETAS-IES-VILLA-DE-VALLECAS,18,Villa de Vallecas,https://wikidata.org/entity/Q1947988,181,Casco Histórico de Vallecas,https://wikidata.org/entity/Q16544370,OPERATIVO,"CALLE VILLARINO DE LOS AIRES,14",,14
461390,SITUADO_APARCABICICLETAS-CALLE-DE-JOSE-PAULETE-59,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,135,Portazgo,https://wikidata.org/entity/Q18005921,OPERATIVO,"CALLE JOSE PAULETE,59",,59
461496,SITUADO_APARCABICICLETAS-COLEGIO-SAGRADA-FAMILIA,14,Moratalaz,https://wikidata.org/entity/Q2076109,143,Marroquina,https://wikidata.org/entity/Q11935636,OPERATIVO,"CALLE OBERON,6",,6
528260,SITUADO_APARCABICICLETAS-CALLE-DE-LOS-ANDALUCES-20,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,134,Palomeras Sureste,https://wikidata.org/entity/Q10343901,OPERATIVO,"CALLE ANDALUCES,20",,20
528262,SITUADO_APARCABICICLETAS-IES-ANTONIO-DOMINGUEZ-ORTIZ,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,134,Palomeras Sureste,https://wikidata.org/entity/Q10343901,OPERATIVO,"AVENIDA MIGUEL HERNANDEZ,48",,48
528265,SITUADO_APARCABICICLETAS-CENTRO-DE-SALUD-FEDERICA-MONTSENY,13,Puente de Vallecas,https://wikidata.org/entity/Q2003054,134,Palomeras Sureste,https://wikidata.org/entity/Q10343901,OPERATIVO,Avenida de la Albufera,https://wikidata.org/entity/Q5714221,287
