COD_TIPO_DATO;TIPO_DATO;IDENTIFICADOR_MINT;COD_ELEMENTO;COD_NDP;DIRECCION_COMPLETA;DIRECCION AUXILIAR;CENTRO;COD_VIAL;CLASE_VIAL;PARTICULAS_VIAL;NOMBRE_VIAL;TIPO_NÚMERO;NÚMERO;COD_BARRIO;BARRIO;COD_DISTRITO;DISTRITO;UTMX;UTMY;LATITUD;LONGITUD;HORARIO;OBSERVACIONES;DIRECCIONHORARIO
;Contenedor de ropa;;;;Calle  Casalareina, 27 ;;Plaza de la Vicalvarada;;Calle;;Casalareina;número;27;;;19;Vicalvaro;447863,85;4473329,87;40.408.258;-3.614.427;;;Calle  Casalareina, 27  
;Contenedor de ropa;;;;Calle  Casalareina, 22 ;;;;Calle;;Casalareina;número;22;;;19;Vicalvaro;448008,35;4473426,22;40.409.135;-3.612.732;;;Calle  Casalareina, 22  
;Contenedor de ropa;;;;Calle  Villa Jimena, 75 ;;Iglesia de Vicalvaro;;Calle;;Villa Jimena;número;75;;;19;Vicalvaro;448590,62;4473163,56;40.406.805;-3.605.849;;;Calle  Villa Jimena, 75  
;Contenedor de ropa;;;;Calle  Villardondiego, 32 ;;Centro Cultural El Madroño;;Calle;;Villardondiego;número;32;;;19;Vicalvaro;448382,54;4472911,95;40.405.342;-3.608.288;;;Calle  Villardondiego, 32  
;Contenedor de ropa;;;;Calle  Calahorra, 17 ;;;;Calle;;Calahorra;número;17;;;19;Vicalvaro;447982,06;4473106,77;40.406.949;-3.613.039;;;Calle  Calahorra, 17  
;Contenedor de ropa;;;;Calle  Tren de Arganda, 12 ;;Colegio Publico Valdebernardo;;Calle;;Tren de Arganda;número;12;;;19;Vicalvaro;447540,98;4472756,84;40.403.786;-3.619.454;;;Calle  Tren de Arganda, 12  
;Contenedor de ropa;;;;Calle   Ladera de los Almendros, 2 ;;Centro Deportivo Municipal Valdebernardo;;Calle;; Ladera de los Almendros;número;2;;;19;Vicalvaro;447131,31;4472799,63;40.404.471;-3.622.591;;;Calle   Ladera de los Almendros, 2  
;Contenedor de ropa;;;;Calle   Ladera de los Almendros, 44 ;;;;Calle;; Ladera de los Almendros;número;44;;;19;Vicalvaro;446850,75;4472040,19;40.396.576;-3.626.258;;;Calle   Ladera de los Almendros, 44  
;Contenedor de ropa;;;;Calle  Indalecio Prieto, 44 ;;;;Calle;;Indalecio Prieto;número;44;;;19;Vicalvaro;447119,97;4472052,05;403.967;-3.623.087;;;Calle  Indalecio Prieto, 44  
;Contenedor de ropa;;;;Bulevar  Indalecio Prieto, 19 ;;Biblioteca Municipal Francisco Ayala;;Bulevar;;Indalecio Prieto;número;19;;;19;Vicalvaro;447297,59;4472298,92;40.399.946;-362.122;;;Bulevar  Indalecio Prieto, 19  
;Contenedor de ropa;;;;Calle  San Jose Prat, 95 ;;;;Calle;;San Jose Prat;número;95;;;19;Vicalvaro;447362,38;4472053,79;40.396.731;-3.620.231;;;Calle  San Jose Prat, 95  
;Contenedor de ropa;;;;Calle  San Cipriano, 30 ;;Cementerio;;Calle;;San Cipriano;número;30;;;19;Vicalvaro;448972,83;4472815,49;40.403.693;-3.601.317;;;Calle  San Cipriano, 30  
;Contenedor de ropa;;;;Paseo de la  Castellana, 2 ;;;;Paseo;de la ;Castellana;número;2;;;19;Vicalvaro;441490,92;4475381,38;40.426.315;-3.689.716;;;Paseo de la  Castellana, 2  
;Contenedor de ropa;;;;Avenida de la Aurora Boreal, 15 ;;;;Avenida;de la;Aurora Boreal;número;15;;;19;Vicalvaro;448728,18;4472283;40.398.881;-3.604.157;;;Avenida de la Aurora Boreal, 15  
;Contenedor de ropa;;;;Calle  Fuente de San Jorge, 2 ;;;;Calle;;Fuente de San Jorge;número;2;;;19;Vicalvaro;448618,18;4472590,68;40.401.646;-3.605.478;;;Calle  Fuente de San Jorge, 2  
;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 120 ;;;;Calle;;Ensanche Vallecas ;número;120;;;18;Villa Vallecas;449613,87;4467906,99;403.602.079.915.605;-359.340.815.697.274;;;Calle  Ensanche Vallecas , 120  
;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 79 frente;frente;;;Calle;;Ensanche Vallecas ;número;79;;;18;Villa Vallecas;445106,2;4469155,4;403.711.699.348.643;-364.660.033.391.213;;;Calle  Ensanche Vallecas , 79 frente 
;Contenedor de ropa;;;;Calle  Antonio Gades  , 25 ;;;;Calle;;Antonio Gades  ;número;25;;;18;Villa Vallecas;449651,06;4468478,83;403.653.618.032.391;-359.301.532.635.125;;;Calle  Antonio Gades  , 25  
;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 62 frente;frente;;;Calle;;Ensanche Vallecas ;número;62;;;18;Villa Vallecas;449347,2;4468179,9;403.626.504.133.381;-359.657.029.764.331;;;Calle  Ensanche Vallecas , 62 frente 
;Contenedor de ropa;;;;Calle  Peñaranda de Bracamontes , 22 (farola 30);(farola 30);;;Calle;;Peñaranda de Bracamontes ;número;22;;;18;Villa Vallecas;449535,4;4468256,3;40.363.350.093.665;-35.943.599.046.009;;;Calle  Peñaranda de Bracamontes , 22 (farola 30) 
;Contenedor de ropa;;;;Calle  Peñaranda de Bracamontes , 57 ;;;;Calle;;Peñaranda de Bracamontes ;número;57;;;18;Villa Vallecas;448856,2;4468399,7;403.646.005.611.021;-360.237.044.192.721;;;Calle  Peñaranda de Bracamontes , 57  
;Contenedor de ropa;;;;Calle  Granja de San Idelfonso , 29 (farola 28);(farola 28);;;Calle;;Granja de San Idelfonso ;número;29;;;18;Villa Vallecas;448335;4469027,1;403.702.204.975.683;-360.855.963.036.686;;;Calle  Granja de San Idelfonso , 29 (farola 28) 
;Contenedor de ropa;;;;Calle  Alameda del Valle , 26 frente;frente;;;Calle;;Alameda del Valle ;número;26;;;18;Villa Vallecas;448107,9;4468609;403.664.398.476.361;-361.120.046.048.023;;;Calle  Alameda del Valle , 26 frente 
;Contenedor de ropa;;;;Avenida  Gavia , 39 ;;;;Avenida;;Gavia ;número;39;;;18;Villa Vallecas;447509,1;4468576,6;403.661.104.789.138;-361.825.024.958.272;;;Avenida  Gavia , 39  
;Contenedor de ropa;;;;Calle  Congosto , 76 ;;;;Calle;;Congosto ;número;76;;;18;Villa Vallecas;447396,6;4468516,3;403.655.601.633.198;-361.957.025.382.866;;;Calle  Congosto , 76  
;Contenedor de ropa;;;;Avenida  Gavia , 16 ;;;;Avenida;;Gavia ;número;16;;;18;Villa Vallecas;447864,1;4468954,8;403.695.398.488.062;-361.410.012.682.328;;;Avenida  Gavia , 16  
;Contenedor de ropa;;;;Calle  Cabeza Mesada , 28 ;;;;Calle;;Cabeza Mesada ;número;28;;;18;Villa Vallecas;447538,5;4469010,4;403.700.203.049.314;-361.793.967.938.035;;;Calle  Cabeza Mesada , 28  
;Contenedor de ropa;;;;Calle  Bulevar Naturaleza , 10 ;;;;Calle;;Bulevar Naturaleza ;número;10;;;18;Villa Vallecas;448141,4;4469517,9;403.746.299.498.851;-361.087.983.834.398;;;Calle  Bulevar Naturaleza , 10  
;Contenedor de ropa;;;;Calle  Torre Don Miguel , 31 frente;frente;;;Calle;;Torre Don Miguel ;número;31;;;18;Villa Vallecas;446881,6;4469411,3;403.735.902.857.576;-362.571.021.890.728;;;Calle  Torre Don Miguel , 31 frente 
;Contenedor de ropa;;;;Calle  Gamonal , 5 ;;;;Calle;;Gamonal ;número;5;;;18;Villa Vallecas;446525,5;4469476;403.741.503.763.516;-362.991.010.048.912;;;Calle  Gamonal , 5  
;Contenedor de ropa;;;;Calle  Luis I, 36 ;;Punto Limpio Fijo;;Calle;;Luis I;número;36;;;18;Villa Vallecas;445339,3;4469214,8;403.717.203.671.055;-364.385.987.994.927;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;Calle  Luis I, 36  Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.
;Contenedor de ropa;;;;Calle  San Jaime , 22 ;;;;Calle;;San Jaime ;número;22;;;18;Villa Vallecas;446620,47;4469913,67;403.780.992.896.159;-362.882.810.662.626;;;Calle  San Jaime , 22  
;Contenedor de ropa;;;;Calle  Sierra de Palomeras , 12 ;;;;Calle;;Sierra de Palomeras ;número;12;;;18;Villa Vallecas;446631;4469868,2;403.776.903.398.422;-362.870.025.927.833;;;Calle  Sierra de Palomeras , 12  
;Contenedor de ropa;;;;Calle  Fuentidueña, 33 frente;frente;;;Calle;;Fuentidueña;número;33;;;18;Villa Vallecas;447001,5;4469802,3;403.771.203.127.014;-362.433.044.249.715;;;Calle  Fuentidueña, 33 frente 
;Contenedor de ropa;;;;Calle  Sierra Gador , 35 ;;;;Calle;;Sierra Gador ;número;35;;;18;Villa Vallecas;447180,76;4470145,62;403.802.245.532.159;-362.224.730.486.021;;;Calle  Sierra Gador , 35  
;Contenedor de ropa;;;;Avenida  Santa Eugenia , 45 ;;;;Avenida;;Santa Eugenia ;número;45;;;18;Villa Vallecas;448176,3;4470399;403.825.696.856.612;-361.054.039.716.751;;;Avenida  Santa Eugenia , 45  
;Contenedor de ropa;;;;Avenida  Santa Eugenia , 60 ;;;;Avenida;;Santa Eugenia ;número;60;;;18;Villa Vallecas;448310,4;4470015,2;403.791.204.770.489;-360.892.950.337.578;;;Avenida  Santa Eugenia , 60  
;Contenedor de ropa;;;;Calle  Enrique García Alvarez , 5 ;;;;Calle;;Enrique García Alvarez ;número;5;;;18;Villa Vallecas;447876,7;4470155,8;403.803.600.844.191;-361.404.993.066.969;;;Calle  Enrique García Alvarez , 5  
;Contenedor de ropa;;;;Calle  Ensanche Vallecas , 11 ;;;;Calle;;Ensanche Vallecas ;número;11;;;18;Villa Vallecas;448037,35;4469037,82;403.702.985.695.308;-361.206.632.048.095;;;Calle  Ensanche Vallecas , 11  
;Contenedor de ropa;;;;Avenida  Valdeculebras, 119 ;;;;Avenida;;Valdeculebras;número;119;;;18;Villa Vallecas;450268,53;4467714,99;403.585.176.081.553;-358.568.350.312.469;;;Avenida  Valdeculebras, 119  
;Contenedor de ropa;;;;Calle  Puerto Porzuna, 17 ;;;;Calle;;Puerto Porzuna;número;17;;;18;Villa Vallecas;447212,12;4469568,64;403.750.287.113.176;-362.183.009.373.712;;;Calle  Puerto Porzuna, 17  
;Contenedor de ropa;;;;Avenida  Las Suertes, 13 ;;;;Avenida;;Las Suertes;número;13;;;18;Villa Vallecas;448306,24;4469220,56;403.719.615.402.944;-360.891.406.130.194;;;Avenida  Las Suertes, 13  
;Contenedor de ropa;;;;Avenida  Las Suertes, 80 ;;;;Avenida;;Las Suertes;número;80;;;18;Villa Vallecas;449210,86;4468594,39;40.366.376.153.017;-359.820.898.705.664;;;Avenida  Las Suertes, 80  
;Contenedor de ropa;;;;Calle  Cañada del Santisimo, s/n farola 41;farola 41;colegio;;Calle;;Cañada del Santisimo;número;s/n;;;18;Villa Vallecas;448981,34;4468141,16;40.362.279;-3.600.876;;;Calle  Cañada del Santisimo, s/n farola 41 
;Contenedor de ropa;;;;Calle  Cerro Milano, 8 ;;;;Calle;;Cerro Milano;número;8;;;18;Villa Vallecas;447503,44;4468786,39;403.680.000.585.758;-361.833.418.184.241;;;Calle  Cerro Milano, 8  
;Contenedor de ropa;;;;Avenida  Gavia , 90-92 ;;;;Avenida;;Gavia ;número;90-92;;;18;Villa Vallecas;447442,42;4468449,27;403.649.591.995.324;-361.902.508.507.065;;;Avenida  Gavia , 90-92  
;Contenedor de ropa;;;;Calle  Congosto , 9 ;;;;Calle;;Congosto ;número;9;;;18;Villa Vallecas;447361,58;4469624,68;40.375.543.011.226;-362.007.421.224.096;;;Calle  Congosto , 9  
;Contenedor de ropa;;;;Calle  Peña Vargas, 5 ;;;;Calle;;Peña Vargas;número;5;;;18;Villa Vallecas;447305,36;4469522,18;403.746.160.680.464;-362.072.796.657.655;;;Calle  Peña Vargas, 5  
;Contenedor de ropa;;;;Calle  Rafael de León, 22 ;;;;Calle;;Rafael de León;número;22;;;18;Villa Vallecas;448952,09;4468456,47;403.651.178.636.675;-360.124.565.498.425;;;Calle  Rafael de León, 22  
;Contenedor de ropa;;;;Calle  Real Arganda, 4 ;;;;Calle;;Real Arganda;número;4;;;18;Villa Vallecas;447314,67;4470067,8;403.795.319.750.771;-362.066.340.622.508;;;Calle  Real Arganda, 4  
;Contenedor de ropa;;;;Calle  Cerro Almodovar, 9 ;;Centro Cultural;;Calle;;Cerro Almodovar;número;9;;;18;Villa Vallecas;448872,81;4470296,52;403.816.895.031.618;-360.232.695.034.995;;;Calle  Cerro Almodovar, 9  
;Contenedor de ropa;;;;Calle  Enrique García Alvarez , 5 ;;;;Calle;;Enrique García Alvarez ;número;5;;;18;Villa Vallecas;447876,7;4470155,8;403.803.600.844.191;-361.404.993.066.969;;;Calle  Enrique García Alvarez , 5  
;Contenedor de ropa;;;;Calle  Bascuñuelos, 3 ;;Punto Limpio Fijo;;Calle;;Bascuñuelos;número;3;;;17;Villaverde;439739,1;4465602,2;403.387.900.049.582;-37.094.800.477.883;Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.;;Calle  Bascuñuelos, 3  Lunes a Sabado 8:00 a 20:00. Domingo y festivos 9:00 a 14:00.  24 y 31 de diciembre 8:00 a 14:00. 25 de diciembre y 1 y 6 enero CERRADO.
;Contenedor de ropa;;;;Calle  Domingo Párraga, 24 ;;;;Calle;;Domingo Párraga;número;24;;;17;Villaverde;439858,5;4465979,8;403.422.002.589.825;-370.810.996.261.162;;;Calle  Domingo Párraga, 24  
;Contenedor de ropa;;;;Calle  Domingo Párraga, 52 ;;;;Calle;;Domingo Párraga;número;52;;;17;Villaverde;439438,9;4465978,7;403.421.600.005.692;-371.304.989.490.533;;;Calle  Domingo Párraga, 52  
;Contenedor de ropa;;;;Paseo  Alberto Palacios, 79 ;;;;Paseo;;Alberto Palacios;número;79;;;17;Villaverde;439107,7;4466088;403.431.205.321.825;-37.169.595.988.053;;;Paseo  Alberto Palacios, 79  
;Contenedor de ropa;;;;Paseo  Alberto Palacios, 68 ;;;;Paseo;;Alberto Palacios;número;68;;;17;Villaverde;439147,9;4466123,2;403.434.405.663.245;-371.648.966.514.585;;;Paseo  Alberto Palacios, 68  
;Contenedor de ropa;;;;Calle  Doctor Martín Arevalo, 44 ;;;;Calle;;Doctor Martín Arevalo;número;44;;;17;Villaverde;440228,47;4466409,38;40.346.096.751.054;-370.379.444.394.379;;;Calle  Doctor Martín Arevalo, 44  
;Contenedor de ropa;;;;Calle  Palomares, 8 ;;;;Calle;;Palomares;número;8;;;17;Villaverde;440784,14;4467642,93;403.572.489.164.736;-369.736.649.577.542;;;Calle  Palomares, 8  
;Contenedor de ropa;;;;Calle  Arroyo Bueno, 16 ;;;;Calle;;Arroyo Bueno;número;16;;;17;Villaverde;440700,89;4468131,59;40.361.645.129.482;-369.839.226.042.998;;;Calle  Arroyo Bueno, 16  
;Contenedor de ropa;;;;Calle  Villalonso, 13 ;;;;Calle;;Villalonso;número;13;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;;;Calle  Villalonso, 13  
;Contenedor de ropa;;;;Calle  Villalonso, 12 ;;"Centro de Mayores ""Villalonso""";;Calle;;Villalonso;número;12;;;17;Villaverde;441022,25;4467958,02;403.601.043.028.788;-369.459.167.528.386;;;Calle  Villalonso, 12  
;Contenedor de ropa;;;;Calle  San Jenaro, 3 ;;;;Calle;;San Jenaro;número;3;;;17;Villaverde;440228,47;4466409,38;40.346.096.751.054;-370.379.444.394.379;;;Calle  San Jenaro, 3  
;Contenedor de ropa;;;;Calle  Eduardo Barreiros, 145 ;;;;Calle;;Eduardo Barreiros;número;145;;;17;Villaverde;440135,84;4466971,21;403.511.513.974.862;-370.493.775.569.859;;;Calle  Eduardo Barreiros, 145  
;Contenedor de ropa;;;;Paseo  Talleres, 8 frente;frente;;;Paseo;;Talleres;número;8;;;17;Villaverde;440700,89;4468131,59;40.361.645.129.482;-369.839.226.042.998;;;Paseo  Talleres, 8 frente 
;Contenedor de ropa;;;;Calle  Alcocer, 22 ;;;;Calle;;Alcocer;número;22;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;;;Calle  Alcocer, 22  
;Contenedor de ropa;;;;Calle  María Martínez Oviol, 12 ;;Centro Socio-Cultural Santa Petronila;;Calle;;María Martínez Oviol;número;12;;;17;Villaverde;441022,25;4467958,02;403.601.043.028.788;-369.459.167.528.386;;;Calle  María Martínez Oviol, 12  
;Contenedor de ropa;;;;Calle  Ctra Villaverde a Vallecas, 19 ;;"Centro Deportivo Municipal ""El Espinillo""";;Calle;;Ctra Villaverde a Vallecas;número;19;;;17;Villaverde;440228,47;4466409,38;40.346.096.751.054;-370.379.444.394.379;Lunes a Domingo 9:30 a 21:45;;Calle  Ctra Villaverde a Vallecas, 19  Lunes a Domingo 9:30 a 21:45
;Contenedor de ropa;;;;Calle  Concepción de la Oliva, 1 ;;CENTRO MAYORES;;Calle;;Concepción de la Oliva;número;1;;;17;Villaverde;440784,14;4467642,93;403.572.489.164.736;-369.736.649.577.542;;;Calle  Concepción de la Oliva, 1  
;Contenedor de ropa;;;;Calle  Juan José Martínez Seco , 76 ;;;;Calle;;Juan José Martínez Seco ;número;76;;;17;Villaverde;440700,89;4468131,59;40.361.645.129.482;-369.839.226.042.998;;;Calle  Juan José Martínez Seco , 76  
;Contenedor de ropa;;;;Calle  Diamante , 34 ;;;;Calle;;Diamante ;número;34;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;;;Calle  Diamante , 34  
;Contenedor de ropa;;;;Calle  Eduardo Minguito , 10 ;;"Centro Servicios Sociales ""Eduardo Minguito""";;Calle;;Eduardo Minguito ;número;10;;;17;Villaverde;441022,25;4467958,02;403.601.043.028.788;-369.459.167.528.386;Lunes a Viernes 9:00 a 14:00 y de 15:00 a 19:00;;Calle  Eduardo Minguito , 10  Lunes a Viernes 9:00 a 14:00 y de 15:00 a 19:00
;Contenedor de ropa;;;;Calle  Rocafort, 9 ;;"Centro Cultural ""San Cristobal De Los Ángeles""";;Calle;;Rocafort;número;9;;;17;Villaverde;440228,47;4466409,38;40.346.096.751.054;-370.379.444.394.379;;;Calle  Rocafort, 9  
;Contenedor de ropa;;;;Calle  Benimanet , 137 ;;"Centro Deportivo Municipal ""Raúl González""";;Calle;;Benimanet ;número;137;;;17;Villaverde;440784,14;4467642,93;403.572.489.164.736;-369.736.649.577.542;Lunes a Viernes 10:00 a 20:30. Sabados y Domingos 10:00 a 14:30;;Calle  Benimanet , 137  Lunes a Viernes 10:00 a 20:30. Sabados y Domingos 10:00 a 14:30
;Contenedor de ropa;;;;Calle  Benimanet , 95 ;;;;Calle;;Benimanet ;número;95;;;17;Villaverde;440700,89;4468131,59;40.361.645.129.482;-369.839.226.042.998;;;Calle  Benimanet , 95  
;Contenedor de ropa;;;;Avenida  Marconi, 9 ;;"Instalación Deportiva Básica ""Colonia Marconi""";;Avenida;;Marconi;número;9;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;Lunes a Jueves 9:30 a 13:30 y de 16:30 a 19:30. Viernes y Julio  9:00 a 14:00;;Avenida  Marconi, 9  Lunes a Jueves 9:30 a 13:30 y de 16:30 a 19:30. Viernes y Julio  9:00 a 14:00
;Contenedor de ropa;;;;Calle  Principal, s/n (contenedores de  papel y cartón);(contenedores de  papel y cartón);"Centro Cultural ""Marconi""";;Calle;;Principal;número;s/n;;;17;Villaverde;441022,25;4467958,02;403.601.043.028.788;-369.459.167.528.386;;;Calle  Principal, s/n (contenedores de  papel y cartón) 
;Contenedor de ropa;;;;Calle  Anoeta , 41 ;;;;Calle;;Anoeta ;número;41;;;17;Villaverde;440228,47;4466409,38;40.346.096.751.054;-370.379.444.394.379;;;Calle  Anoeta , 41  
;Contenedor de ropa;;;;Calle  Arama , 6 frente;frente;;;Calle;;Arama ;número;6;;;17;Villaverde;440784,14;4467642,93;403.572.489.164.736;-369.736.649.577.542;;;Calle  Arama , 6 frente 
;Contenedor de ropa;;;;Calle  Anoeta , 19 ;;;;Calle;;Anoeta ;número;19;;;17;Villaverde;440700,89;4468131,59;40.361.645.129.482;-369.839.226.042.998;;;Calle  Anoeta , 19  
;Contenedor de ropa;;;;Calle  Hermandad Donantes Sangre , 9 ;;"Instalación Deportiva Básica ""Euskalduna""";;Calle;;Hermandad Donantes Sangre ;número;9;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;"Lunes a Viernes; Sábados, domingos y festivos 10:00 a 21:00 ";;"Calle  Hermandad Donantes Sangre , 9  Lunes a Viernes; Sábados, domingos y festivos 10:00 a 21:00 "
;Contenedor de ropa;;;;Calle  Hermandad Donantes Sangre , 55 frente;frente;;;Calle;;Hermandad Donantes Sangre ;número;55;;;17;Villaverde;441022,25;4467958,02;403.601.043.028.788;-369.459.167.528.386;;;Calle  Hermandad Donantes Sangre , 55 frente 
;Contenedor de ropa;;;;Calle  Huesped del Sevillano , 8 ;;;;Calle;;Huesped del Sevillano ;número;8;;;17;Villaverde;440228,47;4466409,38;40.346.096.751.054;-370.379.444.394.379;;;Calle  Huesped del Sevillano , 8  
;Contenedor de ropa;;;;Calle Manojo de Rosas , 93;;;;Calle;;Manojo de Rosas ;número;93;;;17;Villaverde;440690,8;4467198,02;40.353.283;-3.698.559;;;Calle Manojo de Rosas , 93 
;Contenedor de ropa;;;;Calle  Manojo de Rosas , 48 ;;;;Calle;;Manojo de Rosas ;número;48;;;17;Villaverde;440784,14;4467642,93;403.572.489.164.736;-369.736.649.577.542;;;Calle  Manojo de Rosas , 48  
;Contenedor de ropa;;;;Calle  Corte del Faraón , 2 ;;;;Calle;;Corte del Faraón ;número;2;;;17;Villaverde;440700,89;4468131,59;40.361.645.129.482;-369.839.226.042.998;;;Calle  Corte del Faraón , 2  
;Contenedor de ropa;;;;Calle  Menasalbas , 8 ;;;;Calle;;Menasalbas ;número;8;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;;;Calle  Menasalbas , 8  
;Contenedor de ropa;;;;Calle  Menasalbas , 16 frente;frente;;;Calle;;Menasalbas ;número;16;;;17;Villaverde;440724,38;4468203,96;403.622.987.497.064;-369.812.235.314.027;;;Calle  Menasalbas , 16 frente 
;Contenedor de ropa;;;;Calle  Verbena de la Paloma , 5 ;;;;Calle;;Verbena de la Paloma ;número;5;;;17;Villaverde;440953,6;4467958,1;403.601.001.653.411;-369.540.012.980.341;;;Calle  Verbena de la Paloma , 5  
;Contenedor de ropa;;;;Calle  Verbena de la Paloma , 21 ;;;;Calle;;Verbena de la Paloma ;número;21;;;17;Villaverde;440911,5;4467789,7;403.585.801.390.117;-369.588.031.608.976;;;Calle  Verbena de la Paloma , 21  
;Contenedor de ropa;;;;Calle  Gigantes y Cabezudos , 26 ;;;;Calle;;Gigantes y Cabezudos ;número;26;;;17;Villaverde;441079,3;4467747,3;403.582.100.479.008;-369.390.037.104.594;;;Calle  Gigantes y Cabezudos , 26  
;Contenedor de ropa;;;;Calle  Pan y Toros , 11 ;;;;Calle;;Pan y Toros ;número;11;;;17;Villaverde;441022,25;4467958,02;403.601.043.028.788;-369.459.167.528.386;;;Calle  Pan y Toros , 11  
;Contenedor de ropa;;;;Calle  Ciudadania, 4 frente;frente;;;Calle;;Ciudadania;número;4;;;17;Villaverde;441224,5;4467737,3;403.581.302.083.368;-369.218.956.922.121;;;Calle  Ciudadania, 4 frente 
;Contenedor de ropa;;;;Calle  María Oure, 1 ;;;;Calle;;María Oure;número;1;;;17;Villaverde;441335,3;4467908,5;403.596.802.800.592;-369.090.052.917.654;;;Calle  María Oure, 1  
;Contenedor de ropa;;;;Avenida  Orovilla , 43 ;;;;Avenida;;Orovilla ;número;43;;;17;Villaverde;441466,2;4468027,3;40.360.759.698.799;-36.893.699.128.318;;;Avenida  Orovilla , 43  
;Contenedor de ropa;;;;Calle  Berrocal, 9 ;;;;Calle;;Berrocal;número;9;;;17;Villaverde;441573,1;4468119,8;403.616.004.902.956;-368.811.947.882.508;;;Calle  Berrocal, 9  
;Contenedor de ropa;;;;Avenida  Avenida Felicidad , 37 ;;;;Avenida;;Avenida Felicidad ;número;37;;;17;Villaverde;441672,9;4467855,9;403.592.301.100.492;-368.692.003.956.831;;;Avenida  Avenida Felicidad , 37  
;Contenedor de ropa;;;;Calle  Alianza , 20 ;;;;Calle;;Alianza ;número;20;;;17;Villaverde;441696,8;4467651,5;403.573.904.245.158;-368.661.990.732.089;;;Calle  Alianza , 20  
;Contenedor de ropa;;;;Calle  Alianza , 4 ;;"Centro Deportivo Municipal ""Felix Rubio""";;Calle;;Alianza ;número;4;;;17;Villaverde;441532,3;4467679,4;403.576.302.476.259;-368.855.960.070.938;Lunes a Domingo 9:00 a 20:30;;Calle  Alianza , 4  Lunes a Domingo 9:00 a 20:30
;Contenedor de ropa;;;;Calle  Los Bohemios , 1 ;;"Centro Cultural ""Bohemios""";;Calle;;Los Bohemios ;número;1;;;17;Villaverde;441066,7;4467546,5;403.564.002.341.569;-36.940.302.003.147;;;Calle  Los Bohemios , 1  
;Contenedor de ropa;;;;Calle  Alegria de la Huerta , 1 frente;frente;;;Calle;;Alegria de la Huerta ;número;1;;;17;Villaverde;440964,07;4467515,84;403.561.167.724.342;-369.523.590.509.704;;;Calle  Alegria de la Huerta , 1 frente 
;Contenedor de ropa;;;;Calle  San Jenaro, 3 ;;;;Calle;;San Jenaro;número;3;;;17;Villaverde;440251,1;4466753,7;403.492.002.061.469;-370.356.023.140.184;;;Calle  San Jenaro, 3  
;Contenedor de ropa;;;;Calle  Transversal Sexta, 13 esquina calle Principal;esquina calle Principal;;;Calle;;Transversal Sexta;número;13;;;17;Villaverde;440124,8;4466995,6;403.513.703.241.487;-370.507.003.756.673;;;Calle  Transversal Sexta, 13 esquina calle Principal 
;Contenedor de ropa;;;;Calle  Americio, 17 ;;;;Calle;;Americio;número;17;;;17;Villaverde;441573,1;4468119,8;403.616.004.902.956;-368.811.947.882.508;;;Calle  Americio, 17  
;Contenedor de ropa;;;;Calle  Berrocal, 2 ;;;;Calle;;Berrocal;número;2;;;17;Villaverde;442429,57;4466677,05;403.486.628.820.532;-367.790.294.956.706;;;Calle  Berrocal, 2  
;Contenedor de ropa;;;;Calle  Berrocal, 42 ;;;;Calle;;Berrocal;número;42;;;17;Villaverde;442517,84;4466215,34;403.445.095.936.006;-367.682.204.436.152;;;Calle  Berrocal, 42  
;Contenedor de ropa;;;;Avenida  Los Rosales, 117 ;;;;Avenida;;Los Rosales;número;117;;;17;Villaverde;442349,85;4467205,84;403.534.210.454.335;-367.888.937.371.179;;;Avenida  Los Rosales, 117  
;Contenedor de ropa;;;;Calle  Arroyo de la Burela, 10 ;;;;Calle;;Arroyo de la Burela;número;10;;;17;Villaverde;442167,83;4465609,81;403.390.304.091.957;-368.088.810.450.255;;;Calle  Arroyo de la Burela, 10  
;Contenedor de ropa;;;;Calle  Godella, 325 ;;;;Calle;;Godella;número;325;;;17;Villaverde;441623,83;4465734,59;403.401.166.277.511;-368.730.387.115.542;;;Calle  Godella, 325  
;Contenedor de ropa;;;;Calle  Villaverde a Perales del Rio, 1 ;;;;Calle;;Villaverde a Perales del Rio;número;1;;;17;Villaverde;442591,36;4465685,72;403.397.434.993.613;-367.590.882.092.803;;;Calle  Villaverde a Perales del Rio, 1  
